cluster_id,Applicable Material,Base,Brand,Built,Capacity,Care Instructions,Category,Collection,Color,Compliance Standards,Construction,Control Type,Country of Origin,Depth,Diameter,Dimensions,Dirt Types,EAN,Energy Efficiency,Expiry,Finish,Freezer Capacity,Height,Length,Manufacturing Standard,Material,Model Number,Model Number Type,Mounting,Packaging Type,Packing Type,Power,Price,Product Type,Room,Scent,Series,Shape,Style,Thickness,UPC,Warranty,Weight,Width
7356244,,,,,,,,,,,,['mechanical'],,,,,,,['Energy Star'],,,,['238.00 Pound(s)'],['12 x'],,,,,,,,,,"['n hold boilerless', 'convection steamer includes', 'electric', 'mechanical timer']",,,,,['deep pans vacuum cooking'],['240 60'],,,,
7359708,,,,,['3'],,['front'],,['cetlus etl sanitation'],,,,,,,,,,,,,,['900.00 Pound(s)'],,,['sliding'],,,,,,,,"['harmony service refrigerated', 'glass shelves', 'glass rear doors', '2 full', 'end panels with mirror']",,,,,"['w breeze with energywise self contained refrigeration system with evaporator', 'pan curved']",,,,,
7359766,,['legs not included'],,,['glass door'],,,,,,,['digital controls'],,,,,,,['ENERGY STAR®'],,,,['490.00 Pound(s)'],,,,,,,,,,,"['pan capacity stainless steel', 'cetlus']",,,,,"['electric full', 'assembled height 2 speed fan electronic thermostat control', 'temperature', 'floor model']",,,,,
7360987,,,['wood'],,,,,,['assist'],,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,,['smoker base includes'],,,,,
7361056,,,['wood'],,,,,,['assist'],,,,,,,,,,,,,,,,,['stainless steel'],,,,,,,,,,,,,['smoker base includes'],,,,,
7362739,,,,,['38 - 53 cu. ft.'],,,,"['epoxy coated shelves', 'per']",,,['solid'],,,,,,,,,['two'],['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,['control stainless steel'],,,,,"['choice refrigerator', 'left left']",,"['anodized aluminum', 'section factory installed 6 high']",,,['half door(s)'],,,,,
7362788,,,,,,,,,,,,,,,,,,,,,['hot food units'],,,,,,,,,,,,,"['sliding doors', 'tracks']",,,,,"['operate', 'counters']",,,,,
7363005,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,['two'],['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,['control stainless steel'],,,,,"['choice refrigerator', 'left left']",,"['front full', 'section factory installed 6 high']",,,['hinged / swing'],,,,,
7363035,,,,,['38 - 53 cu. ft.'],,,,"['epoxy coated shelves', 'per']",,,['solid'],,,,,,,,,['two'],['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,['control stainless steel'],,,,,"['choice refrigerator', 'right left']",,"['front full', 'anodized aluminum', 'section factory installed 6 high']",,,['hinged / swing'],,,,,
7363053,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,['two'],['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,['control stainless steel'],,,,,['choice refrigerator'],,"['front full', 'section factory installed 6 high']",,,['hinged / swing'],,,,,
7363094,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,"['two', 'per']",['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,"['control stainless steel', 'coated shelves']",,,,,"['choice refrigerator', 'left right']",,"['front full', 'anodized aluminum', 'section factory installed 6 high']",,,['hinged / swing'],,,,,
7363465,,,,,['38 - 53 cu. ft.'],,,,"['epoxy coated shelves', 'per']",,,['solid'],,,,,,,,,,['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,['control stainless steel'],,,,,['right left'],,"['anodized aluminum', 'section factory installed 6 high']",,,"['two', 'half door(s)']",,,,,
7363517,,,,,['38 - 53 cu. ft.'],,,,,,,['solid'],,,,,,,,,"['two', 'per']",['46 0 cu ft'],['540.00 Pound(s)'],,,['remote with microprocessor'],,,"['control stainless steel', 'coated shelves']",,,,,"['choice refrigerator', 'left right']",,"['anodized aluminum', 'section factory installed 6 high']",,,['half door(s)'],,,,,
7363546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hose'],,,,['disposal'],,,,,,
7364542,,,,,,['wood'],['with beeswax'],,,,,,,,,,,,,,['maple'],,"['34""', '188.00 Pound(s)']",,,,,,,,,,,['undershelf wood base with distress'],,,,,"['top with boos block cream', 'towel hooks on', 'maple']",,,,,
7366703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['disposal hose'],,,,,,,,,,
7368013,,,,,,,,,['abs plastic'],,,,,,,,,,,,['nsf'],,,,,,,,,,,,,,,,,,"['coldmaster coolcheck food pan', 'fda approved']",,,,,
7372043,,,,,,,,,,"['csd 1 compliant', 'boiler base with 1 6']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['deck mounted'],['pan steamer on'],,,,,
7372689,,['legs not included'],,,,,,,['temperature range'],,,['digital controls'],,,,,,,,,,['150 500 f stainless steel front'],['322.00 Pound(s)'],,,['pane'],,,,['field reversible'],,,,['glass door'],,,,,"['time and temperature', 'controls electronic thermostat control', 'twin', 'floor model']",,,,,
7376420,,,,,,,,,['white'],,,,,,,,,,,,,,,,,"['polished lid', 'porcelain']",,,,,,,,,,,,,['h with'],,,,,
7394104,,"['speed fan', 'legs not included']",,,,,,,['enameled'],,,['thermostat & timer'],,,,,,,,,['cetlus'],,['229.00 Pound(s)'],,,['porcelain'],,,,,,,,,,,,['oven'],"['turbofan stacked', 'touch screen control', 'temperature range 140 500 f up to', 'chamber dual halogen oven lamps', 'floor model']",,,,,
7395558,,,,,,,,,"['table', 'stainless steel top', 'side mounted']",,,,['hfc'],,,,,,,,['stainless steel'],['17 polyurethane cutting board'],['691.00 Pound(s)'],,,['stainless steel'],,,,,,,,['liquitec raised'],,['gauge'],,['22 gauge'],"['pizza', 'pan capacity', 'shelf', 'doors']",,,,,"['43 - 50""']"
7399951,,,,,,,,,,,,,,,,,,,,,['urn'],,,,,,,,,,,,,"['tracks for solid top', 'pan units']",,,,,['operate'],,,,,
7400056,,,,,,,,,,,,,,,,,,,,,['urn'],,,,,,,,,,,,,"['tracks for solid top', 'pan units']",,,,,"['high', 'operate', 'not available']",,,,,
7400434,,,['coldmaster ice cream shroud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['accommodates'],,,,,['thick cover'],,,,,
7400750,,['legs not included'],,,,,,,['enameled'],,,['digital controls'],,,,,,,,,['cetlus'],,['229.00 Pound(s)'],,,,,,,,,,,,,,,['oven'],"['chamber dual halogen oven lamps stainless steel adjustable anti', 'floor model']",,,,,
7401375,,['high'],,,,,,,,,,,,,,,,,,,['urn'],,,,,,,,,,,,,"['sliding doors', 'tracks for solid top', 'pan units']",,,,,"['operate', 'not available']",,,,,
7401953,,,,,,,,,['standard'],,,,,,,,,,,,,,,,,['plastic'],,,,,,,,,,,,,['pump with'],,['16'],,,
7403192,,,,,,,,,"['line worktop freezer', 'rear mounted']",['one section 1'],,,,['standard'],,,,,,,,,['180.00 Pound(s)'],,,,,,,,,,,,,,,,"['field rehingable solid door stainless steel', 'front', 'self contained refrigeration', 'doors']",,,,,
7407805,,,,,,['Stainless Steel'],,,,,,,,"['20"" - 29""']",,,,,,,,,['3.00 Pound(s)'],,,,,,,,,,,,,,,['square'],,,,,,"['20"" - 29""']"
7416790,,,,,"['105 cleaning', '165 285']",,,,,,,,,,,,,,,,['ccsaus'],,,,['switch 316 stainless'],,,,,,,,,"['manual tilt with handle', 'solid state control', 'water resistant construction 50 psi 12kw']",,,,,,,,,,
7418700,,['legs'],,,,,,,,,,['solid state with timer'],,,,,,,,,['nsf'],,['850.00 Pound(s)'],,,"['timer', 'speed fan motor', 'front']",,,,,,,,"['deck solid state thermostat', 'single door with window 6 legs stainless steel']",,['60 minute'],,['porcelain'],"['oven', 'floor model']",,,,,
7421516,,,,,,,,['2'],,,,['Glass'],,,,,,,,,,,['385.00 Pound(s)'],,,['black exterior'],,,['stainless steel'],,,,,"['floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration']",,,,,,,,,,['59 - 72 inches']
7422468,,['rectangular outer'],,,['4 l'],['Stainless Steel'],,,,,,,,"['20"" - 29""']",,,,,,,,,['4.00 Pound(s)'],,,['perforated holes'],,,,['39 1'],,,,,,,,['rectangle'],['included'],,,,,"['20', '30"" - 39""']"
7422952,['front'],,,,,['steel'],,,,['legs 27'],,,,,,,,,,,"['thermostat', 'cetlus']",,['585.00 Pound(s)'],,,['stainless steel'],['qht rokite deck'],,,,,,,"['counterbalanced door with concealed hinges full', 'angle iron frame']",,,,"['oven', 'top', 'stainless steel']",['deck type gas'],,,,,
7432354,,,,,,,,,"['line heated cabinet pass thru three', 'narrow half height doors']",,,,,['standard'],,,,,,,,,['780.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,['digital thermometer'],,,,,,,,,,
7434824,,['legs'],,,['60 minute'],,,,,,,['solid state with timer'],,,,,,,,,['nsf'],,['420.00 Pound(s)'],,,"['timer', 'speed fan motor', 'stainless steel']",,,,,,,,['single door with window porcelain'],,,,,"['oven', 'front', 'floor model']",,,,,
7444987,,,['elan pitcher lid'],,,,,,['clear'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458669,['front'],,,,['10 - 12 pan'],,,,"['line mighty top', 'stainless steel', 'rear mounted']",,,,,,,,,,,,['two'],,['282.00 Pound(s)'],,,,,,,,,,,,,,,,"['deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'drawers']",,,,,"['48"" - 50"" wide']"
7464486,,,,,['38 - 53 cu. ft.'],,['two'],,,,,['solid'],,,,,,,,,,,['485.00 Pound(s)'],,,,,,,,,,,['reach in'],,,,,"['hinged / swing, narrow']",,,,,
7464490,,,,,['38 - 53 cu. ft.'],,['two'],,,,,['solid'],,,,,,,,,,,['505.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['reach in', 'electric condensate evaporator']",,,,,"['hinged / swing, narrow']",,,,,
7468601,,,,,,,,,,,,,,['standard'],,,,,,,['usa'],,['460.00 Pound(s)'],,,"['narrow half height solid doors', 'made in']",,,,,,,,"['reach in', 'electric condensate evaporator']",,,,,,,,,,
7470603,,['two'],,,['38 - 53 cu. ft.'],,,,['section self contained refrigeration stainless steel'],,,['solid'],,,,,,,,,,,['635.00 Pound(s)'],,,,,,,,,,,"['reach in', 'narrow half height solid doors', 'electric condensate evaporator']",,,,,['half door(s)'],,,,,
7477434,,['two'],,,['38 - 53 cu. ft.'],,,,"['section self contained refrigeration stainless steel', 'narrow half height solid doors']",,,['solid'],,,,,,,,,,,['595.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['reach in', 'electric condensate evaporator']",,,,,['half door(s)'],,,,,
7492941,,"['speed motor', 'legs']",,,,,,,,,,['thermostatic'],,,,,,,,,,,['1045.00 Pound(s)'],,,['glass in doors'],,,,,,,,"['action thermostatic', 'front']",,,,,['h flue deflector with stainless steel'],,,,,
7504664,,,,,['14 - 16 pan'],,,,['rear mounted'],,,,,,,,,,,,,,['315.00 Pound(s)'],,,"['stainless steel', 'front aluminum']",,,,,,,,,,,,,"['deep pans with', 'top', 'self contained refrigeration', 'drawers']",,['12'],['two section with drawers'],,"['60"" - 62"" wide']"
7517342,,,,,,,,,,,,,,['standard'],,,,,,,['usa'],,['500.00 Pound(s)'],,,"['narrow half height solid doors', 'made in']",,,,,,,,"['reach in', 'electric condensate evaporator']",,,,,,,,,,
7522750,,,,,,,,['admiral craft'],,,,,,,,,,,,,,,['30 sg'],,,,,,,,,,,['811 f'],,,,,,,,,,
7523112,,,,,['118 wide'],,,,,,,,,,,,,,,,,,['730.00 Pound(s)'],,,"['stainless steel work top', 'exterior front', 'stainless steel']",,,,,,,,"['6 backsplash stainless steel', 'half height field', 'refrigeration']",,['nsf ce etl'],,['reinforced'],"['line refrigerated', 'legs', 'doors']",,,,,
7528177,,,,,,,,,,,,,,,,,,,,,,,,,,,['12'],,,,,,,,,,,,,,,,,
7528649,,,['condiment pump lid'],,,,,,['white'],"['or 1 oz per stroke 7', '63mm lid fits 2 1 2 5 gallon oil or shortening']",,,,,,,,,,,,,,,,['plastic'],,,,,,,,,,,,,,,,,,
7529349,,,['condiment pump lid'],,,,,,['white'],"['or 1 oz per stroke 5', '38mm lid']",,,,,,,,,,,,,,,,['plastic'],,,,,,,,,,,,,,,,,,
7531490,,,['condiment pump lid'],,,,,,['white'],"['or 1 oz per stroke 5', '89mm lid']",,,,,,,,,,,,,,,,['plastic'],,,,,,,,,,,,,,,,,,
7533188,,['legs'],,,,,,,,,,['solid state with timer'],,,,,,,,,['nsf'],,['300.00 Pound(s)'],,,"['mechanical', 'porcelain']",,,,,,,,['cook timer oven'],,,,,"['oven', 'floor model']",,,,,
7535367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['replacement cup'],,,,,,,,,,
7540175,,,,,['10 - 12 pan'],,,,['rear mounted'],['field rehingable doors stainless steel'],,,,,,,,,,,,,['240.00 Pound(s)'],,['two section 10 1'],['front aluminum'],,,,,,,,,,,,,"['deep pans with', 'top', 'self contained refrigeration', 'doors']",,,,,"['32"" - 36"" wide']"
7550320,,['legs'],['marathonergold'],,,,,,,,,['solid state'],,,,,,,,,,,['1075.00 Pound(s)'],,,['solid state'],,,,,,,,,,,,,['top and rear'],,,,,
7550914,,,,,,,,,,,,,,['standard'],,,,,,,,,['759.00 Pound(s)'],,,"['line', 'section stainless steel', 'exterior aluminum']",,,,,,,,['narrow full'],,,,['heated cabinet'],,,,,,
7554750,,['single console'],,,['40 gal'],,,,,,,,,,,,,,,,['shaft scraper mixer gas floor mounted'],,['890.00 Pound(s)'],,,"['316 stainless steel', 'stainless steel construction 50 psi']",,,,,,,,"['tilt out twin', 'control console']",,,,,"['tdo tilt type with console mounted', 'tilt']",,,,,
7556959,,,,,"['60 1 ph', '14 - 16 pan']",,,,['with opening'],['h stainless steel top'],,,,,,,,,,,['two front brakes'],['16 cu ft'],['344.00 Pound(s)'],,,['mounted'],,,,,,,,['cetlus culus etl sanitaion'],,,,,"['grip door handle stainless steel', 'self contained refrigeration', 'doors']",,,,,"['30 d', '60"" - 62"" wide']"
7557627,,['deep unit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['both ends'],,,,,,,,,,
7560298,,['legs'],,,,,['nsf'],,['per oven'],,,['solid state with timer'],,,,,,,,,,,['600.00 Pound(s)'],,,"['mechanical', 'stainless steel door handle']",,,,,,,,['cook timer oven'],,,,['porcelain'],"['oven', 'front', 'floor model']",,,,,
7560542,,,['sombrero european dinner knife hollow handle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['cabinet base'],,,,,,,,,,
7562146,,,,,"['60 1 ph', '8 - 9 pan']",,,,,['h stainless steel top'],,,,,,,,,,,['two front brakes'],,['212.00 Pound(s)'],['8 cu'],,['mounted'],,,,,,,,"['included', 'cetlus culus etl sanitaion']",,,,,"['grip door handle stainless steel', 'self contained refrigeration', 'doors']",,,,,"['30 d', '27"" - 29"" wide']"
7563149,,,,,"['60 1 ph', '10 - 12 pan']",,,,['with opening'],['h stainless steel top'],,,,,,,,,,,['two front brakes'],,['304.00 Pound(s)'],['12 7'],,['mounted'],,,,,,,,"['two', 'cetlus culus etl sanitaion']",,,,,"['grip door handle door handle stainless steel', 'self contained refrigeration', 'doors']",,,,,"['30 d', '48"" - 50"" wide']"
7563217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['splash left right ends for'],,,,,['deep underbar units'],,,,,
7563686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['both ends'],,,,,['deep unit'],,,,,
7564189,,,,,,,,,,,,,,['standard'],,,,,,,,,['840.00 Pound(s)'],,,['exterior aluminum'],,,,,,,,"['line refrigerator', 'digital thermometer', 'ramps']",,,,,"['section self contained refrigeration stainless steel', 'doors']",,,,,
7564293,,,,,,,,['electric operation'],,"['controls no', '60 1ph 5']",,,,,,,,,['Energy Star'],,,,"['12 x 20', '231.00 Pound(s)']",,,['30p energy star'],,,,,,,,['not voided'],,,,,"['electric holds 6', 'deep pans digital']",,,,,
7565475,,"['high legs', 'legs']",,,,,['nsf'],,,,,['solid state'],,,,,,,,['steel front'],,,['620.00 Pound(s)'],,,['solid state'],,,,,,,,,,,,,"['oven', 'top and rear']",,,,,
7572011,,,,,['10 - 12 pan'],,,,['rear mounted'],['field rehingable doors stainless steel'],,,,,,,,,,,,,['250.00 Pound(s)'],,,['front aluminum'],,,,,,,,,,,,,"['deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors']",,,,,"['32"" - 36"" wide']"
7572214,,,,,,,,,,,,,,,,,,,,,,,,,,['splash left right ends'],,,,,,,,,,,,,['deep underbar units'],,,,,
7572615,,,['fountain jar'],,,,,,['black'],,,,,,,,,,,,,,,,,['plastic'],,,,,,,,,,,,,['quart fits condiment center and topping bar over all dimensions'],,,,,
7573193,,,,,,,,,,,,,,['standard'],,,,,,,,,['1023.00 Pound(s)'],,,,,,,,,,,"['line refrigerator', 'digital thermometer', 'ramps']",,,,,"['section self contained refrigeration stainless steel', 'doors']",,,,,
7577834,,,,,,,,"['2', '2']","['stainless steel', 'back bar cooler', 'black exterior galvanized']",,,"['Glass', 'Glass']",,,,,,,,['resistant textured'],,,"['415.00 Pound(s)', '385.00 Pound(s)']",,,"['galvanized', 'stainless steel', 'stainless steel top']",,,['stainless steel'],,,,,"['floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'glass doors', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration']",,,,['sliding'],"['back bar cooler', 'glass doors']",,,,,"['59 - 72 inches', '59 - 72 inches']"
7578527,,,,,,,,['2'],"['back bar cooler pass', 'stainless steel']",,,['solid'],,,,,,,,,,,['415.00 Pound(s)'],,,['stainless steel'],,,,,,,,"['floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration']",,,,,,,,,,['59 - 72 inches']
7586701,,,,,,['steel'],,,,,,,['12'],,,,,,,,"['front and sides', 'per', 'nsf']",,['2100.00 Pound(s)'],,,"['deck', 'angle iron frame', 'stainless steel', 'stainless steel']",,,,,,,,"['mechanical thermostat', 'legs flue connector']",,['section cetlus'],,['top'],"['deck type gas', 'assist door with concealed hinges full']",,['60'],,,
7590940,,,,,"['5 casters', '38 - 53 cu. ft.']",,['two'],,,,,['glass (display)'],,,,,,,,,,,['620.00 Pound(s)'],,,"['section self', 'exterior aluminum']",,,,,,,,"['refrigerator', 'contained refrigeration stainless steel']",,['reach in'],,,"['full height sliding', 'glass doors']",,,,,
7610790,,,,,['14 - 16 pan'],,,,['rear mounted'],['field rehingable doors stainless steel'],,,,,,,,,,,,,['250.00 Pound(s)'],,,"['breather', 'front aluminum']",,,,,,,,,,,,,"['deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors']",,,,,"['32"" - 36"" wide']"
7628889,,['legs with side crossrails'],,,,['stainless steel'],['12'],,,,,,,,,,,,,,['nsf'],,"['138.00 Pound(s)', '8""']",,,,,,,,,,,"['open frame', 'gauge']",,['304 series stainless steel'],,,"['regaline sink 1', 'compartment with left right hand drainboards', 'deep with']",,,,,
7629227,,,,,,,,,,,,,,,,,,,,,,,['505.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,,"['two', 'drawers pans', 'legs side', 'refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7629295,,['drawers pans'],,,,,,,,,,,,,,,,,,,,,"['60 1', '418.00 Pound(s)']",,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,,"['legs side', 'refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7629514,,,,,,,,,,,,,,,,,,,,,,,"['48 1', '295.00 Pound(s)']",,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['not included', 'legs cul']",['drawer fronts'],,,,"['drawers pans', 'drawers']",,,['equipment stand'],,
7629697,,,,,,,,,,,,,,,,,,,,,,,['375.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,['section designed for remote refrigeration 4 drawers pans'],"['two', 'drawers']",,,,,
7629928,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,"['75 w', '401.00 Pound(s)']",,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,['section designed for remote refrigeration 4 drawers pans'],['drawers'],,,,,
7629940,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,['428.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,['section designed for remote refrigeration 4 drawers pans'],['drawers'],,,,,
7629950,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,['278.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,,"['drawers pans', 'drawers']",,,,,
7629954,,,,,,,,,,,,,,,,,,,,,,,['299.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['not included', 'legs cul']",['drawer fronts'],,,,"['equipment', 'drawers pans', 'drawers']",,,,,
7629956,,,,,,,,,,,,,,,,,,,,,,,['331.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,['section designed for remote refrigeration 4 drawers pans'],['drawers'],,,,,
7630090,,,,,,,,,,,,,,,,,,,,,,,['466.00 Pound(s)'],,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'legs cul']",['drawer fronts'],['not included'],,,['drawers'],,,,,
7630108,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,"['99 w', '530.00 Pound(s)']",,,"['stainless steel', 'front non spill edge', 'stainless steel']",,,,,,,,"['equipment', 'not included', 'legs cul']",['drawer fronts'],,,,['drawers'],,,,,
7630331,,,,,,,,,['refrigerated low'],,,,,,,,,,,,,,"['99 1', '691.00 Pound(s)']",,,"['pans', 'stainless steel', 'front non spill edge']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,['mounted'],"['refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7630373,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,['578.00 Pound(s)'],,,"['stainless steel', 'front non spill edge']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,['mounted'],"['two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7630401,,,,,,,,,,,,,,,,,,,,,,,['405.00 Pound(s)'],,,"['stainless steel', 'front non spill edge']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,['mounted'],"['drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7630406,,,['refrigerated'],,,,,,,,,,,,,,,,,,,,['479.00 Pound(s)'],,,"['stainless steel', 'front non spill edge']",,,,,,,,"['equipment', 'not included']",['drawer fronts'],,,['mounted'],"['two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers']",,,,,
7630933,,,['accutemp edge series tilting skillet'],,"['off 100', '450 f']",,,,['assist hinged cover'],,,,,,,,,,,,['nsf'],,,,,,,,,,,,,"['pan with', 'legs with front']",,['control housing for thermostatic control'],,,"['rear', 'csa star csa flame']",,,,,
7631038,,"['speed fan', 'legs']",['convection oven'],,,,['thermostat 200 500 f 60 minute'],,,['half size stainless steel'],,['thermostat & timer'],,,,,,,,,['cetlus'],,['530.00 Pound(s)'],,,"['stainless steel door with', 'dial timer continuous buzzer', 'stainless steel']",,,['exterior 1'],,,,,['legs'],,,,,"['oven', 'porcelain', 'floor model']",,['30'],,,['25']
7642305,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,,,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,['battery'],,,,,,,,"['burners', 'shelf 6 adjustable']",,['backriser with hi-shelf'],,,"['restaurant', 'right standing pilot 1 convection oven']",,,,,
7642350,,"['flue riser with shelf', '(1) convection oven, (1) cabinet']",,,,,"['front', 'left standing pilot 1']",,['ultimate'],,,,['front'],,,,,,,['22'],"['stainless steel', 'nsf']",,['735.00 Pound(s)'],,,['battery'],,,,,,,,['shelf 6 adjustable'],,['backriser with hi-shelf'],,,"['restaurant', 'back right', 'oven']",,,,,
7651306,,['legs'],,,['60 minute'],,,,['oven racks per'],"['legs porcelain cavity 106', 'ul cul']",,['solid state'],,,,,,,,,['deck electronic'],,['1030.00 Pound(s)'],,,"['solid state thermostat', 'timer 5', 'stainless steel']",,,,,,,,,,,,,['front'],,,,,
7660327,,,,,"['5 casters', '38 - 53 cu. ft.', '38 - 53 cu. ft.']",,,,,,,"['glass (display)', 'glass (display)']",,,,,,,,,,,"['575.00 Pound(s)', '645.00 Pound(s)']",,,"['section self', 'front', 'section self']",,,,,,,,"['refrigerator', 'contained refrigeration aluminum', 'half height sliding', 'refrigerator', 'contained refrigeration stainless steel', 'half height glass doors']",,,,,"['two', 'glass doors', 'two', 'sliding, half door(s)', 'half door(s), wide']",,,,,
7661771,,,['chopsticks teak'],,['9 l'],,,,,,,,,,,,,,,,,,,,,['japanese'],,,,,,,,,,,,,['per'],,,,,
7662006,,,,,,['Aluminum'],,,,,,,,,"['13""']",,,,,,['seconds belt driven carriage tilts'],,['105.10 Pound(s)'],,,['anodized aluminum'],,,,,,,,"['lift device and zero blade exposure', 'during cleaning']",,,,,['diameter knife variable slice thickness'],,,,,
7662160,,,,,,['Aluminum'],,,,['64 strokes per minute'],,,,,"['13""']",,,,,,,,['125.00 Pound(s)'],,,,,,,,,,,"['belt driven remote', 'lift device and zero blade exposure', 'during cleaning']",,,,,"['premium series slicer', 'diameter knife variable slice thickness']",,,,,['22mm']
7664236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['safe'],,,,,,,,,,
7668523,,"['legs 135', '(1) cabinet']",,,,,['hot tops'],,,,,,,,,,,,,,,,['485.00 Pound(s)'],,,['front'],,,,,,,,"['heavy duty', 'open burners', 'open cabinet base with stainless steel', 'shelves 6']",,,,,['flue riser black'],,['12'],,,
7677985,,,,,['60 minute'],,,,,,,,,,,,,,,,,,"['12 x 20', '600.00 Pound(s)']",,['60 1'],['timer stainless steel'],,,,,,,,['convection steamer direct'],,,,,"['pan capacity per', 'compartment']",,,,,
7678216,,,,,,,,,,"['compartment 5 12 x 20', 'pan capacity each individual manual compartment', 'controls with auto blowdown electric ignition 316 stainless steel']",,['manual'],,,,,,,,,,,['750.00 Pound(s)'],,,,,,,,,,,['convection steamer'],,,,,['1 steam generator'],,,,,
7681491,,,,,,,,,['glass windows stainless steel'],,,['programmable'],['front'],,,,,,['ENERGY STAR®'],,['solid state'],,['1080.00 Pound(s)'],,,"['porcelain', 'each energy star']",,,,,,,,"['fans', 'pan slides 6 racks']",,,,,"['deck envirostar', 'opening doors']",,,,['12 3'],
7681628,,['legs'],,,,,['deck envirozone icon driven'],,['glass windows stainless steel'],,,['programmable'],['front'],,,,,,['ENERGY STAR®'],,,,['1060.00 Pound(s)'],,,"['program baking', 'porcelain', 'each energy star']",,,,,,,,"['fans', 'pan slides 6 racks']",,,,,['opening doors'],,['99'],,['12 3'],
