dnb_id,dnb_uri,dnb_birthdate,dnb_deathdate,dnb_gender,dnb_name,dnb_work
dnb_4439,http://d-nb.info/gnd/1022925725,1971-01-01,,male,"Stephens, Simon",
dnb_4440,http://d-nb.info/gnd/117253839,1792-01-01,1867-01-01,male,"Alison, Archibald",
dnb_4441,http://d-nb.info/gnd/109885848,1948-11-24,,male,"Robinson, Spider",
dnb_4442,http://d-nb.info/gnd/124222609,1919-01-01,2009-01-01,notKnown,"Middleton, Stanley",
dnb_4443,http://d-nb.info/gnd/118065599,1902-01-01,1989-01-01,notKnown,"Gibbons, Stella",
dnb_4444,http://d-nb.info/gnd/1029089744,1942-01-01,,notKnown,"Tolan, Stephanie S.",
dnb_4445,http://d-nb.info/gnd/124803946,1898-07-22,1943-03-13,male,"Benét, Stephen Vincent",
dnb_4446,http://d-nb.info/gnd/119520478,1948-02-12,,male,"Boyle, T. Coraghessan",
dnb_4447,http://d-nb.info/gnd/118642359,1814-03-09,1861-03-10,male,"Ševčenko, Taras",
dnb_4448,http://d-nb.info/gnd/124449360,1948-01-01,,notKnown,"Goodkind, Terry",
dnb_4449,http://d-nb.info/gnd/117698377,1805-03-20,1892-07-15,male,"Cooper, Thomas",
dnb_4450,http://d-nb.info/gnd/124833268,1943-01-01,,male,"King, Thomas",
dnb_4451,http://d-nb.info/gnd/133862186,1625-01-01,1678-01-01,notKnown,"Stanley, Thomas",
dnb_4452,http://d-nb.info/gnd/1055128107,1821-01-01,1875-01-01,notKnown,"Stephens, Thomas",
dnb_4453,http://d-nb.info/gnd/123759390,1950-01-01,,male,"Mo, Timothy",
dnb_4454,http://d-nb.info/gnd/157339335,,,,"Tyson, Timothy B.",
dnb_4455,http://d-nb.info/gnd/118526030,1918-12-14,1976-03-07,notKnown,"Ditlevsen, Tove",
dnb_4456,http://d-nb.info/gnd/118011537,1952-01-01,,female,"Nilsen, Tove",
dnb_4457,http://d-nb.info/gnd/118737929,1932-08-17,2018-08-11,male,"Naipaul, V. S.",
dnb_4458,http://d-nb.info/gnd/119310007,1944-05-18,2001-12-14,male,"Sebald, W. G.",
dnb_4459,http://d-nb.info/gnd/119099128,1873-04-25,1956-06-22,notKnown,"De la Mare, Walter",
dnb_4460,http://d-nb.info/gnd/12981461X,,,notKnown,"Wendell, Berry",
dnb_4461,http://d-nb.info/gnd/118657208,1546-01-01,1608-01-01,notKnown,"Barclay, William",
dnb_4462,http://d-nb.info/gnd/121928640,1922-04-01,2004-06-01,male,"Manchester, William",
dnb_4463,http://d-nb.info/gnd/118533606,1900-07-24,1948-03-10,notKnown,"Fitzgerald, Zelda",
dnb_4464,http://d-nb.info/gnd/118592009,1903-01-11,1988-04-12,notKnown,"Paton, Alan",
dnb_4465,http://d-nb.info/gnd/123501679,1966-01-01,,notKnown,"Reynolds, Alastair",
dnb_4466,http://d-nb.info/gnd/118523872,1840-05-13,1897-12-16,male,"Daudet, Alphonse",
dnb_4467,http://d-nb.info/gnd/141090332,1963-03-14,,notKnown,"Fleming, Andrew",
dnb_4468,http://d-nb.info/gnd/118945602,1928-07-16,2016-03-10,female,"Brookner, Anita",
dnb_4469,http://d-nb.info/gnd/118637584,1889-06-23,1966-03-05,female,"Achmatova, Anna",
dnb_4470,http://d-nb.info/gnd/122416309,1950-01-01,,notKnown,"Carson, Anne",
dnb_4471,http://d-nb.info/gnd/11920732X,1926-04-01,2011-11-21,female,"McCaffrey, Anne",
dnb_4472,http://d-nb.info/gnd/118527533,1797-01-10,1848-05-24,female,"Droste-Hülshoff, Annette von",
dnb_4473,http://d-nb.info/gnd/118544942,1920-04-05,2004-11-24,male,"Hailey, Arthur",
dnb_4474,http://d-nb.info/gnd/118609807,1862-05-15,1931-10-21,male,"Schnitzler, Arthur",
dnb_4475,http://d-nb.info/gnd/118781774,1397-01-01,1459-01-01,notKnown,"March, Ausiàs",
dnb_4476,http://d-nb.info/gnd/119074621,1942-01-01,2010-01-01,male,"Hannah, Barry",
dnb_4477,http://d-nb.info/gnd/119110555,1932-01-01,2010-01-01,notKnown,"Bainbridge, Beryl",
dnb_4478,http://d-nb.info/gnd/119518473,1861-01-01,1929-01-01,notKnown,"Carman, Bliss",
dnb_4479,http://d-nb.info/gnd/107877279,1931-12-31,1996-02-12,male,"Shaw, Bob",
dnb_4480,http://d-nb.info/gnd/11882192X,1914-03-28,1997-02-03,male,"Hrabal, Bohumil",
dnb_4481,http://d-nb.info/gnd/118626787,1920-03-10,1959-06-23,male,"Vian, Boris",
dnb_4482,http://d-nb.info/gnd/118720554,1836-08-25,1902-05-05,male,"Harte, Bret",
dnb_4483,http://d-nb.info/gnd/122569857,1937-01-01,,notKnown,"Lumley, Brian",
dnb_4484,http://d-nb.info/gnd/124934765,1953-03-12,,male,"Hiaasen, Carl",
dnb_4485,http://d-nb.info/gnd/118519530,1931-01-01,1998-01-01,notKnown,"Castaneda, Carlos",
dnb_4486,http://d-nb.info/gnd/115687394,1935-01-01,2003-01-01,notKnown,"Shields, Carol",
dnb_4487,http://d-nb.info/gnd/122379136,1929-02-17,2002-07-23,male,"Potok, Chaim",
dnb_4488,http://d-nb.info/gnd/118740008,1628-01-12,1703-05-16,male,"Perrault, Charles",
dnb_4489,http://d-nb.info/gnd/118798510,1902-01-01,1983-01-01,notKnown,"Stead, Christina",
dnb_4490,http://d-nb.info/gnd/133512428,1957-01-01,,male,"Moore, Christopher",
dnb_4491,http://d-nb.info/gnd/1074123808,1970-02-28,,male,"Handler, Daniel",
dnb_4492,http://d-nb.info/gnd/119394243,1948-01-01,,female,"Steel, Danielle",
dnb_4493,http://d-nb.info/gnd/118528084,1907-05-13,1989-04-19,female,"Du Maurier, Daphne",
dnb_4494,http://d-nb.info/gnd/118095730,1950-01-01,,male,"Brin, David",
dnb_4495,http://d-nb.info/gnd/120185385,1948-08-01,2006-07-28,male,"Gemmell, David",
dnb_4496,http://d-nb.info/gnd/119542072,1939-01-10,,male,"Horowitz, David",
dnb_4497,http://d-nb.info/gnd/118889664,1936-01-01,,male,"DeLillo, Don",
dnb_4498,http://d-nb.info/gnd/118572113,1919-10-22,2013-11-17,female,"Lessing, Doris",
dnb_4499,http://d-nb.info/gnd/11885349X,1867-01-01,1940-01-01,notKnown,"Benson, Edward Frederic",
dnb_4500,http://d-nb.info/gnd/118534408,1879-01-01,1970-06-07,male,"Forster, E. M.",
dnb_4501,http://d-nb.info/gnd/106833309X,1913-09-28,1995-10-14,female,"Pargeter, Edith",
dnb_4502,http://d-nb.info/gnd/106833651X,1913-01-01,1995-01-01,notKnown,"Benedict, Peter",
dnb_4503,http://d-nb.info/gnd/106834038X,1913-01-01,1995-01-01,notKnown,"Carr, Jolyon",
dnb_4504,http://d-nb.info/gnd/1068340525,1913-01-01,1995-01-01,notKnown,"Redfern, John",
dnb_4505,http://d-nb.info/gnd/119350564,1913-09-28,1995-10-14,notKnown,"Peters, Ellis",
dnb_4506,http://d-nb.info/gnd/142016039,1901-07-07,1970-01-25,male,"Tsuburaya, Eiji",
dnb_4507,http://d-nb.info/gnd/118947575,1920-09-30,1995-09-01,female,"Zhang, Ailing",
dnb_4508,http://d-nb.info/gnd/118599631,1898-06-22,1970-09-25,male,"Remarque, Erich Maria",
dnb_4509,http://d-nb.info/gnd/118590014,1888-10-16,1953-11-27,male,"O'Neill, Eugene",
dnb_4510,http://d-nb.info/gnd/118555707,1909-11-26,1994-03-28,male,"Ionesco, Eugène",
dnb_4511,http://d-nb.info/gnd/107536536,1834-04-05,1902-04-20,notKnown,"Stockton, Frank Richard",
dnb_4512,http://d-nb.info/gnd/118597450,1483-01-01,1553-04-09,male,"Rabelais, François",
dnb_4513,http://d-nb.info/gnd/118527908,1921-01-05,1990-12-14,male,"Dürrenmatt, Friedrich",
dnb_4514,http://d-nb.info/gnd/118607626,1759-11-10,1805-05-09,male,"Schiller, Friedrich",
dnb_4515,http://d-nb.info/gnd/118750054,1909-01-01,1983-01-01,notKnown,"Roy, Gabrielle",
dnb_4516,http://d-nb.info/gnd/118928147,1950-08-14,,notKnown,"Larson, Gary",
dnb_4517,http://d-nb.info/gnd/118623575,1887-02-03,1914-11-03,male,"Trakl, Georg",
dnb_4518,http://d-nb.info/gnd/119392089,1902-08-16,1974-07-05,female,"Heyer, Georgette",
dnb_4519,http://d-nb.info/gnd/118617257,1874-02-03,1946-07-27,female,"Stein, Gertrude",
dnb_4520,http://d-nb.info/gnd/11854179X,1904-10-02,1991-04-03,male,"Greene, Graham",
dnb_4521,http://d-nb.info/gnd/118503634,1880-08-26,1918-11-09,male,"Apollinaire, Guillaume",
dnb_4522,http://d-nb.info/gnd/12008628X,1898-09-16,1977-08-26,male,"Rey, Hans A.",
dnb_4523,http://d-nb.info/gnd/11870057X,1856-06-22,1925-05-14,male,"Haggard, H. Rider",
dnb_4524,http://d-nb.info/gnd/118594494,1930-10-10,2008-12-24,male,"Pinter, Harold",
dnb_4525,http://d-nb.info/gnd/118920766,1927-07-29,2010-10-30,male,"Mulisch, Harry",
dnb_4526,http://d-nb.info/gnd/118512676,1917-12-21,1985-07-16,male,"Böll, Heinrich",
dnb_4527,http://d-nb.info/gnd/11850651X,1873-05-17,1935-08-30,male,"Barbusse, Henri",
dnb_4528,http://d-nb.info/gnd/118556835,1843-04-15,1916-02-28,male,"James, Henry",
dnb_4529,http://d-nb.info/gnd/118582518,1891-12-26,1980-06-07,male,"Miller, Henry",
dnb_4530,http://d-nb.info/gnd/118552759,1874-02-01,1929-07-15,male,"Hofmannsthal, Hugo von",
dnb_4531,http://d-nb.info/gnd/122697421,1265-01-01,1330-01-01,notKnown,ʿImanuʾel ben Shelomoh,
dnb_4532,http://d-nb.info/gnd/118505602,1926-06-25,1973-10-17,female,"Bachmann, Ingeborg",
dnb_4533,http://d-nb.info/gnd/118585835,1919-07-15,1999-02-08,female,"Murdoch, Iris",
dnb_4534,http://d-nb.info/gnd/11874190X,1894-09-13,1984-08-14,male,"Priestley, John B.",
dnb_4535,http://d-nb.info/gnd/119004127,1845-01-01,1902-01-01,notKnown,"Verdaguer, Jacinto",
dnb_4536,http://d-nb.info/gnd/119317842,1916-08-28,2013-05-26,notKnown,"Vance, Jack",
dnb_4537,http://d-nb.info/gnd/118513923,1740-10-18,1795-01-01,male,"Boswell, James",
dnb_4538,http://d-nb.info/gnd/119476401,1900-09-09,1954-12-20,male,"Hilton, James",
dnb_4539,http://d-nb.info/gnd/124043836,1949-01-01,,female,"Urquhart, Jane",
dnb_4540,http://d-nb.info/gnd/118546554,1883-04-23,1923-01-03,male,"Hašek, Jaroslav",
dnb_4541,http://d-nb.info/gnd/118612891,1901-09-23,1986-01-10,male,"Seifert, Jaroslav",
dnb_4542,http://d-nb.info/gnd/118503251,1910-06-23,1987-10-03,male,"Anouilh, Jean",
dnb_4543,http://d-nb.info/gnd/118539523,1882-10-29,1944-01-31,male,"Giraudoux, Jean",
dnb_4544,http://d-nb.info/gnd/123706017,1960-03-08,,notKnown,"Eugenides, Jeffrey",
dnb_4545,http://d-nb.info/gnd/128699469,1896-01-01,1984-01-01,female,"Lindsay, Joan",
dnb_4546,http://d-nb.info/gnd/119259818,1848-01-01,1908-01-01,male,"Harris, Joel Chandler",
dnb_4547,http://d-nb.info/gnd/118776126,1873-01-20,1950-11-25,male,"Jensen, Johannes V.",
dnb_4548,http://d-nb.info/gnd/118680897,1631-01-01,1700-01-01,male,"Dryden, John",
dnb_4549,http://d-nb.info/gnd/119521407,1955-02-08,,male,"Grisham, John",
dnb_4550,http://d-nb.info/gnd/129817163,1937-01-01,2000-01-01,notKnown,"Sladek, John Thomas",
dnb_4551,http://d-nb.info/gnd/109814754,1947-08-09,,male,"Varley, John",
dnb_4552,http://d-nb.info/gnd/115580824,1961-01-01,,male,"Coe, Jonathan",
dnb_4553,http://d-nb.info/gnd/142591246,1886-01-01,1918-01-01,notKnown,"Kilmer, Joyce",
dnb_4554,http://d-nb.info/gnd/118637878,1885-04-17,1962-09-07,female,"Blixen, Tania",
dnb_4555,http://d-nb.info/gnd/122039564,1952-08-29,,notKnown,"Hesse, Karen",
dnb_4556,http://d-nb.info/gnd/119484978,1954-01-01,,male,"Ishiguro, Kazuo",
dnb_4557,http://d-nb.info/gnd/11949115X,1949-06-05,,male,"Follett, Ken",
dnb_4558,http://d-nb.info/gnd/11878983X,1911-01-01,1972-01-01,male,"Patchen, Kenneth",
dnb_4559,http://d-nb.info/gnd/118569643,1899-01-01,1966-01-01,notKnown,"Lao, She",
dnb_4560,http://d-nb.info/gnd/118528300,1912-01-01,1990-01-01,male,"Durrell, Lawrence",
dnb_4561,http://d-nb.info/gnd/123903823,1883-01-01,1941-01-01,notKnown,"Ridge, Lola",
dnb_4562,http://d-nb.info/gnd/118672339,1870-10-22,1945-03-20,male,"Douglas, Alfred Bruce",
dnb_4563,http://d-nb.info/gnd/118519867,1894-01-01,1961-01-01,male,"Céline, Louis-Ferdinand",
dnb_4564,http://d-nb.info/gnd/118503774,1897-10-03,1982-12-24,male,"Aragon, Louis",
dnb_4565,http://d-nb.info/gnd/118574647,1881-09-25,1936-10-19,male,"Lu, Xun",
dnb_4566,http://d-nb.info/gnd/118500368,,,notKnown,"Accius, Lucius",
dnb_4567,http://d-nb.info/gnd/118974661,1874-11-30,1942-04-24,female,"Montgomery, L. M.",
dnb_4568,http://d-nb.info/gnd/118518585,1524-01-01,1580-01-01,notKnown,"Camões, Luiz de",
dnb_4569,http://d-nb.info/gnd/142932310,1808-01-01,1887-01-01,notKnown,"Spooner, Lysander",
dnb_4570,http://d-nb.info/gnd/118683071,1876-01-01,1947-01-01,notKnown,"Fargue, Léon-Paul",
dnb_4571,http://d-nb.info/gnd/1033017760,1930-11-03,2012-03-16,male,"Barker, Muhammad Abd-al-Rahman",
dnb_4572,http://d-nb.info/gnd/118780646,1909-01-01,1957-01-01,notKnown,"Lowry, Malcolm",
dnb_4573,http://d-nb.info/gnd/118646168,1939-11-18,,female,"Atwood, Margaret",
dnb_4574,http://d-nb.info/gnd/118848666,1918-04-23,2007-07-31,female,"Avison, Margaret",
dnb_4575,http://d-nb.info/gnd/105847216,1906-05-16,1996-12-21,female,"Rey, Margret",
dnb_4576,http://d-nb.info/gnd/118528254,1914-04-04,1996-03-03,female,"Duras, Marguerite",
dnb_4577,http://d-nb.info/gnd/118577883,,,notKnown,"Marie, de France",
dnb_4578,http://d-nb.info/gnd/118743023,1920-10-15,1999-07-02,male,"Puzo, Mario",
dnb_4579,http://d-nb.info/gnd/1070570052,1952-03-02,,male,"Evanier, Mark",
dnb_4580,http://d-nb.info/gnd/132461129,1966-03-05,,male,"Danielewski, Mark Z.",
dnb_4581,http://d-nb.info/gnd/118653369,1644-01-01,1694-01-01,notKnown,"Matsuo, Bashō",
dnb_4582,http://d-nb.info/gnd/118521098,1740-08-15,1815-01-21,male,"Claudius, Matthias",
dnb_4583,http://d-nb.info/gnd/121603326,1948-01-01,,notKnown,"Collins, Max Allan",
dnb_4584,http://d-nb.info/gnd/118711113,1876-01-01,1944-01-01,notKnown,"Jacob, Max",
dnb_4585,http://d-nb.info/gnd/11898019X,1908-10-10,1983-04-13,female,"Rodoreda, Mercè",
dnb_4586,http://d-nb.info/gnd/121230953,1965-01-01,,notKnown,"Smith, Michael Marshall",
dnb_4587,http://d-nb.info/gnd/119176041,1943-01-01,,male,"Ondaatje, Michael",
dnb_4588,http://d-nb.info/gnd/118549820,1910-10-30,1942-03-28,male,"Hernández, Miguel",
dnb_4589,http://d-nb.info/gnd/120449080,1953-01-01,,female,"Huston, Nancy",
dnb_4590,http://d-nb.info/gnd/118787012,1846-01-01,1930-01-01,notKnown,"Oller, Narcís",
dnb_4591,http://d-nb.info/gnd/118642391,1899-01-01,1960-01-01,notKnown,"Shute, Nevil",
dnb_4592,http://d-nb.info/gnd/11910928X,1928-08-15,,male,"Roeg, Nicolas",
dnb_4593,http://d-nb.info/gnd/118640852,1891-01-03,1938-12-27,male,"Mandelʹštam, Osip",
dnb_4594,http://d-nb.info/gnd/11855087X,1921-10-19,1995-02-04,female,"Highsmith, Patricia",
dnb_4595,http://d-nb.info/gnd/122478835,1915-02-11,2011-06-10,male,"Fermor, Patrick Leigh",
dnb_4596,http://d-nb.info/gnd/11868423X,1872-01-01,1960-01-01,male,"Fort, Paul",
dnb_4597,http://d-nb.info/gnd/118530062,1895-12-14,1952-11-18,male,"Eluard, Paul",
dnb_4598,http://d-nb.info/gnd/105053309,1918-07-04,2013-01-16,female,"Van Buren, Abigail",
dnb_4599,http://d-nb.info/gnd/115703101,1947-08-24,,male,"Coelho, Paulo",
dnb_4600,http://d-nb.info/gnd/1078380791,,,male,"Gandy, Peter",
dnb_4601,http://d-nb.info/gnd/121292630,1918-01-01,2009-01-01,notKnown,"Farmer, Philip José",
dnb_4602,http://d-nb.info/gnd/118507850,1732-01-24,1799-05-18,male,"Beaumarchais, Pierre Augustin Caron de",
dnb_4603,http://d-nb.info/gnd/119450925,1920-07-12,2004-11-30,notKnown,"Berton, Pierre",
dnb_4604,http://d-nb.info/gnd/118577972,1688-01-01,1763-01-01,male,"Marivaux, Pierre Carlet de Chamblain de",
dnb_4605,http://d-nb.info/gnd/120049333,1967-01-01,,notKnown,"Brite, Poppy Z.",
dnb_4606,http://d-nb.info/gnd/121214648,1908-01-01,1999-01-01,notKnown,"Crisp, Quentin",
dnb_4607,http://d-nb.info/gnd/118667300,1907-05-27,1964-04-14,female,"Carson, Rachel",
dnb_4608,http://d-nb.info/gnd/143567675,1875-04-29,1950-02-13,male,"Sabatini, Rafael",
dnb_4609,http://d-nb.info/gnd/118735276,1265-01-01,1336-01-01,notKnown,"Muntaner, Ramón",
dnb_4610,http://d-nb.info/gnd/120793024,1946-01-01,,notKnown,"Campbell, Ramsey",
dnb_4611,http://d-nb.info/gnd/118515780,1812-05-07,1889-12-12,male,"Browning, Robert",
dnb_4612,http://d-nb.info/gnd/118798146,1774-08-12,1843-03-21,male,"Southey, Robert",
dnb_4613,http://d-nb.info/gnd/123453615,1937-01-01,,notKnown,"Carrier, Roch",
dnb_4614,http://d-nb.info/gnd/120024845,1952-01-01,,notKnown,"Mistry, Rohinton",
dnb_4615,http://d-nb.info/gnd/11863917X,1914-05-08,1980-12-02,male,"Gary, Romain",
dnb_4616,http://d-nb.info/gnd/173188753,1876-01-01,1957-01-01,male,"Onoe, Saishū",
dnb_4617,http://d-nb.info/gnd/118600346,1689-08-19,1761-07-04,male,"Richardson, Samuel",
dnb_4618,http://d-nb.info/gnd/118798502,0045-01-01,0096-01-01,male,"Statius, Publius Papinius",
dnb_4619,http://d-nb.info/gnd/108790967,1936-01-10,2002-10-13,male,"Ambrose, Stephen E.",
dnb_4620,http://d-nb.info/gnd/12313790X,1954-12-13,,female,"Pierce, Tamora",
dnb_4621,http://d-nb.info/gnd/118534262,1819-12-30,1898-09-20,male,"Fontane, Theodor",
dnb_4622,http://d-nb.info/gnd/122835875,1885-01-01,1965-01-01,notKnown,"Costain, Thomas Bertram",
dnb_4623,http://d-nb.info/gnd/119027011,1935-10-07,,male,"Keneally, Thomas",
dnb_4624,http://d-nb.info/gnd/119024136,1930-10-30,2002-06-20,male,"Findley, Timothy",
dnb_4625,http://d-nb.info/gnd/119112280,1859-07-06,1940-05-20,male,"Heidenstam, Verner von",
dnb_4626,http://d-nb.info/gnd/120444526,1961-01-01,,notKnown,"Self, Will",
dnb_4627,http://d-nb.info/gnd/118799061,1892-05-29,1938-10-25,female,"Storni, Alfonsina",
dnb_4628,http://d-nb.info/gnd/118908200,1862-01-01,1931-01-01,notKnown,"Fitzpatrick, Percy",
dnb_4629,http://d-nb.info/gnd/143363913,1972-01-01,,male,"Dashner, James",
dnb_4630,http://d-nb.info/gnd/130266337,,,notKnown,"Kurimoto, Kaoru",
dnb_4631,http://d-nb.info/gnd/1028647859,,,male,"Martinez, A. Lee",
dnb_4632,http://d-nb.info/gnd/143891413,1976-01-01,,notKnown,"Gollner, Adam L.",
dnb_4633,http://d-nb.info/gnd/1025242947,,,notKnown,"Light, Alan",
dnb_4634,http://d-nb.info/gnd/123700485,1953-11-18,,male,"Moore, Alan",
dnb_4635,http://d-nb.info/gnd/1017236194,,,notKnown,"Scarrow, Alex",
dnb_4636,http://d-nb.info/gnd/124762840,1951-04-22,,female,"Shua, Ana María",
dnb_4637,http://d-nb.info/gnd/121075478,1954-01-01,,male,"Klavan, Andrew",
dnb_4638,http://d-nb.info/gnd/136067700,,,male,"McDermott, Andy",
dnb_4639,http://d-nb.info/gnd/133026760,1959-01-01,,female,"Packer, Ann",
dnb_4640,http://d-nb.info/gnd/133969800,1980-01-01,,notKnown,"Godbersen, Anna",
dnb_4641,http://d-nb.info/gnd/170172643,,,notKnown,"Russell-Wood, A. J.",
dnb_4642,http://d-nb.info/gnd/124060080,1971-01-01,,male,"Rai, Bali",
dnb_4643,http://d-nb.info/gnd/1031333487,1971-01-01,,notKnown,"Lyga, Barry",
dnb_4644,http://d-nb.info/gnd/1107197562,1978-01-01,,male,"McBean, Brett",
dnb_4645,http://d-nb.info/gnd/108936317,1936-06-10,,male,"Freemantle, Brian",
dnb_4646,http://d-nb.info/gnd/132529521,1970-01-01,,male,"Tiller, Carl Frode",
dnb_4647,http://d-nb.info/gnd/137942591,,,notKnown,"Graham, Carolyn",
dnb_4648,http://d-nb.info/gnd/142063983,1945-01-01,,male,"Platt, Charles",
dnb_4649,http://d-nb.info/gnd/1012833771,1974-06-23,,male,"Bradford, Chris",
dnb_4650,http://d-nb.info/gnd/132213567,1949-01-01,,notKnown,"Monteil, Claudine",
dnb_4651,http://d-nb.info/gnd/1035710684,1963-01-01,,notKnown,"Fagin, Dan",
dnb_4652,http://d-nb.info/gnd/138491399,1957-01-01,,male,"Rubin, Danny",
dnb_4653,http://d-nb.info/gnd/1023029103,1973-04-01,,male,"Tufts, Daryn",
dnb_4654,http://d-nb.info/gnd/128890878,1945-01-01,,male,"Ambrose, David",
dnb_4655,http://d-nb.info/gnd/120546485,1944-01-01,,notKnown,"Lindsey, David L.",
dnb_4656,http://d-nb.info/gnd/13317655X,1974-10-23,,male,"Landy, Derek",
dnb_4657,http://d-nb.info/gnd/123168139,1945-07-05,,male,"Gaonkar, Dilip Parameshwar",
dnb_4658,http://d-nb.info/gnd/136623530,1979-01-01,,male,"Gluchovskij, Dmitrij",
dnb_4659,http://d-nb.info/gnd/1017436754,1969-01-01,,notKnown,"Strel'nikov, Dmitrij A.",
dnb_4660,http://d-nb.info/gnd/1043878106,1949-08-09,,male,"Pitta, Eduardo",
dnb_4661,http://d-nb.info/gnd/13329840X,1962-01-01,,female,"Alexander, Elizabeth",
dnb_4662,http://d-nb.info/gnd/13866417X,1972-01-01,,notKnown,"Colin, Fabrice",
dnb_4663,http://d-nb.info/gnd/173070426,1841-08-17,1875-02-18,notKnown,"Varela, Luís Nicolau Fagundes",
dnb_4664,http://d-nb.info/gnd/137196652,1971-01-01,,male,"Bégaudeau, François",
dnb_4665,http://d-nb.info/gnd/172456401,1946-01-01,,notKnown,"Wolfe, Gary K.",
dnb_4666,http://d-nb.info/gnd/142565806,1937-01-01,,male,"Leonardos, Giōrgos A.",
dnb_4667,http://d-nb.info/gnd/119372495,1932-01-01,2004-01-01,male,"Raboni, Giovanni",
dnb_4668,http://d-nb.info/gnd/121066258,1937-01-01,2012-01-01,notKnown,"Bernlef, J.",
dnb_4669,http://d-nb.info/gnd/122489209,1938-02-13,,male,"Siebelink, Jan",
dnb_4670,http://d-nb.info/gnd/132126265,1964-01-01,,notKnown,"Goodwin, Jason",
dnb_4671,http://d-nb.info/gnd/137350880,1975-01-01,,male,"Asher, Jay",
dnb_4672,http://d-nb.info/gnd/120550490,1952-01-01,,notKnown,"Sévillia, Jean",
dnb_4673,http://d-nb.info/gnd/134267737,,,notKnown,"Stein, Jeanne C.",
dnb_4674,http://d-nb.info/gnd/120179601,1794-01-01,1864-01-01,notKnown,"Fairbairn, John",
dnb_4675,http://d-nb.info/gnd/1026533546,1944-01-01,,female,"Dunbar, Joyce",
dnb_4676,http://d-nb.info/gnd/133918203,1861-01-01,1936-01-01,notKnown,Kānha Siṅgha,
dnb_4677,http://d-nb.info/gnd/133660745,1976-01-01,,female,"Morton, Kate",
dnb_4678,http://d-nb.info/gnd/142063819,,,notKnown,"Scholes, Ken",
dnb_4679,http://d-nb.info/gnd/132754835,1890-01-01,1953-01-01,male,"Uranēs, Kōstas",
dnb_4680,http://d-nb.info/gnd/132090511,1951-01-01,,female,"Jackson, Lisa",
dnb_4681,http://d-nb.info/gnd/118518208,1788-01-22,1824-04-19,male,"Byron, George Gordon Byron, Baron",
dnb_4682,http://d-nb.info/gnd/13155669X,1958-01-01,,notKnown,"Penny, Louise",
dnb_4683,http://d-nb.info/gnd/129773522,1964-01-01,,notKnown,"Akasaka, Mari",
dnb_4684,http://d-nb.info/gnd/13405525X,1966-01-01,,male,"Szczygieł, Mariusz",
dnb_4685,http://d-nb.info/gnd/1058225723,1976-01-01,,female,"Kawakami, Mieko",
dnb_4686,http://d-nb.info/gnd/120971453,1958-01-01,,male,"Ordine, Nuccio",
dnb_4687,http://d-nb.info/gnd/120028972,1948-01-01,,male,"James, Peter",
dnb_4688,http://d-nb.info/gnd/1018351965,1976-01-01,,female,"Mead, Richelle",
dnb_4689,http://d-nb.info/gnd/115704574,1953-01-01,,notKnown,"Ampuero Espinoza, Roberto",
dnb_4690,http://d-nb.info/gnd/138640149,,,notKnown,"Shepard, Sara",
dnb_4691,http://d-nb.info/gnd/144052601,1972-06-21,,male,"Toltz, Steve",
dnb_4692,http://d-nb.info/gnd/120024802,1960-01-01,,male,"Pigott, Stuart",
dnb_4693,http://d-nb.info/gnd/133376001,,,notKnown,"McKinley, Tamara",
dnb_4694,http://d-nb.info/gnd/133873455,1979-01-01,,male,"Smith, Tom Rob",
dnb_4695,http://d-nb.info/gnd/119310767,1930-11-12,,female,"Dragt, Tonke",
dnb_4696,http://d-nb.info/gnd/131660071,1959-01-01,,male,"Raptopulos, Bangelēs",
dnb_4697,http://d-nb.info/gnd/124052487,,,notKnown,"Hanley, Victoria",
dnb_4698,http://d-nb.info/gnd/136148956,1970-01-01,,male,"Key, Watt",
dnb_4699,http://d-nb.info/gnd/13840495X,1955-01-01,,notKnown,"Young, William P.",
dnb_4700,http://d-nb.info/gnd/136416756,1975-07-07,,male,"Prilepin, Zachar",
dnb_4701,http://d-nb.info/gnd/118946382,1936-01-01,,female,"Byatt, A. S.",
dnb_4702,http://d-nb.info/gnd/118966332,1930-01-01,,male,Adūnīs,
dnb_4703,http://d-nb.info/gnd/102371512,1364-01-01,1442-01-01,male,"Maqrīzī, Aḥmad Ibn-ʿAlī al-",
dnb_4704,http://d-nb.info/gnd/118855379,1939-05-04,,male,"ʿOz, Amos",
dnb_4705,http://d-nb.info/gnd/104270632,1672-01-17,1731-12-26,male,"La Motte, Antoine Houdar de",
dnb_4706,http://d-nb.info/gnd/118841297,1900-01-01,1985-01-01,notKnown,"Bunting, Basil",
dnb_4707,http://d-nb.info/gnd/128533587,1960-01-01,,notKnown,"McKibben, Bill",
dnb_4708,http://d-nb.info/gnd/119012871,1911-10-05,1966-04-01,male,"O'Brien, Flann",
dnb_4709,http://d-nb.info/gnd/119108518,1895-12-28,1981-08-15,female,"Brink, Carol R.",
dnb_4710,http://d-nb.info/gnd/119391945,1926-01-13,2003-10-09,notKnown,"Cross, Amanda",
dnb_4711,http://d-nb.info/gnd/129963666,1964-10-18,,notKnown,"Stross, Charles",
dnb_4712,http://d-nb.info/gnd/131994573,1831-01-01,1884-01-01,notKnown,"Calverley, Charles Stuart",
dnb_4713,http://d-nb.info/gnd/118541102,1801-12-11,1836-09-12,male,"Grabbe, Christian Dietrich",
