viaf_id,viaf_birthdate,viaf_deathdate,viaf_gender,viaf_name,viaf_work,viaf_uri
viaf_5874,1952-09-15,,male,Loren D Estleman,Kill zone	 Sugartown	 Sweet women lie	 Motor City blue	 Midnight man,http://viaf.org/viaf/85403153
viaf_5875,1944-04-05,,female,Lurlene McDaniel,"No time to cry	 Goodbye doesn't mean forever	 I want to live	 Holly's story	 Briana's gift	 Don't die, my love	 Kathleen's story	 Heart to heart	 Girl death left behind	 Hit and run",http://viaf.org/viaf/30482457
viaf_5876,1958-10-20,,female,Lynn Flewelling,Casket of souls	 Luck in the shadows	 Hidden warrior	 Stalking darkness	 Shadows return	 White road	 Traitor's moon	 Tamir triad	 Oracle's queen	 Bone doll's twin,http://viaf.org/viaf/19916722
viaf_5877,1950-05-30,,male,M. G. Vassanji,Gunny sack	 In-between world of vikram lall	 Uhuru Street : short stories	 Assassin's song	 Book of secrets,http://viaf.org/viaf/96951910
viaf_5878,1941-03-13,2008-08-09,male,Maḥmūd Darwīsh,"لماذا تركت الحصان وحيدا	 Poems	 ذاكرة للنسيان \	 Darwich, Mahmoud (1941-2008).	 Aḥada ʻashara kawkaban.	 Ward aqall.	 La Terre nous est étroite et autres poèmes	 لا تعتذر عما فعلت	 كزهر اللوز أو أبعد	 Aḥmad al-Zaʻtar.",http://viaf.org/viaf/113381455
viaf_5879,1964-04-09,,female,Margaret Peterson Haddix,"Among the betrayed	 Leaving Fishers	 Sent	 Just Ella	 Among The Impostors	 Found	 Torn	 Haddix, Margaret Peterson.	 Running out of time",http://viaf.org/viaf/250481644
viaf_5880,1936-06-10,,female,Marion Chesney,"Desirable duchess	 Daughters of Mannerling	 Daughters of Mannerling (Recorded Books, Inc.)",http://viaf.org/viaf/32636241
viaf_5881,1953-11-25,,male,Mark Frost,"Twin Peaks : the final dossier	 Frost, Mark,	 Secret history of twin peaks	 Greatest game ever played	 6 messiahs	 Alliance	 Second objective	 Rogue",http://viaf.org/viaf/120395981
viaf_5882,1956-01-04,,male,Mark Leyner,"Et tu, babe	 Tooth imprints on a corn dog	 Leyner, Mark.	 Why do men fall asleep after sex? : more questions you'd only ask a doctor after your third whiskey sour	 Tetherballs of bougainville : a novel	 Why do men have nipples? hundreds of questions you'd only ask a doctor after your third Martini	 My cousin, my gastroenterologist	 Sugar frosted nutsack : a novel",http://viaf.org/viaf/39619636
viaf_5883,1959-03-30,,female,Martina Cole,Ladykiller	 Take	 Faceless	 Broken	 Close	 Maura's game	 Two women	 Faces	 Know	 Dangerous lady,http://viaf.org/viaf/84109936
viaf_5884,1972-05-22,,male,Max Brooks,"Recorded attacks	 Harlem hellfighters	 World War Z : an oral history of the zombie war	 Brooks, Max.	 Zombie survival guide : complete protection from the living dead	 Closure, Limited	 Minecraft : the island",http://viaf.org/viaf/40456445
viaf_5885,1955-01-11,,male,Max Lucado,"It's not about me : journal	 If only I had a green nose	 You are special	 Lucado, Max.	 Traveling light for mothers	 Facing your giants : study guide	 Just like Jesus	 He still moves stones	 You are mine",http://viaf.org/viaf/105908620
viaf_5886,1954,,female,Melanie Rawn,"Knights of the morningstar	 Dragon star	 Dragon Prince	 Mageborn traitor	 Sunrunner's fire	 Golden Key	 Star scroll	 Rawn, Melanie.	 Ruins of ambrai",http://viaf.org/viaf/79396067
viaf_5887,1951-09-16,,male,Michael Newton,Head Games	 Blood sport	 Encyclopedia of serial killers,http://viaf.org/viaf/85863275
viaf_5888,1949-09-26,,female,Minette Walters,Shape of snakes	 Fox evil	 Ice house	 Breaker	 Scold's bridle	 Acid Row	 Dark room	 Echo	 Disordered minds	 Sculptress,http://viaf.org/viaf/79704
viaf_5889,1967-10-20,,female,Monica Ali,Alentejo blue	 In the kitchen	 Untold story	 Brick lane,http://viaf.org/viaf/87388685
viaf_5890,1952-06-30,,male,Morris Panych,Dishwashers	 7 stories : a play	 Auntie and me,http://viaf.org/viaf/24732105
viaf_5891,1948-01-04,,female,Natalie Goldberg,Wild mind : living the writer's life	 Writing down the bones	 Thunder and lightning : cracking open the writer's craft,http://viaf.org/viaf/44464270
viaf_5892,1961-02-04,,male,Neal L. Asher,Polity agent	 Brass man	 Line of polity	 War factory	 Orbus	 Gabble and other stories	 Gridlinked	 Dark intelligence	 Cowl	 Skinner,http://viaf.org/viaf/85466377
viaf_5893,1943-09-10,,male,Neale Donald Walsch,"Walsch, Neale Donald	 Conversations with God	 Bringers of the light	 Only thing that matters	 Neale Donald Walsch on relationships	 Friendship with God	 Walsch, Neale Donald.",http://viaf.org/viaf/44471220
viaf_5894,1943-08-23,,male,Nelson DeMille,Cathedral	 Lion	 Charm school	 Gold coast	 Plum Island	 Wild fire	 General's daughter	 Night fall : a novel	 Spencerville	 By the rivers of Babylon,http://viaf.org/viaf/107015556
viaf_5895,1948-06-23,,male,Nicholas Perricone,"Wrinkle cure	 Perricone promise look younger, live longer in three easy steps	 Dr Perricone's 7 secrets to beauty, health and longevity : the miracle of cellular rejuvenation	 Perricone prescription : a physician's 28-day program for total body and face rejuvenation	 Perricone weight-loss diet : a simple three-part plan to lose the fat, the wrinkles, and the years",http://viaf.org/viaf/67691417
viaf_5896,1909-11-25,1986-01-07,male,P. D. Eastman,"Best nest	 Cat in the hat beginner book dictionary	 Big dog-- little dog	 Go, dog. Go!	 Are you my mother?	 Flap your wings",http://viaf.org/viaf/35744421
viaf_5897,1944-01-13,,male,P. J. Plauger,"Draft standard c++ library	 Software tools in Pascal	 Plauger, P. J.	 Standard c library",http://viaf.org/viaf/37015967
viaf_5898,1941-12-27,,male,Peter T. Deutermann,Edge of honor	 Scorpion in the sea	 Train man	 Cat dancers	 Hunting season	 Firefly	 Pacific glory	 Sweepers	 Official privilege	 Zero option,http://viaf.org/viaf/15009937
viaf_5899,1965-02-28,,female,Patricia Briggs,Cry wolf	 Fire touched	 Moon called	 Alpha & Omega	 Blood bound	 Iron kissed	 Frost Burned	 Night broken	 Silence fallen	 Dead Heat,http://viaf.org/viaf/70112022
viaf_5900,1956-07-31,,male,Paul-Marie Coûteaux,,http://viaf.org/viaf/76425655
viaf_5901,1946-02-08,,male,Paul Hawken,"Magic of findhorn	 Hawken, Paul.	 Growing a business	 Blessed unrest : how the largest movement in the world came into being, and why no one saw it coming	 Ecology of commerce : a declaration of sustainability",http://viaf.org/viaf/79127674
viaf_5902,1950-01-27,,male,Pedro Juan Gutiérrez,Melancolía de los Leones	 Nuestro GG en La Habana	 Rey de la habana	 Animal tropical	 Trilogía sucia de La Habana	 Insaciable hombre araña	 Carne de perro	 Fabián y el caos,http://viaf.org/viaf/39539316
viaf_5903,1958-01-25,,male,Peter Watts,Echopraxia	 Maelstrom	 Behemoth	 Blindsight.	 Starfish,http://viaf.org/viaf/104659814
viaf_5904,1953-01-00,,male,Xiaolong Qiu,"When red is black	 Red mandarin dress	 Don't cry, Tai Lake	 Loyal character dancer	 Death of a red heroine	 Mao case	 Shanghai redemption	 Case of two cities	 Enigma of China",http://viaf.org/viaf/106999380
viaf_5905,1967-02-02,,male,R. Scott Bakker,"Thousandfold thought	 The Warrior Prophet	 Darkness that comes before : the prince of nothing series, book 1	 Bakker, R. Scott.	 Disciple of the dog	 Neuropath",http://viaf.org/viaf/88102835
viaf_5906,1962-04-27,,female,Rachel Caine,"Kiss of death	 Caine, Rachel.	 Feast of fools	 Ghost town	 Glass houses	 Fade out	 Dead girls' dance	 Carpe corpus	 Lord of misrule	 Midnight Alley",http://viaf.org/viaf/85034017
viaf_5907,1863-04-12,1895-12-25,male,Raul Pompéia,"Modêlo de anjo	 Pompeia, Raul (1863-1895).	 Pompéia, Raul,",http://viaf.org/viaf/9852094
viaf_5908,1955-09-06,,male,Raymond Benson,Hitman : damnation	 Doubleshot	 World is not enough : a novel	 High time to kill	 Zero minus ten	 Never dream of dying	 Die another day	 James Bond 007	 Man with the red tattoo	 Facts of death,http://viaf.org/viaf/7552765
viaf_5909,1976-12-30,,female,Rhianna Pratchett,,http://viaf.org/viaf/41318026
viaf_5910,1932-09-17,2010-01-18,male,Robert B. Parker,"Early autumn	 Hush money	 Potshot	 Parker, Robert B.,	 Promised land	 Poodle springs	 Chance	 Mortal stakes	 Night passage	 Double play",http://viaf.org/viaf/101763416
viaf_5911,1952-11-16,,female,Robin McKinley,"Hero and the crown	 Spindle's end	 Blue sword	 McKinley, Robin.	 Beauty : a retelling of the story of Beauty & the beast	 Black beauty	 Sunshine	 Outlaws of Sherwood",http://viaf.org/viaf/22732031
viaf_5912,1937-01-03,,male,Rudolph Wurlitzer,"Quake	 Wurlitzer, Rudolph.	 Nog	 Flats : a novel	 Slow fade	 Drop edge of yonder	 Hard travel to sacred places",http://viaf.org/viaf/47452939
viaf_5913,1952-12-30,,male,S. P. Somtow,Darker angels	 Fiddling for waterbuffaloes	 Do comets dream,http://viaf.org/viaf/36012237
viaf_5914,1958-06-22,,male,S. T. Joshi,H.P. Lovecraft	 Black Wings of Cthulhu	 H.p. lovecraft encyclopedia,http://viaf.org/viaf/34508371
viaf_5915,1964-01-01,,female,Sadie Plant,Zeros and ones : digital women & the new technoculture	 Writing on drugs	 Zeros + ones,http://viaf.org/viaf/112497221
viaf_5916,1917-03-11,2000-12-25,male,Sam Savitt,Draw horses with Sam Savitt,http://viaf.org/viaf/95987750
viaf_5917,1957-06-02,2011-09-27,female,Sara Douglass,"Axis trilogy	 Battleaxe	 Douglass, Sara.	 Crusader	 Pilgrim	 Enchanter : book two of the Axis trilogy	 Sinner	 Starman	 Threshold",http://viaf.org/viaf/84745691
viaf_5918,1970-06-06,,female,Sarah Dessen,Saint Anything : a novel	 This lullaby	 Truth about forever	 What happened to goodbye	 Keeping the moon	 Lock & key	 Someone like you	 Along for the ride	 Moon & more	 Just listen,http://viaf.org/viaf/45222212
viaf_5919,1945-10-26,,male,Scott R. Sanders,Hunting for hope : a father's journeys	 Short stories.	 Stone country,http://viaf.org/viaf/94652411
viaf_5920,1962-01-17,,male,Sebastian Junger,War	 Death in belmont	 The perfect storm	 Tribe	 Fire,http://viaf.org/viaf/17368316
viaf_5921,1923-03-23,1997-12-28,male,Shaikh Ayaz,Poems.	 Je kākī kakoriya kāpiṛī	 Jag̈ miṛiyoʼī sapno,http://viaf.org/viaf/37131886
viaf_5922,1972-10-26,,female,Shan Sa,"Impératrice : roman	 Quatre vies du saule : roman	 Porte De La Paix Celeste	 Cithare nue : roman	 Alexandre et Alestria : roman	 Shan, Sa	 Conspirateurs : roman",http://viaf.org/viaf/118698698
viaf_5923,1957,,female,Sharon Shinn,Shattered warrior	 Summers at Castle Auburn	 Truth-teller's tale	 Archangel	 Shape-changer's wife,http://viaf.org/viaf/31582032
viaf_5924,1963-01-01,,female,Shelley Jackson,Patchwork girl	 Half life,http://viaf.org/viaf/85792270
viaf_5925,1965-12-11,,female,Sherrilyn Kenyon,"Blood trinity	 Dream hunter	 Night pleasures	 Fantasy lover	 Dark side of the moon	 Bad attitude	 Unleash the night	 Dance with the devil	 Night embrace	 Kenyon, Sherrilyn",http://viaf.org/viaf/47823214
viaf_5926,1932-02-13,2011-12-25,male,Simms Taback,There was an old lady who swallowed a fly	 Simms Taback's dinosaurs a giant fold-out book	 Noisy forest!	 Joseph had a little overcoat	 Simms Taback's farm animals	 I miss you every day	 This is the house that Jack built	 Noisy Barn!	 Beach party!,http://viaf.org/viaf/45162584
viaf_5927,1970-11-22,,male,Stel Pavlou,"Gene	 Decipher	 Pavlou, Stel.",http://viaf.org/viaf/28227395
viaf_5928,1946-03-25,,male,Stephen Hunter,Black light	 Night of thunder	 Day before midnight	 Third bullet : a bob lee swagger novel	 Dirty white boys	 Point of impact	 Master sniper	 47th samurai	 Time to hunt : a novel	 Shooter,http://viaf.org/viaf/41963736
viaf_5929,1916-10-05,2011-08-27,male,Stetson Kennedy,"Kennedy, Stetson.	 Klan unmasked",http://viaf.org/viaf/84367443
viaf_5930,1961-08-14,,male,Steven Heighton,Flight paths of the emperor	 On Earth as it is	 Shadow boxer	 Afterlands	 Every lost country,http://viaf.org/viaf/113293009
viaf_5931,1923-10-05,1954-11-04,male,Stig Dagerman,"Tysk höst	 Brollopsbesvar	 Ormen	 Skuggan av Mart	 Bränt barn	 Nattens Lekar	 Dagerman, Stig,",http://viaf.org/viaf/24600187
viaf_5932,1965-02-22,,female,Max Frei,,http://viaf.org/viaf/268199821
viaf_5933,1947,,female,Sylvia Nasar,Beautiful mind	 Grand pursuit : the story of economic genius,http://viaf.org/viaf/39524434
viaf_5934,1957-03-14,,male,Tad Williams,"To green angel tower	 Stone of farewell	 Dragonbone chair	 City of golden shadow	 Tailchasers song	 Williams, Tad.	 Otherland	 Shadowmarch	 War of the flowers",http://viaf.org/viaf/32121612
viaf_5935,1951-10-18,,female,Terry McMillan,"Day late and a dollar short	 Interruption of everything	 Mama	 McMillan, Terry.	 Waiting to exhale.	 Disappearing acts	 How Stella got her groove back",http://viaf.org/viaf/84546714
viaf_5936,1726-09-25,1803-08-01,male,Angelo Maria Bandini,"Vita e lettere di Amerigo Vespucci	 Bandini, Angelo Maria 1726-1803.",http://viaf.org/viaf/73900761
viaf_5937,1874-01-14,1965-06-05,male,Thornton Burgess,"Burgess, Thornton W.	 Adventures of sammy jay	 Old Mother West Wind series",http://viaf.org/viaf/70073584
viaf_5938,1963-10-17,,male,Toby Young,How to lose friends & alienate people,http://viaf.org/viaf/79542149
viaf_5939,1961-08-13,,male,Tom Perrotta,"Short stories.	 Perrotta, Tom",http://viaf.org/viaf/37124181
viaf_5940,1964-05-05,,male,Tom Reiss,"Black count : glory, revolution, betrayal, and the real count of monte cristo	 Black count	 Reiss, Tom",http://viaf.org/viaf/225448
viaf_5941,1400,1448,male,Vidyāpati Thākura,"Vidyāpati Ṭhākura,",http://viaf.org/viaf/4919076
viaf_5942,1955-08-07,,male,Vladimir Gueorguievitch Sorokine,"Роман	 Sorokin, Vladimir,	 Denʹ opričnika	 Telluriâ	 Sorokin, Władimir	 Norma	 Očered'	 Sakharnyĭ Kremlʹ",http://viaf.org/viaf/113821744
viaf_5943,1932-09-26,2018-07-27,male,Vladimir Voĭnovich,"Ivanʹ kiada ili rasskaz o vselenii pisatelja Vojnoviča v novuju kvartiru	 Pretendent na prestol	 Monumentalnaâ propaganda	 Малиновый пеликан	 Tribunal	 Žizn' i neobyčajnye priklûčeniâ soldata Ivana Čonkina	 Жизнь и необычайные приключения солдата Ивана Чонкина	 Antisovetskij Sovetskij Sojuz	 Šapka	 Vojnovič, Vladimir N.",http://viaf.org/viaf/49232847
viaf_5944,1929-11-10,,male,William E. Butterworth,The Spymasters	 Double agents	 Honor of spies	 Curtain of death	 Hazardous duty,http://viaf.org/viaf/23613502
viaf_5945,1922-05-18,2010-09-07,male,Vazīr Āg̱ẖā,"Vazīr Āg̲h̲ā,	 Dībāce",http://viaf.org/viaf/116570423
viaf_5946,1964-10-12,,male,Will Ferguson,Generica : a novel	 Hitching rides with Buddha : a journey across Japan	 Spanish fly	 Hokkaido highway blues : hitchhiking Japan	 419,http://viaf.org/viaf/77246016
viaf_5947,1920-05-09,2010-02-07,male,William Tenn,Human angle	 Square root of man	 Of men and monsters	 Of all possible worlds	 Seven sexes	 Masculinist revolt	 Time in advance,http://viaf.org/viaf/54672413
viaf_5948,1916-09-12,2008-09-23,male,William Woodruff,"Woodruff, William.",http://viaf.org/viaf/35058911
viaf_5949,1953-08-15,,male,Wolfgang Hohlbein,"Hohlbein, Wolfgang	 Horus : Roman",http://viaf.org/viaf/46925253
viaf_5950,1825-04-24,1894-02-08,male,Robert Michael Ballantyne,"The settler and the savage	 Ballantyne, Robert Michael (1825-1894).	 Saved by the lifeboat : a tale of wreck and rescue on the coast	 Ballantyne, R. M.	 Gorilla hunters",http://viaf.org/viaf/64050447
viaf_5951,1956-11-08,,male,Richard Curtis,About time (Paul Bley)	 Notting Hill	 Bean : the script book	 FOUR WEDDINGS AND A FUNERAL	 Love actually (Motion picture)	 Snow day,http://viaf.org/viaf/34622501
viaf_5952,1923,2015-08-14,male,Yiṣḥāq Orpaz,"כלה הנצחית : רומאן	 נמלים	 Orpaz Averbuch, Yitzhak,",http://viaf.org/viaf/100275157
viaf_5953,1917-12-25,1987-03-07,male,Yūsuf Khāl,,http://viaf.org/viaf/25942679
viaf_5954,1798-12-24,1855-11-26,male,Adam Mickiewicz,"Mickiewicz, Adam	 Dziady	 Mickiewicz	 Mickiewicz, Adam,",http://viaf.org/viaf/64009368
viaf_5955,1949-08-15,,male,Alan I. Marcus,,http://viaf.org/viaf/60271775
viaf_5956,1802-07-24,1870-12-05,male,Alexandre Dumas,"Dumas, Alexandre	 Dumas, Alexandre, (1802-1870).	 Les trois mousquetaires	 Vingt ans après	 Dumas, Alexandre (1802-1870).	 Dumas	 Vicomte de bragelonne	 Dumas, Alexandre ,	 Ange Pitou",http://viaf.org/viaf/51688902
viaf_5957,1797-06-11,1864-10-20,male,Andrew Geddes Bain,,http://viaf.org/viaf/51640700
viaf_5958,1844-03-31,1912-07-20,male,Andrew Lang,Book of romance.	 Orange fairy book	 Aladdin,http://viaf.org/viaf/7406545
viaf_5959,1836-12-14,1908-08-15,male,Anton Giulio Barrili,"Tesoro di golconda	 Barrili, Anton Giulio.	 Barrili, Anton Giulio",http://viaf.org/viaf/46754144
viaf_5960,1854-10-20,1891-11-10,male,Arthur Rimbaud,"Correspondence.	 Voyelles	 Bateau ivre	 Gedichte	 Rimbaud, Arthur,	 Rimbaud	 Lettres de la vie littéraire d'Arthur Rimbaud	 Rimbaud, Arthur (1854-1891).	 Rimbaud, Arthur",http://viaf.org/viaf/7396281
viaf_5961,1904-08-26,1986-01-04,male,Christopher Isherwood,"Prater Violet	 All the conspirators	 Christopher and his kind 1929-1939	 Isherwood, Christopher,	 Single man	 Goodbye to Berlin	 Down there on a visit	 Ramakrishna and his disciples	 Mr. Norris changes trains",http://viaf.org/viaf/76317308
viaf_5962,1846-04-04,1870-11-24,male,Isidore Ducasse,"Lautréamont, ... de	 Les Chants de Maldoror	 Poésies",http://viaf.org/viaf/6065
viaf_5963,1894-05-27,1961-01-10,male,Dashiell Hammett,"Maltese falcon	 Hammett, Dashiell	 Thin man	 Continental op	 Hammett, Dashiell,	 Nightmare town : stories	 Red harvest	 Secret agent X-9	 Big knockover	 Dain curse",http://viaf.org/viaf/73854531
viaf_5964,1947-03-29,,male,David B. Danbom,,http://viaf.org/viaf/14888411
viaf_5965,1884-08-26,1933-04-05,male,Earl Derr Biggers,House without a key	 Behind that curtain	 Chinese parrot	 Charlie Chan carries on	 Black camel	 Keeper of the keys	 Agony column	 Charlie Chan	 Seven keys to Baldpate,http://viaf.org/viaf/59079038
viaf_5966,1832-06-10,1904-03-24,male,Edwin Arnold,The Indian song of songs.	 Light of Asia,http://viaf.org/viaf/49263967
viaf_5967,1830-12-10,1886-05-15,female,Emily Dickinson,"Poems.	 Dickinson, Emily,	 Selected poems	 Lyrik	 Poems of Emily Dickinson	 Emily Dickinson",http://viaf.org/viaf/31995584
viaf_5968,1889-07-17,1970-03-11,male,Erle Stanley Gardner,Case of the shapely shadow	 Case of the reluctant model	 Case of the green-eyed sister	 Case of the perjured parrot	 Case of the sunbather's diary	 Case of the curious bride	 Perry Mason mystery series	 Case of the singing skirt	 Case of the gilded lily	 Case of the empty tin,http://viaf.org/viaf/97201005
viaf_5969,1895-03-29,1998-02-17,male,Ernst Jünger,"Jünger, Ernst,	 Jünger, Ernst	 In Stahlgewittern	 Über die Linie	 Jünger, Ernst (1895-1998).	 Jünger	 Der Arbeiter",http://viaf.org/viaf/12310323
viaf_5970,1931-05-07,,male,Gene Wolfe,"Book of the new Sun	 Pirate freedom	 Wizard knight	 Wolfe, Gene.	 Soldier of the mist	 The Sword Of The Lictor	 Death of Doctor Island	 Peace	 Citadel of the Autarch",http://viaf.org/viaf/92193245
viaf_5971,1824-12-10,1905-09-18,male,George Macdonald,"MacDonald, George,	 MacDonald, George	 Light princess	 Princess and curdie	 Sir Gibbie	 Golden key	 Fairy tales",http://viaf.org/viaf/64008667
viaf_5972,1900-03-13,1971-09-20,male,George Seferis,"Meres tou 1945-1951	 Mythistorem̄a.	 Hexi nychtēs stēn Akropolē	 Seferis, George,	 Imerologio katastromatos A	 Hēmerologio katastrōmatos, G'.	 Tria krypha poiēmata",http://viaf.org/viaf/39392471
viaf_5973,1621-04-17,1695-04-23,male,Henry Vaughan,"Vaughan, Henry,	 Complete poems	 Vaughan, Henry",http://viaf.org/viaf/41848288
viaf_5974,1890-11-25,1918-04-01,male,Isaac Rosenberg,"Trench poems : Marching, Break of day in the trenches	 Poems.	 Works.",http://viaf.org/viaf/49473807
viaf_5975,1764-02-15,1826-10-03,male,Jens Baggesen,"Baggesen, Jens	 Adam und Eva, oder die Geschichte des Sündenfalls",http://viaf.org/viaf/51787453
viaf_5976,1762-09-11,1851-02-23,female,Joanna Baillie,"Family legend	 Metrical legends of exalted characters	 Baillie, Joanna,",http://viaf.org/viaf/56750310
viaf_5977,1798-04-03,1842-08-30,male,John Banim,"Peter of the castle	 John Doe	 Banim, John,",http://viaf.org/viaf/57342311
viaf_5978,1882-06-01,1937-03-25,male,John Drinkwater,Abraham Lincoln,http://viaf.org/viaf/19809854
viaf_5979,1496,1570-10-21,male,Joao de Barros,"Barros, João de,	 Asia	 Asia.",http://viaf.org/viaf/17235538
viaf_5980,1808-11-02,1889-04-23,male,J. Barbey d'Aurevilly,"Barbey d'Aurevilly	 L' ensorcelée	 Le bonheur dans le crime	 Du dandysme et de George Brummel	 Barbey d'Aurevilly, J.	 Chevalier des touches	 Ce qui ne meurt pas	 Journal (memoranda)	 Barbey d'Aurevilly, Jules Amédée (1808-1889).",http://viaf.org/viaf/49221211
viaf_5981,1881-01-09,1938-10-27,male,Lascelles Abercrombie,Principles of literary criticism,http://viaf.org/viaf/89137571
viaf_5982,1684-12-03,1754-01-28,male,Ludvig Holberg,"Jeppe paa Bierget.	 Holberg, Ludvig	 Epistler.	 Comedier	 Peder Paars	 Erasmus Montanus eller Rasmus Berg	 Holberg, Ludvig,	 Moralske tanker.",http://viaf.org/viaf/66468731
viaf_5983,1862-08-19,1923-12-04,male,Maurice Barrès,"Homme libre	 Une enquête aux pays du Levant	 Diverses familles spirituelles de la france	 Culte du moi	 Jardin de bérénice	 Barrès, Maurice	 Un jardin sur l'Oronte	 Colette Baudoche	 La colline inspirée	 Greco ou le secret de Tolède",http://viaf.org/viaf/66463260
viaf_5984,1826-01-27,1889-05-10,male,Michail Evgrafovič Saltykov-Ščedrin,Pompadury i pompadurshi	 История одного города	 Gospoda Golovliovy	 Gubernskie ocherki	 Skazki	 Современная идиллия	 Gospoda Golovlevy.,http://viaf.org/viaf/41849162
viaf_5985,1809-04-01,1852-03-04,male,Nikolaï Vasilievitch Gogol,"Gogolʹ	 Ревизор	 Gogolʹ, Nikolaĭ Vasilʹevich,	 Gogolʹ, Nikolaj Vasilʹevič	 Gogol, Nikołaj	 Mirgorod	 Nos",http://viaf.org/viaf/54148306
viaf_5986,1940-09-15,,male,Norman Spinrad,"He walked among us	 Child of fortune	 Spinrad, Norman.	 Void captain's tale	 Agent of chaos	 Bug Jack Barron	 Druid king	 Little heroes",http://viaf.org/viaf/54154517
viaf_5987,1782-06-16,1862-05-06,male,Olry Terquem,,http://viaf.org/viaf/71488953
viaf_5988,1929-06-29,2006-09-15,female,Oriana Fallaci,"Fallaci, Oriana	 Lettera a un bambino mai nato	 Oriana Fallaci intervista Oriana Fallaci	 La rabbia e l'orgoglio	 Niente e così sia	 Sesso inutile	 Fallaci, Oriana.	 Intervista con la storia.",http://viaf.org/viaf/27064159
viaf_5989,1844-03-30,1896-01-08,male,Paul Verlaine,"Romances sans paroles	 Verlaine, Paul	 Fêtes galantes	 oésies	 Mes prisons	 Œuvres poétiques complètes	 Poètes maudits	 Verlaine",http://viaf.org/viaf/4937684
viaf_5990,1470-05-20,1547-01-18,male,Pietro Bembo,"In Helenam laudatio	 Bembo, Pietro,	 Bembo, Pietro	 Prose della volgar lingua",http://viaf.org/viaf/54144140
viaf_5991,1803-09-28,1870-09-23,male,Prosper Mérimée,"Lettres à une inconnue.	 Carmen ; Colomba	 Mérimée	 Romans et nouvelles	 Merimee, Prosper,	 Chronique du règne de Charles IX	 Mérimée, Prosper	 Double méprise",http://viaf.org/viaf/44302582
viaf_5992,1906-10-10,2001-05-13,male,R. K. Narayan,"Financial expert	 Vendor of sweets	 Narayan, Rasipuram Krishnaswamy (1906-2001).	 My days	 Bachelor of arts	 English teacher	 Man-eater of malgudi	 Swami and friends	 Dark room",http://viaf.org/viaf/111543455
viaf_5993,1935-01-30,1984-09-25,male,Richard Brautigan,"Confederate general from big sur	 So the wind won't blow it all away	 Willard and his bowling trophies : a perverse mystery	 Abortion : an historical romance 1966	 In watermelon sugar	 Rommel drives on deep into Egypt	 Trout fishing in America	 Brautigan, Richard	 June 30th, June 30th",http://viaf.org/viaf/8169
viaf_5994,1844-10-23,1930-04-21,male,Robert Bridges,"Correspondence.	 Bridges, Robert Seymour	 Bridges, Robert Seymour,	 Poems.",http://viaf.org/viaf/73868561
viaf_5995,1916-12-14,1965-08-08,female,Shirley Jackson,"Jackson, Shirley	 Sundial	 Bird's nest	 Masterpieces of shirley jackson	 Haunting of Hill House	 Life among the savages	 We have always lived in the castle	 Hangsaman	 Raising demons	 Lottery",http://viaf.org/viaf/91864979
viaf_5996,1911-10-26,1996-11-24,male,Somhairle MacGill-Eain,Dàin do Eimhir	 Poems	 Dain do Eimhir agus dain eile.,http://viaf.org/viaf/13104710
viaf_5997,1908-05-25,1963-08-01,male,Theodore Roethke,Praise to the end!	 Poems	 Far field,http://viaf.org/viaf/24682652
viaf_5998,1879-11-10,1931-12-05,male,Vachel Lindsay,"Congo	 Poems.	 Lindsay, Vachel,",http://viaf.org/viaf/9889931
viaf_5999,1824-01-08,1889-09-23,male,Wilkie Collins,"Man and wife	 Collins, Wilkie,	 Collins, Wilkie	 Basil	 Moonstone	 No name	 Hide and seek	 Haunted hotel.",http://viaf.org/viaf/95173526
viaf_6000,1921-10-26,1986-06-18,female,Scottie Fitzgerald Smith,Bits of paradise,http://viaf.org/viaf/92615512
viaf_6001,1442,1507-01-01,male,Ulrich Molitor,"De lamiis et phitonicis mulieribus	 De lamiis et pythonicis mulieribus	 Molitoris, Ulrich",http://viaf.org/viaf/5727088
viaf_6002,1884-01-20,1943-08-21,male,Abraham Merritt,Moon pool	 The Fox Woman	 Dwellers in the mirage	 Creep shadow creep	 Metal monster	 Face in the abyss	 Ship of ishtar	 7 footprints to Satan	 Burn witch burn,http://viaf.org/viaf/9850578
viaf_6003,1941,,male,Alan Haig-Brown,,http://viaf.org/viaf/46032735
viaf_6004,1762-10-30,1794-07-25,male,André Chénier,"Chénier, André, 1762-1794.	 Chénier, André,",http://viaf.org/viaf/39404970
viaf_6005,1919-01-14,2011-11-04,male,Andrew A. Rooney,Word for word	 Pieces of my mind	 Few minutes with andy rooney,http://viaf.org/viaf/5738279
viaf_6006,1908-08-23,1970-03-14,male,Arthur Adamov,"Commune de paris : 18 mars-28 mai 1871 anthologie	 Off limits	 Ping-pong	 Homme et l'enfant	 Adamov, Arthur (1908-1970).	 Ils	 Ici et maintenant	 Âmes mortes	 Paolo Paoli	 Printemps 71",http://viaf.org/viaf/71386163
viaf_6007,1934-07-26,2016-06-26,male,Austin Clarke,Question	 Polished hoe : a novel	 Short stories.,http://viaf.org/viaf/84973273
viaf_6008,1945-01-15,2017-03-04,female,Bonnie Burnard,Good house	 Women of influence,http://viaf.org/viaf/79128928
viaf_6009,1948-04-01,,female,Catherine Millet,Jour de souffrance : récit	 Enfance de rêve	 Millet	 Dalí et moi	 Art contemporain en france,http://viaf.org/viaf/59205137
