dbp_id,dbp_uri,dbp_birthdate,dbp_deathdate,dbp_gender,dbp_name,dbp_work
dbp_10486,http://dbpedia.org/resource/Janos_Bardi,1923-1-1,1990-4-1,male,Janos Bardi,
dbp_10487,http://dbpedia.org/resource/Ji_Xianlin,1911-08-06,2009-07-11,male,Ji Xianlin,
dbp_10488,http://dbpedia.org/resource/Johannes_Heggland,1919-06-29,2008-01-24,male,Johannes Heggland,
dbp_10489,http://dbpedia.org/resource/John_Boyce,1810-1-1,1864-1-2,male,John Boyce,
dbp_10490,http://dbpedia.org/resource/József_Borovnyák,1826-02-09,1909-09-19,male,József Borovnyák,
dbp_10491,http://dbpedia.org/resource/Kaan_İnce,1970-02-01,1992-08-13,male,Kaan İnce,
dbp_10492,http://dbpedia.org/resource/Karol_Piegza,1899-10-09,1988-02-03,male,Karol Piegza,
dbp_10493,http://dbpedia.org/resource/Kent_Curtis,1890-10-10,1957-12-24,male,Kent Curtis,
dbp_10494,http://dbpedia.org/resource/Kim_Young-moo,1944-08-23,2001-11-26,male,Kim Young-moo,
dbp_10495,http://dbpedia.org/resource/Lina_Ramann,1833-7-24,1912-3-30,female,Lina Ramann,
dbp_10496,http://dbpedia.org/resource/Luigi_von_Kunits,1870-07-20,1931-10-08,male,Luigi von Kunits,
dbp_10497,http://dbpedia.org/resource/Marah_Roesli,1889-08-07,1968-01-17,male,Marah Roesli,
dbp_10498,http://dbpedia.org/resource/Margaret_Irwin,1889-1-1,1969-12-11,female,Margaret Irwin,Young_Bess
dbp_10499,http://dbpedia.org/resource/Maria_Abdy,1797-2-25,1867-7-19,female,Maria Abdy,
dbp_10500,http://dbpedia.org/resource/Marie_Boas_Hall,1919-10-18,2009-02-23,female,Marie Boas Hall,
dbp_10501,http://dbpedia.org/resource/Marie_Takvam,1926-12-6,2008-1-28,female,Marie Takvam,
dbp_10502,http://dbpedia.org/resource/Max_Fatchen,1920-09-03,2012-10-14,male,Max Fatchen,
dbp_10503,http://dbpedia.org/resource/Muratsan,1854-12-01,1908-09-12,male,Muratsan,
dbp_10504,http://dbpedia.org/resource/Natalie_Savage_Carlson,1906-10-3,1997-9-23,female,Natalie Savage Carlson,Family_Under_the_Bridge
dbp_10505,http://dbpedia.org/resource/Ned_Polsky,1928-10-20,2000-6-13,male,Ned Polsky,
dbp_10506,http://dbpedia.org/resource/Patricia_Verdugo,1947-10-20,2008-01-13,female,Patricia Verdugo,
dbp_10507,http://dbpedia.org/resource/Peter_Egge,1869-4-1,1959-7-15,male,Peter Egge,
dbp_10508,http://dbpedia.org/resource/Philadelpho_Menezes,1960-1-1,2000-1-1,male,Philadelpho Menezes,
dbp_10509,http://dbpedia.org/resource/Ravuri_Bharadhwaja,1927-07-05,2013-10-18,male,Ravuri Bharadhwaja,
dbp_10510,http://dbpedia.org/resource/Richard_Herrmann_(journalist),1919-9-11,2010-6-14,male,Richard Herrmann (journalist),
dbp_10511,http://dbpedia.org/resource/Richard_W._Strong,1946-02-26,2008-01-27,male,Richard W. Strong,
dbp_10512,http://dbpedia.org/resource/Robert_A._Dillon,1889-02-13,1944-11-28,male,Robert A. Dillon,
dbp_10513,http://dbpedia.org/resource/Saint-Pol-Roux,1861-01-15,1940-10-18,male,Saint-Pol-Roux,
dbp_10514,http://dbpedia.org/resource/Serge_Wolkonsky,1860-05-04,1937-08-25,male,Serge Wolkonsky,
dbp_10515,http://dbpedia.org/resource/Shūichi_Katō_(critic),1919-9-19,2008-12-5,male,Shūichi Katō (critic),
dbp_10516,http://dbpedia.org/resource/Sophie_d'Arbouville,1810-10-29,1850-3-22,female,Sophie d'Arbouville,
dbp_10517,http://dbpedia.org/resource/Suryamal_Misran,1815-1-1,1863-1-1,male,Suryamal Misran,
dbp_10518,http://dbpedia.org/resource/Sven_Delblanc,1931-05-26,1992-12-15,male,Sven Delblanc,Samuels_bok	Livets_ax
dbp_10519,http://dbpedia.org/resource/Thomas_C._Parramore,1932-0-0,2004-01-13,male,Thomas C. Parramore,
dbp_10520,http://dbpedia.org/resource/Thomas_Francis_Dillon_Croker,1831-1-1,1912-1-1,male,Thomas Francis Dillon Croker,
dbp_10521,http://dbpedia.org/resource/Tom_Gibson,1888-09-01,1950-12-06,male,Tom Gibson,
dbp_10522,http://dbpedia.org/resource/W._Bruce_Lincoln,1938-09-06,2000-04-09,male,W. Bruce Lincoln,
dbp_10523,http://dbpedia.org/resource/Walter_Bowart,1939-05-14,2007-12-18,male,Walter Bowart,
dbp_10524,http://dbpedia.org/resource/William_Gaunt_(art_historian),1900-1-1,1980-1-1,male,William Gaunt (art historian),
dbp_10525,http://dbpedia.org/resource/Zahrad,1924-05-10,2007-02-20,male,Zahrad,
dbp_10526,http://dbpedia.org/resource/Jean-Baptiste_Weckerlin,1821-11-09,1910-05-20,male,Jean-Baptiste Weckerlin,
dbp_10527,http://dbpedia.org/resource/Nikolai_Obukhov,1892-04-22,1954-06-13,male,Nikolai Obukhov,
dbp_10528,http://dbpedia.org/resource/Odd_Bang-Hansen,1908-4-9,1984-3-4,male,Odd Bang-Hansen,
dbp_10529,http://dbpedia.org/resource/Rafael_Arévalo_Martínez,1884-07-25,1975-06-12,male,Rafael Arévalo Martínez,
dbp_10530,http://dbpedia.org/resource/Tryggve_Andersen,1866-9-27,1920-4-10,male,Tryggve Andersen,
dbp_10531,http://dbpedia.org/resource/Abdurashidkhanov_Munavvar_qori,1878-0-0,1931-5-23,male,Abdurashidkhanov Munavvar qori,
dbp_10532,http://dbpedia.org/resource/Adolphe_Ganot,1804-1-1,1887-1-1,male,Adolphe Ganot,
dbp_10533,http://dbpedia.org/resource/Alexander_Polezhayev,1804-09-11,1838-01-28,male,Alexander Polezhayev,
dbp_10534,http://dbpedia.org/resource/Basinio_Basini,1425-0-0,1457-5-24,male,Basinio Basini,
dbp_10535,http://dbpedia.org/resource/Charles_Grandmougin,1850-01-17,1930-04-28,male,Charles Grandmougin,La_Vierge	Hulda_(opera)
dbp_10536,http://dbpedia.org/resource/Charles_Monselet,1825-4-30,1888-5-19,male,Charles Monselet,
dbp_10537,http://dbpedia.org/resource/Ernest_Blum,1836-8-15,1907-9-22,male,Ernest Blum,
dbp_10538,http://dbpedia.org/resource/Finn_Bjørnseth,1924-7-15,1973-11-24,male,Finn Bjørnseth,
dbp_10539,http://dbpedia.org/resource/Frédéric_Godefroy,1826-2-13,1897-9-30,male,Frédéric Godefroy,
dbp_10540,http://dbpedia.org/resource/Grigory_Adamov,1886-05-18,1945-06-14,male,Grigory Adamov,
dbp_10541,http://dbpedia.org/resource/Han_Sorya,1900-08-03,1976-4-6,male,Han Sorya,History_(Han_Sorya_novel)	Jackals_(Han_Sorya_novel)
dbp_10542,http://dbpedia.org/resource/Horst_Salomon,1929-05-06,1972-06-20,male,Horst Salomon,
dbp_10543,http://dbpedia.org/resource/Joan_Alcover,1854-05-03,1926-02-25,male,Joan Alcover,
dbp_10544,http://dbpedia.org/resource/Josep_Maria_de_Sagarra,1894-03-05,1961-09-27,male,Josep Maria de Sagarra,
dbp_10545,http://dbpedia.org/resource/Josip_Stritar,1836-03-06,1923-11-25,male,Josip Stritar,
dbp_10546,http://dbpedia.org/resource/Leyla_Erbil,1931-01-12,2013-07-19,female,Leyla Erbil,
dbp_10547,http://dbpedia.org/resource/Mile_Markovski,1939-04-14,1975-04-12,male,Mile Markovski,
dbp_10548,http://dbpedia.org/resource/Peter_Irving,1771-10-30,1838-6-27,male,Peter Irving,
dbp_10549,http://dbpedia.org/resource/Razumnik_Ivanov-Razumnik,1878-12-24,1946-07-09,male,Razumnik Ivanov-Razumnik,
dbp_10550,http://dbpedia.org/resource/Rita_Gross,1943-07-06,2015-11-11,female,Rita Gross,
dbp_10551,http://dbpedia.org/resource/Robert_de_Bonnières,1850-4-7,1905-4-7,male,Robert de Bonnières,
dbp_10552,http://dbpedia.org/resource/Sevgi_Soysal,1936-09-30,1976-11-22,female,Sevgi Soysal,
dbp_10553,http://dbpedia.org/resource/Shigeko_Yuki,1900-12-2,1969-12-30,female,Shigeko Yuki,
dbp_10554,http://dbpedia.org/resource/Simon_Frug,1860-11-15,1916-09-22,male,Simon Frug,
dbp_10555,http://dbpedia.org/resource/Uwe_Timm_(libertarian_author),1932-2-5,2014-3-7,male,Uwe Timm (libertarian author),
dbp_10556,http://dbpedia.org/resource/Dolores_Veintimilla,1829-1-1,1857-05-23,female,Dolores Veintimilla,
dbp_10557,http://dbpedia.org/resource/Antón_Losada_Diéguez,1884-12-22,1929-10-15,male,Antón Losada Diéguez,
dbp_10558,http://dbpedia.org/resource/Eusebio_Lillo,1826-8-14,1910-7-8,male,Eusebio Lillo,National_Anthem_of_Chile
dbp_10559,http://dbpedia.org/resource/Hugo_Mayo,1895-11-24,1988-4-5,male,Hugo Mayo,
dbp_10560,http://dbpedia.org/resource/Just_Songeon,1880-5-17,1940-3-30,male,Just Songeon,
dbp_10561,http://dbpedia.org/resource/Medardo_Ángel_Silva,1898-06-08,1919-06-10,male,Medardo Ángel Silva,
dbp_10562,http://dbpedia.org/resource/Rafael_Chaparro_Madiedo,1963-12-12,1995-04-18,male,Rafael Chaparro Madiedo,
dbp_10563,http://dbpedia.org/resource/Vicente_Medina,1866-10-27,1937-08-17,male,Vicente Medina,
dbp_10564,http://dbpedia.org/resource/Xosé_Neira_Vilas,1928-11-03,2015-11-27,male,Xosé Neira Vilas,
dbp_10565,http://dbpedia.org/resource/Nemer_ibn_el_Barud,1925-0-0,2010-10-17,male,Nemer ibn el Barud,
dbp_10566,http://dbpedia.org/resource/Edward_J._Mowery,1906-03-08,1970-12-12,male,Edward J. Mowery,
dbp_10567,http://dbpedia.org/resource/Francesco_Lomonaco,1772-11-22,1810-09-01,male,Francesco Lomonaco,
dbp_10568,http://dbpedia.org/resource/George_Matthew_Dutcher,1874-0-0,1959-0-0,male,George Matthew Dutcher,
dbp_10569,http://dbpedia.org/resource/George_McLeod_Winsor,1856-0-0,1939-7-27,male,George McLeod Winsor,
dbp_10570,http://dbpedia.org/resource/Hercilia_Fernández_de_Mujía,1860-0-0,1929-0-0,female,Hercilia Fernández de Mujía,
dbp_10571,http://dbpedia.org/resource/Jacob_Hassan,1936-06-11,2006-08-13,male,Jacob Hassan,
dbp_10572,http://dbpedia.org/resource/Luis_Carrión_Beltrán,1942-05-03,1997-06-01,male,Luis Carrión Beltrán,
dbp_10573,http://dbpedia.org/resource/Max_Rojas,1940-06-04,2015-04-24,male,Max Rojas,
dbp_10574,http://dbpedia.org/resource/Yana_Yazova,1912-5-23,1974-7-9,female,Yana Yazova,
dbp_10575,http://dbpedia.org/resource/Agostinho_Fernandes,1932-7-2,2015-6-29,male,Agostinho Fernandes,
dbp_10576,http://dbpedia.org/resource/Télesphore_Saint-Pierre,1869-7-10,1912-10-25,male,Télesphore Saint-Pierre,
dbp_10577,http://dbpedia.org/resource/Adrian_Greenwood,1973-0-0,2016-0-0,male,Adrian Greenwood,
dbp_10578,http://dbpedia.org/resource/Albert_Carlos_Bates,1865-1-1,1954-1-1,male,Albert Carlos Bates,
dbp_10579,http://dbpedia.org/resource/Albert_E._Van_Dusen,1916-0-0,1999-0-0,male,Albert E. Van Dusen,
dbp_10580,http://dbpedia.org/resource/Alberto_de_Meneses_Rodrigues,1904-0-0,1971-0-0,male,Alberto de Meneses Rodrigues,
dbp_10581,http://dbpedia.org/resource/Alexander_O._Vietor,1913-0-0,1981-3-9,male,Alexander O. Vietor,
dbp_10582,http://dbpedia.org/resource/Annette_Meakin,1867-0-0,1959-0-0,female,Annette Meakin,
dbp_10583,http://dbpedia.org/resource/Annie_Hawks,1836-05-28,1918-01-03,female,Annie Hawks,
dbp_10584,http://dbpedia.org/resource/Aïcha_Fofana,1957-0-0,2003-08-10,female,Aïcha Fofana,
dbp_10585,http://dbpedia.org/resource/Bakdi_Soemanto,1941-10-29,2014-10-11,male,Bakdi Soemanto,
dbp_10586,http://dbpedia.org/resource/Banamali_Dasa,1720-0-0,1793-0-0,male,Banamali Dasa,
dbp_10587,http://dbpedia.org/resource/Bertel_Gripenberg,1878-09-19,1947-05-06,male,Bertel Gripenberg,
dbp_10588,http://dbpedia.org/resource/Birendra_Kumar_Bhuyan,1933-07-25,1991-06-19,male,Birendra Kumar Bhuyan,
dbp_10589,http://dbpedia.org/resource/Carl_B._Roden,1870-0-0,1956-10-25,male,Carl B. Roden,
dbp_10590,http://dbpedia.org/resource/Carl_Vitz,1883-06-03,1981-01-01,male,Carl Vitz,
dbp_10591,http://dbpedia.org/resource/Catherine_Turney,1906-12-26,1998-09-09,female,Catherine Turney,
dbp_10592,http://dbpedia.org/resource/Chamintney_Stovall_Thomas,1899-0-0,1979-0-0,female,Chamintney Stovall Thomas,
dbp_10593,http://dbpedia.org/resource/Charles_Felton_Pidgin,1844-11-11,1923-06-03,male,Charles Felton Pidgin,
dbp_10594,http://dbpedia.org/resource/Charles_S._Belden,1904-0-0,1954-11-3,male,Charles S. Belden,
dbp_10595,http://dbpedia.org/resource/Chiragh_Hasan_Hasrat,1904-0-0,1955-6-26,male,Chiragh Hasan Hasrat,
dbp_10596,http://dbpedia.org/resource/Cornelis_Claesz_Anslo,1592-0-0,1646-0-0,male,Cornelis Claesz Anslo,
dbp_10597,http://dbpedia.org/resource/Daniel_Oster,1938-5-15,1999-4-15,male,Daniel Oster,
dbp_10598,http://dbpedia.org/resource/Don_Belton,1958-08-07,2009-12-27,male,Don Belton,
dbp_10599,http://dbpedia.org/resource/Don_Honeyman,1919-10-19,2011-06-01,male,Don Honeyman,
dbp_10600,http://dbpedia.org/resource/Donald_Barr_Chidsey,1902-05-14,1981-03-17,male,Donald Barr Chidsey,
dbp_10601,http://dbpedia.org/resource/Douglas_Rutherford,1915-10-14,1988-04-29,male,Douglas Rutherford,
dbp_10602,http://dbpedia.org/resource/Edward_G._Holley,1927-11-26,2010-02-18,male,Edward G. Holley,
dbp_10603,http://dbpedia.org/resource/Edward_Lewes_Cutts,1824-03-02,1901-09-02,male,Edward Lewes Cutts,
dbp_10604,http://dbpedia.org/resource/Emmett_C._Hall,1882-11-18,1956-3-0,male,Emmett C. Hall,
dbp_10605,http://dbpedia.org/resource/Epitácio_Pais,1928-0-0,2009-0-0,male,Epitácio Pais,
dbp_10606,http://dbpedia.org/resource/Eric_Muspratt,1899-11-21,1949-0-0,male,Eric Muspratt,
dbp_10607,http://dbpedia.org/resource/Finis_Farr,1904-12-31,1982-01-03,male,Finis Farr,
dbp_10608,http://dbpedia.org/resource/Flora_Belle_Ludington,1898-11-12,1967-3-0,female,Flora Belle Ludington,
dbp_10609,http://dbpedia.org/resource/Frances_Blogg,1869-06-28,1938-12-12,female,Frances Blogg,
dbp_10610,http://dbpedia.org/resource/Frederica_Maclean_Rowan,1814-04-22,1882-10-23,female,Frederica Maclean Rowan,
dbp_10611,http://dbpedia.org/resource/Gail_Laughlin,1868-05-07,1952-03-13,female,Gail Laughlin,
dbp_10612,http://dbpedia.org/resource/Gaston_Zananiri,1904-0-0,1996-0-0,male,Gaston Zananiri,
dbp_10613,http://dbpedia.org/resource/George_Dudley_Seymour,1859-10-6,1945-6-21,male,George Dudley Seymour,
dbp_10614,http://dbpedia.org/resource/Harold_Preece,1906-01-16,1992-11-24,male,Harold Preece,
dbp_10615,http://dbpedia.org/resource/Harry_Sinclair_Drago,1887-3-20,1979-10-25,male,Harry Sinclair Drago,
dbp_10616,http://dbpedia.org/resource/Heather_Buck,1926-0-0,2004-0-0,female,Heather Buck,
dbp_10617,http://dbpedia.org/resource/Henry_Beckles_Willson,1869-1-1,1942-1-1,male,Henry Beckles Willson,
dbp_10618,http://dbpedia.org/resource/Henry_James_Carr,1849-08-16,1929-05-21,male,Henry James Carr,
dbp_10619,http://dbpedia.org/resource/Herz_Bergner,1907-0-0,1970-0-0,male,Herz Bergner,
dbp_10620,http://dbpedia.org/resource/Ilya_Salov,1834-04-06,1902-12-24,male,Ilya Salov,
dbp_10621,http://dbpedia.org/resource/Iris_Burgoyne,1936-0-0,2014-0-0,female,Iris Burgoyne,
dbp_10622,http://dbpedia.org/resource/Jacques_Raige-Delorme,1795-11-18,1887-01-22,male,Jacques Raige-Delorme,
dbp_10623,http://dbpedia.org/resource/Jagdish_Chaturvedi_(writer),1929-08-15,2015-0-0,male,Jagdish Chaturvedi (writer),
dbp_10624,http://dbpedia.org/resource/James_Madison_Bell,1826-04-03,1902-0-0,male,James Madison Bell,
dbp_10625,http://dbpedia.org/resource/Joannes_Bochius,1555-07-01,1609-01-09,male,Joannes Bochius,
dbp_10626,http://dbpedia.org/resource/Johannes_Cotovicus,1600-0-0,1628-0-0,male,Johannes Cotovicus,
dbp_10627,http://dbpedia.org/resource/John_C._Tyson_(librarian),1951-08-04,1995-11-07,male,John C. Tyson (librarian),
dbp_10628,http://dbpedia.org/resource/John_Carteret_Pilkington,1730-0-0,1763-0-0,male,John Carteret Pilkington,
dbp_10629,http://dbpedia.org/resource/John_Elliott_Curran,1848-05-25,1890-05-18,male,John Elliott Curran,
dbp_10630,http://dbpedia.org/resource/John_Evangelist_Walsh,1927-12-27,2015-03-19,male,John Evangelist Walsh,Reader's_Digest_Bible
dbp_10631,http://dbpedia.org/resource/John_Pendleton_Kennedy_(librarian),1871-05-17,1944-02-23,male,John Pendleton Kennedy (librarian),
dbp_10632,http://dbpedia.org/resource/Julius_West_(author),1891-1-1,1918-1-1,male,Julius West (author),
dbp_10633,http://dbpedia.org/resource/Kaia_Bruland_Nilssen,1868-0-0,1950-1-18,female,Kaia Bruland Nilssen,
dbp_10634,http://dbpedia.org/resource/Kashmiri_Lal_Zakir,1919-04-07,2016-08-31,male,Kashmiri Lal Zakir,
dbp_10635,http://dbpedia.org/resource/Katei_Watanabe,1864-12-18,1926-4-7,male,Katei Watanabe,
dbp_10636,http://dbpedia.org/resource/Kitty_Shannon,1887-02-03,1974-11-24,female,Kitty Shannon,
dbp_10637,http://dbpedia.org/resource/Laurence_Patrick_Byrne,1888-0-0,1939-0-0,male,Laurence Patrick Byrne,
dbp_10638,http://dbpedia.org/resource/Lawrence_Goodwyn,1928-7-16,2013-9-29,male,Lawrence Goodwyn,
dbp_10639,http://dbpedia.org/resource/Lily_Tobias,1887-0-0,1984-0-0,female,Lily Tobias,
dbp_10640,http://dbpedia.org/resource/Lou_Lenart,1921-04-24,2015-07-20,male,Lou Lenart,
dbp_10641,http://dbpedia.org/resource/Léon_Hennique,1850-11-4,1935-12-25,male,Léon Hennique,Les_Soirées_de_Médan
dbp_10642,http://dbpedia.org/resource/M.S.S._Pandian,1958-12-16,2014-11-10,male,M.S.S. Pandian,
dbp_10643,http://dbpedia.org/resource/M._R._Srinivasamurthy,1892-08-28,1953-11-16,male,M. R. Srinivasamurthy,Rangannana_Kanasina_Dinagalu
dbp_10644,http://dbpedia.org/resource/Margaret_Harkness,1854-02-28,1923-12-10,female,Margaret Harkness,
dbp_10645,http://dbpedia.org/resource/Maria_Agnès_Ribera_Garau,1790-0-0,1861-0-0,female,Maria Agnès Ribera Garau,
dbp_10646,http://dbpedia.org/resource/Maria_Elsa_da_Rocha,1924-0-0,2007-0-0,female,Maria Elsa da Rocha,
dbp_10647,http://dbpedia.org/resource/Mario_Cervi,1921-03-25,2015-11-17,male,Mario Cervi,
dbp_10648,http://dbpedia.org/resource/Martyn_Skinner,1906-8-24,1993-0-0,male,Martyn Skinner,
dbp_10649,http://dbpedia.org/resource/Mary_Allies,1852-02-02,1927-1-27,female,Mary Allies,
dbp_10650,http://dbpedia.org/resource/Maximiliaan_de_Vriendt,1559-01-31,1614-12-27,male,Maximiliaan de Vriendt,
dbp_10651,http://dbpedia.org/resource/Mladen_Dražetin,1951-03-03,2015-07-23,male,Mladen Dražetin,
dbp_10652,http://dbpedia.org/resource/Monica_Mary_Gardner,1873-06-26,1941-04-16,female,Monica Mary Gardner,
dbp_10653,http://dbpedia.org/resource/Morgan_B._Brainard,1879-1-8,1957-8-28,male,Morgan B. Brainard,
dbp_10654,http://dbpedia.org/resource/Morris_Woodruff_Seymour,1843-10-6,1920-10-27,male,Morris Woodruff Seymour,
dbp_10655,http://dbpedia.org/resource/Naresh_Guha,1923-0-0,2009-0-0,male,Naresh Guha,
dbp_10656,http://dbpedia.org/resource/Peggy_Anderson,1938-07-14,2016-01-17,female,Peggy Anderson,
dbp_10657,http://dbpedia.org/resource/Petraq_Zoto,1937-12-20,2015-09-06,male,Petraq Zoto,
dbp_10658,http://dbpedia.org/resource/Philip_Stewart_Robinson,1847-1-1,1902-1-1,male,Philip Stewart Robinson,
dbp_10659,http://dbpedia.org/resource/Rutherford_P._Hayes,1858-06-24,1927-07-31,male,Rutherford P. Hayes,
dbp_10660,http://dbpedia.org/resource/Samuel_Dickey_Gordon,1859-8-12,1936-6-0,male,Samuel Dickey Gordon,
dbp_10661,http://dbpedia.org/resource/Samuel_H._Fisher,1867-5-26,1957-0-0,male,Samuel H. Fisher,
dbp_10662,http://dbpedia.org/resource/Sarah_Ann_Brock,1831-3-18,1911-3-22,female,Sarah Ann Brock,
dbp_10663,http://dbpedia.org/resource/Sebastiano_Satta,1867-05-21,1914-11-29,male,Sebastiano Satta,Canti_Barbaricini	Versi_Ribelli
dbp_10664,http://dbpedia.org/resource/Shin_Dong-yup_(poet),1930-08-18,1969-04-07,male,Shin Dong-yup (poet),
dbp_10665,http://dbpedia.org/resource/Sohan_Singh_Seetal,1909-08-07,1998-09-23,male,Sohan Singh Seetal,
dbp_10666,http://dbpedia.org/resource/Sybil_Tawse,1886-09-26,1971-03-01,female,Sybil Tawse,
dbp_10667,http://dbpedia.org/resource/Sydney_Jephcott,1864-11-30,1951-07-03,male,Sydney Jephcott,
dbp_10668,http://dbpedia.org/resource/Takamasa_Sakurai,1965-12-19,2015-12-4,male,Takamasa Sakurai,
dbp_10669,http://dbpedia.org/resource/Titia_Brongersma,1650-0-0,1700-0-0,female,Titia Brongersma,
dbp_10670,http://dbpedia.org/resource/Tulsiram_Sharma_Kashyap,1939-02-11,1998-02-08,male,Tulsiram Sharma Kashyap,
dbp_10671,http://dbpedia.org/resource/W._N._Chattin_Carlton,1873-0-0,1943-0-0,male,W. N. Chattin Carlton,
dbp_10672,http://dbpedia.org/resource/Wilbur_D._Nesbit,1871-09-16,1927-08-20,male,Wilbur D. Nesbit,
dbp_10673,http://dbpedia.org/resource/William_M._Wallace,1911-0-0,2000-6-15,male,William M. Wallace,
dbp_10674,http://dbpedia.org/resource/Wu_Zuguang,1917-04-21,2003-04-09,male,Wu Zuguang,
dbp_10675,http://dbpedia.org/resource/Yamina_Méchakra,1949-0-0,2013-05-19,female,Yamina Méchakra,
dbp_10676,http://dbpedia.org/resource/Émile_Hoffet,1873-05-11,1946-03-03,male,Émile Hoffet,
dbp_10677,http://dbpedia.org/resource/Ōmi_no_Mifune,722-0-0,0785-07-17,male,Ōmi no Mifune,
dbp_10678,http://dbpedia.org/resource/TS_Venkannaiah,1941-11-17,2012-06-13,male,TS Venkannaiah,
dbp_10679,http://dbpedia.org/resource/Boris_Schreiber,1923-05-28,2008-02-11,male,Boris Schreiber,
dbp_10680,http://dbpedia.org/resource/Chaudhry_Afzal_Haq,1891-0-0,1942-01-08,male,Chaudhry Afzal Haq,
dbp_10681,http://dbpedia.org/resource/Clyde_M._Narramore,1916-11-25,2015-07-27,male,Clyde M. Narramore,
dbp_10682,http://dbpedia.org/resource/Donald_N._Levine,1931-06-16,2015-04-04,male,Donald N. Levine,
dbp_10683,http://dbpedia.org/resource/Erwin_Aichele,1887-05-05,1974-06-29,male,Erwin Aichele,
dbp_10684,http://dbpedia.org/resource/Javier_Adúriz,1948-04-16,2011-04-21,male,Javier Adúriz,
dbp_10685,http://dbpedia.org/resource/Kathi_Kamen_Goldmark,1948-08-18,2012-05-24,female,Kathi Kamen Goldmark,
dbp_10686,http://dbpedia.org/resource/Leighton_Gage,1942-05-13,2013-07-26,male,Leighton Gage,
dbp_10687,http://dbpedia.org/resource/Lois_Pereiro,1958-02-16,1996-05-24,male,Lois Pereiro,
dbp_10688,http://dbpedia.org/resource/Motiur_Rahman_Mollik,1950-3-1,2010-08-12,male,Motiur Rahman Mollik,
dbp_10689,http://dbpedia.org/resource/Ron_Berry,1920-02-23,1997-07-16,male,Ron Berry,
dbp_10690,http://dbpedia.org/resource/Sahib_Singh,1892-02-16,1977-10-29,male,Sahib Singh,
dbp_10691,http://dbpedia.org/resource/Tracy_Hogg,1960-8-1,2004-11-25,female,Tracy Hogg,
dbp_10692,http://dbpedia.org/resource/Valentín_Paz-Andrade,1898-04-23,1987-05-19,male,Valentín Paz-Andrade,
dbp_10693,http://dbpedia.org/resource/Wes_Funk,1969-02-18,2015-10-10,male,Wes Funk,
dbp_10694,http://dbpedia.org/resource/Everett_Rogers,1931-03-06,2004-10-21,male,Everett Rogers,Diffusion_of_Innovations
dbp_10695,http://dbpedia.org/resource/A._E._W._Mason,1865-05-07,1948-11-22,male,A. E. W. Mason,The_House_of_the_Arrow_(novel)	Fire_Over_England_(novel)	The_Four_Feathers	At_the_Villa_Rose_(novel)	The_House_in_Lordship_Lane	The_Prisoner_in_the_Opal	They_Wouldn't_Be_Chessmen
dbp_10696,http://dbpedia.org/resource/A._Y._Campbell,1885-1-1,1958-1-1,male,A. Y. Campbell,
dbp_10697,http://dbpedia.org/resource/Abdoldjavad_Falaturi,1926-1-19,1996-12-30,male,Abdoldjavad Falaturi,
dbp_10698,http://dbpedia.org/resource/Adrian_Henri,1932-04-10,2000-12-20,male,Adrian Henri,The_Liverpool_Scene	The_Mersey_Sound_(book)
dbp_10699,http://dbpedia.org/resource/Agnes_Strickland,1796-08-19,1874-07-08,female,Agnes Strickland,
dbp_10700,http://dbpedia.org/resource/Alan_Bray,1948-10-13,2001-11-25,male,Alan Bray,
dbp_10701,http://dbpedia.org/resource/Alexander_Hume,1560-1-1,1609-12-4,male,Alexander Hume,
dbp_10702,http://dbpedia.org/resource/Alfonso_Daniel_Rodríguez_Castelao,1886-01-30,1950-01-07,male,Alfonso Daniel Rodríguez Castelao,
dbp_10703,http://dbpedia.org/resource/Alfred_Perceval_Graves,1846-07-22,1931-12-27,male,Alfred Perceval Graves,
dbp_10704,http://dbpedia.org/resource/Alfredo_Bracchi,1897-12-30,1976-10-11,male,Alfredo Bracchi,
dbp_10705,http://dbpedia.org/resource/Alun_Richards,1929-10-27,2004-6-2,male,Alun Richards,
dbp_10706,http://dbpedia.org/resource/Amrita_Pritam,1919-08-31,2005-10-31,female,Amrita Pritam,Pinjar_(novel)	Ajj_aakhaan_Waris_Shah_nu
dbp_10707,http://dbpedia.org/resource/Anatole_Broyard,1920-07-16,1990-10-11,male,Anatole Broyard,
dbp_10708,http://dbpedia.org/resource/Andrew_J._Offutt,1934-08-16,2013-04-30,male,Andrew J. Offutt,Conan_and_the_Sorcerer	Conan_the_Mercenary	The_Sword_of_Skelos	Swords_Against_Darkness	Swords_Against_Darkness_II	Swords_Against_Darkness_III	Swords_Against_Darkness_IV	Swords_Against_Darkness_V
dbp_10709,http://dbpedia.org/resource/Andrés_Caicedo,1951-09-29,1977-03-04,male,Andrés Caicedo,¡Que_viva_la_música!
dbp_10710,http://dbpedia.org/resource/Arild_Rypdal,1934-9-23,2015-5-14,male,Arild Rypdal,
dbp_10711,http://dbpedia.org/resource/Arthur_M._Schlesinger_Jr.,1917-10-15,2007-02-28,male,Arthur M. Schlesinger Jr.,A_Thousand_Days
dbp_10712,http://dbpedia.org/resource/Augustus_Hare,1834-03-13,1903-01-22,male,Augustus Hare,
dbp_10713,http://dbpedia.org/resource/B._S._Johnson,1933-02-05,1973-11-13,male,B. S. Johnson,Christie_Malry's_Own_Double-Entry	Albert_Angelo
