"birthdate","deathdate","label","work","gender","uri"
"+1936-10-06T00:00:00Z","","Susanna de Vries","","female","http://www.wikidata.org/entity/Q23008723"
"+1965-06-18T00:00:00Z","","Thomas A. McKean","","male","http://www.wikidata.org/entity/Q23133321"
"+1976-00-00T00:00:00Z","","Tom W Hodgkinson","","male","http://www.wikidata.org/entity/Q22087430"
"+1946-12-27T00:00:00Z","","Tohir Malik","","male","http://www.wikidata.org/entity/Q20534647"
"+1976-04-16T00:00:00Z","","Victoria Knowles","","female","http://www.wikidata.org/entity/Q20707059"
"+1983-02-10T00:00:00Z","","Vikramjit Singh Rooprai","","male","http://www.wikidata.org/entity/Q20744661"
"+1926-08-05T00:00:00Z","","Vittorio Orsenigo","","male","http://www.wikidata.org/entity/Q19358204"
"+1967-09-03T00:00:00Z","","Wendy Newman","","female","http://www.wikidata.org/entity/Q24049061"
"+1959-00-00T00:00:00Z","","Willa Z. Silverman","","female","http://www.wikidata.org/entity/Q19933128"
"+1969-11-24T00:00:00Z","","Yoav Avni","","male","http://www.wikidata.org/entity/Q6982136"
"+1968-11-07T00:00:00Z","","Yuyi Morales","","female","http://www.wikidata.org/entity/Q22687824"
"+1962-01-01T00:00:00Z","","Yōji Sakate","","male","http://www.wikidata.org/entity/Q2602525"
"+1940-06-25T00:00:00Z","+2005-07-10T00:00:00Z","A. J. Quinnell","Man on Fire","male","http://www.wikidata.org/entity/Q278816"
"+1818-04-06T00:00:00Z","+1870-07-30T00:00:00Z","Aasmund Olavsson Vinje","","male","http://www.wikidata.org/entity/Q303687"
"+1921-05-07T00:00:00Z","+1989-09-13T00:00:00Z","Aathreya","","male","http://www.wikidata.org/entity/Q4662776"
"+1839-05-00T00:00:00Z","+1900-01-17T00:00:00Z","Abdallah Marrash","","male","http://www.wikidata.org/entity/Q1770828"
"+1945-06-30T00:00:00Z","","Abhi Subedi","","male","http://www.wikidata.org/entity/Q18642223"
"+1972-01-01T00:00:00Z","","Adam Frost","","male","http://www.wikidata.org/entity/Q19665911"
"+1971-12-04T00:00:00Z","","Adam Horowitz","","male","http://www.wikidata.org/entity/Q2395333"
"+1837-12-28T00:00:00Z","+1882-03-08T00:00:00Z","Adolph Ernst Kroeger","","male","http://www.wikidata.org/entity/Q4684331"
"+1970-07-31T00:00:00Z","","Ahmad Akbarpour","","male","http://www.wikidata.org/entity/Q2827435"
"+1910-11-29T00:00:00Z","+1988-03-25T00:00:00Z","Al Schwartz","","male","http://www.wikidata.org/entity/Q4704783"
"+1939-12-15T00:00:00Z","","Alan Armstrong","","male","http://www.wikidata.org/entity/Q4706077"
"+1855-06-30T00:00:00Z","+1923-05-21T00:00:00Z","Albert Whiggs Easmon","","male","http://www.wikidata.org/entity/Q4711460"
"+1929-03-31T00:00:00Z","+2009-11-15T00:00:00Z","Alberto Methol Ferré","","male","http://www.wikidata.org/entity/Q5663300"
"+1967-02-12T00:00:00Z","","Aleksandar Stamatović","","male","http://www.wikidata.org/entity/Q16442060"
"+1863-01-07T00:00:00Z","+1949-01-19T00:00:00Z","Alexander Serafimovich","","male","http://www.wikidata.org/entity/Q734901"
"+1888-03-01T00:00:00Z","+1917-08-11T00:00:00Z","Alexei Mateevici","","male","http://www.wikidata.org/entity/Q1133441"
"+1829-07-13T00:00:00Z","+1908-10-29T00:00:00Z","Alexei Potechin","","male","http://www.wikidata.org/entity/Q2042045"
"+1877-10-13T00:00:00Z","+1964-09-08T00:00:00Z","Alfred T. Renfro","","male","http://www.wikidata.org/entity/Q4723500"
"+1917-01-01T00:00:00Z","+1998-01-01T00:00:00Z","Alphonse Piché","","male","http://www.wikidata.org/entity/Q2839936"
"+1978-01-01T00:00:00Z","","Ana Tasić","","female","http://www.wikidata.org/entity/Q4750511"
"+1961-01-01T00:00:00Z","","Andrew Zega","","male","http://www.wikidata.org/entity/Q4759007"
"+1968-07-04T00:00:00Z","","Andy Bellin","","male","http://www.wikidata.org/entity/Q16198614"
"+1961-06-18T00:00:00Z","","Angela Johnson","","female","http://www.wikidata.org/entity/Q4762469"
"+1899-07-07T00:00:00Z","+1988-01-17T00:00:00Z","Annalee Skarin","","female","http://www.wikidata.org/entity/Q4767814"
"+1962-04-22T00:00:00Z","+2016-03-30T00:00:00Z","Anne Aasheim","","female","http://www.wikidata.org/entity/Q11958233"
"+1673-01-01T00:00:00Z","+1763-01-01T00:00:00Z","Anne Coventry","","female","http://www.wikidata.org/entity/Q15731771"
"+1945-00-00T00:00:00Z","","Anne Hunter Popkin","","female","http://www.wikidata.org/entity/Q16107092"
"+1956-03-15T00:00:00Z","","Apirana Taylor","","male","http://www.wikidata.org/entity/Q4779872"
"+1967-09-00T00:00:00Z","","Arnab Jan Deka","","male","http://www.wikidata.org/entity/Q19891285"
"+1929-01-01T00:00:00Z","+2014-09-20T00:00:00Z","Ashok Ramchandra Kelkar","","male","http://www.wikidata.org/entity/Q4805781"
"+1951-12-30T00:00:00Z","","Avedon Carol","","female","http://www.wikidata.org/entity/Q4827971"
"+1900-03-06T00:00:00Z","+1973-05-18T00:00:00Z","Avraham Shlonsky","","male","http://www.wikidata.org/entity/Q373167"
"+1964-01-01T00:00:00Z","","Ben Richards","","male","http://www.wikidata.org/entity/Q4886353"
"+1920-01-31T00:00:00Z","+2016-06-20T00:00:00Z","Benoîte Groult","","female","http://www.wikidata.org/entity/Q273035"
"+1924-09-27T00:00:00Z","+2013-05-16T00:00:00Z","Bernard Waber","Lyle, Lyle, Crocodile	The House on East 88th Street","male","http://www.wikidata.org/entity/Q4893728"
"+1966-01-01T00:00:00Z","","Bernhard Hennen","","male","http://www.wikidata.org/entity/Q534936"
"+1968-12-17T00:00:00Z","","Bessora","","female","http://www.wikidata.org/entity/Q2899943"
"+1910-01-01T00:00:00Z","+1965-01-01T00:00:00Z","Betty Miller","","female","http://www.wikidata.org/entity/Q4898929"
"+1948-12-14T00:00:00Z","+2002-11-23T00:00:00Z","Boudewijn Büch","","male","http://www.wikidata.org/entity/Q894993"
"+1820-02-04T00:00:00Z","+1862-01-21T00:00:00Z","Božena Němcová","","female","http://www.wikidata.org/entity/Q157970"
"+1960-00-00T00:00:00Z","","Brian Drader","","male","http://www.wikidata.org/entity/Q18685792"
"+1922-09-03T00:00:00Z","+2001-02-15T00:00:00Z","Burt Kennedy","","male","http://www.wikidata.org/entity/Q786712"
"+1955-08-02T00:00:00Z","","Caleb Carr","","male","http://www.wikidata.org/entity/Q1026532"
"+1923-03-23T00:00:00Z","+2015-10-25T00:00:00Z","Cao Ying","","male","http://www.wikidata.org/entity/Q9332640"
"+1973-02-16T00:00:00Z","","Caren Gussoff","","female","http://www.wikidata.org/entity/Q5039017"
"+1932-02-12T00:00:00Z","+1991-05-30T00:00:00Z","Carlos Ruiz-Tagle","","male","http://www.wikidata.org/entity/Q5042598"
"+1961-02-14T00:00:00Z","","Carol Hughes","","female","http://www.wikidata.org/entity/Q19880399"
"+1925-12-10T00:00:00Z","+2014-10-09T00:00:00Z","Carolyn Kizer","","female","http://www.wikidata.org/entity/Q440064"
"+1955-01-01T00:00:00Z","","Cathy Caruth","","female","http://www.wikidata.org/entity/Q5053396"
"+1835-06-29T00:00:00Z","+1894-08-25T00:00:00Z","Celia Thaxter","","female","http://www.wikidata.org/entity/Q3664258"
"+1828-05-09T00:00:00Z","+1882-08-22T00:00:00Z","Charles Kickham","","male","http://www.wikidata.org/entity/Q5079785"
"+1965-01-09T00:00:00Z","","Christopher Mwashinga","","male","http://www.wikidata.org/entity/Q19897847"
"+1896-01-21T00:00:00Z","+1986-07-06T00:00:00Z","Clarence Streit","","male","http://www.wikidata.org/entity/Q2975581"
"+1818-04-11T00:00:00Z","+1893-08-18T00:00:00Z","Constantin von Wurzbach","Biographisches Lexikon des Kaiserthums Oesterreich","male","http://www.wikidata.org/entity/Q25856"
"+1803-01-01T00:00:00Z","+1868-01-01T00:00:00Z","Dafydd Jones","","male","http://www.wikidata.org/entity/Q3896362"
"+1963-01-01T00:00:00Z","","Daniel Newman","","male","http://www.wikidata.org/entity/Q16195230"
"+1971-01-01T00:00:00Z","","David Hernandez","","male","http://www.wikidata.org/entity/Q5234947"
"+1933-01-01T00:00:00Z","","David McNeill","","male","http://www.wikidata.org/entity/Q5237449"
"+1964-10-27T00:00:00Z","","Dawit Isaak","","male","http://www.wikidata.org/entity/Q1178648"
"+1970-01-01T00:00:00Z","","Dayne Sherman","","male","http://www.wikidata.org/entity/Q16875915"
"+1908-07-25T00:00:00Z","+1988-03-12T00:00:00Z","DeWitt Bodeen","","male","http://www.wikidata.org/entity/Q1179685"
"+1949-07-01T00:00:00Z","+2017-05-24T00:00:00Z","Denis Johnson","Jesus' Son	Tree of Smoke","male","http://www.wikidata.org/entity/Q340016"
"+1950-01-01T00:00:00Z","","Diana Garcia","","female","http://www.wikidata.org/entity/Q5271164"
"+1902-01-01T00:00:00Z","+1973-01-01T00:00:00Z","Diwakar Krushna Kelkar","","male","http://www.wikidata.org/entity/Q19807920"
"+1920-08-21T00:00:00Z","+1997-12-13T00:00:00Z","Don Edward Fehrenbacher","","male","http://www.wikidata.org/entity/Q3713511"
"+1822-04-12T00:00:00Z","+1908-12-15T00:00:00Z","Donald Grant Mitchell","","male","http://www.wikidata.org/entity/Q5294439"
"+1928-09-20T00:00:00Z","+2018-06-23T00:00:00Z","Donald Hall","","male","http://www.wikidata.org/entity/Q976924"
"+1961-11-10T00:00:00Z","","Dora Heldt","","female","http://www.wikidata.org/entity/Q111618"
"+1902-11-25T00:00:00Z","+1977-02-02T00:00:00Z","Dula Bhaya Kag","","male","http://www.wikidata.org/entity/Q2760947"
"+1949-01-01T00:00:00Z","","E. Frances White","","female","http://www.wikidata.org/entity/Q5321866"
"+1879-01-01T00:00:00Z","+1972-01-01T00:00:00Z","Edward Everett Dale","","male","http://www.wikidata.org/entity/Q5342807"
"+1835-08-15T00:00:00Z","+1913-08-24T00:00:00Z","Edward McKendree Bounds","","male","http://www.wikidata.org/entity/Q4018797"
"+1831-10-02T00:00:00Z","+1902-05-21T00:00:00Z","Edwin Lawrence Godkin","","male","http://www.wikidata.org/entity/Q787055"
"+1920-06-30T00:00:00Z","+2011-12-30T00:00:00Z","Eleanor Ross Taylor","","female","http://www.wikidata.org/entity/Q5354381"
"+1750-01-01T00:00:00Z","+1797-04-29T00:00:00Z","Elizabeth Ryves","","female","http://www.wikidata.org/entity/Q5363459"
"+1853-09-08T00:00:00Z","+1939-01-01T00:00:00Z","Emilie Poulsson","","female","http://www.wikidata.org/entity/Q5371781"
"+1942-09-02T00:00:00Z","","Eric de Kuyper","","male","http://www.wikidata.org/entity/Q2287622"
"+1956-10-18T00:00:00Z","","Eugene Yelchin","","male","http://www.wikidata.org/entity/Q14536294"
"+1925-01-21T00:00:00Z","+2010-10-20T00:00:00Z","Eva Ibbotson","Which Witch?	Journey to the River Sea","female","http://www.wikidata.org/entity/Q265603"
"+1933-11-24T00:00:00Z","","Felix Thijssen","","male","http://www.wikidata.org/entity/Q1403858"
"+1837-00-00T00:00:00Z","+1873-01-01T00:00:00Z","Francis Marrash","","male","http://www.wikidata.org/entity/Q4899"
"+1943-01-01T00:00:00Z","","Frank Bergon","","male","http://www.wikidata.org/entity/Q5485304"
"+1950-01-01T00:00:00Z","","Frank Mentzer","Dungeons & Dragons Basic Set	Dungeons & Dragons Expert Set	Dungeons & Dragons Companion Set	Dungeons & Dragons Master Rules	Dungeons & Dragons Immortals Rules","male","http://www.wikidata.org/entity/Q3751877"
"+1937-01-01T00:00:00Z","","Fred Kaplan","","male","http://www.wikidata.org/entity/Q5495633"
"+1954-07-04T00:00:00Z","","Fred Kaplan","","male","http://www.wikidata.org/entity/Q5495632"
"+1979-01-01T00:00:00Z","","Gabriela Babnik","","female","http://www.wikidata.org/entity/Q5515936"
"+1962-01-01T00:00:00Z","","Gabriela Bustelo","","female","http://www.wikidata.org/entity/Q5515946"
"+1927-02-01T00:00:00Z","+2014-10-28T00:00:00Z","Galway Kinnell","","male","http://www.wikidata.org/entity/Q2425705"
"+1972-01-01T00:00:00Z","","Gayleen Froese","","female","http://www.wikidata.org/entity/Q5528827"
"+1915-01-03T00:00:00Z","+2009-03-21T00:00:00Z","Genoveva Matute","","female","http://www.wikidata.org/entity/Q2101279"
"+1931-02-22T00:00:00Z","+2005-12-24T00:00:00Z","Georg Johannesen","","male","http://www.wikidata.org/entity/Q1504918"
"+1971-01-01T00:00:00Z","","George Khoury","","male","http://www.wikidata.org/entity/Q5541329"
"+1949-01-01T00:00:00Z","","George Nafziger","","male","http://www.wikidata.org/entity/Q5542777"
"+1926-05-04T00:00:00Z","","Gerlind Reinshagen","","female","http://www.wikidata.org/entity/Q1513734"
"+1912-02-00T00:00:00Z","+1975-11-11T00:00:00Z","Ghulam Haider Gagroo","","male","http://www.wikidata.org/entity/Q5557578"
"+1899-08-04T00:00:00Z","+1978-01-01T00:00:00Z","Ghulam Mustafa Tabassum","","male","http://www.wikidata.org/entity/Q3694924"
"+1816-06-23T00:00:00Z","+1897-11-04T00:00:00Z","Gian Paolo Borghetti","","male","http://www.wikidata.org/entity/Q4132490"
"+1865-08-10T00:00:00Z","+1925-02-17T00:00:00Z","Giuseppe Schirò","","male","http://www.wikidata.org/entity/Q2280013"
"+1905-00-00T00:00:00Z","+1984-00-00T00:00:00Z","Giuseppe Schirò (junior)","","male","http://www.wikidata.org/entity/Q19662929"
"+1944-01-11T00:00:00Z","","Giuseppe Schirò Di Maggio","","male","http://www.wikidata.org/entity/Q1619529"
"+1917-01-01T00:00:00Z","+2015-05-31T00:00:00Z","Gladys Taylor","","female","http://www.wikidata.org/entity/Q18168092"
"+1941-01-01T00:00:00Z","","Grant Callin","","male","http://www.wikidata.org/entity/Q5596135"
"+1958-07-06T00:00:00Z","","Gretta Vosper","","female","http://www.wikidata.org/entity/Q23138967"
"+1769-02-02T00:00:00Z","+1838-06-21T00:00:00Z","Griffith Williams","","male","http://www.wikidata.org/entity/Q15244394"
"+1903-04-30T00:00:00Z","+1972-09-30T00:00:00Z","Grigore Cugler","","male","http://www.wikidata.org/entity/Q5609032"
"+1821-01-25T00:00:00Z","+1891-01-18T00:00:00Z","Grigory Eliseev","","male","http://www.wikidata.org/entity/Q2631309"
"+1639-01-01T00:00:00Z","+1720-06-27T00:00:00Z","Guillaume Amfrye de Chaulieu","","male","http://www.wikidata.org/entity/Q1553851"
"+1889-10-12T00:00:00Z","+1967-07-23T00:00:00Z","Gustav Renker","","male","http://www.wikidata.org/entity/Q386113"
"+1877-06-17T00:00:00Z","+1963-07-19T00:00:00Z","Guy Hardy Scholefield","","male","http://www.wikidata.org/entity/Q5622312"
"+1901-02-20T00:00:00Z","+1990-06-25T00:00:00Z","Haakon Bugge Mahrt","","male","http://www.wikidata.org/entity/Q5636490"
"+1951-01-01T00:00:00Z","","Habib Bektaş","","male","http://www.wikidata.org/entity/Q75198"
"+1925-10-29T00:00:00Z","+2012-09-18T00:00:00Z","Haim Hefer","","male","http://www.wikidata.org/entity/Q2890892"
"+1872-11-15T00:00:00Z","+1945-12-09T00:00:00Z","Hans Dominik","","male","http://www.wikidata.org/entity/Q73784"
"+1944-07-23T00:00:00Z","","Harald Braem","","male","http://www.wikidata.org/entity/Q85742"
"+1922-05-03T00:00:00Z","+1990-11-29T00:00:00Z","Harry M. Caudill","","male","http://www.wikidata.org/entity/Q5670793"
"+1892-04-09T00:00:00Z","+1964-05-06T00:00:00Z","Haruo Satō","","male","http://www.wikidata.org/entity/Q2226953"
"+1904-02-23T00:00:00Z","+1995-09-17T00:00:00Z","Helen Nearing","","female","http://www.wikidata.org/entity/Q18734124"
"+1915-03-29T00:00:00Z","+2008-03-28T00:00:00Z","Helen Yglesias","","female","http://www.wikidata.org/entity/Q5703430"
"+1952-01-01T00:00:00Z","","Helena Cobban","","female","http://www.wikidata.org/entity/Q5703555"
"+1793-08-21T00:00:00Z","+1876-02-19T00:00:00Z","Henri Patin","","male","http://www.wikidata.org/entity/Q664722"
"+1972-11-19T00:00:00Z","","Henrik Langeland","","male","http://www.wikidata.org/entity/Q5716412"
"+1879-00-00T00:00:00Z","+1950-00-00T00:00:00Z","Henry MacCormac","","male","http://www.wikidata.org/entity/Q18619295"
"+1926-08-18T00:00:00Z","+2007-02-22T00:00:00Z","Herbert Thomas Mandl","","male","http://www.wikidata.org/entity/Q1609208"
"+1920-04-23T00:00:00Z","+1961-08-29T00:00:00Z","Hryhoriy Tiutiunnyk","","male","http://www.wikidata.org/entity/Q6689692"
"+1941-01-16T00:00:00Z","","Hyun Ki-young","","male","http://www.wikidata.org/entity/Q624870"
"+1945-01-05T00:00:00Z","","Ian Young","","male","http://www.wikidata.org/entity/Q18210961"
"+1953-03-24T00:00:00Z","","Ifigenija Zagoričnik Simonović","","female","http://www.wikidata.org/entity/Q5991206"
"+1856-12-18T00:00:00Z","+1929-05-17T00:00:00Z","Ignaty Potapenko","","male","http://www.wikidata.org/entity/Q2638032"
"+1959-01-01T00:00:00Z","","Ildefonso Falcones","Cathedral of the Sea","male","http://www.wikidata.org/entity/Q555888"
"+1904-12-06T00:00:00Z","+1988-10-26T00:00:00Z","Irene Mossop","","female","http://www.wikidata.org/entity/Q6069161"
"+1930-09-10T00:00:00Z","","Ivan Aralica","","male","http://www.wikidata.org/entity/Q2704430"
"+1926-05-03T00:00:00Z","+2009-01-14T00:00:00Z","Ivo Zorman","","male","http://www.wikidata.org/entity/Q6099241"
"+1966-01-01T00:00:00Z","","J. Nozipo Maraire","","female","http://www.wikidata.org/entity/Q6106625"
"+1884-01-01T00:00:00Z","+1954-01-01T00:00:00Z","Jack Bechdolt","","male","http://www.wikidata.org/entity/Q6111226"
"+1864-01-01T00:00:00Z","+1930-01-01T00:00:00Z","Jacob Hilditch","Trangviksposten","male","http://www.wikidata.org/entity/Q4434902"
"+1852-12-06T00:00:00Z","+1922-11-09T00:00:00Z","Jacob Ralph Abarbanell","","male","http://www.wikidata.org/entity/Q6119153"
"+1926-09-01T00:00:00Z","+2008-06-11T00:00:00Z","James Reaney","","male","http://www.wikidata.org/entity/Q3754121"
"+1953-02-24T00:00:00Z","","Jane Hirshfield","","female","http://www.wikidata.org/entity/Q6152382"
"+1959-01-01T00:00:00Z","","Jane Robinson","","female","http://www.wikidata.org/entity/Q6152675"
"+1962-01-01T00:00:00Z","","Jane Routley","","female","http://www.wikidata.org/entity/Q6152699"
"+1962-01-01T00:00:00Z","","Jang Jeong-il","","male","http://www.wikidata.org/entity/Q12614676"
"+1955-01-23T00:00:00Z","","Jayant Kaikini","","male","http://www.wikidata.org/entity/Q6167564"
"+1979-01-01T00:00:00Z","","Jeremy Blachman","","male","http://www.wikidata.org/entity/Q6181117"
"+1949-11-18T00:00:00Z","","Jeremy Strong","","male","http://www.wikidata.org/entity/Q209873"
"+1894-05-17T00:00:00Z","+1924-08-07T00:00:00Z","Joan Salvat-Papasseit","","male","http://www.wikidata.org/entity/Q966051"
"+1968-06-04T00:00:00Z","","Joey Mazzarino","","male","http://www.wikidata.org/entity/Q16885548"
"+1854-01-01T00:00:00Z","+1895-01-01T00:00:00Z","Johan Irgens-Hansen","","male","http://www.wikidata.org/entity/Q6215144"
"+1559-00-00T00:00:00Z","+1610-01-01T00:00:00Z","John Bodenham","","male","http://www.wikidata.org/entity/Q6222332"
"+1961-01-01T00:00:00Z","","John Christian Langli","","male","http://www.wikidata.org/entity/Q15127637"
"+1935-03-03T00:00:00Z","","John Dalley","","male","http://www.wikidata.org/entity/Q6228428"
"+1923-11-04T00:00:00Z","+2017-03-17T00:00:00Z","John Herbers","","male","http://www.wikidata.org/entity/Q6239024"
"+1907-10-09T00:00:00Z","+1981-01-14T00:00:00Z","John O'Grady","","male","http://www.wikidata.org/entity/Q6250890"
"+1572-01-01T00:00:00Z","+1636-01-01T00:00:00Z","John Pory","","male","http://www.wikidata.org/entity/Q6253218"
"+1951-12-01T00:00:00Z","+2010-02-26T00:00:00Z","John Thomas Mentzer","","male","http://www.wikidata.org/entity/Q16018850"
"+1943-06-10T00:00:00Z","","John Urquhart Cameron","","male","http://www.wikidata.org/entity/Q6261611"
"+1582-01-01T00:00:00Z","+1652-04-12T00:00:00Z","John Vicars","","male","http://www.wikidata.org/entity/Q15443251"
"+1833-11-06T00:00:00Z","+1908-06-05T00:00:00Z","Jonas Lie","","male","http://www.wikidata.org/entity/Q469681"
"+1943-12-16T00:00:00Z","","Jorge Ruffinelli","","male","http://www.wikidata.org/entity/Q13522791"
"+1839-07-15T00:00:00Z","+1915-01-01T00:00:00Z","Joseph Battell","","male","http://www.wikidata.org/entity/Q15456828"
"+1873-02-24T00:00:00Z","+1920-06-11T00:00:00Z","J. B. Elwell","","male","http://www.wikidata.org/entity/Q16043504"
"+1963-09-20T00:00:00Z","","Joseph O'Connor","","male","http://www.wikidata.org/entity/Q768106"
"+1871-02-17T00:00:00Z","+1943-04-07T00:00:00Z","Jovan Dučić","","male","http://www.wikidata.org/entity/Q302819"
"+1526-01-01T00:00:00Z","+1583-01-01T00:00:00Z","Jovan the Serb of Kratovo","","male","http://www.wikidata.org/entity/Q16850912"
"+1827-09-12T00:00:00Z","+1875-02-01T00:00:00Z","João Teixeira Soares de Sousa","","male","http://www.wikidata.org/entity/Q6298402"
"+1918-09-21T00:00:00Z","+2001-12-03T00:00:00Z","Juan José Arreola","","male","http://www.wikidata.org/entity/Q1088596"
"+1949-01-01T00:00:00Z","","Juanita Havill","","female","http://www.wikidata.org/entity/Q6301554"
"+1841-04-26T00:00:00Z","+1901-01-29T00:00:00Z","Julius Zeyer","Vyšehrad	Radúz and Mahulena	Jan Maria Plojhar	Three Legends of the Crucifix","male","http://www.wikidata.org/entity/Q942980"
"+1939-07-26T00:00:00Z","+2011-09-21T00:00:00Z","Jun Henmi","","female","http://www.wikidata.org/entity/Q4207306"
"+1861-12-14T00:00:00Z","+1914-00-00T00:00:00Z","Jurji Zaydan","","male","http://www.wikidata.org/entity/Q1262212"
"+1944-07-20T00:00:00Z","","Justin Scott","","male","http://www.wikidata.org/entity/Q1714224"
"+1932-09-16T00:00:00Z","+2018-03-18T00:00:00Z","Karen Anderson","","female","http://www.wikidata.org/entity/Q4065280"
"+1972-01-01T00:00:00Z","","Karen Olsson","","female","http://www.wikidata.org/entity/Q6369928"
"+1815-01-30T00:00:00Z","+1890-01-14T00:00:00Z","Karl Gerok","","male","http://www.wikidata.org/entity/Q111367"
"+1958-02-04T00:00:00Z","","Keigo Higashino","","male","http://www.wikidata.org/entity/Q125970"
"+1958-04-04T00:00:00Z","","Ken Narasaki","","male","http://www.wikidata.org/entity/Q6388216"
"+1933-07-10T00:00:00Z","+1993-04-01T00:00:00Z","Kevin Gilbert","","male","http://www.wikidata.org/entity/Q6396362"
"+1972-00-00T00:00:00Z","","Kevin Maher","","male","http://www.wikidata.org/entity/Q16730765"
"+1932-05-23T00:00:00Z","+1998-12-27T00:00:00Z","Kevork Ajemian","","male","http://www.wikidata.org/entity/Q2634854"
"+1900-01-16T00:00:00Z","+1978-05-15T00:00:00Z","Kiku Amino","","female","http://www.wikidata.org/entity/Q6406386"
"+1942-03-15T00:00:00Z","","Kim Won-il","","male","http://www.wikidata.org/entity/Q562774"
"+1910-10-08T00:00:00Z","+1999-03-14T00:00:00Z","Kirk Alyn","","male","http://www.wikidata.org/entity/Q935563"
"+1943-12-04T00:00:00Z","","Knut Haavik","","male","http://www.wikidata.org/entity/Q6423902"
"+1787-05-18T00:00:00Z","+1855-07-07T00:00:00Z","Konstantin Batyushkov","","male","http://www.wikidata.org/entity/Q471718"
"+1960-01-01T00:00:00Z","","Kostis Gimossoulis","","male","http://www.wikidata.org/entity/Q527785"
"+1834-02-01T00:00:00Z","+1909-03-18T00:00:00Z","Kuzman Shapkarev","","male","http://www.wikidata.org/entity/Q2079735"
"+1942-12-01T00:00:00Z","","Lee Dong-ha","","male","http://www.wikidata.org/entity/Q6513480"
"+1903-10-22T00:00:00Z","+1982-09-18T00:00:00Z","Lee Eun-sang","","male","http://www.wikidata.org/entity/Q6513568"
"+1937-02-19T00:00:00Z","","Lee Harding","","male","http://www.wikidata.org/entity/Q6513805"
"+1970-04-18T00:00:00Z","","Lena Andersson","Wilful Disregard","female","http://www.wikidata.org/entity/Q4935849"
"+1933-11-03T00:00:00Z","","Leonard Gardner","","male","http://www.wikidata.org/entity/Q6525308"
"+1943-11-18T00:00:00Z","","Leonid Zuborev","","male","http://www.wikidata.org/entity/Q6526512"
"+1868-09-02T00:00:00Z","+1943-02-02T00:00:00Z","Levon Pashalian","","male","http://www.wikidata.org/entity/Q6535805"
"+1869-04-06T00:00:00Z","+1951-11-18T00:00:00Z","Levon Shant","","male","http://www.wikidata.org/entity/Q721709"
"+1911-02-08T00:00:00Z","+1967-05-12T00:00:00Z","Liviu Deleanu","","male","http://www.wikidata.org/entity/Q4261043"
"+1937-07-16T00:00:00Z","","Lloyd Kropp","","male","http://www.wikidata.org/entity/Q6662555"
"+1977-04-23T00:00:00Z","","Llucia Ramis","","female","http://www.wikidata.org/entity/Q6662878"
"+1928-11-09T00:00:00Z","+2004-05-01T00:00:00Z","Lojze Kovačič","","male","http://www.wikidata.org/entity/Q123878"
"+1926-02-21T00:00:00Z","+1995-12-24T00:00:00Z","Lojze Krakar","","male","http://www.wikidata.org/entity/Q6668477"
"+1906-09-21T00:00:00Z","+1973-06-02T00:00:00Z","Lojze Zupanc","","male","http://www.wikidata.org/entity/Q5104036"
"+1856-01-13T00:00:00Z","+1926-03-22T00:00:00Z","Louisa Alice Baker","","female","http://www.wikidata.org/entity/Q6688485"
"+1846-01-15T00:00:00Z","+1906-11-26T00:00:00Z","Luko Zore","","male","http://www.wikidata.org/entity/Q6702558"
"+1777-03-13T00:00:00Z","+1850-06-16T00:00:00Z","Lyder Sagen","","male","http://www.wikidata.org/entity/Q4580437"
"+1946-00-00T00:00:00Z","","Magali García Ramis","","female","http://www.wikidata.org/entity/Q586388"
"+1943-07-06T00:00:00Z","+2003-10-27T00:00:00Z","Manoj Khanderia","","male","http://www.wikidata.org/entity/Q12955985"
"+1946-00-00T00:00:00Z","","Manuel Alfonseca Moreno","","male","http://www.wikidata.org/entity/Q5992110"
"+1935-10-18T00:00:00Z","","Margaret Beames","","female","http://www.wikidata.org/entity/Q6759173"
"+1920-01-22T00:00:00Z","+2014-10-11T00:00:00Z","Margaret Hillert","","female","http://www.wikidata.org/entity/Q6759515"
"+1913-01-01T00:00:00Z","+1992-01-01T00:00:00Z","Margery Fisher","","female","http://www.wikidata.org/entity/Q6760302"
"+1905-01-25T00:00:00Z","+1991-03-14T00:00:00Z","Margery Sharp","","female","http://www.wikidata.org/entity/Q439059"
"+1912-01-01T00:00:00Z","+1980-12-06T00:00:00Z","Margot Bennett","","female","http://www.wikidata.org/entity/Q456245"
"+1952-11-13T00:00:00Z","+1998-07-05T00:00:00Z","Maria Mercè Marçal","","female","http://www.wikidata.org/entity/Q3089747"
"+1883-03-27T00:00:00Z","+1980-09-25T00:00:00Z","Marie Under","","female","http://www.wikidata.org/entity/Q154410"
"+1961-05-23T00:00:00Z","","Marinko Stevanović","","male","http://www.wikidata.org/entity/Q6764418"
"+1956-01-01T00:00:00Z","","Mark Blagrave","","male","http://www.wikidata.org/entity/Q6766749"
"+1968-00-00T00:00:00Z","","Mark Farrell","","male","http://www.wikidata.org/entity/Q3294076"
"+1953-09-17T00:00:00Z","","Mark Haysom","","male","http://www.wikidata.org/entity/Q6767973"
"+1965-05-09T00:00:00Z","","Mark Leibovich","","male","http://www.wikidata.org/entity/Q15430209"
"+1967-05-08T00:00:00Z","","Mark Pryor","","male","http://www.wikidata.org/entity/Q17541481"
