m2pp_id,m2pp_cid,m2pp_number,m2pp_length,m2pp_title,m2pp_artist,m2pp_album,m2pp_year,m2pp_language,m2pp_filtering_attr
m2pp_1560,3877,D2,480,022,Laurent Garnier,Shot in the Dark,94,English,laurentgarnier022#shotinthedark
m2pp_1561,3879,8,-1,Dazbo,Chris Baldwin,Too Big for Baths,,English,chrisbaldwindazbo#toobigforbaths
m2pp_1562,3883,9,117,"Orchestral Suite No. 4 in D major, BWV 1069: III. Gavotte",Johann Sebastian Bach,Brandenburg Concertos / Orchestral Suites,09,Englishh,johannsebastianbachorchestralsuiteno4indmajorbwv1069iiigavotte#brandenburgconcertosorchestralsuites
m2pp_1563,9645,23,242,nan,nan,This Is My First Album,96,English,##thisismyfirstalbum
m2pp_1564,3885,6,450,Hot 97,Dark Matter,Dark Matter,,English,darkmatterhot97#darkmatter
m2pp_1565,9625,2,278,特別な涙,笠原弘子,夢の渚　〜The Silent Service〜,97,Japanese,笠原弘子特別な涙#夢の渚　〜thesilentservice〜
m2pp_1566,3887,5,279,We Dance to the Beat,Robyn,"Body Talk, Part 2",10,English,robynwedancetothebeat#bodytalkpart2
m2pp_1567,3890,19,-1,Carmen: Seguedilla,Georges Bizet,"Australian InterVarsity Choral Festivals, The First 50 Years",,English,georgesbizetcarmenseguedilla#australianintervarsitychoralfestivalsthefirst50years
m2pp_1568,3899,12,143,Little Red Rooster,Otis Rush,1956-1958: Cobra Recordings,91,English,otisrushlittleredrooster#19561958cobrarecordings
m2pp_1569,9993,10,241,Sapphire Blue,Steel Threads,Timing Is Everything,12,English,steelthreadssapphireblue#timingiseverything
m2pp_1570,3900,11,-1,Happy Birthday Jane,The Enemy,We'll Live and Die in These Towns,07,English,theenemyhappybirthdayjane#wellliveanddieinthesetowns
m2pp_1571,3912,15,290,Strange Fruit,Virus,"Oddities, Volume One: 1990–1996",01,English,virusstrangefruit#odditiesvolumeone1990–1996
m2pp_1572,3913,1,160,The Banks of the Ohio,Joan Baez,Songbird,11,English,joanbaezthebanksoftheohio#songbird
m2pp_1573,6600,14,113,"Etude, Op. 25 No. 2 in F minor",Frédéric Chopin,Etdue op. 10 / op. 25,,,frédéricchopinetudeop25no2infminor#etdueop10op25
m2pp_1574,559,2,192,Devenir folle,Erik Arnaud,Comment je vis,02,French,erikarnauddevenirfolle#commentjevis
m2pp_1575,5624,11,183,Christ Be With Me,The Brilliance,The Brilliance,,English,thebrilliancechristbewithme#thebrilliance
m2pp_1576,3922,12,201,Ingame 9,Philippe Charron,Disciples II: Dark Prophecy,,English,philippecharroningame9#disciplesiidarkprophecy
m2pp_1577,6194,11,237,本気にしないで,國府田マリ子,ダーティペアFLASHヴォーカルベストコレクション「ラブリー・エンゼル オン ・ステージ」,95,Japanese,國府田マリ子本気にしないで#ダーティペアflashヴォーカルベストコレクション「ラブリー・エンゼルオン・ステージ」
m2pp_1578,3935,17,104,NORAD 3,Arthur B. Rubinstein,Wargames (LP With Dialogue),83,English,arthurbrubinsteinnorad3#wargames
m2pp_1579,3938,2,-1,Prozac,Turntable Terranova,Antimatter EP,96,Englihs,turntableterranovaprozac#antimatterep
m2pp_1580,3583,1,270,KROKUS -,KROKUS -,Headhunter,83,English,krokus#headhunter
m2pp_1581,6722,6,259,Cool Twist,Mississippi Heat,Glad You're Mine,05,English,mississippiheatcooltwist#gladyouremine
m2pp_1582,3944,8,210,Soleil,PZK feat. Dogg Soso,La Loi de la jungle,12,French,pzkfeatdoggsososoleil#laloidelajungle
m2pp_1583,4359,6,279,Casablanca,maXdion,Classic Music Guropean B,,,maxdioncasablanca#classicmusicguropeanb
m2pp_1584,3948,11,165,Chain Smokin',Bob Seger,Back in '72,,English,bobsegerchainsmokin#backin72
m2pp_1585,3950,16,216,For My Woman,Joe Tex,This Is Gold,03,English,joetexformywoman#thisisgold
m2pp_1586,3952,2,242,The Redemption,Obscurant,First Degree Suicide,05,English,obscuranttheredemption#firstdegreesuicide
m2pp_1587,3953,4,288,don't console (Instrumental),朴璐美,Naked Floewr,07,JCapanese,朴璐美dontconsole#nakedfloewr
m2pp_1588,8382,9,181,Gag Reflex,Impaled Nazarene,Road to the Octagon,10,English,impalednazarenegagreflex#roadtotheoctagon
m2pp_1589,3959,B2,-1,Moon Toon,Two Doo,Sexual I.,95,English,twodoomoontoon#sexuali
m2pp_1590,3960,1,237,After,Noon,BlPeak Output,2,[Multiple anguages],noonafter#blpeakoutput
m2pp_1591,2150,41,30,Slam Glam :30,Steve Everitt,Stepping Out,,English,steveeverittslamglam30#steppingout
m2pp_1592,5840,7,212,Jane la tarzane,Annie Cordy,Les Plus Grands Succès,0 7,French,anniecordyjanelatarzane#lesplusgrandssuccès
m2pp_1593,3966,1,157,[untitled],Les Joyaux de la Princesse,Die Weiße Rose Live,04,English,lesjoyauxdelaprincesseuntitled#dieweißeroselive
m2pp_1594,3967,11,218,Let Me Hear the DJ,Miss Peppermint,TMF Hitzone 4,98,English,misspeppermintletmehearthedj#tmfhitzone4
m2pp_1595,3968,7,-1,Natural Empress,Ijah Menelik,Utopia,05,English,ijahmeneliknaturalempress#utopia
m2pp_1596,3971,2,282,家 II,周華健,羅大佑自選輯,,Chinese,周華健家ii#羅大佑自選輯
m2pp_1597,3972,4,249,Surprise,James Last Orchestra,"Classic Up to Date, Volume 3",,German,jameslastorchestrasurprise#classicuptodatevolume3
m2pp_1598,3975,10,268,G.D.R. / Powder (Elite Force Remix),G.D.R. / Powder (Elite Force Remix),Lot49 Presents Elite Force,07,English,gdrpowdereliteforcelot49presentseliteforce
m2pp_1599,3976,2,264,A Vava Inouva 2,Idir,"Deux rives, un rêve",02,,idiravavainouva2#deuxrivesunrêve
m2pp_1600,79,3,262,Oilean Draiochta,Melanie O'Reilly,Celtic Spirit: Tales of the Soul,98,English,melanieoreillyoileandraiochta#celticspirittalesofthesoul
m2pp_1601,3985,8,226,Tourist Trail,Kevin Jarvis,Sports / Rock / Action,,English,kevinjarvistouristtrail#sportsrockaction
m2pp_1602,3094,9,221,Catch the Future,STUDIO A',ごめんなさぃDISK,3,Japanese,studioacatchthefuture#ごめんなさぃdisk
m2pp_1603,3989,4,150,Because,The Rockets,"Enjoy the Greeks, II: 17 Legendary Bands Are Playing for the Ultimate Hellenic Rock'n'Roll Compilation",06,English,therocketsbecause#enjoythegreeksii17legendarybandsareplayingfortheultimatehellenicrocknrollcompilation
m2pp_1604,8339,78,30,Scandals: Dirty Laundry (30 second version),Robert Simon Thoma,Style Roy ale,,English,robertsimonthomascandalsdirtylaundry#styleroyale
m2pp_1605,1345,10,-1,Rise t othe Occasion,Climie Fisher,The Best of Love Songs,11,English,climiefisherrisetotheoccasion#thebestoflovesongs
m2pp_1606,4002, 2,185,One More Notch,Murder by Death,In_Bocca_al_Lupo,06,English,murderbydeathonemorenotch#inboccaallupo
m2pp_1607,4005,5,177,"Baby, Won't You Please Come Home",Ray Charles,The Very Best of Ray Charles,03,English,raycharlesbabywontyoupleasecomehome#theverybestofraycharles
m2pp_1608,4009,10,188,La La Land,Green Velvet,The Best Club Anthems 2002,02,English,greenvelvetlalaland#thebestclubanthems2002
m2pp_1609,4724,5,285,Kad se svetla ugase,Negativ,Tango,04,Serbian,negativkadsesvetlaugase#tango
m2pp_1610,6544,7,282,Tear or Beat,Skinny Puppy,Clense Fold and Manipulate,87,English,skinnypuppytearorbeat#clensefoldandmanipulate
m2pp_1611,9453,2,192,Little Miss Naughty,Scouting for Girls,Everybody Wants to Be on TV,10,English,scoutingforgirlslittlemissnaughty#everybodywantstobeontv
m2pp_1612,4023,14,65,Min onkel har reist,Alf Prøysen,Original Prøysen,93,Norwegian,alfprøysenminonkelharreist#originalprøysen
m2pp_1613,4024,7,231,Almost Paradise,Mike Reno and Ann Wilson,Midnight Rock,92,English,mikerenoandannwilsonalmostparadise#midnightrock
m2pp_1614,2042,2,298,November,Mythos,Introspection,97,English,mythosnovember#introspection
m2pp_1615,4035,2,478,Serial,Almost Digital,A.D.,94,English,almostdigitalserial#ad
m2pp_1616,4345,3,452,Just Got Paid,Gov't Mule,The Georgia Bootleg Box,12,English,govtmulejustgotpaid#thegeorgiabootlegbox
m2pp_1617,4037,7,348,Mitchell Akiyama  -Palindrone.2,Mitchell Akiyama  -Palindrone.2,Hope That Lines Don't Cross,01,English,mitchellakiyamapalindrone2#hopethatlinesdontcross
m2pp_1618,4040,2,143,Kuinkas käy nyt,Carola,20 suosikkia: Ota tai jäta,07,Finnish,carolakuinkaskäynyt#20suosikkiaotataijäta
m2pp_1619,7,9,462,Just Like Tom Thumb's Blues (live),Wendy Saddington,"Blues Women Anthology, Volume 7",07,English,wendysaddingtonjustliketomthumbsblues#blueswomenanthologyvolume7
m2pp_1620,4043,62,15,Mystic Star (stinger solo cello),Alexander Adhami,Dreams & Meditations,,English,alexanderadhamimysticstar#dreams&meditations
m2pp_1621,4045,C1,323,Travelogue,Mr. Scruff,Keep It Unreal,99,English,mrscrufftravelogue#keepitunreal
m2pp_1622,4046,1,-1,I'm Not Comfortable Inside My Mind,John Callaghan,Operation Pudel 2006 ZD 50,06,German,johncallaghanimnotcomfortableinsidemymind#operationpudel2006zd50
m2pp_1623,9816,1,241,These Two Chairs,Tea Leaf Green,Rock 'n' Roll Band,06,English,tealeafgreenthesetwochairs#rocknrollband
m2pp_1624,358,7,217,Why (Am I Treated So Bad),"Julie Driscoll, Brian Auger & The Trinity",Opefn,67,EngliZsh,juliedriscollbrianauger&thetrinitywhy#opefn
m2pp_1625,4048,11,285,Future the World,Phantoms of Around,Call of the Wild,06,Englsih,phantomsofaroundfuturetheworld#callofthewild
m2pp_1626,7709,12,264,"Der erste Kern der Wahrheit, Kapitel 6",Rafik Schami,Das Geheimnis des Kalligraphen,10,German,rafikschamidererstekernderwahrheitkapitel613#dasgeheimnisdeskalligraphen
m2pp_1627,4052,6,-1,Another Room,Sunken Seas,Null Hour,13,English,sunkenseasanotherroom#nullhour
m2pp_1628,6485,8,-1,Allein,Schönheitsfehler,Aussenseiter / Spitzenreiter,,German,schönheitsfehlerallein#aussenseiterspitzenreiter
m2pp_1629,4053,16,146,Good Rockin' Daddy,Etta James,"lindy Essentials , Volum",,English,ettajamesgoodrockindaddy#lindyessentialsvolum
m2pp_1630,7866,9,290,El‐P,El‐P,Fandam Plus,,English,el‐p#fandamplus
m2pp_1631,4063,10,198,Ideas for the Talented,Starflyer 59,My Island,06,English,starflyer59ideasforthetalented#myisland
m2pp_1632,6170,10,295,Lovehold,MC Hammer,Too Legit to Quit,91,English,mchammerlovehold#toolegittoquit
m2pp_1633,4067,8,337,晩夏の恋人たちへ,杏里,MIND CRUqISIN',90,Japanese,杏里晩夏の恋人たちへ#mindcruqisin
m2pp_1634,3375,10,185,Vomit Badge,Channeling Owen,Love For Sale,01,English,channelingowenvomitbadge#loveforsale
m2pp_1635,4068,7,201,Jesus & James Dean,eTrry Burns,Terry Burns,04,English,etrryburnsjesus&jamesdean#terryburns
m2pp_1636,1730,7,192,Wonderboy,The Dust Bowl Cavaliers,Blueg-ass Wrecks the Music of Tenacious D - This Is Just a Tribute,06,English,thedustbowlcavalierswonderboy#bluegasswrecksthemusicoftenaciousdthisisjustatribute
m2pp_1637,4076,6,310,Isthmus,Kiln,"Idol Tryouts Two: Ghostly Internatioonal, Volume Two",06,English,kilnisthmus#idoltryoutstwoghostlyinternatioonalvolumetwo
m2pp_1638,4079,23,173,I Never Knew,Benny Goodmaan,Jazz (Integral Collection),12,English,bennygoodmaanineverknew#jazz
m2pp_1639,4081,18,139,Wedding Announement,Alan Menken,"Arielle, die Meerjungfrau",90,German,alanmenkenweddingannounement#ariellediemeerjungfrau
m2pp_1640,4082,15,-1,Bernadette,Pohgoh,All Along,,English,pohgohbernadette#allalong
m2pp_1641,4083,10,206,Somewhere in the Night,Barry Manilow,Ultimate Manilow,,English,barrymanilowsomewhereinthenight#ultimatemanilow
m2pp_1642,4086,7,-1,apologize,charlotte ten brink,The Voice Of Holland - The Songs,10,English,charlottetenbrinkapologize#thevoiceofhollandthesongs
m2pp_1643,1567,15,189,"Präludium und Fuge Nr.10 e moll aus 'Das Wohltemperierte Klavier' Teil 1, BWV 855",The Swingle Singers,Jazz Sebastian Bach,00,,theswinglesingerspräludiumundfugenr10emollausdaswohltemperierteklavierteil1bwv855#jazzsebastianbach
m2pp_1644,4090,3,303,Forest Flower / Kitty the Hare / Jenny Dang the Weaver,Boys of the Lough,Sweet Rural Shde,88,,boysoftheloughforestflowerkittytheharejennydangtheweaver#sweetruralshde
m2pp_1645,4094,11,246,Sowieso,Fünf Sterne deluxe feat. Ferris MC,Sillium,98,German,fünfsternedeluxefeatferrismcsowieso#sillium
m2pp_1646,744,4,404,Acadian Driftwood,The Band,Northern Lights - Southern Cross,89,English,thebandacadiandriftwood#northernlightssoutherncross
m2pp_1647,3865,14,383,St. Martin de Porres,Marian McPartland,Marian McPartland Plays the Music of Mary Lou Williams,94,English,marianmcpartlandstmartindeporres#marianmcpartlandplaysthemusicofmarylouwilliams
m2pp_1648,6348,17,-1,La Recuerdo Así,Edgar Oceransky,En Vivo Desde Costa Rica,09,Spanish,edgaroceranskylarecuerdoasí#envivodesdecostarica
m2pp_1649,7939,6,299,Monster,Monster,Live From Russia,01,English,monster#livefromrussia
m2pp_1650,3302,12,285,Você pode voltar atrás (versão acústica),KLB,Obsessão,05,Portuguese,klbvocêpodevoltaratrás#obsessão
m2pp_1651,4107,3,-1,G.O.O.D Luv,MBLAQ,BLAQ MEMORIES-BEST in KOREA-,12,Japanese,mblaqgoodluv#blaqmemoriesbestinkorea
m2pp_1652,8955,3,224,Darude  -Sandstorm,Darude  -Sandstorm,X-Treme Big Hits 2000,00,English,darudesandstorm#xtremebighits2000
m2pp_1653,7345,1,215,Starship Troopers (D-Bop's Saturday Nite radio edit),United Citizen Federation,Starship Troopers (feat. Sarah Brightman),,,unitedcitizenfederationstarshiptroopers
m2pp_1654,4113,15,157,"Fon-Fon, tango",Ernesto Nazareth,Pièces pour piano,05,French,ernestonazarethfonfontango#piècespourpiano
m2pp_1655,3021,2,173,We've Been Talked Down,The Joggers,With a Cape and a Cane,05,English,thejoggerswevebeentalkeddown#withacapeandacane
m2pp_1656,4891,8,195,Uncomfortable,Michelle Macedo,La Luna,07,English,michellemacedouncomfortable#laluna
m2pp_1657,4120,15,214,Tomgirl,Schäffer The Darklord,Sick Passenger,13,English,schäfferthedarklordtomgirl#sickpassenger
m2pp_1658,6959,10,-1,Κάθε πρωί,Μίκης Θεοδωράκης & Βασίλης Παπακωνσταντίνου,Της εοξρίας...,76,Greek,μίκηςθεοδωράκης&βασίληςπαπακωνσταντίνουκάθεπρωί#τηςεοξρίας
m2pp_1659,4125,3,98,Scrambled,Chalk Circle,Reflection,11,English,chalkcirclescrambled#reflection
m2pp_1660,3947,6,325,Transition,Clear Cut,Pure Trance,00,English,clearcuttransition#puretrance
m2pp_1661,3253,8,219,Mr. Insignificant,Hugh Cornwell,Wired,93,English,hughcornwellmrinsignificant#wired
m2pp_1662,4132,50,92,Die glückselige Nachtigall 07,Elsa Sophia von Kamphoevener,Daas Lachen der Scheherazade,08,German,elsasophiavonkamphoevenerdieglückseligenachtigall07#daaslachenderscheherazade
m2pp_1663,5248,5,420,Soul Corruption,Graham Parker,Alone in America,89,English,grahamparkersoulcorruption#aloneinamerica
m2pp_1664,5737,1,232,Panda Slap,Vent,Panda Slap / Eush!,11,English,ventpandaslap#pandaslapeush
m2pp_1665,3893,3,535,Forever,Mark Whitfield,Ross Porter's After Hours WithVerve,97,English,markwhitfieldforever#rossportersafterhourswithverve
m2pp_1666,4138,15,242,Jupiter,Simon & Jérémie Périn,Edge: Sweet Music From the Game,12,nglish,simon&jérémiepérinjupiter#edgesweetmusicfromthegame
m2pp_1667,4141,8,187,Kanashikute Yarikirenai,ザ・フォーク・クルセダーズ,FOLKR DAIHYAKKAJITEN,,Japanese,ザ・フォーク・クルセダーズkanashikuteyarikirenai#folkrdaihyakkajiten
m2pp_1668,4144,19,264,Chica virtual,Arcángel,El fenómeno,08,Spanish,arcángelchicavirtual#elfenómeno
m2pp_1669,4145,11,257,Destiny,Intuition,Stories About Nothing,07,English,intuitiondestiny#storiesaboutnothing
m2pp_1670,4146,9,19,Description of Moon,NASA,Lunar Landing,94,cEnglish,nasadescriptionofmoon#lunarlanding
m2pp_1671,1946,6,275,Spam,Sudden Death,Die Laughing,05,English,suddendeathspam#dielaughing
m2pp_1672,4159,5,292,World of Trouble,The Cherry Valence,Riffin,,,thecherryvalenceworldoftrouble#riffin
m2pp_1673,2372,8,238,Down on Deep River,Leon Russell,Will o' the Wisp,95,English,leonrusselldownondeepriver#willothewisp
m2pp_1674,4167,19,381,Ça fait mal,"Denis Lavant, Kristina Rady & Serge Teyssot-Gay",Attila Jozsef : À cœur pur,,,denislavantkristinarady&sergeteyssotgayçafaitmal#attilajozsefàcœurpur
m2pp_1675,4168,5,216,Aria,Ornella Vanoni,Ornella &...,86,Italian,ornellavanoniaria#ornella&
m2pp_1676,9680,7,269,La bolla,Picchio dal pozzo,Picchio dal pozzo,01,Italian,picchiodalpozzolabolla#picchiodalpozzo
m2pp_1677,4173,3,182,Good Hearted Woman,Waylon Jennings & Willie Nelson,The Class of Country,,English,waylonjennings&willienelsongoodheartedwoman#theclassofcountry
m2pp_1678,100,1,252,Astronomy Domine,Pink Floyd,The Piper at the Gates of Dawn,87,English,pinkfloydastronomydomine#thepiperatthegatesofdawn
m2pp_1679,4789,8,166,Lies of Mercy,The Durutti Column,Amigos em Portugal,05,English,thedurutticolumnliesofmercy#amigosemportugal
m2pp_1680,2630,4,-1,Kollegium,Sweeet 'n Candy,Dishes !,04,[Multiple languages],sweeetncandykollegium#dishes
m2pp_1681,4183,6,136,Mannen med dollar,SBD,Hur snygg é du då?,01,Swedish,sbdmannenmeddollar#hursnyggédudå
m2pp_1682,9725,1,-1,Symphonie Nr. 5 c-moll op. 67: I. Allegro con brio,Ludwig van Beethoven,Symphonie Nr. 5,70,German,ludwigvanbeethovensymphonienr5cmollop67iallegroconbrio#symphonienr5
m2pp_1683,5412,4,226,Will You Follow,The Tailor,The Salt,10,English,thetailorwillyoufollow#thesalt
m2pp_1684,4189,3,359,Lover Man,Ben Sidran,Live @ Fip,,English,bensidranloverman#live@fip
m2pp_1685,1827,7,189,Kazik na wakacje,Haiku Fristajl,Haiku Fristajl,06,Polish,haikufristajlkaziknawakacje#haikufristajl
m2pp_1686,4190,3,441,Stand,Unashamed,Silence,94,English,unashamedstand#silence
m2pp_1687,1727,10,427,Pineangle,Freeddom,Metro Breaks 99: Deeper Drum & Bass From Darkest Toronto,99,English,freeddompineangle#metrobreaks99deeperdrum&bassfromdarkesttoronto
m2pp_1688,7522,9,231,Burn Baby Burn,MercyMe,Welcome to the New,14,English,mercymeburnbabyburn#welcometothenew
m2pp_1689,4194,4,352,Flesh Is the Fever (original mix),The Horrorist,Flesh Is the Fever: The Remixes,98,English,thehorroristfleshisthefever#fleshisthefevertheremixes
m2pp_1690,4195,21,60,Brand New Day 2,Martin Price & Andy Whitmore,Feelgood,,English,martinprice&andywhitmorebrandnewday2#feelgood
m2pp_1691,4197,7,206,"Pilsētā, kurā piedzimst vējš",Austra Pumpure,Labākkās dziesmas,3,Latvian,austrapumpurepilsētākurāpiedzimstvējšunknownlabākkāsdziesmas
m2pp_1692,4201,9,356,The Red Button,He Is Legend,A Kiss That Killed the One We Love (The Uriah Omen),00,Englissh,heislegendtheredbutton#akissthatkilledtheonewelove
m2pp_1693,4209,19,175,Feeling Good,Andy Bey and the Bey Sisters,Andy Bey and the Bey Sisters,00,English,andybeyandthebeysistersfeelinggood#andybeyandthebeysisters
m2pp_1694,2473,A,374,Trouble,Robert Manos,Trouble / Madness,11,English,robertmanostrouble#troublemadness
m2pp_1695,4210,11,125,Waiting 2,Igor Dvorkin & Duncan Pittock,Light Tension 1: Slow,08,English,igordvorkin&duncanpittockwaiting2#lighttension1slow
m2pp_1696,4211,12,204,Sincerità,Riccardo Cocciante,Vakantie Kriebels,94,English,riccardococciantesincerità#vakantiekriebels
m2pp_1697,1233,15,96,[religious music] -b Sacrificium: Offerte Domino,[religious music] -b Sacrificium: Offerte Domino,Spiritus Les chants de l'ame,,[Multiple languages],religiousmusicbsacrificiumoffertedomino#spiritusleschantsdelame
m2pp_1698,4218,6,199,Alkaa rakkaus,Charles Plogman,Jalat alta,05,Finnish,charlesplogmanalkaarakkaus#jalatalta
m2pp_1699,4219,16,181,Woe! Is Me,"""Fats"" Waller and His Rhythm","The Chronological Classics: Fats Waller 1935, Volume 2",94,English,fatswallerandhisrhythmwoeisme#thechronologicalclassicsfatswaller1935volume2
m2pp_1700,6301,8,436,Eight Ball (Kid Loops Big Lick),Friend,Lost in Space: Drum 'n' Bass 2000,98,English,friendeightball#lostinspacedrumnbass2000
m2pp_1701,4223,1,320,Anglo-Cubano,Alex Wilson,Anglo-Cubano,,[Multiple languages],alexwilsonanglocubano#anglocubano
m2pp_1702,4228,15,157,Come on and Get It,Hank Ballard and The Midnighters,Nothing but Good: 1952-1962, 09,English,hankballardandthemidnighterscomeonandgetit#nothingbutgood19521962
m2pp_1703,297,7,211,Saints & Sinners,Flogging Molly,Speed of Darkness,11,English,floggingmollysaints&sinners#speedofdarkness
m2pp_1704,4232,10,320,Je ne veux plus t'attendre,Louis Bertignac et les Visiteurs,Rocks,90,French,louisbertignacetlesvisiteursjeneveuxplustattendre#rocks
m2pp_1705,4234,5,384,How Can You Mend a Broken Heart,Al Green,Greatest Hits,75,English,algreenhowcanyoumendabrokenheart#greatesthits
m2pp_1706,7984,11,160,A mí sólo me gusta el rock,Gigatrón,Los dioses han llegado,98,Spanish,gigatrónamísólomegustaelrock#losdioseshanllegado
m2pp_1707,4254,1,490,Out of the Blue,Mav,Out of the Blue,05,English,mavoutoftheblue#outoftheblue
m2pp_1708,1124,4,-1,Ballad of John Newton,John Hendrix,There Was a Time,,English,johnhendrixballadofjohnnewton#therewasatime
m2pp_1709,8065,7,424,Streaming,Dan Gibson,nan,,English,dangibsonstreaming##
m2pp_1710,4257,13,255,Over and Over,Tamara,Tony Monaco Presents: Partymania Dance Hits,02,EnRglish,tamaraoverandover#tonymonacopresentspartymaniadancehits
m2pp_1711,4260,4,240,Brimful of Asha,Cornershop,The Greatest Hits of the 90s: The Story of the Decade,99,English,cornershopbrimfulofasha#thegreatesthitsofthe90sthestoryofthedecade
m2pp_1712,3492,1,262,Murderous Times,Warsnare feat. Fille de la Lune,Brutalist,13,English,warsnarefeatfilledelalunemurderoustimes#brutalist
m2pp_1713,4266,14,229,Goodbye Mr A (radio edit),The Hoosiers,Epipc,10,English,thehoosiersgoodbyemra#epipc
m2pp_1714,7173,3,340,Rockabye,Rockabye,Lullaby Renditions of Bob Marley,n.a.,ENGLISH,rockabye#lullabyrenditionsofbobmarley
m2pp_1715,4268,3,278,Just My Imagination (Running Away With Me),The Rolling Stones,Some Girls,05,Enlish,therollingstonesjustmyimagination#somegirls
m2pp_1716,8747,24,130,Schlafe mein Prinzchen,The Danish Sharks,"Ready, Steady, Complete 1963-1965",02,English,thedanishsharksschlafemeinprinzchen#readysteadycomplete19631965
m2pp_1717,4279,8,249,Que reste-t-il ? (unlimited mix),Mr Untel,Jacques Tati : Les Remixes de Mr Untel,02,French,mruntelquerestetil#jacquestatilesremixesdemruntel
m2pp_1718,4074,5,-1,Slender Skin,Gatonieve,Gatonieve,,English,gatonieveslenderskin#gatonieve
m2pp_1719,4754,17,267,涙色,酒井法子,〈COLEZO!〉Noriko Sakai Best Selection,05,Japanese,酒井法子涙色#〈colezo〉norikosakaibestselection
m2pp_1720,4282,10,260,El Rey,Marti,L'As de diamant,10,French,martielrey#lasdediamant
m2pp_1721,4016,20,206,Genius II,Valerie Simpson,Thhe Collection,04,English,valeriesimpsongeniusii#thhecollection
m2pp_1722,4289,16,112,地球は人物陳列室,光宗信吉,nan,08,Japanese,光宗信吉地球は人物陳列室##
m2pp_1723,3399,8,-1,El mariner i la nareta,Els Cremats,Què ens està passant!,10,unk.,elscrematselmarinerilanareta#quèensestàpassant
m2pp_1724,388,5,214,My Way,Tom Jones,The Collection,00,English,tomjonesmyway#thecollection
m2pp_1725,2657,1,193,可愛不可愛 (妍語版),Twins,桐話妍語,08,Chinese,twins可愛不可愛#桐話妍語
m2pp_1726,9213,11,251,We Never Fight or Disagree,The Pale,Gravity Gets Things Done.,04,English,thepaleweneverfightordisagree#gravitygetsthingsdone
m2pp_1727,4293,5,190,Shine,Motörhead,The Essential,07,English,motörheadshine#theessential
m2pp_1728,4295,3,154,The Glass Forest,Michael Jones,Seasons,,English,michaeljonestheglassforest#seasons
m2pp_1729,4298,6,-1,Made in Fleshland,Negligent Collateral Collapse,28 Minutes of Silence for All Innocent Victims… And Boneses,10,English,negligentcollateralcollapsemadeinfleshland#28minutesofsilenceforallinnocentvictims…andboneses
m2pp_1730,4301,4,273,Autoren-Alltag,Kalk&Welk,Kalk&Welk,96,German,kalk&welkautorenalltag#kalk&welk
m2pp_1731,3811,14,376,Sunstruck (JPL remix),Carl B & Static Blue,Ministry of Sound: Trance Nation,09,English,carlb&staticbluesunstruck#ministryofsoundtrancenation
m2pp_1732,4302,7,402,Visions,Larry Young,The Art of Larry Young,92,English,larryyoungvisions#theartoflarryyoung
m2pp_1733,4307,5,289,Turn On (Ray Okpara Rmx),Paolo Martini & Paul C,Minimal Techno 21,12,,paolomartini&paulcturnon#minimaltechno21
m2pp_1734,4314,1,145,Nomalungelo,Miriam Makeba and The Skylarks,"Miriam Makeba & The Skylarks, Volume 1",,,miriammakebaandtheskylarksnomalungelo#miriammakeba&theskylarksvolume1
m2pp_1735,4312,12,-1,Richard,Olivia Newton-John & Cliff Suddenly,The Definitive Collection,03,English,olivianewtonjohn&cliffsuddenlyrichard#thedefinitivecollection
m2pp_1736,2034,57,45,Magic Carpet 1/2,Phil Beazley,Voice  Over Grooves,,English,philbeazleymagiccarpet12#voiceovergrooves
m2pp_1737,4320,A1,-1,Pregnant House Maid,Sound of Ruby,Sound of Ruby,11,,soundofrubypregnanthousemaid#soundofruby
m2pp_1738,9494,7,159,Angel,Elvis Presley,Elvis Ballads II,,English,elvispresleyangel#elvisballadsii
m2pp_1739,4322,13,194,Hot Skillet Mama,Yochanan,The Singles,96,English,yochananhotskilletmama#thesingles
m2pp_1740,4324,11,217,The Sound of Silence,Ronnie Aldrich,Ronnie Aldrich and His Two Pianos: Togetherness,05,English,ronniealdrichthesoundofsilence#ronniealdrichandhistwopianostogetherness
m2pp_1741,1987,10,113,"Divertimento No. 6 for 5 Trumpets & 4 Timpani in C major, K. 240b/188: II. Allegro",Wolfgang Amadeus Mozart,Complete Mozart Edition,9,[Multiple languages],wolfgangamadeusmozartdivertimentono6for5trumpets&4timpaniincmajork240b188iiallegro#completemozartedition
m2pp_1742,3951,2,310,Feel It (Feel My Body),Headpins,Line of Fire,8 3,English,headpinsfeelit#lineoffire
m2pp_1743,4332,8,209,Hey Sugar,goJA moon ROCKAH,Disco Dracula,09,german,gojamoonrockahheysugar#discodracula
m2pp_1744,4337,2,247,A Thousand Miles (live),Vanessa Carlton,Ordinary Day,,Enlglish,vanessacarltonathousandmiles#ordinaryday
m2pp_1745,3004,4,-1,Never Gonna Stop,Deva Mahal,Live at Hope Bros.,06,English,devamahalnevergonnastop#liveathopebros
m2pp_1746,4340,10,284,Found in You,Grammatrain,Flying,97,English,grammatrainfoundinyou#flying
m2pp_1747,4341,14,226,Rain,Dal-Dil-Vog,Elephant Head,,,daldilvograin#elephanthead
m2pp_1748,4342,8,-1,Mr. Paul McCartney,Marianne Rosenberg,Lieder der Nacht (Special Edition),04,German,mariannerosenbergmrpaulmccartney#liederdernacht
