m3pp_id,m3pp_cid,m3pp_number,m3pp_length,m3pp_title,m3pp_artist,m3pp_album,m3pp_year,m3pp_language,m3pp_filtering_attr
m3pp_2172,5652,7,-1,One_Jump_Ahead_of_the_Storm_-_Cherry_Smiles:_The_Rare_Singles,Nancy_Sinatra,One_Jump_Ahead_of_the_Storm_-_Cherry_Smiles:_The_Rare_Singles,'09,English,onejumpaheadofthestormcherrysmilestheraresinglesnancysinatra#
m3pp_2173,5655,5,145,Disequilibrium,Meredith Monk,Impermanence,'08,English,disequilibriumimpermanencemeredithmonk#
m3pp_2174,219,20,-1,Kyrie (Orbis factor),PolifónicaT urolense,Canto Gregoriano y Polifonía (Disco 1),'08,,kyriepolifónicaturolense#
m3pp_2175,5667,9,-1,Por las noches,Los Ronaldos,The Platinum Collection,'07,,porlasnochestheplatinumcollectionlosronaldos#
m3pp_2176,1177,13,319,Underground,Mauro Picotto,VIP Lounge (disc 1),,English,undergroundviploungemauropicotto#
m3pp_2177,5066,12,52,Nonsense,Robert Miles,Th1rt3en,'11,English,nonsenseth1rt3enrobertmiles#
m3pp_2178,9870,5,170,Ultimate Scmutz,etsillik,Nestillik,'01,English,ultimatescmutznestilliketsillik#
m3pp_2179,5678,7,249,Love Is a Dangerous Game,Thelma Houston,Qualifying Heat,'84,English,loveisadangerousgamequalifyingheatthelmahouston#
m3pp_2180,320,9,256,A2B,"Rae & Christian feat. Mystro, Masta Ace & Pete Simpson",Mercury Rising,'13,Englihs,a2bmercuryrisingrae&christianfeatmystromastaace&petesimpson#
m3pp_2181,3324,18,228,Take On Me,a-ha,Hairbrush Divas presents Sing-A-Long Summer,'05,English,takeonmehairbrushdivaspresentssingalongsummeraha#
m3pp_2182,5686,5,262,Caterpillar,Zegundr,"Intelligent Toys, Volume 2",'04,English,caterpillarintelligenttoysvolume2zegundr#
m3pp_2183,2893,2,239,"Steh' auf, wenn du auf Zwerge stehst",7 Zwerge,Kindergarten Hitparade,,German,stehaufwennduaufzwergestehstkindergartenhitparadetanzenundbewegen7zwerge#
m3pp_2184,5690,12,147,Kibori,Mahala Rai Banda,The Balkan Club Night,'08,[Multiple languages],kiborithebalkanclubnightmahalaraibanda#
m3pp_2185,1162,3,281,Fetishism Ark (off Vocal),いとうかなこ,Fetishism Ark (off Vocal),'10,Japanese,fetishismarkいとうかなこfetishismark
m3pp_2186,5711,7,244,It Ain't Nothin',Keith Whitley,All American Country,'05,English,itaintnothinallamericancountrykeithwhitley#
m3pp_2187,5598,7,226,Armer Sünder,Eichenschild,Das Ende vom Lied,'05,German,armersünderdasendevomliedeichenschild#
m3pp_2188,1249,24,108,The Ballad of Jonah (Gilligan's Island Theme) (split),VeggieTales,Pirates' Boat Load Of Fun,'02,English,theballadofjonahpiratesboatloadoffunveggietales#
m3pp_2189,5714,28,55,“Balance of Terror”: Romulan Theme (M22),Fred Steineer,Star Trek: The Original Series Soundtrack Collection,'12,English,“balanceofterror”romulanthemestartrektheoriginalseriessoundtrackcollectionfredsteineer#
m3pp_2190,5716,3,180,Always,Arash feat. Aysel,Donya,,English,alwaysdonyaarashfeataysel#
m3pp_2191,8249,6,-1,Aš pas savo giminėlę,Spanxti,"Dievo žirgai, laimės ratai",'12,Lithuanian,ašpassavogiminėlędievožirgailaimėsrataispanxti#
m3pp_2192,7256,11,262,Old Age,Contre Jour,Passion and Fall,'13,Eng lish,oldagepassionandfallcontrejour#
m3pp_2193,5718,9,109,Eldorado,Michiel Borstlap,Eldorado,'08,English,eldoradomichielborstlapeldorado
m3pp_2194,4231,7,49,Tänk på barnen,Mob 47,Stockholms Mangel,'00,Swedish,tänkpåbarnenstockholmsmangelmob47#
m3pp_2195,1789,2,-1,Lord of All Fevers and Plague,Morbid angel,"2001-07-19: Long Beach, CA, USA",,English,lordofallfeversandplague20010719longbeachcausamorbidangel#
m3pp_2196,5725,3,165,Croatian Polka Magic,Polka Quads,"Here Come the Polka Heroes, Volume 2",'99,English,croatianpolkamagicherecomethepolkaheroesvolume2polkaquads#
m3pp_2197,5727,5,163,Rude Boy arning,Guns of Brighton,A Selfish Call to Arms,'14,English,rudeboyarningaselfishcalltoarmsgunsofbrighton#
m3pp_2198,260,3,345,Éclairs,Vromb,Rayons,'03,French,éclairsrayonsvromb#
m3pp_2199,5737,52314714MB-01,-1,1,3.867,1,,'11,13867vent
m3pp_2200,4539,12,316,Moscow Morning,Вадим Жуков,Evolution,'05,English,moscowmorningevolutionвадимжуков#
m3pp_2201,8975,12,269,Blood and Sand,Bellmer Dolls,A Tribute to Rowland S. Howard,'06,English,bloodandsandatributetorowlandshowardbellmerdolls#
m3pp_2202,5745,5,247,Parfume Mai ʻOe,Kekuhi Kanahele,Hahani Mai,,Hawiian,parfumemaiʻoehahanimaikekuhikanahele#
m3pp_2203,59,5,420,Nefes (live in Bodrum),Telvin,Telvin,'06,Turkish,nefestelvintelvin#
m3pp_2204,2258,12,182,Nyt jätän vanhan Turun,Tapio Heinonen,Päivät kuin unta,'08,Finnish,nytjätänvanhanturunpäivätkuinuntatapioheinonen#
m3pp_2205,5751,9,218,Nobody Knows,Soulburners,Gonna Burn Your Soul,'08,English,nobodyknowsgonnaburnyoursoulsoulburners#
m3pp_2206,5660,5,243,Lady Writer,Dire Straits,Sultans of Swing,'08,Engloish,ladywritersultansofswingliveingermanydirestraits#
m3pp_2207,5753,15,21,"""Lomberg!""",J ohn Frizzell,Office Space,,English,lombergofficespacejohnfrizzell#
m3pp_2208,5755,12,323,Ilarie,Carmen Y Los Peques,Mini Disco,'98,,ilarieminidiscocarmenylospeques#
m3pp_2209,5756,3,166,Enfant de l'homme,Phil Collins,Tarzan,'06,French,enfantdelhommetarzanphilcollins#
m3pp_2210,5758,1,-1,Sierpinski,Nonima,Fear of Mathematics,,[Multiple languages],sierpinskifearofmathematicsnonima#
m3pp_2211,3830,10,208,This,Lisa Loeb,Firecracker,,English,thisfirecrackerlisaloeb#
m3pp_2212,5760,20,238,Do It Baby,Tee-Set,The Hit Collection,'88,English,doitbabythehitcollectionteeset#
m3pp_2213,1784,3,187,Menina Sem Carinho,dOeon,Demo 2010,'10,Portuguese,meninasemcarinhodemo2010doeon#
m3pp_2214,5761,2,-1,Easy (Easy),Fauves,Self Abuser,'96,English,easyselfabuserfauves#
m3pp_2215,5765,3,339,Age of Darkness,埼玉最終兵器,Lost Child Original Sound Track from S.S.H The Final Side-Z,'06,Japanese,ageofdarknesslostchildoriginalsoundtrackfromsshthefinalsidez埼玉最終兵器#
m3pp_2216,2774,13,169,Jeszcze pożyjemy,Marek Grechuta,"Złota Kolekcja: Dni, których nie znamy",'99,Polish,jeszczepożyjemyzłotakolekcjadniktórychnieznamymarekgrechuta#
m3pp_2217,5769,1,276,Subhuman---B-Sides,Garbage,Subhuman---B-Sides,,English,subhumanbsidesgarbage#
m3pp_2218,1510,3,232,The Pilgrim's March / Scarlet & Black / The Struggle / Struy Lodge,Battlefield Band,On the Rise,'86,English,thepilgrimsmarchscarlet&blackthestrugglestruylodgeontherisebattlefieldband#
m3pp_2219,5779,15,72,Despasito,Pablo Cebrián & Ismael Guijarro,Flamenco chill 2,,Spanish,despasitoflamencochill2pablocebrián&ismaelguijarro#
m3pp_2220,4267,11,250,Susanna,Arthur Caravan,Arthur Caravan,'09,Catalan,susannaarthurcaravanarthurcaravan#
m3pp_2221,5784,4,252,You're the Heart of Me,Katyh Troccoli,Greatest Hits,'03,English,youretheheartofmegreatesthitskatyhtroccoli#
m3pp_2222,5787,1,377,Aguirre 1,Popol Vuh,Aguirre 1,,German,aguirre1popolvuhaguirre
m3pp_2223,5793,8,201,Stay,David Bowie,Christiane F. / Baal / Rarities,'95,English,staychristianefbaalraritiesdavidbowie#
m3pp_2224,5798,15,277,Fly,Gigi D’Agostino,Millennium Hits,,[Multiple languages],flymillenniumhitsgigid’agostino#
m3pp_2225,5799,12,215,Ta buenQa,El Prodigio,Que se vaya,,Spanish,tabuenqaquesevayaelprodigio#
m3pp_2226,1309,8,356,The Pass Loning,nan,Three Kings,,,thepassloningthreekings##
m3pp_2227,5808,21,30,Bumblebee Blues,Mordy Ferber,"Jazz & Blues Guitar, Volume 1",,English,bumblebeebluesjazz&bluesguitarvolume1mordyferber#
m3pp_2228,7390,1,198,Dream47,ALTERfix,Show Bizness: L’Amalgame #3,'13,Spanish,dream47showbiznessl’amalgame#3alterfix#
m3pp_2229,5817,9,174,Can You Speak European?,This Et Al,Baby Machine,'07,English,canyouspeakeuropeanbabymachinethisetal#
m3pp_2230,5818,9,-1,Brazil,Diva Avari,Club St. Tropez 2009,'09,English,brazilclubsttropez2009divaavari#
m3pp_2231,5822,A5,165,Yéroum oh Yéroum,Marie-José Casanova,Marie-José Casanova chante Boris Vian,'65,French,yéroumohyéroummariejosécasanovachanteborisvianmariejosécasanova#
m3pp_2232,8148,17,159,Nature Boy,Nat King Cole,The Best Smooth Jazz... Ever!,'03,English,natureboythebestsmoothjazzevernatkingcole#
m3pp_2233,5829,1,114,Tres filhetas / La barca vira,Balbelettes,Tant que vire…,'05,French,tresfilhetaslabarcaviratantquevire…balbelettes#
m3pp_2234,5831,2,178,Something or Nothing,Uriah Heep,Free Me,'95,English,somethingornothingfreemeuriahheep#
m3pp_2235,5833,10,257,"Et lite, stort mirakel",Trygve Dammann,Klar,'07,Norwegian,etlitestortmirakelklartrygvedammann#
m3pp_2236,482,2,79,Anormale,I Melt,Bravi ragazzi,'97,Italian,anormalebraviragazziimelt#
m3pp_2237,2083,9,331,"Prelude And Fugue In A Minor, BWV 894: Prelude",Johann Sebastian Bach,"The Complete Keyboard Works Of J.S. Bach On Concord Concerto, Volume 15: Fantasias, Preludes, Fugues and Fughettas (Joao Carlos Martins)",,,preludeandfugueinaminorbwv894preludethecompletekeyboardworksofjsbachonconcordconcertovolume15fantasiaspreludesfuguesandfughettasjohannsebastianbach#
m3pp_2238,5837,7,212,Féline,Gueules D'Aminche,C'est la vie,'13,French,félinecestlaviegueulesdaminche#
m3pp_2239,8173,6,-1,Street Mix,Chyno Nyno,The Underdog: El Subestimado,'05,Spanish,streetmixtheunderdogelsubestimadochynonyno#
m3pp_2240,5841,18,238,X-Files Theme,Triple X,Central Energy 3,'05,English,xfilesthemecentralenergy3triplex#
m3pp_2241,5842,A3,303,Kultūristu svings,Odis,Sātana radītā,'89,Latvian,kultūristusvingssātanaradītāodis#
m3pp_2242,5242,9,222,Circus Maximus,Clutch,Robot Hive / Exodus,'06,English,circusmaximusrobothiveexodusclutch#
m3pp_2243,8874,2,376,Soyus 7 (Solid State mix),Digiband,Soyus 7 / Swing,'97,English,soyus7soyus7swingdigiband#
m3pp_2244,5849,3,208,Star A.D.,Mechanical Poet,Ghouls,'08,English,staradghoulsmechanicalpoet#
m3pp_2245,5855,7,171,Ain't That Good News,Nerissa & Katryna Nields,Sister Holler,'07,English,aintthatgoodnewssisterhollernerissa&katrynanields#
m3pp_2246,5857,4,126,Santa Claus Is Coming to Town (instrumental),[Disney],Disney's Karaoke Series: Christmas Favorites,'04,English,santaclausiscomingtotowndisneyskaraokeserieschristmasfavoritesdisney#
m3pp_2247,2715,6,225,The Journey,Steve Hackett,Hungarian Horizons: Live in Budapest,'03,Engilsh,thejourneyhungarianhorizonsliveinbudapeststevehackett#
m3pp_2248,363,1,-1,Na full,B.R.O,High School,'13,Polish,nafullhighschoolbro#
m3pp_2249,5865,13,316,Cinnamon Girl,Neil Young,Goodbye Waterface,,English,cinnamongirlgoodbyewaterfaceneilyoung#
m3pp_2250,7806,8,274,The Black,Before the Dawn,4:17 am,'04,English,theblack417ambeforethedawn#
m3pp_2251,5875,4,288,Out of the Blue,Roxy Music,Country Life,'00,English,outofthebluecountryliferoxymusic#
m3pp_2252,2660,11,272,Build Your Love,Alison Limerick,With a Twist,'94,Egnlish,buildyourlovewithatwistalisonlimerick#
m3pp_2253,5878,8,293,Will the Circle Be Unbroken,Nitty Gritty Dirt Band,"Treasury of Bluegrass, Volume 2",,English,willthecirclebeunbrokentreasuryofbluegrassvolume2nittygrittydirtband#
m3pp_2254,865,7,157,Nice Work If You Can Get It,Frank Sinatra & Count Basie,Sinatra-Basie: An Historic Musical First,,English,niceworkifyoucangetitsinatrabasieanhistoricmusicalfirstfranksinatra&countbasie#
m3pp_2255,5886,10,180,Stick Up Kids,Wu-Block feat. Jadakiss,Wu-Block,'12,English,stickupkidswublockwublockfeatjadakiss#
m3pp_2256,5890,13,121,"String Trio, Op. 4 No. 1: II. Allegro assai",Frank zappa,Francesco Zappa,'12,English,stringtrioop4no1iiallegroassaifrancescozappafrankzappa#
m3pp_2257,2821,14,211,Chica Bomb,Dan Bălan,NRJ Summer Hits Only 2010,'10,[Multiuple languages],chicabombnrjsummerhitsonly2010danbălan#
m3pp_2258,809,2,397,Dancing in the Sun,George Howard,Dancing in the Sun,'85,Eenglish,dancinginthesungeorgehowarddancinginthesun
m3pp_2259,3106,1,178,Are you happy now?,上木彩矢,Are you happy now?,'08,Japanese,areyouhappynow上木彩矢areyouhappyhappynow
m3pp_2260,9841,7,241,Orichlacon,Ikazuchi Shirubi,Warsoul,'11,English,orichlaconwarsoulikazuchishirubi#
m3pp_2261,5900,13,317,Symphoman,William Sheller,Chemin de traverse,'05,French,symphomanchemindetraversewilliamsheller#
m3pp_2262,1013,1,35,Apache (intro),Shadows,The Final Tour,'04,English,apachethefinaltourshadows#
m3pp_2263,3157,1,390,Technotrance,D-Shake,Boccaccio Life,'96,English,technotranceboccacciolifedshake#
m3pp_2264,1847,4,-1,Konayuki Maifuru Kouen de * karaoke,富田麻帆,Mamoru-kun ni Megami no Shukufuku wo! OP Single – MA MO RU!,'06,Japanees,konayukimaifurukouende*karaokemamorukunnimegaminoshukufukuwoopsingle–mamoru富田麻帆#
m3pp_2265,5911,8,208,Elemental Synthesis,Arkai,Reflections Within Dissonance,'10,English,elementalsynthesisreflectionswithindissonancearkai#
m3pp_2266,5914,1,219,En enää vaieta mä voi,Yona,En enää vaieta mä voi,'14,Finnish,enenäävaietamävoiyonaenenäävaietamävoi
m3pp_2267,1566,1,352,Tres Bien (nouveau disco mix),Tigre,Remix,'03,,tresbienremixtigre#
m3pp_2268,3385,5,265,Endless Love,Diana Ross & Lionel Richie,"Motown 50: Yesterday, Today, Forever (Japan Edition)",'08,English,endlesslovemotown50yesterdaytodayforeverdianaross&lionelrichie#
m3pp_2269,5919,6,244,İlk Nurumsun (Haram),Kibariye,Kül Kedisi,'95,Turkish,i̇lknurumsunkülkedisikibariye#
m3pp_2270,4505,20,161,Groove Juice Special,Slim & Slam,The Groove Juice Special,'96,English,groovejuicespecialthegroovejuicespecialslim&slam#
m3pp_2271,2645,5,277,לב זהב,דניאל סלומון,ניאל סלומון,,Hebrew,לבזהבניאלסלומוןדניאלסלומון#
m3pp_2272,5923,11,148,[untitled],神神聖かまってちゃん,楽しいね,'12,Japanese,untitled楽しいね神神聖かまってちゃん#
m3pp_2273,5895,3,189,Waiting for Satie,NaNuchKa,Mediterranean,'08,English,waitingforsatiemediterraneannanuchka#
m3pp_2274,5925,42,30,Switchblade 5 (30),Barie Gledden & Kes Loy & Richard Kimmings,"Punk, Rock",'09,English,switchblade5punkrockbariegledden&kesloy&richardkimmings#
m3pp_2275,5025,6,277,Wir Haben uns gerade noch gefehlt,Grossstadtgeflüster,"Oh, ein Reh!",'13,German,wirhabenunsgeradenochgefehltoheinrehgrossstadtgeflüster#
m3pp_2276,5930,3,219,La Veuve Clicquot,Brigitte Fontaine,Rue Saint Louis en l'Île,unk.,French,laveuveclicquotruesaintlouisenlîlebrigittefontaine#
m3pp_2277,8688,1 5,217,Bonified Alcoholik Music Making Muthfucka,Angerfist,A Nightmare in Rotterdam,'04,English,bonifiedalcoholikmusicmakingmuthfuckaanightmareinrotterdamthelegendreturnsangerfist#
m3pp_2278,6586,15,279,Tampereen aamu,Juice Leskinen Grand Slam,"Boogieteorian alkeet peruskoulun ala-astetta varten, lyhyt oppimäärä",'88,Finnish,tampereenaamuboogieteorianalkeetperuskoulunalaastettavartenlyhytoppimääräjuiceleskinengrandslam#
m3pp_2279,169,14,52,Gorrendously Mutilated,Agoraphobic Nosebleed,"Bestial Machinery Discography, Volume 1",'05,English,gorrendouslymutilatedbestialmachinerydiscographyvolume1agoraphobicnosebleed#
m3pp_2280,6345,5,235,Vampyr: Throne of the Beast,Black Funeral,Vampyr: Throne of the Beast,'05,English,vampyrthroneofthebeastblackfuneralvampyrthronneofthebeast
m3pp_2281,5942,10,168,What's my destiny Dragon Ball,Cristina D'Avena,"Fivelandia, Volume 18",,Italian,whatsmydestinydragonballfivelandiavolume18cristinadavena#
m3pp_2282,5944,3,124,El viejo amor,New York Tango Jam Session,Berretineando,,SpaDnish,elviejoamorberretineandonewyorktangojamsession#
m3pp_2283,2529,23,207,Parradise,E-Type,Absolute Schlager,'10,[Multiple languages],parradiseabsoluteschlageretype#
m3pp_2284,7641,5,245,Silver Star of Bologna,Penguin Cafe Orchestra,Oskar und Leni,'99,English,silverstarofbolognaoskarundlenipenguincafeorchestra#
m3pp_2285,5952,2,340,If I Were a Rich Man,Topol,Songs From the Musicals,'97,English,ifiwerearichmansongsfromthemusicalstopol#
m3pp_2286,5953,1,225,Lonely Nation,SwitCchfoot,Nothing Is Sound,'05,English,lonelynationnothingissoundswitcchfoot#
m3pp_2287,5830,15,312,Fancy Colors,Chicago,"Group Portrait, Volume 1",'95,English,fancycolorsgroupportraitvolume1chicago#
m3pp_2288,5956,6,102,Shampooing révélateur 1,Khaled Mouzanar,Caramel,'07,[Multiple languages],shampooingrévélateur1caramelkhaledmouzanar#
m3pp_2289,3656,10,166,Two Questions for Each Answer,Married to Music,Sweet Kicking and Screaming,,E.,twoquestionsforeachanswersweetkickingandscreamingmarriedtomusic#
m3pp_2290,5960,20,22,End Title,Cyril Mockridge,How to Marry a Millionaire,'01,English,endtitlehowtomarryamillionairecyrilmockridge#
m3pp_2291,591,8,27,What Child Is This?,D.W. Read,"Yaytime for Christmas, Volume 1",,English,whatchildisthisyaytimeforchristmasvolume1dwread#
m3pp_2292,5968,unk.,208,瞳ノ翼 (Instrumental),access,瞳ノ翼 (Instrumental),'07,Japanese,瞳ノ翼access瞳ノ翼
m3pp_2293,8861,B2,236,Imitation of Life,R.E.M.,ReveaJl,'01,English,imitationoflifereveajlrem#
m3pp_2294,5976,7,-1,Rhythm Research,Bob Holroyd,Altered States,,English,rhythmresearchalteredstatesbobholroyd#
m3pp_2295,3051,6,240,Millennium,Robbie Williams,Robbie Williams Hit Collection 2000,,English,millenniumrobbiewilliamshitcollection2000robbiewilliams#
m3pp_2296,8407,6,201,Everybody Wants to Rule the World,Inigo Byrne,My World,,English,everybodywantstoruletheworldmyworldinigobyrneunknown
m3pp_2297,681,17,301,Through the Fire and Flames,DragonForce,Sleeveless: A Purevolume Digital Collection,'06,English,throughthefireandflamessleevelessapurevolumedigitalcollectiondragonforce#
m3pp_2298,5991,16,130,Your Molecular Structure,Mose Allison,The Best of Mose Allison,'88,English,yourmolecularstructurethebestofmoseallisonmoseallison#
m3pp_2299,5994,6,392,En Kold Fra Kassen,Ibrahim-Electric,Ibrahim Electric Meets Ray Anderson Again,'07,[Multiple languages],enkoldfrakassenibrahimelectricmeetsrayandersonagainibrahimelectric#
m3pp_2300,6001,7,143,Cowboys and Astronauts,Stonedigger,A Collection of Headphone Songs,,English,cowboysandastronautsacollectionofheadphonesongsstonedigger#
m3pp_2301,6004,3,334,Subdivisions,Rush,Signals,'90,English,subdivisionssignalsrush#
m3pp_2302,8049,1,225,Gone Dead Train,Nazareth,Nazology,'02,English,gonedeadtrainnazologynazareth#
m3pp_2303,6008,2,221,Circles,Soul Coughing,107.7 The End: End Sessions,'98,English,circles1077theendendsessionssoulcoughing#
m3pp_2304,6012,B1,-1,TV-Heaven (The House One),SubCulture,TV-Heaven (The House One),'94,English,tvheavensubculturetvheaven
m3pp_2305,6013,11,180,Little Gnat,Rorschach Garden,The Rorschach Garden,'04,English,littlegnattherorschachgardenrorschachgarden#
m3pp_2306,6014,14,238,"Concerto in D major, K. 412: Rondo",Wolfgang Amadeus Mozart,Allegro,,English,concertoindmajork412rondoallegrocompletewindconcertiwolfgangamadeusmozart#
m3pp_2307,5012,11,183,Suite orientable,Yankele,Paris Klezmer,'07,[Multiple languages],suiteorientableparisklezmeryankele#
m3pp_2308,6015,8,-1,Stuck Down a Mineshaft,Milwaukee Youth Center Choir,Song Fight! Stuck Down a Mineshaft,'02,English,stuckdownamineshaftsongfightstuckdownamineshaftmilwaukeeyouthcenterchoir#
m3pp_2309,6017,4,208,Ideme ďalej,Zverina,Svetlo v tme,'05,Slovak,idemeďalejsvetlovtmezverina#
m3pp_2310,6021,10,290,Dangerous,Niccademus,Niccademus,,,dangerousniccademusniccademus#
m3pp_2311,8414,6,-1,Popscene,Blur,"1997-11-28: The Point, Dublin, Ireland, UK",,English,popscene19971128thepointdublinirelandukblur#
m3pp_2312,6027,34,-1,dragon fie whooshes,[unknown],Historical Series Vol.6,,English,dragonfiewhoosheshistoricalseriesvol6unknown#
m3pp_2313,6030,B5,-1,In the Heart,Opposition,Intimacy,'83,English,intheheartintimacyopposition#
m3pp_2314,9778,5,259,Mechanical Advantage,Deepspace 5,"Unique, Just Like Everyone Else",'05,English,mechanicaladvantageuniquejustlikeeveryoneelsedeepspace5#
m3pp_2315,6036,3,148,Topaz,Antonelli,The Blackout Quintet,'05,English,topaztheblackoutquintetantonelli#
m3pp_2316,1744,12,-1,Обернитесь,Григорий Лепс,Пенсне,'11,Russian,обернитесьпенснегригорийлепс#
m3pp_2317,6041,A,-1,Creeper,DJ_Zinc_feat._Dynamite_MC,Drop Beats Not Bombs,'05,Englsih,creeperdropbeatsnotbombsdjzincfeatdynamitemc#
m3pp_2318,4289,16,112,地球は人物陳列室,光宗信吉,UTENA La Fillette Révolutionnaire Complete CD-BOX,'08,Japanees,地球は人物陳列室utenalafilletterévolutionnairecompletecdbox光宗信吉#
m3pp_2319,2510,14,-1,I Threw It All Away,Bob Dylan,The Oxford American,'13,English,ithrewitallawaytheoxfordamericansouthernmusiccd#15bobdylan#
m3pp_2320,9943,5,198,Missin' You Crazy,Jon Pardi,Write You A Song,'14,English,missinyoucrazywriteyouasongjonpardi#
m3pp_2321,6045,1,247,One Day (Live),Caro Emerald,One Day (Live),,,onedaycaroemeraldlive
m3pp_2322,6048,7,223,Another Day,Galaxie 500,On Fire,'08,English,anotherdayonfiregalaxie500#
m3pp_2323,3605,15,214,Absolute Perfection,Pato Banton,Greensleeves Sampler 2,'88,English,absoluteperfectiongreensleevessampler2patobanton#
m3pp_2324,9378,12,161,Mond,Rob & Chris feat. Sandberg,"Kontor: House of House, Volume 15",'12,English,mondkontorhouseofhousevolume15rob&chrisfeatsandberg#
m3pp_2325,6066,2,348,"Götterdämmerung: Act III, Scene I. ""Mein Schwert zerschwang einen Speer"" (Siegfried, Flosshilde, Woglinde, Wellgunde)",Richard Wagner,Der Ring des Nibelungen (Metropolitan Opera Orchestra and Chorus feat. conductor: James Levine),'06,Ennglish,götterdämmerungactiiisceneimeinschwertzerschwangeinenspeerrichardwagner#
m3pp_2326,6067, 9,107,Sayonara,2 Sick Monkeys,Less Is More... More or Less,'12,English,sayonaralessismoremoreorless2sickmonkeys#
m3pp_2327,6068,5,294,mama said〜ハタラキッパ〜,KICK THE CAN CREW,Magic Number,,Japanese,mamasaid〜ハタラキッパ〜magicnumberkickthecancrew#
m3pp_2328,9519,35,31,Tuff Titty Rap,Ciccone Youth,"Big Songs for Little Attention Spans, Volume 2",'04,English,tufftittyrapbigsongsforlittleattentionspansvolume2cicconeyouth#
m3pp_2329,6076,5,154,Kom over de brug,Helma & Selma,"Marina, 50 Hits uit de jaren'50",'03,Dutch,komoverdebrugmarina50hitsuitdejaren50helma&selma#
m3pp_2330,6077,17,88,Massacre,Mark Isham,The Public Eye,'92,English,massacrethepubliceyemarkisham#
m3pp_2331,6997,19,159,I'm Going to Make Heaven My Home,Lester Flatt & Earl Scruggs,Bluegrass Bonanza,'01,English,imgoingtomakeheavenmyhomebluegrassbonanzalesterflatt&earlscruggs#
m3pp_2332,6078,10,295,Feels,Heart,The Collection,'05,English,feelsthecollectionheart#
m3pp_2333,6081,7,244,It's the End of the World as We Know It (and I Feel Fine),R.E.M.,Earthrise: The Rainforest Album,'92,English,itstheendoftheworldasweknowitearthrisetherainforestalbumrem#
m3pp_2334,2419,6,252,Here I Am (Come and Take Me),Al Green,The Definitive Greatest Hits,'07,nEglish,hereiamthedefinitivegreatesthitsalgreen#
m3pp_2335,6086,36,30,Crystal Image (30 second version),John Young,Scientific Breakthrough,,English,crystalimagescientificbreakthroughjohnyoung#
m3pp_2336,7532,27,357,Left to Die (live),Chuck Schuldiner,Zero Tolerance II,'04,English,lefttodiezerotoleranceiichuckschuldiner#
m3pp_2337,6092,6,258,Laughing,Guess Who,Running Back Thru Canada,'00,English,laughingrunningbackthrucanadaguesswho#
m3pp_2338,1546,19,173,En lille stribe solskin,Tommy Seebach,100 Go'e,'03,Danish,enlillestribesolskin100goetommyseebach#
m3pp_2339,8728,3,383,Medicine Man,Agent Caine,Chillout Fourever,'97,English,medicinemanchilloutfoureveragentcaine#
m3pp_2340,8744,6,283,Givin' It Up (feat. Trez of Rare Blend),Pau Hana,Return With Honour,,,givinitupreturnwithhonourpauhana#
m3pp_2341,6096,15,110,If You Gotta Go,Flying Burrito Brothers,The Gilded alace of Sin / Burrito Deluxe,'97,E.,ifyougottagothegildedalaceofsinburritodeluxeflyingburritobrothers#
m3pp_2342,6098,10,211,You Ready for Me,Maxi Priest,Man With the Fun,'96,English,youreadyformemanwiththefunmaxipriest#
m3pp_2343,6099,7,335,Lucky an,Greg Lake,Greg Lake,,English,luckyangreglakegreglake#
m3pp_2344,6100,3,276,Risa (x Emisor),Babasónicos,Mezclas infame,,Spanish,risamezclasinfamebabasónicos#
m3pp_2345,6106,5,249,Travel Light,Quazar,21 Hours,'99,English,travellight21hoursquazar#
m3pp_2346,6108,12,139,Larry Davis,Michael Millions,Ghost of $20 Bills,'14,English,larrydavisghostof$20billsmichaelmillions#
m3pp_2347,5369,A6,328,Largo From Xerxes,George Frideric Handel,Classical Favourites,'77,English,largofromxerxesclassicalfavouritesgeorgefriderichandel#
m3pp_2348,7014,8,186,I Come for Your Children,Skumlove,Songs of Lust and Corrosion,'08,English,icomeforyourchildrensongsoflustandcorrosionskumlove#
m3pp_2349,3755,5,161,Pigmalion,Astor Piazzolla,Hommage a Astor Piazzolla,,[Multiple languages],pigmalionhommageaastorpiazzollaastorpiazzolla#
m3pp_2350,8758,5,274,Christmas,Who,Tommy,'93,english,christmastommywho#
m3pp_2351,6328,7,199,Aguaenvenenabendita,Pa'ella Virgen,As ecas,'04,Spanish,aguaenvenenabenditaasecaspaellavirgen#
m3pp_2352,6125,4,221,Couples,Tyrades,Tyrades,'03,English,couplestyradestyrades#
m3pp_2353,2287,A,-1,Rumours,Hot Chocolate,Rumours,'73,English,rumourshotchocolaterumours
m3pp_2354,6127,8,217,Waste of Time,Baby Animals,Baby Animals,'92,English,wasteoftimebabyanimalsbabyanimals#
m3pp_2355,6133,7,69,闇に笑ふ,服部隆之,The スレイヤーズ: Motion Picture,'95,Japanese,闇に笑ふtheスレイヤーズmotionpicture服部隆之#
m3pp_2356,6135,9,591,Anna's Empty Conscious for the Blessed,I Hate Sally,Don't Worry Lady,'07,Engliish,annasemptyconsciousfortheblesseddontworryladyihatesally#
m3pp_2357,208,2,219,This Is Ponderous (remix),2NU,Command Z,,English,thisisponderouscommandz2nu#
m3pp_2358,6138,12,243,Oh mama,Jeanne Mas,L'Essentiel,'04,French,ohmamalessentieljeannemas#
