ids,label,rewo_base,cdi_base,rewo_brand,cdi_brand,rewo_capacity,cdi_capacity,rewo_category,cdi_category,rewo_cluster_id,cdi_cluster_id,rewo_color,cdi_color,rewo_finish,cdi_finish,rewo_height,cdi_height,rewo_id,cdi_id,rewo_material,cdi_material,rewo_product_type,cdi_product_type,rewo_shape,cdi_shape,rewo_style,cdi_style,rewo_title,cdi_title
rewo_3872_cdi_150,1,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,202406,202406,'plus cabinet base 22',,'nsf','stainless steel' 'nsf',,'735.00 ',rewo_3872,cdi_150,'burner front' 'stainless steel','burner front left' 'battery','burners in','burners' 'shelf 6 adjustable','restaurant' 'oven','restaurant',,'oven'," "" 4484ac-7r range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_10398_cdi_888,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,,,,508120,1186618,,'restaurant range gas','nsf','nsf',,'1075.00 ',rewo_10398,cdi_888,'stainless steel','front' 'battery','burners' 'standard grates','burners rear' 'left wavy grates standing pilot standing pilot 1' 'shelf 6 adjustable','restaurant range gas',,,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4603cc-3tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_11002_cdi_888,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,,,,534369,1186618,'ultimate' 'plus cabinet base standing pilot','restaurant range gas','nsf','nsf',,'1075.00 ',rewo_11002,cdi_888,'stainless steel','front' 'battery','standard grates','burners rear' 'left wavy grates standing pilot standing pilot 1' 'shelf 6 adjustable',,,'restaurant' 'oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4601dc-2cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_26179_cdi_888,1,,'(1) standard oven (1) convection oven',southbend,southbend,,,'front',,1186618,1186618,,'restaurant range gas','nsf','nsf',,'1075.00 ',rewo_26179,cdi_888,,'front' 'battery',,'burners rear' 'left wavy grates standing pilot standing pilot 1' 'shelf 6 adjustable','restaurant',,'with wavy grates' 'standard and 1 convection' 'oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4602ad-5r range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_10398_cdi_367,1,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,,508120,508120,,'ultimate','nsf','nsf',,'1075.00 ',rewo_10398,cdi_367,'stainless steel',,'burners' 'standard grates','standard grates','restaurant range gas',,,'restaurant'," "" 4603cc-3tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_22184_cdi_367,0,'standard','(2) cabinets',southbend,southbend,,,,,1024087,508120,,'ultimate','nsf','nsf',,'1075.00 ',rewo_22184,cdi_367,,,'left thermostatic','standard grates','restaurant',,'with wavy grates','restaurant'," "" 4602dd-4tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_3872_cdi_969,0,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,'front',202406,1285259,'plus cabinet base 22',,'nsf','nsf',,'1075.00 ',rewo_3872,cdi_969,'burner front' 'stainless steel','pyromax burners' 'battery','burners in','rear' 'shelf 6 adjustable','restaurant' 'oven','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4484ac-7r range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_10505_cdi_969,0,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,'front',513653,1285259,,,'legs' 'nsf','nsf',,'1075.00 ',rewo_10505,cdi_969,'stainless steel','pyromax burners' 'battery','saute burners' 'standard grates','rear' 'shelf 6 adjustable','restaurant','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4603cc-4gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_38430_cdi_969,0,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,'front',1682746,1285259,'plus cabinet base 22',,'nsf','nsf',,'1075.00 ',rewo_38430,cdi_969,'2 star saute burners' 'left standing pilot' 'stainless steel','pyromax burners' 'battery','burners in','rear' 'shelf 6 adjustable','restaurant' 'oven','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front'," "" 4483ac-7l range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_28612_cdi_969,1,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,'front','front',1285259,1285259,'ultimate' 'plus cabinet base',,'nsf','nsf',,'1075.00 ',rewo_28612,cdi_969,'stainless steel','pyromax burners' 'battery',,'rear' 'shelf 6 adjustable','pyromax rear','restaurant','restaurant' 'oven','oven' 'flue riser with shelf stainless steel' 'front'," "" 4605dc-2tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_11002_cdi_386,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,534369,534369,'ultimate' 'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_11002,cdi_386,'stainless steel','battery','standard grates','standard grates' 'shelf 6 adjustable',,,'restaurant' 'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4601dc-2cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_41743_cdi_386,0,'left thermostatic' 'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1811670,534369,'plus cabinet base','ultimate','nsf','nsf',,'1075.00 ',rewo_41743,cdi_386,'stainless steel','battery','saute burners' 'standard grates standing pilot','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4483dc-3tl range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_28454_cdi_964,1,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1278322,1278322,'plus cabinet base standing pilot','burners' 'front right 2','nsf','stainless steel' 'nsf',,'1075.00 ',rewo_28454,cdi_964,'oven' 'stainless steel','saut burners' 'battery','saute burners','burners rear' 'shelf 6 adjustable','restaurant','restaurant','in rear','rear right standing pilot 1 convection oven'," "" 4604ac-6l range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_22184_cdi_760,1,'standard','standard ovens' '(2) standard ovens',southbend,southbend,,'48 griddle',,,1024087,1024087,,,'nsf','nsf',,'1075.00 ',rewo_22184,cdi_760,,'left thermostatic' 'battery' 'oven','left thermostatic','wavy grates','restaurant','restaurant','with wavy grates','per'," "" 4602dd-4tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_18855_cdi_760,0,'left thermostatic','standard ovens' '(2) standard ovens',southbend,southbend,,'48 griddle',,,884105,1024087,'ultimate',,'stainless steel' 'nsf','nsf',,'1075.00 ',rewo_18855,cdi_760,,'left thermostatic' 'battery' 'oven',,'wavy grates',,'restaurant','restaurant' 'with wavy grates standing pilot' 'oven base','per'," "" 4482ee-3tl range, 48"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_26117_cdi_116,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven electric',southbend,southbend,,,,,1183824,148724,'plus cabinet base','ultimate','nsf','stainless steel' 'nsf',,'660.00 ',rewo_26117,cdi_116,'stainless steel',,'standard grates standing pilot','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant'," "" 4483dc-3tr range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20728_cdi_116,0,,'flue riser with shelf' '(1) convection oven electric',southbend,southbend,,,,,965095,148724,,'ultimate','duty shelf' 'stainless steel' 'nsf','stainless steel' 'nsf',,'660.00 ',rewo_20728,cdi_116,,,'saute burners' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant'," "" 4483ee-2cr range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_39785_cdi_116,0,'convection oven' 'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven electric',southbend,southbend,'standing pilot',,,,1735889,148724,'restaurant range gas','ultimate','legs' 'nsf','stainless steel' 'nsf',,'660.00 ',rewo_39785,cdi_116,'stainless steel',,'saute burners','standard grates' 'shelf 6 adjustable',,,'in rear','restaurant'," "" 4604aa-6r range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_2822_cdi_116,1,,'flue riser with shelf' '(1) convection oven electric',southbend,southbend,,,,,148724,148724,,'ultimate','nsf','stainless steel' 'nsf',,'660.00 ',rewo_2822,cdi_116,,,'standard grates' 'left thermostatic','standard grates' 'shelf 6 adjustable','restaurant',,'oven base standing pilot' 'csa','restaurant'," "" h4361a-2tl range, 36"" restaurant, gas/electric""@en gas/electric | 30"" - heavy duty gas range""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_215_cdi_1423,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,'front','front',11600,1808366,'plus cabinet base standing pilot','ultimate','legs' 'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_215,cdi_1423,'stainless steel','pyromax burners' 'battery',,'rear' 'shelf 6 adjustable','restaurant',,'with wavy grates' 'oven','restaurant' 'oven'," "" 4602ac-5r range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_23178_cdi_1423,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,'front',1064295,1808366,'plus cabinet base standing pilot','ultimate','nsf','stainless steel' 'nsf',,'1075.00 ',rewo_23178,cdi_1423,'stainless steel','pyromax burners' 'battery','burners','rear' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven'," "" 4607dc-2gr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_41654_cdi_1423,1,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,'front','front',1808366,1808366,'plus cabinet base standing pilot','ultimate','nsf','stainless steel' 'nsf',,'1075.00 ',rewo_41654,cdi_1423,'stainless steel','pyromax burners' 'battery',,'rear' 'shelf 6 adjustable','restaurant' 'pyromax rear',,'oven','restaurant' 'oven'," "" 4605ac-2cl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_23613_cdi_3443,0,'flue riser with heavy duty shelf','(1) cabinet',southbend,southbend,,,,,1080361,6095231,'plus cabinet base standing pilot',,'nsf','nsf',,'475.00 ',rewo_23613,cdi_3443,'stainless steel','back','burners','shelf 6 adjustable','restaurant','restaurant','oven','in' 'grates standing pilot 1 cabinet base' 'flue riser with shelf stainless steel' 'front'," "" 4607ac-2cr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_53782_cdi_3443,1,,'(1) cabinet',southbend,southbend,,,,,6095231,6095231,'back with standard grates cabinet base 22',,'stainless steel' 'nsf','nsf',,'475.00 ',rewo_53782,cdi_3443,,'back','duty shelf','shelf 6 adjustable','restaurant','restaurant','in','in' 'grates standing pilot 1 cabinet base' 'flue riser with shelf stainless steel' 'front'," "" 4244c range, 24"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_23613_cdi_5034,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1080361,9845926,'plus cabinet base standing pilot',,'nsf','nsf',,'1075.00 ',rewo_23613,cdi_5034,'stainless steel','battery','burners','wavy grates' 'shelf 6','restaurant',,'oven','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4607ac-2cr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_23613_cdi_808,1,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1080361,1080361,'plus cabinet base standing pilot',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_23613,cdi_808,'stainless steel','battery','burners','burners' 'shelf 6 adjustable','restaurant','restaurant','oven','oven'," "" 4607ac-2cr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_26226_cdi_808,0,'pyromax rear' 'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1188776,1080361,'restaurant range gas' 'plus cabinet base standing pilot',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_26226,cdi_808,'stainless steel','battery','saute burners','burners' 'shelf 6 adjustable',,'restaurant','oven','oven'," "" 4606ac-2tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_23923_cdi_808,0,'flue riser with heavy duty shelf','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,1093898,1080361,'plus cabinet base',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_23923,cdi_808,'stainless steel','battery','saute burners' 'standard grates standing pilot' 'left thermostatic','burners' 'shelf 6 adjustable',,'restaurant','restaurant' 'oven','oven'," "" 4483dc-2tl range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_30717_cdi_971,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1372682,1288275,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_30717,cdi_971,'back' 'stainless steel','saut burners' 'battery','standard grates','left thermostatic' 'shelf 6 adjustable','restaurant' 'oven',,'burners' 'in','restaurant' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604dc-3tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_2317_cdi_971,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,123535,1288275,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_2317,cdi_971,'stainless steel','saut burners' 'battery','standard grates','left thermostatic' 'shelf 6 adjustable','oven',,'restaurant' 'burners' 'in rear','restaurant' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604dc-3cr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_28682_cdi_971,1,'left thermostatic' 'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1288275,1288275,'restaurant range gas' 'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_28682,cdi_971,'stainless steel','saut burners' 'battery','saute burners','left thermostatic' 'shelf 6 adjustable',,,'in rear' 'oven','restaurant' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604dc-2tl range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_36389_cdi_971,0,'cabinet base' 'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1598804,1288275,'back standard grates','ultimate','legs' 'nsf','nsf',,'1075.00 ',rewo_36389,cdi_971,'stainless steel','saut burners' 'battery','saute burners' 'left thermostatic','left thermostatic' 'shelf 6 adjustable','restaurant range gas',,,'restaurant' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604cc-4tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_30717_cdi_1040,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1372682,1372682,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_30717,cdi_1040,'back' 'stainless steel','battery','standard grates','standard grates' 'shelf 6 adjustable','restaurant' 'oven',,'burners' 'in','restaurant' 'burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604dc-3tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_69790_cdi_1040,0,'flue riser with heavy duty shelf' 'standard oven & cabinet','(1) standard oven (1) cabinet',southbend,southbend,,,,,11566859,1372682,'plus cabinet base','ultimate','nsf','nsf',,'1075.00 ',rewo_69790,cdi_1040,'stainless steel','battery',,'standard grates' 'shelf 6 adjustable','oven',,'restaurant','restaurant' 'burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 448dc-4g range, 48"" restaurant, gas""@en ""  range restaurant gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_34038_cdi_1040,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,'front',,1504975,1372682,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_34038,cdi_1040,'stainless steel','battery','saute burners','standard grates' 'shelf 6 adjustable','restaurant' 'oven',,,'restaurant' 'burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4603dc-5l range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_47565_cdi_4819,0,'flue riser with heavy duty shelf','(1) standard oven electric',southbend,southbend,,,,,3976500,9315588,'ultimate' 'plus cabinet base','ultimate','legs' 'nsf','stainless steel' 'nsf',,'660.00 ',rewo_47565,cdi_4819,'front' 'back' 'stainless steel',,,'saut burners' 'shelf 6 adjustable',,'back','restaurant' 'in' 'grates standing pilot 1 standard' 'oven','restaurant' 'grates standing pilot 1 electric hybrid standard' 'oven' 'includes 1 rack'," "" 4484dc range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_47565_cdi_6664,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,3976500,13714802,'ultimate' 'plus cabinet base','ultimate','legs' 'nsf','nsf',,'1075.00 ',rewo_47565,cdi_6664,'front' 'back' 'stainless steel','stainless steel',,'burners' 'shelf 6 adjustable',,,'restaurant' 'in' 'grates standing pilot 1 standard' 'oven','restaurant' 'oven with battery'," "" 4484dc range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_10344_cdi_1429,0,'flue riser with heavy duty shelf','left thermostatic' '(1) standard oven (1) cabinet',southbend,southbend,,,,,505775,1811670,'restaurant range gas' 'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_10344,cdi_1429,'stainless steel','battery','saute burners' 'standard grates standing pilot','standard grates' 'shelf 6 adjustable',,,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4483dc-2gr range, 48"" restaurant, gas""@en restaurant ""  range gas | heavy duty range""@en","ultimate restaurant range "" | culinary depot"""
rewo_41743_cdi_1429,1,'left thermostatic' 'flue riser with heavy duty shelf','left thermostatic' '(1) standard oven (1) cabinet',southbend,southbend,,,,,1811670,1811670,'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_41743,cdi_1429,'stainless steel','battery','saute burners' 'standard grates standing pilot','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4483dc-3tl range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20915_cdi_1037,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,972936,1367788,'back' 'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_20915,cdi_1037,'left standing pilot 1' 'stainless steel','battery','saute','standard grates' 'shelf 6 adjustable','restaurant' 'oven',,'in','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4484dc-5r range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_13507_cdi_1037,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,644229,1367788,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'735.00 ',rewo_13507,cdi_1037,'stainless steel','battery',,'standard grates' 'shelf 6 adjustable','restaurant',,'with wavy grates' 'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4602dc-7r range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_30575_cdi_1037,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1367788,1367788,'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_30575,cdi_1037,'stainless steel','battery','standard grates standing pilot','standard grates' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4481dc-3gr range, 48"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20915_cdi_554,0,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,972936,792125,'back' 'plus cabinet base',,'nsf','left standing pilot 2 cabinets' 'stainless steel' 'nsf',,'1075.00 ',rewo_20915,cdi_554,'left standing pilot 1' 'stainless steel',,'saute','wavy grates' 'shelf 6 adjustable','restaurant' 'oven',,'in','restaurant'," "" 4484dc-5r range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_34471_cdi_554,0,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,1522333,792125,'plus cabinet base standing pilot',,'nsf','left standing pilot 2 cabinets' 'stainless steel' 'nsf',,'1075.00 ',rewo_34471,cdi_554,'stainless steel',,'saute burners','wavy grates' 'shelf 6 adjustable','restaurant range gas' 'oven',,,'restaurant'," "" 4603dc-2gr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_16807_cdi_554,1,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,,,,792125,792125,,,'nsf','left standing pilot 2 cabinets' 'stainless steel' 'nsf','22 1','1075.00 ',rewo_16807,cdi_554,'stainless steel',,'burners','wavy grates' 'shelf 6 adjustable','restaurant',,'with wavy grates','restaurant'," "" 4602cc-7l range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20915_cdi_1265,0,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,972936,1624733,'back' 'plus cabinet base','ultimate','nsf','nsf',,'1075.00 ',rewo_20915,cdi_1265,'left standing pilot 1' 'stainless steel','battery','saute','burners' 'shelf 6 adjustable','restaurant' 'oven',,'in','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4484dc-5r range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_37018_cdi_1265,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,,1624733,1624733,'plus cabinet base standing pilot','ultimate','nsf','nsf',,'1075.00 ',rewo_37018,cdi_1265,'stainless steel','battery','burners','burners' 'shelf 6 adjustable','restaurant',,'oven','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4607dc-2tl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_20915_cdi_712,1,'flue riser with heavy duty shelf','(1) standard oven (1) cabinet',southbend,southbend,,,,'front',972936,972936,'back' 'plus cabinet base','ultimate','nsf','nsf',,'735.00 ',rewo_20915,cdi_712,'left standing pilot 1' 'stainless steel','battery','saute','burners rear' 'shelf 6 adjustable','restaurant' 'oven','left standing pilot 1 standard','in','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4484dc-5r range, 48"" restaurant, gas""@en restaurant gas | heavy duty range""@en ""  range","ultimate restaurant range "" | culinary depot"""
rewo_21931_cdi_296,0,'flue riser with heavy duty shelf','(1) standard oven (1) convection oven',southbend,southbend,,,,,1014465,403236,'restaurant range gas','ultimate','nsf','nsf',,'1075.00 ',rewo_21931,cdi_296,'back' 'stainless steel','battery','standard grates','burners' 'shelf 6 adjustable',,,'burners' 'in','restaurant' 'oven with battery' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4604aa-3gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_8093_cdi_296,1,,'(1) standard oven (1) convection oven',southbend,southbend,,,,,403236,403236,,'ultimate','legs' 'nsf','nsf',,'1075.00 ',rewo_8093,cdi_296,,'battery','burners','burners' 'shelf 6 adjustable','restaurant',,'standard and 1 convection' 'oven','restaurant' 'oven with battery' 'oven' 'flue riser with shelf stainless steel' 'front'," "" 4607ad-2gr range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_21931_cdi_1144,0,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,'48 griddle',,,1014465,1489183,'restaurant range gas',,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_21931,cdi_1144,'back' 'stainless steel',,'standard grates','wavy grates' 'shelf 6 adjustable',,'restaurant range gas','burners' 'in',," "" 4604aa-3gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_33640_cdi_1144,1,'flue riser with heavy duty shelf','flue riser with shelf' '(2) cabinets',southbend,southbend,,'48 griddle',,,1489183,1489183,,,'nsf','stainless steel' 'nsf',,'1075.00 ',rewo_33640,cdi_1144,'stainless steel',,'wavy grates' 'legs','wavy grates' 'shelf 6 adjustable',,'restaurant range gas',,," "" 4602cc-4tr range, 60"" restaurant, gas""@en ""  range restaurant","ultimate restaurant range "" | culinary depot"""
rewo_21931_cdi_4917,0,'flue riser with heavy duty shelf','(2) cabinets',southbend,southbend,,,,,1014465,9535487,'restaurant range gas','restaurant range gas','nsf','legs' 'nsf',,'1075.00 ',rewo_21931,cdi_4917,'back' 'stainless steel','stainless steel','standard grates','burners rear' 'shelf 6 adjustable',,,'burners' 'in','burners'," "" 4604aa-3gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_21931_cdi_751,1,'flue riser with heavy duty shelf','convection ovens' '(2) convection ovens',southbend,southbend,,,,,1014465,1014465,'restaurant range gas','per oven','nsf','nsf',,'1075.00 ',rewo_21931,cdi_751,'back' 'stainless steel','battery' 'stainless steel','standard grates','standard grates' 'shelf 6 adjustable',,'restaurant','burners' 'in','burners' 'rear'," "" 4604aa-3gl range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
rewo_49389_cdi_751,0,'flue riser with heavy duty shelf','convection ovens' '(2) convection ovens',southbend,southbend,,,,,4670568,1014465,'ultimate' 'plus cabinet base standing pilot','per oven','nsf','nsf',,'1075.00 ',rewo_49389,cdi_751,'stainless steel','battery' 'stainless steel','burners' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant' 'oven','restaurant','in rear','burners' 'rear'," "" 4604ac range, 60"" restaurant, gas""@en restaurant ""  range","ultimate restaurant range "" | culinary depot"""
