Brand_x,Brand_y,Color_x,Color_y,Interface_x,Interface_y,Memory Speed_x,Memory Speed_y,Memory Type_x,Memory Type_y,Memory_x,Memory_y,Model_x,Model_y,Processor_x,Processor_y,Product Type_x,Product Type_y,Storage Capacity_x,Storage Capacity_y,cluster_id
['gigabyte'],,"['gddr5', 'warranty']",,"['4k uhd ips 3840 x 2160 intel core i7 6700hq nvidia', 'windows 10']",,,['1070 bd'],['7200rpm'],,,['16gb ddr4'],,,,['uhd ips i7 6700hq'],"['p37x v6 cf1', 'Intel Core i7']",['rw win10'],,['17 3'],301360
['dual'],,,,,,,,,,,"['1gb ram', '16gb max']",,,['dual core'],,,,,,304771
,,,,['usb3'],['ac usb 3'],,,,,,,['6th gen ddr4 4x'],,['8x usb3'],,['pcie x16 2x pcie x1'],['rog maximus viii'],,,305158
['akasa'],,,['latches black'],['compact stackable'],,,,,,,,,['sata iii'],,,,"['akasa super slim', 'rev']",,['15cm'],305414
"['versatile connectivity superfast', 'archer']",['tp link archer'],,,,,,,,,,,,,,['dual band'],,,,,306525
,,,,,,,,,,,,,,['intel atom dual core'],,,['my cloud dl2100 business'],,,307422
['corsair'],,,,,,,,,,,,,,,,,"['corsair ml series ml120 pro led', 'single pack premium magnetic']",,['120mm'],307669
,['zotac'],,,,,['7010mhz'],,['gddr5'],['gddr5 graphics card'],,['4gb'],,,,"['geforce gtx 1050', '768 core 1392mhz']",['processors 768 vr ready physx cuda'],,,,308067
,,,"['red led', 'Anodised Aluminium Heatspreader']",,,"['3000mhz ram', '35v']","['Non-ECC', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED']",['vdimm'],['ddr4'],,['4x8gb corsair'],,,,,,['vengeance led pc4 24000'],,['32gb'],308427
,,,,,,['7200rpm'],,,,,,['sata 6gb s'],,,,['5 year warranty'],['ncq'],['8tb'],['8tb'],309236
['quiet cool'],['corsair'],,['black'],,,,,,,,,,,,,['massive panoramic window panel'],"['computer chassis', 'mini itx']",,,309255
['socket'],,,,['supremefx audio wifi'],['usb3'],,,,['ddr4 sata3'],,,,,,,,"['rog crosshair', 'amd x370 s am4']",,,311068
,,,,"['sata 6gb s', 'sata 6gb s']",,,,,,,,,,,,"['5 year warranty backwards compatible', '5 year warranty backwards compatible']",,"['2tb', '2tb']",['2tb'],311171
['cherry'],['corsair'],,['compact red'],,,,,,,,,,['gaming k63'],,,['mx red switches red led backlit'],,,,312369
,['gigabyte'],,,,,,,['ddr3 2x pci e x16 2x pci e x1 2x pci 6x'],,,,,,,"['ga z97p d3', 'intel z97 s']",['crossfire support 7'],['motherboard'],,,313980
,,,['Heat Spreader'],,,,"['Non-ECC', 'Vengeance LPX Black', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['vdimm'],,,,,,,,,,['2666mhz ram'],"['16gb', '4x4gb']",313999
['skylake'],['gigabyte'],,,,,"['usb3', '7x']",,,,,,['6th gen ddr4'],,,,,,,,314282
['kingston s'],,,['45mb s'],,['uhs i'],,,,,,,,,,,"['sdhc sdxc', 'video and 3d video']","['kingston sdhc memory card', 'write']",,['32gb'],315428
['amd'],['gigabyte'],,,['usb 3 0'],,,,,,,,,,,,['chipset 2x'],,,,315816
['400mhz'],,,['\xa0'],,,,"['Value Select', 'UDIMM (Unbuffered)', 'DDR', 'Non-ECC', 'PC3200 (400)']",,,,,,['select ddr pc3200 400 184 pins'],,,['corsair'],['corsair value'],,['1gb'],315908
,,,['\xa0'],,,['25v'],"['PC4-17000 (2133)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['vdimm'],['ddr4'],,,,,,,,['crucial'],,['8gb'],317276
['primera'],['silverstone'],,,,,,,,,,,,['pm01w rgb v2'],,,,"['primera series', 'computer chassis']",,,317290
['850 evo'],,,,,,,,,,,,,['98k 90k iops'],,,,"['samsung 850 evo', 'mgx 3d']",,['1tb'],317574
,,,,,,,,['vdimm'],,,,,,,,,['platinum kit pc4 25600 3200 non'],['3200mhz ram'],"['16gb', '4x4gb']",323073
['sf'],['450w corsair'],['standard'],,['sfx'],,,,,,,,,,,,['form factor'],,,,323078
,,,,,,,,,,,,['92k 83k iops'],['92k 83k iops'],,,['3d nand technology read'],"['crucial mx300', '3d nand technology read']",['2tb'],['2tb'],323944
,,,,['helium 3 5 256mb cache'],['sata iii'],,['7200rpm'],,,,,,,,,['7200rpm hard drive'],"['seagate st10000nm0016 enterprise', 'ncq']",['10tb'],['10tb'],323981
,['amd'],,,['14nm finfet'],['spire cooler'],,,['ddr4 controller 3 year warranty'],,,,,,['threads'],,,['65w cpu'],,,326104
['skylake'],"['asrock', 'asrock']",,,['sata express'],,,"['1151', '1151']",,,,,,,,,,,,,327129
['quad core technology'],['intel'],,,['22nm'],,,['34x'],['ddr3 controller integrated hd 4000 graphics 3'],,,,,,,"['core i5', '650mhz gpu']",,,,,329452
['it s'],,,,"['usb 3 0 port', 'usb 3 0 port']",,,,,,,,"['small but', 'small but']",,,,,['compact design'],,['16gb'],331237
,['asus'],,,,,['kabylake'],['1151'],['ddr4'],['ddr4'],,,,,,,,['prime'],,,331405
,,,,['sata 6gb s'],,,,,,,,,,,,,['ncq'],,['1tb'],331504
['dual'],,,,,,['1224mhz 1244mhz'],,['gddr5'],['gddr5'],,,['rx460'],,,['radeon'],"['o2g boost', 'stream processors']",,,['2gb'],333237
['sx800'],,,,,,,,,,,,,,,,,"['silverstone strider', 'form factor']",,,337309
,,,['Heat Sink'],['cas 13'],,['20v'],"['Vengeance LPX Black', 'PC4-17000 (2133)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,,['2133mhz ram'],"['16gb', '4x4gb']",339888
['intel solid state'],,,,['up to six times faster'],['mlc read 2600mb s'],,,,,,,,['450k read 56k'],,,,"['intel dc p3600 aic hhhl pcie 3 0 x4 nvme 20nm', 'write iops']",,['6tb'],340602
,,,,,,,,,,,,,,,,['years warranty'],,,,341993
['2666mhz ram'],,,,,,,,['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 21300 2666']",,['16gb'],344094
['hyperx'],,,,,,,,,,,,,['phison read 560mb s'],['quad core'],,"['savage solid state drive', 'offers']",['hyperx savage'],,['480gb'],344368
"['platinum', 'creation', 'creation', 'seasonic']",,,,['unique integrated dc connector panel'],,,,,,,,,,,,"['determination to push', 'determination to push', 'm12ii evo', 'fully modular 80']",['seasonic evo full modular 80'],,,344956
,,,,,['hdmi 2 0b dvi d dl'],,,,['gddr5'],,,,,,['radeon'],,,,['4gb'],346530
['perfectly'],,,,,,,,,,,,,,,,"['crafted hand sculpted comfortable shape smart', 'dual connectivity']",['mx master wireless laser mouse'],,,347169
,['msi'],,,,,,,,,['16gb ddr4'],['32gb ddr4'],,,,,['vortex'],,,,347356
,['asrock'],,,,,['kabylake'],['1151'],['ddr4'],['ddr4'],,,,['z270'],['8x usb3'],,,['killer sli intel z270 s'],,,348174
['1920x1080'],['24 acer'],['year warranty'],,,,['800000000'],,,,,,,,,,,['tn panel'],,,350630
['mini wireless'],['edimax'],,,,['usb 2 0'],,,,,,,,['ew 7722utn v2'],,,,,,,355270
,['gigabyte'],['years warranty'],['gddr5 graphics'],,,,,,,,,,,,"['geforce', '384 core']",,,,,355340
['masterbox'],['cooler master masterbox lite'],,,,['window'],,,,,,,,,,,,"['computer chassis', 'microatx mini itx']",,,355478
,,,,,,,,,,,,,,,['amd ryzen threadripper epyc only'],['platform ryzen threadripper'],['pwm fan'],,,355480
,['ek fc1080 gtx'],,,,,,,,,,,,,,,['retention backplate'],,,,356300
['rx'],['xfx'],,,['amd crossfire amd eyefinity'],,['7000mhz'],['oc'],['gddr5'],,,,['vr ready 3'],,,,"['processors 2304 directx', 'years warranty']",,,['4gb'],357240
['hex'],,,,,,,,['ddr4 controller 3 year warranty'],,,,,,,"['intel core i7', 'turbo']",['core technology'],,,,357712
['read'],,,,,,['540mb'],,,,,,,['80000 iops max single'],,,,,,['120gb'],357767
['boot'],['240'],,,,,,,,,,,['up almost'],,,,['hard drive'],['sm2256 micron'],,['16nm'],357772
['usb'],['akasa'],,['Black'],,,,,,,,,,,,,,['cable'],,,357925
['intel'],['asrock'],['support 7'],,"['1x pci e x1 6x', 'sli crossfire']",,,,['ddr3'],,,,['sata express'],,,,['pci e x16'],['motherboard'],,,358514
['red blue'],['asus'],,,,,,,,,,,,,,,['backlit keys'],,,,358893
,['asus'],,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio']",,,,,['ddr3l sata3 6gb s'],,,['6th gen ddr3 2x pcie x16 2x pcie x1 2x pci 4x'],['z170 p d3'],,,,"['intel z170 s', 'motherboard']",,,359070
['fortress'],['silverstone'],,['silver'],,['window usb 3 0 2x air penetrator fans'],,,,,,,,,,,['continued'],"['sst ft05s w', 'matx mid tower']",,,362907
,['cooler master'],,,,,,,,,,,,['hyper 612 v2'],['socket compatibility'],['intel 2011 3 2011 1366 1156 115x'],,['silent cpu cooler for'],,,363343
,,,,,['0 x4 nvme'],,,,,,,['sm950'],,,,['300k 100k iops'],"['samsung 950', '300k iops']",,['512gb'],364163
['all'],,,,,,,,,,,,,,,,['cooler water cooler compatible'],"['all', 'hydro cooler cpu cooler 2x']",,,364445
['aerocool'],['aerocool'],,,['acrylic side panel'],,,,,['support sd tf card'],,,,,,,['chassis with led'],"['computer chassis', 'pwm fan']",,,368006
['silent enthusiasts'],,,,,,,,,,,,,,,,['gelid silent case fans provide additional airflow without increasing'],['gelid solutions silent'],,['120mm'],369145
['accelerate'],['pny'],,['passively cooled'],,['pci e 3 0 x16'],,['4992'],,,,"['24gb gddr5', '12gb per']",,,,,['accelera'],"['nvidia tesla', 'cores', '384 bit']",,,371111
['gs73vr'],,,,['7200rpm'],,,,,,['8gb 2400mhz'],['8gb ram'],['7rf stealth pro 209uk'],,,,,,,,371877
['third'],,,,['adapters for'],,,,,,,,,,,,,,,['120mm'],372297
['radeon'],,,['msi radeon'],,['polaris pcie 3 0'],['6700mhz'],['6600mhz'],['gddr5'],['gddr5'],,,,,,,['processors 2048 crossfire ready'],,,"['4gb', '14nm']",374373
['socket'],,,,,,,['40 lane 9'],,,,,,,,['intel xeon e5 2660'],,,,,375020
,,,,,,,,,,,,,,,,,,,"['32gb', '32gb']",376228
['socket'],['asus'],,,,['sata iii'],"['14x', '8x', 'DDR4']",,,['ddr4'],,,,,,,,['rog rampage'],,,376765
['skylake'],['asrock'],,,,,,['1151'],,['ddr4'],,,['kabylake ddr4'],['fatal1ty'],['8x usb3 0 5x'],,,,,,376817
['hxi'],,,,,,,,,,,,,,,,"['series power supplies give you', 'control virtually silent operation and a']","['modular 80', 'psu']",,,377019
['kingston s'],,,,['bit'],,,,,,,,,,,,"['datatraveler vault', 'affordable business grade security with']","['kingston datatraveler vault', 'write']",,['64gb'],377846
['p57x gaming laptop'],,"['gddr5', '2400mhz']",,"['fhd ips 1920x1080 i7', '7200rpm']",,,,,['ddr4 ram'],['256gb'],['8gb gtx'],,,,,,['gigabyte p57x v7'],,['17 3'],378317
[],['intel'],,"['hdmi sdxc', 'slot']",,"['bt 4 2 1x', 'usb 3 0']",,,,,,,,,,['core i3'],,,,,379159
,,,,,['seagate'],['7200rpm'],,,,,,['sata 6gb s'],,,,['3 year warranty'],,['2tb'],['2tb'],379199
,['ekwb'],,,,,,,,,,,,,['amd radeon vega based graphics cards'],['radeon vega waterblock pom acetal nickel plated'],,['vega frontier gpus'],,,379274
,,,,,,,,,,,,,,,,['from phanteks'],['phanteks'],,,379524
['gigabyte'],,,,,,,,['ddr4'],['ddr4'],['16gb'],['16gb'],['aero 14w v7'],,['intel core i7 7700hq'],,,['aero 14w v7'],,,380114
,['logitech lgt c525'],"['noise reduction', 'light correction']",,,,,,,,,,,['720p'],,,"['fold and go', 'swivel design']",['1280x720 pixels usb'],,,380140
['gv'],,,,['vr ready physx cuda'],,['8192mb 8000mhz'],['1531 mhz'],['gddr5'],,,['8gb'],,['1920 core'],,,['processors 1920 sli ready'],,,,380589
['put'],,['secures receipts'],,,,,,,,,,['a lock on your'],,,,"['personal data', 'datatraveler locker']",['kingston datatraveler locker'],,['8gb'],382907
['amd'],['gigabyte'],,,,['sata iii'],,,,,,,,['sata raid pcie 3 0 x16 d sub dvi d hdmi micro atx'],,,,['ga f2a68hm hd2'],,,383619
,,,['\xa0'],,,['1600mhz ram'],"['5v', 'DDR3 SO-DIMM', 'PC3-12800 (1600)', '\xa0', 'Non-ECC', 'Vengeance Performance']",['sodimm'],['ddr3 so dimm pc3 12800 1600 204'],,,,,,,,['corsair'],,['8gb'],384181
['3000mhz'],,,['Aluminium Heatspreader with DHX'],['timings 1 20'],,['35v'],"['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['vdimm'],['platinum pc4 24000'],,,,,,,,['corsair'],,['8gb'],385027
['performance'],,,,,,,,,,,,,,,,['fan has been'],['cooler master jetflo'],['in a'],['120mm'],385134
['skylake'],,,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0 6x']",,,,,,,,['6th gen ddr3 2x pcie x16'],,,,['1x pcie x1 1x pci 4x'],['intel h170 s'],,,385355
['skylake'],['gigabyte'],,,,,,['1151'],,,,,,,"['kabylake ddr4', '8x usb3']",,['2x pciex16 2x'],,,,386136
,,,,['sata 6gb s'],,,['7200rpm'],,,,,,,,,['5 year warranty backwards compatible'],,['3tb'],['3tb'],390501
['socket'],['asus'],,,,['sata iii'],"['DDR4', '8x']",,,['ddr4'],,,,,,,,"['sabertooth x99', 'intel x99 s', 'raid pcie']",,,390554
,,,,,,,,,,,,,,,,"['power supply raises the', 'fully modular design']",['psu'],,['1600w evga'],391460
['gigabyte'],,"['7200rpm', 'warranty']",,"['led 1920x1080 i7 6700hq nvidia gtx', 'windows 10']",,,,,,,['8gb ddr4'],,,,['fhd i7 6700hq'],"['r5 cf1', 'Intel Core i7']",,,['17 3'],391732
['all'],,,,,,,,,,,,,,,,"['radiator three', 'design quiet operation compatible']","['thermaltake water', 'hydro cooler']",,,394317
['2400mhz ram'],,,['Anodised Aluminium Heatspreader'],,,['20v'],"['Vengeance LPX Red', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['vdimm'],,,,,,,,,"['corsair', 'lpx red pc4 19200']",,['16gb'],394613
,['zotac'],,,['vr ready physx cuda'],,['8000mhz'],,['gddr5'],,,['8gb gddr5'],,,,['geforce gtx 1070 mini'],['processors 1920 sli ready'],,,,395191
['core'],,['years warranty'],,,,"['902mhz', '1800mhz']","['1800mhz', '902mhz']",['gddr3'],"['730 silent single slot pcie', 'gddr3']",,,,,['enabled directx'],,['processors 384 physx cuda'],['gigabyte'],,['2gb'],397686
['skylake'],['asus'],,,,['usb 3'],,,,,,,,,['kabylake ddr4'],['intel z270 s 1151'],,['rog strix'],,,397948
['corsair'],,,,,,,,,,,,,,,,,['psu'],,,398113
,,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,['corsair'],['2666mhz ram'],['8gb'],398664
,['akasa scorpio'],,,,,,,,,,,,,,,['aluminum tablet stand'],['aluminum tablet stand grey two viewing angles'],,,398869
['core'],,['years warranty'],,,,['5400mhz'],['5400mhz'],['gddr5'],['gddr5 gpu'],,,,,,['geforce gtx 750'],,,,['2gb'],398918
,['intel'],,,,,,,,,,,,,,['intel dual core i3 6100u 2'],,,,,400406
,,,,,,,,['1500rpm'],,,,,,,,,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,['140mm'],401132
,,['lan 7'],,['usb 2 0 2x'],['sata iii'],,,,['ddr4'],,,,,,,,"['x99 e ws', 'intel x99 s']",,,401569
,['asrock x99'],['lan 7'],,"['pci e 3 0 x16', 'usb 3 0', '8x usb 2 0']",,,,,['ddr4'],,,,['extreme 4 x99'],,,,,,,403803
['corsair'],['500w'],,,,,,,,,,,,,,,,"['builder', 'psu']",,,405366
,,['vdimm lifetime'],,,,,,['10 9'],,,,,,,,['corsair'],"['corsair', 'jet black pc3 14900']",['1866mhz ram'],['8gb'],405525
,['asus'],['years warranty'],['gddr5 graphics'],,,['3004mhz'],,['gddr5'],,,,,,,"['geforce', '384 core']","['gt1030', 'processors 384 3']",,,,406764
['corsair'],,,,,,,,,,,,,,,,"['air series led high static', 'pc case fans combine', 'air delivery']",['corsair air series sp140 red led high static pressure'],,,406941
['p56xt'],,['2400mhz'],['win10'],['7200rpm'],,,,,,"['8gb gddr5', '256gb']",['16gb ddr4'],,,['nvidia gtx 1070'],,['cf2'],['nvme ssd'],,['256gb'],407177
['quad core'],['intel'],,,,,,,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],['1150mhz gpu'],,,,,,['core i7 6700k s'],,,,,409402
,,,,"['sata 6gb s', 'sata 6gb s']",,,['5400 rpm 64mb'],,,,,,['wd30ezrx'],,,"['2 year warranty', '2 year warranty']",['western digital wd30ezrz'],"['3tb', '3tb']","['3tb', '3tb']",409484
['2400mhz ram'],,,['\xa0'],,,,"['Non-ECC', 'Value Select', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",,,,,,['select pc4 19200'],,,,,,"['16gb', '1x16gb']",410003
,['intel'],,,,,,,['ddr3 controller integrated hd 4600 graphics 1'],,,,,,,['core i7'],['year warranty'],,,,411206
,,,,,,,,,,,,,,['130mb s'],,,['loop upto'],,['16gb'],412217
['skylake'],['gigabyte'],,,['sata 6gb s'],,['7x'],,,,,,"['6th gen ddr4 2x pcie x16', 'sata express m 2']",,,,['1x pcie x1 1x pci 6x'],,,,412773
['corsair'],['corsair'],,,,,,,,,,,,['crystal series 570x rgb premium white'],,,['enough space for'],"['computer case', 'matx mitx tempered glass']",,,414102
,,,,,,,,['1500rpm max 61 4cfm max pwm 2'],,,,['3x'],,,,['year warranty'],"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,['120mm'],415232
['silverstons grandia'],['silverstone'],,,,,,,,,,,,,,,,"['gd10b grandia black desktop htpc case', 'o psu']",,,417432
['socket'],['gigabyte'],,,['usb 3'],,,,['support 2x ddr4 dimm 2x pcie x16'],,,,,,,['amd b350 s am4'],['1x pcie x1 6x'],,,,418166
['socket compatibility'],['noctua'],,,,,,,,,,,,,,['i7 i5 and amd am2'],,,,,420214
['part'],,,,['sata 6gb s'],,,,,,,,,,,,['5 year warranty'],,,['6tb'],421501
['with'],,,,,"['uhs i', 'mb s']",,,,,,,,,,,"['speeds', 'sdhc cards']","['kingston sdxc memory card', 'write']",,['256gb'],422101
['sshd'],,,,,,,,,,['2tb 5400rpm'],,,['5400rpm'],,,['suitable upgrade'],,,['2tb'],422875
['powerful intelligent affordable solid state hybrid drives'],,,,,,,,,,,,,['st1000lm014'],,,,"['solid state hybrid drive', 'sata iii slim', 'mac ps4']",,"['1tb', '6gbs 8gb ssd 64mb']",423211
,['microsoft'],,,,,,,,,,,,,,,"['keyset design', 'pad']",['ergonomic wireless desktop keyboard'],,,423565
['kingston s'],,,,['bit'],,,,,,,,,,,,"['datatraveler vault', 'affordable business grade security with']",['kingston datatraveler vault'],,['8gb'],424275
['octo'],['intel'],,,,,,,['ddr4 controller 3 year warranty'],,,,,,,['core i7'],['core technology'],,,,424364
,,,,,['mini displayport'],,,,['2460 pcie 2'],,,,,['ati'],['amd firepro'],,,,,424897
['gv'],['gigabyte'],,,"['vr ready physx cuda', 'vr ready physx cuda']",,"['8192mb', '8008mhz', '8192mb', '8008mhz']",['1556 mhz'],"['gddr5', 'gddr5']",,,['8gb gddr5'],,,,['geforce gtx 1070 windforce oc'],"['processors 1920 sli ready', 'processors 1920 sli ready']",,,,425661
['carbide series'],['corsair'],,,,['usb 3 0'],['88r'],,,,,,,['carbide series 88r windowed'],,,"['microatx mid tower has', 'sized graphics cards and power supplies']",['microatx miniitx computer chassis'],,,426331
['wireless keyboard'],,,,,,,,,,,,,,,['keyboard k400 plus integrated touchpad'],,"['wireless touch', 'range media keyboard']",,,427418
['core'],,,,,,"['985mhz', '5600mhz']",,['gddr5'],,,,,,,['radeon r7 370 nitro pcie'],['amd mantle dolby truehd gcn'],,,['4gb'],431803
['xr342ckbmijphuzx'],['34 acer'],['year warranty'],,,['ultrawide ips'],,,,,,,,,,,['34 led backlit'],,,,432591
,,['5v'],['\xa0'],,,['1600mhz ram'],"['DDR3 SO-DIMM', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Performance', 'PC3-12800 (1600)']",['sodimm'],['ddr3 so dimm pc3 12800 1600 204'],,,,,,,,,,['8gb'],434624
"['so much power and it', 'so much']",,,,,,,,,,,['16gb ddr4'],,,,,"['power and it comes perfectly disguised and an ocuk exclusive', 'Intel Core i7', 'Intel Core i7']","['nvme ssd', 'streaming card win10']",,['256gb'],434951
['quad core technology'],['intel'],,,['22nm'],,,,"['ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3']",,,,,,,['core i5'],,,,,435103
,,,,,,,,,,,['16gb ddr4'],,,,,"['i7 6700hq', 'Intel Core i7']",,,,435548
['skylake'],,,,,['usb 3'],['usb3'],,,,,,['6th gen ddr4'],,,,,,,,437575
['strong'],['thermaltake riing silent'],,,,['red led'],,,,,,,,,,,"['cpu cooler from thermaltake', 'pwm riing fan five copper heatpipes']",,,,437851
,,,,,['sata iii'],['7200rpm'],['7200rpm'],,,,,['sata 6gb s'],,,,['2 year warranty'],,['3tb'],"['500gb', '500gb']",438189
['creation'],,,,,,,,,,,,,,,,['determination to push'],['psu'],,,438602
,,,,,['0 x4'],,,,,,,,,,,['write'],['iops max retail'],,['256gb'],440538
,,,,,['3xdp hdmi dvi d'],['7000mhz'],,['gddr5'],['7000mhz gddr5'],,,['vr ready premium 3'],,,,"['rx570gaming', 'processors 2048 directx', 'years warranty']",,,['4gb'],441041
['core technology'],,,,,,,,['ddr4'],,,,,,,,,['turbo'],,,442516
['ssdpe21d280gasx'],,,,,,,,,,,,,,,,['iops 5yr warranty'],"['write', 'iops']",,,442546
['gigabyte'],['gigabyte'],"['7200rpm', 'warranty']",,"['led 1920x1080 i7 7700hq nvidia gtx', 'windows 10']",,,,,['ddr4 ram'],,"['2gb gtx', '128gb m']",,,,['fhd ips core i7 7700hq'],['v7 cf1'],,,,443021
['2133mhz ram'],,,['Anodised Aluminium Heatspreader'],['cas 13'],,['20v'],"['Vengeance LPX Black', 'PC4-17000 (2133)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['vdimm'],,,,,,,,,['corsair'],,['8gb'],443419
['datatraveler'],,,['metal casing'],,,,,,,,,,,,,['compact and capless design'],['kingston datatraveler50 usb'],['128gb'],['128gb'],446969
['constant development of hardware getting'],,,,,,,['700rpm'],,,,,,,,,,['cooler master'],,['200mm'],448278
['tp link s'],,,,,,,,,,,,['tl pa8030p kit av1200'],,,,"['starter kit turns', 'any']",,,,448843
['turbo'],['asus'],,,,,['10000mhz'],['2560 core 1607mhz gpu'],,,,['8gb'],,,,['geforce gtx 1080 turbo'],['years warranty'],['1733mhz boost'],,,450400
,,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance RGB Black', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",,['ddr4 vengeance rgb pc4 21300 2666'],,['4x8gb corsair'],,,,,['corsair'],,['2666mhz ram'],['32gb'],450668
"['msi', 'msi']","['15', '15']",,,,"['raider 045', 'raider 044']","['7200rpm', '7200rpm']",['fhd i7 7700hq'],"['ddr4 windows', 'ddr4 windows']",['ddr4'],"['6gb gddr5', '16gb 2400mhz', '8gb gddr5', '16gb 2400mhz']","['16gb ddr4', '16gb', '8gb gtx']",,,"['intel core i7 7700hq nvidia gtx 1060', 'intel core i7 7700hq nvidia gtx 1070']",,['nvme ssd'],,['256gb'],,453017
['unconventional design of carbide series'],['corsair'],,,,,,,,,,,,['carbide series air'],,,['way'],['direct airflow path'],,,453176
['gv'],['gigabyte'],['enabled 3'],,,,['8008mhz'],,['gddr5'],,,,,,,"['geforce gtx 1060 mini itx oc', '1152 core 1531mhz']",,,,,453330
,['corsair'],,,,,,,,,,,,,,,,['psu'],,,454571
['aero'],['15'],,,,,,,['ddr4'],['ddr4'],['16gb'],['16gb'],['15x cf1'],,,,['win10 pro'],"['aero 15x cf1 max q fhd', 'win10 pro']",,,456027
"['silverstone', 'ec04 e which']",,,,,['usb 3 0'],,,,,,,,,,,['created an excellent extension card'],,,,459457
['support'],['gigabyte'],,,,,,,,['ddr4 sata3 triple m 2 3 way'],,,,['2066'],,,,,,,460029
,['icy dock'],,,,,,,,,,,['882sp'],,,,"['icy dock mb', '1s 2b black']",,,,460330
['gigabyte'],['15'],,['win10 pro'],,['aero 15w cf1'],['2400mhz'],,['ddr4'],,['16gb'],['16gb ddr4'],,,['intel core i7 7700hq'],['fhd i7 7700hq'],"['aero 15w cf1', '2x']",,,,462276
['2666mhz ram'],,,['Anodised Aluminium Heatspreader'],,,,"['Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],,,,,,,,,['corsair'],,['16gb'],462842
['intel'],['gigabyte'],,,,['sata iii'],,,['ddr3 x1 pci e x16 x2 pci e x1 x2'],,,,,['ga'],,,,,,,464556
['ushering'],['nzxt noctis 450'],,,,,,,,,,,,['side window 4x'],,['8x internal'],"['nzxt s', 'renowned aggressive design']","['mid tower case', 'fans included', 'bays']",,,465296
['2400mhz ram'],,,['Heat Sink Heat Spreader'],,['vengeance pro series red pc3 19200'],,"['65v', 'Non-ECC', 'Vengeance Pro Series Red', 'UDIMM (Unbuffered)', 'PC3-19200 (2400)', 'DDR3']",['vdimm'],,,,,,,,,['corsair'],,['8gb'],466260
['unmatched power'],,,,,,,,,,,,,,,,"['unmatched creative freedom', 'nvidia quadro', 'world s', 'most advanced visual computing']",['nvidia quadro'],,['16gb'],467688
,,,,,,,['5v'],['sodimm'],['ddr3 so dimm pc3 14900'],,,,,,,,,['1866mhz ram'],['8gb'],468393
,,,,,['hdmi 2 0b dvi d dl'],['7000mhz'],,['gddr5'],['gddr5'],,,,,,,,['msi radeon'],,['4gb'],468527
['icy dock'],['icy dock'],,,,,,,,,,,['mb881u3 1sa sata ide'],['mb881u3 1sa sata ide'],,,['docking stand'],['docking stand'],,,469200
['nf'],,,,,,,,,,,,,,,,,,,,469505
,,,['Heat Spreader'],,,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['vdimm'],['black pc4 21300 2666'],,['4x8gb corsair'],,,,,,,['2666mhz ram'],['32gb'],469925
['third'],,,,,,,,,,,,,,,,,,,['120mm'],470391
['skylake'],['gigabyte'],,,['usb3'],,,,,,,,['6th gen ddr4 2x pcie x16'],,,,['4x pcie x1 6x'],['intel z170 s'],['0 4x'],,470984
['strider'],['600w'],,,,,,,,,,,,,,,,"['modular 80', 'psu']",,,471372
['part'],,,,"['capacity 3 5 inch', 'sata 6gb s']",,,['7200rpm'],,,,,,,,,"['surveillance drive', '3 year warranty']","['sata iii', 'year workload rate']",['3tb'],"['3tb', '180tb']",476312
['support'],,,,,,,['2066'],,,,,,,,['asrock'],,,,,476574
,,,,,,,,,,,,,,,,['green leds'],['green leds'],,['120mm id cooling'],478073
