cluster_id,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
791753,,,['thermaltake'],,,,['mid tower'],,,,['window'],,,,,,,,,,,,['c23 tempered glass rgb tempered glass'],,,,,,,,['computer chassis'],,,,,,,,,,,,
792587,,,,,,,,,['\xa0'],,,,,,['crucial ddr4 sodimm pc4 17000 cl15'],,,,,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4 SO-DIMM', 'Value Select', 'PC4-17000 (2133)']",,,,['1.2 V'],,,,,,,,,,,,,"['16gb', '1x16gb']",,,,,
792620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['corsair', 'upto 270mbs']",,,,,,,['256gb'],,,,,
794295,,,,,,,,,,,,,,,,,,,,,,,,,,,,['com dual'],,,,,,,,,,,,,,,
794514,,,,,,,,,,,,,,,,,['802'],,,,,,,,,,,,,,,,,,,,,['28 port d link dgs 1510 28p smartpro stackable'],,,,,
795997,,,,,,,,,,,,,,,,,['nvme m 2 phison 5007 pcie v3x4 2700mb s read 1500mb s'],,,,,,['write 210k'],,,,,,,,['patriot hellfire'],,,,,,,['480gb'],,,,,
796334,,,['phanteks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797477,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,,"['UDIMM (Unbuffered)', 'DDR4', 'Vengeance LPX Black', 'PC4-19200 (2400)', 'Non-ECC']",,,,['1.2 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
797823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['psu'],,,,,,,,,,,,
798340,,,,,,,,,,,,,,,,,,,,,,,,,,,['app'],,,,,,,,,,,,,,,,
799390,,,['palit'],,,,,['1632mhz gpu'],,,,,,,,,,,,['8gb'],,['gddr5'],,,,['vr ready graphics card'],,"['geforce gtx 1070 super jetstream', '1920 core']",,,,,,,,,,,,,,,
799761,,,,,,,,,['Heat Spreader'],,,,,,['corsair ddr4'],,,,,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",,,,['1.2 V'],,,,,,['lpx red pc4 19200'],,,,,,,"['16gb', '4x4gb']",,,,,
799874,['16GB'],,,,,,,,['\xa0'],,['Duo-Link OU3'],,,,,,"['usb 3 0 drive', 'usb 3 0']",,,,,,,,,,,,,,['pny duo link ou3 otg on'],,,,,,,['16gb'],,,,,
799932,,,"['silverstone', 'silverstone']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801538,,,['evga'],,,,['satae'],,,,,,,,,,,,,,['1151'],['ddr4'],,,,,,,,,"['z270', 'u']",,,,,,,,,,,,
801836,,,,,,,,,,,,,,,,,,,,,,,['usb 3 0 hub with'],,,,,,,,['usb powered self power mode'],,,,,,,['4 port'],,,,,
802399,,,['gigabyte'],,,,,,,,,,,,,,['sata iii'],,,,,['ddr4'],['2011 3'],,,,,,,,"['ga x99', 'ud4p intel x99 s']",,,['sata raid pcie 3 0 x16 quad sli crossfire e atx'],,,,,,,,,
803793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['thermaltake commander ft touchscreen fan controller', 'fans']",,,,,,,['5 5'],,,,,
804919,,,['asus'],,,,,['1594mhz gpu'],,,,,,,,,,,,,,,,,,,,['geforce gtx 1060 oc plus'],,,,,,,,,,,,,,,
804997,,,,,,,['blue led'],,,,,,,,,,,,,,,,,,,,,,,,"['silverstone sst', 'air penetrator']",,,,,,,['120mm'],,,,,
805784,,,,,,,,,,,,,,,,,,,,['16gb ram'],,,,,,,,,,,,,,,,,,,,,,,
806176,,,,,,,,,,,,,,,,,,,,,['7200rpm'],,,,,,,,,,['ncq'],,,,['re4 enterprise 24x7'],,,['1tb'],,,,,
806702,,,,,,,,,,,,,,,,,,,,['4gb ddr3'],['3xusb3'],,,,,,,,,,['lan'],,,,,,,,,,,,
807352,,,['intel'],,,['25mb'],,"['2 5ghz', '3 3ghz']",,,,,,,,,,,,,,,,,,,,,,,"['lga 2011 ivy bridge', '115w cpu']",,,,,,,,,,,,
807411,,,['fractal design'],,,,,,,,,,,,,['140mm'],,,,,,,,,,,,,,,"['mini itx cube case', 'psu support black', '1x silent series r3']",,,,,,,,,,,,
807691,,,['icy box'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808839,,,['silverstone'],,,,,,['o psu'],,,,,,,,"['usb 3 0 red line', 'side with', 'window w']",,,,,,,,,,,,,,['sst rl01b'],,,,,,,,,,,,
809618,,,,,,['7mm read 540mb s'],,,,,,,,,,['430mb'],,,,,,,,,,,,,,,,,,,,,,['120gb'],,,,,['63k 37k iops']
810298,,,,,,,,,['Heat Spreader'],,,,,,['corsair ddr4'],,,,,,"['Non-ECC', 'Vengeance LPX Red', 'DDR4', 'UDIMM (Unbuffered)', 'PC3-24000 (3000)']",,,,['1.2 V'],,,,,,['lpx red pc3 24000'],,,,,,,"['16gb', '4x4gb']",,,,,
811659,,,['akasa'],,,,,,,,,,,,,,,,,,,,,,,,,['board'],,,['plato fanless case'],,,,,,,,,,,,
811742,,,,,,,,['gddr5 926mhz'],,,,,,,,,,,,,,,,,,,,,,,['amd radeon pro wx 5100 pcie 3 0'],,,,,,,['8gb'],,,,,
811981,,,,,,,,,,['f4 120er'],,,,,,,,,,,,,,,,,,['white'],,,['ek vardar'],,,,,,,['120mm'],,,,,
813942,,,,,,,['r win10'],,['i7 6920hq'],,,,,,,,['msi gt83vr'],,,['64gb'],,,,,,,,,,,,,,,,,,['18 4'],,,,,
814941,,,,,,,,,,,,,,,,,,,,,,['ddr3l ram'],,,,,,['amd 2 4ghz quad core cpu'],,,['lan 5x'],,,,,,,['8 bay'],['usb3'],,,,
815135,,,,,,,,,,['af120 led'],,,,,,,,,,,,,,,,,,,,,"['corsair quiet led fan', 'single pack']",,,,,,,['120mm'],,,,,
816956,,,['asrock'],,,,['sata3'],,,,,,,,,,,,,,['1151'],['ddr4'],['h110'],,,,,['intel h110 s'],,,,,,,,,,,,,,,
817800,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,['corsair ddr4'],,,,,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",,,,['1.2 V'],,,,,,,,,,,,,"['32gb', '2x16gb']",,,,,
818055,,,,,['304.8 mm [12 in]'],,,,['Red'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818587,,,,,,,,,['compact design'],,,,,,,,['ultra slim'],,,,,,,,,,,,,,,,,,,,,['64gb'],,,,['45mb s'],
818738,,,,,,,['dominator'],,['Aluminium Heatspreader with DHX'],,,,,,['corsair ddr4'],,,,,,"['DDR4', 'PC4-25600 (3200)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Dominator Platinum']",['platinum pc4 25600 3200 non'],,,['1.35 V'],,,,,,,,,,,,,"['16gb', '2x8gb']",,,,,
819073,,,,,,,,,['Heat Spreader'],,,,,,['corsair ddr3'],,,,,,"['5v', 'DDR3', 'PC3-12800 (1600)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Low Profile Cerulean Blue']",['blue pc3 12800 1600'],,,['1.5 V'],,,,,,,,,,,,,"['16gb', '2x8gb']",,,,,
819093,,,,,,,,,,,,,,,,,['8x 3 5'],,,['16gb ram'],,,['1282t'],,,,,,,,,,,,,,,['12 bay'],,,,,
821651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intel dc'],,,,,,,['2tb'],,,,,
821673,,,['protector'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821957,,,,,,,['value'],,['\xa0'],,,,,,,,,,,,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4 SO-DIMM', 'Value Select', 'PC4-17000 (2133)']",['ddr4 sodimm'],['select pc4 17000'],,['1.2 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
822525,,,,,,,,,,,,,,,,,['window wheels 4x'],,,,,,,,,,,,,,"['computer chassis', 'matx mitx', 'usb 3 0']",,,,,,,,,,,,
823364,,,,,,,['gpu'],,,,,,,,['gtx 980'],,,,,,,['gddr5'],,,,,,,,,,,,,,,,['6gb evga'],,,,,
824032,,,,,,,,,,,,,,,,,['0 x4 nvme'],,,,,,,,,,,,,,['samsung 950'],,,,,,,['256gb'],,,,['900mb'],
825203,,,,,,,,,,,,,,,,,,,,,,,"['750 evo', '98k 88k']",,,,,,,,"['samsung', 'mb s']",,,,,,,['500gb'],,,,['520mb'],
827917,,,['asus'],,,,,,,,,,,,,,,,,,,['ddr3 pcie 2 0 x16'],,,,,,,,,"['crosshair v', 'amd 990fx s', 'usb atx']",,,,,,,,,,,,
828132,,,['msi geforce'],,,,,,,,,,,,['gddr5 graphics card 384 core 1265mhz gpu'],,,,,['2gb'],,,,,,,,,,,,,,,,,,,,,,,
828519,,,,,,,['akasa'],,,,,,,,,,,,,,,,,,,,,['bluv'],,,['sata3 cable'],,,,,['50cm'],,,,,,,
830582,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,,,,,,['4x16gb corsair'],"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance LPX Black', 'PC4-28800 (3600)']",['black pc4 28800 3600'],,,['1.35 V'],,,,,,,,,,,,,['64gb'],,,,,
831263,,,,,,,,,['Anodised Aluminium Heatspreader'],['white pc4 21300'],,,,,['corsair ddr4'],,,,,,"['Non-ECC', 'Vengeance LPX White', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",,,,['1.2 V'],,,,,,,,,,,,,"['16gb', '2x8gb']",,,,,
831312,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['individually sleeved type'],,,,,,,,,,,,
832930,,,['corsair'],,,,,,,,,,,,,,['usb 3 0'],,,,,,,,,,,,,,"['obsidian series 350d performance mini tower', 'mini itx']",,,,,,,,,,,,
832991,,,['amd'],,,,,,,,,,,,,,,,,,['8ghz'],,,,,,['fm2 virgo core quad core'],['amd radeon hd 7660d 800mhz'],,,,,,,,,,,,,,,
833649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['fan grille and filter kit'],,,,,,,,,,,,
834843,,,,,,,,,,['\xa0'],,,,,,,"['mini displayport', 'PCIe (x16)']",,,,['1GB'],,,,,,,,,,"['m9148 e1024laf pcie x16', 'displayport monitors']",,,,,,,['1gb'],,,,,
838592,,,['cooler master'],,,,,,,,,,,,,,,,,,,,['masterfan pro 140 ap'],,,,,,,,['noise reduction'],,,,,,,,,,,,
838616,,,['ekwb'],,,,,,,,,,,,,,,,,,,,['ek fc1080 gtx strix waterblock acrylic'],,,,,['geforce gtx 1080 1070 graphics cards'],,,,,,,,,,,,,,,
839302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['xts series 80plus', 'psu']",,,,,,,,,,,,
839800,,,['apple'],,,,,,,,,,,,,,,,,,,,['usb c'],,,,,,,,,,,,,,,,,,,,
839955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['netgear'],,,,,,,['24 port'],,,,,
840378,,,,,,['16mb'],,,,,,,,,,,,,,,,,,,,,,,,,['cheetah 15k'],,,,,,,['300 gb'],,,,,
840575,,,,,,,,,,,,,,,,,,,,,['97k'],,['850 evo'],,,,,,,,"['samsung', 'mgx 3d']",,,,,,,['250gb'],,,,['520mb'],
840641,,,['gigabyte'],,,['2011 3'],,,,,,,,,,,['intel x99 s'],,,,,['ddr4'],['sata raid pcie 3 0 x16 e atx'],,,,,,,,['ga x99'],,,,,,,['ud5 wifi'],,,,,
842892,,,,,,,['vengeance'],,['Anodised Aluminium Heatspreader'],,,,,,,,,,,['2x16gb corsair'],"['DDR4', 'PC3-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",['ddr4'],,,['1.35 V'],,,,,,['lpx red pc3 24000'],,,,,,,['32gb'],,,,,
845085,,,,,,,,,,['1450rpm 37 85cfm'],,,,,,,,,,,,,,,,,,,,,['corsair air series'],,,,,,,['120mm'],,,,,
845206,,,,,,,,,,,,,,,,,,,['Copper'],,,,,,,,,['amd socket 939 754 940 f c32 am2'],,,['amd waterblock acetal copper'],,,,,,,,,,['\xa0'],,
845995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['synology rx1214rp', '2u expansion unit inc redundant psu']",,,,,,,,,,,,
847524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['corsair'],,,,,,,['32gb'],,,,,
847587,,,,,,,,,,,,,,,,['500mb'],,,,['write 72k'],,['s read 490mb s'],,,,,,,,,"['intel dc s4500 series', 'ahci 3d']",,,,,,,['9tb'],,,,,
847726,,,,,,,,,,,,,,,,,,,,,,['ddr3 pc3 12800 1600'],,,,,,,,,,,,,,,,['4gb'],,,,,
847888,,,,,,,,['1210mhz gpu'],,,,,,,,,['hdmi 2 0 dvi d dl'],,,,,['7000mhz gddr5'],,,,,,,,,['radeon'],,,,,,,['2gb'],,,,,
847939,,,['apple'],,,,,,,,,,,,,,,,,,,,['thunderbolt 3 usb c'],,,,,,,,,,,,,,,,,,,,
848064,,,['v3x4 2700'],,,,,,,,,,,,,,,,,,,,,,,,['nvme m 2 phison'],,,,['write'],,,,,,,['240gb'],,,,,
849551,,,['ek'],,,,,['amd'],,,,,,,,,,,['Brass / Nickel Plated'],,,,['mx'],,,,,,,,['amd waterblock copper base designed for'],,,,,,,,,,['\xa0'],,
849796,,,['gigabyte'],,,,,,,,,,,,,,,,,,['2066'],['ddr4 sata3 triple m 2 3 way'],['x299'],,,,,,,,,,,,,,,,,,,,
850079,,,,,,['7mm read 540mb s'],,,,,,,,,,['500mb'],['ssd 2'],,,,['97k'],,,,,,,,,,,,,,,,,['250gb'],,,,,
850723,,,['gigabyte'],,,,,['1607mhz gpu'],,,,,,,,,,,,,,,,,,,,['geforce gtx 1070'],,,,,,,,,,,,,,,
851058,,,,,,,,,,,,,,,,,,,,,,,,,,,,['geforce gtx 1080 ti graphics card'],,,,,,,,,,,,,,,
851163,,,['msi'],,,,,,,,,,,,,,,,,['8gb gddr5'],['1920 core 1582mhz gpu'],,,,,,,,,,['geforce gtx 1070 quick'],,,,,,,,,,,,
852239,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,,,,,,,"['DDR4', 'PC4-28800 (3600)', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Red']",,,,['1.35 V'],,,,,,"['corsair', 'lpx red pc4 28800 3600']",,,,,,,['16gb'],,,,,
852368,,,['coolermaster'],,,,['blue led'],,,,,,,,,['120mm'],,,,,,,,,,,,,,,"['computer chassis', 'matx black']",,,,,,,,,,,,
853533,,,,,,,,,,,,,,,['sandisk extreme 500'],['340mb'],,,,,,,,,,,,,,,,,,,,,,['240gb'],,,,,
853685,,,,,,,,,,,,,,,,,,,,,,,['toolless 2 x fdb'],,,,,,,,"['black silent mid tower case soundproofed', 'o psu']",,,,,,,,,,,,
854357,,,['27'],,,,,,,,,,,,,,,,,,,,,,,['iiyama xub2792'],,['monitor 2560x1440'],,,,,,,,,,,,,,,
854452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb 3'],,,,,,,,,,,,
854784,,,,,['40mm'],,,,,,,,,,,['40mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,
856578,,,['deluxe'],,,,['license card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856994,,,,,,,,,,,,,,,,,,,,,,,"['16nm', '74k']",,['480'],,,,,,"['intel 540s series 2', 'iops ret']",,,,,,,['240gb'],['85k'],,,,
857468,,,,,,,,,,,,,,,,,,,,,,,['phison s10 256mb'],,,,['425mb s 100k'],,,,['patriot blast'],,,,,,['14k iops'],['120gb'],,,,,
857488,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['sst sg12b sugo', 'form factor']",,,,,,,,,,,,
858381,,,,,,,['av video'],,,,,,,,['seagate st2000vm003 pipeline hd'],,,,,,,,,,,,,,,,['ncq'],,,,,,,['2tb'],,,,,
859136,,,['cooler master masterbox lite'],,,,,,,,,,,,,['120mm'],['usb 3 0'],,,,,,,,,,,,,,,,,,,,,,,,,,
859194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['akasa', 'certified nylon sleeved']",,,,,,,['1m'],,,,,
859868,,,,,,,,,,,,,,,,,['side window e atx'],,,,,,,,,,,,,,"['phanteks enthoo', 'performance case']",,,,,,,,,,,,
860770,,,['edimax'],,,,"['wireless', 'apple macbook mac']",['433mbps 5ghz'],,,,,,,,,,,,,,,,,,,,,,,['nano usb adapter'],,,,,,,,,,,,
861239,,,['thermaltake'],,,,,,,,,,,,,['120mm'],['window mini itx'],,,,,,,,,,,,,,['computer chassis'],,,,,,,,,,,,
861319,,,,,,,,,,,,,,,['sandisk ultra advanced 3d nand 2'],,['95k iops'],,,,,,,,,,,,,,,,,,,,,['1tb'],,,,,
861804,,,"['thermaltake', 'tower']",,,,,,,['usb 3'],,,,,,['140mm'],,,,,,,['900 super tower'],,,,,,,,"['computer chassis full', 'turbo fans']",,,,,,,,,,,,
862413,,,['gigabyte'],,,,,,,,,,,,,,,,,,,['ddr3'],,,,,,"['ga', 'amd 970 s am3 am3']",,,,,,,,,,,,,,,
862504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['corsair air series'],,,,,,,['120mm'],,,,,
863754,,,,,,,['datacenter'],,,,,,,,,,['sata iii'],,,,,,['7200rpm'],,,,,,,,['ncq'],,,,,,,['5tb'],,,,,
863888,,,,,,,,,['Anodised Aluminium Heatspreader'],,,,,,,,,,,,"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",,,,['1.35 V'],,,,,,['corsair'],,,,,,,['8gb'],,,,,
864205,,,,,,,,,,,,,,,,['200mb'],['usb 3 0 capless design read upto'],,,,,,,,,,,,,,"['corsair', 'write upto']",,,,,,,['128gb'],,,,,
864295,,,,,,,,,,,,,,,,,"['hbm2 dp', 'hdmi']",,,,['945mhz'],,,,,,,,,,['power color radeon rx vega'],,,,,,,['8gb'],,,,,
864829,,,['corsair'],,,,,,,,,,,,,,"['micro atx', 'side', 'window and usb 3 0']",,,,,,,,,,,,,,"['computer chassis', 'mini itx']",,,,,,,,,,,,
866216,,,['logitech'],,,,,,,,,,,,,,,,,,,,['r700'],,,,,,,,,,,,,,,,,,,,
866702,,,['gigabyte'],,,,,['2 6ghz'],,,,,,,,,,,,['8gb ddr4'],,,,,,,,,['i7 6700hq'],,,,,,,,,,,,,,
867171,,,,,,,,,['dual slot'],,,,,,,,,,,,,,['2048 cores 256bit'],,,,['m5000 maxwell'],,,,['nvidia quadro'],,,,,,,"['8gb', '211gb']",,,,,
867248,,,,,,,,,,,,,,,,,['sata iii'],,,,,,,,,,,,,,,,,,,,,,,,,,
867788,,,,,,,,,,,['blue led'],,,,,,,,,,,,,,,,,,,,['corsair air series'],,,,,,['dual pack'],['120mm'],,,,,
869630,,,['gigabyte'],,,,,,,,,,,,,,,,,['4gb'],['gpu'],['gddr5 graphics card'],,,,,,"['geforce gtx 1050', '768 core 1290mhz']",,,['1392mhz boost'],,,,,,,,,,,,
869816,,,,,,,,,,,,,,,['geforce gtx 750'],,,,,,['5400mhz'],['gddr5 gpu'],,,,,,,,,,,,,,,,['2gb evga'],,,,,
869858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['7200rpm 256mb cache ncq oem'],,,['10tb'],,,,,
870072,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,
870633,,,['24 benq bl2411pt monitor ips panel'],,,,,,,,,,,,,,['1920x1200'],,,,,,,,,,,,,,,,,,,,,,,,,,
872233,,,['asrock'],,,,,,,,,,,,,,"['mini pc', 'hdmi dp', 'usb3 0 a c']",,,,['fcbga1170'],,,,,,,['intel n3000 cpu'],,,['white'],,,,,,,['128gb'],,,,,
873230,,,,,,,['dominator'],,['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,,,,,,,,,,,"['Dominator Platinum', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-28800 (3600)']",['platinum pc4 28800 3600'],,,['1.35 V'],,,,,,['corsair'],,,,,,,['16gb'],,,,,
874200,,,['club3d sensevision black'],,,,,,['ethernet audio'],,,,,,,,,,,,,,,,,,,,,,['docking station'],,,,,,,,,,,,
874367,,,['raidsonic'],,,,,,['uasp support'],,,,,,,,,,,,,,,,,,,,,,['2 bay icybox docking clone station'],,,,,,,,,,,,
874745,,,['logitech'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['blutooth unifying'],,,,,,,,,['mouse pad htpc'],,,
876618,,,,,,,,,['windows mac'],,,,,,,,"['attach pendrive usb 2 0 read', 'ultra compact for']",,['linux'],,,,,,,,,,,,['pny'],,,,,,,['16gb'],,,,,
876919,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['arctic freezer 13 tower cpu cooler for', 'intel amd processors']",,,,,,,,,,,,,,,
877180,,,['noctua'],,,,,['1200 1500rpm'],,,,,,,,,,,,,,,,,,,,,,,['radiator quiet cpu cooler'],,,,,,,,,,,,
879373,,,['intel'],,,,,,,,,,,,,['24 75'],,,,,,,,,,,,['xeon gold 6140 s'],,,['turbo'],,,,,,,,,,,,
880660,,,,,,,,,['aluminium epdm'],,,,['200m'],,,,['usb 3 0 pendrive'],,['waterproof to'],,,,,,,,,,,,['corsair'],,,,,,,['32gb'],,,,,
880816,,,,,,,,,,,,,,,,,,,,,,,['write 550 500k'],,,,,,,,['intel optane 900p'],,,,,,,['280gb'],,,,,
881407,,,,,,['25mb'],,,,,,['10 core 3 0ghz clock'],,,,,,,,,,,,,,,,"['intel xeon e5', 'lga 2011 ivy bridge']",,,['130w cpu'],,,,,,,,,,,,
882078,,,,,,,,,,,,,,,,['480mm'],"['window', 'usb 3 0']",,,,,,,,,,,,,,"['core x2', 'cube case stackable']",,,,,,,,,,,,
882194,,,['intel'],,,,,"['10 core 20', '3 3ghz']",,,,,,,,,,,,,,['turbo 13 75'],,,,,,,,,,,,,,,,,,,,,
882391,,,,,,,,,['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,,,,,,,,,,['4x16gb corsair'],"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance LPX Black', 'PC4-26600 (3333)']",['black pc4 26600 3333 non'],,,['1.35 V'],,,,,,,,,,,,,['64gb'],,,,,
884781,,,,,,,,,,,,,,,['seagate st2000dm001'],,,,,,,,['7200rpm'],['barracuda 7200'],,,,,,,,,,,,,,['2tb'],,,,,
884865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['psu'],,,,,,,,,,,,
884892,,,,,,,,,['Heat Spreader'],,,,,,['corsair ddr3'],,,,,,"['DDR3', 'Vengeance Low Profile Jet Black', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",,,,['1.5 V'],,,,,,,,,,,,,"['16gb', '2x8gb']",['5v'],,,,
885204,,,['gigabyte'],,,,,,,,,,,,,,['sata iii'],,,,,,['sata raid pcie 3 0 x16'],,,,,,,,,,,,,,,,,,,,
886555,,,['startech'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886754,,,,,,,['2xdp'],['1340mhz gpu'],,['radeon rx 570'],,,,,,,,,,,,['7000mhz gddr5'],,,,,,,,,['sapphire'],,,,,,,['4gb'],,,,,
888040,,,,,,,,,,,,,,,,,['hdmi dvi d dl'],,,,['7000mhz'],['gddr5'],,,,,,,,['radeon rx 550 pulse 14'],,,,,,,,['4gb'],,,,,
889055,,,['nzxt phantom'],,,,,,,,,,,,,,['2x120'],,,,,,,,,,,,,,,,,,,,,,,,,,
890248,,,,,,,,,,,,,,,,,['storage quad core'],,,['2gb ram'],,,,,,,,,,,,,,,,,,['16tb'],,,,,
890978,,,['silverstone'],,,,,,,,,,,,,['92mm'],,,,,,,['sfx series'],,,,,,,['st45sf v3'],['psu'],,,,,,,,,,,,
891452,,,['icy dock'],,,,,,,,,,,,,,,,,,,,['mb982ip 1s'],,,,,,,,,,,,,,,,,,,,
892695,,,,,,,,['10 9'],['5v'],['blue pc3 14900'],,,,,,,,,,,,,,,,,,,,,['corsair'],,,,,,,['8gb'],,,,,
893475,,,,,,,,,,,,,['130mb s'],,,,['up to'],,,,,,,,,,,,,,,,,,,,,['64gb'],,,,,
893865,,,['corsair'],,,,,,,,,,,,,,,,,,,,,['black'],,,,,,,['individually sleeved type'],,,,,,,,,,,,
895398,,,,,,,,,,,,,,,,,"['uhs i', 'mb s']",,,,,,,,,,,,,,"['kingston sdhc memory card', 'write']",,,,,,,['16gb'],,,,,
895871,,,['tp link'],,,,,,,,,,,,,,,,,,,,['pci express adapter'],,,,,,,,,,,,,,,,,,,,
896232,,['red dragon oc'],,,,,,,,['rx 480'],,,,,,,['polaris pcie 3 0 8000mhz'],,,,,['gddr5'],,,,,,,,,['power color radeon'],,,,,,,['8gb'],,,,,
896298,,,['intel'],,,['5mb'],,['3 2ghz'],,,,,,,,,,,,,,,,,,,,['xeon platinum'],['turbo 38'],,,,,,,,,,,,,,
896351,,,['synology'],,,,,,,,,,,,['dual core 3 1ghz 2gb mem 4x'],,"['gigabit lan 4x', 'usb 2 0']",,,,,,['ds3612xs'],,,,,,,,,,,,,,,['100tb'],,,,,
896458,,,['icy dock'],,,,,,['Black'],,,,,,,,['1 x SATA'],,,,,,,,,,,,,,['front device bay industrial full metal case'],,,,,,['key lock'],,,,,,
896787,,,,,,,['iiyama'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899077,,,,,,['5900rpm 64mb'],,,,,,,,,['seagate st2000vn000'],,,,,,,,,,,,,,,,,,,,,,,['2tb'],,,,,
899403,,,,,,,,,,,,,,,,,['mgx 3d'],,,,,,,,['97k'],,,,,,"['samsung 850 evo m', '89k iops']",,,,,,,['1tb'],,,,['520mb'],
901840,,,,,,,,,,,,,,,,['540mb'],,,,,['1024mb'],['cache read 560mb s'],['phison s10'],,,,,,,,['patriot blast'],,,,,,,['960gb'],,,,,['38k iops']
902651,,,['intel'],,,,['board'],,,,,,,,,,,,,,,['ddr4 dimm'],,,,,,"['8x', 'bays dual 10gbe 1100w psu']",,,['rack server 2x s3647'],,,,,,['24x'],,,,,,
903187,,,['amd'],,,,,['3 6ghz'],,,,,,,,,,,,,['r7 757mhz'],,,,,,,['godavari quad core'],['amd radeon'],,,,,,,,,,,,,,
903723,,,,,,['64mb'],,,['purple'],,,,,,,,,,['av surveillance'],,,,,,,,,,,,,,,,,['3 5'],,['5tb'],,,,,
904291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['arctic', 'controlled case fan']",,,,,,,['120mm'],,,,,
904512,,,,,,,,,,,,,,,,,,,,,,,,,,,['440mb s read 400mb s'],,,,['write'],,,,,,,['64gb'],,,,,
906401,,,,,,,,,,,,,,,,,,,,,,,['red led 1500rpm'],,,,,,,,"['air penetrator', 'cases coolers', 'rads']",,,,,,,['120mm'],,,,,
