cluster_id,Battery Capacity,Battery Type,Brand,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Input,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Processor,Processor Core,Processor Socket,Product Type,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
1183531,,,['2666mhz'],,,,,,,,,,,,,,,['timings 1 20'],,['lifetime warranty'],,['25v'],['vdimm'],,,['ram'],,,,,,,,,,,,,,,,,,
1183692,,,['axrx'],,,"['stream', 'amd crossfire']",,['years warranty'],,,,,,,,,,,,,,"['1320 mhz', '7000mhz']",['gddr5'],['570 4gbd5'],,,,,,,,,['processors 2048 directx'],,,,,,,,,,,
1184774,,,,,,,,,,,,,,,,,,['sata ports'],,,,,,,,,,,,,,,,,,,,,['support for x series'],,,,,
1185563,,,['nvidia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['hottest games'],,,,,,,,,,,
1186590,,,,,,['stream'],,,,,,,,,,,,['physx cuda'],,['enabled 2 years warranty'],,"['1046mhz', '7010mhz']",['gddr5'],,,,,,,,,,['processors 1536 shader'],,,,,,,,,,,
1186912,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
1187249,,,,,,['stream processors'],,['ati crossfirex'],,,,,,,,,,,,['ati eyefinity'],,['5200mhz'],['gddr5'],,,,,,,,,,"['ati stream', 'ati avivo hd']",,,,,,,,,,,
1187457,,,,,,['stream'],,,,,,,,,,,,['vr ready physx cuda'],,['enabled 2 years warranty'],,['8000mhz'],['gddr5'],,,,,,,,,,['processors 1920 sli ready'],,,,,,,,,,,
1187523,,,['asus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187811,,,['built'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188167,,,['dsl'],,,,,,,,,,,,,,,,,,,,['802'],['ac56u 802'],,,,,,,,,,,,,,,,,,,,
1189011,,,['intel'],,,,,['support'],,,,,,,,,,['sli xfire'],,,,,,,,,,,,,,,['esata x2'],,,,,,,,,,,
1189171,,,,,,['stream'],,['years warranty'],,,,,,,,,,['amd crossfire amd eyefinity'],,,,['7000mhz'],['gddr5'],,,,,,,,,,['processors 2304 directx'],,,,,,,,,,,
1189920,,,['msi'],,,,,,,,,,,,,,,['pci e m'],,,['16gb'],,['ddr4'],,,,,,,['intel core i7 6700hq nvidia gtx'],,,,,,,,,,,,,,
1190488,,,"['hx432c16pb3k4', 'hx432c16pb3k4']",,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,"['32 3200mhz ram', '32 3200mhz ram']","['35v', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,,,,,,,,,
1191724,,,['rx 580p8dfd6'],,,"['stream', 'amd crossfire']",,,,,,,,,,,,,,,,"['boost 1386mhz', '8192mb 8000mhz']",['gddr5'],['vr ready 3'],,,,,,,,,"['processors 2304 directx', 'years warranty']",,,,,,,,,,,
1193368,,,['smart'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['30cm'],,,,,,,
1193446,,,['corsair'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['air series led', 'pc case fans combine', 'air delivery']",,,,,,,,,,,
1193477,,,['mastercase'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193859,,,['3000mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
1195436,,,['continuing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195762,,['use with'],['designed'],,,,,,,,,,,,,,,['mini dtx and mini itx'],,['like the'],,,,,,,,,,,,,,,,,,,,,,,,
1196216,,,,,,['motorized'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['screen', 'chassis manufacturer has ever had']",,,,,,,,,,,
1196978,,,['amd'],,,,,,,,,,,,,,,,,,,,,,,,,,,['amd r9'],,,['vr ready premium'],,,,,,,,,,,
1198014,,,['gigabyte'],,,,,['gddr5'],,,,,,,,,,['7200rpm'],,,"['16gb', '256gb']",,['ddr3l'],,['windows 8'],,,,,['intel core i7 5700hq'],,,['mssd'],,,,,,,,,,,
1198985,,,['stylish'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['bluetooth keyboard'],,,,,,,['li'],,,,
1199029,,,['personal cloud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['all data'],,,,,,,,,,,
1199754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intel atom architectures'],,,,,,,,,,,
1199980,,,,,,,,,,['cm'],,,,,,,,,,,,,,,,,,,,,,,['usb port length'],,,,,,,,,,,
1201158,,,"['axrx', 'axrx', 'axrx']",,,,,,,,,,,,,,,,,,,"['7000mhz', '7000mhz', '7000mhz']","['gddr5', 'gddr5', 'gddr5']",,,,,,,,,,"['stream processors', 'stream processors', 'stream processors']",,,,,,,,"['3 years warranty', '3 years warranty', '3 years warranty']",,,
1201200,,,['gigabyte'],,,,,['warranty'],,,,,,,,,,"['fhd ips 1920 x 1080 i7 6700hq nvidia gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,,,,,,,,,,,,,,['p57x v6 cf1'],,,,,,['256gb'],,,,,
1201797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['silent fans', 'cooling configuration']",,,,,,,,,,,
1202177,,,,,,,,,,,['3 5 inch'],['128mb'],,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['3 year warranty backwards compatible'],,,,,,['6tb'],,,,,
1202612,,,['kingston s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['sdhc sdxc', 'video and 3d video']",,,,,,,,,,,
1202640,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,,['gddr5'],,,,,,,,,,,,,,,,,,,,,
1202882,,,['intel xeon'],,,,['3 ghz'],,,,,,,,,,,,,,['8 gb ddr3'],,,,,,,,,['quad core 3'],,,,,,,,,,,,,,
1203164,,,['thick bulging'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['space back'],,,,,,,,,,,
1203171,,,['prolimatech'],,,,,,,,,,,,,,,,,,,,,,,,,,,['aluminum series generates unparalleled airflow'],,,,,,,,,,,,,,
1203633,,,['hx'],,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203643,,,['2666mhz'],,,['lifetime warranty'],,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,
1204076,,,,,,,,,,,,,,,,['140mm'],,['secufirm2 for tr4 sp3'],,,,,,,,,,,,,,,['platform ryzen threadripper'],,,,,,,,,,,
1204445,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204487,,,,,,"['stream', 'enabled 2']",,,,,,,,,,,,,,['years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,['processors 768 vr ready physx cuda'],,,,,,,,,,,
1204562,,,['gigabyte'],,,,,,,,,,,,,,,,,,['2gb gddr5'],['2400mhz'],,,,,,,,,,,['v7 cf1'],,['1920 x 1080 i7 7700hq nvidia gtx 1050'],,,,,,,,,
1204840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['liter design'],,,,,,,,,,,
1205130,,,['80iujbdhq7fk core'],,,,,,,,,,,,,,,['vr ready physx cuda'],,['enabled 2 years warranty'],,,,,,,,,,,,,,,,,,,,,,,,
1207563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ea7500 max stream'],,,,,,,,,,,
1207753,,,,,,"['stream', 'physx cuda']",,,,,,,,,,,,,,['enabled 3 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,['processors 2048 sli ready'],,,,,,,,,,,
1208325,,,['ducky'],,,,,,,,,,,,,,,['narrower bezel'],,,,,,,,,,,,,,,,,,,,,,,,,,
1208609,,,"['aerodynamically improved wing geometry', 'aerodynamically improved wing geometry']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208614,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209046,,,"['core', 'amd eyefinity']",,,['amd crossfirex ready'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['hbm stream', 'amd mantle', 'vr ready']",,,,,,,,['2 year warranty'],,,
1210620,,,['ek'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['nvidia geforce gtx 970 series graphics cards'],,,,,,,,,,,
1210736,,,['2133mhz'],,,['strobe'],,,,,,,,,,,,,,,,,,,,['65v'],,,,,,,['avexir'],,,,,['lights lifetime warranty'],,,,,,
1210753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['support for'],,,,,
1211030,,,['the s14v represents'],,,,,,,,,,,,,,,['with a'],,,,,,,,,,,,,,,,,,,,,,,,,,
1211385,,,['aero'],,,,,,,,,,,,,,,,,,['16gb'],['2400mhz'],['ddr4'],['15w'],,,,,,['intel core i7 7700hq'],,,,,,,,,,,,,,
1212568,,,['rx 460p2dfg5'],,,,,,,,,,,,,,,,,,,['7000mhz'],['gddr5'],,,,,,,,,,"['core clock', 'stream processors']",,,,,,,,['3 years warranty'],,,
1212807,,,['7480'],,,,,,,,,,,,,,,,,,,['720mhz'],['cores ddr3'],,,,,,,['graphics dual core technology'],,,['year warranty'],,,,,,,,,,,
1212953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['aluminum tablet stand'],,,,,,,,,,,
1213029,,,['docking station'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213056,,,['following'],,,,,,,,,,,,,['120mm'],,['spectre pro led'],,,,,,,,,,,,,,,,,,,,,,,,,,
1213345,,,['passive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214499,,,['gs73vr'],,,,,,,,,,,,,,,,,,['16gb 2400mhz'],,,,,,['7rf stealth pro 208uk 17 3 120hz 1920x1080 i7'],,,,,,"['7700hq nvidia gtx 1060', '7200rpm']",,,,['2yr warranty'],,,,,,,
1214535,,,['great'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['cpu water block', 'mirror chrome 2 year warranty']",,,,,,,,,,,
1214905,,,,,,,,,,['cm'],,,,,,,,['usb port length'],,,,,,['usb 2 0 type a'],,,,,,,,,,,,,,,,,,,,
1215556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['fetching features'],,,,,,,,,,,
1218597,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218801,['1TB'],,['acer'],,,,['6 ips 1920x1080'],,,,,,['yes'],,,,,,,,,,,,['Windows 10 Home 64 Bit'],,,,,,,,"['aspire nitro', '6300hq nvidia gtx', 'Intel Core i5']",,['Full-HD (1.920 x 1.080 Pixel)'],,,,,,,,,
1219515,,,['quiet'],,,['solution'],,,,,,,,['nsk3480'],,,,,,,,,,,,,,,,['around 80 plus certified earthwatts psu'],,,"['continues', 'series enclosures']",,,,,,,,,,,
1219697,,,['gigabyte'],,,,,,,,,,,,,,,,,,['16gb'],,['ddr4'],['aero 14w v7'],,,,,,['intel core i7 7700hq'],,,,,,,,,,,,,,
1219978,,,['silencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['power management solution'],,,,,,,,,,,
1220119,,,['intel'],,,,,,,,,,,,,,,,,,,,['ddr3 x1 pci e x16 x2 pci e x1 x1 pci x4 sata 3gb s'],,,,,,,,,,,,,,,,,,,,,
1221026,,,,,,,,,,,,,,,,,,['mini card'],,,,,,['pci express half'],,,,,,,,,['ultimate n 6300 network adapter'],,,,,,,['11n'],,,,
1221407,,,"['667mhz', 'corsair']",,,,,,,,,,,,,,,,,,,['ram'],,,,,,,,,,,"['corsair', 'most demanding computing situations']",,,,['9v vdimm lifetime warranty'],,,,,,,
1221440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['socket compatibility'],,,,,,,,,,,,,,
1222325,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222494,,,['fits'],,,,,,,,,,,,,,,['usb 3 0 password protection'],,,,,,,,,,,,,,,['automatic backup'],,,,,['warranty'],,,,,,
1223843,,,['features'],,,,,,,,,,,,,,,['sleek and lightweight'],,,,,,,,,,,,['intel core i7 quad core processor and unbeatable latest'],,,,,,,,,,,,,,
1224932,,,['swif2'],,['92mm pwm fan with coolink of 625 1900 rev'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225160,,,['support'],,,,,,,,,,,,,,,['sata ports'],,,,,,,,,,,,,,,,,,,,,,,,,,
1225699,,,['lian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intricate setups'],,,,,,,,,,,
1225730,,,['gigabyte'],,,,,,,,,,,,,,,,,,['8gb ddr3'],['gtx'],,['v3 cf1'],,,,,,['1080p i7 4720hq'],,,['win8'],,,,,,,,,,,
1226350,,,['skylake'],,,,,,,,,,,,,,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio 2x usb 3']",,,,,,['6th gen ddr4 2x pcie x16'],,,,,,,,,['3x pcie x1 2x pci 6x'],,,,,,,,,,,
1227946,,,,,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,['4000mhz ram'],,,,,,,,
1230741,,,['seasonic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230919,,,['fz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['quiet operation'],,,,,,,,,,,
1230985,,,['hp omen'],,,,,['2400mhz'],,,,,,,,,,,,,,,,,,,,,,,,,"['7700hq nvidia gtx 1060', '7200rpm']",,,,,,,,,,,
1232532,,,['intel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233532,,,['gaexy416gb3000c16adc'],,,['lifetime warranty'],,,,,,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,['3000mhz ram'],,,,,,,,,,,,
1233806,,,['axrx'],,,,,,,,,,,,,,,,,,,"['8192mb', '945mhz']",,,,,,,,,,,['hbm2 stream processors 4096'],,,,,,,,['2 year warranty'],,,
1235392,,,,,,,,,,,,,,,,['8mb'],,,,,,,,['sata ii interface'],,,,,,,,,"['seek time', '3 year warranty compatible']",,,,,,['500gb'],,,,,
1235578,,,,,,"['stream', 'amd crossfirex ready']",,['year warranty'],,,,,,,,,,,,,,"['985mhz', '5800mhz']",['gddr5'],,,,,,,,,,['processors 1792 directx'],,,,,,,,,,,
1236317,,,['silverstone'],,,,,,,,,,,,,,,['up to 20 meters'],,,,,,,,,,,,,,,,,,,,,,,,,,
1237389,,,,,,,,['vdimm lifetime'],,,,,,,,,,['timings 1 2v'],,,,,,,,,,,,,,,,,,,,,['2666mhz ram'],,,,,
1237768,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238261,,,,,,,,,,,['3 5 inch'],,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,['5 year warranty'],,,,,,['3tb'],,,,,
1239376,,,,,,"['unique', 'sickle']",,,,,,,,,,,,,,,,,,,,,,,,['black design'],,,,,,,,,,,,,,
1239733,,,"['core', 'physx cuda']",,,['stream'],,['enabled 5'],,,,,,,,,,,,['years warranty'],,['7200mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
1240417,,,['kingston s'],,,['datatraveler'],,,,,,,,,,,,['small convenient'],,,,,,,,,,,,,,,['small convenient'],,,,,,,,,,,
1242088,,,,,,['lifetime warranty'],,['35v'],,['ocuk'],,,,,,,,['timings 1'],,,,,['vdimm'],,,,,,,,,,,,,,,,['3866mhz ram'],,,,,
1242846,,,,,,,,,,,,,,,,,,,,,,['866mhz'],['speed'],,,,,,,,,,,,,,,,,,,,,
1243755,,,['silverstone'],,,,,,,,,,,,,,,['sas interface'],,,,,,,,,,,,,,,,,,,,,,,,,,
1244043,,,['corsair'],,,['which efficiently'],,,,,,,,,,,,,,,,,,['hydro series liquid cpu coolers'],,,,,,,,,['air coolers'],,,,,,,,,,,
1244133,,,['kingston s'],,,,,,,,,,,,,,,,,,,,,['a400'],,,,,,,,,"['solid state drive', 'mechanical hard drives']",,,,,,,,,,,
1244145,,,['arctic'],,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,,,,,,
1245099,,,['pci e card'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245292,,,['latest'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245622,,,,,,,,,,,,,,['22'],,,,,,,,,['ddr3 controller integrated hd 4600 graphics 1'],,,,,,,,,,['year warranty'],,,,,,,,,,,
1246197,,,['gigabyte'],,,,,"['gddr5', '2400mhz']",,,,,,,,,,"['fhd ips 1920x1080 i7', '7200rpm']",,,['256gb'],,,,,,,,,,,,['p57w v6 cf2'],,,,,,,,,,,
1247472,,,,,,['stream'],,,,,,,,,,,,,,['years warranty'],,['7000mhz'],['gddr5'],,,,,,['vr ready'],,,,['processors 2048 crossfire ready'],,,,,,,,,,,
1248235,,,['15'],,['6 gigabyte p55w'],,,['2400mhz'],,,,,,,,,,,,,,,,,,,,,,['1920x1080 i7 7700hq nvidia gtx 1060'],,,['v7 cf1'],,,,,,,,,,,
1248425,,,['70ish6dhn1wk core'],,['8192mb 8000mhz'],['stream'],,,,,,,,,,,,,,['enabled 2 years warranty'],,,['gddr5'],,,,,,,,,,['physx cuda'],,,,,,,,,,,
1251953,,,['3000mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,,['vdimm'],,,,,,,,,,,,,,,,,,,,,
1252107,,,['sugo'],,,,,,,,,,,,,,,,,,,,['sg04'],,,,,,,['sugo'],,,['leading sff chassis'],,,,,,,,,,,
1252257,,,['support'],,,,,,,,,,,,,,,"['sata ports', 'sata ports']",,,,,,,,,,,,,,,,,,,,,['support for'],,,,,
1253121,,,,,,,,,,,,,,,,,,,,,['8mb l3'],,,,,,,,,,,,['unlocked multiplier'],,,,,,,,,,,
1253322,,,['radiator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255142,,,,,,,,,,,,,,,['intel ssd 530'],,,,,,,,,,,,,,,,,,['intel ssd 530'],,,,,,,,,,,
1255393,,,,,,,,['5v'],,,,,,,,,,,,['vdimm lifetime warranty'],,['1333mhz ram'],,,,,,,,,,['cas 9'],,,,,,['geil'],,,,,,
1255513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['power supply line'],,,,,,,,,,,
1255835,,,['xfx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256037,"['1TB', '2x 256 GB', '1TB', '2x 256 GB']",,"['msi', 'msi']",,,"['uhd', 'uhd']",,"['warranty', 'warranty']",,,,,,,"['gddr5 2x 256gb', 'gddr5 2x 256gb']",,,"['pci gen3', '7200rpm', 'windows 10', 'pci gen3', '7200rpm', 'windows 10']",,,"['8gb', '8gb']",,,"['gt72s dragon', 'gt72s dragon']",,,,,,"['nvidia gtx 980', 'nvidia gtx 980']",,,"['4k ips g sync i7 6820hk', '4k ips g sync i7 6820hk', 'Intel Core i7', 'Intel Core i7']",,,,,,,,,,,
1256465,,,,,,,,,,,,,,,,,,"['pci e x1 1x', 'mini pcie 6x', 'supremefx 7 1 hd audio']",,,,,['ddr3'],,,,,,,['intel z97 chipset'],,,['pci e x16'],,,,,['lan'],,,,,,
1256928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['whisper quiet the', 'spectre pwm fan']",,,,,,,,,,,
1257110,,,['radeon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258447,,,['hx430c15pb3k2'],,,"['lifetime warranty', 'lifetime warranty']",,,,"['ocuk', 'ocuk']",,,,,,,,,,,,"['3000mhz ram', '35v', '35v']","['vdimm', 'vdimm']",,,,,,,,,,,,,['3000mhz ram'],,,,,,,,
1259036,,,,,,,,,,,,,,,,,,,,,,['kabylake'],['ddr4'],,,,,,,,,,['usb3 0 2x'],,,,,,,,,,,
1259265,,,,,,"['stream', 'ati eyefinity']",,['ati crossfirex'],,,,,,,,,,,,,,"['1050mhz', '6000mhz']",['gddr5'],,,,,,,,,,"['ati stream', 'ati avivo hd']",,,,,,,,,,,
1259968,,,['arctic'],,,['light breeze'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['days'],,,,,,
1260662,,,['3000mhz ram'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,['timings 1 20'],,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
1261161,,,"['msi', 'msi']",,,,,"['warranty', 'warranty']",,,,,,,,,,"['fhd ips level 1920x1080 i7 6820hq nvidia sli gtx 1070 8gb gddr5', '7200rpm', 'windows 10', 'fhd ips level 1920x1080 i7 6820hq nvidia sli gtx 1070 8gb gddr5', '7200rpm', 'windows 10']",,,,,,,,,,,,,,,,,,,,,,,,,,
1261182,,,['bitfenix alchemy'],,,,,['white'],,,,,,,,,,,,,,,,,,,,,,,,,['extension 30cm'],,,,,,,,,,,
1261582,,,,,,['all'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261765,,,,,,,,,,,,,,,,,,['timings 1 20'],,,,"['2666mhz ram', '30v']",,,,,,,,,,,"['lights lifetime warranty', 'avexir']",,,,,,,,,,,
1263978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['combines ek s', 'csq design', 'radiator core engine']",,,,,,,,,,,
1264034,,,['ultra slim'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264223,,,['cssd'],,,,,,,,,,,,,,,,,,,['83k'],,,,,,,,,,,"['tlc nand read 560mb s', 'write']",,,,,,,,,,,
1264350,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['intel'],,,,,,,,,,,
1265462,,,"['core', 'amd eyefinity']",,,"['2048', 'amd crossfirex ready']",,,,,,,,,,,,,,,,['5800mhz'],['gddr5'],,,,,,,,,,"['processors directx', 'amd mantle dolby truehd gcn']",,,,,,,,,,,
1265924,,,['skylake'],,,,,['killer gigabit'],,,,,,,['audio 5x usb3 0 2x'],,,['bluetooth 4 2'],,,,,,['6th gen ddr4'],,,,,,,,,['1x pcie x16 6x'],,,,,,,,,,,
1266329,,,['temjin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266735,,,['msi'],,,['2qe'],,,,,,,,,,,,['7200'],,,,,,"['gs70', 'stealth pro']",,,,,,,,,,,,,,,,,,,,
1266944,,,['geforce'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['years warranty'],,,,,,,,,,,
1268160,,,['ge72mvr'],,,,,"['7200rpm', 'warranty']",,,,,,,,,,['fhd 1920 x 1080 i7 7700hq'],,,,,,,,,,,,,,,['7rg apache pro'],,,,,,,['051uk'],,,,
1268586,,,['got'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269131,,,['redline'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269387,,,,,,['stream'],,['physx cuda'],,,,,,,,,,,,['enabled 2 years warranty'],,['7010mhz'],['gddr5'],,,,,,,,,,,,,,,,,,,,,
1269841,,,,,,,,['vdimm lifetime'],,,,,,,,,,['timings 1 2v'],,,,,['speed cl14'],,,,,,,,,,,,,,,,,,,,,
1270139,,,,,,,,,,,,,,,,,,,,,,,['20cm blue'],,,,,,,,,,,,,,,,,,,,,
1270604,,,,,,,,,,,,,,,,,,['sata 6gb s'],,,,,,,,,,,,,,,"['range', '2 year warranty']",,,,['5 inch'],,['4tb'],,,,,
1270876,,,['hp omen'],,,,,"['gddr5', '1yr warranty']",,,,,,,,,,"['fhd ips 1920 x 1080 intel i7 7700hq nvidia gtx 1060', 'windows']",,,,,,,,,,,,,,,['gaming laptop'],,,,,,['16gb'],,,,,
1270887,,,['quad core technology'],,,,,['year warranty'],,,,,,,,,,,,,,,['ddr3 1600 support amd'],,,,,,,,,,['cool quiet'],,,,,,,,,,,
1271197,,,['silverstone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['created cps04'],,,,,,,,,,,
1271284,,,['samsung'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272445,,,['people that'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['fn06'],,,,
1272756,,,['all aluminium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273497,,,['2666mhz'],,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,['ram'],,,,,,,['vdimm lifetime warranty'],,,,,,['2666mhz ram'],,,,,
1273620,,,,,,,,['vdimm lifetime'],,,,,,,,,,['timings 1 2v'],,,,,,,,,,,,,,,,,,,,,['2666mhz ram'],,,,,
1273971,,['45 cm sleeved'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['orange black'],,,,,,,,,,,
1274311,,,['intel'],,,,,,,,,,,,,,,,,,,,['ddr3 4x'],['sata express 4'],,,,,,,,,['pci e x16'],,,,,,,['lan'],,,,
1275737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd radeon vega based graphics cards'],,,,,,,,,,,,,,
1276277,,,,,,['lifetime warranty'],,,,,,,,,,,,,,,,,['sodimm'],,,,,,,,,,,,,,,['corsair'],['2666mhz ram'],,,,,
1277121,,,['msi s'],,,,,,,,,,,,,,,,,,,,,,,,,,,['intel core i7 quad core processor and nvi'],,,,,,,,,,,,,,
1279049,,,['most'],,,,,['lian li'],,,,,,,,,,,,,,,,,,,,,,,,,['ever'],,,,,,,,,,,
1279304,,,,,,['lifetime warranty'],,,,['ocuk'],,,,,,,,,,,,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,
1279514,,,,,,"['stream', 'amd crossfire']",,,,,,,,,,,,,,,,['8000mhz'],['gddr5'],['vr ready premium 3'],,,,,,,,,"['processors 2304 directx', 'years warranty']",,,,,,,,,,,
1279603,,,['skylake'],,,,,,,,,,,,,,,,,,,"['usb3', '0 8x']",['usb3'],['6th gen ddr4 2x pcie x16'],,,,,['usb type c crossfire'],,,,['4x pcie x1 6x'],,,,,,,,,,,
1280153,,,['introducing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282996,,,['intel solid state drive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283604,,,['socket compatibility'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284950,,,['source'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285117,,,,,,['stream'],,,,,,,,,,,,['physx cuda'],,['enabled 3 years warranty'],,['4050mhz'],['gddr5'],,,,,,,,,,['processors 336 shader'],,,,,,,,,,,
1285698,,,['pp07'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['management'],,,,,,,,,,,
