cluster_id,Average Seek Time,Battery Capacity,Battery Type,Brand,Bus Speed,Cable Length,Cache Memory,Category,Clock Speed,Color,Compliant Standards,Condition,Data Link Protocol,Data Transfer Rate,EAN,Generation,Graphics Card,Height,Interface,Length,Material,Memory,Memory Speed,Memory Type,Model,Operating System,Output Voltage,Portable Memory,Power Supply,Power Supply Type,Price,Processor,Processor Core,Processor Socket,Product Type,RAID Level,Reading Speed,Resolution,Rotational Speed,Screen Size,Security,Storage Capacity,UPC,Warranty,Weight,Width,Writing Speed
317130,,['16GB'],,,,,,,,['Grey'],,,,,,,,,['USB 3.0 (backward compatible with USB 2.0)'],,,['16gb interface'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['8g'],,
319952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['8 x rj 45 2 x expansion slots 10 100 1000base t'],,,,,
321977,,,,,,,,,,,['175000 hours led'],,,,,,,,,,,,,,,,,,,,,,,,['radiator mttf'],,,,,,,['120mm'],,,,,
323944,,,,,,,,,,,,,,,,['530'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['510mb sec 92k']
325811,,,,,,,,,,['layer supported'],,,,,,,,,"['2 x expansion slot', 'optical fiber 10 gigabit ethernet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
326104,,,,['ryzen 5'],,,,,"['3.6GHz max. 4,0 GHz (Precision Boost) OC: 4,0+ GHz (XFR automated)']",,,,,,,,,,,,,,['3.40GHz'],,,,,,,,,['Amd Ryzen™'],,,,,,,,,,,,['3 Years'],,,
327895,,['8GB'],,['Crucial'],,,,,['2133 MT/S'],,,,,,,,,,,,,,,['Unbuffered'],,,['1.2V'],,,,,,,,,,,,,,,,,['Limited Lifetime'],,,
328061,,,,,,,,,,,,,,,,,,,,,,,['1866 mhz'],['ddr3 1866 pc3 14900'],,,,,,,,,,,,,,,,,,,,,,,
328644,,,,['ddr4'],,,['DIMM'],,,['lifetime warranty'],,,,,,['PC4-28800 (3600MHz)'],,,,,,,"['3600mhz', 'cl18', 'Vengeance RGB', '16GB Kit (2 x 8GB)', 'DDR4']",,,,['1.35V'],['288'],,,,,,,,,['3600MHz'],,,,,,,['Limited Lifetime'],,,
329234,,,,,,,,,['13 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['intel atom d2700 dual core 2 core'],,,,,,,,,,"['1 x', '32 tb']",,,,,
331405,,,,,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,['i5 i3 7th gen micro atx'],,,,,,,,,,,,,,,
333541,,,,['intel'],,,,,['10 ghz'],,,,,,,,,,,,,,,['ddr3 sdram'],,['500 2 gb'],,,,,,,['intel hd graphics'],,,,,,,,,['32 gb'],,,,,
337605,,,,,,,,,,,,,,,,,,,,,,,,['500'],,,,,,,,,,,,,,,,,,,,,,,
338649,,,,,,,,,,,,,,['2 layer'],,,,,,,,,,['gigabit ethernet'],,,,,,,,,,,,,,,,,,,,,,,
339358,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
341475,,,,,,,,,,,,,,,,,,,,,,,['1866 mhz'],['ddr3 1866 pc3 14900'],,,,,,,,,,,,,,,,,,,,,,,
344094,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-21300)']",,,,['1.2V'],,,,,,,,,,['2666MHz'],,,,,,,,,,
346902,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 4 x usb3'],,,,,,,,['i5 i3 6th gen mini itx'],,,,,,,,,,,,,,,
347182,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 3 x pcie 3 0 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
347607,,,,['core'],,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,,,,,,,,,,,,,,,,
350235,,,,,,,,,,['Black'],,,,,,,,,,,,,,,['Carbide Air 240'],,,,,,,,,,"['and below', 'side panel water cooler support']",,,,,,,,,['2 Years'],['5.6kg'],,
352362,,,,['1920 x 1080'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,['black mpr'],,,,,,,,,['16 9'],,,,,
352905,,,,,,,,,,['mpr ii'],,,,,,,,,['black'],,,,,,,,,,,,,,['1ms full hd dvi hdmi'],,,,,,,,,['16 9'],,,,,
353330,,,['Hydraulic'],,,,,,,['RGB (Red/Green/Blue Customisable)'],,,,,,,,,,,,,,,,['7V - 13.2V'],,,,,,,,,['customisable'],['26 dBA'],,,,['120mm x 120mm x 25mm'],,,,['2 Years'],,,
354421,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
354624,,,,,,,,,,,,,,,,,,['120mm'],,,,,,,,,,,,,,,,,['1 x 200mm'],,,,,,,,,,,,
354663,,,,['i7'],,,,,,,,,,,,,,,['usb 3 0 6x'],,,,,['ddr4 6x'],,,,,,,,['i5 i3 7th gen atx'],,,"['usb 2 6x', 'way crossfire']",,,,,,,,,,,,
355117,,,,['six'],,,,,,,,,,,,,,,,,,,['3.50GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['6300 Black Edition'],,,"['unlocked multiplier', 'warranty']",,,,,,,,,['3 Years'],,,
357702,,['16GB (2 x 8GB)'],,['ddr3'],,,,,,,,,,,,,,,,,,,"['2400mhz', 'XMP, Vengeance Pro Heatsink', 'DDR3 (PC3-19200)']",,,,['1.50v-1.65v'],,,,,,,,['warranty'],,['2400MHz'],,,,,,,,,,
357712,,,,['core technology'],['8 GT/s DMI3'],,,,,,,,,,,,,,,,,,['3.5GHz'],['ddr4 controller'],,,,,,,,['I7 7800X'],,,"['quad channel', 'warranty']",,,,,,,,,,,,
358012,,['2GB (1 x 2GB)'],,['800mhz'],,,,,,,,,,,,,,,,,,,['DDR2 (PC2-6400)'],,,,"['ram', '1.8V']",,,,,,,,['year warranty'],,['800MHz'],,,,,,,,,,
360727,,['16GB (1 x 16GB)'],,,,,,['lifetime warranty'],,,,,,,,,,,,,,,['DDR4 (PC4-17000)'],,,,['1.2v'],,,,,,,,,,['2133MHz'],,,,,['2133mhz ram'],,,,,
361893,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['2666mhz', 'DDR4 (PC4-21300)', 'XMP 2.0, Vengeance LPX Heatsink']",,,,['1.2V'],,,,,,,,,,['2666MHz'],,,,,,,,,,
363268,,,,,,,,,,,,,,,,,,,,,,,,['ddr3 4 x usb3'],,,,,,,,,,,,,,,,,,,,,,,
363343,,,,['support sockets'],,,,,,,,,,,,,,,,,['Aluminium (Fins) Copper (Heatpipes)'],,,,['HYPER 612 Ver. 2'],,,,,,,,,,,,,,['800-1300 RPM ± 10%'],,,,,['2 Years'],,,
364445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['92mm'],,,,,
365550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['usb'],,,,,,,,,,,,
367688,,,,['40 mm s'],,,,,,,,,,,,,,,,,,,['203dpi'],,,,,,,,,,,,,,,,,,,,,,,,
369716,,,,['valve'],,,,['vrla'],,,,,,,,,,,,,,,,,['hot swappable'],,,,,,,,,,,,,,,,,,,,,,
369743,,,,['quad core'],,,,,['4.0MHz'],,,,,,,,['AMD Radeon HD 8470D Graphics'],,,,,,['3.6GHz'],['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,"['radeon r7 757mhz', 'A10-7860K']",,,['gpu clock'],,,,,,,,,['3 Years'],,,
375055,,,,['2 x antenna s'],,,,,,,,,,,,,,,['desktop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
375113,,,,,,,,,,,,,,,,,,,,,['4 Direct contact heatpipes / Aluminum fins'],,,,['Hyper 212X'],,,,,,,,,,,,,,"['600 - 2,000 RPM (PWM) ± 10%']",,,,,['2 Years'],,,
375324,,,['4400 graphics 3yr'],,,,,,,,,,,,,,['350 Mhz'],,['3MB'],,,['22nm integrated hd'],"['3.7GHz', 'DDR3-1333/1600', 'No']",['ddr3 controller'],,,,,,,,"['I3 4170', 'Intel HD Graphics 4400']",,,['warranty'],,,,,,,,,,,,
376817,,,,['atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['z270 chipset', 'nvidia sli crossfirex']",,,,,,,,['ddr4'],,,,
378995,,,,,,,,,['3701 20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram raid supported 0'],,,,,,,,,,,['marvell armada'],,,,,,,['4 tb'],,,,,
379274,,,,['multiple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['amd radeon vega base graphics cards'],,,,,,,,,,,,,,,
382056,,['8GB (1 x 8GB)'],,,,,,,,,,,,,,,,,,,,,['DDR4 (PC4-17000)'],['ddr4'],,,['1.20v'],,,,,,,,['warranty'],,['2133 MHz'],,,,,,,,,,
382267,,,['sealed lead acid'],['0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['maintenance free'],,,,,,,,,,,,
382860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['1920 x 1080'],,,,,
384181,,['8GB (1 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['DDR3 (PC3-12800)', 'XMP, Vengeance Heatsink']",,,,"['5v', '1.5v']",,,,,,,,['lifetime warranty'],,['1600MHz'],,,,,['1600mhz ram'],,,,,
385888,,['64GB (4 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,['ddr4 3200mhz'],,,,,
387338,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,,['1.2V'],,,,,,,,,,['2400MHz'],,,,,,,,,,
387949,,['4GB'],,,,,,,,,,,,,,['PC3-12800'],,,,,,['SODIMM'],"['ddr3l 1600mhz', 'DDR3L']",,,,['1.35V'],,,,,,,,['lifetime warranty'],,['1600MHz'],,,,,,,['Limited Lifetime'],,,
390726,,,,['ddr4'],,,,,,,,,,,,,,,,,,,['2400mhz'],['cl17'],,,,,,,,,,,['warranty'],,,,,,,,,,,,
391452,,,,['polyurethane'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391727,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 3 x pcie 3 0 x16'],,,,,,,,,,,['dual channel'],,,,,,,,,,,,
392925,,,,['marvell'],,,,,['3701 20 ghz'],,,,,,,,,,,,,,,['ddr3 sdram serial ata 600 raid supported'],,,,,,,,,,,,,,,,,,,,,,,
394664,,,['sealed lead acid'],['3 hour'],,,,,,,,,['60320 c19 2 x iec'],,,,,,"['x iec', '60320 c13 2 x iec']",,,,,,,,,,,,,,,,['jumper'],,,,,,,,,,,,
394729,,,,['1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395741,,,,,,,,,,,,,,,,,,,,,,,,,['4000 dpi'],,,,,,,,,,['notebook scroll wheel'],,,,,,,,,,,,
395902,,,,['1600mhz ram'],,,,,,,,,,,,,,,,,['lifetime warranty'],,['35v'],['vdimm'],,,,,,,,,,,,,,,,,,,,,,,
396182,,['16GB'],,['capacity'],,,,,,"['warranty lifetime', 'Black/Blue']",,,,,,,,,['USB 2.0'],,,['16gb interface'],,,,,,,,,,,,,,,,,,,,,,['Lifetime'],['9g'],,
396324,,['128GB'],,['capacity'],,,,,,['Black/Blue'],,,,,,,,,['USB 3.0 (backward compatible with USB 2.0)'],,,,,,,,,,,,,,,,,,,,,,,['128gb'],,['Lifetime'],['10g'],,
397184,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
397948,,,,['i7'],,,,,,,,,,,,,,,,,,,,['ddr4 2 x usb3'],,,,,,,,['i5 i3 7th gen atx'],,,,,,,,,,,,,,,
398113,,,,,,,,,,,,,,,,,,['140mm'],,,,,,,['Semi-Modular'],,,,,,,,,,"['all japanese capacitors', 'fan 7 year warranty']",,,,,,,,,['7-Years'],['1.78KG'],,
398716,,,,['sockets supported'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399739,,,,,,,,,['400-2000RPM'],['White'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm x 140mm x 25mm'],,['140mm'],,['5 Years'],,,
399812,,,,,,,,['layer supported'],,,,,,,,,,,,,,,,,,,,,,,,,,,['5 year'],,,,,,,,,,,,
402748,,,,['velvet fabric'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403133,,,,['am3'],,,,,,,,,,,,,,,,,,,,['ddr3 4 x usb3 10 x usb2 5 x sata3 1 x esata3 2 x pcie x16 2 x pcie x1 2 x pci crossfirex'],,,,,,,,,,,,,,,,,,,,,,,
407072,,,,['adjustable'],,,,,,,,,,,,,,,,,,,,,['1920 x 1080'],,,,,,,,,,,,,,,,,,,['black mpr ii'],,,
408215,,,,,,,,,,['way crossfirex'],,,,,,,,,['2 x m 2 2 x pci e 3 0 x16'],,,,,,,,,,,,,,,,['b250 chipset'],,,,,,,,['ddr4'],,,,
409402,,,,,,,,,,,,,,,,,['350 MHz'],,['8MB'],,,,"['DDR4 - 2133 / DDR3L - 1600', 'No', '4.0GHz']",['ddr4 ddr3l controller'],,,,,,,,"['Intel HD 530', 'I7 6700K']",,,['warranty'],,,,,,,,,,,,
414102,,,,,,,,,,,,,,,,,,['370mm'],,,,,,,,,"['225mm', '170mm']",,,,,,,,['and below'],,,,,,,,,,,,
416619,,,,['atx'],,,,,,['way crossfirex'],,,,,,,,,['2 x m 2 2 x pci e 3 0 x16'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
418405,,,,['aniline leather'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424364,,,,['eight'],['8 GT/s DMI3'],,,,,,,,,,,,,,,,,,['3.6GHz'],['ddr4 controller'],,,,,,,,['I7 7820X'],,,"['core technology', 'quad channel', 'warranty']",,,,,,,,,,,,
424897,,,,['displays'],,,,,,['year warranty'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426331,,,,['micro atx'],,,,,,['Black'],,,,,,,,,,,,,,,['Carbide 88R'],,,,,,,,,,"['and below', 'side panel water cooler support no psu']",,,,,,,,,['2 Years'],['4.8kg'],,
427804,,,,['usb'],,,,,,['red accents'],,,,,,,,,,,,,,,,,,,,,,,,,['mini itx led strip fan controller tempered glass'],,,,,,,,,,,,
431039,,,['POM Bearing-CM 4th Gen. Bearing'],['intel'],,,,,,,,,,,,,,['140mm'],,,['3 Heat Pipes / CDC 2.0 / Aluminum Fins'],,,,['MAY-T3PN-930PK-R1'],,['12 VDC'],,['1.2 W'],,,['amd am3'],,['Intel® LGA 2066/2011-v3/2011/1151/1150/1155/1156/1366/775 AMD AM3+/ AM3/AM2+/AM2/ FM2+/FM2 FM1'],,['6~30 dBA (Max)'],,,"['650 – 3,000 RPM (PWM) ± 10%']",,,,,['5 years'],,,
434441,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['2 gb ram'],,['ddr3 sdram raid supported 0'],,,,,,,,,,,['usb port s'],,,,,,,"['16 tb', '4 tb']",,,,,
434442,,,,['atx'],,,,,,,,,,['334mm'],,,,,,,"['Steel, polymer, mesh front bezel']",,,"['Mini-ITX, microATX, ATX']",['RC-902XB-KKN2 (mesh version)'],"['Top: 200mm fan x 1 (optional) - for\xa0mesh version\xa0(RC-902XB-KKN2) only Front: 120mm XtraFlo\xa0fan x\xa02 (installed; 1200 RPM, 17 dBA), or 140mm fan x 2 (optional) Rear:\xa0120mm fan x 1 or 80mm fan x 2\xa0(optional)']",,,['Standard ATX PS2 (The max. length of PSU: 180mm / 7.1 inch)'],,,,,,['7 expansion slots'],,,,,,,,,,['8.2 kg / 18.1 lbs'],,
434592,,,,['marvell armada'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
437614,,,,,,,,,['13 ghz'],,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['intel atom d2700 dual core 2 core'],,,,,,,,,,['8 tb'],,,,,
438131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['tx'],,,,,,,,,,,,
445101,,,,['dpfp'],,,,,,['year warranty'],,,,,,,,,,,,,,['spfp 13 9 tflops'],['870 gflops'],,,,,,,,,,['processors pcie'],,,,,,,,,,,,
445354,,,,['atx'],,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,,
447765,,,,['atx'],,,,,,,,,,,,,,,,,,,,,['ddr4'],,,,,,,,,,,,,,,,,,,,,,
448278,,,,,,,,,['700 RPM'],['Blue'],,,,,,,,,,,,,,['700 rpm'],['MegaFlow 200'],,,,,,,,['blue led'],,,['19 dBA @ 700 RPM'],,,['700 rpm'],,,['200mm 110 cfm'],,['2 Years'],,,
451965,,,,,,,,,,,,,,,,,,,['usb 3 0'],,,,,,,,,,,,,,,,['docking and clone station'],,,,,,,,,,,,
453176,,,,,,,,,,['Black'],,,['gpu'],,,,,,,,,,,,['Carbide Air 540'],,,,,,,,,,"['and below', 'side panel water cooler support full']",,,,,,,,,['2 Years'],['7.4kg'],,
454571,,,,,,,,,,,,,,,,,['thermally controlled 120'],,,,['year warranty'],,,,['Non-Modular'],,,,,,,,,,,,,,,,,,,['5-Years'],['1.73KG'],,
457187,,,,['intel'],,,,['bluetooth'],,,,,,,,,,,['2 x usb 3 0 ports'],,,,,,['ieee 802 11a b'],,,['hd graphics 400 lpddr3'],,,,,,,['front camera'],,,,,,,,,,,,
457703,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['2666mhz', 'DDR4 PC4-21300', 'White Led, XMP 2.0']",,,,['1.20v'],,,,,,,,,,['2666MHz'],,,,,,,,,,
461067,,,,['plus'],,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,['fully modular corsair link enabled 7 year warranty'],,,,,['135mm Thermally Controlled Fluid Dynamic Bearing Fan'],,,,['7 Years'],,,
461089,,,,,,,,,,['tx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['16 x rj 45'],,,,,
461564,,['8GB (2 x 4GB)'],,['ddr4'],,,,,,,,,,,,,,,,,,,"['2400mhz', 'DDR4 PC4-19200']",,,,['1.20v'],,,,,,,,,,['2400MHz'],,,,,,,,,,
462842,,['16GB (2 x 8GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['2666mhz', 'RED Led, XMP 2.0', 'DDR4 PC4-21300']",,,,['1.20v'],,,,,,,,,,['2666MHz'],,,,,,,,,,
468774,,,,['intel xeon'],,,,,['10 ghz'],,,,,,,,,,['x 3 tb'],,,['4 gb ram'],,['ddr3 sdram raid supported 0'],,,,,,,,,,,,,,,,,,['12 tb'],,,,,
469200,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475426,,,,['atx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['and below 7', 'watercooling support']",,,['up to 370mm cpu cooler up to 150mm psu up to 225mm'],,,,,,,,,
475580,,,,['eight'],,,['8mb l3 cache'],,,,,,,,,,,,,,,['8mb l2'],['3.50GHz'],['Dual channel DDR3 800/1066/1333/1600MHz'],,,,,,,,['8320'],,,['unlocked multiplier'],,,,,,,,,['3 Years'],,,
478378,,['64GB (4 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
478554,,,,['eight'],['8 GT/s DMI3'],,,,,,,,,,,,,,,,,,['3.6GHz'],['ddr4 controller'],,,,,,,,['I7 7820X'],,,"['core technology', 'quad channel']",,,,,,,,,,,,
481086,,,,['aluminium alloy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487452,,,,['sealed lead acid'],,,,,,,,,,,,,,,,,,,,,['60320 c13 surge'],,,,,,,,,,['jumper spike lightning'],,,,,,,,,,,,
487524,,,,,,,,,,,,,,,,,,,"['usb 1 x type c', 'usb supports', 'up to1920 x 1080 mfi']",,,,,,,,,,,,,,,,['usb 1 x hd'],,,,,,['white'],,,,,,
489652,,,,,,,,,,,,,,,,,,,,,,,,,,['0C - 50C'],,,,,,,,,,,,,,['120mm Thermally Controlled Fan'],,,,['3 Years'],,,
490022,,,,['corsair'],,,,,,,,,,,,,,['120mm'],,,,,,,['hydro series'],,,,,,,,,,,,,,,,,,,,,,
491518,,,,['dpfp'],,,,,,['year warranty'],,,,,,,,,,,,,,['spfp 13 9 tflops'],,,,,,,,,,,['processors pcie'],,,,,,,,,,,,
492013,,,,['atx'],,,,,,['Black'],,,,,,,,,,,,,,,"['gpu', 'Carbide 200R']",,,,,,,,,,"['and below', 'side panel water cooler support full', 'support no psu']",,,,,,,,,['2 Years'],['6.05kg'],,
494314,,,,['hexa'],,,,,,,,,,,,,,,['15MB'],,,,"['2400 mhz', 'DDR4 – 1600/1866/2133/2400', '3.6GHz', 'Yes']",['ddr4'],,,,,,,,['Xeon E5 1650 V4'],,,,,,,,,,,,,,,
501790,,,,,,,,,,,,,,,,,,,['x rj 45 2 x expansion slots 10'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
502282,,,,,,['140mm'],,,['400-2000RPM'],['Red'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm x 140mm x 25mm'],,,,['5 Years'],,,
505997,,['32GB (2 x 16GB)'],,['ddr4'],,,,,,['lifetime warranty'],,,,,,,,,,,,,"['3000mhz', 'XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-24000)']",,,,['1.35V'],,,,,,,,,,['3000MHz'],,,,,,,,,,
507079,,,,['size'],,,['120mm'],,['1500 RPM'],['Red LED'],,,,['1500 rpm'],,,,['25mm'],,,,,,,,,,,,,,,,,,['25.2 dBA'],,,,,,,,,,,
510308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['usb 1 x type a female', 'usb']",,,,,,,,,,,,
510950,,,,['240mm'],,['315 mm'],,,,,,,,,,,,['120mm'],,,,,,,['Kuhler H1200 Pro'],,,,,,,,,,['radiator mount'],,,,['600-2400 RPM ± 10%'],,,,,,,,
511663,,,,['arm'],,,,,,,,,,,,,,,,,,['1 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,['dual core 2 core'],,,,,,,,,,,,,,,
514898,,,,,,,,,,,,,,,,,,,,,,,"['540mb', '540 Mb/s']",,,"['-55 to 85 Degrees Celsius', '0 to 70 Degrees Celsius']",,,,,,,,,,,,,,,,,,,,,['405Mb/s']
515471,,['64GB'],,,,,,,,['included lifetime'],,,,,,,,,['sd'],,,,,,,['-25࠷-85࠷'],['2.7V-3.6V'],,,,,,,,"['capacity', 'warranty']",,,,,,,['64gb'],,['Lifetime'],['0.25g'],,
516969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['warranty'],,,,,,,,,,,,
518431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['140mm 600 1350rpm 4'],,,,,
520009,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['DDR4 (PC4-25600)', 'XMP 2.0, Anodized Aluminium Heatspreader']",['ddr4'],,,['1.35V'],,,,,,,,,,['3200MHz'],,,,,,,,,,
520331,,,,['suitanle'],,,,,,['purple'],,,,,,,,,['mini 2 ipad mini 3 tablet ipad mini 4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
523577,,,,,,,,,,,,,,,,,,,,,,,,,['support 7 expansion slots 2'],,,,,,,,,,"['water', 'year warranty']",,,,,,,,,,,,
530527,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x usb3'],,,,,,,,['i5 i3 6th gen micro atx'],,,,,,,,,,,,,,,
533520,,,,,,,,,,,,,,,,,,,,,,,,['ddr4 4 x pcie 3 10 x16'],,,,,,,,,,,['quad channel'],,,,,,,,,,,,
533603,,,,['usb'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533940,,,,,,,,,['86 ghz'],,,,,,,,,,,,,['4 gb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
534083,,,,['quad core technology'],,,,,,,,,,,,,"['350 MHz', 'eDP/DP/HDMI/DVI']",,['6MB'],,,,"['No', '3.4GHz', 'DDR4-1866/2400, DDR3L-1333/1600 @ 1.35V']",['ddr4 ddr3l controller'],,,,,,,,"['I5 7500', 'Intel HD 630']",,,,,,['[email\xa0protected]'],,,,,,,,,
539792,,,,['dual'],,,,,['10 ghz'],,,,,,,,,,,,,['256 mb ram'],,['ddr3 sdram serial ata'],,,,,,,,,,,,,,,,,,,,,,,
539795,,,,['marvell'],,,,,['3701 20 ghz'],,,,,,,,,,['tb'],,,,['ram'],['ddr3 sdram gigabit ethernet'],,,,,,,,,,,,,,,,,,['4 tb'],,,,,
540302,,['16GB (2 x 8GB)'],,,,,,,,,,,,,,,,,,,,,"['1600mhz', '5v', 'XMP, Ballistix Tactical Heatsink', 'DDR3 (PC3-12800)']",,,,['1.50v'],,,,,,,,['lifetime warranty'],,['1600MHz'],,,,,,,,,,
543783,,,,,,,,,,,,,,,,,,,,,,,,,['sata sas minisas hd pcie 3 0'],"['Maximum ambient: Controller Card with included CacheVault module: 55°C', '[+3.3V, +12V]']",,,,,,,,,['memory 3 year warranty'],,,,,,,,,"['3 years, free 5x8 phone support, advanced replacement option']",,,
548760,,,,['1000 mbit s powerline homeplug'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550270,,,,['size'],,,['140mm x 25mm'],,['1200 RPM'],['Blue'],,,,,,,,,,,,,,,,,,,,,,,,,,['25.5 dBA'],,,['1200 rpm'],,,,,[],,,
552321,,['16GB (2 x 8GB)'],,['1600mhz ram'],,,,,,,,,,,,,,,,,,,"['DDR3 (PC3-12800)', 'XMP, Ballistix Sport Heatsink']",,,,['1.50v'],,,,,,,['cas 9'],,,['1600MHz'],,,,,,,,,,
552594,,,,['sockets supported'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['keyboard mouse video'],,,,,,,['2 x 1 2 x hd'],,,,,
554689,,,,,,,,,"['8470d graphics', '4.1GHz']",,,,,,,,['AMD Radeon HD 8470D Graphics'],,['192 graphics cores'],,,,"['800mhz', '3.9GHz']",['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,,,,,,,"['amd radeontm hd', 'A6-6400K']",['dual core technology'],,,,,,,,,,,['3 Years'],,,
560257,,['32GB (2 x 16GB)'],,,,,,,,,,,,,,,,,,,,,"['cl13', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-17000)']",,,,['1.2V'],,,,,,,,['lifetime warranty'],,['2133MHz'],,,,,,,,,,
