half_id,half_isbn,half_title,half_author,half_binding,half_pubdate,half_pages,half_publisher
half_1467,9780440417071,Stealing Freedom,Elisa Carbone,,"Jan. 9th, 2001",258,Yearling Books
half_1468,9780064405843,"Catherine, Called Birdy",Karen Cushman,,"Mar. 31st, 1995",224,HarperTrophy
half_1469,9780439242196,Midnight Magic,Avi,,"Sep. 1st, 2004",256,Scholastic Paperbacks
half_1470,9780060094904,The Crazy Horse Electric Game,Chris Crutcher,,"Apr. 1st, 2003",304,HarperTempest
half_1471,9781442403437,The First Part Last,Angela Johnson,,"Jan. 5th, 2010",131,Simon & Schuster Children's Publishing
half_1472,9780142416488,The Best Bad Luck I Ever Had,Kristin Levine,,"Sep. 16th, 2010",272,Puffin Books
half_1473,9780142419205,The Seven Songs,T. A. Barron,,"May. 12th, 2011",306,Puffin Books
half_1474,9780425253038,Blood Forever,Mari Mancusi,,"Sep. 4th, 2012",256,Berkley Publishing Group
half_1475,9780142402092,Buddha Boy,Kathe Koja,,"Nov. 18th, 2004",117,Speak
half_1476,9781423134220,The Dead,Charlie Higson,,"May. 22nd, 2012",485,Hyperion Books
half_1477,9781442427648,In the Hand of the Goddess,Tamora Pierce,Paperback,"Apr. 19th, 2011",241,Atheneum Books
half_1478,9780385738651,Goddess of Yesterday,Caroline B. Cooney,,"May. 12th, 2009",263,Delacorte Press
half_1479,9780689826993,Hatchet,Gary Paulsen,,,189,Simon Pulse
half_1480,9780062203908,Just Write,Walter Dean Myers,,"Apr. 24th, 2012",161,Collins
half_1481,9780786838660,Silverfin,Charlie Higson,Paperback,,335,Miramax Books
half_1482,9780888999597,The Breadwinner Trilogy,Deborah Ellis,,"Aug. 25th, 2009",439,Groundwood Books
half_1483,9780545426640,Shiver Trilogy,Inc. Scholastic,,"May. 1st, 2012",439,Scholastic Inc.
half_1484,9780060846190,Winter,Mark Crilley,,"Jan. 2nd, 2008",165,Harper Teen
half_1485,9780786814930,The Eternity Code,Eoin Colfer,,"May. 31st, 2004",309,Hyperion Books for Children
half_1486,9780380730223,The Man Who Was Poe,Avi,,"Jul. 1st, 1997",208,HarperCollins
half_1487,9780451163196,Mr. and Mrs. Bo Jo Jones,Ann Head,,"May. 31st, 1968",208,Signet Book
half_1488,9780060737573,Suicide Notes,Michael Thomas Ford,,"Sep. 7th, 2010",295,Harper Teen
half_1489,9780547721989,Awaken,Katie Kacvinsky,,"Apr. 17th, 2012",320,Graphia Books
half_1490,9781250010308,Hades,Alexandra Adornetto,,"Aug. 21st, 2012",448,Square Fish
half_1491,9780143039853,The Outsiders,S. E. Hinton,,"Jun. 1st, 2006",136,Penguin Books
half_1492,9781402273438,Blaze,Laurie Boyle Crompton,,"Jan. 1st, 2013",320,Sourcebooks Fire
half_1493,9780312629083,Dark Water Rising,Marian Hale,,"Oct. 12th, 2010",233,Square Fish
half_1494,9780786852901,The Opal Deception,Eoin Colfer,,"Apr. 30th, 2006",342,Miramax Books
half_1495,9780140368550,Kiss the Dust,Elizabeth Laird,,"Apr. 1st, 1994",288,Puffin Books
half_1496,9781416997498,Everlost,Neal Shusterman,,"Nov. 10th, 2009",313,Simon & Schuster Children's Publishing
half_1497,9780763632861,Keeper,Mal Peet,,"Feb. 13th, 2007",225,Candlewick Press (MA)
half_1498,9781423103394,Garden of the Purple Dragon,Carole Wilkinson,,"Apr. 30th, 2008",354,Hyperion Books for Children
half_1499,9780142420867,Leverage,Joshua C. Cohen,,"Sep. 27th, 2012",432,Speak
half_1500,9780440219835,With Every Drop of Blood,James Lincoln Collier,,"Dec. 1st, 1996",256,Laurel Leaf Library
half_1501,9780312653026,You Don't Know Me,David Klass,,"Sep. 14th, 2010",288,Square Fish
half_1502,9780142500255,Three Days,Donna Jo Napoli,,"Jul. 14th, 2003",151,Puffin Books
half_1503,9780061340819,"Vampire Kisses Blood Relatives, Volume 1",Ellen Schreiber,,"Oct. 31st, 2007",128,TokyoPop
half_1504,9781561454273,Hero,S. L. Rottman,,"Oct. 1st, 2007",221,Peachtree s
half_1505,9780373210701,The Girl in the Steel Corset,Kady Cross,,"Apr. 17th, 2012",476,Harlequin Teen
half_1506,9780764811739,Handbook for Today's Catholic Teen,Jim Auer,,"Sep. 8th, 2004",111,Liguori Publications
half_1507,9780375846144,Nick & Norah's Infinite Playlist,Rachel Cohn,,"Aug. 26th, 2008",183,Alfred A. Knopf
half_1508,9780141310343,Skin and Other Stories,Roald Dahl,,"Jan. 14th, 2002",224,Puffin Books
half_1509,9780590486682,Slam!,Walter Dean Myers,,,266,Scholastic
half_1510,9780142501467,The Land,Mildred D. Taylor,,"Nov. 24th, 2003",375,Puffin Books
half_1511,9780060737030,Down the Rabbit Hole,Peter Abrahams,Paperback,"Apr. 25th, 2006",407,HarperTrophy
half_1512,9781599906591,Princess of Glass,Jessica Day George,,"Jun. 21st, 2011",266,Bloomsbury U.S.A. Children's Books
half_1513,9780312625214,"Death, Doom, and Detention",Darynda Jones,,"Mar. 5th, 2013",320,St. Martin's Griffin
half_1514,9780142404225,The Man Who Loved Clowns,June Rae Wood,,"May. 1st, 2005",224,Puffin Books
half_1515,9780141310015,To Be a Slave,Julius Lester,,"Dec. 18th, 2000",160,Puffin Books
half_1516,9780195327229,An Age of Extremes,Joy Hakim,Paperback,"Jan. 1st, 2007",215,"Oxford University Press, USA"
half_1517,9780142418970,"Dark Magick, Awakening, and Spellbound",Cate Tiernan,,"Nov. 11th, 2010",576,Speak
half_1518,9780060535032,City of the Beasts,Isabel Allende,,"May. 1st, 2004",406,HarperTrophy
half_1519,9780440227694,Heroes,Robert Cormier,,"Feb. 8th, 2000",144,Laurel Leaf Library
half_1520,9780375828799,Trickster's Choice,Tamora Pierce,,"Sep. 28th, 2004",422,Random House (NY)
half_1521,9780060846169,Spring,Mark Crilley,,"May. 1st, 2007",165,Harper Teen
half_1522,9780141439747,Oliver Twist,Charles Dickens,,"Apr. 29th, 2003",608,Penguin Books
half_1523,9780062098450,Shards and Ashes,Melissa Marr,,"Feb. 19th, 2013",384,HarperCollins
half_1524,9780763652883,Eli the Good,Silas House,,"Feb. 8th, 2011",295,Candlewick Press (MA)
half_1525,9781575421957,The Survival Guide for Kids with ADD or ADHD,John F. Taylor,,"Mar. 15th, 2006",119,Free Spirit Publishing
half_1526,9781416949640,"Over Sea, Under Stone",Susan Cooper,,"May. 8th, 2007",196,Simon Pulse
half_1527,9780758274854,Decked with Holly,Marni Bates,,"Oct. 1st, 2012",272,K-Teen
half_1528,9780446562454,Witch & Wizard,James Patterson,,"Mar. 1st, 2012",352,Grand Central Publishing
half_1529,9781416927051,When Lightning Strikes,Meg Cabot,Paperback,"Jan. 31st, 2007",266,Simon Pulse
half_1530,9780738709611,How to Ruin a Summer Vacation,Simone Elkeles,,"Oct. 8th, 2006",234,Llewellyn Publications
half_1531,9780062008374,Warriors: Skyclan and the Stranger #2,Erin Hunter,,"Nov. 22nd, 2011",112,HarperCollins
half_1532,9781423100317,Homeboyz,Alan Lawrence Sitomer,,"Sep. 2nd, 2008",283,Jump at the Sun
half_1533,9781442451858,Lucy in the Sky,Anonymous,,"May. 1st, 2012",267,Simon Pulse
half_1534,9780689856662,The City of Gold and Lead,John Christopher,Paperback,"Apr. 1st, 2003",224,Simon Pulse
half_1535,9780765342652,Hidden Talents,David Lubar,,"Jan. 20th, 2003",213,Starscape Books
half_1536,9780316115261,All of the Above,Shelley Pearsall,,"Jan. 1st, 2008",234,"Little, Brown Young Readers"
half_1537,9780689857621,When the Tripods Came,John Christopher,Paperback,"Apr. 1st, 2003",160,Simon Pulse
half_1538,9780545202381,The Vampire Is Just Not That Into You,Vlad Mezrich,,"Oct. 31st, 2009",176,Scholastic Paperbacks
half_1539,9780195327199,Liberty for All?,Joy Hakim,Paperback,"Jan. 1st, 2007",219,"Oxford University Press, USA"
half_1540,9780375873232,The Transall Saga,Gary Paulsen,,"Mar. 8th, 2011",248,Delacorte Press Books for Young Readers
half_1541,9780823423019,The Carbon Diaries 2015,Saci Lloyd,,"Jul. 1st, 2010",330,Holiday House
half_1542,9781416938972,Rats Saw God,Rob Thomas,,"May. 22nd, 2007",202,Simon Pulse
half_1543,9781250010247,Marshfield Dreams,Ralph Fletcher,,"Sep. 4th, 2012",208,Square Fish
half_1544,9780061450549,The Summoning,Kelley Armstrong,Paperback,"Mar. 31st, 2009",390,HarperCollins
half_1545,9780439904902,Brothers in Arms,Paul Langan,,"Jan. 1st, 2008",152,Scholastic Paperbacks
half_1546,9780142412091,Seeing Redd,Frank Beddor,Paperback,"Nov. 1st, 2008",371,Speak
half_1547,9781567113518,Central and South America Activitybook,John-Paul Bianchi,,"Jan. 31st, 2001",32,Blackbirch Press
half_1548,9780440219248,Whatever Happened to Janie?,Caroline B. Cooney,,"Sep. 1st, 1994",224,Laurel Leaf Library
half_1549,9780823410828,The Wright Brothers,Russell Freedom,,"Apr. 1st, 1994",144,Holiday House
half_1550,9781442413177,The Eternal Dawn,Christopher Pike,Paperback,"Oct. 5th, 2010",478,Simon Pulse
half_1551,9780689856693,The Pool of Fire,John Christopher,Paperback,"Apr. 1st, 2003",224,Simon Pulse
half_1552,9780385738606,The Dark and Hollow Places,Carrie Ryan,,"Mar. 13th, 2012",376,Ember
half_1553,9780787983444,American Medical Association Girl's Guide to Becoming a Teen,Kate Gruenwald Pfeifer,,"May. 19th, 2006",128,Jossey-Bass
half_1554,9781416948070,Three Little Words,Ashley Rhodes-Courter,,"May. 5th, 2009",304,Simon Pulse
half_1555,9781416949954,The Dark Is Rising,Susan Cooper,Paperback,"Sep. 30th, 2007",244,Aladdin Paperbacks
half_1556,9780060598402,Ironman,Chris Crutcher,,"Oct. 5th, 2004",288,Greenwillow Books
half_1557,9781416960607,Living Dead Girl,Elizabeth Scott,,"Sep. 8th, 2009",170,Simon Pulse
half_1558,9781575423029,Be Confident in Who You Are,Annie Fox,,"Aug. 15th, 2008",92,Free Spirit Publishing
half_1559,9780375830723,Tiger,Jeff Stone,Paperback,"Mar. 14th, 2006",196,Yearling Books
half_1560,9780395316689,Cathedral,David Macaulay,,"Oct. 26th, 1981",80,Houghton Mifflin Harcourt (HMH)
half_1561,9781416963974,White Cat,Holly Black,,"Feb. 8th, 2011",310,Margaret K. McElderry Books
half_1562,9780763652890,A Spy in the House,Y. S. Lee,Paperback,"Feb. 8th, 2011",335,Candlewick Press (MA)
half_1563,9780738733364,Henry Franks,Peter Adam Salomon,,"Sep. 8th, 2012",288,Flux
half_1564,9780064408882,Skeleton Man,Joseph Bruchac,,"Aug. 5th, 2003",114,HarperTrophy
half_1565,9780380805044,Babe & Me,Dan Gutman,Paperback,"Mar. 5th, 2002",176,HarperCollins
half_1566,9780062116550,I Am Number Four,Pittacus Lore,,"Aug. 23rd, 2011",440,Harper
half_1567,9781442408623,The Fallen and Leviathan,Thomas E. Sniegoski,Paperback,"Mar. 9th, 2010",517,Simon Pulse
half_1568,9780764129926,"Sex, Puberty, and All That Stuff",Jacqui Bailey,,"Aug. 1st, 2004",112,Barron's Educational Series
half_1569,9781741145632,Puberty Boy,Geoff Price,,"Jul. 1st, 2006",122,Allen & Unwin Academic
half_1570,9780060841829,The Queen of Attolia,Megan Whalen Turner,Paperback,"Jan. 24th, 2006",362,Eos
half_1571,9780440983569,Stranger with My Face,Lois Duncan,,"Aug. 31st, 1990",256,Laurel Leaf Library
half_1572,9780765357717,The Curse of the Campfire Weenies,David Lubar,,"Aug. 1st, 2008",207,Starscape Books
half_1573,9780316358491,Tintin and the Picaros,Herge,Paperback,"May. 30th, 1978",62,"Little, Brown Books for Young Readers"
half_1574,9780451219947,Glass Houses,Rachel Caine,,"Oct. 3rd, 2006",247,Signet Book
half_1575,9780316090544,The Mockingbirds,Daisy Whitney,,"Jan. 2nd, 2012",368,"Little, Brown Books for Young Readers"
half_1576,9780679892618,Soup,Robert Newton Peck,,"Nov. 17th, 1998",112,Yearling Books
half_1577,9780062020659,Darkness Before Dawn,J. A. London,,"May. 29th, 2012",272,Harper Teen
half_1578,9780762444281,Cornered,Rhoda Belleza,,"Jul. 3rd, 2012",383,Running Press Kids
half_1579,9780545197755,100 Most Disgusting Things on the Planet,Anna Claybourne,,"Jan. 1st, 2010",112,Scholastic Paperbacks
half_1580,9780545391146,The Fallen,Paul Langan,,"Jan. 1st, 2012",133,Scholastic Paperbacks
half_1581,9781442459939,The Farthest Shore,Ursula K. Le Guin,,"Sep. 11th, 2012",288,Atheneum Books for Young Readers
half_1582,9781416961338,Beach Blondes,Katherine Applegate,,"May. 6th, 2008",721,Simon Pulse
half_1583,9781606310588,Oh My Gods!,Megan E. Bryant,,"Sep. 1st, 2009",128,Franklin Watts
half_1584,9780899578811,From the Mouth of Elijah,Bryan Davis,,"Aug. 13th, 2012",512,Living Ink Books
half_1585,9780064409940,The Thief of Always,Clive Barker,,"Feb. 28th, 2002",224,HarperTrophy
half_1586,9781594378157,Stargirl,Jerry Spinelli,,"Jan. 1st, 2004",224,Alfaguara
half_1587,9780439026949,To Catch a Pirate,Jade Parker,,"May. 31st, 2007",230,Scholastic
half_1588,9780375848032,Heart of a Shepherd,Rosanne Parry,,"Jul. 13th, 2010",161,Yearling Books
half_1589,9780316910330,Gossip Girl,Cecily Von Ziegesar,Paperback,"Apr. 1st, 2002",208,Poppy Books
half_1590,9780142400784,The Year of the Hangman,Gary L. Blackwood,,"Feb. 9th, 2004",261,Speak
half_1591,9780763612955,Revolution News,Christopher Maynard,,"Sep. 1st, 2001",32,Candlewick Press (MA)
half_1592,9781610671040,February,Gabrielle Lord,,"Jan. 1st, 2012",183,Kane/Miller Book s
half_1593,9781561453887,The Big Nothing,Adrian Fogelin,,"Oct. 1st, 2006",235,Peachtree s
half_1594,9781606840719,Middleworld,Jon Voelkel,,"Apr. 27th, 2010",415,Egmont USA
half_1595,9780060096090,Princess in Waiting,Meg Cabot,,,259,HarperTrophy
half_1596,9780618154289,The Trojan War,Olivia E. Coolidge,,"Oct. 29th, 2001",256,Houghton Mifflin Harcourt (HMH)
half_1597,9780889953994,Egghead,Caroline Pignat,,"Apr. 15th, 2008",173,Red Deer Press
half_1598,9788424159535,El Dador = The Giver,Lois Lowry,,"Jul. 8th, 1996",172,Lectorum Publications
half_1599,9781596950931,Webster's Dictionary for Students,Inc. Merriam-Webster,,"May. 31st, 2010",499,Federal Street Press
half_1600,9780312641788,Ashes of Twilight,Kassy Tayler,,"Nov. 13th, 2012",320,St. Martin's Griffin
half_1601,9780142414194,Looks,Madeleine George,,"May. 28th, 2009",240,Speak
half_1602,9781416938965,"Somebody, Please Tell Me Who I Am",Harry Mazer,,"Feb. 5th, 2013",160,Simon & Schuster Books for Young Readers
half_1603,9780316014540,Story of a Girl,Sara Zarr,,"Feb. 1st, 2008",192,"Little, Brown Young Readers"
half_1604,9781610671057,March,Gabrielle Lord,,"Jan. 1st, 2012",181,Kane/Miller Book s
half_1605,9781416979869,Shooting the Moon,Frances O'Roark Dowell,,"Dec. 29th, 2009",192,Atheneum Books for Young Readers
half_1606,9780142425794,Years of Dust,Albert Marrin,,"Oct. 11th, 2012",128,Puffin Books
half_1607,9780792271789,National Geographic Student Atlas of the World Revised Edition,National Geographic Society,,,144,National Geographic Society
half_1608,9780374480653,Under the Same Sky,Cynthia C. DeFelice,,"Apr. 8th, 2005",224,Square Fish
half_1609,9781442468641,"The Shadow Children, the Complete Series",Margaret Peterson Haddix,,"Oct. 23rd, 2012",1424,Simon & Schuster Books for Young Readers
half_1610,9781402743290,The Ultimate Guide to Your Microscope,Shar Levine,,"Mar. 4th, 2008",143,Sterling
half_1611,9781416974512,Night World #02,L. J. Smith,,"Nov. 18th, 2008",662,Simon Pulse
half_1612,9780064471831,Sabriel,Garth Nix,Paperback,"Aug. 23rd, 1997",496,HarperTrophy
half_1613,9780440420873,Edge Chronicles,Chris Riddell,,"May. 13th, 2008",288,Bluefire
half_1614,9780547250311,Mas Alla de Mi = Reaching Out,Francisco Jimenez,,"Sep. 1st, 2009",214,Graphia Books
half_1615,9780380729135,The Maze,Will Hobbs,Paperback,"Aug. 1st, 1999",256,HarperTrophy
half_1616,9780140386356,A Girl Named Disaster,Nancy Farmer,,"Mar. 1st, 1998",309,Puffin Books
half_1617,9780689863622,Dicey's Song,Cynthia Voigt,,"Jul. 31st, 2003",368,Aladdin Paperbacks
half_1618,9780064407335,Abarat,Clive Barker,,,388,HarperTrophy
half_1619,9780756619183,101 Great Science Experiments,Neil Ardley,,"Apr. 1st, 2006",119,DK Publishing (Dorling Kindersley)
half_1620,9781416935728,H.I.V.E.,Mark Walden,,"Jan. 29th, 2008",320,Simon & Schuster Books for Young Readers
half_1621,9780531220030,The War in Iraq,Inc. Scholastic,,"Mar. 1st, 2009",64,Scholastic
half_1622,9780142419878,Will at the Battle of Gettysburg 1863,Laurie Calkhoven,Paperback,"Feb. 16th, 2012",230,Puffin Books
half_1623,9780762441938,Seventeen Ultimate Guide to Style,Ann Shoket,,"Jul. 5th, 2011",187,Running Press Book s
half_1624,9780152050788,The Fifth of March,Ann Rinaldi,Paperback,"Mar. 1st, 2004",333,Gulliver Books
half_1625,9780312603274,Invincible,Sherrilyn Kenyon,,"Mar. 13th, 2012",420,St. Martin's Griffin
half_1626,9780142421864,Saint Louis Armstrong Beach,Brenda Woods,,"Sep. 13th, 2012",420,Puffin Books
half_1627,9780062082251,Fang Girl,Helen Keeble,,"Sep. 11th, 2012",352,Harper Teen
half_1628,9781596435810,Sumo,Thien Pham,,"Dec. 11th, 2012",112,First Second
half_1629,9780547904146,Gathering Blue,Lois Lowry,,"Mar. 5th, 2013",256,Graphia Books
half_1630,9781423104889,The Wizard Heir,Cinda Williams Chima,,"Jun. 1st, 2008",458,Hyperion Books for Children
half_1631,9780756545123,Little Rock Girl 1957,Shelley Tougas,,"Aug. 1st, 2011",64,Compass Point Books
half_1632,9780385195195,Draw 50 Animals,Lee J. Ames,,"Mar. 12th, 1985",64,Broadway Books
half_1633,9780316133876,The Black Island,Herge,,"Jan. 10th, 2012",96,"Little, Brown Books for Young Readers"
half_1634,9780385738682,Three Black Swans,Caroline B. Cooney,,"Mar. 27th, 2012",288,Ember
half_1635,9780142413425,Ninth Grade Slays,Heather Brewer,,"Jan. 22nd, 2009",278,Puffin Books
half_1636,9780152066444,If a Tree Falls at Lunch Period,Gennifer Choldenko,,"Apr. 6th, 2009",216,Houghton Mifflin Harcourt (HMH)
half_1637,9780312535810,Defiance,Valerie Hobbs,,"May. 26th, 2009",126,Square Fish
half_1638,9780340956465,Brigands M.C.,Robert Muchamore,,"May. 6th, 2010",432,Hodder & Stoughton
half_1639,9780892553716,Sudden Flash Youth,Christine Perkins-Hazuka,,"Dec. 15th, 2011",211,Persea Books
half_1640,9780743437325,The Lost City of Faar,D. J. MacHale,,"Jan. 1st, 2003",400,Aladdin Paperbacks
half_1641,9781416903390,"Izzy, Willy-Nilly",Cynthia Voigt,,"May. 17th, 2005",336,Simon Pulse
half_1642,9780064470056,Where the Lilies Bloom,Vera Cleaver,,"Oct. 6th, 1989",224,HarperTrophy
half_1643,9780060846183,Autumn,Mark Crilley,,"Sep. 25th, 2007",176,Harper Teen
half_1644,9780061998669,Beastly,Alex Flinn,,"Dec. 29th, 2009",304,Harper Teen
half_1645,9780440979753,Sing Down the Moon,Scott O'Dell,,"Mar. 31st, 1997",121,Laurel Leaf Library
half_1646,9780440416050,Kit's Wilderness,David Almond,,"Sep. 11th, 2001",229,Laurel Leaf Library
half_1647,9780451235800,Last Breath,Rachel Caine,,"Apr. 3rd, 2012",368,New American Library
half_1648,9780142403105,The River Between Us,Richard Peck,,"Apr. 21st, 2005",164,Puffin Books
half_1649,9781416933953,Shadow of a Bull,Maia Wojciechowska,,"Feb. 1st, 2007",151,Aladdin Paperbacks
half_1650,9781426301827,Running Scared,Gloria Skurzynski,Paperback,"Oct. 14th, 2008",155,National Geographic Society
half_1651,9780061214677,Wicked Lovely,Melissa Marr,,"Apr. 29th, 2008",328,Harper Teen
half_1652,9780399254185,Skeleton Key,Anthony Horowitz,,"Nov. 12th, 2009",328,Philomel Books
half_1653,9781933916798,My Bucketfilling Journal,Carol McCloud,,"Feb. 1st, 2011",328,Ferne Press
half_1654,9780316068246,How to Rock Braces and Glasses,Meg Haston,,"Sep. 4th, 2012",352,Poppy Books
half_1655,9780060092740,Criss Cross,Lynne Rae Perkins,,"Dec. 26th, 2007",337,HarperTrophy
half_1656,9780061779831,The Body Finder,Kimberly Derting,,"Feb. 15th, 2011",329,Harper
half_1657,9780141312354,Frightful's Mountain,Jean Craighead George,,"May. 21st, 2001",258,Puffin Books
half_1658,9780764820298,Ablaze,Colleen Swaim,,"Jul. 1st, 2011",132,Liguori Publications
half_1659,9780971940543,Before You Meet Prince Charming,Sarah Mally,,"May. 1st, 2007",259,Tomorrow's Forefathers Inc
half_1660,9781576581360,Corrie Ten Boom,Janet Benge,,"Sep. 1st, 1998",208,YWAM Publishing
half_1661,9780064470667,Scorpions,Walter Dean Myers,,"Apr. 25th, 1990",224,HarperTrophy
half_1662,9781442427662,Lioness Rampant,Tamora Pierce,Paperback,"Apr. 19th, 2011",368,Atheneum Books for Young Readers
half_1663,9780061730924,Purple Heart,Patricia McCormick,,"Feb. 15th, 2011",199,Balzer & Bray/Harperteen
half_1664,9781426302510,Out of the Deep,Gloria Skurzynski,,"May. 13th, 2008",157,National Geographic Society
half_1665,9781416994435,If I Grow Up,Todd Strasser,,"Feb. 23rd, 2010",222,Simon & Schuster Children's Publishing
half_1666,9780545085342,The Winter Room,Gary Paulsen,,"Jan. 1st, 2009",103,Apple Signature (Scholastic)
half_1667,9780064408905,Blackwater,Eve Bunting,Paperback,"Aug. 8th, 2000",160,HarperTrophy
half_1668,9780142417805,The Sky Is Everywhere,Jandy Nelson,,"Mar. 22nd, 2011",275,Speak
half_1669,9780440229179,Forgotten Fire,Adam Bagdasarian,,"Apr. 9th, 2002",304,Laurel Leaf Library
half_1670,9780439916332,The Cruisers,Walter Dean Myers,,"Jul. 1st, 2011",144,Scholastic Press
half_1671,9781423130703,Peter and the Sword of Mercy,Dave Barry,Paperback,"Jan. 18th, 2011",515,Hyperion Books
half_1672,9780756621094,Nelson Mandela,Laaren Brown,Paperback,"Aug. 1st, 2006",128,DK Publishing (Dorling Kindersley)
half_1673,9780440420521,Colibri,Ann Cameron,,"Sep. 13th, 2005",227,Laurel Leaf Library
half_1674,9781423119869,The Way of the Warrior,Chris Bradford,,"Feb. 16th, 2010",359,Hyperion Books
half_1675,9781936661589,The Girl Who Was on Fire,Leah Wilson,,"Jan. 17th, 2012",261,Smart Pop
half_1676,9781558749429,Chicken Soup for the Teenage Soul on Tough Stuff,Jack Canfield,,"Oct. 18th, 2001",400,Chicken Soup for the Soul
half_1677,9781400096428,The Burn Journals,Brent Runyon,,"Oct. 11th, 2005",325,Vintage Books USA
half_1678,9780440419341,Donuthead,Sue Stauffacher,,"Jun. 28th, 2005",144,Dell Yearling
half_1679,9780439933421,Truth,Robin Wasserman,Paperback,"Sep. 30th, 2007",235,Scholastic Paperbacks
half_1680,9781442423879,Mars Trilogy,Edgar Rice Burroughs,,"Feb. 7th, 2012",689,Simon & Schuster Books for Young Readers
half_1681,9780547859262,The Hallowed Ones,Laura Bickle,,"Sep. 25th, 2012",320,Graphia Books
half_1682,9780763657673,"September 11, 2011",Wilborn Hampton,,"Aug. 23rd, 2011",169,Candlewick Press (MA)
half_1683,9780769676265,"Brighter Child English & Grammar, Grade 6",School Specialty Publishing,,"Mar. 1st, 2006",80,Brighter Child
half_1684,9780310721451,Dark Sons,Nikki Grimes,,"Aug. 17th, 2010",190,Zondervan
half_1685,9780375838163,Terrier,Tamora Pierce,Paperback,"Oct. 23rd, 2007",582,Random House Books for Young Readers
half_1686,9780374412296,The Clay Marble,Minfong Ho,,"Sep. 1st, 1993",163,Farrar Straus Giroux
half_1687,9780547406275,The Day of the Pelican,Katherine Paterson,,"Sep. 20th, 2010",145,Houghton Mifflin Harcourt (HMH)
half_1688,9780061976810,The Last Little Blue Envelope,Maureen Johnson,,"Apr. 24th, 2012",288,Harper Teen
half_1689,9780060535452,Olive's Ocean,Kevin Henkes,,"Apr. 26th, 2005",217,HarperTrophy
half_1690,9780757303135,Chicken Soup for the Girl's Soul,Jack Canfield,,"Sep. 7th, 2005",345,Chicken Soup for the Soul
half_1691,9781426300950,The Hunted,Gloria Skurzynski,Paperback,"Oct. 9th, 2007",157,National Geographic Society
half_1692,9781741751437,Sexpectations Girl/Sexpectations Boy,Leissa Pitts,,"Jun. 1st, 2012",224,Allen & Unwin Australia
half_1693,9780439411394,Click,Nick Hornby,,"Apr. 30th, 2010",217,Scholastic Paperbacks
half_1694,9780316358316,The Adventures of Tintin,Herge,Paperback,"Jun. 30th, 1974",62,"Little, Brown Books for Young Readers"
half_1695,9780375857676,Obernewtyn,Isobelle Carmody,,"Dec. 9th, 2008",244,Random House Books for Young Readers
half_1696,9781416983095,"Phantom, Evil Thirst, Creatures of Forever",Christopher Pike,Paperback,"Jan. 5th, 2010",581,Simon Pulse
half_1697,9781423130215,"By the Time You Read This, I'll Be Dead",Julie Anne Peters,,"May. 17th, 2011",200,Hyperion Books
half_1698,9780689845369,The Tombs of Atuan,Ursula K. Le Guin,,"Sep. 1st, 2001",192,Simon Pulse
half_1699,9781426301810,Escape from Fear,Gloria Skurzynski,Paperback,"Oct. 14th, 2008",158,National Geographic Society
half_1700,9781580085847,Teens Cook,Megan Carle,,"May. 1st, 2004",146,Ten Speed Press
half_1701,9780439388818,A Corner of the Universe,Ann Matthews Martin,,"Jan. 1st, 2004",189,Scholastic Paperbacks
half_1702,9780061238987,Interworld,Neil Gaiman,,"Apr. 29th, 2008",239,Eos
half_1703,9780061375927,Lost,Sarah Prineas,,"Apr. 27th, 2010",391,HarperCollins
half_1704,9781879651234,Healing Your Grieving Heart for Teens,Alan D. Wolfelt,,"Apr. 1st, 2001",128,Companion Press (CO)
half_1705,9780899577913,"The Roman, the Twelve and the King",Jenny L. Cote,,"Sep. 10th, 2012",512,Living Ink Books
half_1706,9780759531086,"Spice & Wolf, Volume 4",Isuna Hasekura,,"Jun. 28th, 2011",249,Yen Press
half_1707,9780312368586,An Acceptable Time,Madeleine L'Engle,,"May. 1st, 2007",373,Square Fish
half_1708,9780545201162,Closer,Roderick Gordon,,"Mar. 1st, 2012",560,Chicken House
half_1709,9780689817014,The Gift of the Magi,O. Henry,,"Oct. 1st, 1997",26,Aladdin Paperbacks
half_1710,9780140373370,Pride and Prejudice,Jane Austen,Paperback,"Oct. 1st, 1995",384,Puffin Books
half_1711,9780061720802,The Vampire Diaries: The Return,L. J. Smith,,"Mar. 16th, 2010",608,Harper Teen
half_1712,9781612620541,"Fairy Tail, Volume 17",Hiro Mashima,,"Jan. 24th, 2012",208,Kodansha Comics
half_1713,9780142419014,Thirteen Plus One,Lauren Myracle,,"May. 17th, 2011",290,Puffin Books
half_1714,9780761385004,"I, Emma Freke",Elizabeth Atkinson,,"Jan. 1st, 2012",234,Carolrhoda Books
half_1715,9780195327151,The First Americans,Joy Hakim,Paperback,"Jan. 1st, 2007",183,"Oxford University Press, USA"
half_1716,9781402736179,The Stout-Hearted Seven,Neta Lohnes Frazier,Paperback,"Aug. 1st, 2006",193,Sterling Publishing (NY)
half_1717,9780786813124,Jaguar,Roland Smith,,"Jan. 1st, 1900",256,Hyperion Books for Children
half_1718,9780374518684,Roald Dahl's Book of Ghost Stories,Roald Dahl,,"Oct. 1st, 1984",240,Farrar Straus Giroux
half_1719,9780316025065,North of Beautiful,Justina Chen Headley,,"Feb. 1st, 2010",373,"Little, Brown Books for Young Readers"
half_1720,9781416990505,Everfound,Neal Shusterman,,"May. 1st, 2012",500,Simon & Schuster Books for Young Readers
