cluster_id,Product Type_x,Category_x,Brand_x,Storage Capacity_x,Memory Type_x,Interface_x,Memory Speed_x,Color_x,Model_x,Processor_x,Product Type_y,Category_y,Brand_y,Storage Capacity_y,Memory Type_y,Interface_y,Memory Speed_y,Color_y,Model_y,Processor_y
296400,,,['nzxt presents'],,,,,,,,,,['nzxt phantom enthusiast black full'],,,['usb 3 0 w o psu'],,,,
296882,,,['2666mhz'],,['vdimm'],,['25v'],,,,['lpx red pc4 21300 2666'],,,"['16gb', '4x4gb']",,,"['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Vengeance LPX Red']",['Heat Spreader'],,
298444,,,['hyperx savage'],,,,,['offers super'],,,['hyperx savage'],,,['64gb'],,"['usb 3 1 gen', 'USB 3.1 Gen 1 Type-A']","['350 MB/s', '180 MB/s']","['black red', 'Black/ Red']",,
298615,['3 year warranty'],,,['8tb'],,['sata 6gb s'],,,,,"['surveillance dvr and nvr', 'enhanced imageperfect firmware']",['skyhawk'],,['8tb'],,['sata iii'],,,,
301360,"['p37x v6 cf1', 'Intel Core i7']",,['gigabyte'],,['7200rpm'],"['4k uhd ips 3840 x 2160 intel core i7 6700hq nvidia', 'windows 10']",,"['gddr5', 'warranty']",,,['rw win10'],['gigabyte p37x'],,['17 3'],,,['1070 bd'],,,['uhd ips i7 6700hq']
304771,,,['dual'],,,,,,,['dual core'],,,,,,,,,,
305158,['pcie x16 2x pcie x1'],,,,,['usb3'],,,['6th gen ddr4 4x'],['8x usb3'],['rog maximus viii'],,,,,['ac usb 3'],,,,
305414,,,['akasa'],,,['compact stackable'],,,,,"['akasa super slim', 'rev']",,,['15cm'],,,,['latches black'],['sata iii'],
306525,,,"['versatile connectivity superfast', 'archer']",,,,,,,,,,['tp link archer'],,,,,,,['dual band']
307422,,,,,,,,,,['intel atom dual core'],['my cloud dl2100 business'],,,,,,,,,
307669,,,['corsair'],,,,,,,,"['corsair ml series ml120 pro led', 'single pack premium magnetic']",,,['120mm'],,,,,,
308067,['processors 768 vr ready physx cuda'],"['stream', 'enabled 5']",,,['gddr5'],,['7010mhz'],,,,,,['zotac'],,['gddr5 graphics card'],,,,,"['geforce gtx 1050', '768 core 1392mhz']"
308427,,['lifetime warranty'],,,['vdimm'],,"['3000mhz ram', '35v']",,,,['vengeance led pc4 24000'],,,['32gb'],['ddr4'],,"['Non-ECC', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED']","['red led', 'Anodised Aluminium Heatspreader']",,
309236,['5 year warranty'],,,['8tb'],,,['7200rpm'],,['sata 6gb s'],,['ncq'],,,['8tb'],,,,,,
309255,['massive panoramic window panel'],,['quiet cool'],,,,,,,,"['computer chassis', 'mini itx']",,['corsair'],,,,,['black'],,
311068,,,['socket'],,,['supremefx audio wifi'],,,,,"['rog crosshair', 'amd x370 s am4']",,,,['ddr4 sata3'],['usb3'],,,,
311171,"['5 year warranty backwards compatible', '5 year warranty backwards compatible']",,,"['2tb', '2tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,,,,['2tb'],,,,,,
312369,['mx red switches red led backlit'],,['cherry'],,,,,,,,,['back lit'],['corsair'],,,,,['compact red'],['gaming k63'],
313980,['crossfire support 7'],,,,['ddr3 2x pci e x16 2x pci e x1 2x pci 6x'],,,,,,['motherboard'],,['gigabyte'],,,,,,,"['ga z97p d3', 'intel z97 s']"
313999,,,,['2666mhz ram'],['vdimm'],,,,,,,,,"['16gb', '4x4gb']",,,"['Non-ECC', 'Vengeance LPX Black', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['Heat Spreader'],,
314282,,,['skylake'],,,,"['usb3', '7x']",,['6th gen ddr4'],,,,['gigabyte'],,,,,,,
315428,"['sdhc sdxc', 'video and 3d video']",,['kingston s'],,,,,,,,"['kingston sdhc memory card', 'write']",,,['32gb'],,['uhs i'],,['45mb s'],,
315816,['chipset 2x'],,['amd'],,,['usb 3 0'],,,,,,,['gigabyte'],,,,,,,
315908,['corsair'],,['400mhz'],,,,,,,,['corsair value'],,,['1gb'],,,"['Value Select', 'UDIMM (Unbuffered)', 'DDR', 'Non-ECC', 'PC3200 (400)']",['\xa0'],['select ddr pc3200 400 184 pins'],
317276,,,,,['vdimm'],,['25v'],,,,['crucial'],,,['8gb'],['ddr4'],,"['PC4-17000 (2133)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['\xa0'],,
317290,,,['primera'],,,,,,,,"['primera series', 'computer chassis']",,['silverstone'],,,,,,['pm01w rgb v2'],
317574,,,['850 evo'],,,,,,,,"['samsung 850 evo', 'mgx 3d']",,,['1tb'],,,,,['98k 90k iops'],
323073,,['lifetime warranty'],,['3200mhz ram'],['vdimm'],,,,,,['platinum kit pc4 25600 3200 non'],['dominator'],,"['16gb', '4x4gb']",,,,,,
323078,['form factor'],,['sf'],,,['sfx'],,['standard'],,,,,['450w corsair'],,,,,,,
323944,['3d nand technology read'],,,['2tb'],,,,,['92k 83k iops'],,"['crucial mx300', '3d nand technology read']",,,['2tb'],,,,,['92k 83k iops'],
323981,['7200rpm hard drive'],,,['10tb'],,['helium 3 5 256mb cache'],,,,,"['seagate st10000nm0016 enterprise', 'ncq']",,,['10tb'],,['sata iii'],['7200rpm'],,,
326104,,,,,['ddr4 controller 3 year warranty'],['14nm finfet'],,,,['threads'],['65w cpu'],,['amd'],,,['spire cooler'],,,,
327129,,,['skylake'],,,['sata express'],,,,,,,"['asrock', 'asrock']",,,,"['1151', '1151']",,,
329452,,,['quad core technology'],,['ddr3 controller integrated hd 4000 graphics 3'],['22nm'],,,,,,,['intel'],,,,['34x'],,,"['core i5', '650mhz gpu']"
331237,,,['it s'],,,"['usb 3 0 port', 'usb 3 0 port']",,,"['small but', 'small but']",,['compact design'],,,['16gb'],,,,,,
331405,,,,,['ddr4'],,['kabylake'],,,,['prime'],,['asus'],,['ddr4'],,['1151'],,,
331504,,,,,,['sata 6gb s'],,,,,['ncq'],,,['1tb'],,,,,,
333237,"['o2g boost', 'stream processors']",,['dual'],,['gddr5'],,['1224mhz 1244mhz'],,['rx460'],,,,,['2gb'],['gddr5'],,,,,['radeon']
337309,,['titanium rating'],['sx800'],,,,,,,,"['silverstone strider', 'form factor']",,,,,,,,,
339888,,['lifetime warranty'],,['2133mhz ram'],['vdimm'],['cas 13'],['20v'],,,,,,,"['16gb', '4x4gb']",,,"['Vengeance LPX Black', 'PC4-17000 (2133)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Heat Sink'],,
340602,,,['intel solid state'],,,['up to six times faster'],,,,,"['intel dc p3600 aic hhhl pcie 3 0 x4 nvme 20nm', 'write iops']",,,['6tb'],,['mlc read 2600mb s'],,,['450k read 56k'],
341993,['years warranty'],,,,,,,,,,,,,,,,,,,
344094,,['lifetime warranty'],['2666mhz ram'],,['vdimm'],,,,,,"['corsair', 'lpx red pc4 21300 2666']",,,['16gb'],,,,,,
344368,"['savage solid state drive', 'offers']",,['hyperx'],,,,,,,['quad core'],['hyperx savage'],,,['480gb'],,,,,['phison read 560mb s'],
344956,"['determination to push', 'determination to push', 'm12ii evo', 'fully modular 80']",,"['platinum', 'creation', 'creation', 'seasonic']",,,['unique integrated dc connector panel'],,,,,['seasonic evo full modular 80'],['750w'],,,,,,,,
346530,,,,,,,,,,,,,,['4gb'],['gddr5'],['hdmi 2 0b dvi d dl'],,,,['radeon']
347169,"['crafted hand sculpted comfortable shape smart', 'dual connectivity']",,['perfectly'],,,,,,,,['mx master wireless laser mouse'],,,,,,,,,
347356,['vortex'],,,,,,,,,,,,['msi'],,,,,,,
348174,,,,,['ddr4'],,['kabylake'],,,['8x usb3'],['killer sli intel z270 s'],,['asrock'],,['ddr4'],,['1151'],,['z270'],
350630,,,['1920x1080'],,,,['800000000'],['year warranty'],,,['tn panel'],,['24 acer'],,,,,,,
355270,,,['mini wireless'],,,,,,,,,,['edimax'],,,['usb 2 0'],,,['ew 7722utn v2'],
355340,,['2'],,,,,,['years warranty'],,,,,['gigabyte'],,,,,['gddr5 graphics'],,"['geforce', '384 core']"
355478,,,['masterbox'],,,,,,,,"['computer chassis', 'microatx mini itx']",,['cooler master masterbox lite'],,,['window'],,,,
355480,['platform ryzen threadripper'],,,,,,,,,,['pwm fan'],,,,,,,,,['amd ryzen threadripper epyc only']
356300,['retention backplate'],,,,,,,,,,,,['ek fc1080 gtx'],,,,,,,
357240,"['processors 2304 directx', 'years warranty']",['stream'],['rx'],,['gddr5'],['amd crossfire amd eyefinity'],['7000mhz'],,['vr ready 3'],,,,['xfx'],['4gb'],,,['oc'],,,
357712,['core technology'],,['hex'],,['ddr4 controller 3 year warranty'],,,,,,,,,,,,,,,"['intel core i7', 'turbo']"
357767,,,['read'],,,,['540mb'],,,,,,,['120gb'],,,,,['80000 iops max single'],
357772,['hard drive'],['instantly load'],['boot'],,,,,,['up almost'],,['sm2256 micron'],,['240'],['16nm'],,,,,,
357925,,,['usb'],,,,,,,,['cable'],,['akasa'],,,,,['Black'],,
358514,['pci e x16'],,['intel'],,['ddr3'],"['1x pci e x1 6x', 'sli crossfire']",,['support 7'],['sata express'],,['motherboard'],,['asrock'],,,,,,,
358893,['backlit keys'],,['red blue'],,,,,,,,,['back lit'],['asus'],,,,,,,
359070,,,,,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio']",,,['6th gen ddr3 2x pcie x16 2x pcie x1 2x pci 4x'],,"['intel z170 s', 'motherboard']",,['asus'],,['ddr3l sata3 6gb s'],,,,['z170 p d3'],
362907,['continued'],,['fortress'],,,,,,,,"['sst ft05s w', 'matx mid tower']",,['silverstone'],,,['window usb 3 0 2x air penetrator fans'],,['silver'],,
363343,,,,,,,,,,['socket compatibility'],['silent cpu cooler for'],,['cooler master'],,,,,,['hyper 612 v2'],['intel 2011 3 2011 1366 1156 115x']
364163,['300k 100k iops'],,,,,,,,['sm950'],,"['samsung 950', '300k iops']",,,['512gb'],,['0 x4 nvme'],,,,
364445,['cooler water cooler compatible'],,['all'],,,,,,,,"['all', 'hydro cooler cpu cooler 2x']",,,,,,,,,
368006,['chassis with led'],,['aerocool'],,,['acrylic side panel'],,,,,"['computer chassis', 'pwm fan']",,['aerocool'],,['support sd tf card'],,,,,
369145,['gelid silent case fans provide additional airflow without increasing'],,['silent enthusiasts'],,,,,,,,['gelid solutions silent'],,,['120mm'],,,,,,
371111,['accelera'],,['accelerate'],,,,,,,,"['nvidia tesla', 'cores', '384 bit']",,['pny'],,,['pci e 3 0 x16'],['4992'],['passively cooled'],,
371877,,,['gs73vr'],,,['7200rpm'],,,['7rf stealth pro 209uk'],,,,,,,,,,,
372297,,,['third'],,,['adapters for'],,,,,,,,['120mm'],,,,,,
374373,['processors 2048 crossfire ready'],['stream'],['radeon'],,['gddr5'],,['6700mhz'],,,,,,,"['4gb', '14nm']",['gddr5'],['polaris pcie 3 0'],['6600mhz'],['msi radeon'],,
375020,,,['socket'],,,,,,,,,,,,,,['40 lane 9'],,,['intel xeon e5 2660']
376228,,['hardware data'],,,,,,,,,,,,"['32gb', '32gb']",,,,,,
376765,,,['socket'],,,,"['14x', '8x', 'DDR4']",,,,['rog rampage'],,['asus'],,['ddr4'],['sata iii'],,,,
376817,,,['skylake'],,,,,,['kabylake ddr4'],['8x usb3 0 5x'],,,['asrock'],,['ddr4'],,['1151'],,['fatal1ty'],
377019,"['series power supplies give you', 'control virtually silent operation and a']",,['hxi'],,,,,,,,"['modular 80', 'psu']",,,,,,,,,
377846,"['datatraveler vault', 'affordable business grade security with']",['aes hardware'],['kingston s'],,,['bit'],,,,,"['kingston datatraveler vault', 'write']",,,['64gb'],,,,,,
378317,,,['p57x gaming laptop'],,,"['fhd ips 1920x1080 i7', '7200rpm']",,"['gddr5', '2400mhz']",,,['gigabyte p57x v7'],,,['17 3'],['ddr4 ram'],,,,,
379159,,,[],,,,,,,,,,['intel'],,,"['bt 4 2 1x', 'usb 3 0']",,"['hdmi sdxc', 'slot']",,['core i3']
379199,['3 year warranty'],,,['2tb'],,,['7200rpm'],,['sata 6gb s'],,,,,['2tb'],,['seagate'],,,,
379274,,,,,,,,,,['amd radeon vega based graphics cards'],['vega frontier gpus'],,['ekwb'],,,,,,,['radeon vega waterblock pom acetal nickel plated']
379524,['from phanteks'],,,,,,,,,,['phanteks'],,,,,,,,,
380114,,,['gigabyte'],,['ddr4'],,,,['aero 14w v7'],['intel core i7 7700hq'],['aero 14w v7'],,,,['ddr4'],,,,,
380140,"['fold and go', 'swivel design']",['video calls'],,,,,,"['noise reduction', 'light correction']",,,['1280x720 pixels usb'],,['logitech lgt c525'],,,,,,['720p'],
380589,['processors 1920 sli ready'],['stream'],['gv'],,['gddr5'],['vr ready physx cuda'],['8192mb 8000mhz'],,,,,,,,,,['1531 mhz'],,['1920 core'],
382907,"['personal data', 'datatraveler locker']",,['put'],,,,,['secures receipts'],['a lock on your'],,['kingston datatraveler locker'],,,['8gb'],,,,,,
383619,,,['amd'],,,,,,,,['ga f2a68hm hd2'],,['gigabyte'],,,['sata iii'],,,['sata raid pcie 3 0 x16 d sub dvi d hdmi micro atx'],
384181,,['lifetime warranty'],,,['sodimm'],,['1600mhz ram'],,,,['corsair'],,,['8gb'],['ddr3 so dimm pc3 12800 1600 204'],,"['5v', 'DDR3 SO-DIMM', 'PC3-12800 (1600)', '\xa0', 'Non-ECC', 'Vengeance Performance']",['\xa0'],,
385027,,['lifetime warranty'],['3000mhz'],,['vdimm'],['timings 1 20'],['35v'],,,,['corsair'],['dominator'],,['8gb'],['platinum pc4 24000'],,"['UDIMM (Unbuffered)', 'PC4-24000 (3000)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['Aluminium Heatspreader with DHX'],,
385134,['fan has been'],,['performance'],['in a'],,,,,,,['cooler master jetflo'],,,['120mm'],,,,,,
385355,['1x pcie x1 1x pci 4x'],,['skylake'],,,"['sata 6gb', 'sata pcie gigabit lan 7 1 hd audio 6x', 'usb3 0 6x']",,,['6th gen ddr3 2x pcie x16'],,['intel h170 s'],,,,,,,,,
386136,['2x pciex16 2x'],,['skylake'],,,,,,,"['kabylake ddr4', '8x usb3']",,,['gigabyte'],,,,['1151'],,,
390501,['5 year warranty backwards compatible'],,,['3tb'],,['sata 6gb s'],,,,,,,,['3tb'],,,['7200rpm'],,,
390554,,,['socket'],,,,"['DDR4', '8x']",,,,"['sabertooth x99', 'intel x99 s', 'raid pcie']",,['asus'],,['ddr4'],['sata iii'],,,,
391460,"['power supply raises the', 'fully modular design']",,,,,,,,,,['psu'],['supernova'],,['1600w evga'],,,,,,
391732,"['r5 cf1', 'Intel Core i7']",,['gigabyte'],,,"['led 1920x1080 i7 6700hq nvidia gtx', 'windows 10']",,"['7200rpm', 'warranty']",,,,['gigabyte'],,['17 3'],,,,,,['fhd i7 6700hq']
394317,"['radiator three', 'design quiet operation compatible']",['leds chic'],['all'],,,,,,,,"['thermaltake water', 'hydro cooler']",,,,,,,,,
394613,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,['20v'],,,,"['corsair', 'lpx red pc4 19200']",,,['16gb'],,,"['Vengeance LPX Red', 'PC4-19200 (2400)', 'DDR4', 'UDIMM (Unbuffered)', 'Non-ECC']",['Anodised Aluminium Heatspreader'],,
395191,['processors 1920 sli ready'],['stream'],,,['gddr5'],['vr ready physx cuda'],['8000mhz'],,,,,,['zotac'],,,,,,,['geforce gtx 1070 mini']
397686,['processors 384 physx cuda'],['stream'],['core'],,['gddr3'],,"['902mhz', '1800mhz']",['years warranty'],,['enabled directx'],['gigabyte'],['gpu'],,['2gb'],"['730 silent single slot pcie', 'gddr3']",,"['1800mhz', '902mhz']",,,
397948,,,['skylake'],,,,,,,['kabylake ddr4'],['rog strix'],,['asus'],,,['usb 3'],,,,['intel z270 s 1151']
398113,,,['corsair'],,,,,,,,['psu'],,,,,,,,,
398664,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],,,,,,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
398869,['aluminum tablet stand'],['akasa'],,,,,,,,,['aluminum tablet stand grey two viewing angles'],,['akasa scorpio'],,,,,,,
398918,,['stream'],['core'],,['gddr5'],,['5400mhz'],['years warranty'],,,,,,['2gb'],['gddr5 gpu'],,['5400mhz'],,,['geforce gtx 750']
400406,,,,,,,,,,,,,['intel'],,,,,,,['intel dual core i3 6100u 2']
401132,,,,,['1500rpm'],,,,,,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,['140mm'],,,,,,
401569,,,,,,['usb 2 0 2x'],,['lan 7'],,,"['x99 e ws', 'intel x99 s']",,,,['ddr4'],['sata iii'],,,,
403803,,,,,,"['pci e 3 0 x16', 'usb 3 0', '8x usb 2 0']",,['lan 7'],,,,,['asrock x99'],,['ddr4'],,,,['extreme 4 x99'],
405366,,,['corsair'],,,,,,,,"['builder', 'psu']",['corsair'],['500w'],,,,,,,
405525,['corsair'],,,['1866mhz ram'],['10 9'],,,['vdimm lifetime'],,,"['corsair', 'jet black pc3 14900']",['vengeance'],,['8gb'],,,,,,
406764,"['gt1030', 'processors 384 3']",['stream'],,,['gddr5'],,['3004mhz'],['years warranty'],,,,,['asus'],,,,,['gddr5 graphics'],,"['geforce', '384 core']"
406941,"['air series led high static', 'pc case fans combine', 'air delivery']",,['corsair'],,,,,,,,['corsair air series sp140 red led high static pressure'],,,,,,,,,
407177,['cf2'],,['p56xt'],,,['7200rpm'],,['2400mhz'],,['nvidia gtx 1070'],['nvme ssd'],,,['256gb'],,,,['win10'],,
409402,,,['quad core'],,['ddr3 ddr4 controller integrated iris dx12 graphics 3'],,,,,,,,['intel'],,['1150mhz gpu'],,,,,['core i7 6700k s']
409484,"['2 year warranty', '2 year warranty']",,,"['3tb', '3tb']",,"['sata 6gb s', 'sata 6gb s']",,,,,['western digital wd30ezrz'],,,"['3tb', '3tb']",,,['5400 rpm 64mb'],,['wd30ezrx'],
410003,,['lifetime warranty'],['2400mhz ram'],,,,,,,,,,,"['16gb', '1x16gb']",,,"['Non-ECC', 'Value Select', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['\xa0'],['select pc4 19200'],
411206,['year warranty'],,,,['ddr3 controller integrated hd 4600 graphics 1'],,,,,,,,['intel'],,,,,,,['core i7']
412217,,,,,,,,,,['130mb s'],['loop upto'],,,['16gb'],,,,,,
412773,['1x pcie x1 1x pci 6x'],,['skylake'],,,['sata 6gb s'],['7x'],,"['6th gen ddr4 2x pcie x16', 'sata express m 2']",,,,['gigabyte'],,,,,,,
414102,['enough space for'],,['corsair'],,,,,,,,"['computer case', 'matx mitx tempered glass']",,['corsair'],,,,,,['crystal series 570x rgb premium white'],
415232,['year warranty'],,,,['1500rpm max 61 4cfm max pwm 2'],,,,['3x'],,"['nzxt aer rgb premium fan', 'triple pack winglet tips pwm']",,,['120mm'],,,,,,
417432,,,['silverstons grandia'],,,,,,,,"['gd10b grandia black desktop htpc case', 'o psu']",,['silverstone'],,,,,,,
418166,['1x pcie x1 6x'],,['socket'],,['support 2x ddr4 dimm 2x pcie x16'],['usb 3'],,,,,,,['gigabyte'],,,,,,,['amd b350 s am4']
420214,,,['socket compatibility'],,,,,,,,,,['noctua'],,,,,,,['i7 i5 and amd am2']
421501,['5 year warranty'],['guardian range'],['part'],,,['sata 6gb s'],,,,,,,,['6tb'],,,,,,
422101,"['speeds', 'sdhc cards']",,['with'],,,,,,,,"['kingston sdxc memory card', 'write']",,,['256gb'],,"['uhs i', 'mb s']",,,,
422875,['suitable upgrade'],,['sshd'],,,,,,,,,,,['2tb'],,,,,['5400rpm'],
423211,,,['powerful intelligent affordable solid state hybrid drives'],,,,,,,,"['solid state hybrid drive', 'sata iii slim', 'mac ps4']",,,"['1tb', '6gbs 8gb ssd 64mb']",,,,,['st1000lm014'],
423565,"['keyset design', 'pad']",,,,,,,,,,['ergonomic wireless desktop keyboard'],,['microsoft'],,,,,,,
424275,"['datatraveler vault', 'affordable business grade security with']",['aes hardware'],['kingston s'],,,['bit'],,,,,['kingston datatraveler vault'],,,['8gb'],,,,,,
424364,['core technology'],,['octo'],,['ddr4 controller 3 year warranty'],,,,,,,,['intel'],,,,,,,['core i7']
424897,,,,,,,,,,['ati'],,,,,['2460 pcie 2'],['mini displayport'],,,,['amd firepro']
425661,"['processors 1920 sli ready', 'processors 1920 sli ready']","['stream', 'stream']",['gv'],,"['gddr5', 'gddr5']","['vr ready physx cuda', 'vr ready physx cuda']","['8192mb', '8008mhz', '8192mb', '8008mhz']",,,,,,['gigabyte'],,,,['1556 mhz'],,,['geforce gtx 1070 windforce oc']
426331,"['microatx mid tower has', 'sized graphics cards and power supplies']",,['carbide series'],,,,['88r'],,,,['microatx miniitx computer chassis'],,['corsair'],,,['usb 3 0'],,,['carbide series 88r windowed'],
427418,,,['wireless keyboard'],,,,,,,,"['wireless touch', 'range media keyboard']",,,,,,,,,['keyboard k400 plus integrated touchpad']
431803,['amd mantle dolby truehd gcn'],['amd eyefinity'],['core'],,['gddr5'],,"['985mhz', '5600mhz']",,,,,,,['4gb'],,,,,,['radeon r7 370 nitro pcie']
432591,['34 led backlit'],,['xr342ckbmijphuzx'],,,,,['year warranty'],,,,,['34 acer'],,,['ultrawide ips'],,,,
434624,,['lifetime warranty'],,,['sodimm'],,['1600mhz ram'],['5v'],,,,,,['8gb'],['ddr3 so dimm pc3 12800 1600 204'],,"['DDR3 SO-DIMM', 'UDIMM (Unbuffered)', 'Non-ECC', 'Vengeance Performance', 'PC3-12800 (1600)']",['\xa0'],,
434951,"['power and it comes perfectly disguised and an ocuk exclusive', 'Intel Core i7', 'Intel Core i7']",,"['so much power and it', 'so much']",,,,,,,,"['nvme ssd', 'streaming card win10']",,,['256gb'],,,,,,
435103,,,['quad core technology'],,"['ddr3 controller integrated hd 4600 graphics 3', 'ddr3 controller integrated hd 4600 graphics 3']",['22nm'],,,,,,,['intel'],,,,,,,['core i5']
435548,"['i7 6700hq', 'Intel Core i7']",,,,,,,,,,,,,,,,,,,
437575,,,['skylake'],,,,['usb3'],,['6th gen ddr4'],,,,,,,['usb 3'],,,,
437851,"['cpu cooler from thermaltake', 'pwm riing fan five copper heatpipes']",,['strong'],,,,,,,,,,['thermaltake riing silent'],,,['red led'],,,,
438189,['2 year warranty'],,,['3tb'],,,['7200rpm'],,['sata 6gb s'],,,,,"['500gb', '500gb']",,['sata iii'],['7200rpm'],,,
438602,['determination to push'],,['creation'],,,,,,,,['psu'],,,,,,,,,
440538,['write'],,,,,,,,,,['iops max retail'],,,['256gb'],,['0 x4'],,,,
441041,"['rx570gaming', 'processors 2048 directx', 'years warranty']","['stream', 'amd crossfire']",,,['gddr5'],,['7000mhz'],,['vr ready premium 3'],,,,,['4gb'],['7000mhz gddr5'],['3xdp hdmi dvi d'],,,,
442516,,,['core technology'],,['ddr4'],,,,,,['turbo'],,,,,,,,,
442546,['iops 5yr warranty'],,['ssdpe21d280gasx'],,,,,,,,"['write', 'iops']",,,,,,,,,
443021,['v7 cf1'],,['gigabyte'],,,"['led 1920x1080 i7 7700hq nvidia gtx', 'windows 10']",,"['7200rpm', 'warranty']",,,,,['gigabyte'],,['ddr4 ram'],,,,,['fhd ips core i7 7700hq']
443419,,['lifetime warranty'],['2133mhz ram'],,['vdimm'],['cas 13'],['20v'],,,,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-17000 (2133)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Anodised Aluminium Heatspreader'],,
446969,['compact and capless design'],['metal casing'],['datatraveler'],['128gb'],,,,,,,['kingston datatraveler50 usb'],,,['128gb'],,,,['metal casing'],,
448278,,,['constant development of hardware getting'],,,,,,,,['cooler master'],,,['200mm'],,,['700rpm'],,,
448843,"['starter kit turns', 'any']",,['tp link s'],,,,,,['tl pa8030p kit av1200'],,,,,,,,,,,
450400,['years warranty'],,['turbo'],,,,['10000mhz'],,,,['1733mhz boost'],,['asus'],,,,['2560 core 1607mhz gpu'],,,['geforce gtx 1080 turbo']
450668,['corsair'],,,['2666mhz ram'],,,,,,,,,,['32gb'],['ddr4 vengeance rgb pc4 21300 2666'],,"['Vengeance RGB Black', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)']",['Anodised Aluminium Heatspreader'],,
453017,['nvme ssd'],,"['msi', 'msi']",['256gb'],"['ddr4 windows', 'ddr4 windows']",,"['7200rpm', '7200rpm']",,,"['intel core i7 7700hq nvidia gtx 1060', 'intel core i7 7700hq nvidia gtx 1070']",,,"['15', '15']",,['ddr4'],"['raider 045', 'raider 044']",['fhd i7 7700hq'],,,
453176,['way'],,['unconventional design of carbide series'],,,,,,,,['direct airflow path'],,['corsair'],,,,,,['carbide series air'],
453330,,['stream'],['gv'],,['gddr5'],,['8008mhz'],['enabled 3'],,,,,['gigabyte'],,,,,,,"['geforce gtx 1060 mini itx oc', '1152 core 1531mhz']"
454571,,,,,,,,,,,['psu'],,['corsair'],,,,,,,
456027,['win10 pro'],['fhd'],['aero'],,['ddr4'],,,,['15x cf1'],,"['aero 15x cf1 max q fhd', 'win10 pro']",,['15'],,['ddr4'],,,,,
459457,['created an excellent extension card'],['product the'],"['silverstone', 'ec04 e which']",,,,,,,,,,,,,['usb 3 0'],,,,
460029,,,['support'],,,,,,,,,,['gigabyte'],,['ddr4 sata3 triple m 2 3 way'],,,,['2066'],
460330,"['icy dock mb', '1s 2b black']",,,,,,,,['882sp'],,,,['icy dock'],,,,,,,
462276,"['aero 15w cf1', '2x']",,['gigabyte'],,['ddr4'],,['2400mhz'],,,['intel core i7 7700hq'],,,['15'],,,['aero 15w cf1'],,['win10 pro'],,['fhd i7 7700hq']
462842,,['lifetime warranty'],['2666mhz ram'],,['vdimm'],,,,,,['corsair'],,,['16gb'],,,"['Vengeance LED', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
464556,,,['intel'],,['ddr3 x1 pci e x16 x2 pci e x1 x2'],,,,,,,,['gigabyte'],,,['sata iii'],,,['ga'],
465296,"['nzxt s', 'renowned aggressive design']",['designs'],['ushering'],,,,,,,,"['mid tower case', 'fans included', 'bays']",,['nzxt noctis 450'],,,,,,['side window 4x'],['8x internal']
466260,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,,,,,['corsair'],,,['8gb'],,['vengeance pro series red pc3 19200'],"['65v', 'Non-ECC', 'Vengeance Pro Series Red', 'UDIMM (Unbuffered)', 'PC3-19200 (2400)', 'DDR3']",['Heat Sink Heat Spreader'],,
467688,"['unmatched creative freedom', 'nvidia quadro', 'world s', 'most advanced visual computing']",,['unmatched power'],,,,,,,,['nvidia quadro'],['pny'],,['16gb'],,,,,,
468393,,['lifetime warranty'],,['1866mhz ram'],['sodimm'],,,,,,,,,['8gb'],['ddr3 so dimm pc3 14900'],,['5v'],,,
468527,,['stream'],,,['gddr5'],,['7000mhz'],,,,['msi radeon'],,,['4gb'],['gddr5'],['hdmi 2 0b dvi d dl'],,,,
469200,['docking stand'],,['icy dock'],,,,,,['mb881u3 1sa sata ide'],,['docking stand'],,['icy dock'],,,,,,['mb881u3 1sa sata ide'],
469505,,,['nf'],,,,,,,,,,,,,,,,,
469925,,,,['2666mhz ram'],['vdimm'],,,,,,,,,['32gb'],['black pc4 21300 2666'],,"['Vengeance LPX Black', 'PC4-21300 (2666)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Heat Spreader'],,
470391,,,['third'],,,,,,,,,,,['120mm'],,,,,,
