id,hotel_name,address_street,address_locality,phone_number,stars,price_range_in_euro,number_rooms,room_types,hotel_style,rating,count_reviews,user_rating,ta_certificate_of_excellence,ta_travelers_choice,suites,family_rooms,accessible_rooms,non_smoking_rooms,kitchenette,hotel_style_business,hotel_style_luxury,hotel_style_romantic,hotel_style_family,hotel_style_spa,hotel_style_onsen,price_range_lower,price_range_upper,hotel_name-href,all_hotel_details_link-href
2001,Residenza Argentina,Via di Torre Argentina 47,00186 Rome,00 39 06 6819 3267,4.0,116 - 678,9.0,"Suites, Non-Smoking","Family, Luxury, Romantic, Business","#40 of 1,272 Hotels in Rome",891.0,4.5,True,False,True,False,False,True,False,True,True,True,True,False,False,116.0,678.0,https://www.tripadvisor.com/Hotel_Review-g187791-d531936-Reviews-Residenza_Argentina-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d531936-Reviews-Residenza_Argentina-Rome_Lazio.html#ABOUT_TAB
2002,Casadorada,Piazza Tuscolo 5,00183 Rome,,0.0,,4.0,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d2324089-Reviews-Casadorada-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2324089-Reviews-Casadorada-Rome_Lazio.html#ABOUT_TAB
2003,Suore Benedettine Missionarie di Tutzing,Via Dei Bevilacqua 60,00165 Rome,,3.0,35 - 40,33.0,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,35.0,40.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12201096-Reviews-Suore_Benedettine_Missionarie_di_Tutzing-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12201096-Reviews-Suore_Benedettine_Missionarie_di_Tutzing-Rome_Lazio.html#ABOUT_TAB
2004,B&B Spazio Vaticano,Viale Vaticano 84,00165 Rome,,0.0,69 - 102,4.0,"Non-Smoking, Family ",nan,"#1,273 of 3,898 B&Bs / Inns in Rome",20.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,69.0,102.0,https://www.tripadvisor.com/Hotel_Review-g187791-d9870856-Reviews-B_B_Spazio_Vaticano-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d9870856-Reviews-B_B_Spazio_Vaticano-Rome_Lazio.html#ABOUT_TAB
2005,Hotel Philia,Via Palestro 88,00185 Rome,,3.0,34 - 363,48.0,Non-Smoking,nan,"#1,165 of 1,272 Hotels in Rome",269.0,2.5,False,False,False,False,False,True,False,False,False,False,False,False,False,34.0,363.0,https://www.tripadvisor.com/Hotel_Review-g187791-d307292-Reviews-Hotel_Philia-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d307292-Reviews-Hotel_Philia-Rome_Lazio.html#ABOUT_TAB
2006,Le Finestre di Luz,"Via Crescenzio, 43",00000 Rome,,0.0,28 - 321,3.0,Non-Smoking,nan,"#802 of 3,898 B&Bs / Inns in Rome",83.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,28.0,321.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1813618-Reviews-Le_Finestre_di_Luz-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1813618-Reviews-Le_Finestre_di_Luz-Rome_Lazio.html#ABOUT_TAB
2007,Hotel Marsala,Via Marsala 36,00185 Rome,,2.0,43 - 114,41.0,Non-Smoking,nan,"#1,164 of 1,272 Hotels in Rome",527.0,2.5,False,False,False,False,False,True,False,False,False,False,False,False,False,43.0,114.0,https://www.tripadvisor.com/Hotel_Review-g187791-d650744-Reviews-Hotel_Marsala-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d650744-Reviews-Hotel_Marsala-Rome_Lazio.html#ABOUT_TAB
2008,Lazy Night Guesthouse,Via Bixio 52,00185 Rome,,0.0,38 - 78,4.0,Kitchenette ,nan,"#771 of 3,898 B&Bs / Inns in Rome",81.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,38.0,78.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2320738-Reviews-Lazy_Night_Guesthouse-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2320738-Reviews-Lazy_Night_Guesthouse-Rome_Lazio.html#ABOUT_TAB
2009,A Casa Simpatia,Via Cairoli 32,00185 Rome,,0.0,55 - 158,2.0,nan,nan,"#426 of 1,251 Specialty Lodging in Rome",5.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,55.0,158.0,https://www.tripadvisor.com/Hotel_Review-g187791-d13131615-Reviews-A_Casa_Simpatia-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d13131615-Reviews-A_Casa_Simpatia-Rome_Lazio.html#ABOUT_TAB
2010,B&B La Lupa,Via Raffaele Filamondo 16,00135 Rome,,0.0,,,nan,nan,,7482.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d15114812-Reviews-B_B_La_Lupa-Rome_Lazio.html,
2011,2 Be Home Colosseo,Via Merulana 215,00185 Rome,,0.0,63 - 97,2.0,"Non-Smoking, Family ",nan,"#2,118 of 3,898 B&Bs / Inns in Rome",11.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,63.0,97.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6452209-Reviews-2_Be_Home_Colosseo-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6452209-Reviews-2_Be_Home_Colosseo-Rome_Lazio.html#ABOUT_TAB
2012,38 Viminale Street,Via del Viminale N. 38,00000 Rome,,0.0,62 - 167,10.0,Non-Smoking,nan,"#938 of 3,898 B&Bs / Inns in Rome",71.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,62.0,167.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1493417-Reviews-38_Viminale_Street-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1493417-Reviews-38_Viminale_Street-Rome_Lazio.html#ABOUT_TAB
2013,Betania Bed & Breakfast,Via Giuseppe Rosso 5,00136 Rome,,0.0,,,nan,nan,"#3,189 of 3,898 B&Bs / Inns in Rome",1.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d611751-Reviews-Betania_Bed_Breakfast-Rome_Lazio.html,
2014,B&B Roma Appia Davila25,Via Arrigo Davila 25,00179 Rome,,0.0,49 - 96,3.0,nan,nan,"#703 of 3,898 B&Bs / Inns in Rome",75.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,49.0,96.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1937769-Reviews-B_B_Roma_Appia_Davila25-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1937769-Reviews-B_B_Roma_Appia_Davila25-Rome_Lazio.html#ABOUT_TAB
2015,Jeth house,Via Agostino Depretis 65,00184 Rome,,0.0,,4.0,nan,nan,"#2,036 of 3,898 B&Bs / Inns in Rome",25.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1544350-Reviews-Jeth_house-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1544350-Reviews-Jeth_house-Rome_Lazio.html#ABOUT_TAB
2016,RomAnna B&B,Via Degli Orti di Trastevere 34,00153 Rome,,0.0,,,nan,nan,"#836 of 1,251 Specialty Lodging in Rome",1.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10548919-Reviews-RomAnna_B_B-Rome_Lazio.html,
2017,Black&White G&G,Viale di Trastevere 108,00153 Rome,,0.0,65 - 130,3.0,Non-Smoking,nan,"#1,235 of 3,898 B&Bs / Inns in Rome",75.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,65.0,130.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6835286-Reviews-Black_White_G_G-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6835286-Reviews-Black_White_G_G-Rome_Lazio.html#ABOUT_TAB
2018,Fleming Suites,Via Flaminia 732d,00191 Rome,,0.0,55 - 102,3.0,"Family, Smoking ",nan,"#867 of 3,898 B&Bs / Inns in Rome",77.0,4.5,True,False,False,True,False,False,False,False,False,False,False,False,False,55.0,102.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6393293-Reviews-Fleming_Suites-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6393293-Reviews-Fleming_Suites-Rome_Lazio.html#ABOUT_TAB
2019,Trastevere in Bed,Via Angelo Bellani 45,00153 Rome,,0.0,56 - 98,2.0,Kitchenette ,nan,"#2,285 of 3,898 B&Bs / Inns in Rome",13.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,56.0,98.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2538577-Reviews-Trastevere_in_Bed-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2538577-Reviews-Trastevere_in_Bed-Rome_Lazio.html#ABOUT_TAB
2020,Blue Suite Vatican,Viale Giulio Cesare 183,00192 Rome,,0.0,66 - 511,8.0,Non-Smoking,nan,"#2,074 of 3,898 B&Bs / Inns in Rome",79.0,3.5,False,False,False,False,False,True,False,False,False,False,False,False,False,66.0,511.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6533081-Reviews-Blue_Suite_Vatican-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6533081-Reviews-Blue_Suite_Vatican-Rome_Lazio.html#ABOUT_TAB
2021,7 Inn Spanish Steps,Via di Ripetta 7,00186 Rome,,0.0,244 - 527,6.0,"Suites, Non-Smoking",nan,"#850 of 3,898 B&Bs / Inns in Rome",75.0,4.5,True,False,True,False,False,True,False,False,False,False,False,False,False,244.0,527.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6622776-Reviews-7_Inn_Spanish_Steps-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6622776-Reviews-7_Inn_Spanish_Steps-Rome_Lazio.html#ABOUT_TAB
2022,Pantheon 3E,Via Dei Sabini 9,00187 Rome,,3.0,96 - 255,4.0,Non-Smoking,nan,"#1,827 of 3,898 B&Bs / Inns in Rome",29.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,96.0,255.0,https://www.tripadvisor.com/Hotel_Review-g187791-d797236-Reviews-Pantheon_3E-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d797236-Reviews-Pantheon_3E-Rome_Lazio.html#ABOUT_TAB
2023,Hotel Gregoriana,Via Gregoriana 18,00187 Rome,,3.0,129 - 288,22.0,"Non-Smoking, Suites ",Romantic,"#169 of 1,272 Hotels in Rome",163.0,4.5,True,False,True,False,False,True,False,False,False,True,False,False,False,129.0,288.0,https://www.tripadvisor.com/Hotel_Review-g187791-d238508-Reviews-Hotel_Gregoriana-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d238508-Reviews-Hotel_Gregoriana-Rome_Lazio.html#ABOUT_TAB
2024,Palazzo De Cupis - Suites and View,Via di Santa Maria Dell'Anima 10,00186 Rome,,0.0,116 - 319,3.0,"Suites, Non-Smoking",nan,"#379 of 3,898 B&Bs / Inns in Rome",102.0,4.5,False,False,True,False,False,True,False,False,False,False,False,False,False,116.0,319.0,https://www.tripadvisor.com/Hotel_Review-g187791-d7299152-Reviews-Palazzo_De_Cupis_Suites_and_View-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d7299152-Reviews-Palazzo_De_Cupis_Suites_and_View-Rome_Lazio.html#ABOUT_TAB
2025,Lovely Rome,Via Flavio Stilicone 10,00175 Rome,,0.0,,,nan,nan,"#2,180 of 3,898 B&Bs / Inns in Rome",8.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d6678405-Reviews-Lovely_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6678405-Reviews-Lovely_Rome-Rome_Lazio.html#ABOUT_TAB
2026,Atelier San Pietro,Via Lualdi Cardinale 6,00165 Rome,,0.0,43 - 130,2.0,nan,nan,"#2,232 of 3,898 B&Bs / Inns in Rome",20.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,43.0,130.0,https://www.tripadvisor.com/Hotel_Review-g187791-d639041-Reviews-Atelier_San_Pietro-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d639041-Reviews-Atelier_San_Pietro-Rome_Lazio.html#ABOUT_TAB
2027,St Peter Bed in Rome,Piazza del Risorgimento 36,00192 Rome,,0.0,55 - 120,4.0,"Non-Smoking, Suites, Family ",nan,"#312 of 3,898 B&Bs / Inns in Rome",148.0,4.5,False,False,True,True,False,True,False,False,False,False,False,False,False,55.0,120.0,https://www.tripadvisor.com/Hotel_Review-g187791-d2455487-Reviews-St_Peter_Bed_in_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d2455487-Reviews-St_Peter_Bed_in_Rome-Rome_Lazio.html#ABOUT_TAB
2028,Dock Suites Hotel,Via Forli' 31,00161 Rome,00 39 06 9480 6557,3.0,57 - 124,12.0,"Non-Smoking, Family, Suites ",Best Value,"#150 of 1,272 Hotels in Rome",306.0,4.5,True,False,True,True,False,True,False,False,False,False,False,False,False,57.0,124.0,https://www.tripadvisor.com/Hotel_Review-g187791-d594087-Reviews-Dock_Suites_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d594087-Reviews-Dock_Suites_Hotel-Rome_Lazio.html#ABOUT_TAB
2029,Oriana Suites Rome,Via di San Claudio 61,00187 Rome,,1.0,105 - 231,5.0,"Suites, Kitchenette, Non-Smoking, Family, Accessible ",nan,"#509 of 3,898 B&Bs / Inns in Rome",63.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,False,105.0,231.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8706613-Reviews-Oriana_Suites_Rome-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8706613-Reviews-Oriana_Suites_Rome-Rome_Lazio.html#ABOUT_TAB
2030,Trasteverome45,Via Natale del Grande 45,00153 Rome,,0.0,56 - 127,2.0,Kitchenette ,nan,"#644 of 1,251 Specialty Lodging in Rome",2.0,4.5,False,False,False,False,False,False,True,False,False,False,False,False,False,56.0,127.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10392866-Reviews-Trasteverome45-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10392866-Reviews-Trasteverome45-Rome_Lazio.html#ABOUT_TAB
2031,Place 24 Suites & Wellness,Via Francesco Carrara 24,00196 Rome,,0.0,74 - 207,6.0,"Suites, Non-Smoking, Family ",nan,"#785 of 3,898 B&Bs / Inns in Rome",58.0,4.5,False,False,True,True,False,True,False,False,False,False,False,False,False,74.0,207.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8049800-Reviews-Place_24_Suites_Wellness-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8049800-Reviews-Place_24_Suites_Wellness-Rome_Lazio.html#ABOUT_TAB
2032,Hotel Fori Imperiali Cavalieri,Via Frangipane 34,00184 Rome,00 39 06 679 6246,3.0,70 - 171,24.0,Non-Smoking,"Family, Romantic","#143 of 1,272 Hotels in Rome",799.0,4.0,True,False,False,False,False,True,False,False,False,True,True,False,False,70.0,171.0,https://www.tripadvisor.com/Hotel_Review-g187791-d246379-Reviews-Hotel_Fori_Imperiali_Cavalieri-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d246379-Reviews-Hotel_Fori_Imperiali_Cavalieri-Rome_Lazio.html#ABOUT_TAB
2033,La Casa degli Equi,Via degli Equi 71015 San Nicandro Garganico FG,00185 Rome,,0.0,,,nan,nan,"#1,130 of 1,272 Hotels in Rome",1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1227174-Reviews-La_Casa_degli_Equi-Rome_Lazio.html,
2034,La Dolcevita,Via Aurelia 720,00165 Rome,,0.0,,,nan,nan,"#2,701 of 3,898 B&Bs / Inns in Rome",2.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d10630747-Reviews-La_Dolcevita-Rome_Lazio.html,
2035,Hotel Marechiaro,Via Gioberti 30,00000 Rome,,2.0,45 - 100,21.0,Non-Smoking,nan,"#922 of 1,272 Hotels in Rome",261.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,45.0,100.0,https://www.tripadvisor.com/Hotel_Review-g187791-d650696-Reviews-Hotel_Marechiaro-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d650696-Reviews-Hotel_Marechiaro-Rome_Lazio.html#ABOUT_TAB
2036,Casa Vacanza Frendy,Via Conte di Carmagnola 32,00176 Rome,,0.0,51 - 106,3.0,"Kitchenette, Non-Smoking",nan,"#3,424 of 3,898 B&Bs / Inns in Rome",26.0,3.5,False,False,False,False,False,True,True,False,False,False,False,False,False,51.0,106.0,https://www.tripadvisor.com/Hotel_Review-g187791-d564328-Reviews-Casa_Vacanza_Frendy-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d564328-Reviews-Casa_Vacanza_Frendy-Rome_Lazio.html#ABOUT_TAB
2037,Smooth Hotel Rome Termini,Via Palestro 13,00185 Rome,00 39 06 9480 5883,3.0,73 - 289,74.0,"Non-Smoking, Family ",nan,"#58 of 1,272 Hotels in Rome",741.0,4.5,True,False,False,True,False,True,False,False,False,False,False,False,False,73.0,289.0,https://www.tripadvisor.com/Hotel_Review-g187791-d232875-Reviews-Smooth_Hotel_Rome_Termini-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d232875-Reviews-Smooth_Hotel_Rome_Termini-Rome_Lazio.html#ABOUT_TAB
2038,Hotel Tito,Via Marghera 29,00185 Rome,,3.0,82 - 505,15.0,Non-Smoking,nan,"#676 of 1,272 Hotels in Rome",76.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,82.0,505.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12086578-Reviews-Hotel_Tito-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12086578-Reviews-Hotel_Tito-Rome_Lazio.html#ABOUT_TAB
2039,Caligola Resort,Via Benedetto Musolino 23,00153 Rome,,3.0,69 - 103,5.0,"Non-Smoking, Family ",nan,"#745 of 3,898 B&Bs / Inns in Rome",137.0,4.0,True,False,False,True,False,True,False,False,False,False,False,False,False,69.0,103.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1795968-Reviews-Caligola_Resort-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1795968-Reviews-Caligola_Resort-Rome_Lazio.html#ABOUT_TAB
2040,Residenza Antica Roma,Via del Tritone 82,00187 Rome,,4.0,74 - 245,23.0,"Non-Smoking, Family ",nan,"#568 of 3,898 B&Bs / Inns in Rome",541.0,4.0,False,False,False,True,False,True,False,False,False,False,False,False,False,74.0,245.0,https://www.tripadvisor.com/Hotel_Review-g187791-d277161-Reviews-Residenza_Antica_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d277161-Reviews-Residenza_Antica_Roma-Rome_Lazio.html#ABOUT_TAB
2041,Bacchiglione Holiday,Via Bacchiglione 3,00199 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d775012-Reviews-Bacchiglione_Holiday-Rome_Lazio.html,
2042,Trastevere Royal Suite,Viale di Trastevere 75,00153 Rome,,0.0,76 - 221,,nan,nan,"#1,258 of 3,898 B&Bs / Inns in Rome",25.0,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,76.0,221.0,https://www.tripadvisor.com/Hotel_Review-g187791-d12605223-Reviews-Trastevere_Royal_Suite-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d12605223-Reviews-Trastevere_Royal_Suite-Rome_Lazio.html#ABOUT_TAB
2043,Why Not Roma Suites,Via Calabria 17,00187 Rome,,1.5,50 - 113,6.0,"Non-Smoking, Family ",nan,"#813 of 3,898 B&Bs / Inns in Rome",96.0,4.5,False,False,False,True,False,True,False,False,False,False,False,False,False,50.0,113.0,https://www.tripadvisor.com/Hotel_Review-g187791-d6463331-Reviews-Why_Not_Roma_Suites-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d6463331-Reviews-Why_Not_Roma_Suites-Rome_Lazio.html#ABOUT_TAB
2044,Navona Elite,Via Dei Sediari 8,00186 Rome,,0.0,99 - 209,6.0,Non-Smoking,nan,"#930 of 1,272 Hotels in Rome",5.0,4.0,False,False,False,False,False,True,False,False,False,False,False,False,False,99.0,209.0,https://www.tripadvisor.com/Hotel_Review-g187791-d1861728-Reviews-Navona_Elite-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1861728-Reviews-Navona_Elite-Rome_Lazio.html#ABOUT_TAB
2045,V99 Hotel,Via di Val Tellina 99,00151 Rome,,4.0,63 - 160,49.0,Family ,Luxury,"#1,025 of 1,272 Hotels in Rome",44.0,3.0,False,False,False,True,False,False,False,False,True,False,False,False,False,63.0,160.0,https://www.tripadvisor.com/Hotel_Review-g187791-d8791512-Reviews-V99_Hotel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d8791512-Reviews-V99_Hotel-Rome_Lazio.html#ABOUT_TAB
2046,La Casa di Kaia,Via Dei Vascellari 55,00153 Rome,,0.0,55 - 75,3.0,"Kitchenette, Non-Smoking",nan,"#270 of 3,898 B&Bs / Inns in Rome",114.0,4.5,False,False,False,False,False,True,True,False,False,False,False,False,False,55.0,75.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4044515-Reviews-La_Casa_di_Kaia-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4044515-Reviews-La_Casa_di_Kaia-Rome_Lazio.html#ABOUT_TAB
2047,Guesthouse Il Gong,Via Apuania 8,00162 Rome,,2.0,58 - 99,3.0,"Non-Smoking, Family ",nan,"#42 of 1,251 Specialty Lodging in Rome",101.0,5.0,False,False,False,True,False,True,False,False,False,False,False,False,False,58.0,99.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3295961-Reviews-Guesthouse_Il_Gong-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3295961-Reviews-Guesthouse_Il_Gong-Rome_Lazio.html#ABOUT_TAB
2048,D'Agostino,Via Domenico Jachino 77,00144 Rome,,0.0,,,nan,nan,"#2,867 of 3,898 B&Bs / Inns in Rome",9.0,3.5,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d1145762-Reviews-D_Agostino-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d1145762-Reviews-D_Agostino-Rome_Lazio.html#ABOUT_TAB
2049,Elizabeth Rooms,57 Via Muzio Clementi,00193 Rome,,0.0,,,nan,nan,"#3,427 of 3,898 B&Bs / Inns in Rome",1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d13796132-Reviews-Elizabeth_Rooms-Rome_Lazio.html,
2050,Discovery Hostel,"Via Urbano Rattazzi, 57",00185 Rome,,0.0,22 - 90,,nan,nan,"#728 of 1,251 Specialty Lodging in Rome",1.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,22.0,90.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10519587-Reviews-Discovery_Hostel-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10519587-Reviews-Discovery_Hostel-Rome_Lazio.html#ABOUT_TAB
2051,Cogli L'Attico,"Via Gabi, 32",00000 Rome,,0.0,,,nan,nan,,7481.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d9738867-Reviews-Cogli_L_Attico-Rome_Lazio.html,
2052,B&B Appio Re di Roma,Via San Remo 1,00182 Rome,,0.0,63 - 109,,nan,nan,"#1,529 of 3,898 B&Bs / Inns in Rome",22.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d3832753-Reviews-B_B_Appio_Re_di_Roma-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d3832753-Reviews-B_B_Appio_Re_di_Roma-Rome_Lazio.html#ABOUT_TAB
2053,Donna Margherita Rome Suite & Rooms,Via Torino 122,00184 Rome,,0.0,94 - 599,,Family ,nan,"#238 of 1,251 Specialty Lodging in Rome",15.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,94.0,599.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10054636-Reviews-Donna_Margherita_Rome_Suite_Rooms-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10054636-Reviews-Donna_Margherita_Rome_Suite_Rooms-Rome_Lazio.html#ABOUT_TAB
2054,Santa Nara B&B,Via Merulana 117,00184 Rome,,0.0,77 - 106,,Family ,nan,#8 of 8 B&Bs / Inns in Genzano di Roma,3.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,77.0,106.0,https://www.tripadvisor.com/Hotel_Review-g799536-d12420709-Reviews-Santa_Nara_B_B-Genzano_di_Roma_Province_of_Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g799536-d12420709-Reviews-Santa_Nara_B_B-Genzano_di_Roma_Province_of_Rome_Lazio.html#ABOUT_TAB
2055,RHome Urban B&b,Largo San Vincenzo De' Paoli 8,00152 Rome,,0.0,105 - 109,,nan,nan,"#2,894 of 3,898 B&Bs / Inns in Rome",1.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,105.0,109.0,https://www.tripadvisor.com/Hotel_Review-g187791-d10310836-Reviews-RHome_Urban_B_b-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d10310836-Reviews-RHome_Urban_B_b-Rome_Lazio.html#ABOUT_TAB
2056,Quadrifoglio Hotel,Via Ermete Zacconi 12,00128 Rome,,0.0,,,nan,nan,"#1,167 of 1,272 Hotels in Rome",9.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,https://www.tripadvisor.com/Hotel_Review-g187791-d650781-Reviews-Quadrifoglio_Hotel-Rome_Lazio.html,
2057,Mood 44,Vicolo della Torretta 44,00186 Rome,00 39 06 9480 6202,3.0,122 - 1,7.0,"Suites, Non-Smoking",nan,"#2 of 1,251 Specialty Lodging in Rome",316.0,5.0,True,False,True,False,False,True,False,False,False,False,False,False,False,122.0,1.0,https://www.tripadvisor.com/Hotel_Review-g187791-d4937857-Reviews-Mood_44-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d4937857-Reviews-Mood_44-Rome_Lazio.html#ABOUT_TAB
2058,Hotel Royal Bissolati,Via Leonida Bissolati 40,00187 Rome,,4.0,135 - 348,,"Suites, Non-Smoking, Family, Accessible ",Luxury,"#810 of 1,272 Hotels in Rome",9.0,4.5,False,False,True,True,True,True,False,False,True,False,False,False,False,135.0,348.0,https://www.tripadvisor.com/Hotel_Review-g187791-d14975919-Reviews-Hotel_Royal_Bissolati-Rome_Lazio.html,https://www.tripadvisor.com/Hotel_Review-g187791-d14975919-Reviews-Hotel_Royal_Bissolati-Rome_Lazio.html#ABOUT_TAB
