ids,label,katom_base,cdi_base,katom_brand,cdi_brand,katom_capacity,cdi_capacity,katom_category,cdi_category,katom_cluster_id,cdi_cluster_id,katom_color,cdi_color,katom_finish,cdi_finish,katom_height,cdi_height,katom_id,cdi_id,katom_material,cdi_material,katom_product_type,cdi_product_type,katom_shape,cdi_shape,katom_style,cdi_style,katom_title,cdi_title
katom_1040_cdi_155,1,'standard oven','(2) standard ovens',southbend,southbend,,,'rear','rear',206338,206338,,,'nsf','nsf','1075.00','1075.00 ',katom_1040,cdi_155,'front' 'oven','front' 'oven','burners rear','burners rear','restaurant range','restaurant','standard ovens with battery' 'per' 'ng','standard ovens with battery' 'per',"60"" 9-burner gas range, ng""@en range ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3976_cdi_519,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,'48 griddle','48 griddle',,'restaurant',736131,736131,'restaurant range' 'ultimate',,'nsf','nsf','1075.00','1075.00 ',katom_3976,cdi_519,'left thermostatic' 'battery' 'oven','left thermostatic' 'battery' 'oven','lp gas' 'standard grates','standard grates','restaurant',,'per' 'lp' 'ng','ultimate' 'per',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3906_cdi_6078,0,'standard/convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,'front',,722134,12435933,'ultimate','ultimate' 'per oven','legs' 'nsf','nsf','1075.00','1075.00 ',katom_3906,cdi_6078,'front' 'battery','battery' 'stainless steel','lp gas' 'burners rear' 'shelf 6 adjustable','burners' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'restaurant' 'lp' 'ng','restaurant',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_19388_cdi_6078,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,,,,,10555334,12435933,'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_19388,cdi_6078,'battery' 'stainless steel','battery' 'stainless steel','lp gas' 'burners' 'shelf 6 adjustable','burners' 'shelf 6 adjustable','restaurant range',,'lp' 'ng','restaurant',"60"" 8-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_3906_cdi_88,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,'front',,722134,116696,'ultimate',,'legs' 'nsf','nsf','1075.00','1075.00 ',katom_3906,cdi_88,'front' 'battery','saut burners' 'battery','lp gas' 'burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'restaurant' 'lp' 'ng','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_560_cdi_88,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,116696,116696,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_560,cdi_88,'battery','saut burners' 'battery','burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable',,,'burners' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 5-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3906_cdi_1265,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,'60 3',,'front',,722134,1624733,'ultimate','ultimate','legs' 'nsf','nsf','1075.00','1075.00 ',katom_3906,cdi_1265,'front' 'battery','battery','lp gas' 'burners rear' 'shelf 6 adjustable','burners' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'restaurant' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_3906_cdi_509,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,'front','front',722134,722134,'ultimate',,'legs' 'nsf','legs' 'nsf','1075.00','1075.00 ',katom_3906,cdi_509,'front' 'battery','battery','lp gas' 'burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'restaurant' 'lp' 'ng','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_560_cdi_3316,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,116696,5735631,'restaurant range',,'nsf','nsf','1075.00','735.00 ',katom_560,cdi_3316,'battery','battery','burners rear' 'shelf 6 adjustable','wavy grates' 'shelf 6',,,'burners' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 5-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_560_cdi_497,0,'standard/convection oven','convection ovens' '(2) convection ovens',southbend,southbend,,,,,116696,709328,'restaurant range','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_560,cdi_497,'battery','saut burners' 'battery' 'stainless steel','burners rear' 'shelf 6 adjustable','burners rear' 'shelf 6 adjustable',,,'burners' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng','restaurant',"60"" 5-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3833_cdi_497,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 3',,,,709328,709328,'restaurant range' 'per oven','ultimate' 'per oven','nsf','nsf','1075.00','1075.00 ',katom_3833,cdi_497,'battery' 'stainless steel','saut burners' 'battery' 'stainless steel','burners rear' 'shelf 6 adjustable' 'lp gas' 'saut burners','burners rear' 'shelf 6 adjustable','restaurant range',,'burners' 'ng' 'lp','restaurant',"60"" 5-burner gas range with charbroiler, ng""@en ng ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_5691_cdi_530,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,'60 3',,,,1037728,751204,'standard grates',,'nsf','nsf','1075.00','1075.00 ',katom_5691,cdi_530,'battery','battery','lp gas' 'saut burners' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range' 'rear' 'restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'rear' 'lp' 'ng','burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle & broiler, lp""@en lp ""@en broiler","ultimate restaurant range "" | culinary depot"""
katom_16252_cdi_1059,0,'standard/convection oven','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,'60 3',,,,7829241,1387924,,'burners','nsf','stainless steel' 'legs' 'nsf','1075.00','1075.00 ',katom_16252,cdi_1059,'battery','battery','shelf 6 adjustable' 'lp gas' 'saut burners','shelf 6 adjustable','restaurant' 'restaurant range','restaurant','rear' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','with wavy grates' 'oven',"60"" 6-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_12703_cdi_5403,0,'digital thermostat and','digital thermostat and',accutemp,accutemp,,'egf2403a3600 t1',,,4179499,10811663,,,,,'325.00','250.00 ',katom_12703,cdi_5403,'stainless steel' '14','stainless steel' '14','electric' 'cooking surface' 'cabinet 240v' 'replaces discontinued model','cooking surface' 'replaces',,,,'legs 240v',"48"" electric griddle - thermostatic, 1"" steel plate, 240v/3ph""@en 240v/3ph ""@en thermostatic plate","accu-steam griddle "" | culinary depot"""
katom_25142_cdi_1236,0,'convection ovens' 'convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,15908834,1599747,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_25142,cdi_1236,'battery' 'stainless steel','battery','lp gas' 'burners' 'shelf 6 adjustable','shelf 6 adjustable','restaurant','restaurant','lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8930_cdi_1236,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 6',,,,1599747,1599747,,,'nsf','nsf','1075.00','1075.00 ',katom_8930,cdi_1236,'battery','battery','shelf 6 adjustable' 'lp gas' 'saut burners','shelf 6 adjustable','restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_25142_cdi_1584,0,'convection ovens' 'convection oven','(1) convection oven (1) cabinet',southbend,southbend,,,,'front',15908834,2225435,'per oven','ultimate','nsf','nsf','1075.00','1075.00 ',katom_25142,cdi_1584,'battery' 'stainless steel','pyromax burners' 'battery','lp gas' 'burners' 'shelf 6 adjustable','rear' 'shelf 6 adjustable','restaurant',,'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_6487_cdi_735,0,'standard ovens' 'standard oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,1174274,996164,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_6487,cdi_735,'battery' 'oven','battery','standard grates' 'lp gas' 'burners','wavy grates' 'shelf 6 adjustable','restaurant',,'burners' 'rear' 'per' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_5431_cdi_735,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,996164,996164,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_5431,cdi_735,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6487_cdi_628,0,'standard ovens' 'standard oven','(2) standard ovens',southbend,southbend,,,,,1174274,881872,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_6487,cdi_628,'battery' 'oven','saut burners' 'oven','standard grates' 'lp gas' 'burners',,'restaurant',,'burners' 'rear' 'per' 'ng' 'lp','restaurant' 'rear' 'standard ovens with battery' 'per',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_4783_cdi_628,1,'standard oven','(2) standard ovens',southbend,southbend,'60 3',,,,881872,881872,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_4783,cdi_628,'oven','saut burners' 'oven','lp gas' 'saut burners' 'rear',,'restaurant',,'rear' 'standard ovens with battery' 'per' 'lp' 'ng','restaurant' 'rear' 'standard ovens with battery' 'per',"60"" 6-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6487_cdi_883,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,1174274,1174274,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_6487,cdi_883,'battery' 'oven','battery' 'oven','standard grates' 'lp gas' 'burners','standard grates','restaurant',,'burners' 'rear' 'per' 'ng' 'lp','restaurant' 'burners' 'rear' 'per',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_5431_cdi_1352,0,'standard/convection oven','flue riser with shelf' '(1) convection oven (1) cabinet',southbend,southbend,,,,,996164,1723727,'restaurant range',,'nsf','stainless steel' 'nsf','1075.00','1075.00 ',katom_5431,cdi_1352,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6 adjustable','restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','oven',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6662_cdi_73,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 6',,,,1203052,86141,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_6662,cdi_73,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_8383_cdi_73,0,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,'60 3',,'front',,1509063,86141,,'ultimate','legs' 'nsf','nsf','1075.00','1075.00 ',katom_8383,cdi_73,'front' 'battery','battery','lp gas' 'burners rear' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'grates standing pilot 1 standard' 'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 9-burner gas range, lp""@en lp ""@en range","ultimate restaurant range "" | culinary depot"""
katom_424_cdi_73,1,'standard/convection oven','(1) standard oven (1) convection oven',southbend,southbend,,,,,86141,86141,'restaurant range','ultimate','nsf','nsf','1075.00','1075.00 ',katom_424,cdi_73,'battery','battery','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp' 'ng','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with charbroiler, lp""@en lp ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_2951_cdi_5034,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,547035,9845926,,,'nsf','nsf','660.00','1075.00 ',katom_2951,cdi_5034,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','wavy grates' 'shelf 6','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with charbroiler, lp""@en lp ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_18705_cdi_5034,0,'standard/convection oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,9959918,9845926,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_18705,cdi_5034,'standard' 'battery','battery','shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6','restaurant',,'oven grates' 'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','ultimate' 'restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, ng""@en ng ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_2951_cdi_1082,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,'48 griddle',,,547035,1419918,,'ultimate','nsf','nsf','660.00','1075.00 ',katom_2951,cdi_1082,'battery','battery','lp gas' 'wavy grates' 'shelf 6 adjustable','standard grates' 'shelf 6 adjustable','restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with charbroiler, lp""@en lp ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_11679_cdi_6085,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge' '115 l',,,3229483,12446082,,,,'nsf','20 front' '184.00',"'195.00 ' '8""'",katom_11679,cdi_6085,'nsf',,'open frame','open frame',,,'compartment with right hand drainboard' 'deep with','compartment with left right hand drainboards' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_11679_cdi_948,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,3229483,1251011,,,,,'20 front' '184.00',"'20 front' '184.00 ' '8""'",katom_11679,cdi_948,'nsf','nsf','open frame','open frame',,,'compartment with right hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_6964_cdi_948,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge','18 gauge',,,1251011,1251011,,,,,'20 front' '184.00',"'20 front' '184.00 ' '8""'",katom_6964,cdi_948,'nsf','nsf','open frame','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_6964_cdi_1301,0,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge',,,,1251011,1665253,,,,,'20 front' '184.00',"'232.00 ' '8""'",katom_6964,cdi_1301,'nsf','nsf','open frame','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en deep ""@en bowl","regaline sink ""advance | culinary depot"""
katom_9300_cdi_1301,1,,'legs with boxed crossrails',advance tabco,advance tabco,'20 wide',,,,1665253,1665253,'regaline sink 3',,,,'232.00',"'232.00 ' '8""'",katom_9300,cdi_1301,'12' 'nsf','nsf','open frame' 'gauge','open frame' 'gauge',,,'compartment with right hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with',"89"" 3-compartment sink w/ 20""l x 28""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_25144_cdi_207,0,'convection ovens' 'convection oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,15908988,264711,'restaurant range' 'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_25144,cdi_207,'battery' 'stainless steel','battery' 'oven','burners' 'shelf 6 adjustable','burners',,,'ng','restaurant' 'per',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_1381_cdi_207,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,264711,264711,'restaurant range',,'nsf','nsf','1075.00','1075.00 ',katom_1381,cdi_207,'battery' 'oven','battery' 'oven','burners' 'lp gas','burners','restaurant range',,'per' 'ng' 'lp','restaurant' 'per',"60"" 8-burner gas range, ng""@en range ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_126_cdi_1021,0,'standard ovens' 'standard oven','(1) standard oven (1) cabinet',southbend,southbend,'60 6',,,,26299,1355890,,,'nsf','nsf','1075.00','1075.00 ',katom_126,cdi_1021,'battery' 'oven','battery','lp gas' 'standard grates','standard grates' 'shelf 6 adjustable','restaurant','restaurant','restaurant' 'per' 'lp' 'ng','oven' 'flue riser with shelf stainless steel' 'front',"60"" 6-burner gas range with charbroiler, ng""@en ng ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_2963_cdi_1021,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,549187,1355890,,,'nsf','nsf','660.00','1075.00 ',katom_2963,cdi_1021,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_126_cdi_20,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,'60 6',,,,26299,26299,,,'nsf','nsf','1075.00','1075.00 ',katom_126,cdi_20,'battery' 'oven','battery' 'oven','lp gas' 'standard grates','standard grates','restaurant','restaurant','restaurant' 'per' 'lp' 'ng','per',"60"" 6-burner gas range with charbroiler, ng""@en ng ""@en charbroiler","ultimate restaurant range "" | culinary depot"""
katom_2963_cdi_4486,0,'standard oven','(1) standard oven (1) convection oven',southbend,southbend,,'48 griddle',,,549187,8703949,,'ultimate','nsf','nsf','660.00','1075.00 ',katom_2963,cdi_4486,'battery','left standing pilot 1' 'battery','standard grates' 'shelf 6 adjustable' 'lp gas','wavy grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_2963_cdi_761,0,'standard oven','left thermostatic' '(1) standard oven (1) convection oven',southbend,southbend,,,,,549187,1024249,,,'nsf','nsf','660.00','1075.00 ',katom_2963,cdi_761,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6','restaurant' 'restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_5607_cdi_761,1,'left thermostatic' 'standard/convection oven','left thermostatic' '(1) standard oven (1) convection oven',southbend,southbend,'60 1',,,,1024249,1024249,'rear',,'nsf','nsf','1075.00','1075.00 ',katom_5607,cdi_761,'battery' 'star saut burners' 'front','battery','standard grates' 'shelf 6' 'lp gas','standard grates' 'shelf 6','restaurant','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_16198_cdi_761,0,'convection ovens' 'convection oven','left thermostatic' '(1) standard oven (1) convection oven',southbend,southbend,,,,,7789428,1024249,'per oven',,'nsf','nsf','1075.00','1075.00 ',katom_16198,cdi_761,'battery' 'stainless steel','battery','lp gas' 'burners' 'standard grates' 'shelf 6 adjustable','standard grates' 'shelf 6','restaurant','restaurant','rear' 'lp','burners' 'rear' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 4-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
katom_2963_cdi_479,0,'standard oven','(1) standard oven (1) cabinet',southbend,southbend,,,,,549187,685771,,,'nsf','nsf','660.00','735.00 ',katom_2963,cdi_479,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range','restaurant','oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_2963_cdi_400,1,'standard oven','(1) standard oven',southbend,southbend,,,,,549187,549187,,'ultimate restaurant','nsf','nsf','660.00','660.00 ',katom_2963,cdi_400,'battery','battery','standard grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6 adjustable','restaurant' 'restaurant range',,'oven' 'flue riser with shelf stainless steel' 'front' 'ng' 'lp','oven' 'flue riser with shelf stainless steel' 'front',"36"" 2-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_3175_cdi_2676,0,,'legs with side crossrails',advance tabco,advance tabco,'18 gauge' '66 l','46 l',,,587671,4379340,,'12','nsf','nsf','20 front' '83.00',"'20 front' '80.00 ' '8""'",katom_3175,cdi_2676,,,'open frame','open frame' 'gauge',,,'compartment with left hand drainboard' 'deep with','compartment with right hand drainboard' 'deep with',"66"" 2-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_3175_cdi_423,1,,'legs with boxed crossrails',advance tabco,advance tabco,'18 gauge' '66 l','18 gauge' '66 l',,,587671,587671,,,'nsf','nsf','20 front' '83.00',"'20 front' '8""' '83.00 '",katom_3175,cdi_423,,,'open frame','open frame',,,'compartment with left hand drainboard' 'deep with','compartment with left hand drainboard' 'deep with',"66"" 2-compartment sink w/ 20""l x 20""w bowl, 12"" deep""@en bowl deep ""@en","regaline sink ""advance | culinary depot"""
katom_9765_cdi_881,0,'standard ovens' 'standard oven','(2) standard ovens',southbend,southbend,,'48 griddle',,,1746624,1171496,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_9765,cdi_881,'battery' 'oven','left standing pilot' 'oven','standard grates' 'lp gas','standard grates','restaurant range',,'per' 'ng' 'lp','restaurant' 'standard ovens with battery' 'per',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_6462_cdi_881,1,'standard oven','(2) standard ovens',southbend,southbend,'48 griddle','48 griddle',,,1171496,1171496,'ultimate','ultimate','nsf','nsf','1075.00','1075.00 ',katom_6462,cdi_881,'left standing pilot' 'oven','left standing pilot' 'oven','standard grates','standard grates',,,'restaurant' 'standard ovens with battery' 'per' 'ng' 'lp','restaurant' 'standard ovens with battery' 'per',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_9765_cdi_1374,1,'standard ovens' 'standard oven','standard ovens' '(2) standard ovens',southbend,southbend,,,,,1746624,1746624,,'ultimate','nsf','nsf','1075.00','1075.00 ',katom_9765,cdi_1374,'battery' 'oven','battery' 'oven','standard grates' 'lp gas','standard grates','restaurant range',,'per' 'ng' 'lp','restaurant' 'per',"60"" 4-burner gas range with griddle, ng""@en griddle ng ""@en","ultimate restaurant range "" | culinary depot"""
katom_8804_cdi_386,0,'convection ovens' 'convection oven','(1) standard oven (1) cabinet',southbend,southbend,'48 griddle',,,,1582401,534369,'per oven','ultimate','nsf','nsf','1075.00','1075.00 ',katom_8804,cdi_386,'left thermostatic' 'battery' 'stainless steel','battery','lp gas' 'standard grates' 'shelf 6','standard grates' 'shelf 6 adjustable',,,'ng' 'lp','restaurant' 'oven' 'flue riser with shelf stainless steel' 'front',"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_8804_cdi_1216,1,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'48 griddle','48 griddle',,,1582401,1582401,'per oven','per oven','nsf','nsf','1075.00','1075.00 ',katom_8804,cdi_1216,'left thermostatic' 'battery' 'stainless steel','left thermostatic' 'battery' 'stainless steel','lp gas' 'standard grates' 'shelf 6','standard grates' 'shelf 6',,'restaurant','ng' 'lp',,"60"" 2-burner gas range with griddle, lp""@en lp ""@en griddle","ultimate restaurant range "" | culinary depot"""
katom_1594_cdi_1216,0,'convection ovens' 'convection oven','convection ovens' '(2) convection ovens',southbend,southbend,'60 6','48 griddle',,,301718,1582401,'restaurant range' 'per oven','per oven','nsf','nsf','1075.00','1075.00 ',katom_1594,cdi_1216,'battery' 'stainless steel','left thermostatic' 'battery' 'stainless steel','wavy grates' 'shelf 6 adjustable' 'lp gas','standard grates' 'shelf 6','restaurant','restaurant','ng' 'lp',,"60"" 6-burner gas range with griddle, lp""@en griddle lp ""@en","ultimate restaurant range "" | culinary depot"""
