ids,label,katom_base,rewo_base,katom_brand,rewo_brand,katom_capacity,rewo_capacity,katom_category,rewo_category,katom_cluster_id,rewo_cluster_id,katom_color,rewo_color,katom_finish,rewo_finish,katom_height,rewo_height,katom_id,rewo_id,katom_material,rewo_material,katom_product_type,rewo_product_type,katom_shape,rewo_shape,katom_style,rewo_style,katom_title,rewo_title
katom_1925_rewo_23813,0,'h backsplash','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,363716,1089537,,,,,'230.00',,katom_1925,rewo_23813,'stainless steel','stainless steel','left to right','legs with crossrails',,,'legs with no crossrails' 'soil dishtables' 'island',,"71"" l-r island soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en stainless ""@en legs backsplash"," "" dts-g70-120r dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_5970_rewo_23813,1,'h backsplash' '304 series','h backsplash' '304 series',advance tabco,advance tabco,,,'dishtables',,1089537,1089537,,,,,'300.00',,katom_5970,rewo_23813,'stainless steel','stainless steel','legs with crossrails','legs with crossrails',,,'island' 'soil dishtables',,"119"" r-l island soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en legs crossrails 304-stainless ""@en"," "" dts-g70-120r dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_8040_rewo_32594,1,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,1447002,1447002,,,,,'300.00',,katom_8040,rewo_32594,'stainless steel','stainless steel','left to right','left to right',,,'legs with no crossrails' 'island' 'soil dishtables','legs with no crossrails',"119"" l-r island soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en stainless ""@en backsplash legs"," "" dts-g60-120l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_5511_rewo_32594,0,'304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,1009738,1447002,,,,,'210.00',,katom_5511,rewo_32594,'stainless steel','stainless steel',,'left to right',,,'h backsplash' 'legs with no crossrails' 'soil dishtables' 'island','legs with no crossrails',"59"" r-l island soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en stainless ""@en backsplash legs"," "" dts-g60-120l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_2284_rewo_23636,0,,,john boos,john boos,,,,,431314,1081342,'black epoxy' 'black','black epoxy','nsf' 'epoxy coated','nsf' 'black epoxy','76.00' '66',"'66""'",katom_2284,rewo_23636,,,,,,,'wire',,"epoxy coated wire shelving unit w/ (4) levels, 24x48x66""""@en levels 24x48x66"" ""@en"," "" ep-213666-bk shelving unit, wire""@en "" john unit"
katom_5137_rewo_20202,1,,,carlisl,carlisl,'26 l','26 l',,,942409,942409,'textured non slip','textured non slip' 'red',,,,,katom_5137,rewo_20202,,,'food storage lid',,,,'safe' 'red','safe' 'red',"food storage lid - 26x18"" red""@en red ""@en"," ""e 10627c05 food storage container cover""@en "" e"
katom_5768_rewo_22852,1,,,american metalcraft,american metalcraft,,,,,1050762,1050762,'pan tapered','pan tapered',,,,,katom_5768,rewo_22852,'aluminum','aluminum','with hardcoat','with hardcoat',,,'deep solid 14' 'gauge','deep solid 14' 'gauge' 'tapered/nesting',"18"" tapered pizza pan, 1.5"" deep, hardcoat, aluminum""@en hardcoat aluminum ""@en deep pan"," "" hc90181.5 pizza pan round solid""@en "" american solid | tapered nesting pans""@en"
katom_14035_rewo_22852,0,,,american metalcraft,american metalcraft,,,,,5535492,1050762,'pan tapered','pan tapered','nesting',,,,katom_14035,rewo_22852,'aluminum','aluminum','with hardcoat','with hardcoat',,,'deep solid 14' 'gauge','deep solid 14' 'gauge' 'tapered/nesting',"15"" tapered pizza pan, 1.5"" deep, hardcoat, aluminum""@en pan aluminum ""@en hardcoat deep"," "" hc90181.5 pizza pan round solid""@en "" american solid | tapered nesting pans""@en"
katom_3947_rewo_20009,0,'undershelf','open w/undershelf',john boos,john boos,'30 d','30 d',,,729745,933714,'bullet feet',,,,'18 430' '94.00',,katom_3947,rewo_20009,'work' 'stainless steel','stainless steel','table' 'top' 'legs adjustable','table' 'top',,,'backsplash','legs adjustable undershelf',"72"" 18-ga work table w/ undershelf & 430-series stainless top, 1.5"" backsplash""@en backsplash ""@en top"," "" st4r5-30108gsk work table, 97"" - 108"", stainless steel top""@en top | table world""@en "" john 108"""
katom_3947_rewo_15415,1,'undershelf','open w/undershelf',john boos,john boos,'30 d','30 d',,,729745,729745,'bullet feet','bullet feet',,'nsf','18 430' '94.00','18 430',katom_3947,rewo_15415,'work' 'stainless steel','work' 'stainless steel','table' 'top' 'legs adjustable','table' 'top',,,'backsplash',,"72"" 18-ga work table w/ undershelf & 430-series stainless top, 1.5"" backsplash""@en backsplash ""@en top"," "" ufbls7230 work table, 63"" - 72"", stainless steel top""@en 72"" top | table world""@en "" john"
katom_4949_rewo_26594,0,'flue riser with shelf' 'convection oven','convection oven' 'flue riser with heavy duty shelf',southbend,southbend,,'standing pilot',,,908559,1203777,,,'stainless steel' 'nsf','nsf','660.00',,katom_4949,rewo_26594,'battery','stainless steel','lp gas' 'standard grates' 'shelf 6 adjustable','standard grates','restaurant range','restaurant','oven' 'lp',,"36"" 2-burner gas range with griddle, lp""@en lp ""@en griddle"," "" 4601aa-3cr range, 60"" restaurant, gas""@en ""  range restaurant"
katom_6666_rewo_26594,1,'convection ovens' 'convection oven','convection oven' 'flue riser with heavy duty shelf',southbend,southbend,,'standing pilot',,,1203777,1203777,'restaurant range' 'per oven',,'nsf','nsf','1075.00',,katom_6666,rewo_26594,'battery' 'stainless steel','stainless steel','standard grates' 'shelf 6 adjustable','standard grates',,'restaurant','ng',,"60"" 4-burner gas range with charbroiler, ng""@en charbroiler ng ""@en"," "" 4601aa-3cr range, 60"" restaurant, gas""@en ""  range restaurant"
katom_6167_rewo_24522,1,'undershelf','open w/undershelf',duk,duk,,'8 riser',,,1119838,1119838,'stainless steel','table stainless steel',,,'110.00',,katom_6167,rewo_24522,'table' 'stainless steel','stainless steel',,'undershelf and posts',,,'top riser' 'top with 1 1 8 h riser' 'undershelf posts' 'backsplash','top and riser' 'top with 1 1' 'gauge type',"36"" 16-ga work table w/ undershelf & 300-series stainless top, 1.125"" backsplash""@en backsplash ""@en top"," ""e 316s-3636-2r work table, 36"" - 38"", stainless steel top""@en "" e table 38"" top | worktable open base with backsplash""@en"
katom_1071_rewo_4104,1,,,advance tabco,advance tabco,,,,,212560,212560,'mounted','mounted',,,,,katom_1071,rewo_4104,,,'single deck','single deck',,,'table mounted' 'uprights of shelf rear','table mounted' 'uprights of shelf rear',"120"" table mount shelf - 1-deck, rear-mount, 18"" w, stainless""@en rear-mount w 1-deck stainless ""@en"," "" pt-18r-120 overshelf, table-mounted""@en "" advance overshelf"
katom_21079_rewo_33242,0,,,advance tabco,advance tabco,'12 wide','12 wide',,,12074587,1472954,,'shelf',,,,,katom_21079,rewo_33242,,,'single deck' 'uprights of shelf splash','single deck' 'uprights of shelf splash',,,'table mounted','table mounted',"108"" table mount shelf - 1-deck, splash-mount, 12"" w, stainless""@en splash-mount 1-deck stainless ""@en w"," "" pt-12s-144 overshelf, table-mounted""@en "" advance overshelf"
katom_8191_rewo_33242,1,,,advance tabco,advance tabco,'12 wide','12 wide',,,1472954,1472954,,'shelf',,,,,katom_8191,rewo_33242,,,'single deck' 'uprights of shelf splash','single deck' 'uprights of shelf splash',,,'table mounted','table mounted',"144"" table mount shelf - 1-deck, splash-mount, 12"" w, stainless""@en splash-mount w 1-deck stainless ""@en"," "" pt-12s-144 overshelf, table-mounted""@en "" advance overshelf"
katom_6726_rewo_79064,0,,,advance tabco,advance tabco,'10 wide','12 wide',,,1213011,15023316,,'table mounted','rear mounted','rear mounted',,,katom_6726,rewo_79064,,,'single deck','single deck',,,'table mounted',,"108"" table mount shelf - 1-deck, rear-mount, 10"" w, stainless""@en rear-mount 1-deck stainless ""@en w"," "" pt-12r-48 overshelf, table-mounted""@en "" advance overshelf"
katom_9002_rewo_37087,0,'undershelf','open w/undershelf',duk,duk,,,,,1613960,1627921,'maple hardwood top','maple hardwood top',,,'90.00' '36',,katom_9002,rewo_37087,'galvanized frame' 'shelf','top','table' 'without splash','table' 'without splash' 'undershelf and legs','top','30 wide',,,"1.75"" maple top work table w/ undershelf, 36""l x 36""d""@en 36""d ""@en undershelf"," ""e 7122a-3048 work table, wood top""@en top | worktable with undershelf""@en "" e table"
katom_9002_rewo_36746,1,'undershelf','open w/undershelf',duk,duk,,,,,1613960,1613960,'maple hardwood top','maple hardwood top',,,'90.00' '36',,katom_9002,rewo_36746,'galvanized frame' 'shelf','shelf','table' 'without splash','table' 'without splash','top','top',,,"1.75"" maple top work table w/ undershelf, 36""l x 36""d""@en 36""d ""@en undershelf"," ""e 7121a-3636 work table, wood top""@en top | worktable with undershelf""@en "" e table"
katom_9510_rewo_66058,0,'open base','open w/18 ga undershelf',advance tabco,advance tabco,'30 d',,,,1702316,10137510,'work',,,,'16 gauge' '261.00','16 gauge',katom_9510,rewo_66058,'stainless steel',,'table' 'rear' 'legs stainless steel' 'bullet feet','without splash' 'shelf' 'legs stainless steel' 'bullet feet','gauge',,'top' 'flat top','table' 'top',"120"" 14-ga work table w/ open base & 304-series stainless marine top""@en top ""@en"," "" vss-3611 work table, 121"" - 132"", stainless steel top""@en top | table world""@en 132"" "" advance"
katom_9510_rewo_38926,1,'open base','open w/side & rear crossrails',advance tabco,advance tabco,'30 d','30 wide',,,1702316,1702316,'work','top' 'without splash',,,'16 gauge' '261.00','16 gauge',katom_9510,rewo_38926,'stainless steel','stainless steel','table' 'rear' 'legs stainless steel' 'bullet feet','table' 'legs stainless steel' 'bullet feet','gauge','gauge','top' 'flat top','top',"120"" 14-ga work table w/ open base & 304-series stainless marine top""@en top ""@en"," "" tvss-3010 work table, 109"" - 120"", stainless steel top""@en top | table world""@en "" advance 120"""
katom_12605_rewo_7428,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,'30 d',,,,4111077,371615,,,,,'249.00',,katom_12605,rewo_7428,'splash at rear' 'crossrails 14' '304 series stainless steel','crossrails 16','5 backsplash','table' 'at rear' '5 backsplash',,,'table' 'legs side' 'backsplash','legs side',"120"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkmg-2411 work table, 121"" - 132"", stainless steel top""@en "" advance table top | world""@en 132"""
katom_1969_rewo_7428,1,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,,,,371615,371615,,,'only with galvanized',,'258.00',,katom_1969,rewo_7428,'crossrails 16','crossrails 16','5 backsplash','table' 'at rear' '5 backsplash',,,'table' 'legs side' 'backsplash','legs side',"132"" 16-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en top backsplash ""@en"," "" tkmg-2411 work table, 121"" - 132"", stainless steel top""@en "" advance table top | world""@en 132"""
katom_12605_rewo_71682,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,'30 d',,,,4111077,12353090,,,,,'249.00',,katom_12605,rewo_71682,'splash at rear' 'crossrails 14' '304 series stainless steel','crossrails 16','5 backsplash','at rear' '5 backsplash',,,'table' 'legs side' 'backsplash','table' 'legs side',"120"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkmg-246 work table, 63"" - 72"", stainless steel top""@en 72"" top | table world""@en "" advance"
katom_12605_rewo_45400,0,'open base','open w/undershelf',advance tabco,advance tabco,'30 d',,,,4111077,3019313,,,,'without splash' 'edge','249.00',,katom_12605,rewo_45400,'splash at rear' 'crossrails 14' '304 series stainless steel','table' 'crossrails 14' '304 series stainless steel','5 backsplash',,,,'table' 'legs side' 'backsplash','top' 'legs side',"120"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tvlg-244 work table, 40"" - 48"", stainless steel top""@en 48"" top | table world""@en "" advance"
katom_12605_rewo_58413,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,'30 d','30 wide',,,4111077,7597536,,'top with splash at rear',,'only','249.00',,katom_12605,rewo_58413,'splash at rear' 'crossrails 14' '304 series stainless steel','crossrails 16' 'stainless steel','5 backsplash','5 backsplash',,,'table' 'legs side' 'backsplash','table' 'legs side',"120"" 14-ga work table w/ open base & 304-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkag-300 work table, 30"" - 35"", stainless steel top""@en "" advance table top | world""@en 35"""
katom_8467_rewo_72365,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,,,,1522998,12592641,,'top','only with galvanized',,'268.00',,katom_8467,rewo_72365,'crossrails 16' 'stainless steel','without splash' 'crossrails 16' 'stainless steel','table' '5 backsplash','top',,,'legs side' 'backsplash','legs side',"120"" 16-ga work table w/ open base & 430-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tag-363 work table, 36"" - 38"", stainless steel top""@en "" advance table top | world""@en 38"""
katom_8467_rewo_58418,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,,,,1522998,7597707,,'work table','only with galvanized',,'268.00',,katom_8467,rewo_58418,'crossrails 16' 'stainless steel','crossrails 16' 'stainless steel','table' '5 backsplash','5 backsplash',,,'legs side' 'backsplash','top with splash at rear',"120"" 16-ga work table w/ open base & 430-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkag-365 work table, 54"" - 62"", stainless steel top""@en "" advance table top | world""@en 62"""
katom_8467_rewo_71694,0,'open base',,advance tabco,advance tabco,,,,,1522998,12353497,,,'only with galvanized',,'268.00',,katom_8467,rewo_71694,'crossrails 16' 'stainless steel','crossrails 16','table' '5 backsplash','table' '5 backsplash',,,'legs side' 'backsplash','top with splash at rear' 'legs side',"120"" 16-ga work table w/ open base & 430-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkmg-368 work table, 85"" - 96"", stainless steel top""@en top | table world""@en 96"" "" advance"
katom_8467_rewo_58414,0,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,'30 wide',,,1522998,7597537,,'top with splash at rear','only with galvanized',,'268.00',,katom_8467,rewo_58414,'crossrails 16' 'stainless steel','crossrails 16' 'stainless steel','table' '5 backsplash','table' '5 backsplash',,,'legs side' 'backsplash','only' 'legs side',"120"" 16-ga work table w/ open base & 430-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkag-302 work table, 24"" - 27"", stainless steel top""@en top | table world""@en 27"" "" advance"
katom_8467_rewo_34499,1,'open base','open w/side & rear crossrails',advance tabco,advance tabco,,,,,1522998,1522998,,'work','only with galvanized',,'268.00',,katom_8467,rewo_34499,'crossrails 16' 'stainless steel','crossrails 16','table' '5 backsplash','5 backsplash',,,'legs side' 'backsplash','table' 'top with splash at rear' 'legs side',"120"" 16-ga work table w/ open base & 430-series stainless top, 5"" backsplash""@en backsplash ""@en top"," "" tkag-3610 work table, 109"" - 120"", stainless steel top""@en top | table world""@en "" advance 120"""
katom_9194_rewo_36555,0,'usa 115v',,beverage air,beverage air,,,,,1647561,1605140,'stainless steel','standard pans stainless steel' 'made in','stainless steel','usa','355.00',,katom_9194,rewo_36555,'exterior aluminum','exterior aluminum','self contained refrigeration','two',,,'top with' 'interior rear' 'made in' 'standard','interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph',"72"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en"," "" sped60-10-4 refrigerated counter, sandwich / salad top""@en top | standard "" beverage counter"
katom_21207_rewo_36555,0,'usa 115v',,beverage air,beverage air,,,,,12229414,1605140,'made in','standard pans stainless steel' 'made in','stainless steel','usa','360.00',,katom_21207,rewo_36555,,'exterior aluminum','out drawers','two',,,'deep pans stainless steel' 'top' 'deep tops will accommodate 6 deep pans 17' 'interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph' 'standard','interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph',"60"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en"," "" sped60-10-4 refrigerated counter, sandwich / salad top""@en top | standard "" beverage counter"
katom_9194_rewo_2773,0,'usa 115v',,beverage air,beverage air,,,,,1647561,146588,'stainless steel','standard pans stainless steel' 'made in','stainless steel','usa','355.00','21 5 cu',katom_9194,rewo_2773,'exterior aluminum','4 drawers' 'exterior aluminum','self contained refrigeration','1 door',,,'top with' 'interior rear' 'made in' 'standard','interior rear' 'self contained refrigeration 6 casters' 'with brakes' 'eph',"72"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en"," "" sped72-18-4 refrigerated counter, sandwich / salad top""@en top | mega "" beverage counter"
katom_9194_rewo_37550,1,'usa 115v',,beverage air,beverage air,,,,,1647561,1647561,'stainless steel',,'stainless steel','stainless steel' 'usa','355.00','21 5 cu',katom_9194,rewo_37550,'exterior aluminum','stainless steel' 'exterior aluminum','self contained refrigeration','self contained refrigeration',,,'top with' 'interior rear' 'made in' 'standard','elite series' 'refrigerated counter three' 'top with' 'interior rear' 'made in',"72"" sandwich/salad prep table w/ refrigerated base, 115v""@en base 115v ""@en"," "" spe72-18c refrigerated counter, sandwich / salad top""@en top | mega "" beverage counter"
katom_3365_rewo_148,0,'lbs chromate',,focus,focus foodservice llc,'60 l' '1000','60 l',,,623613,7643,,,'chrome','epoxy coated' 'green epoxy','39.30',,katom_3365,rewo_148,'tubular frame' 'wire','tubular frame','heavy duty with wire mat','heavy duty with wire mat',,,'deck 5 16 fits over reinforced' 'slotted','deck 5 16 fits over reinforced',"60"" stationary dunnage rack w/ 1000-lb capacity, wire""@en wire ""@en capacity"," "" ffsm1860gn dunnage shelf""@en "" focus"
katom_3365_rewo_13041,1,'lbs chromate','lbs chromate',focus,focus foodservice llc,'60 l' '1000','60 l',,,623613,623613,,'dunnage shelf heavy','chrome','chrome','39.30',,katom_3365,rewo_13041,'tubular frame' 'wire','tubular frame','heavy duty with wire mat','duty with wire mat',,,'deck 5 16 fits over reinforced' 'slotted','deck 5 16 fits over reinforced',"60"" stationary dunnage rack w/ 1000-lb capacity, wire""@en wire ""@en capacity"," "" ffsm2460ch dunnage shelf""@en "" focus"
katom_22041_rewo_12378,0,,,cambro,cambro,'48 l','48 l' '36 f' '30 c' '190 f',,,13019867,595037,'gray',,,'nsf' 'black','78 h' '190 f' '78' '77.06',"'78 h' '78""'",katom_22041,rewo_12378,,,'shelf plates' 'connectors wedges' 'brushed graphite','connectors wedges',,,'mobile starter unit' 'reinforced' 'louvered','mobile starter unit' 'shelf withstands' 'vented shelf' 'plates with camguard' 'brushed graphite' 'louvered',"580 polymer louvered shelving unit - 48""l x 21""w 78""h""@en 78""h ""@en"," "" emu214878580 shelving unit plastic""@en ""  plastic | camshelves""@en"
katom_3210_rewo_12378,1,,,cambro,cambro,'30 c' '190 f','48 l' '36 f' '30 c' '190 f','poly shelving',,595037,595037,,,,'nsf' 'black','78' '100.09',"'78 h' '78""'",katom_3210,rewo_12378,,,'connectors wedges','connectors wedges',,,'vented shelf' 'plates with camguard' 'standard casters' 'precombined kits','mobile starter unit' 'shelf withstands' 'vented shelf' 'plates with camguard' 'brushed graphite' 'louvered',"580 mobile starter shelving unit - (4)shelf, 21x48x78"" brushed graphite""@en graphite ""@en (4)shelf"," "" emu214878580 shelving unit plastic""@en ""  plastic | camshelves""@en"
katom_15029_rewo_5170,0,'undershelf','open w/undershelf',duk,duk,,'5 riser 144 long',,,6569449,264569,'table stainless steel' 'stainless steel','table stainless steel',,,'136.00',,katom_15029,rewo_5170,,'stainless steel','undershelf posts','undershelf and posts',,,'top riser' 'backsplash','top and riser' 'top' 'gauge type',"48"" 14-ga work table w/ undershelf & 300-series stainless marine top""@en top ""@en"," ""e 316s-24144-5r work table, 133"" - 144"", stainless steel top""@en 144"" "" e table top | worktable open base with backsplash""@en"
katom_1380_rewo_5170,1,'undershelf','open w/undershelf',duk,duk,'5 h riser 144 long','5 riser 144 long',,,264569,264569,,'table stainless steel',,,'276.00',,katom_1380,rewo_5170,'stainless steel','stainless steel',,'undershelf and posts',,,'table stainless steel' 'top riser' 'top' 'backsplash','top and riser' 'top' 'gauge type',"144"" 16-ga work table w/ undershelf & 300-series stainless top, 5"" backsplash""@en backsplash ""@en top"," ""e 316s-24144-5r work table, 133"" - 144"", stainless steel top""@en 144"" "" e table top | worktable open base with backsplash""@en"
katom_12994_rewo_37627,0,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,4495156,1650596,,,,,'345.00',,katom_12994,rewo_37627,'stainless steel','stainless steel','soil dishtable l shaped','soil dishtable l shaped',,,'legs with crossrails 143 long 16 304 series' 'dishlanding' 'soil dishtables','legs with crossrails 143 long 16 304 series',"143"" l-r dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-144r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_9220_rewo_37627,1,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,1650596,1650596,,,,,'345.00',,katom_9220,rewo_37627,'stainless steel','stainless steel','dishtable l shaped','soil dishtable l shaped','soil',,'legs with crossrails 143 long 16 304 series' 'dishlanding' 'soil dishtables','legs with crossrails 143 long 16 304 series',"143"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d70-144r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_6706_rewo_26713,1,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,1209217,1209217,,,,,'120.00',,katom_6706,rewo_26713,'stainless steel','stainless steel','legs with' 'bar only','legs with' 'bar only',,,'soil dishtable right to left' 'straight' 'soil dishtables','soil dishtable right to left',"83"" r-l straight soil table - 10.5"" backsplash, stainless legs, 14-ga 304-stainless""@en legs backsplash 304-stainless ""@en"," "" dts-s30-84r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_20370_rewo_26713,0,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,11439626,1209217,,,,,'130.00',,katom_20370,rewo_26713,'stainless steel','stainless steel','legs with' 'bar only','legs with' 'bar only',,,'soil dishtable right to left' 'soil dishtables' 'straight','soil dishtable right to left',"95"" r-l straight soil table - 10.5"" backsplash, stainless legs, 14-ga 304-stainless""@en legs 304-stainless ""@en backsplash"," "" dts-s30-84r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_846_rewo_26713,0,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,170115,1209217,,,,,'215.00',,katom_846,rewo_26713,'stainless steel','stainless steel','legs with' 'bar only','legs with' 'bar only',,,'soil dishtable right to left' 'soil dishtables' 'straight','soil dishtable right to left',"107"" r-l straight soil table - 10.5"" backsplash, stainless legs, 14-ga 304-stainless""@en legs 304-stainless ""@en backsplash"," "" dts-s30-84r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_5443_rewo_26713,0,'h backsplash' 'disposer adapter','h backsplash' 'disposer adapter',advance tabco,advance tabco,,,'dishtables',,999688,1209217,,,,,'95.00',,katom_5443,rewo_26713,'stainless steel','stainless steel','legs with' 'bar only','legs with' 'bar only',,,'soil dishtable left to right' 'soil dishtables' 'straight','soil dishtable right to left',"59"" l-r straight soil table - 10.5"" backsplash, stainless legs, 14-ga 304-stainless""@en legs backsplash 304-stainless ""@en"," "" dts-s30-84r dishtable, soiled""@en "" advance dishtable soiled | soil dishtable""@en"
katom_7001_rewo_26386,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,1257316,1195220,,,,,'215.00',,katom_7001,rewo_26386,'stainless steel','stainless steel','left to right',,,,'legs with no crossrails' 'corner' 'soil dishtables','legs with no crossrails',"59"" l-r korner soil dishtable - 10.5"" backsplash, galvanized legs, 14-ga stainless""@en stainless ""@en legs backsplash"," "" dts-k60-72r dishtable, soiled""@en soiled | l shaped dishtable""@en "" advance dishtable"
katom_418_rewo_19339,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,84983,905315,,,,,'250.00',,katom_418,rewo_19339,'stainless steel','stainless steel','soil dishtable l shaped','soil dishtable l shaped',,,'legs with crossrails' 'dishlanding' 'soil dishtables','legs with no crossrails',"83"" r-l dishlanding soil dishtable - crossrails, stainless legs""@en legs ""@en crossrails"," "" dts-d60-48l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_7912_rewo_19339,0,'h backsplash' '304 series','h backsplash',advance tabco,advance tabco,,,'dishtables',,1423936,905315,,,,,'270.00',,katom_7912,rewo_19339,'stainless steel','stainless steel','left to right','soil dishtable l shaped',,,'legs with crossrails' 'corner' 'soil dishtables','legs with no crossrails',"95"" l-r korner soil dishtable - crossrails, stainless legs, 14-ga 304-stainless""@en legs 304-stainless ""@en crossrails"," "" dts-d60-48l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_4924_rewo_19339,1,'h backsplash','h backsplash',advance tabco,advance tabco,,,'dishtables',,905315,905315,,,,,'195.00',,katom_4924,rewo_19339,'stainless steel','stainless steel',,'soil dishtable l shaped',,,'soil dishtable l shaped with' 'legs with no crossrails' 'dishlanding' 'soil dishtables','legs with no crossrails',"47"" l-r dishlanding soil dishtable - 10.5"" backsplash, galvanized legs""@en backsplash legs ""@en"," "" dts-d60-48l dishtable, soiled""@en "" advance dishtable soiled | l shaped dishtable""@en"
katom_7487_rewo_73260,0,'open base','open w/side & center crossrails',john boos,john boos,,,,,1346958,12966317,,'legs bullet feet side','edge front','edge front','104.00',,katom_7487,rewo_73260,'stainless steel','stainless steel','flat top','flat top',,,'table 84' 'legs side' 'flat top',,"84"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" s14045 work table 96 long stainless steel top""@en "" john top | world""@en"
katom_7799_rewo_21379,0,'open base','open w/side & rear crossrails',john boos,john boos,'30 d',,,,1403818,993156,,,'edge front','edge front','60.00',,katom_7799,rewo_21379,,,'flat top','flat top',,,'table' 'legs side' 'flat top','legs side',"48"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-30120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_5412_rewo_21379,1,'open base','open w/side & rear crossrails',john boos,john boos,'30 d',,,,993156,993156,,,'edge front','edge front','128.00',,katom_5412,rewo_21379,,,'flat top','flat top',,,'table' 'legs side' 'flat top','legs side',"120"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" st6-30120sbk work table, 109"" - 120"", stainless steel top""@en "" john table 120"" top | world""@en"
katom_7799_rewo_70567,0,'open base','open w/side & rear crossrails',john boos,john boos,'30 d',,,,1403818,11904209,,,'edge front','edge front' 'nsf','60.00',,katom_7799,rewo_70567,,,'flat top','flat top',,,'table' 'legs side' 'flat top','legs side',"48"" 16-ga work table w/ open base & 300-series stainless flat top""@en top ""@en"," "" ess109 work table 36 long stainless steel top""@en "" john top | world""@en"
katom_7081_rewo_28306,1,,,advance tabco,advance tabco,,,'84 long 18 gauge','84 long 18 gauge',1273084,1273084,,'shelf',,,,,katom_7081,rewo_28306,'stainless steel','stainless steel','double deck with rear' 'not adjustable old style','double deck with rear' 'not adjustable old style',,,'table','table' '400 series',"84"" old style table mount shelf - 2-deck, rear turn up, 15"" w, 18-ga 430-stainless""@en 430-stainless ""@en 2-deck up w"," "" ods-15-84r overshelf, table-mounted""@en table-mounted | worktable overshelf""@en "" advance overshelf"
