ids,label,style_lev_sim,style_jac_q3_sim,style_jac_an_sim,style_exact_sim,style_all_missing,shape_lev_sim,shape_jac_q3_sim,shape_jac_an_sim,shape_exact_sim,shape_all_missing,brand_lev_sim,brand_jac_q3_sim,brand_jac_an_sim,brand_exact_sim,brand_all_missing,product_type_lev_sim,product_type_jac_q3_sim,product_type_jac_an_sim,product_type_exact_sim,product_type_all_missing,material_lev_sim,material_jac_q3_sim,material_jac_an_sim,material_exact_sim,material_all_missing,category_lev_sim,category_jac_q3_sim,category_jac_an_sim,category_exact_sim,category_all_missing,color_lev_sim,color_jac_q3_sim,color_jac_an_sim,color_exact_sim,color_all_missing,capacity_lev_sim,capacity_jac_q3_sim,capacity_jac_an_sim,capacity_exact_sim,capacity_all_missing,height_lev_sim,height_jac_q3_sim,height_jac_an_sim,height_exact_sim,height_all_missing,finish_lev_sim,finish_jac_q3_sim,finish_jac_an_sim,finish_exact_sim,finish_all_missing,base_lev_sim,base_jac_q3_sim,base_jac_an_sim,base_exact_sim,base_all_missing
rewo_17134_cdi_6725,0,0.4642857142857143,0.4666666666666667,0.4,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2222222222222222,0.16666666666666666,0.2,0,0,0.4571428571428572,0.42105263157894735,0.25,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,1.0,1.0,1.0,1,0
rewo_39178_cdi_882,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_16119_cdi_965,0,0.6904761904761905,0.7142857142857143,0.8,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.6,0.35294117647058826,0.3333333333333333,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_23790_cdi_5152,0,0.4482758620689655,0.46875,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.13157894736842102,0.06818181818181818,0.0,0,0,0.1964285714285714,0.045454545454545456,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.16666666666666663,0.07407407407407407,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.76,0.59375,0.3333333333333333,0,0
rewo_30326_cdi_808,0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.38235294117647056,0.23214285714285715,0.14285714285714285,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_58777_cdi_5632,0,0.29729729729729726,0.10294117647058823,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.1842105263157895,0.225,0.2,0,0,0.3214285714285714,0.2542372881355932,0.2,0,0,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.08695652173913043,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.8571428571428572,0.7272727272727273,0.6666666666666666,0,0
rewo_548_cdi_4455,0,0.6,0.5652173913043478,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.3529411764705882,0.24,0.14285714285714285,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.36250000000000004,0.40425531914893614,0.5,0,0
rewo_46_cdi_3318,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.17142857142857137,0.19148936170212766,0.16666666666666666,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.21739130434782605,0.22448979591836735,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5,0.3770491803278688,0.4444444444444444,0,0
rewo_23236_cdi_2560,0,0.6190476190476191,0.34375,0.2,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.19047619047619047,0.058823529411764705,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.21739130434782605,0.14285714285714285,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.4883720930232558,0.4166666666666667,0.3333333333333333,0,0
rewo_51084_cdi_2848,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1
rewo_17148_cdi_3129,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.3076923076923077,0.42857142857142855,0.3333333333333333,0,0,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_15302_cdi_528,0,0.3870967741935484,0.41935483870967744,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.4074074074074074,0.2857142857142857,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5,0.28125,0.25,0,0,0.5897435897435898,0.42592592592592593,0.5,0,0
rewo_22771_cdi_294,0,0.84,0.8723404255319149,0.8333333333333334,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_13493_cdi_1498,0,0.13636363636363635,0.06896551724137931,0.0,0,0,0.18181818181818177,0.046511627906976744,0.0,0,0,-1.0,-1.0,-1.0,-1,0,0.4285714285714286,0.2876712328767123,0.3,0,0,0.23529411764705888,0.07692307692307693,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.46875,0.35135135135135137,0.2,0,0
rewo_40192_cdi_3465,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.32307692307692304,0.29333333333333333,0.2727272727272727,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2727272727272727,0.058823529411764705,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5,0.28125,0.25,0,0,0.2857142857142857,0.3037974683544304,0.36363636363636365,0,0
rewo_47558_cdi_1327,0,0.313953488372093,0.1937984496124031,0.15789473684210525,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.1470588235294118,0.030303030303030304,0.0,0,0
rewo_2317_cdi_679,0,0.2321428571428571,0.07317073170731707,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.3529411764705882,0.07272727272727272,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_48694_cdi_5369,0,0.5319148936170213,0.36666666666666664,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5333333333333333,0.5151515151515151,0.6,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2857142857142857,0.16666666666666666,0.16666666666666666,0,0
rewo_72435_cdi_5157,0,0.29729729729729726,0.2830188679245283,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.31707317073170727,0.1323529411764706,0.125,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.6428571428571428,0.5454545454545454,0.3333333333333333,0,0
rewo_28724_cdi_990,0,0.7884615384615384,0.75,0.8333333333333334,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_46301_cdi_2220,0,0.8055555555555556,0.8108108108108109,0.8333333333333334,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1
rewo_79501_cdi_4784,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.18604651162790697,0.07272727272727272,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.12,0.0,0,0,0.4444444444444444,0.39473684210526316,0.25,0,0,0.23529411764705888,0.08333333333333333,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_40094_cdi_242,0,0.711864406779661,0.6229508196721312,0.7142857142857143,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_38946_cdi_5392,0,0.2564102564102564,0.3230769230769231,0.2222222222222222,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.6071428571428572,0.5806451612903226,0.5,0,0,0.25,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.21739130434782605,0.22448979591836735,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.17500000000000004,0.028169014084507043,0.0,0,0
rewo_29250_cdi_742,0,0.676056338028169,0.6,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,0.4,0.18181818181818182,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.11428571428571432,0.1388888888888889,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_34989_cdi_3684,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.42592592592592593,0.3384615384615385,0.4444444444444444,0,0
rewo_13616_cdi_5905,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4193548387096774,0.4117647058823529,0.5,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.5375,0.48717948717948717,0.36363636363636365,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_54399_cdi_4609,0,0.16666666666666663,0.031746031746031744,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,0.5344827586206897,0.4057971014492754,0.375,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0
rewo_9603_cdi_5334,0,0.7073170731707317,0.5283018867924528,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.23529411764705888,0.08333333333333333,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_32870_cdi_3450,0,0.3267326732673267,0.3368421052631579,0.35714285714285715,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.16000000000000003,0.06060606060606061,0.0,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.03636363636363636,0.0,0,0
rewo_51664_cdi_6098,0,0.09999999999999998,0.1111111111111111,0.1111111111111111,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.43999999999999995,0.603448275862069,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0
rewo_14197_cdi_573,0,0.21153846153846156,0.029411764705882353,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.18604651162790697,0.07272727272727272,0.0,0,0,0.6799999999999999,0.6428571428571429,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.4444444444444444,0.3488372093023256,0.2,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,1.0,1.0,1.0,1,0
rewo_21161_cdi_7044,0,0.4285714285714286,0.4642857142857143,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5,0.28125,0.25,0,0,0.23728813559322037,0.35802469135802467,0.45454545454545453,0,0
rewo_15633_cdi_4443,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.3142857142857143,0.24074074074074073,0.14285714285714285,0,0,0.6071428571428572,0.5806451612903226,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,0.19999999999999996,0.09090909090909091,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.4716981132075472,0.2923076923076923,0.1,0,0
rewo_26808_cdi_4262,0,0.34615384615384615,0.26229508196721313,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,0.16000000000000003,0.0625,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5,0.23529411764705882,0.14285714285714285,0,0,-1.0,-1.0,-1.0,-1,0,0.5714285714285714,0.43137254901960786,0.42857142857142855,0,0
rewo_52038_cdi_5143,0,0.43243243243243246,0.1864406779661017,0.125,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.23684210526315785,0.18518518518518517,0.14285714285714285,0,0,0.2142857142857143,0.2549019607843137,0.25,0,0,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.08695652173913043,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.6428571428571428,0.5454545454545454,0.3333333333333333,0,0
rewo_21843_cdi_518,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.25,0.06818181818181818,0.0,0,0,0.33333333333333337,0.36,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.25,0.06666666666666667,0.0,0,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.4716981132075472,0.2923076923076923,0.1,0,0
rewo_33212_cdi_3111,0,1.0,1.0,1.0,1,0,0.5454545454545454,0.48,0.3333333333333333,0,0,-1.0,-1.0,-1.0,-1,1,0.3076923076923077,0.42857142857142855,0.3333333333333333,0,0,0.32352941176470584,0.0784313725490196,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.5,0.3770491803278688,0.4444444444444444,0,0
rewo_18475_cdi_6722,0,0.6037735849056604,0.609375,0.4444444444444444,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.33333333333333337,0.2608695652173913,0.2,0,0,0.11428571428571432,0.1388888888888889,0.14285714285714285,0,0,0.25,0.10526315789473684,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_4127_cdi_807,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.17391304347826086,0.09375,0.0,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.7,0.6744186046511628,0.6666666666666666,0,0
rewo_17885_cdi_3442,0,0.10434782608695647,0.13861386138613863,0.0625,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.25,0.10810810810810811,0.0,0,0,0.23529411764705888,0.05714285714285714,0.0,0,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.2647058823529411,0.05263157894736842,0.0,0,0
rewo_23504_cdi_5057,0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.25,0.225,0.2,0,0,0.21999999999999997,0.078125,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_45621_cdi_3938,0,0.44067796610169496,0.43333333333333335,0.42857142857142855,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,0.25,0.18181818181818182,0.2,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.21052631578947367,0.16,0.2,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,0.23529411764705888,0.08333333333333333,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_53833_cdi_834,0,0.171875,0.025974025974025976,0.0,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,0.18867924528301883,0.023255813953488372,0.0,0,0
rewo_79036_cdi_7094,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.8947368421052632,0.7727272727272727,0.3333333333333333,0,0,0.5,0.5384615384615384,0.5,0,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.5789473684210527,0.5454545454545454,0.6666666666666666,0,0
rewo_38291_cdi_4357,0,0.23188405797101452,0.26229508196721313,0.2857142857142857,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.6875,0.5,0.4,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1
rewo_11095_cdi_1288,0,0.7796610169491526,0.7966101694915254,0.8571428571428571,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.26315789473684215,0.10344827586206896,0.0,0,0,0.17391304347826086,0.19230769230769232,0.2,0,0,-1.0,-1.0,-1.0,-1,0,0.6363636363636364,0.6304347826086957,0.6666666666666666,0,0
rewo_11002_cdi_2663,0,0.7142857142857143,0.8148148148148148,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.4358974358974359,0.43902439024390244,0.4,0,0,0.2941176470588235,0.07142857142857142,0.0,0,0,-1.0,-1.0,-1.0,-1,1,0.21739130434782605,0.22448979591836735,0.16666666666666666,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.4067796610169492,0.323943661971831,0.4,0,0
rewo_23480_cdi_837,0,0.6346153846153846,0.65,0.5,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,0.2857142857142857,0.5,0.5,0,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.5714285714285714,0.3076923076923077,0.3333333333333333,0,0,0.11428571428571432,0.1388888888888889,0.14285714285714285,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_25661_cdi_123,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.18604651162790697,0.07272727272727272,0.0,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.2222222222222222,0.16666666666666666,0.2,0,0,0.41666666666666663,0.38461538461538464,0.25,0,0,0.20833333333333337,0.2222222222222222,0.3333333333333333,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
rewo_29854_cdi_639,0,1.0,1.0,1.0,1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,0,0.5714285714285714,0.6086956521739131,0.6666666666666666,0,0,-1.0,-1.0,-1.0,-1,0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,-1,1,0.30000000000000004,0.1111111111111111,0.0,0,0,0.4571428571428572,0.4722222222222222,0.42857142857142855,0,0,0.23529411764705888,0.08333333333333333,0.0,0,0,0.8571428571428572,0.6388888888888888,0.6,0,0
