oc_id,oc_cluster_id,oc_product_type,oc_category,oc_brand,oc_storage_capacity,oc_memory_type,oc_interface,oc_memory_speed,oc_color,oc_model,oc_processor
oc_3768,1418817,,,,,,,['2400mhz'],['2yr warranty'],,
oc_3769,1420572,,,,,,,,,,
oc_3770,1420592,,['lifetime warranty'],['2400mhz'],,,,['ram'],,,
oc_3771,1421433,['full system fan controller'],,['introducing'],,,,,,,
oc_3772,1423193,,,,['support for x series'],,,,,,
oc_3773,1423394,['laptop tablet'],,,,,,,,,
oc_3774,1424846,['warranty'],,,,,,['500mb'],,,
oc_3775,1425194,['3 year warranty'],,,,,,,,,['quad air inlet system']
oc_3776,1425327,['processors 2304 directx'],['stream'],['11265'],,['gddr5'],['amd crossfire amd eyefinity'],['7000mhz'],['years warranty'],,
oc_3777,1426474,,['lifetime warranty'],['2400mhz'],,,,['ram'],,,
oc_3778,1426476,['fan mounts'],,,,,,,,,
oc_3779,1426741,['excellent space options'],,['lian'],,,,,,,
oc_3780,1427465,,,['ducky'],,,['narrower bezel'],,,,
oc_3781,1428951,"['ranges are modern units', 'advanced technology and excellent features']",,['danubio'],,,,,,,
oc_3782,1429010,,,,,,['10x usb 3 0 6x'],,,,
oc_3783,1429244,['trustudio pro'],,['intel'],,,"['lan x4 usb 3 0 x10 usb 2 0 7', 'hdmi dvi']",,,,
oc_3784,1429349,"['couple of percent of chips tested capable of', 'core technology']",,"['these', 'eight', 'these']",,['ddr4 controller 3'],,,,,"['intel core i7', 'intel core i7']"
oc_3785,1429452,,['stream'],['axrx'],,['gddr5'],,"['1180 mhz', '7000mhz']",['years warranty'],['560 4gbd5'],
oc_3786,1430058,"['factor design made exclusively for antec', 'most cutting']",['form'],,,,,,,,
oc_3787,1430405,['multi fan controller from aerocool'],,,,,,,,,
oc_3788,1430905,,,['comes'],,,"['usb 3 0 ports with', 'usb3 0']",,,,
oc_3789,1431615,['amd mantle dolby truehd gcn'],['stream'],,,['gddr5'],,,['amd crossfirex ready'],,
oc_3790,1432408,,['lifetime warranty'],,,,,,,,
oc_3791,1433211,,"['stream', 'physx cuda']",['core'],,['gddr5'],,['7010mhz'],['enabled 5'],,
oc_3792,1433974,['avexir'],['strobe'],,['2666mhz ram'],,['timings 1 20 1'],,,,
oc_3793,1434502,"['seek time', '5 year warranty']",,,['150gb'],,,,,['sata ii'],
oc_3794,1434922,,,['gigabyte'],['128gb'],['ddr4'],"['m2', '7200rpm']",,['2400mhz'],['sabre 15g cf2'],
oc_3795,1435040,['pciex1'],,['skylake'],,,,,,['1x usb3'],['kabylake ddr4']
oc_3796,1435481,['write'],,['cssd'],['960gb'],,,,,,
oc_3797,1435652,,,['led backlit'],,,,,['year warranty'],['1920x1080'],
oc_3798,1436354,['pci e x16 x2'],,['amd'],['- 6x SATAIII supporting RAID 0/1/5/10'],,"['pci e x1 x2', 'pci x6 sata 6gb s', 'lan x4 usb 3 0']",['4x DDR3 1066/1333/1600/1866/2133*(*OC) dual channel up to 32GB'],['support'],,
oc_3799,1437768,,"['stream', 'physx cuda']",['core'],,['gddr5'],,['7010mhz'],,,
oc_3800,1437891,['time 1x'],,['led backlit'],,,,,,['2560x1440'],
oc_3801,1438013,,,['skylake'],,,"['sata 6gb s', 'sata pcie']",,['killer gigabit'],['6th gen ddr4 2x pcie x16 2x pcie x1'],
oc_3802,1438223,"['datatraveler', 'notebooks and desktops']",,,,,['usb 3 0'],,,,
oc_3803,1438580,['pressure computer'],,['ek vardar'],,,,,,,
oc_3804,1439668,['gpu water block'],,,,,,,,,
oc_3805,1440436,,,[],,,,,,,
oc_3806,1441213,,,,,,,,['lian li'],,
oc_3807,1442035,,,,['500 4'],,['sodimm'],,,,['intel celeron j3455 quad core']
oc_3808,1442765,['innovative design and very'],,,,,,,,,
oc_3809,1443630,['was'],['computer history'],['development'],,,,,,,
oc_3810,1443689,,,['glidestream'],,,,,,,
oc_3811,1443977,"['mobile graphics solution', 'open box', 'destroyer lineup offer', 'mobile graphics solution']",,['msi s'],,,,,,,
oc_3812,1444716,,,,,,,,,,
oc_3813,1445259,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,
oc_3814,1447161,['enthusiasts'],['enclosure'],['silverstone'],,,,,,['crown cw03'],
oc_3815,1447329,['years warranty'],,,['08g p4'],,,['8192mb 10000mhz'],,,
oc_3816,1447797,['years warranty'],,['gv'],,,,,,,
oc_3817,1448975,,['stream'],['physx cuda'],,['gddr5'],,['7200mhz'],,,
oc_3818,1449062,['processors 2048 sli ready'],['stream'],['core'],,['gddr5'],['vr ready physx cuda'],['7010mhz'],,,
oc_3819,1449571,['1x pcie x16 2x pci e x1 4x'],,"['skylake', 'audio 4x']",,,['sata 6gb s'],,,"['6th gen ddr4', 'usb3 0']",
oc_3820,1450313,['warranty'],,,,,['samsung 960 pro m 2 22x80 pcie 3 0 x4'],,,,
oc_3821,1450582,['processors 768 vr ready physx cuda'],"['stream', 'enabled 5']",['zt'],,['gddr5'],,['7010mhz'],,,
oc_3822,1450913,,,['silverstone'],,,,,,,
oc_3823,1451716,['highlights include 2 x usb'],,,,,['3 0 ports'],,,,
oc_3824,1452036,,['lifetime warranty'],['hx426c13pb3'],,['vdimm'],,['35v'],,,
oc_3825,1452053,['and diy'],,['xfx'],,,['required by'],,['hardcore gamers'],,
oc_3826,1452250,['aio kit'],,,['120mm'],,,,,,
oc_3827,1452666,['keyboard model s'],,['das'],,,,,,,
oc_3828,1452708,['processors 1152 vr ready'],"['stream', 'physx cuda']",,,['gddr5'],,['8000mhz'],,,
oc_3829,1452958,,,,,['ddr3 controller integrated hd 3000 graphics 3'],,,,,
oc_3830,1454271,,,['acer'],,,,,,['g9'],['1920x1080 i5 6300hq nvidia gtx']
oc_3831,1454440,,['was'],,,,,,,,
oc_3832,1454679,,['lifetime warranty'],,,['vdimm'],,"['3866mhz ram', '35v']",,,
oc_3833,1455668,"['lights lifetime warranty', 'avexir']",,,['1600mhz ram'],,,,,,
oc_3834,1456835,['announce the eco'],,['seasonic'],,,,,,,
oc_3835,1457142,['pci e x16 x1 pci e x1 x1 pci x4'],,['amd'],,,['lan x4 usb 3 0'],,,['chipset x4 ddr3 x2'],
oc_3836,1457319,"['monach', 'which allows', 'memory module', 'monarch series water blocks']",['virtually'],['ek ram'],,['ddr sdram'],,,,['any'],
oc_3837,1457377,,,['introducing'],,,,,,,
oc_3838,1457516,,,,,"['ddr pc3200 cl3 400mhz', 'ddr dimm']",,,,,
oc_3839,1459645,['power supply'],,['80'],,,,,,,
oc_3840,1459737,,,['2400mhz ram'],,['vdimm'],,,,,
oc_3841,1460033,"['v7 cf2', '7200rpm']",,['aorus'],,,,,['2400mhz'],,
oc_3842,1460136,['1 year warranty'],,,['4tb'],,,,,['sata 6gb s'],
oc_3843,1460741,['upgrade kits'],,['customize'],,,,,,,
oc_3844,1461061,,,,,,['speed'],,,,
oc_3845,1461711,['processors 1536 shader'],"['stream', 'enabled 3']",,,['gddr5'],,['6008mhz'],,,
oc_3846,1462113,,"['stream', 'physx cuda']",['core'],,['gddr5'],,['7010mhz'],,,
oc_3847,1462322,,,['team'],,,"['usb 3 0 interface', 'usb 3 0 interface']",,,,
oc_3848,1462326,['chassis with'],['included adapter bracket'],,,,,,,,
oc_3849,1462706,['1x pcie x16'],,['skylake'],,,['sata 6gb s'],,,"['6th gen ddr4', 'sata express gigabit']",['8x usb3 0 2x']
oc_3850,1462836,,,['pure'],,,,,,,
oc_3851,1464098,['avexir'],['strobe'],['2400mhz ram'],,,,,,,
oc_3852,1464457,,,['two'],,,,,,,
oc_3853,1464613,['stream processors 640'],,,,['gddr5'],,['7010mhz'],['enabled 3'],,
oc_3854,1464696,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,,['gddr5'],,['7010mhz'],,,
oc_3855,1465068,,,['skylake'],,,,,,['kabylake ddr4'],
oc_3856,1465504,['cuda'],,['gtx'],,,,"['8192mb', '8108mhz']",,['1070 sea hawk x core'],
oc_3857,1466548,,,,,,,,,,
oc_3858,1467441,['processors 1920 sli ready'],['stream'],,,['gddr5'],['vr ready physx cuda'],['8200 mhz'],,,
oc_3859,1468061,,,['and'],,,,,,,
oc_3860,1468660,,,,,,,,,,
oc_3861,1468766,['optical notebook drive bay slim'],['interchangeable'],,,,,,,,
oc_3862,1469651,"['and composed by', 'systems']",,,,,,,,,
oc_3863,1469739,,['stream'],,,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_3864,1470987,,,['intel'],,['ddr3 x1 pci e x16 x4 sata 3gb s'],,,,,
oc_3865,1472539,['corsair'],,['3200mhz ram'],,,,,,,
oc_3866,1474195,,,['hot swap'],,,,,,['cp05'],
oc_3867,1474204,"['face led s', 'stealthy keyboard']",,['ever popular ducky one'],,,,,,,
oc_3868,1474623,['processors 768 vr ready physx cuda'],"['stream', 'enabled 3']",,,['gddr5'],,['7010mhz'],,,
oc_3869,1475322,"['engineered specifically', 'series graphics cards']",,,,,,,,,
oc_3870,1475852,,,['raise'],,,,,,,
oc_3871,1476089,,,['google'],,,,,['unit pack'],,
oc_3872,1477255,,,['robust'],,,,,['etched keys'],,
oc_3873,1478676,"['4gbd5', 'stream processors']",,['axrx460'],,['gddr5'],,['7000mhz'],,,
oc_3874,1479394,"['complete backup solutions virtualization support and a', 'storage deployment']",,['as7009rd'],,,,,,,
oc_3875,1479575,['laptop notebook tablet backpack foam'],,['techair'],,,,,['lifetime warranty'],,
oc_3876,1480865,,,['td w8961nd'],,,['adsl modem a'],,,,
oc_3877,1481849,,['3'],['c108t4'],,,,['11400mhz'],,,
oc_3878,1482090,,,['1600mhz ram'],,['vdimm'],,['60v'],,,
oc_3879,1483109,['newer nightjar'],,['as'],,,,,,,
oc_3880,1483185,['single data input system'],,['usb keyboard'],,,,,,,
oc_3881,1483813,,,['support'],,,['sata ports'],,,,
oc_3882,1484412,,,['phanteks'],,,,,,,"['enthoo', 'acrylic side panel system builders and watercooling enthusiasts can now showcase their build']"
oc_3883,1484722,,,['intel'],,,,,,,
oc_3884,1484968,"['comfortable quiet keyboard that s sleek yet', 'optical mouse the durable logitech desktop']",,,,,,,,,
oc_3885,1485226,['platinum dominator fan'],,['3200mhz ram'],,,,,,,
oc_3886,1485302,['geil'],,,['2133mhz ram'],,,,['vdimm lifetime'],,
oc_3887,1486336,['hard drive kit'],,['icy dock'],,,,,,,
oc_3888,1486425,['determination to push'],,['creation'],,,,,,,
oc_3889,1486534,,,"['moving beyond', 'ocz']",['features a'],,"['pci e', 'pci e']",,,['revodrive3 x2'],
oc_3890,1486734,,['stream'],,,['gddr5'],['physx cuda'],['7010mhz'],,,
oc_3891,1487919,,,['hp omen'],,['ddr4'],['led 1920x1080 i7'],['7200rpm'],['2400mhz'],,
oc_3892,1488938,,,,,,,,['vdimm lifetime'],,
oc_3893,1489417,,,['intel'],,,,,,,
oc_3894,1489449,,['stream'],['physx cuda'],,['gddr5'],,"['1241mhz', '7200mhz']",,,
oc_3895,1490068,,,['cage'],,,,,,,
oc_3896,1490538,,['lifetime warranty'],,['3600mhz ram'],['vdimm'],,['35v'],,,
oc_3897,1491685,,,['ddr3'],,,,,,,
oc_3898,1491969,"['ati stream', 'ati avivo hd']",['stream'],['core'],,['gddr5'],,"['930mhz', '5600mhz']",['ati crossfirex'],,
oc_3899,1492416,['systems'],,,,,,,,,
oc_3900,1493348,['dominator pro 429uk'],,['msi'],,['7200rpm'],['fhd ips 1920x1080 i7'],,"['gddr5', '2400mhz']",,
oc_3901,1493986,"['t4u comes', 't4u comes']",,"['tp link s', 'tp link s']",,,,,,,
oc_3902,1493999,['mu mimo'],,['linksys max stream'],,,,,,,
oc_3903,1494030,['impact memory boasts'],,['hyperx'],,,,,,,
oc_3904,1495207,,['lifetime warranty'],,,['vdimm'],,"['3466mhz ram', '35v']",,,
oc_3905,1496109,,,['silverstone'],,,,,,,
oc_3906,1496243,['cabinet full'],,,,,,,,,
oc_3907,1496807,"['rog strix', 'Intel Core i7']",,['asus'],,,,,,,['i7 6700hq nvidia gtx 1060']
oc_3908,1499951,['v7 cf2 black'],,['aero'],,['ddr4'],,['2400mhz'],,['14k'],
oc_3909,1499954,,,,['2666mhz ram'],,['timings 1 2v'],,['vdimm lifetime'],,
oc_3910,1500101,,,['design'],,,['aura of'],,,,
oc_3911,1500458,"['pcie x16', 'quad crossfire sli']",,['skylake'],,,,['11x usb3'],,['6th gen ddr4 4x'],
oc_3912,1501616,['series copper bushing'],,['xaf'],,,,,,,
oc_3913,1502053,"['processors 2304 crossfire ready', 'years warranty']",['stream'],,,['gddr5'],,['8000mhz'],,,
oc_3914,1502136,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7010mhz'],,,
oc_3915,1502287,,,['bx80677g4600'],,['ddr4 controller integrated iris dx12 graphics 3 year warranty'],,,,,['dual core technology']
oc_3916,1503037,['cooler water'],['control'],['aio'],,,,,['year warranty'],['rgb'],
oc_3917,1503066,['serious airflow'],,,,,,,['good'],,
oc_3918,1504065,['mouse and keyboard set robust'],,['wireless'],,,['1600dpi'],,,,
oc_3919,1504540,['mx switches 9 backlighting'],,['cherry'],,,,,,,
oc_3920,1505005,['corsair'],,['3333mhz ram'],,,,,,,
oc_3921,1505261,,,['intel'],,,['sata 6gb s x4 sata 3gb s'],,['support'],,
oc_3922,1505877,,,['clips'],,,,,,,
oc_3923,1506118,,,['1333mhz ram'],,,,,['5v'],,
oc_3924,1507204,['m 2 pci e'],,['gigabyte'],"['128gb', '1tb']","['gtx970', 'gddr5']",['5400rpm'],,,['v5 cf2'],['intel core i7 6700hq']
oc_3925,1507280,"['processors 384', 'ati stream', 'ati avivo hd']","['stream', 'ati crossfirex ready']",['core'],,['gddr3'],,['3600mhz'],,,
oc_3926,1508049,"['silent fans', 'cooling configuration']",,,,,,,['any system'],,
oc_3927,1508297,['cpu water block compatible with'],,,,,,,,,
oc_3928,1508353,,,['intel b85 chipset x2'],,['ddr3 x1 pci e x16 x2 pci e x1 x2'],,,,,
oc_3929,1508355,,,['gigabyte'],,,,,,['aero 14w v6 cf1'],['intel core i7 6700hq']
oc_3930,1509967,,,['double'],,,,,,,
oc_3931,1510315,,,,,,,,,,
oc_3932,1511145,['sata ports'],,,,,,,['supremefx'],,
oc_3933,1511326,"['nzxt fz', '700rpm quiet case']",,,,,,['200mm'],,,
oc_3934,1511796,,,"['hyperx impact', 'hyperx impact']",,"['ddr4 so dimm pc3 2133 non', 'ddr4 so dimm pc3 2133 non']",,"['25v', '25v']",,,
oc_3935,1511988,,,['microduo'],,,['micro usb connection'],,,,
oc_3936,1512118,"['matches modern pc', 'easily view their creations']",['perfectly'],['in win'],,,,,,,
oc_3937,1512235,,['lifetime warranty'],,['2666mhz ram'],['vdimm'],,['35v'],,,
oc_3938,1512568,,,['led backlit'],,,,['800000000'],,['1920x1080'],
oc_3939,1513243,['threads'],,['aqua computer aqualis'],,,,,,,
oc_3940,1514044,"['mx brown', 'optimised durable steel', 'backlight detachable braided usb cable']",,['cherry'],,,,,,,
oc_3941,1514296,"['processors directx', 'amd mantle dolby truehd gcn']","['2048', 'amd crossfirex ready']",['amd eyefinity'],,['gddr5'],,['5900mhz'],,,
oc_3942,1515239,,,['aquaero'],,,['usb 2 0'],,,,
oc_3943,1515391,,['stream'],['core'],,['gddr5'],,['7200mhz'],['physx cuda'],,
oc_3944,1516715,,,['gap416gb2400c16dc'],,,,,,,
oc_3945,1517018,,,['google'],,,,,,,
oc_3946,1517439,,,,['2666mhz ram'],,['timings 1 2v'],,['vdimm lifetime'],,
oc_3947,1517630,"['write', '80k iops']",,,,,,,,,
oc_3948,1518695,['1x pcie x1 4x'],,['socket'],,['support 2x ddr4 dimm'],"['1x pcie x16', 'sata 6gb s', 'usb 2 0']",,,,
oc_3949,1520304,,['audio 2x'],['skylake'],,,"['sata 6gb s', 'usb3']",,,"['6th gen ddr4', 'sata express m 2']",
oc_3950,1520334,['spill water flow channel selectable 7 color backlight'],,,,,,,,,
oc_3951,1520924,,,['inwin'],,,['2mm'],,,,
oc_3952,1521025,['crossfire support 7'],,['intel'],,['ddr3 2x pci e x16 2x pci e x1'],,,,,
oc_3953,1521147,,,,['support for x series'],,['sata ports'],,,,
oc_3954,1521269,,,['90nb0fv1 m02730'],,,['hd ips'],['1700 amd radeon rx 580 4gb gddr5'],['2400mhz'],,
oc_3955,1521689,['workload environments'],,['hard drives offer'],,,,,,,
oc_3956,1522205,"['write', 'write']",,['wds512g1x0c'],,,,,,,
oc_3957,1522752,['all data'],,['personal cloud'],,,,,,,
oc_3958,1522902,,,['xilence'],,,,,,,
oc_3959,1524730,,,,,,,,,,['nvidia geforce gtx 1080 ti graphics card based on pascal architecture']
oc_3960,1524735,['extremely silent performance'],,,,,,,,,
oc_3961,1526335,['take advantage'],,,,,,,,,
oc_3962,1527585,,,['intel b85 chipset x4 ddr3 x1'],,,['lan x4 usb 3 0 x8'],,,['sata 3gb s'],
oc_3963,1527859,['clean and beautiful system'],,['eclipse'],,,,,,,
oc_3964,1527885,"['ranges are modern units', 'advanced technology and excellent features']",,['danubio'],,,,,,,
oc_3965,1531129,['pc case'],,['xlf'],,,,,,['f1453 140mm led'],
oc_3966,1531818,['orange backlit keys'],,['ducky'],,,,,,,
oc_3967,1531930,['chassis'],,['pc'],,,,,,,
oc_3968,1532157,,,,,,,,,,
oc_3969,1532335,,,['p57x gaming laptop'],,,['7200rpm'],,,['4k ips 3840x2160'],['7700hq nvidia gtx 1070']
oc_3970,1532567,"['xxx series 650w', 'and diy']",,['xfx'],,,['required by'],,['hardcore gamers'],,
oc_3971,1532619,,,['power zone'],,,,,,,
oc_3972,1533167,['deliver the power'],,['builder'],,,,,,,
oc_3973,1533807,['radiators become'],,['compact design and excellent'],,,,,,,
oc_3974,1534511,,,['provides'],,,,,,,
oc_3975,1534518,['time 1x'],,,,,,,,,
oc_3976,1536730,['write'],,,,,,,,['95k'],
oc_3977,1536976,['revolutionary new architecture'],,['nvidia'],,,,,,,['geforce gtx']
oc_3978,1537301,,,['corsair'],,,,,,,
oc_3979,1537302,,,,['support for'],,"['sata ports', 'supremefx audio wifi']",,,,
oc_3980,1537839,,,['bitfenix'],,,,,,,['adaptor 20']
oc_3981,1538504,['Intel Core i7'],,['aorus'],['1tb'],['ddr4'],,,['gddr5'],,['intel core i7 6700hq']
oc_3982,1538710,['protection adjustable and detachable shoulder strap'],['black laptop'],,['18 4'],,,,['black lifetime'],,
oc_3983,1540011,['power 7'],,,,,,,,,
oc_3984,1540724,,,['akasa'],,,['sata port'],,,,
oc_3985,1540873,"['cooler water', 'warranty']",,,,,,,,['intel compatibility'],
oc_3986,1541738,,,['provides'],,,,,,,
oc_3987,1542129,['2qd dominator'],,['msi'],,['ddr3l'],['fhd g sync'],,['gddr5'],['gt72'],['intel core i7 5700hq']
oc_3988,1543228,['3 year warranty'],,,['8tb'],,['sata 6gb s'],,,,
oc_3989,1543306,"['socket compatibility', 'warranty 5 years']",,['cpu'],,,['2011 v3'],,,,
oc_3990,1543311,['keyboard model s'],,['das'],,,,,,,
oc_3991,1544462,['physx cuda'],['stream'],['70ish6dhm9xk core'],,['gddr5'],,,,,
oc_3992,1546284,,,['fight'],,,,,,,
oc_3993,1546406,,,['expanding'],,,,,,,
oc_3994,1547016,,,['intel'],['2tb'],['dedicated graphics dolby surround'],,['gddr5'],['2yr warranty'],,['i7 2670qm processor']
oc_3995,1548660,['vdimm lifetime warranty'],,,['3200mhz ram'],,,,,,
oc_3996,1548957,['usb3'],,,,,"['1x pcie x16 4x', 'sata 6gb s']",,,['6th gen ddr3'],
oc_3997,1549681,,,['petit'],,,,,,,
oc_3998,1549815,,,['if'],,,,,,,
oc_3999,1550651,,,['bitfenix'],,['30cm blue'],,,,,
oc_4000,1550677,['power supply'],,,,,,,,,
oc_4001,1551439,"['sfx unit on sale today fully modular', 'management excellence']",,['highest power'],,,,,,,
oc_4002,1552211,,,['external'],,,['usb 2 0'],,,,
oc_4003,1554168,['pci e x16 x2'],,['amd'],,,"['pci e x1 x2', 'pci x6 sata 6gb s']",,,,
oc_4004,1555283,"['f108 rgb', 'multi colour dynamic rgb backlighting']",,,,,,,,,
oc_4005,1555379,['immense build'],,"['get', 'nvidia s']",,,,,['quality today'],['latest gtx 860'],
oc_4006,1555733,['server power supply'],,['redundant'],,,,,,,
oc_4007,1555912,"['unmatched creative freedom', 'nvidia quadro']",,['unmatched power'],,,,,['single slot'],['p4000'],
oc_4008,1555942,['hbm2 stream'],,['gv'],,,,['800mhz'],,,
oc_4009,1556463,,,,,['speed cl14'],['timings 1 2v'],,['vdimm lifetime'],,
oc_4010,1556499,['physx cuda'],['stream'],['c107t3'],,['gddr5'],,['8000mhz'],,,
oc_4011,1557899,['modern silent three'],,['clean'],,,,,,,
oc_4012,1559295,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,
oc_4013,1560423,,['stream'],['core'],,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_4014,1560687,,['sleeved'],,,['20 cm'],,,,,
oc_4015,1561338,['time'],,,,,,,,,
oc_4016,1561696,,,['socket compatibility'],,,,,,,
oc_4017,1562024,['chassis with led'],['full'],['aerocool'],,,,,,,
oc_4018,1562347,['power supply'],,['80'],,,,,,,
oc_4019,1563574,['pci e x16 x1 pci e x1 x1 pci x6'],,,,,,,,,
oc_4020,1563666,['1x pcie x1 4x'],,,,['ddr4 dimm 2x pcie x16'],"['sata 6gb s', 'usb 3 0 2x usb 2 0']",,,,
oc_4021,1564428,['write'],,,,,,,,,
oc_4022,1565205,"['usb n53', 'usb adapter']",,['asus'],,,,,,,
oc_4023,1565470,,['stream'],"['core', 'physx cuda']",,['gddr5'],,['7200mhz'],,,
oc_4024,1566008,"['enthusiast series txm', 'psu']",,['corsair'],,,,,,,
oc_4025,1566177,,,['socket compatibility'],,,,,,,
oc_4026,1566279,['all in cooler 900'],,,,['30dba 73 cfm'],,['1800rpm'],,,
oc_4027,1566337,['mini itx case'],,['pc'],,,,,,,
oc_4028,1566715,['pci e x16 x8 x1 pci e x4 x2'],,['intel'],,,['lan x4 usb 3 0 x10 usb 2 0 hd'],,,,
oc_4029,1567976,['citysmart advanced multi fit'],,['targus'],,,,,,,
oc_4030,1568160,['backplane raid cage'],,['icy dock'],,,,,,,
oc_4031,1568580,"['rog', 'Intel Core i7']",,['asus'],,,,,"['7200rpm', 'ddr4']",['gl702vt gc018t'],
oc_4032,1570670,['years warranty'],,,,,,,,,
oc_4033,1570709,,['lifetime warranty'],['gaexy416gb3200c16adc'],,['vdimm'],,"['3200mhz ram', '35v']",,,
oc_4034,1571295,,['lifetime warranty'],,['2133mhz ram'],['vdimm'],['cas 13'],['20v'],,,
oc_4035,1571339,,,['1366x768'],,,['000'],,['year warranty'],,
oc_4036,1571408,,,['ek fc1080 gtx'],,,,,,,['geforce gtx 1080']
oc_4037,1571701,,['stream'],['physx cuda'],,['gddr5'],,['7010mhz'],,,
oc_4038,1572207,['beautiful rounded shield inspired front and supports an impressive'],,,,,,,,,
oc_4039,1572543,"['rugged design this mini itx cube', 'great truely portable basis']",,,,,,,,,
oc_4040,1572949,,,['just'],,,,,,['add ram'],
oc_4041,1573261,['industrial fan'],,['noctua'],,,,,,,
oc_4042,1573610,"['p15f r5 cf1', 'Intel Core i7']",,['gigabyte'],['128gb'],,"['m2', '7200rpm', 'windows 10']",,['warranty'],,['intel i7 6700hq nvidia gtx']
oc_4043,1574053,,,['socket compatibility'],,,,,,,
oc_4044,1574468,['raid system'],,,,,,,,,
oc_4045,1574750,['amd mantle dolby truehd gcn'],['amd eyefinity'],,,['gddr5'],,"['995mhz', '5600mhz']",,,
oc_4046,1575333,,,['introducing'],,,,,,,
oc_4047,1576164,,,"['add card', 'reader']",,,,,,,
oc_4048,1578491,['from lian li with'],,"['black cube', 'mini atx']",,,,,,,
oc_4049,1580650,['processors 2304 shader'],['stream'],['core'],,['gddr5'],['physx cuda'],"['889mhz', '6008mhz']",,,
oc_4050,1580963,,,['akasa metro'],,,,,,,
oc_4051,1581102,,['lifetime warranty'],,['1866mhz ram'],['vdimm'],,,,,
oc_4052,1582132,,,['intel'],,['ddr3 2x pci e x16'],,,,,
oc_4053,1582237,['brown'],,,,,,,,,
oc_4054,1582810,"['voucher code', 'led backlighting']",,['enter'],,,,,,,
oc_4055,1583783,,,['msi'],,,"['stealth pro 050uk', 'fhd ips', 'windows 10']",,"['nvidia', 'warranty']",,['intel core i7 6700hq']
oc_4056,1584358,"['reader can be conveniently', 'memory cards']",,['this'],,,,,,,
oc_4057,1585668,,,['compact'],,,,,,,
oc_4058,1585813,,,['skylake'],,,,,,['kabylake ddr4'],
oc_4059,1587070,['citysmart essential multi fit'],,,,,,,,,
oc_4060,1587839,['processors 2048 crossfire ready'],['stream'],['gv rx470g1'],,['gddr5'],,['6600mhz'],,,
oc_4061,1588032,,,['zt p10810g 10p core clock'],,,['vr ready physx cuda'],,,,
oc_4062,1588762,['unlocked multiplier'],,['eight'],,,['mb l2 cache'],,,,
oc_4063,1589397,['radiator fan'],,['fz'],,['1000 rpm'],,,,,
oc_4064,1589845,,,,,['gddr3'],,,,,
oc_4065,1591189,,['stream'],,,['gddr5'],,['7010mhz'],['physx cuda'],,
oc_4066,1591384,['time 1x'],,['led backlit'],,,,,['year warranty'],['1920x1080'],
oc_4067,1591935,,,['protect'],,,,,['o covers'],,
oc_4068,1592117,,['lifetime warranty'],['2400mhz ram'],,['vdimm'],,,,,
oc_4069,1592908,,,,,,,['45v'],,,
oc_4070,1593212,,,,,['socket'],,,,,
oc_4071,1593739,['radiator and fan'],,['koolance'],,,['4 x 120mm'],,['side rails'],,
oc_4072,1593939,"['lms data intelligent tower', 'ups series offer both excellent value']",['of'],['range'],,,,,,,
oc_4073,1594772,,,['lian'],,,,,,,
oc_4074,1595466,['aerodynamically improved wing geometry'],,['aerodynamically improved wing geometry'],,,,,,,
oc_4075,1595557,['1x pcie x4 8x sata'],,,,,['sata pcie 2x gigabit'],,,['6th gen ddr4 5x pcie x16'],['8x usb3 0 2x']
oc_4076,1596422,,,['wireless'],,,,,,['multimedia mini keyboard'],
oc_4077,1596635,,,['yd160xbcaewof'],,,,,['ddr4 controller 3 year warranty'],,['threads']
oc_4078,1596740,['blue leds'],,,,,,,,,
oc_4079,1596902,['pci e x16 x2 pci x2'],,['intel'],,,"['sata 6gb s x4 sata 3gb s', 'usb 3 0 x14 usb 2 0']",,,,
oc_4080,1597573,,['any other drive'],['delivering'],,,['storage solution'],,,,
oc_4081,1597636,['3 year warranty'],,,['1tb'],,,,,['sata ii interface'],
oc_4082,1597745,,,['gex416gb2400c16dc'],,,,,,,
oc_4083,1598237,,['stream'],['core'],,['gddr5'],"['sli ready', 'physx cuda']","['772mhz', '4008mhz']",,,
oc_4084,1598606,['fast speeds'],,['samsung'],,,['sata iii'],,,,
oc_4085,1599022,['side panel'],,['innovative'],,,,,,,
oc_4086,1599316,['both silent operation'],,['introducing'],,,,,,,
oc_4087,1599617,,,['pp07'],,,,,,,
oc_4088,1600367,['small metallic'],,,,,,,,,
oc_4089,1600431,['amd mantle dolby truehd gcn'],['stream'],"['core', 'amd eyefinity']",,['gddr5'],,"['1050mhz', '6000mhz']",['amd crossfirex'],,
oc_4090,1601041,['akasa elite s'],,,,,,,,,
oc_4091,1601655,['platinum dominator fan'],,['4000mhz ram'],,,,['35v'],,,
oc_4092,1601979,"['peerless dependability and best in', 'sleeved cables']",['offers'],['pure power'],,,['silence optimized'],,,['9 700w'],
oc_4093,1602762,,,['corsair'],,,,,,,
oc_4094,1603033,['pci e x16 2x pci e x1 2x mini pcie'],,['intel'],,['ddr3'],"['10x', 'sli crossfire']",,['support 7'],,
