scan_id,scan_cluster_id,scan_product_type,scan_category,scan_brand,scan_storage_capacity,scan_memory_type,scan_interface,scan_memory_speed,scan_color,scan_model,scan_processor
scan_1962,1009540,"['netgear gsm7228ps', 'prosafe stackable']",,,['24 port'],,,,,['100eus'],
scan_1963,1010890,,,,,,,,,,
scan_1964,1012166,,,['8 bay qnap desktop'],,,['hdmi 5x usb 3 0'],,,,
scan_1965,1013489,,,,['240gb'],,['0 x4'],,,['write'],
scan_1966,1015101,"['silverstone sst ap123', 'air penetrator series']",,,['120mm'],,,,,,
scan_1967,1015165,,['aes hardware encrypted'],,['16gb'],,,,,,
scan_1968,1016087,,['transceiver module'],['intel'],,,,,,"['ethernet sfp sr optics', 'hot pluggable sfp']",
scan_1969,1016669,,,['startech'],,,['usb 3 0 dongle'],,,['com thunderbolt gigabit ethernet'],
scan_1970,1016791,,,['startech'],,,,,,,
scan_1971,1017169,"['cube computer', 'mini itx stackable']",,['thermaltake core x5'],,,['window 2x usb 3 0'],,,,
scan_1972,1021745,,,,['32gb'],"['ddr4', 'platinum pc4 32000 4000']",,"['Non-ECC', 'Dominator Platinum', 'UDIMM (Unbuffered)', 'PC4-32000 (4000)', 'DDR4']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_1973,1022682,"['computer chassis tempered glass', 'matx 4x fans']",,['nzxt'],,,,,,,
scan_1974,1023071,,,['gigabyte'],,,,['gpu'],,,"['geforce gtx 1050', '768 core 1303mhz']"
scan_1975,1023415,,,,,,,,,,
scan_1976,1027634,,,,,,,,,,['intel xeon']
scan_1977,1027844,['toshiba'],,,['128gb'],,,,,,
scan_1978,1028970,,,,['256gb'],,,,,,
scan_1979,1029688,,,['gigabyte'],,['gddr5 graphics card'],,,,,['geforce gtx 1050 d5']
scan_1980,1031384,,,,['11gb'],,['gddr5x vr ready graphics card'],,,,['geforce gtx 1080 ti founders']
scan_1981,1032111,"['a40 pro', 'cpu cooler 4 heatpipes', 'led straight touch technology']",,['antec'],,,,,,,
scan_1982,1033921,['corsair'],['vengeance'],,['8gb'],['ddr4 so dimm'],,,,['performance pc4 21300 2666'],
scan_1983,1033924,['internal mini sas upto'],,,['16 port'],,['sata to pci express'],,,,
scan_1984,1034900,['kingston datatraveler'],,,['16gb'],,,,,['101 gen 2 usb 2'],
scan_1985,1035683,"['istorage', 'function']",['hardware'],,['64gb'],,,,,,
scan_1986,1037883,"['black', 'recertified']",,,['500gb'],,,,,,
scan_1987,1039620,,,['2 bay'],,,,,,,
scan_1988,1041831,"['x99 micro v2', 'intel x99 s']",,,,['ddr4 sata3'],,,,['2011 3'],
scan_1989,1042096,"['icy box', 'docking clone station']",,,,,,,,,
scan_1990,1044513,['ga x99'],,['gigabyte'],,['ddr4'],['sata iii'],,,['2011 3'],
scan_1991,1044577,,['white led'],,"['16gb', '2x8gb']",,,"['Non-ECC', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'DDR4', 'Vengeance LED']",['Anodised Aluminium Heatspreader'],,
scan_1992,1047183,['smart managed'],,['28 port d link gigabit stackable'],,,['ports console port'],,,,
scan_1993,1047981,"['corsair', 'blade static pressure', 'multi colour single fan expansion pack']",,,,['sp120 rgb led'],,,,,
scan_1994,1048693,['amd firepro'],,,['8gb'],,,,,['w8100 graphics card'],
scan_1995,1048783,,,,,,,,,,
scan_1996,1048935,"['write', 'iops']",['write'],,['6tb'],,['mlc read'],,,['450k read 150k'],
scan_1997,1049701,['silent fans sd card'],,['cooler master silencio'],,,,,,['452 usb 3 0'],
scan_1998,1052293,['sandisk'],,,['960gb'],['c read 850mb s'],['usb 3'],,,,
scan_1999,1052408,['7200rpm 8ms'],,,"['500gb', '500gb']",,['wd5000bpkx'],['7200rpm'],,,
scan_2000,1052687,"['individually sleeved ax860', '24pin cable gen 2']",,,['760 atx'],,,,,,
scan_2001,1053731,"['intel dc s3610 series', '22k iops']",,,['400gb'],,,,,,['s read 370mb s']
scan_2002,1054509,['fans included'],,['nzxt'],,,,,,,
scan_2003,1055193,"['core w200 computer chassis super tower', 'matx mitx']",,['thermaltake'],,,['window xl atx e atx'],,,,
scan_2004,1055259,['lpx red pc4 25600 3200 non'],,,['32gb'],,,,,,
scan_2005,1055495,['write upto'],,,['64gb'],,,,,,
scan_2006,1055527,['ek fc1080 waterblock pom acetal copper'],,['ekwb'],,,,,,,['nvidia geforce gtx 1080 founders edition graphics card']
scan_2007,1055804,['firewall router'],['prosafe vpn'],['netgear'],,,['lan 2 wan ports'],,['tunnels'],['fvs336g 300eus'],
scan_2008,1057739,,,,,,['sata internal'],,,,['icy dock mb155sp b']
scan_2009,1057810,"['tx case', 'mini itx case fanless aluminium 4x', 'front usb']",,['akasa euler'],,,,,,,
scan_2010,1057907,['thread'],,['amd'],,,,,,['7401p s sp3'],
scan_2011,1059082,,['bt'],['intel'],,,['thunderbolt 3'],,,['7th gen barebone'],"['i5 7260u', 'intel iris plus graphics 640']"
scan_2012,1059392,,,,['3m'],,['network between'],,,,
scan_2013,1060834,['newton s'],,['akasa'],,,['serial port'],,['rock maple'],,
scan_2014,1060865,"['rog', 'mechanical keyboard full']",['cherry'],['asus'],,,,,,,
scan_2015,1061701,,,['broadcom'],,,,,,"['sas 9300', 'sata sas pcie 3 0']",
scan_2016,1063151,,,,,,,,,,
scan_2017,1063325,['lan'],,['supermicro'],,,,,,['mini itx'],
scan_2018,1064444,,,['intel'],,,,['1150mhz gpu'],,,['core i5']
scan_2019,1065824,,,,,,,"['7ghz', '8370d 760mhz']",,,['amd a4 6300 fm2 richland dual core']
scan_2020,1066719,['samsung'],,,['8gb'],['server ram pc4 17000'],,"['PC4-17000 (2133)', 'ECC', 'DDR4', 'RDIMM']",['\xa0'],['ddr4'],
scan_2021,1066898,['kingston datatraveler'],,,['64gb'],,,,,,
scan_2022,1067155,"['mini itx computer chassis', 'fans 2x']",['blue'],['nzxt'],,,,,,,
scan_2023,1067165,,,,,,,,,,
scan_2024,1067947,,,['akasa'],,,,,,['ak'],
scan_2025,1067951,,,,['26 port d link gigabit smart'],,,,,,
scan_2026,1070143,['computer chassis'],,['nzxt h440 mid tower'],,,['window mini itx'],,,,
scan_2027,1070321,,,['intel'],,,,,,,
scan_2028,1070649,['samsung duo'],['130mb s'],,['128gb'],,"['usb 3 0 with', 'usb 2 0', 'usb on the go']",,['compatible read'],,
scan_2029,1070851,,,,,,['usb 3 0'],,,,
scan_2030,1071111,['backplane raid cage'],,,,,,,,,['icy dock']
scan_2031,1073183,['active adapter converter cable'],,['startech'],,,,,,['com dvi d'],
scan_2032,1073837,['monitor tn panel 1920x1080'],,,,,,,,,
scan_2033,1074980,"['computer chassis', 'smoked tempered glass', 'steel 2x']",,['corsair'],,,,,,['crystal series'],
scan_2034,1077119,"['xfx', 'single fan']",,,['2gb'],['7000mhz gddr5'],['hdmi dvi d dl'],,,,['radeon rx 550 dual']
scan_2035,1077235,"['lexar jump drive', 'write retractable']",,,['64gb'],,['usb 3'],,,,
scan_2036,1079423,,,,,,['4 x SATA III - 6Gb/s'],,['Black'],,
scan_2037,1079455,['converter cable'],,,,,,,,,
scan_2038,1080111,['xfx'],,,['2gb'],['7000mhz gddr5'],['hdmi dvi d dl'],,,,['radeon rx 550']
scan_2039,1081348,['amd radeon pro wx 4100 pcie 3 0'],,,['4gb'],,,,,,
scan_2040,1084130,['corsair'],,,['960gb'],,,,,['85k 60k iops'],
scan_2041,1084292,"['samsung', '80k iops']",,,['256gb'],,['mcx read 520mb s'],,,,
scan_2042,1084889,,,['ekwb'],,,['acetal acrylic pch vrm waterblock kit'],,,['r5e e10'],
scan_2043,1085676,"['sandisk', 'external portable', 'usb 3 0']",['mb s'],,['480gb'],,,,,,
scan_2044,1086365,"['carbide series air', 'atx cube case']",,['corsair'],,,,,,,
scan_2045,1086499,,,,,['ddr4'],,['1151'],,,
scan_2046,1087268,"['pny cs1111 series', '71k iops']",,,['120gb'],,,['70k'],,,
scan_2047,1088357,"['mouse m100', 'dark optical']",,,,,,,,,
scan_2048,1088657,['toshiba n300 3 5'],,,['6tb'],,,,,,
scan_2049,1088704,,,['asrock'],,,,['1151'],,['z170 extreme3'],['intel z170 s']
scan_2050,1089423,['2 managed'],,,,,,,,,
scan_2051,1091367,,,,['1tb'],,,,,,
scan_2052,1093938,['only'],,,,,,,,,
scan_2053,1093996,,,['corsair'],,,['usb 3 0 w o psu'],,,['carbide series 300r'],
scan_2054,1094039,"['kingston datatraveler vault', 'write']",,,['32gb'],,,,,,
scan_2055,1094196,['istorage datashur pro secure pendrive usb 3 0'],,,['8gb'],,,,,,
scan_2056,1094803,['bsi7'],,['gigabyte'],,,,,,,['intel i7 6500u dual core']
scan_2057,1099114,"['kingston ssdnow', 'iops max']",,,['120gb'],,['msata sata'],,,"['ms200', '17000 iops 45000']",
scan_2058,1100230,['corsair'],,,['4gb'],['ddr3 xms3 pc3 12800 1600 non ecc'],,"['DDR3', 'XMS3', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC3-12800 (1600)']",['\xa0'],,
scan_2059,1100304,['dsl cable router'],,['tp link archer'],,,"['10 100', 'usb 2 0']",,,,
scan_2060,1100994,,,,"['32gb', '2x16gb']",,['white led xmp2 0'],"['Non-ECC', 'Vengeance LED', 'UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4']",['Anodised Aluminium Heatspreader'],,
scan_2061,1102374,,,,,,,,,,"['intel xeon e5 2603 v2', 'lga 2011 ivy bridge quad core']"
scan_2062,1102606,,,['amd'],,,,,,['7551p'],
scan_2063,1103206,"['corsair force series gs', '90k iops max']",,,['240gb'],,,,,,
scan_2064,1103758,['kingston datatraveler vault'],,,['4gb'],,,,,,
scan_2065,1104233,,,,['32gb'],['ddr4 so dimm vengeance pc4 19200 2400'],,"['Non-ECC', 'Vengeance', 'DDR4 SO-DIMM', 'UDIMM (Unbuffered)', 'PC4-19200 (2400)']",['\xa0'],,
scan_2066,1105571,"['black mid tower', 'computer chassis tempered glass', 'matx mitx', 'fans']",,['nzxt'],,,,,,,
scan_2067,1108066,['convert optical drive to 2 5'],,['akasa n stor'],,,,,,,
scan_2068,1110214,['ga b150m'],['sata3'],['gigabyte'],,['ddr4'],,['1151'],,,
scan_2069,1112466,"['intel dc', '5k iops']",,,['1tb'],,,,,,
scan_2070,1117195,['combo 1000baset sfp 4x'],,,"['24 port d link xstack dgs 3620', '24 port d link xstack sfp']",,['standard image'],,['standard image'],,
scan_2071,1117493,['kelvin'],,['fractal design'],,,,,,,
scan_2072,1118137,['3d'],,,['1tb'],,,,,['95k 84k'],
scan_2073,1120262,['sata raid'],,['asus'],,,,,,,['z10pe d16']
scan_2074,1120970,,,['gigabyte'],,,,,,,['geforce gtx 1060']
scan_2075,1120983,,,['quantum'],,,,,,,
scan_2076,1121518,['psu'],,,,,,,,,
scan_2077,1121942,,['sata3'],['msi'],,['ddr4'],['micro atx'],,,,
scan_2078,1122483,"['ek fc1080 gtx', 'g1 waterblock retention']",,['ekwb'],,,,,,,['geforce gtx 1080 g1 gpu waterblocks']
scan_2079,1122554,['mini itx'],,['asrock'],,,,,,,['amd a4']
scan_2080,1123518,,['sata3 6gbps'],['msi'],,['ddr4'],['micro atx'],,,,
scan_2081,1124484,['4xgbe 2x hdmi'],,,,,,,,,['intel celeron braswell n3150 quad core']
scan_2082,1125300,"['ultra slim', 'black cable']",['silverstone'],,['50cm'],,['sata iii'],,,,
scan_2083,1125366,,,,,,,,,,['intel i3 6100u dual core']
scan_2084,1125521,,,,"['16gb', '4x4gb']",,,,,,
scan_2085,1126337,,['dominator'],,['64gb'],['platinum pc4 24000'],,"['Non-ECC', 'Dominator Platinum', 'DDR4', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)']",['Aluminium Heatspreader with DHX'],,
scan_2086,1127438,,"['hard drive', 'primo']","['phanteks', 'bracket']",,,,,,,
scan_2087,1129233,"['av surveillance', 'ncq']",,,['3tb'],,,,,['5400rpm'],
scan_2088,1129675,,,['6u'],,,,,['Black'],,
scan_2089,1130295,['amd b350 s am4'],,['msi'],,,,,,,
scan_2090,1130529,"['modular 80', 'psu']",,,,,,,,,
scan_2091,1130600,"['psus dismantlable', 'modular design']",,['thermaltake'],,,,,,['core p200 pedestal computer'],
scan_2092,1135511,,,['edimax'],,,,,,['br 6288acl ac600'],
scan_2093,1135838,['dual bay'],,['icy dock'],,,,,,,
scan_2094,1136085,"['ga b150', 'intel b150 s']",,['gigabyte'],,,,,,['1151'],
scan_2095,1137028,['socket am3 4ddr3'],,,,,,,,,
scan_2096,1138563,['ncq'],['datacenter'],,['6tb'],,['sata iii'],,,['7200rpm'],
scan_2097,1139356,['mini itx supports'],,['silverstone'],,,,,,,
scan_2098,1140454,['i7 6700hq'],,['15'],,,,,,,
scan_2099,1140853,['sst sg13wb'],,['mini itx'],,,,,,,
scan_2100,1141046,"['rl06br gp red line', 'black red atx', 'computer chassis']",,['silverstone'],,,,,,,
scan_2101,1142492,,,,['32gb'],['ddr4 vengeance rgb pc4 25600 3200 non'],,"['UDIMM (Unbuffered)', 'PC4-25600 (3200)', 'DDR4', 'Non-ECC', 'Vengeance RGB Black']",['Anodised Aluminium Heatspreader'],,
scan_2102,1142522,['mobile solid state hybrid drive'],,,['500gb'],,,,,,
scan_2103,1142872,"['black widescreen led', 'optical touchscreen monitor']",,,['22 iiyama'],,,,,,
scan_2104,1143091,['1860mhz boost'],,,,,['gddr5x vr ready graphics card'],,,,
scan_2105,1144073,,,['akasa'],,,,,,,
scan_2106,1144478,['29x ratio 45w cpu'],,['intel xeon'],,,,,,,
scan_2107,1150792,['corsair'],,,['2gb'],,,"['DDR3L', 'UDIMM (Unbuffered)', 'Non-ECC', 'Value Select', 'PC3-12800 (1600)']",['\xa0'],['select pc3 12800 1600'],
scan_2108,1150794,,,,,['a'],,,['\xa0'],,
scan_2109,1151344,,['white led'],,['64gb'],['ddr4 vengeance led pc4 24000 3000'],,"['Vengeance LED', 'UDIMM (Unbuffered)', 'DDR4', 'Non-ECC', 'PC4-24000 (3000)']",['Anodised Aluminium Heatspreader'],,
scan_2110,1152148,"['argon ar01 v2', 'cpu cooler 3 heatpipes', 'support']",,['silverstone'],,,,,,,
scan_2111,1153008,,,['broadcom'],,,,,,"['9300 8i single', 'sata sas pcie 3 0']",
scan_2112,1154005,['psu'],,,,,,,,,
scan_2113,1155835,"['intel dc s4600 series 2', 'ahci 3d', '60k iops']",,,['480gb'],['s read 480'],,,,,
scan_2114,1156288,['3d'],,['innovision'],,['gddr5 graphics card'],,,,,['geforce gtx 1050 twin x2']
scan_2115,1156430,['intel h170 s'],,['msi'],,['ddr4'],['micro atx'],['1151'],,,
scan_2116,1156822,['black'],,,,,,,,,
scan_2117,1156953,['western digital'],,,['4tb'],,,,,,
scan_2118,1157657,,,,['16 port d link'],,['ethernet'],,['combo ports'],,
scan_2119,1159664,['mesh stackable cube computer chassis'],,['thermaltake'],,,"['window panel', 'usb 3 0 200']",,,,
scan_2120,1159686,['intel h170 s'],,['asus'],,,,['1151'],,['h170 pro'],
scan_2121,1160451,['ethernet server adapter'],,,,,,,,,
scan_2122,1160567,,,['intel'],,,,,,,['xeon gold 6138 s']
scan_2123,1162431,,,['synology rackstation'],,['ddr4'],['3u'],,,['rs4017xs'],['intel xeon d']
scan_2124,1166781,,,,,,,,,,['intel xeon e5 2643']
scan_2125,1167857,['sandisk z410'],,,['480gb'],,,,,"['445mb s', '35k']",
scan_2126,1167911,,['3xdp'],,['4gb'],['gddr5'],,,,,['tbdmhz gpu']
scan_2127,1169845,,,,,,,['200 manual 3'],,,
scan_2128,1172104,,,['iiyama'],,,,,,['h4265mis b1ag 20pt'],
scan_2129,1172772,"['computer chassis', 'microatx miniitx']",,,,,['orange led fan'],,,,
scan_2130,1175958,,,,['1tb'],,['ultra 2 5 external hdd'],,,,
scan_2131,1179261,['bsi5a'],,['gigabyte'],,,,,,,['intel i5 6200u dual core']
scan_2132,1179359,['matrox'],,,['2gb'],,['pci e'],,,,
scan_2133,1180245,['netgear gss116e'],['cable management'],,['16 port'],,,,,,
scan_2134,1180680,,,"['asus', 'e8']",,['ddr4 rdimm lrdimm 4x'],,,,,
scan_2135,1181844,,,['akasa venom'],,,,,,,
scan_2136,1182176,,,,"['16gb', '2x8gb']",,,,,,
scan_2137,1182772,['mini itx'],,['asrock'],,['ddr4'],['usb 3 1'],['1151'],,,
scan_2138,1182889,"['thermaltake smart pro rgb', 'bronze fully modular', 'psu']",,['750w'],,,,,,,
scan_2139,1183531,['platinum kit pc4 21300 2666'],['dominator'],,"['16gb', '4x4gb']",,,"['UDIMM (Unbuffered)', 'PC4-21300 (2666)', 'DDR4', 'Non-ECC', 'Dominator Platinum']",['Heat Spreader'],,
scan_2140,1183692,['powercolor radeon'],['3xdp'],,"['4gb', '14nm']",['gddr5'],['polaris 2048 streams'],['7000mhz'],['red devil'],['rx 570'],
scan_2141,1184318,,,['toshiba'],['256gb'],,,,,['rd400a pcie add in card pcie 3 0 x4 nvme 2600mb s read 1150mb s'],
scan_2142,1184365,['hyperx fury'],,,['32gb'],,,,,,
scan_2143,1187811,['mx silent switches wired anti ghosting usb'],,['corsair'],,,,,,['strafe mx silent red back lit'],
scan_2144,1188119,,,,['72tb'],,['usb 3 desktop professional'],,,,
scan_2145,1190216,['external dual bay'],,['silverstone'],,,,,,,
scan_2146,1190608,,,,,,,['9305'],,['sas pcie 3 0'],
scan_2147,1191118,['cpu'],,,,['ddr3l so dimm'],['usb 3 0'],,,,
scan_2148,1193368,,,['akasa'],,,,,,,
scan_2149,1193477,"['tempered glass', 'matx mitx 2x']",,['cooler master'],,,,,,,
scan_2150,1195762,['sugo sg06s usb 3 0 sff mini itx silver'],['sfx psu 80'],['silverstone'],,,,,,,
scan_2151,1196150,['cpu seoul'],,['amd'],,,,,,['c32 lga1207 3'],
scan_2152,1200396,"['modular 80', 'psu']",['full'],['650w thermaltake'],,,,,,['smart pro rgb'],
scan_2153,1200556,,['qnap tbs 453a'],,,,,,,,['intel celeron']
scan_2154,1201084,,,,['64gb'],['ddr4 vengeance rgb pc4 28800 3600'],,"['UDIMM (Unbuffered)', 'Non-ECC', 'DDR4', 'Vengeance RGB Black', 'PC4-28800 (3600)']",['Anodised Aluminium Heatspreader'],,
scan_2155,1201200,"['gigabyte p57x v6 cf1', 'r win10']",,,['17 3'],,,,,,
scan_2156,1201484,,,['intel xeon'],,,,,,,
scan_2157,1202177,,,,['6tb'],,,,,,
scan_2158,1202612,"['kingston sdxc memory card', 'write']",,,['64gb'],,['uhs i'],,['45mb s'],,
scan_2159,1204562,['lake i7'],,,['14 gigabyte p34g'],,,,,,
scan_2160,1205556,,,,,,,,['Black'],,
scan_2161,1206101,['cpu cooler'],,['arctic freezer'],,,,,,,['intel amd am4']
scan_2162,1209170,,,['intel'],,,,,,,['core i3']
scan_2163,1209996,,,['msi'],,,,['2560 core 1657mhz gpu'],,,['geforce gtx 1080 armor oc']
scan_2164,1210421,,,,,,['8ghz turbo'],,,,['intel xeon gold 6130 s']
scan_2165,1211471,"['adapter block', 'server enclosures']",,['streacom'],,['nano120'],,,,['st'],
scan_2166,1212512,,,['intel'],,,,,,,['xeon gold 6142 s']
scan_2167,1212807,,,,,,,,,,"['amd a4 4000', 'amd radeon hd 7480g 720mhz 65w cpu retail']"
scan_2168,1213029,['docking station'],,['icy box'],,,['usb 3 1 gen 2 connector'],,,,
scan_2169,1214499,,,['msi'],,['7rf'],,,,['gs73vr'],['core i7 7700hq']
scan_2170,1216576,['vengeance led pc4 27700'],,,['32gb'],['ddr4'],,,['white led'],,
scan_2171,1217435,['av2000 gigabit powerline mimo'],,,,,,,,['tl wpa9610 kit'],
scan_2172,1217709,,,['startech'],,,['pcie'],,,,
scan_2173,1217856,,,['startech'],,,"['pci e to 4', 'pci expansion bay']",,,,
scan_2174,1219697,['aero'],['v7'],,,['ddr4'],,,['cf2'],,
scan_2175,1226130,"['nitrogon low', 'tall extruded']",,['silverstone'],,,,,,,
scan_2176,1227670,"['carbide series air', 'pc case']",,['corsair'],,,,,,,
scan_2177,1229837,,,,['64gb'],,['usb 2 0 lightning connector'],,,,
scan_2178,1231100,['encryption'],,,['900gb'],,,,,['st900mm0026 savvio 10k'],
scan_2179,1232592,['pny'],,,['32gb'],,,,,,
scan_2180,1233530,['studio shortcut keyboard'],,['logickeyboard'],,,['2000'],,,,
scan_2181,1233806,['powercolor radeon rx vega'],,,['8gb'],,['hdmi'],"['1406mhz', '945mhz']",,,
scan_2182,1234460,,,['netgear'],,,,,,,
scan_2183,1236317,,,['silverstone'],,,,,,,
scan_2184,1238617,['954mhz'],,,['1gb evga'],['single slot pcie 2 0 x8'],,['gpu'],,,
scan_2185,1240417,['kingston datatraveler'],,,['32gb'],,,,,,
scan_2186,1242088,,,,['32gb'],"['ddr4', 'platinum pc4 30900 3866']",,"['Non-ECC', 'Dominator Platinum', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-30900 (3866)']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_2187,1242603,,,,['32gb'],"['ddr4', 'platinum pc4 17000']",,"['DDR4', 'UDIMM (Unbuffered)', 'Dominator Platinum', 'Non-ECC', 'PC4-17000 (2133)']",['Aluminium Heatspreader with DHX'],,
scan_2188,1242846,,,['amd'],,,,,,,['amd radeon r7 856mhz 95w cpu retail']
scan_2189,1243547,['toshiba'],,,,,['sata iii'],,,['5400rpm'],
scan_2190,1243755,['sst rs831s'],,['silverstone'],,,['sas sata iii'],,,,
scan_2191,1244133,,,,['240gb'],,['sata iii'],,,,
scan_2192,1246233,['qnap ts'],,['4 bay'],,['ddr3l ram'],,,,,['quad core celeron']
scan_2193,1246365,"['4312x network attached storage', 'diskless network storage']",,['2u netgear readynas'],,,,,,,
scan_2194,1247970,,,['port netgear'],,,,,,,
scan_2195,1254339,['windows'],,['microsoft'],,,,,,,
scan_2196,1254775,"['solid state hybrid drive', 'sshd slim']",,,['500gb'],,,,,,
scan_2197,1255223,['rackmount psu'],,,,,,,,,['intel axx1300tcrps 80 plus']
scan_2198,1255835,"['xt 80', 'psu']",['bronze fully wired'],['500w'],,,,,,,
scan_2199,1256037,,,['msi'],,,,,,,['panel core i7 6820hk']
scan_2200,1256074,,,['gelid solutions'],,,,,,['siberian pro quiet cpu cooler'],
scan_2201,1259173,['individually sleeved type'],['corsair'],,,,,,,,
scan_2202,1260662,['corsair'],,,['8gb'],,,"['Vengeance LPX Black', 'PC4-24000 (3000)', 'UDIMM (Unbuffered)', 'Non-ECC', 'DDR4']",['Anodised Aluminium Heatspreader'],,
scan_2203,1261161,['i7 6820hk'],,,['18 4'],,['r win10'],,,,
scan_2204,1261830,"['rugged raid usb', 'hardware raid 0']",,['lacie'],,,"['thunderbolt professional', 'external dual disk']",,,,
scan_2205,1264350,"['argon cpu cooler for', 'hdc technology']",,,,,,,,,['intel lga1150 1151']
scan_2206,1265924,,,['gigabyte'],,,['usb3'],,,,
scan_2207,1266389,,,['startech'],,,,,,,
scan_2208,1268586,,,['netgear'],,,['ac1900 802'],,,['r7000'],
scan_2209,1270604,"['barracuda', '5900rpm']",,,['4tb'],,,['st4000dm005'],,,
scan_2210,1271284,,,['250'],,,"['upto 450mb s', 'usb 3']",,,['t3'],
scan_2211,1272557,['super compact mini stx case'],,['akasa'],,,,,,['st'],
scan_2212,1273514,,,,"['16gb', '2x8gb']",,,"['UDIMM (Unbuffered)', 'PC4-26600 (3333)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
scan_2213,1273795,"['lexar xqd', 'write']",,,['128gb'],,,,,,
scan_2214,1275215,,,,,,,,,,['va 3440x1440']
scan_2215,1275737,,,['ekwb'],,,,,,['ek fc radeon vega waterblock acrylic glass'],"['copper', 'radeon vega64 vega56 vega frontier']"
scan_2216,1276769,['arctic'],,,['120mm'],,,,,,
scan_2217,1278473,,,,['4gb'],['7000mhz gddr5'],['hdmi dvi d'],,,,
scan_2218,1279304,,['dominator'],,"['32gb', '2x16gb']",['platinum pc4 27700 3466'],,"['DDR4', 'Dominator Platinum', 'Non-ECC', 'UDIMM (Unbuffered)', 'PC4-27700 (3466)']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_2219,1279499,,,,['32gb'],"['ddr4', 'platinum pc4 19200']",,,,,
scan_2220,1280281,,,,"['32gb', '2x16gb']",,,"['Vengeance RGB Black', 'PC4-24000 (3000)', 'Non-ECC', 'DDR4', 'UDIMM (Unbuffered)']",['Anodised Aluminium Heatspreader'],,
scan_2221,1283008,['intel'],,,['2tb'],,['0 x4 nvme intel 20nm'],,,['420k 23k iops'],
scan_2222,1283123,,,,,,['mark 1'],,,,['sata3']
scan_2223,1284950,"['side window 2x', 'quiet fans']",,,,,,,,,
scan_2224,1285698,,,['silverstone'],,,['pci 8pin'],,['black blue'],,
scan_2225,1285866,['toshiba m501 exceria pro microsdxc performance memory card'],,,['16gb'],,['with sd adapter'],,,,
scan_2226,1285962,['corsair'],,,['16gb'],,,"['UDIMM (Unbuffered)', 'PC4-35200 (4400)', 'DDR4', 'Non-ECC', 'Vengeance LPX Black']",['Anodised Aluminium Heatspreader Vengeance Airflow Fan'],,
scan_2227,1287158,,,,['32gb'],['black pc4 25600 3200 non'],,"['Non-ECC', 'Vengeance LPX Black', 'DDR4', 'UDIMM (Unbuffered)', 'PC4-25600 (3200)']",['Anodised Aluminium Heatspreader'],,
scan_2228,1288660,,,['silverstone'],,,,,,['pp07 pcir'],
scan_2229,1288693,['adapter cable'],,,,,,,,,
scan_2230,1292384,,,['arctic'],,,,,,,
scan_2231,1293551,['sapphire'],['2xdp'],,['4gb'],['7000mhz gddr5'],['dvi d'],,,,
scan_2232,1293718,"['ac600', 'usb adapter']",,,,,,,,,
scan_2233,1294745,"['bronze fully wired', 'psu']",,,['450w evga'],,,,,,
scan_2234,1295401,,,,,,['15 silent 9 silent case'],,,,
scan_2235,1296937,,,['enermax'],,,,,,['side grill panel w o psu'],
scan_2236,1297542,"['intel 540s series 2', 'iops ret']",,,['120gb'],,,['60k'],,,
scan_2237,1298063,['protective sleeve'],,['icy box adapter'],,,,,,,
scan_2238,1299805,,['dominator'],,"['64gb', '8x8gb']",['platinum pc4 30400'],,"['Non-ECC', 'Dominator Platinum', 'UDIMM (Unbuffered)', 'PC4-30400 (3800)', 'DDR4']",['Aluminium Heatspreader with DHX Dominator Airflow Platinum LED Fan'],,
scan_2239,1301970,,,['sharkoon'],,,,,,,
scan_2240,1302330,,,['asus'],,['ddr4'],['sata iii'],['1151'],,,
scan_2241,1303108,,['hinge'],,,,,,,['r 13 silver 360'],
scan_2242,1307841,['lpx red pc4 19200'],,,['32gb'],,,,,,
scan_2243,1308138,['spill resistant usb'],,['logitech'],,,,,,,
scan_2244,1309161,,,,"['4gb', '1x4gb']",,,"['DDR4', 'UDIMM (Unbuffered)', 'Non-ECC', 'Value Select', 'PC4-19200 (2400)']",['\xa0'],['select pc4 19200'],
scan_2245,1309553,['akasa elite'],,,['7 port'],,,,,,
scan_2246,1309637,['gigabyte gtx'],,,['1gb'],['gddr5 gpu'],,['900mhz'],,,
scan_2247,1311536,,,['netgear'],,,,,,['r7100lg'],['dual core cpu']
scan_2248,1315471,,,['gigabyte'],,,,,,,['geforce gtx 1050 windforce oc']
scan_2249,1316841,['es 5500g'],,['5 port'],,,,,,,
scan_2250,1317909,,,,,,,,,,['intel xeon e5 1620']
scan_2251,1321702,['ssd solid state drives full mounting kit included'],,['ekwb'],,,,,,,['intel 750 series add in card']
