cdi_id,cdi_cluster_id,cdi_style,cdi_product_type,cdi_material,cdi_color,cdi_finish,cdi_height,cdi_capacity,cdi_base,cdi_shape,cdi_category,cdi_brand,cdi_blocking_key
cdi_4045,7572615,'quart fits condiment center and topping bar over all dimensions',,'plastic','black',,,,,,,'fountain jar','quart fits condiment center and topping bar over all dimensions'__'plastic'_'black'_______'fountain jar'
cdi_4046,7573193,"'section self contained refrigeration stainless steel', 'doors'","'line refrigerator', 'digital thermometer', 'ramps'",,,,'1023.00 Pound(s)',,,,,,"'section self contained refrigeration stainless steel', 'doors'_'line refrigerator', 'digital thermometer', 'ramps'____'1023.00 Pound(s)'_____"
cdi_4047,7577834,"'back bar cooler', 'glass doors'","'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'glass doors', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'","'galvanized', 'stainless steel', 'stainless steel top'","'stainless steel', 'back bar cooler', 'black exterior galvanized'",,"'415.00 Pound(s)', '385.00 Pound(s)'",,,'sliding',,,"'back bar cooler', 'glass doors'_'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'glass doors', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'_'galvanized', 'stainless steel', 'stainless steel top'_'stainless steel', 'back bar cooler', 'black exterior galvanized'__'415.00 Pound(s)', '385.00 Pound(s)'___'sliding'__"
cdi_4048,7578527,,"'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'",'stainless steel',"'back bar cooler pass', 'stainless steel'",,'415.00 Pound(s)',,,,,,"_'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'_'stainless steel'_'back bar cooler pass', 'stainless steel'__'415.00 Pound(s)'_____"
cdi_4049,7586701,"'deck type gas', 'assist door with concealed hinges full'","'mechanical thermostat', 'legs flue connector'","'deck', 'angle iron frame', 'stainless steel', 'stainless steel'",,"'front and sides', 'per', 'nsf'",'2100.00 Pound(s)',,,'top',,,"'deck type gas', 'assist door with concealed hinges full'_'mechanical thermostat', 'legs flue connector'_'deck', 'angle iron frame', 'stainless steel', 'stainless steel'__'front and sides', 'per', 'nsf'_'2100.00 Pound(s)'___'top'__"
cdi_4050,7590940,"'full height sliding', 'glass doors'","'refrigerator', 'contained refrigeration stainless steel'","'section self', 'exterior aluminum'",,,'620.00 Pound(s)',"'5 casters', '38 - 53 cu. ft.'",,,'two',,"'full height sliding', 'glass doors'_'refrigerator', 'contained refrigeration stainless steel'_'section self', 'exterior aluminum'___'620.00 Pound(s)'_'5 casters', '38 - 53 cu. ft.'___'two'_"
cdi_4051,7610790,"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'",,"'breather', 'front aluminum'",'rear mounted',,'250.00 Pound(s)','14 - 16 pan',,,,,"'deep pans with 10 cutting board', 'top', 'self contained refrigeration', 'doors'__'breather', 'front aluminum'_'rear mounted'__'250.00 Pound(s)'_'14 - 16 pan'____"
cdi_4052,7628889,"'regaline sink 1', 'compartment with left right hand drainboards', 'deep with'","'open frame', 'gauge'",,,'nsf',"'138.00 Pound(s)', '8""'",,'legs with side crossrails',,'12',,"'regaline sink 1', 'compartment with left right hand drainboards', 'deep with'_'open frame', 'gauge'___'nsf'_'138.00 Pound(s)', '8""'__'legs with side crossrails'__'12'_"
cdi_4053,7629227,"'two', 'drawers pans', 'legs side', 'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'505.00 Pound(s)',,,,,,"'two', 'drawers pans', 'legs side', 'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'stainless steel', 'front non spill edge', 'stainless steel'___'505.00 Pound(s)'_____"
cdi_4054,7629295,"'legs side', 'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'stainless steel', 'front non spill edge', 'stainless steel'",,,"'60 1', '418.00 Pound(s)'",,'drawers pans',,,,"'legs side', 'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'stainless steel', 'front non spill edge', 'stainless steel'___'60 1', '418.00 Pound(s)'__'drawers pans'___"
cdi_4055,7629514,"'drawers pans', 'drawers'","'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,"'48 1', '295.00 Pound(s)'",,,,,,"'drawers pans', 'drawers'_'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'48 1', '295.00 Pound(s)'_____"
cdi_4056,7629697,"'two', 'drawers'","'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'375.00 Pound(s)',,,'section designed for remote refrigeration 4 drawers pans',,,"'two', 'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'375.00 Pound(s)'___'section designed for remote refrigeration 4 drawers pans'__"
cdi_4057,7629928,'drawers',"'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,"'75 w', '401.00 Pound(s)'",,,'section designed for remote refrigeration 4 drawers pans',,'refrigerated',"'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'75 w', '401.00 Pound(s)'___'section designed for remote refrigeration 4 drawers pans'__'refrigerated'"
cdi_4058,7629940,'drawers',"'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'428.00 Pound(s)',,,'section designed for remote refrigeration 4 drawers pans',,'refrigerated',"'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'428.00 Pound(s)'___'section designed for remote refrigeration 4 drawers pans'__'refrigerated'"
cdi_4059,7629950,"'drawers pans', 'drawers'","'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'278.00 Pound(s)',,,,,'refrigerated',"'drawers pans', 'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'278.00 Pound(s)'_____'refrigerated'"
cdi_4060,7629954,"'equipment', 'drawers pans', 'drawers'","'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'299.00 Pound(s)',,,,,,"'equipment', 'drawers pans', 'drawers'_'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'299.00 Pound(s)'_____"
cdi_4061,7629956,'drawers',"'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'331.00 Pound(s)',,,'section designed for remote refrigeration 4 drawers pans',,,"'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'331.00 Pound(s)'___'section designed for remote refrigeration 4 drawers pans'__"
cdi_4062,7630090,'drawers',"'equipment', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,'466.00 Pound(s)',,,,,,"'drawers'_'equipment', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'466.00 Pound(s)'_____"
cdi_4063,7630108,'drawers',"'equipment', 'not included', 'legs cul'","'stainless steel', 'front non spill edge', 'stainless steel'",,,"'99 w', '530.00 Pound(s)'",,,,,'refrigerated',"'drawers'_'equipment', 'not included', 'legs cul'_'stainless steel', 'front non spill edge', 'stainless steel'___'99 w', '530.00 Pound(s)'_____'refrigerated'"
cdi_4064,7630331,"'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'pans', 'stainless steel', 'front non spill edge'",'refrigerated low',,"'99 1', '691.00 Pound(s)'",,,'mounted',,,"'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'pans', 'stainless steel', 'front non spill edge'_'refrigerated low'__'99 1', '691.00 Pound(s)'___'mounted'__"
cdi_4065,7630373,"'two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'stainless steel', 'front non spill edge'",,,'578.00 Pound(s)',,,'mounted',,'refrigerated',"'two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'stainless steel', 'front non spill edge'___'578.00 Pound(s)'___'mounted'__'refrigerated'"
cdi_4066,7630401,"'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'stainless steel', 'front non spill edge'",,,'405.00 Pound(s)',,,'mounted',,,"'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'stainless steel', 'front non spill edge'___'405.00 Pound(s)'___'mounted'__"
cdi_4067,7630406,"'two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'","'equipment', 'not included'","'stainless steel', 'front non spill edge'",,,'479.00 Pound(s)',,,'mounted',,'refrigerated',"'two', 'drawers pans', 'refrigeration system with electric condensate evaporator', 'drawers'_'equipment', 'not included'_'stainless steel', 'front non spill edge'___'479.00 Pound(s)'___'mounted'__'refrigerated'"
cdi_4068,7630933,"'rear', 'csa star csa flame'","'pan with', 'legs with front'",,'assist hinged cover','nsf',,"'off 100', '450 f'",,,,'accutemp edge series tilting skillet',"'rear', 'csa star csa flame'_'pan with', 'legs with front'__'assist hinged cover'_'nsf'__'off 100', '450 f'____'accutemp edge series tilting skillet'"
cdi_4069,7631038,"'oven', 'porcelain', 'floor model'",'legs',"'stainless steel door with', 'dial timer continuous buzzer', 'stainless steel'",,'cetlus','530.00 Pound(s)',,"'speed fan', 'legs'",,'thermostat 200 500 f 60 minute','convection oven',"'oven', 'porcelain', 'floor model'_'legs'_'stainless steel door with', 'dial timer continuous buzzer', 'stainless steel'__'cetlus'_'530.00 Pound(s)'__'speed fan', 'legs'__'thermostat 200 500 f 60 minute'_'convection oven'"
cdi_4070,7642305,"'restaurant', 'right standing pilot 1 convection oven'","'burners', 'shelf 6 adjustable'",'battery','ultimate',"'stainless steel', 'nsf'",'735.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,,,"'restaurant', 'right standing pilot 1 convection oven'_'burners', 'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'735.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'___"
cdi_4071,7642350,"'restaurant', 'back right', 'oven'",'shelf 6 adjustable','battery','ultimate',"'stainless steel', 'nsf'",'735.00 Pound(s)',,"'flue riser with shelf', '(1) convection oven, (1) cabinet'",,"'front', 'left standing pilot 1'",,"'restaurant', 'back right', 'oven'_'shelf 6 adjustable'_'battery'_'ultimate'_'stainless steel', 'nsf'_'735.00 Pound(s)'__'flue riser with shelf', '(1) convection oven, (1) cabinet'__'front', 'left standing pilot 1'_"
cdi_4072,7651306,'front',,"'solid state thermostat', 'timer 5', 'stainless steel'",'oven racks per','deck electronic','1030.00 Pound(s)','60 minute','legs',,,,"'front'__'solid state thermostat', 'timer 5', 'stainless steel'_'oven racks per'_'deck electronic'_'1030.00 Pound(s)'_'60 minute'_'legs'___"
cdi_4073,7660327,"'two', 'glass doors', 'two', 'sliding, half door(s)', 'half door(s), wide'","'refrigerator', 'contained refrigeration aluminum', 'half height sliding', 'refrigerator', 'contained refrigeration stainless steel', 'half height glass doors'","'section self', 'front', 'section self'",,,"'575.00 Pound(s)', '645.00 Pound(s)'","'5 casters', '38 - 53 cu. ft.', '38 - 53 cu. ft.'",,,,,"'two', 'glass doors', 'two', 'sliding, half door(s)', 'half door(s), wide'_'refrigerator', 'contained refrigeration aluminum', 'half height sliding', 'refrigerator', 'contained refrigeration stainless steel', 'half height glass doors'_'section self', 'front', 'section self'___'575.00 Pound(s)', '645.00 Pound(s)'_'5 casters', '38 - 53 cu. ft.', '38 - 53 cu. ft.'____"
cdi_4074,7661771,'per',,'japanese',,,,'9 l',,,,'chopsticks teak','per'__'japanese'____'9 l'____'chopsticks teak'
cdi_4075,7662006,'diameter knife variable slice thickness',"'lift device and zero blade exposure', 'during cleaning'",'anodized aluminum',,'seconds belt driven carriage tilts','105.10 Pound(s)',,,,,,"'diameter knife variable slice thickness'_'lift device and zero blade exposure', 'during cleaning'_'anodized aluminum'__'seconds belt driven carriage tilts'_'105.10 Pound(s)'_____"
cdi_4076,7662160,"'premium series slicer', 'diameter knife variable slice thickness'","'belt driven remote', 'lift device and zero blade exposure', 'during cleaning'",,,,'125.00 Pound(s)',,,,,,"'premium series slicer', 'diameter knife variable slice thickness'_'belt driven remote', 'lift device and zero blade exposure', 'during cleaning'____'125.00 Pound(s)'_____"
cdi_4077,7664236,,'safe',,,,,,,,,,_'safe'_________
cdi_4078,7668523,'flue riser black',"'heavy duty', 'open burners', 'open cabinet base with stainless steel', 'shelves 6'",'front',,,'485.00 Pound(s)',,"'legs 135', '(1) cabinet'",,'hot tops',,"'flue riser black'_'heavy duty', 'open burners', 'open cabinet base with stainless steel', 'shelves 6'_'front'___'485.00 Pound(s)'__'legs 135', '(1) cabinet'__'hot tops'_"
cdi_4079,7677985,"'pan capacity per', 'compartment'",'convection steamer direct','timer stainless steel',,,"'12 x 20', '600.00 Pound(s)'",'60 minute',,,,,"'pan capacity per', 'compartment'_'convection steamer direct'_'timer stainless steel'___'12 x 20', '600.00 Pound(s)'_'60 minute'____"
cdi_4080,7678216,'1 steam generator','convection steamer',,,,'750.00 Pound(s)',,,,,,'1 steam generator'_'convection steamer'____'750.00 Pound(s)'_____
cdi_4081,7681491,"'deck envirostar', 'opening doors'","'fans', 'pan slides 6 racks'","'porcelain', 'each energy star'",'glass windows stainless steel','solid state','1080.00 Pound(s)',,,,,,"'deck envirostar', 'opening doors'_'fans', 'pan slides 6 racks'_'porcelain', 'each energy star'_'glass windows stainless steel'_'solid state'_'1080.00 Pound(s)'_____"
cdi_4082,7681628,'opening doors',"'fans', 'pan slides 6 racks'","'program baking', 'porcelain', 'each energy star'",'glass windows stainless steel',,'1060.00 Pound(s)',,'legs',,'deck envirozone icon driven',,"'opening doors'_'fans', 'pan slides 6 racks'_'program baking', 'porcelain', 'each energy star'_'glass windows stainless steel'__'1060.00 Pound(s)'__'legs'__'deck envirozone icon driven'_"
cdi_4083,7681838,"'half door(s), wide'","'reach in', 'contained refrigeration aluminum', 'half height glass doors'","'section self', 'front'",,'one','355.00 Pound(s)','10 - 23 cu. ft.',,,,,"'half door(s), wide'_'reach in', 'contained refrigeration aluminum', 'half height glass doors'_'section self', 'front'__'one'_'355.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_4084,7682701,,'60 minute','timer stainless steel construction',,,'750.00 Pound(s)',,,,,,_'60 minute'_'timer stainless steel construction'___'750.00 Pound(s)'_____
cdi_4085,7686890,"'top', 'drawers'","'floor', 'not included'","'18 gauge', 'stainless steel'","'chef base', 'back aluminum'",,"'300 series', '621.00 Pound(s)'","'8 l', '60 1', '9 amps'",,,,'refrigerated',"'top', 'drawers'_'floor', 'not included'_'18 gauge', 'stainless steel'_'chef base', 'back aluminum'__'300 series', '621.00 Pound(s)'_'8 l', '60 1', '9 amps'____'refrigerated'"
cdi_4086,7689551,"'half door(s), wide'","'refrigerator', 'contained refrigeration stainless steel', 'glass half doors'",'section self',,,'500.00 Pound(s)',"'5 casters', '24 - 37 cu. ft.'",,'hinged','one',,"'half door(s), wide'_'refrigerator', 'contained refrigeration stainless steel', 'glass half doors'_'section self'___'500.00 Pound(s)'_'5 casters', '24 - 37 cu. ft.'__'hinged'_'one'_"
cdi_4087,7692483,"'restaurant', 'burners', 'right standing pilot 2 space', 'per'",,'oven',"'ultimate', 'back left 2'","'saver ovens with battery', 'nsf'",'735.00 Pound(s)',,'(2) standard / space saver ovens',,,,"'restaurant', 'burners', 'right standing pilot 2 space', 'per'__'oven'_'ultimate', 'back left 2'_'saver ovens with battery', 'nsf'_'735.00 Pound(s)'__'(2) standard / space saver ovens'___"
cdi_4088,7696083,,"'temp freezer', 'half height glass doors'",,,,'500.00 Pound(s)','15 f',,,,,"_'temp freezer', 'half height glass doors'____'500.00 Pound(s)'_'15 f'____"
cdi_4089,7696382,"'half door(s), wide'","'refrigerator', 'contained refrigeration stainless steel', 'half height glass doors'","'section self', 'exterior aluminum'",,,'365.00 Pound(s)','10 - 23 cu. ft.',,,,,"'half door(s), wide'_'refrigerator', 'contained refrigeration stainless steel', 'half height glass doors'_'section self', 'exterior aluminum'___'365.00 Pound(s)'_'10 - 23 cu. ft.'____"
cdi_4090,7698479,"'reinforced', 'legs 1', 'doors'","'line freezer', '6 backsplash stainless steel', 'half height field', 'refrigeration'","'stainless steel work top', 'exterior front', 'stainless steel'",,,'360.00 Pound(s)',,,,,,"'reinforced', 'legs 1', 'doors'_'line freezer', '6 backsplash stainless steel', 'half height field', 'refrigeration'_'stainless steel work top', 'exterior front', 'stainless steel'___'360.00 Pound(s)'_____"
cdi_4091,7704143,,'packs',,,,,,,,,,_'packs'_________
cdi_4092,7704388,,'safe','stainless steel hollow dishwasher',,,,'9 l',,,,'chopsticks',_'safe'_'stainless steel hollow dishwasher'____'9 l'____'chopsticks'
cdi_4093,7706712,"'burners', 'front', 'back right', 'oven', 'flue riser with shelf stainless steel', 'front'",'shelf 6 adjustable','battery',,'nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'restaurant','left standing pilot 1',,"'burners', 'front', 'back right', 'oven', 'flue riser with shelf stainless steel', 'front'_'shelf 6 adjustable'_'battery'__'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'restaurant'_'left standing pilot 1'_"
cdi_4094,7706727,"'right standing pilot 1 standard', 'oven', 'flue riser with shelf stainless steel', 'front'","'burners', 'shelf 6 adjustable'",'battery',,'nsf','735.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'restaurant',,,"'right standing pilot 1 standard', 'oven', 'flue riser with shelf stainless steel', 'front'_'burners', 'shelf 6 adjustable'_'battery'__'nsf'_'735.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'restaurant'__"
cdi_4095,7709658,'top',,'stainless steel',,,,'86 l',,,,'single sided','top'__'stainless steel'____'86 l'____'single sided'
cdi_4096,7713324,'glass doors',"'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'","'stainless steel', 'stainless steel', 'stainless steel top', 'glass doors'","'back bar cooler pass', 'back bar cooler pass'",'stainless steel',"'415.00 Pound(s)', '415.00 Pound(s)'",,,"'stainless steel', 'sliding', 'stainless steel'",,,"'glass doors'_'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration', 'floor epoxy coated steel', 'shelves condensate evaporator self contained refrigeration'_'stainless steel', 'stainless steel', 'stainless steel top', 'glass doors'_'back bar cooler pass', 'back bar cooler pass'_'stainless steel'_'415.00 Pound(s)', '415.00 Pound(s)'___'stainless steel', 'sliding', 'stainless steel'__"
cdi_4097,7713751,'enameled cast iron','ceramic halogen and induction',,'black suitable',,,,,,,'le chasseur','enameled cast iron'_'ceramic halogen and induction'__'black suitable'_______'le chasseur'
cdi_4098,7713768,'h with lid and handles',"'terrine 1', 'ceramic halogen and induction'",'rectangular','enameled cast iron',,,"'4 qt', '11 l'",,'chasseur',,,"'h with lid and handles'_'terrine 1', 'ceramic halogen and induction'_'rectangular'_'enameled cast iron'___'4 qt', '11 l'__'chasseur'__"
cdi_4099,7713785,,'ceramic halogen and induction',"'rectangular', 'suitable'","'chasseur terrine', 'enameled cast iron'",,,"'8 qt', '12 1', '2 l'",,,,,"_'ceramic halogen and induction'_'rectangular', 'suitable'_'chasseur terrine', 'enameled cast iron'___'8 qt', '12 1', '2 l'____"
cdi_4100,7713786,'h with lid and handles',"'terrine 1', 'ceramic halogen and induction'","'rectangular', 'suitable'",'enameled cast iron',,,"'4 qt', '11 l'",,'chasseur',,,"'h with lid and handles'_'terrine 1', 'ceramic halogen and induction'_'rectangular', 'suitable'_'enameled cast iron'___'4 qt', '11 l'__'chasseur'__"
cdi_4101,7713787,,"'terrine', 'ceramic halogen and induction'",'rectangular','enameled cast iron',,,"'12 1', '2 l'",,'chasseur',,,"_'terrine', 'ceramic halogen and induction'_'rectangular'_'enameled cast iron'___'12 1', '2 l'__'chasseur'__"
cdi_4102,7719969,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'",'battery',,'nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",'ultimate',,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'battery'__'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'_'ultimate'__"
cdi_4103,7720135,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'","'left standing pilot 1', 'battery'",,'nsf','1075.00 Pound(s)','48 griddle',"'(1) standard oven, (1) cabinet'",'restaurant',,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'left standing pilot 1', 'battery'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(1) standard oven, (1) cabinet'_'restaurant'__"
cdi_4104,7720476,"'oven', 'flue riser with shelf stainless steel', 'front'","'standard grates', 'shelf 6 adjustable'","'left thermostatic', 'battery'",,'nsf','1075.00 Pound(s)','48 griddle',"'(1) standard oven, (1) cabinet'",'restaurant',,,"'oven', 'flue riser with shelf stainless steel', 'front'_'standard grates', 'shelf 6 adjustable'_'left thermostatic', 'battery'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(1) standard oven, (1) cabinet'_'restaurant'__"
cdi_4105,7721339,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'","'left thermostatic', 'shelf 6 adjustable'",'battery','ultimate','nsf','1075.00 Pound(s)',,"'(1) standard oven, (1) cabinet'",,,,"'restaurant', 'oven', 'flue riser with shelf stainless steel', 'front'_'left thermostatic', 'shelf 6 adjustable'_'battery'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'(1) standard oven, (1) cabinet'___"
cdi_4106,7723709,'open burners','heavy duty','manual',,'nsf','450.00 Pound(s)',,"'open burners', '(1) cabinet'",,,,"'open burners'_'heavy duty'_'manual'__'nsf'_'450.00 Pound(s)'__'open burners', '(1) cabinet'___"
cdi_4107,7727593,"'line worktop freezer', 'front', 'self contained refrigeration', 'doors'",,'stainless steel','rear mounted',,'240.00 Pound(s)',,,,,,"'line worktop freezer', 'front', 'self contained refrigeration', 'doors'__'stainless steel'_'rear mounted'__'240.00 Pound(s)'_____"
cdi_4108,7733377,'sediment bad tastes',,,'carbon filter','ansi',,,,,,,'sediment bad tastes'___'carbon filter'_'ansi'______
cdi_4109,7733729,,'ceramic halogen and induction',,'chasseur fondue pot',,,'9 dia','enameled cast iron suitable',,,,_'ceramic halogen and induction'__'chasseur fondue pot'___'9 dia'_'enameled cast iron suitable'___
cdi_4110,7739249,"'open cabinet base with stainless steel', 'flue riser black'","'heavy duty', 'shelves 6'","'front', 'black'",,,'525.00 Pound(s)',,"'18 even', '(1) cabinet'",,,,"'open cabinet base with stainless steel', 'flue riser black'_'heavy duty', 'shelves 6'_'front', 'black'___'525.00 Pound(s)'__'18 even', '(1) cabinet'___"
cdi_4111,7741741,'half door(s)','reach in three','exterior aluminum','narrow half height solid doors',,'830.00 Pound(s)','54 - 85 cu. ft.','contained refrigeration stainless steel',,,,'half door(s)'_'reach in three'_'exterior aluminum'_'narrow half height solid doors'__'830.00 Pound(s)'_'54 - 85 cu. ft.'_'contained refrigeration stainless steel'___
cdi_4112,7751440,,,,,,,'60 l',,,,,______'60 l'____
cdi_4113,7753293,'pasta drying','transfer ruler',,,,,,,,,,'pasta drying'_'transfer ruler'_________
cdi_4114,7753330,,'blade',,'pasta cutter',,,,,,,'linguini',_'blade'__'pasta cutter'_______'linguini'
cdi_4115,7753331,,,,'manual and electric models',,,,,,,'capellini pasta cutter blade 1',___'manual and electric models'_______'capellini pasta cutter blade 1'
cdi_4116,7756992,"'levels', 'glass lighted', '4400 total watts'","'touch pads', 'door with tempered', 'ceramic shelf'",,'touch control','stainless steel','123.00 Pound(s)','0.9 - 1.0 cu. ft. capacity',,,,,"'levels', 'glass lighted', '4400 total watts'_'touch pads', 'door with tempered', 'ceramic shelf'__'touch control'_'stainless steel'_'123.00 Pound(s)'_'0.9 - 1.0 cu. ft. capacity'____"
cdi_4117,7757890,,'hanging hole',,,,,,,,,,_'hanging hole'_________
cdi_4118,7762538,"'standard ovens with battery', 'per'",'standard grates','oven',,'nsf','1075.00 Pound(s)','48 griddle','(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'_'standard grates'_'oven'__'nsf'_'1075.00 Pound(s)'_'48 griddle'_'(2) standard ovens'_'restaurant'__"
cdi_4119,7763287,"'standard ovens with battery', 'per'",'left standing pilot','oven',,'nsf','1075.00 Pound(s)',,'(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'_'left standing pilot'_'oven'__'nsf'_'1075.00 Pound(s)'__'(2) standard ovens'_'restaurant'__"
cdi_4120,7763306,'half door(s)','reach in three',,'narrow half height solid doors',,'905.00 Pound(s)','54 - 85 cu. ft.','contained refrigeration stainless steel',,,,'half door(s)'_'reach in three'__'narrow half height solid doors'__'905.00 Pound(s)'_'54 - 85 cu. ft.'_'contained refrigeration stainless steel'___
cdi_4121,7763503,"'standard ovens with battery', 'per'",,'oven',,'nsf','1075.00 Pound(s)',,'(2) standard ovens','restaurant',,,"'standard ovens with battery', 'per'__'oven'__'nsf'_'1075.00 Pound(s)'__'(2) standard ovens'_'restaurant'__"
cdi_4122,7763529,'per','standard grates',"'battery', 'oven'",,'nsf','1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",'restaurant',,,"'per'_'standard grates'_'battery', 'oven'__'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'_'restaurant'__"
cdi_4123,7763564,"'restaurant', 'per'",'standard grates',"'battery', 'oven'",'ultimate','nsf','1075.00 Pound(s)',,"'standard ovens', '(2) standard ovens'",,,,"'restaurant', 'per'_'standard grates'_'battery', 'oven'_'ultimate'_'nsf'_'1075.00 Pound(s)'__'standard ovens', '(2) standard ovens'___"
cdi_4124,7769089,"'it', 'products at', 'back panel heavy duty stainless steel', 'completely', 'with coved', 'divider', 'wall between', 'complete with a 2 cfc free polyurethane', 'colder and minimize', 'white', 'to clean this unit comes', 'Swing'","'fresher and maintain', 'food pans and cabinet', 'exterior full length', 'added', 'open feature door openings have', 'this unit comes', 'encased in', 'large fan motor and fan blades', 'per door with clips and adjustable', 'add to this unit s convenience', 'food pans and adaptor bars'","'temperature in', 'galvanized', 'stainless steel', 'plastic', 'friendly cfc free', 'stainless steel', 'epoxy coated shelving'","'comes with forced air', 'front and sides', 'provide better air flow while the stainless steel insulated hood and lid', 'per shelf', 'standard with clear polycarbonate'","'stainless steel', 'without tools and come'",'214.00 Pound(s)','8',,"'abs plastic', 'mounted'",,,"'it', 'products at', 'back panel heavy duty stainless steel', 'completely', 'with coved', 'divider', 'wall between', 'complete with a 2 cfc free polyurethane', 'colder and minimize', 'white', 'to clean this unit comes', 'Swing'_'fresher and maintain', 'food pans and cabinet', 'exterior full length', 'added', 'open feature door openings have', 'this unit comes', 'encased in', 'large fan motor and fan blades', 'per door with clips and adjustable', 'add to this unit s convenience', 'food pans and adaptor bars'_'temperature in', 'galvanized', 'stainless steel', 'plastic', 'friendly cfc free', 'stainless steel', 'epoxy coated shelving'_'comes with forced air', 'front and sides', 'provide better air flow while the stainless steel insulated hood and lid', 'per shelf', 'standard with clear polycarbonate'_'stainless steel', 'without tools and come'_'214.00 Pound(s)'_'8'__'abs plastic', 'mounted'__"
