ids,wor_author,half_author,wor_binding,half_binding,wor_id,half_id,wor_isbn,half_isbn,wor_pages,half_pages,wor_pubdate,half_pubdate,wor_publisher,half_publisher,wor_title,half_title,label
wor_43508_half_2167,Sophie Flack,Sophie Flack,Hardback,,wor_43508,half_2167,9780316126533,9780316126540,304,320,(25 Oct 2011),"Oct. 9th, 2012","Little, Brown & Company ",Poppy Books,Bunheads,Bunheads,0
wor_39959_half_1619,Neil Ardley,Neil Ardley,Paperback,,wor_39959,half_1619,9780756619183,9780756619183,119,119,(1 Apr 2006),"Apr. 1st, 2006",DK Publishing ,DK Publishing (Dorling Kindersley),101 Great Science Experiments,101 Great Science Experiments,1
wor_37119_half_2363,Alan Lawrence Sitomer,Alan Lawrence Sitomer,Hardback,,wor_37119,half_2363,9781423100300,9780786849109,283,218,(1 Apr 2007),"Feb. 1st, 2006",Jump at the Sun ,Jump at the Sun,Homeboyz,The Hoopster,0
wor_1342_half_1320,Kenneth Oppel,Kenneth Oppel,Paperback,,wor_1342,half_1320,9780545229265,9780545229265,375,375,(1 Jul 2012),"Jul. 1st, 2012",Scholastic Paperbacks ,Scholastic Paperbacks,Half Brother,Half Brother,1
wor_23365_half_1142,David J. Goodman,David Levithan,Hardback,,wor_23365,half_1142,9780306457722,9780375854514,312,256,(30 Nov 1997),"Sep. 11th, 2012",Springer Science+Business Media ,Ember,Mobile Multimedia Communications,"Every You, Every Me",0
wor_46071_half_2649,Rosemarie Boll,Rosemarie Boll,Paperback,,wor_46071,half_2649,9781897187722,9781897187722,240,319,(1 Apr 2010),"Apr. 1st, 2010",Second Story Press ,Second Story Press,Second Trial,The Second Trial,1
wor_47406_half_2849,Michelle Cooper,Michelle Cooper,Paperback,,wor_47406,half_2849,9780375851544,9780375851544,296,296,(8 Mar 2011),"Mar. 8th, 2011",Random House USA Inc ,Alfred A. Knopf Books for Young Readers,A Brief History of Montmaray,A Brief History of Montmaray,1
wor_39299_half_1504,S L Rottman,S. L. Rottman,Paperback,,wor_39299,half_1504,9781561454273,9781561454273,221,221,(1 Oct 2007),"Oct. 1st, 2007",Peachtree Publishing Company ,Peachtree s,Hero,Hero,1
wor_34395_half_1386,Heather Dixon,Heather Anastasiu,Paperback,,wor_34395,half_1386,9780471973829,9781250003003,264,336,(19 Sep 2006),"Feb. 19th, 2013",Turner Publishing Company ,St. Martin's Griffin,Not Your Mama's Knitting: The Cool and Creative Way to Pick Up Sticks,Override,0
wor_30625_half_547,Katherine Paterson,Katherine Paterson,Paperback,,wor_30625,half_547,9780060734015,9780060734015,191,191,(1 Jul 2008),"Dec. 28th, 2004",HarperCollins Publishers Inc ,HarperTrophy,Bridge to Terabithia,Bridge to Terabithia,1
wor_42850_half_2066,David Clement-Davies,David Clement-Davies,Paperback,,wor_42850,half_2066,9780142408742,9780142408742,465,465,(16 Aug 2007),"Aug. 16th, 2007",Penguin Putnam Inc ,Puffin Books,The Sight,The Sight,1
wor_33954_half_1059,Isuna Hasekur,Isuna Hasekura,Paperback,,wor_33954,half_1059,9780759531062,9780759531062,288,283,(15 Jun 2010),"Jun. 15th, 2010","Little, Brown & Company ",Yen Press,"Spice and Wolf, Vol. 2","Spice & Wolf, Volume 2",1
wor_45371_half_2511,Julia Hoban,Julia Hoban,Paperback,,wor_45371,half_2511,9780142416662,9780142416662,329,329,(23 Feb 2010),"Feb. 23rd, 2010",Penguin Putnam Inc ,Speak,Willow,Willow,1
wor_32974_half_2899,Jennifer Bradbury,Jennifer Bradbury,Paperback,,wor_32974,half_2899,9781416990086,9781416990086,309,309,(1 Jul 2012),"May. 22nd, 2012",Simon & Schuster ,Atheneum Books for Young Readers,Wrapped,Wrapped,1
wor_46095_half_2657,Paul B. Janeczko,Paul B. Janeczko,Paperback,,wor_46095,half_2657,9781442460614,9780763660666,144,256,(9 Mar 2012),"Sep. 11th, 2012",Simon & Schuster ,Candlewick Press (MA),Poetry From A to Z: A Guide for Young Writers,The Dark Game,0
wor_34702_half_830,Sherri L. Smith,Sherri L. Smith,Paperback,,wor_34702,half_830,9780142417256,9780142417256,304,288,(16 Sep 2010),"Sep. 16th, 2010",Penguin Putnam Inc ,Speak,Flygirl,Flygirl,1
wor_34121_half_753,Marcus Sedgwick,Marcus Sedgwick,Paperback,,wor_34121,half_753,9781444000054,9780312547974,224,204,(23 Apr 2010),"Sep. 27th, 2011",Hachette Children's Group ,Square Fish,Revolver,Revolver,0
wor_39123_half_1474,Mari Mancusi,Mari Mancusi,Paperback,,wor_39123,half_1474,9783401503493,9780425253038,264,256,(1 Jan 2012),"Sep. 4th, 2012",Arena Verlag GmbH ,Berkley Publishing Group,Bis dass der Biss uns scheidet,Blood Forever,0
wor_46986_half_2801,Prue Mason,Prue Mason,Hardback,,wor_46986,half_2801,9781580893145,9781580893152,204,204,(1 Jul 2007),"Feb. 1st, 2009",Charlesbridge Publishing ,Charlesbridge Publishing,Camel Rider,Camel Rider,0
wor_19413_half_1872,"Anne McCaffrey, Todd McCaffrey",Anne McCaffrey,Paperback,,wor_19413,half_1872,9780552153485,9780689860072,528,288,(5 Nov 2007),"Apr. 1st, 2003",Transworld Publishers Ltd ,Aladdin Paperbacks,Dragon's Fire,Dragonsinger,0
wor_44279_half_2306,Dick Houston,Dick Houston,Paperback,,wor_44279,half_2306,9780375847240,9780375847240,323,323,(10 May 2011),"May. 10th, 2011",Random House USA Inc ,Yearling Books,Bulu: African Wonder Dog,Bulu,1
wor_35507_half_951,Franny Billingsley,Franny Billingsley,Paperback,,wor_35507,half_951,9780142420928,9780142420928,361,361,(12 Apr 2012),"Apr. 12th, 2012",Penguin Putnam Inc ,Speak,Chime,Chime,1
wor_41963_half_1937,Menno Metselaar,Menno Metselaar,Paperback,,wor_41963,half_1937,9781596435476,9781596435476,-1,215,(1 Sep 2009),"Sep. 1st, 2009",Flash Point ,Flash Point,Anne Frank: Her Life in Words and Pictures from the Archives of the Anne Frank House,Anne Frank,1
wor_45316_half_2504,Jaime Reed,Jaime Reed,Paperback,,wor_45316,half_2504,9780758269263,9780758269263,314,304,(14 Feb 2013),"Dec. 24th, 2012",Kensington Publishing ,K-Teen/Dafina,Fading Amber: A Cambion Chronicles Novel,Fading Amber,1
wor_5687_half_365,Louis Sachar,Louis Sachar,Paperback,Paperback,wor_5687,half_365,9780747587231,9780380731480,192,128,(5 Mar 2007),"Jun. 1st, 1998",Bloomsbury Publishing PLC ,HarperTrophy,Someday Angeline,Sideways Stories from Wayside School,0
wor_9081_half_296,Jerry Spinelli,Jerry Spinelli,Paperback,,wor_9081,half_296,9780679885504,9780440238577,162,162,(31 Mar 1997),"May. 11th, 2004",Alfred A. Knopf ,Laurel Leaf Library,Crash,Crash,0
wor_10932_half_242,Jack London,Jack London,Paperback,Paperback,wor_10932,half_242,9780812504323,9780141321059,114,133,(1 Dec 1992),"Apr. 1st, 2008",Macmillan Publishers New Zealand Ltd ,Puffin Books,Call of the Wild,The Call of the Wild,0
wor_41483_half_1874,Blythe Grossberg,Blythe Grossberg,Paperback,,wor_41483,half_1874,9781433811272,9781433811272,128,127,(15 Jun 2012),"May. 15th, 2012",American Psychological Association ,Magination Press,Asperger's Rules! How To Make Sense of School and Friends,Asperger's Rules!,1
wor_36689_half_1682,Hampton Wilborn R.,Wilborn Hampton,Paperback,,wor_36689,half_1682,9780763657673,9780763657673,169,169,(1 Oct 2011),"Aug. 23rd, 2011","Candlewick Press,U.S. ",Candlewick Press (MA),"September 11, 2001: Attack On New York C","September 11, 2011",1
wor_34898_half_2625,Amy Pastan,Amy Pastan,Paperback,Paperback,wor_34898,half_2625,9780756621117,9780756621117,128,128,(1 Aug 2006),"Aug. 1st, 2006",DK Publishing ,DK Publishing (Dorling Kindersley),DK Biography: Gandhi: A Photographic Story of a Life,Gandhi,1
wor_28551_half_40,Christopher Paul Curtis,Christopher Paul Curtis,Paperback,,wor_28551,half_40,9780385382946,9780440228004,210,224,(6 Aug 2013),"Dec. 12th, 2000",Yearling Books ,Laurel Leaf Library,The Watsons Go to Birmingham - 1963,The Watsons Go to Birmingham - 1963,0
wor_42529_half_2025,Torrey Maldonado,Torrey Maldonado,Paperback,,wor_42529,half_2025,9780142417478,9780142417478,195,195,(1 May 2012),"Apr. 12th, 2012",Penguin Putnam Inc ,Puffin Books,Secret Saturdays,Secret Saturdays,1
wor_41439_half_1865,Eleanor Updale,Eleanor Updale,Hardback,Paperback,wor_41439,half_1865,9780439978156,9780439580366,192,240,(23 May 2003),"Apr. 30th, 2005",Scholastic ,Scholastic Paperbacks,Montmorency,Montmorency,0
wor_37240_half_1231,Julie Cross,Julie Cross,Paperback,,wor_37240,half_1231,9781250011206,9781250011206,360,352,(11 Dec 2012),"Jan. 8th, 2013",St. Martins Press-3PL ,St. Martin's Griffin,Tempest,Tempest,1
wor_27935_half_576,James Patterson,James Patterson,Paperback,,wor_27935,half_576,9780099550020,9780316038324,496,291,(24 Nov 2011),"Feb. 7th, 2012",Cornerstone ,Little Brown and Company,Tick Tock: . A pacey New York crime thriller,Angel [With Poster],0
wor_41746_half_1910,Stormie Omartian,Stormie Omartian,Paperback,,wor_41746,half_1910,9780736966030,9780736901901,112,203,(1 Aug 2015),"Jul. 1st, 2005","Harvest House Publishers,U.S. ",Harvest House s,The Power of a Praying Kid,The Power of a Praying Teen,0
wor_28387_half_1860,Gary Paulsen,Gary Paulsen,Paperback,,wor_28387,half_1860,9781416936473,9780689808821,186,208,(14 Jun 2008),,Simon & Schuster ,Aladdin Paperbacks,Hatchet,Hatchet,0
wor_4748_half_67,Jeanne DuPrau,Jeanne DuPrau,Paperback,Paperback,wor_4748,half_67,9780552552387,9780375822742,288,288,(6 Jan 2005),"May. 25th, 2004",Random House Children's Publishers UK ,Yearling Books,The City of Ember,The City of Ember,0
wor_9287_half_2467,Paul Zindel,Paul Zindel,Paperback,,wor_9287,half_2467,9780440229513,9780440229513,184,192,(2 Apr 2003),"Feb. 11th, 2003",Bantam Doubleday Dell Publishing Group Inc ,Laurel Leaf Library,"The Gadget, the",The Gadget,1
wor_28821_half_913,Deborah Ellis,Deborah Ellis,Paperback,,wor_28821,half_913,9780192753762,9780888995421,160,164,(4 Mar 2004),"Sep. 1st, 2004",Oxford University Press ,Groundwood Books,Mud City,Mud City,0
wor_35891_half_1014,Corrine Jackson,Corrine Jackson,Paperback,,wor_35891,half_1014,9780758273338,9780758273338,304,304,(27 Nov 2012),"Dec. 1st, 2012",Kensington Publishing ,K-Teen,Touched,Touched,1
wor_30890_half_306,Louise Fitzhugh,Louise Fitzhugh,Paperback,,wor_30890,half_306,9780440416791,9780440416791,300,320,(26 Jun 2001),"May. 8th, 2001",Random House (Pty) Ltd South Africa ,Yearling Books,Harriet the Spy,Harriet the Spy,1
wor_44037_half_2270,Katherine Marsh,Katherine Marsh,Paperback,,wor_44037,half_2270,9781423106906,9781423106906,232,232,(1 Sep 2008),"Sep. 1st, 2008",Hyperion ,Hyperion Books for Children,The Night Tourist,The Night Tourist,1
wor_30782_half_997,Simon Basher,Simon Basher,Paperback,,wor_30782,half_997,9780753468227,9780753468227,128,128,(1 Mar 2012),"Mar. 27th, 2012",Pan Macmillan ,Kingfisher,Basher Science: Oceans: Making Waves!,Basher Science: Oceans,1
wor_35447_half_940,Frances O'Roark Dowell,Frances O'Roark Dowell,Paperback,,wor_35447,half_940,9780689846670,9780689846670,181,181,(1 Oct 2013),"Nov. 1st, 2001",Simon & Schuster ,Aladdin Paperbacks,Dovey Coe,Dovey Coe,1
wor_6859_half_1168,Sook Nyul Choi,Sook Nyul Choi,Paperback,,wor_6859,half_1168,9780440407591,9780440407591,-1,176,(1 Oct 1998),"Jan. 1st, 1993",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,Year of Impossible Goodbyes,Year of Impossible Goodbyes,1
wor_46657_half_2757,Joan Distasio,Joan Distasio,Paperback,,wor_46657,half_2757,9781568221861,9781568221861,128,128,(1 Jan 1999),"Jan. 1st, 1999",Instructional Fair ,Instructional Fair,"Biology, Grades 6 - 12","Biology, Middle/High School",1
wor_29747_half_147,Jennifer L. Armentrout,Jennifer L. Armentrout,Paperback,,wor_29747,half_147,9781620610091,9781620610091,452,452,(27 Dec 2012),"Dec. 11th, 2012","Entangled Publishing, LLC ",Entangled Select,Opal,Opal,1
wor_23431_half_289,John L. Smith,Jeff Smith,Hardback,,wor_23431,half_289,9780313291678,9780439706391,256,132,(22 Jun 1994),"Aug. 1st, 2005",ABC-CLIO ,Graphix,"The Johnny Cash Discography, 1984-1993",The Great Cow Race,0
wor_48234_half_2995,Cara Lynn Shultz,Cara Lynn Shultz,Paperback,,wor_48234,half_2995,9780373210503,9780373210503,371,371,(27 Mar 2012),"Mar. 27th, 2012",HarperCollins Publishers ,Harlequin Teen,Spellcaster,Spellcaster,1
wor_2699_half_120,Michael Chabon,Michael Pollan,Paperback,,wor_2699,half_120,9780007150410,9780803735002,320,298,(20 Jan 2011),"Oct. 15th, 2009",HarperCollins Publishers ,Dial Books,Manhood for Amateurs,"The Omnivore's Dilemma, Young Readers Edition",0
wor_28625_half_2553,Scott Westerfeld,Scott Westerfeld,Paperback,,wor_28625,half_2553,9781595140838,9781595140838,312,312,(12 Dec 2008),"Sep. 7th, 2006",Razorbill ,Razorbill,PEEPS,Peeps,1
wor_29657_half_380,Stephenie Meyer,Stephenie Meyer,Paperback,Paperback,wor_29657,half_380,9781905654604,9780316075657,512,563,(27 Oct 2009),"Nov. 1st, 2009","Little, Brown Book Group ","Little, Brown Books for Young Readers",New Moon,New Moon,0
wor_28730_half_37,Trenton Lee Stewart,Trenton Lee Stewart,Hardback,Paperback,wor_28730,half_37,9780316464918,9780316003957,528,512,(2 May 2017),"Apr. 1st, 2008","Little, Brown Books for Young Readers ","Little, Brown Young Readers",The Mysterious Benedict Society,The Mysterious Benedict Society,0
wor_47170_half_3067,Lisa Schroeder,Lisa Schroeder,Paperback,,wor_47170,half_3067,9781416975076,9781416975076,368,355,(23 Feb 2010),"Jan. 5th, 2010",Simon & Schuster ,Simon Pulse,Far From You,Far from You,1
wor_40471_half_1704,Alan D. Wolfelt,Alan D. Wolfelt,Paperback,,wor_40471,half_1704,9781879651272,9781879651234,128,128,(1 Jan 2001),"Apr. 1st, 2001","Companion Press,US ",Companion Press (CO),Healing Your Grieving Heart for Kids,Healing Your Grieving Heart for Teens,0
wor_31617_half_2779,Sy Montgomery,Sy Montgomery,Paperback,Paperback,wor_31617,half_2779,9780544339095,9780547727349,160,80,(9 Oct 2014),"Sep. 4th, 2012",Houghton Mifflin Harcourt Publishing Company ,Houghton Mifflin Harcourt (HMH),Temple Grandin: How the Girl Who Loved Cows Embraced Autism and Changed the World,Saving the Ghost of the Mountain,0
wor_41724_half_1909,Michael D Beil,Michael D. Beil,Paperback,,wor_41724,half_1909,9780375843037,9780375843037,298,298,(13 Jul 2010),"Jul. 13th, 2010",Yearling Books ,Yearling Books,The Red Blazer Girls: The Ring of Rocamadour,The Ring of Rocamadour,1
wor_28436_half_185,Sharon M. Draper,Sharon M. Draper,Paperback,,wor_28436,half_185,9781416953487,9781416953487,336,314,(11 Mar 2008),"Jan. 1st, 2008",Simon & Schuster ,Simon Pulse,Copper Sun,Copper Sun,1
wor_8925_half_3087,M E Kerr,M. E. Kerr,Paperback,,wor_8925,half_3087,9780064470674,9780064470674,208,208,(8 May 2001),"Oct. 30th, 1990",HarperTrophy ,HarperTrophy,Gentlehands,Gentlehands,1
wor_34769_half_839,Leslie Connor,Leslie Connor,Paperback,,wor_34769,half_839,9780061692345,9780061692345,330,330,(27 Mar 2012),"Mar. 27th, 2012",Katherine Tegen Books ,Katherine Tegen Books,Crunch,Crunch,1
wor_37578_half_1263,Adrian Dingle,Adrian Dingle,Paperback,,wor_37578,half_1263,9780753460856,9780753460856,-1,128,(12 Jun 2007),"Jun. 12th, 2007",Pan Macmillan ,Kingfisher,The Periodic Table: Elements with Style,The Periodic Table,1
wor_30138_half_1663,Patricia McCormick,Patricia McCormick,Hardback,,wor_30138,half_1663,9780061730900,9780061730924,208,199,(1 Sep 2009),"Feb. 15th, 2011",Balzer & Bray/Harperteen ,Balzer & Bray/Harperteen,Purple Heart,Purple Heart,0
wor_38552_half_2639,Tim Tharp,Tim Tharp,Paperback,,wor_38552,half_2639,9781407146454,9780375865022,304,294,(6 Feb 2014),"Dec. 14th, 2010",Scholastic ,Alfred A. Knopf,The Spectacular Now,The Spectacular Now,0
wor_33554_half_671,Marvin Terban,Marvin Terban,Hardback,Paperback,wor_33554,half_671,9780590494557,9780590494557,144,144,(14 Aug 1994),"Aug. 1st, 1994",Scholastic US ,Scholastic,Checking Your Grammar Sch Gde,Checking Your Grammar,1
wor_42271_half_1984,Justin Somper,Justin Somper,Paperback,,wor_42271,half_1984,9780316020886,9780316033251,504,512,(1 Jun 2010),"Jan. 15th, 2013","Little, Brown Books for Young Readers ","Little, Brown Books for Young Readers",Vampirates 4: Black Heart,Vampirates 6,0
wor_45917_half_2608,Dan Poblocki,Dan Poblocki,Paperback,,wor_45917,half_2608,9780375842573,9780375842573,325,325,(15 Aug 2011),"Aug. 9th, 2011",Random House USA Inc ,Yearling Books,The Nightmarys,The Nightmarys,1
wor_12804_half_888,Herge Herge,Herge,Paperback,Paperback,wor_12804,half_888,9780316358323,9780316358323,62,62,(30 Jun 1974),"Jun. 30th, 1974","Little, Brown & Company ","Little, Brown Books for Young Readers",The Adventures of Tintin: The Secret of the Unicorn,The Adventures of Tintin,1
wor_29028_half_2624,Alex Flinn,Alex Flinn,Paperback,,wor_29028,half_2624,9780060874216,9780060874216,400,371,(1 May 2010),"Apr. 27th, 2010",HarperCollins Publishers Inc ,Harper Teen,A Kiss in Time,A Kiss in Time,1
wor_28622_half_670,Scott Westerfeld,Scott Westerfeld,Hardback,,wor_28622,half_670,9781416936381,9781442479395,432,1600,(1 Jun 2011),"Aug. 21st, 2012",Simon & Schuster ,Simon Pulse,Uglies,Uglies,0
wor_28206_half_2,John Green,John Green,Paperback,,wor_28206,half_2,9780007523160,9780142402511,272,221,(28 Feb 2013),"Jan. 1st, 2007",HarperCollins Publishers ,Speak,Looking For Alaska,Looking for Alaska,0
wor_42881_half_2071,Mike Artell,Mike Artell,Paperback,,wor_42881,half_2071,9781402701115,9781402701115,128,128,(1 Aug 2002),"Aug. 28th, 2002",Sterling Juvenile ,Sterling,Cartooning For Kids,Cartooning for Kids,1
wor_33030_half_2046,Joy Hakim,Joy Hakim,Paperback,,wor_33030,half_2046,9780199767397,9780199735532,81,297,(23 Aug 2010),"Aug. 12th, 2010",Oxford University Press Inc ,"Oxford University Press, USA","A History of US: War, Terrible War 1855-1865: Teaching Guide for the Revised Third Edition","All the People, Since 1945",0
wor_40689_half_1738,Francesca Lia Block,Francesca Lia Block,Paperback,,wor_40689,half_1738,9780060777524,9780060736255,227,128,(22 Sep 2006),"Jul. 6th, 2004",HarperCollins Publishers Inc ,Harper Teen,Necklace of Kisses,Weetzie Bat,0
wor_34606_half_816,Libba Bray,Libba Bray,Paperback,,wor_34606,half_816,9780385733984,9780385733984,480,480,(28 Sep 2010),"Sep. 28th, 2010",Bantam Doubleday Dell Publishing Group Inc ,Delacorte Press Books for Young Readers,Going Bovine,Going Bovine,1
wor_30632_half_270,Katherine Paterson,Katherine Paterson,Paperback,,wor_30632,half_270,9780064402019,9780064402019,148,148,(15 Oct 2004),"Jun. 17th, 1987",HarperCollins Publishers Inc ,HarperTrophy,Great Gilly Hopkins,The Great Gilly Hopkins,1
wor_2933_half_1558,Annie Proulx,Annie Fox,Paperback,,wor_2933,half_1558,9780882662220,9781575423029,32,92,(11 Jan 1983),"Aug. 15th, 2008",Storey Books ,Free Spirit Publishing,Making the Best Apple Cider: Storey's Country Wisdom Bulletin A.47,Be Confident in Who You Are,0
wor_29705_half_1684,Nikki Grimes,Nikki Grimes,Paperback,,wor_29705,half_1684,9780310761501,9780310721451,208,190,(3 Jan 2017),"Aug. 17th, 2010",HarperCollins Focus ,Zondervan,Dark Sons,Dark Sons,0
wor_28626_half_339,Scott Westerfeld,Scott Westerfeld,Paperback,,wor_28626,half_339,9781442419797,9781442419797,350,350,(1 May 2011),"May. 3rd, 2011",Simon & Schuster ,Simon Pulse,Specials,Specials,1
wor_29102_half_95,Kristin Cashore,Kristin Cashore,Hardback,Paperback,wor_29102,half_95,9780152063962,9780547258300,471,471,(1 Oct 2008),"Sep. 7th, 2009",Houghton Mifflin ,Graphia Books,Graceling,Graceling,0
wor_12896_half_1768,Diana Wynne Jones,Diana Wynne Jones,Paperback,,wor_12896,half_1768,9780064410342,9780061478772,336,383,(26 May 2007),"Apr. 22nd, 2008",HarperCollins Publishers Inc ,Eos,Howl's Moving Castle,Castle in the Air,0
wor_39795_half_1899,Christopher Maynard,Christophe Gallaz,Paperback,,wor_39795,half_1899,9780753445235,9780898123852,32,32,(1 Mar 2020),"Feb. 2nd, 2011",Pan Macmillan ,Creative,My Best Book of Dinosaurs,Rose Blanche,0
wor_858_half_1862,Tamora Pierce,Tamora Pierce,Paperback,Paperback,wor_858,half_1862,9780008304256,9780375829062,368,399,(5 Sep 2019),"Oct. 25th, 2011",HarperCollins Publishers ,Random House (NY),Squire,Squire,0
wor_18630_half_796,"Antoine de Saint-Exupery, Irene Testot-Ferry",Antoine de Saint-Exupery,Hardback,,wor_18630,half_796,9781840227864,9780156013925,144,96,(15 Sep 2018),"Sep. 4th, 2001",Wordsworth Editions Ltd ,Mariner Books,The Little Prince,El Principito,0
wor_44509_half_2345,Bram Stoker,Bram Stoker,Paperback,Paperback,wor_44509,half_2345,9781847494870,9780141325668,416,612,(15 Sep 2015),"Jun. 11th, 2009",Alma Books Ltd ,Puffin Books,Dracula,Dracula,0
wor_1321_half_230,Karen Hesse,Karen Hesse,Paperback,,wor_1321,half_230,9780312535612,9780312535612,148,148,(1 Feb 2009),"Jan. 6th, 2009",Palgrave USA ,Square Fish,Letters from Rifka,Letters from Rifka,1
wor_32753_half_561,Jean Merrill,Jean Merrill,Hardback,,wor_32753,half_561,9780756968052,9780618759255,129,129,(1 Sep 2006),"Sep. 1st, 2006",Perfection Learning ,Bank Street Press,The Toothpaste Millionaire,The Toothpaste Millionaire,0
wor_42704_half_2047,Hannah Moskowitz,Hannah Moskowitz,Paperback,,wor_42704,half_2047,9781442407534,9781442407534,288,251,(1 May 2012),"Apr. 17th, 2012",Simon & Schuster ,Simon Pulse,"Gone, Gone, Gone","Gone, Gone, Gone",1
wor_44371_half_2318,Janet Lee Carey,Janet Lee Carey,Hardback,,wor_44371,half_2318,9780689876448,9781442443389,480,512,(1 Sep 2006),"Oct. 4th, 2011",Simon & Schuster ,Atheneum Books for Young Readers,The Beast Of Noor,The Beast of Noor,0
wor_46160_half_2662,Erin Dionne,Erin Dionne,Paperback,,wor_46160,half_2662,9780142422472,9780142422472,282,304,(13 Sep 2012),"Sep. 13th, 2012",Puffin Books ,Puffin Books,Notes from an Accidental Band Geek,Notes from an Accidental Band Geek,1
wor_8762_half_1589,Cecily Von Ziegesar,Cecily Von Ziegesar,Paperback,Paperback,wor_8762,half_1589,9780316910330,9780316910330,208,208,(1 Apr 2002),"Apr. 1st, 2002","Little, Brown & Company ",Poppy Books,Gossip Girl #1: A Novel by Cecily Von Ziegesar,Gossip Girl,1
wor_9663_half_612,Scott O'Dell,Scott O'Dell,Paperback,,wor_9663,half_612,9780440403791,9780440406730,130,144,(1 Jan 1900),"Jul. 31st, 1992",Bantam Doubleday Dell Publishing Group Inc ,Yearling Books,My Name is Not Angelica,Sing Down the Moon,0
wor_18639_half_1000,Antoine De Saint-Exupery,Antoine de Saint-Exupery,Hardback,,wor_18639,half_1000,9780808563372,9780156012072,96,96,(29 Jun 2000),"Jun. 29th, 2000",Turtleback Books ,Harvest Books,The Little Prince,The Little Prince,0
wor_39872_half_1606,Albert Marrin,Albert Marrin,Paperback,,wor_39872,half_1606,9780142425794,9780142425794,144,128,(11 Oct 2012),"Oct. 11th, 2012",Penguin Putnam Inc ,Puffin Books,Years of Dust: The Story of the Dust Bowl,Years of Dust,1
wor_40088_half_3077,Lee J. Ames,Lee J. Ames,Paperback,,wor_40088,half_3077,9780823085859,9780385471503,64,64,(29 Nov 2012),"Jun. 1st, 1994",Watson-Guptill Publications ,Watson-Guptill Publications,"Draw 50 Princesses: The Step-by-Step Way to Draw Snow White, Cinderella, Sleeping Beauty, and Many More . . .","Draw 50 Flowers, Trees, and Other Plants",0
wor_39964_half_1619,Neil Ardley,Neil Ardley,Hardback,,wor_39964,half_1619,9781564584045,9780756619183,119,119,(15 Sep 1993),"Apr. 1st, 2006",DK Publishing (Dorling Kindersley) ,DK Publishing (Dorling Kindersley),101 Great Science Experiments,101 Great Science Experiments,0
wor_44151_half_2586,Robert Liparulo,Robert Liparulo,,Paperback,wor_44151,half_2586,9781441777294,9781595547286,-1,292,(17 Nov 2010),"Sep. 29th, 2009",Blackstone Publishing ,Thomas Nelson s,Watcher in the Woods,Watcher in the Woods,0
wor_43063_half_2264,E Anne Schraff,Anne Schraff,Paperback,,wor_43063,half_2264,9781680213843,9780439904889,71,144,(6 May 2017),"Sep. 1st, 2007",Saddleback Pub ,Scholastic Paperbacks,The Case of the Cursed Chalet,Until We Meet Again,0
wor_44054_half_2275,Rukhsana Khan,Rukhsana Khan,Paperback,,wor_44054,half_2275,9781459665064,9780888998620,130,190,(6 May 2013),"Sep. 1st, 2010",ReadHowYouWant ,Groundwood Books,Wanting MOR,Wanting Mor,0
wor_20637_half_932,Carl Hiaasen,Carl Hiaasen,Paperback,,wor_20637,half_932,9781529017168,9780375841859,304,272,(11 Jun 2019),"Aug. 14th, 2007",Pan Macmillan ,Alfred A. Knopf Books for Young Readers,Squirm,Flush,0
wor_33113_half_1515,Julius Lester,Julius Lester,Paperback,,wor_33113,half_1515,9780141310015,9780141310015,160,160,(7 Dec 2000),"Dec. 18th, 2000",Penguin Books Australia ,Puffin Books,To be a Slave,To Be a Slave,1
wor_44822_half_2411,Brent Hartinger,Brent Hartinger,Paperback,,wor_44822,half_2411,9780060012236,9780060012236,226,226,(17 Feb 2004),"Feb. 17th, 2004",Harper Teen ,HarperTempest,Geography Club,Geography Club,1
wor_28689_half_2198,Scott O'Dell,Scott O'Dell,Paperback,,wor_28689,half_2198,9780618747832,9780618747832,272,272,(1 Sep 2006),"Sep. 1st, 2006",Houghton Mifflin ,Houghton Mifflin Harcourt (HMH),The King's Fifth,The King's Fifth,1
wor_32981_half_2899,Jennifer Bradbury,Jennifer Bradbury,Hardback,,wor_32981,half_2899,9781416990079,9781416990086,309,309,(24 May 2011),"May. 22nd, 2012",Atheneum Books for Young Readers ,Atheneum Books for Young Readers,Wrapped,Wrapped,0
wor_29067_half_226,Pittacus Lore,Pittacus Lore,Paperback,,wor_29067,half_226,9781405912624,9780062211101,320,351,(2 Nov 2012),"Jul. 24th, 2012",Penguin Books Ltd ,HarperCollins,I Am Number Four: The Lost Files: The Legacies,I Am Number Four: The Lost Files,0
wor_31597_half_2692,Polly Horvath,Polly Horvath,Paperback,,wor_31597,half_2692,9780312535643,9780312535643,195,224,(21 Aug 2012),"Aug. 21st, 2012",Square Fish ,Square Fish,The Canning Season,The Canning Season,1
wor_28548_half_3016,Christopher Paul Curtis,Christopher Pike,Hardback,,wor_28548,half_3016,9780613034944,9781442459717,224,490,(8 Sep 1997),"Aug. 7th, 2012",Turtleback Books ,Simon Pulse,The Watsons Go to Birmingham--1963,Bound to You,0
wor_36736_half_2351,Celia Rees,Celia Rees,Paperback,,wor_36736,half_2351,9781526618481,9780763618292,256,272,(3 Sep 2020),,Bloomsbury Publishing PLC ,Candlewick Press (MA),Witch Child,Witch Child,0
