ids,ban_author,bx_author,ban_binding,bx_binding,ban_id,bx_id,ban_isbn,bx_isbn,ban_pages,bx_pages,ban_pubdate,bx_pubdate,ban_publisher,bx_publisher,ban_title,bx_title,label
ban_2219_bx_85777,Harry Mazer,Harry Mazer,,,ban_2219,bx_85777,9780440947974,9780440947974,192,-1,1/28/81,1981,Random House Children's Books,Laure Leaf,The Last Mission,The Last Mission,1
ban_2623_bx_81918,V. C. Andrews,V. C. Andrews,,,ban_2623,bx_81918,9781416530855,9780671606855,400,-1,12/30/08,1985,Pocket Star,Pocket,Delia's Heart,If There Be Thorns,0
ban_3119_bx_166909,Irving Stone,Vincent Van Gogh,,,ban_3119,bx_166909,9780452275041,9780452275041,480,-1,09/28/1995,1995,Penguin Publishing Group,Plume Books,Dear Theo: The Autobiography of Vincent Van Gogh,Dear Theo: The Autobiography of Vincent Van Gogh,1
ban_810_bx_8975,Jack Finney,Jack Finney,,,ban_810,bx_8975,9780684801056,9780684801056,400,-1,2/1/95,1995,Touchstone,Touchstone,Time and Again,TIME AND AGAIN,1
ban_2877_bx_192899,Benjamin Franklin,Benjamin Franklin,,,ban_2877,bx_192899,9780486290737,9780743255066,144,-1,06/07/1996,2004,Dover Publications,Touchstone,The Autobiography of Benjamin Franklin,The Autobiography of Benjamin Franklin,0
ban_1098_bx_11572,Terry Brooks,Terry Brooks,,,ban_1098,bx_11572,9780345434111,9780345434111,384,-1,2/29/00,2000,Random House Publishing Group,Del Rey Books,Star Wars Episode I: The Phantom Menace,Star Wars Episode I: The Phantom Menace,1
ban_459_bx_66705,Richard Peck,Richard Peck,,,ban_459,bx_66705,9780142300701,9780142300701,144,-1,11/28/02,2002,Penguin Young Readers Group,Puffin Books,A Year Down Yonder,A Year Down Yonder,1
ban_1502_bx_10464,Anne McCaffrey,Anne McCaffrey,,,ban_1502,bx_10464,9781481425810,9780553141276,320,-1,3/31/15,1978,Saga Press,Random House Childrens Books,Dragonsinger,Dragonsinger,0
ban_157_bx_6553,Alice Walker,Alice Walker,,,ban_157,bx_6553,9780156028356,9780156028356,300,-1,3/17/03,2003,Houghton Mifflin Harcourt,Harvest Books,The Color Purple,The Color Purple,1
ban_8440_bx_117190,Steve McConnell,Steve McConnell,,,ban_8440,bx_117190,9781556159008,9781556159008,674,-1,,1996,Microsoft Press,Microsoft Press,Rapid Development,Rapid Development: Taming Wild Software Schedules,1
ban_15557_bx_117204,,Carlos Rojas,paperback,,ban_15557,bx_117204,9780789724496,9780789724496,792,-1,"April 27, 2001",2001, Que Publishing ,Pearson Education,Microsoft SQL Server 2000 Programming by Example,SQL Server 2000 Programming by Example,1
ban_15510_bx_95550,Ken Henderson,Ken Henderson,paperback,,ban_15510,bx_95550,9780201700466,9780201700466,800,-1,"January 6, 2002",2001, Addison-Wesley Professional ,Addison-Wesley Pub Co,"The Guru's Guide to SQL Server Stored Procedures, XML, and HTML","The Guru's Guide to SQL Server Stored Procedures, XML, and HTML",1
ban_2491_bx_99347,Murry A. Taylor,Murry A. Taylor,,,ban_2491,bx_99347,9780156013970,9780156013970,478,-1,6/28/01,2001,Houghton Mifflin Harcourt,Harvest Books,Jumping Fire: A Smokejumper's Memoir of Fighting Wildfire,Jumping Fire: A Smokejumper's Memoir of Fighting Wildfire,1
ban_620_bx_38050,C. S. Lewis,C. S. Lewis,,,ban_620,bx_38050,9780064471053,9780060234843,256,-1,7/28/94,1994,HarperCollins Publishers,HarperCollins,Prince Caspian,Prince Caspian,0
ban_2005_bx_180213,Eve Curie,Eve Curie,,,ban_2005,bx_180213,9780306810381,9780306810381,444,-1,3/12/01,2001,Da Capo Press,Da Capo Press,Madame Curie,Madame Curie: A Biography,1
ban_2960_bx_160239,Henry James,Henry Berry,,,ban_2960,bx_160239,9788026836063,9780425179161,2900,-1,03/31/2015,2001,e-artnow ebooks,Berkley Publishing Group,"Complete Works of Henry James: Novels, Short Stories, Plays, Essays, Autobiography and Letters: The Portrait of a Lady, The Wings of the Dove, The American, The Bostonians, The Ambassadors, What Maisie Knew, Washington Square, Daisy Miller...",This Is No Drill: Living Memories of the Attack on Pearl Harbor,0
ban_15710_bx_179234,"Luke Welling,Laura Thomson",Luke Welling,paperback,,ban_15710,bx_179234,9780672325250,9780672325250,912,-1,"February 12, 2003",2003, Sams,SAMS,"PHP and MySQL Web Development, Second Edition","PHP and MySQL Web Development, Second Edition",1
ban_1220_bx_10082,Terry Pratchett,Terry Pratchett,,Paperback,ban_1220,bx_10082,9780062237415,9780061054891,432,-1,10/29/13,1995,HarperCollins Publishers,HarperTorch,Soul Music,Soul Music,0
ban_1453_bx_61753,James Ramsey Ullman,James Ramsey Ullman,,,ban_1453,bx_61753,9780064470483,9780064470483,288,-1,4/28/88,1988,HarperCollins Publishers,HarperTrophy,Banner in the Sky,Banner in the Sky,1
ban_2305_bx_17410,Jack Canfield,Jack Canfield,,,ban_2305,bx_17410,9781935096030,9781558747067,380,-1,8/26/08,1999,Chicken Soup for the Soul,Health Communications,Chicken Soup for the Soul: Teens Talk Tough Times: Stories about the Hardest Parts of Being a Teenager,"Chicken Soup for the Single's Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed",0
ban_15742_bx_66407,"Robert Smith,David Sussman",Robert Smith,paperback,,ban_15742,bx_66407,9781861000866,9781861000866,615,-1,January 1997,1997, Peer Information Inc. ,Peer Information Inc.,Access 97 VBA Programming with CDROM,Beginning Access 97 Vba Programming,1
ban_1353_bx_15344,Timothy Zahn,Timothy Zahn,,,ban_1353,bx_15344,9780553298048,9780553298048,416,-1,9/28/98,1998,Random House Publishing Group,Bantam,Star Wars The Hand of Thrawn #1: Specter of the Past,Specter of the Past,1
ban_11512_bx_224588,Thomas Erl,Thomas Keneally,,,ban_11512,bx_224588,9780133858563,9780340341544,592,-1,,0,Prentice Hall,Trafalgar Square,Cloud Computing Design Patterns,Playmaker,0
ban_948_bx_37943,Brian Jacques,Brian Jacques,,,ban_948,bx_37943,9780441006106,9780441006106,448,-1,2/28/99,1999,Penguin Publishing Group,Ace Books,Mattimeo,Mattimeo,1
ban_35_bx_72141,J. K. Rowling,J. K. Rowling,,,ban_35,bx_72141,9780439139601,9780613496742,752,-1,9/28/02,2002,"Scholastic, Inc.",Sagebrush Bound,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0
ban_753_bx_19637,Jack Canfield,Jack Canfield,,,ban_753,bx_19637,9781935096269,9781558748866,380,-1,11/4/08,2001,Chicken Soup for the Soul,Health Communications,"Chicken Soup for the Soul: Teens Talk Middle School: 101 Stories of Life, Love, and Learning for Younger Teens","Chicken Soup for the Gardener's Soul, 101 Stories to Sow Seeds of Love, Hope and Laughter",0
ban_6724_bx_246392,Adobe Creative Team,Adobe Creative Team,,,ban_6724,bx_246392,9780321822499,9780201710267,432,-1,,2000,Adobe Press,Adobe Press,Adobe InDesign CS6 Classroom in a Book / Edition 1,Adobe InDesign 1.5 Classroom in a Book,0
ban_2084_bx_37351,Brian Jacques,Brian Jacques,,,ban_2084,bx_37351,9780441004164,9780399221446,384,-1,2/28/97,1992,Penguin Publishing Group,Philomel Books,Outcast of Redwall,Mariel of Redwall,0
ban_26_bx_172140,Shirley Jackson,Shirley Jackson,,,ban_26,bx_172140,9780143039983,9780808576518,208,-1,11/28/06,1999,Penguin Publishing Group,Bt Bound,The Haunting of Hill House,Haunting of Hill House,0
ban_765_bx_245873,David Eddings,David Eddings,,,ban_765,bx_245873,9780345456311,9780345456311,496,-1,8/27/02,2002,Random House Publishing Group,Del Rey Books,"The Belgariad, Volume 2: Castle of Wizardry, Enchanters' End Game","The Belgariad, Vol. 2: Castle of Wizardry, Enchanters' End Game",1
ban_2550_bx_184098,Sigrid Undset,Sigrid Undset,,,ban_2550,bx_184098,9780141182353,9780141182353,464,-1,4/28/00,2000,Penguin Publishing Group,Penguin Books,Kristin Lavransdatter III: The Cross,Kristin Lavransdatter III: The Cross,1
ban_12635_bx_261910,Norbert Wiener,Norbert Wiener,,Paperback,ban_12635,bx_261910,9780306803208,9780306803208,200,-1,,1988,Da Capo Press,Da Capo Press,The Human Use Of Human Beings,The Human Use of Human Beings: Cybernetics and Society,1
ban_1582_bx_109302,K. W. Jeter,K. W. Jeter,,,ban_1582,bx_109302,9780553578881,9780553578881,336,-1,10/28/98,1998,Random House Publishing Group,Spectra Books,Star Wars The Bounty Hunter Wars #2: Slave Ship,Slave Ship,1
ban_95_bx_32406,Sylvia Plath,Sylvia Plath,,,ban_95,bx_32406,9780061148514,9780553278354,288,-1,6/11/13,1983,HarperCollins Publishers,Bantam,The Bell Jar,The Bell Jar,0
ban_16797_bx_115285,Gary B. Shelly,Gary B. Shelly,paperback,,ban_16797,bx_115285,9781423927181,9780789513335,264,-1,"July 2, 2008",1999, Course Technology,Course Technology,Web Design: Introductory Concepts and Techniques,Microsoft Office 97: Introductory Concepts and Techniques,0
ban_1169_bx_53369,Aaron Allston,Aaron Allston,,,ban_1169,bx_53369,9780553574180,9780553574180,320,-1,8/3/99,1999,Random House Publishing Group,Spectra Books,Star Wars X-Wing #9: Starfighters of Adumar,Starfighters of Adumar,1
ban_2437_bx_110909,Jack Canfield,Jack Canfield,,,ban_2437,bx_110909,9781623610913,9781558749429,400,-1,10/2/12,2001,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",Health Communications,"Chicken Soup for the Teenage Soul III: More Stories of Life, Love and Learning",Chicken Soup for the Teenage Soul on Tough Stuff : Stories of Tough Times and Lessons Learned,0
ban_815_bx_74257,Robin McKinley,Robin McKinley,,,ban_815,bx_74257,9780141309811,9780688025939,256,-1,10/28/00,1984,Penguin Young Readers Group,Greenwillow,The Hero and the Crown,The Hero and the Crown,0
ban_5698_bx_98875,James Weldon Johnson Summary & Study Guide,James Weldon Johnson,,,ban_5698,bx_98875,2940013018570,9780486285122,-1,-1,09/05/2011,1995,BookRags.com,Dover Publications,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_2075_bx_96182,Cynthia Voigt,Cynthia Voigt,,,ban_2075,bx_96182,9781442428799,9780449701928,256,-1,3/6/12,1984,Atheneum Books for Young Readers,Fawcett Books,Dicey's Song,Dicey's Song,0
ban_7142_bx_258287,Scott Mueller,Scott Mueller,,,ban_7142,bx_258287,9780789750006,9780789719034,1107,-1,,1999,Que,Que,Upgrading and Repairing PCs / Edition 21,Upgrading and Repairing PCs,0
ban_6513_bx_159490,David Kushner,DAVID KUSHNER,,,ban_6513,bx_159490,9780812972153,9780812972153,368,-1,,2004,Random House Publishing Group,Random House Trade Paperbacks,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,Masters of Doom : How Two Guys Created an Empire and Transformed Pop Culture,1
ban_413_bx_104044,Robert Lipsyte,Robert Lipsyte,,,ban_413,bx_104044,9780064470391,9780064470391,240,-1,3/28/03,1987,HarperCollins Publishers,HarperTrophy,The Contender,The Contender,1
ban_1587_bx_162722,Kathy Tyers,Kathy Tyers,,,ban_1587,bx_162722,9780345428585,9780345428585,384,-1,7/3/01,2001,Random House Publishing Group,Del Rey Books,Star Wars The New Jedi Order #6: Balance Point,Balance Point,1
ban_6425_bx_95976,Marguerite Sechehaye,Marguerite Sechehaye,,,ban_6425,bx_95976,9780451136213,9780451136213,1,-1,01/01/1970,1985,Penguin Publishing Group,Signet Book,Autobiography of a Schizophrenic Girl,Autobiography of a Schizophrenic Girl,1
ban_3613_bx_199249,"Black Hawk, Donald Jackson",Black Hawk,,,ban_3613,bx_199249,9780252723254,9780252723254,192,-1,03/28/1975,1964,University of Illinois Press,University of Illinois Press,Black Hawk: An Autobiography,Black Hawk: An Autobiography,1
ban_578_bx_173148,Gary Paulsen,Gary Paulsen,,,ban_578,bx_173148,9781416939627,9780689839603,192,-1,5/8/07,2000,Simon & Schuster Books For Young Readers,Atheneum/Richard Jackson Books,Dogsong,Dogsong,0
ban_15233_bx_194410,Sean Kelly,Sean  Kelly,paperback,,ban_15233,bx_194410,9780471963288,9780471963288,202,-1,June 1996,1996, Wiley,John Wiley  Sons,Data Warehousing: The Route to Mass Communication,Data Warehousing : The Route to Mass Communication,1
ban_6489_bx_132566,Steve Krug,Steve Krug,,,ban_6489,bx_132566,9780321965516,9780789723109,216,-1,,2000,New Riders,New Riders,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability",Don't Make Me Think: A Common Sense Approach to Web Usability,0
ban_353_bx_244113,Walter Farley,Walter Farley,,Hardback,ban_353,bx_244113,9780679813439,9780394906102,224,-1,8/28/91,1954,Random House Children's Books,Random House Children's Books,The Black Stallion,Black Stallion's Sulky Colt,0
ban_17196_bx_73992,Michael Barlotta,Michael Martin,paperback,,ban_17196,bx_73992,9781884777684,9780262631518,482,-1,"September 1, 1998",1994, Manning Publications ,Bradford Books,Distributed Application Development with PowerBuilder 6.0,Readings in the Philosophy of Social Science,0
ban_1113_bx_7756,Stephen King,Stephen King,,,ban_1113,bx_7756,9780451161352,9780451161352,320,-1,8/28/82,2004,Penguin Publishing Group,Signet Book,Cujo,Cujo,1
ban_1103_bx_60443,Christopher Pike,Christopher Pike,,,ban_1103,bx_60443,9781416983095,9780671872656,581,-1,1/5/10,1994,Simon Pulse,Simon Pulse,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever",The RETURN : THE RETURN,0
ban_7401_bx_169978,Lucinda Dykes# Ed Tittel,Ed Tittel,,,ban_7401,bx_169978,9780764588457,9780764506925,384,-1,,2000,Wiley,John Wiley  Sons,XML For Dummies,XML for Dummies,0
ban_9101_bx_128767,William Zinsser,William Zinsser,,,ban_9101,bx_128767,9780062244826,9780062720405,128,-1,,1993,HarperCollins Publishers,HarperResource,Writing with a Word Processor,Writing To Learn,0
ban_2592_bx_82882,Kimberly Willis Holt,Kimberly Willis Holt,,,ban_2592,bx_82882,9780312660956,9780440415701,224,-1,2/15/11,2000,Square Fish,Yearling Books,My Louisiana Sky,My Louisiana Sky,0
ban_6195_bx_117879,Andrew M. Greeley,Andrew M. Greeley,,,ban_6195,bx_117879,9780671610845,9780671644772,448,-1,09/01/1986,1987,Simon  Schuster Adult Publishing Group,Pocket Books (Mm),Confessions of a Parish Priest: An Autobiography,Confessions of a Parish Priest,0
ban_12697_bx_246392,Adobe Creative Team,Adobe Creative Team,,,ban_12697,bx_246392,9780321832689,9780201710267,432,-1,,2000,Adobe Press,Adobe Press,Adobe Creative Suite 6 Production Premium Classroom in a Book,Adobe InDesign 1.5 Classroom in a Book,0
ban_7737_bx_71304,Andy Rathbone,Andy Rathbone,,,ban_7737,bx_71304,9781118271674,9780764507687,432,-1,,2000,Wiley,John Wiley  Sons,Windows 8 For Dummies Book + DVD Bundle,"Microsoft Windows 2000 Millennium Edition for Dummies, Pocket Edition",0
ban_1467_bx_47859,Michael P. Kube-Mcdowell,Michael P. Kube-McDowell,,,ban_1467,bx_47859,9780553572773,9780553572773,368,-1,8/28/96,1996,Random House Publishing Group,Bantam,Star Wars The Black Fleet Crisis #2: Shield of Lies,Shield of Lies,1
ban_403_bx_21221,Salman Rushdie,Salman Rushdie,,,ban_403,bx_21221,9780140157376,9780140157376,224,-1,11/28/91,1991,Penguin Publishing Group,Penguin Books,Haroun and the Sea of Stories,Haroun and the Sea of Stories,1
ban_1863_bx_29552,Anne McCaffrey,Anne McCaffrey,,,ban_1863,bx_29552,9780441010202,9780441010202,304,-1,1/28/03,2003,Penguin Publishing Group,Ace Books,Freedom's Ransom,Freedom's Ransom,1
ban_11007_bx_123293,Bjarne Stroustrup,Bjarne Stroustrup,,,ban_11007,bx_123293,9780201889543,9780201889543,911,-1,,1997,Addison-Wesley,Addison-Wesley Pub Co,The C++ Programming Language / Edition 3,The C++ Programming Language,1
ban_477_bx_38050,C. S. Lewis,C. S. Lewis,,,ban_477,bx_38050,9780064471060,9780060234843,256,-1,3/28/02,1994,HarperCollins Publishers,HarperCollins,The Horse and His Boy,Prince Caspian,0
ban_8582_bx_246392,Adobe Creative Team,Adobe Creative Team,,,ban_8582,bx_246392,9780321929532,9780201710267,294,-1,,2000,Adobe Press,Adobe Press,Adobe Audition CC Classroom in a Book,Adobe InDesign 1.5 Classroom in a Book,0
ban_2010_bx_14619,Tom Clancy,Jeff Rovin,,,ban_2010,bx_14619,9780425190913,9780425190913,400,-1,6/24/03,2003,Penguin Publishing Group,Berkley Publishing Group,Tom Clancy's Op-Center #10: Sea of Fire,Sea of Fire,1
ban_1569_bx_233984,C. S. Lewis,C. S. Lewis,,,ban_1569,bx_233984,9780060086619,9780060086619,208,-1,10/28/02,2002,HarperCollins Publishers,Rayo,"El le�_n, la bruja y el ropero","Lion, the Witch and the Wardrobe Spanish Edition, The",1
ban_17551_bx_76550,,Catapult Inc.,paperback,,ban_17551,bx_76550,9781572319769,9781572319769,320,-1,"May 8, 1999",1999, Microsoft Press ,Microsoft Press,Microsoft® Access 2000 Step by Step,Microsoft Access 2000 Step by Step,1
ban_7735_bx_140,Michael Lewis,Michael Lewis,,,ban_7735,bx_140,9780393323528,9780393020373,256,-1,,2001,"Norton, W. W. & Company, Inc.",W.W. Norton  Company,Next: The Future Just Happened,Next: The Future Just Happened,0
ban_306_bx_176199,Terry Pratchett,Terry Pratchett,,,ban_306,bx_176199,9780062225672,9782841720613,288,-1,1/29/13,1998,HarperCollins Publishers,L'Atalante,The Color of Magic,Les Annales du disque-monde. Tome X. Les Zinzins d'olive-oued,0
ban_2643_bx_205360,Arthur Conan Doyle,Arthur Conan Doyle,,,ban_2643,bx_205360,9780140439076,9781843910398,160,-1,10/28/01,2003,Penguin Publishing Group,Hesperus Press,The Sign of Four,The Tragedy of the Korosko,0
ban_3666_bx_239832,John Bunyan,John Bunyan,,,ban_3666,bx_239832,9780199554980,9780192816078,336,-1,12/15/2008,1984,"Oxford University Press, USA",Oxford University Press,Grace Abounding: With Other Spiritual Autobiographies,The Pilgrim's Progress,0
ban_16797_bx_268474,Gary B. Shelly,Gary B. Shelly,paperback,,ban_16797,bx_268474,9781423927181,9780789513441,264,-1,"July 2, 2008",1997, Course Technology,Course Technology,Web Design: Introductory Concepts and Techniques,Microsoft Access 97: Complete Concepts and Techiques,0
ban_710_bx_24283,C. S. Lewis,C. S. Lewis,,,ban_710,bx_24283,9780064471091,9780064471053,272,-1,3/28/02,1994,HarperCollins Publishers,HarperCollins,The Silver Chair,Prince Caspian,0
ban_1131_bx_148088,Tamora Pierce,Tamora Pierce,,,ban_1131,bx_148088,9780375829086,9780375814655,429,-1,8/24/04,2002,Random House Children's Books,Random House Children's Books,Lady Knight,Lady Knight,0
ban_3698_bx_27752,James Johnson,James Weldon Johnson,,,ban_3698,bx_27752,9781456314880,9780140184020,92,-1,10/27/2010,1990,CreateSpace Publishing,Penguin Books,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_101_bx_2577,Mark Twain,Mark Twain,,,ban_101,bx_2577,9781593081393,9780140390834,256,-1,3/1/08,1987,Barnes & Noble,Penguin Books,Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
ban_323_bx_212452,Mark Twain,Mark Twain,,,ban_323,bx_212452,9780393966404,9780393966404,416,-1,12/28/98,1998,"Norton, W. W. & Company, Inc.",W. W. Norton  Company,Adventures of Huckleberry Finn: A Norton Critical Edition,Adventures of Huckleberry Finn : An Authoritative Text Contexts and Sources Criticism,1
ban_2455_bx_120925,Joan Lowery Nixon,Joan Lowery Nixon,,,ban_2455,bx_120925,9780440219163,9780440219163,192,-1,11/28/94,1994,Random House Children's Books,Laure Leaf,The Name of the Game Was Murder,The Name of the Game Was Murder,1
ban_3946_bx_154032,Boris Pasternak,Boris Leonidovich Pasternak,,,ban_3946,bx_154032,9780811201353,9780811201353,256,-1,04/07/2009,1958,New Directions Publishing Corporation,New Directions Publishing Corporation,Safe Conduct: An Autobiography and Other Writings / Edition 1,Safe Conduct,1
ban_1252_bx_2252,Robert Jordan,Robert Jordan,,,ban_1252,bx_2252,9780812513738,9780812513738,1008,-1,10/1/93,1993,Tom Doherty Associates,Tor Fantasy,The Shadow Rising,The Shadow Rising,1
ban_6810_bx_58321,Ellen Fein# Sherrie Schneider,Ellen Fein,,,ban_6810,bx_58321,9780743451475,9780743451475,256,-1,,2002,Gallery Books,Pocket,The Rules for Online Dating: Capturing the Heart of Mr. Right in Cyberspace,The Rules for Online Dating : Capturing the Heart of Mr. Right in Cyberspace,1
ban_977_bx_24490,Jane Yolen,Jane Yolen,,,ban_977,bx_24490,9780765342300,9780765342300,224,-1,3/15/02,2002,Tom Doherty Associates,Tor Teen,Briar Rose,Briar Rose,1
ban_2999_bx_241169,"Russell Means, Marvin Wolf",Russell Means,,,ban_2999,bx_241169,9780312147617,9780312147617,624,-1,11/28/1996,1996,St. Martin's Press,St. Martin's Griffin,Where White Men Fear to Tread: The Autobiography of Russell Means,Where White Men Fear to Tread : The Autobiography of Russell Means,1
ban_2868_bx_72888,Ann M. Martin,Ann M. Martin,,,ban_2868,bx_72888,9780439717007,9780590425087,192,-1,01/01/2007,1990,"Scholastic, Inc.",Scholastic,A Dog's Life: The Autobiography of a Stray,Stacey and the Mystery of Stoneybrook,0
ban_7732_bx_229605,Adobe Creative Team,Adobe Creative Team,,,ban_7732,bx_229605,9780321822512,9781568303703,416,-1,,1997,Adobe Press,Adobe Press,Adobe Flash Professional CS6 Classroom in a Book / Edition 1,Adobe 6.5 Classroom in a Book,0
ban_2060_bx_162318,Philip Pullman,Philip Pullman,,,ban_2060,bx_162318,9780375847226,9780440238607,944,-1,4/10/07,2003,Random House Children's Books,Laurel-Leaf Books,"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",His Dark Materials Trilogy: The Golden Compass / The Subtle Knife / The Amber Spyglass,0
ban_1267_bx_184051,Judy Blume,Judy Blume,,,ban_1267,bx_184051,9781481410366,9780027110203,208,-1,4/29/14,1982,Atheneum Books for Young Readers,Atheneum/Richard Jackson Books,Deenie,DEENIE,0
ban_1771_bx_9135,Danzy Senna,Danzy Senna,,,ban_1771,bx_9135,9781573227162,9781573227162,432,-1,2/28/99,1999,Penguin Publishing Group,Riverhead Books,Caucasia: A Novel,Caucasia,1
ban_1005_bx_55634,S. E. Hinton,S.E. HINTON,,,ban_1005,bx_55634,9780385375672,9780440978503,224,-1,8/6/13,1989,Random House Children's Books,Laure Leaf,Tex,Tex,0
ban_3117_bx_97643,Walter Payton,WALTER PAYTON,,,ban_3117,bx_97643,9780375758218,9780375758218,288,-1,09/11/2001,2001,Random House Publishing Group,Random House Trade Paperbacks,Never Die Easy: The Autobiography of Walter Payton,Never Die Easy : The Autobiography of Walter Payton,1
ban_5_bx_5473,Harper Lee,Harper Lee,,,ban_5,bx_5473,9780061120084,9780060935467,336,-1,5/23/06,2002,HarperCollins Publishers,Perennial Classics,To Kill a Mockingbird,To Kill a Mockingbird,0
ban_1906_bx_81389,Maureen Daly,Maureen Daly,,,ban_1906,bx_81389,9781416994633,9780671619312,340,-1,4/27/10,1985,Simon Pulse,Simon Pulse,Seventeenth Summer,Seventeenth Summer,0
ban_1578_bx_6350,Richard Carlson,Richard Carlson,,,ban_1578,bx_6350,9780786885978,9780786885978,176,-1,9/6/00,2000,Hachette Books,Hyperion Press,Don't Sweat the Small Stuff for Teens: Simple Ways to Keep Your Cool in Stressful Times,Don't Sweat The Small Stuff For Teens,1
ban_382_bx_14801,Douglas Preston,Douglas Preston,,,ban_382,bx_14801,9780812543261,9780812543261,480,-1,1/28/96,2003,Tom Doherty Associates,Tor Books,Relic,Relic,1
ban_6654_bx_46580,Charles Petzold,Charles Petzold,,,ban_6654,bx_46580,9780735611313,9780735611313,400,-1,,2000,Microsoft Press,Microsoft Press,Code: The Hidden Language of Computer Hardware and Software,Code: The Hidden Language of Computer Hardware and Software,1
ban_2514_bx_156346,Dean Hughes,Dean Hughes,,,ban_2514,bx_156346,9780689860218,9780689860218,240,-1,4/2/03,2003,Simon Pulse,Simon Pulse,Soldier Boys,Soldier Boys,1
ban_2135_bx_143764,Clemence McLaren,CLEMENCE MCLAREN,,,ban_2135,bx_143764,9780689873973,9780440227496,208,-1,8/31/04,1998,Simon Pulse,Laurel Leaf,Inside the Walls of Troy,Inside the Walls of Troy,0
ban_1590_bx_99158,Brian Jacques,Brian Jacques,,,ban_1590,bx_99158,9780441005086,9780441005086,368,-1,2/28/98,1998,Penguin Publishing Group,Ace Books,Pearls of Lutra,The Pearls of Lutra,1
ban_979_bx_198983,Lewis Carroll,Lewis Carroll,,,ban_979,bx_198983,9780141321073,9780399222412,176,-1,6/19/08,1989,Penguin Young Readers Group,Putnam Pub Group,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_1259_bx_99160,Mary Stewart,Mary Stewart,,,ban_1259,bx_99160,9780060548254,9780060548254,512,-1,5/6/03,2003,HarperCollins Publishers,Eos (Trade),Crystal Cave,The Crystal Cave : Book One of the Arthurian Saga,1
ban_15295_bx_157315,,Todd Miller,paperback,,ban_15295,bx_157315,9780789711182,9780789711182,1043,-1,March 1997,1997, Que Pub ,Macmillan Computer Pub,Special Edition Using Delphi 3,Special Edition Using Delphi 3,1
ban_2608_bx_12709,Piers Anthony,PIERS ANTHONY,,Paperback,ban_2608,bx_12709,9780345318855,9780345318855,416,-1,9/28/86,1986,Random House Publishing Group,Del Rey,With a Tangled Skein,With a Tangled Skein,1
ban_609_bx_8728,Jack Canfield,Jack Canfield,,,ban_609,bx_8728,9781623610463,9781558747616,336,-1,8/28/12,2000,"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC",HCI Teens,"Chicken Soup for the Teenage Soul: Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul III : More Stories of Life, Love and Learning",0
ban_504_bx_96968,Christopher Paolini,Christopher Paolini,,,ban_504,bx_96968,9780375826696,9780375926686,528,-1,4/26/05,2003,Random House Children's Books,Knopf Books for Young Readers,Eragon,Eragon,0
ban_2607_bx_62396,Caroline B. Cooney,Caroline B. Cooney,,,ban_2607,bx_62396,9780590444798,9780590444798,208,-1,7/28/97,1993,"Scholastic, Inc.",Scholastic,Flight #116 is Down,Flight Number 116 Is Down,1
ban_1865_bx_11274,Anne McCaffrey,Anne McCaffrey,,,ban_1865,bx_11274,9780441005314,9780441005314,336,-1,6/28/98,1998,Penguin Publishing Group,Ace Books,Freedom's Choice,Freedom's Choice,1
ban_64_bx_195053,Marjane Satrapi,MARJANE SATRAPI,,,ban_64,bx_195053,9780375714573,9780375714573,160,-1,6/1/04,2004,Knopf Doubleday Publishing Group,Pantheon,Persepolis: The Story of a Childhood,Persepolis : The Story of a Childhood,1
ban_1312_bx_37264,Todd Strasser,Todd Strasser,,,ban_1312,bx_37264,9780689848933,9780689848933,208,-1,4/28/02,2002,Simon Pulse,Simon Pulse,Give a Boy a Gun,Give a Boy a Gun,1
ban_996_bx_266042,Katherine Paterson,Katherine Paterson,,,ban_996,bx_266042,9780064403689,9780060294755,272,-1,3/28/90,2001,HarperCollins Publishers,HarperCollins Publishers,Jacob Have I Loved,The Field of the Dogs,0
ban_2439_bx_79548,Nathaniel Hawthorne,Nathaniel Hawthorn,,,ban_2439,bx_79548,9781617207112,9780451523099,238,-1,3/28/12,1961,Wilder Publications,New Amer Library Classics (Mm),The House of Seven Gables,House of Seven Gables,0
ban_949_bx_162754,Isabel Allende,Isabel Allende,,,ban_949,bx_162754,9780060535032,9780060511951,432,-1,4/27/04,2002,HarperCollins Publishers,HarperCollins,City of the Beasts,City of the Beasts,0
ban_2703_bx_155035,Kathy Tyers,Kathy Tyers,,,ban_2703,bx_155035,9780553568721,9780553095418,341,-1,11/28/94,1994,Random House Publishing Group,Bantam Dell Pub Group,Star Wars The Truce at Bakura,The Truce at Bakura,0
