ids,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title,label
ban_683_half_2070,Cinda Williams Chima,Cinda Williams Chima,,,ban_683,half_2070,9781423110712,9781423110712,528,528,9/1/09,"Sep. 1st, 2009",Disney-Hyperion,Hyperion Books,The Dragon Heir,Dragon Heir,1
ban_2218_half_1974,Sonya Sones,Sonya Sones,,,ban_2218,half_1974,9781442493841,9780689855535,291,272,5/7/13,"Feb. 1st, 2003",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,What My Girlfriend Doesn't Know,What My Mother Doesn't Know,0
ban_2039_half_1746,Shannon Hale,Shannon Hale,,,ban_2039,half_1746,9781599903781,9781599903781,336,305,9/15/09,"Sep. 15th, 2009",Bloomsbury USA,Bloomsbury Publishing PLC,Book of a Thousand Days,Book of a Thousand Days,1
ban_2165_half_2406,Cameron Dokey,Cameron Dokey,,,ban_2165,half_2406,9781442422834,9781442422834,640,640,2/7/12,"Feb. 7th, 2012",Simon Pulse,Simon Pulse,Once: Before Midnight; Golden; Wild Orchid,Once,1
ban_15541_half_741,,,paperback,,ban_15541,half_741,9783540425168,9781603201698,314,112,"September 21, 2001","Oct. 9th, 2012", Springer,Time Home Entertainment,"Algorithms in Bioinformatics: First International Workshop, WABI 2001, Aarhus, Denmark, August 28-31, 2001, Proceedings",Entertainment Weekly the Twilight Journey,0
ban_489_half_367,Julie Kagawa,Julie Kagawa,,,ban_489,half_367,9780373210084,9780373210084,368,363,2/1/10,"Feb. 1st, 2010",Harlequin,Harlequin,The Iron King,The Iron King,1
ban_428_half_259,Michael Scott,Michael Scott,,Paperback,ban_428,half_259,9780385737289,9780385735308,464,502,4/28/09,"Apr. 27th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,The Magician,The Sorceress,0
ban_2206_half_862,Margaret Peterson Haddix,Margaret Peterson Haddix,,,ban_2206,half_862,9780689871023,9780689871023,128,128,5/25/04,"May. 25th, 2004",Simon Pulse,Simon Pulse,"Don't You Dare Read This, Mrs. Dunphrey","Don't You Dare Read This, Mrs. Dunphrey",1
ban_16448_half_420,,,paperback,,ban_16448,half_420,9780471997887,9781423170884,368,144,"October 14, 1999","Jan. 22nd, 2013", Wiley,Disney Press,"Model Building in Mathematical Programming, 4th Edition",Oz Junior Novel,0
ban_1314_half_1031,Darren Shan,Darren Shan,,Paperback,ban_1314,half_1031,9780316603959,9780316602747,224,197,4/1/04,"Sep. 1st, 2004","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Trials of Death,The Vampire Prince,0
ban_2082_half_1278,Jasmine Jones,Jasmine Jones,,,ban_2082,half_1278,9780060772529,9780060772529,144,144,12/14/04,"Dec. 1st, 2004",HarperCollins Publishers,Amistad Press,Coach Carter,Coach Carter,1
ban_16_half_411,J. K. Rowling,J. K. Rowling,,Paperback,ban_16,half_411,9780439358071,9783551354013,896,334,8/10/04,"Jul. 1st, 2005","Scholastic, Inc.",Carlsen Verlag GmbH,Harry Potter and the Order of the Phoenix,Harry Potter Und der Stein der Weisen,0
ban_1593_half_2330,Theodore Taylor,Theodore Taylor,,,ban_1593,half_2330,9780152056667,9780152056667,304,292,3/1/06,"Mar. 1st, 2006",Houghton Mifflin Harcourt,Harcourt Paperbacks,The Weirdo,The Weirdo,1
ban_1838_half_2578,Nagaru Tanigawa,Nagaru Tanigawa,,,ban_1838,half_2578,9780316039024,9780316038799,224,208,4/1/09,"Oct. 7th, 2009","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Melancholy of Haruhi Suzumiya,The Sigh of Haruhi Suzumiya,0
ban_712_half_1204,Terry Pratchett,Terry Pratchett,,,ban_712,half_1204,9780060012380,9780060012380,400,375,5/25/04,"May. 25th, 2004",HarperCollins Publishers,HarperTrophy,The Wee Free Men: The First Tiffany Aching Adventure,The Wee Free Men,1
ban_169_half_134,Lois Lowry,Lois Lowry,,,ban_169,half_134,9780544336254,9780440229490,400,224,5/6/14,"Sep. 10th, 2002",Houghton Mifflin Harcourt,Laurel Leaf Library,Son,Gathering Blue,0
ban_134_half_126,Scott Westerfeld,Scott Westerfeld,,,ban_134,half_126,9781442419810,9781416947950,432,372,5/3/11,"Sep. 30th, 2007",Simon Pulse,Simon Pulse,Uglies,Specials,0
ban_17313_half_2182,,,paperback,,ban_17313,half_2182,9780738438665,9781465402585,314,192,"August 27, 2013","Feb. 1st, 2013", Vervante ,DK Publishing (Dorling Kindersley),DB2 Administration Solution Pack for Z/Os: Streamlining DB2 for Z/Os Database Administration,Danger!,0
ban_848_half_748,Suzanne Weyn,Suzanne Weyn,,,ban_848,half_748,9780545470544,9780545470544,256,112,10/1/12,"Oct. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,The Bar Code Tattoo,The Bar Code Tattoo,1
ban_2174_half_2192,April Lindner,April Lindner,,,ban_2174,half_2192,9780316084192,9780316084192,400,400,9/5/11,"Sep. 5th, 2011","Little, Brown Books for Young Readers",Poppy Books,Jane,Jane,1
ban_613_half_1224,Richelle Mead,Richelle Mead,,Paperback,ban_613,half_1224,9781595141972,9781595141972,464,444,11/13/08,"Nov. 13th, 2008",Penguin Young Readers Group,Razorbill,Shadow Kiss,Shadow Kiss,1
ban_1645_half_1028,Sharon M. Draper,Sharon M. Draper,,,ban_1645,half_1028,9781442408975,9780689842313,272,192,4/1/14,"Dec. 30th, 2003",Atheneum Books for Young Readers,Aladdin Paperbacks,Panic,Double Dutch,0
ban_443_half_324,Simone Elkeles,Simone Elkeles,,,ban_443,half_324,9781619637016,9780802798220,384,360,1/6/15,"Dec. 23rd, 2008",Bloomsbury USA,Walker & Company,Perfect Chemistry,Perfect Chemistry,0
ban_1051_half_1426,David Weber,David Weber,,,ban_1051,half_1426,9781451638264,9781451638264,384,384,9/4/12,"Sep. 4th, 2012",Baen,Baen Books,A Beautiful Friendship,A Beautiful Friendship,1
ban_1277_half_751,Walter Dean Myers,Walter Dean Myers,,,ban_1277,half_751,9780061214820,9780061214820,272,272,12/27/11,"Dec. 27th, 2011",HarperCollins Publishers,Amistad Press,Lockdown,Lockdown,1
ban_1025_half_616,Robert Muchamore,Robert Muchamore,,,ban_1025,half_616,9781442413658,9781416927259,352,327,10/1/13,"Mar. 31st, 2007",Simon Pulse,Simon Pulse,Man vs. Beast: Mission 6,Man Vs. Beast,0
ban_20_half_486,Gayle Forman,Gayle Forman,,,ban_20,half_486,9780142420898,9780142420898,304,264,4/17/12,"Apr. 17th, 2012",Penguin Young Readers Group,Speak,Where She Went,Where She Went,1
ban_1372_half_2743,Melissa Marr,Melissa Marr,,,ban_1372,half_2743,9780061214707,9780061659249,352,340,3/31/09,"Feb. 22nd, 2011",HarperCollins Publishers,Harper,Ink Exchange,Radiant Shadows,0
ban_1815_half_1452,Philip Pullman,Philip Pullman,,Paperback,ban_1815,half_1452,9780440418566,9780440418566,560,518,5/27/03,"May. 27th, 2003",Random House Children's Books,Yearling Books,The Amber Spyglass,The Amber Spyglass,1
ban_632_half_219,Scott Westerfeld,Scott Westerfeld,,,ban_632,half_219,9781416971740,9781416971740,464,440,8/10/10,"Aug. 10th, 2010",Simon Pulse,Simon Pulse,Leviathan,Leviathan,1
ban_2540_half_1260,Tamora Pierce,Tamora Pierce,,Paperback,ban_2540,half_1260,9781416903376,9781416903376,384,384,5/28/05,"May. 31st, 2005",Simon Pulse,Simon Pulse,Emperor Mage,Emperor Mage,1
ban_6814_half_312,National Geographic,National Geographic,,,ban_6814,half_312,9781426215346,9781426304460,288,143,,"Jun. 9th, 2009",National Geographic Society,National Geographic Society,"Getting Your Shot: Stunning Photos, How-to Tips, and Endless Inspiration From the Pros",National Geographic Student Atlas of the World,0
ban_5833_half_1048,Robert Standish Sievier,Robert Cormier,,,ban_5833,half_1048,9781332524501,9780375840395,388,256,08/09/2015,"Sep. 11th, 2007",FB c Ltd,Alfred A. Knopf Books for Young Readers,"The Autobiography of Robert Standish Sievier, 1906",I Am the Cheese,0
ban_2188_half_2555,Richelle Mead,Richelle Mead,,Paperback,ban_2188,half_2555,9781595144294,9781595144294,144,144,8/23/11,"Aug. 23rd, 2011",Penguin Young Readers Group,Razorbill,Vampire Academy: A Graphic Novel,Vampire Academy,1
ban_1125_half_1644,Alex Flinn,Alex Flinn,,,ban_1125,half_1644,9780061963285,9780061998669,304,304,2/8/11,"Dec. 29th, 2009",HarperCollins Publishers,Harper Teen,Beastly,Beastly,0
ban_1562_half_1761,Thomas E. Sniegoski,Thomas E. Sniegoski,,Paperback,ban_1562,half_1761,9781442408630,9781416938774,576,268,7/20/10,"Sep. 30th, 2006",Simon Pulse,Simon Pulse,The Fallen Omnibus 2: Aerie / Reckoning,The Fallen,0
ban_744_half_2140,Joseph Delaney,Joseph Delaney,,Paperback,ban_744,half_2140,9780060766238,9780060766238,496,455,7/24/07,"Jul. 24th, 2007",HarperCollins Publishers,Greenwillow Books,Curse of the Bane,Curse of the Bane,1
ban_3563_half_121,James Weldon Johnson,James Patterson,,,ban_3563,half_121,9781452826615,9780316002936,102,238,04/22/2010,"Dec. 31st, 2008",CreateSpace Independent Publishing Platform,"Little, Brown Young Readers",James Weldon Johnson: The Autobiography of an Ex-Colored Man,The Dangerous Days of Daniel X,0
ban_2832_half_2881,Pete Hautman,Pete Hautman,,,ban_2832,half_2881,9781416908166,9781416908166,208,198,10/25/05,"Oct. 25th, 2005",Simon & Schuster Books For Young Readers,Simon Pulse,Godless,Godless,1
ban_106_half_334,Stephanie Perkins,Stephanie Perkins,,,ban_106,half_334,9780142419403,9780142419403,400,400,8/4/11,"Aug. 4th, 2011",Penguin Young Readers Group,Speak,Anna and the French Kiss,Anna and the French Kiss,1
ban_445_half_1414,Sara Shepard,Sara Shepard,,,ban_445,half_1414,9780062287021,9780062009548,352,286,5/12/15,"Jun. 8th, 2010",HarperCollins Publishers,Harper Teen,Toxic,Pretty Little Liars TV,0
ban_2454_half_2832,Robin L. Graham,Robin Lee Graham,,,ban_2454,half_2832,9780060920470,9780060920470,240,240,3/28/91,"Mar. 27th, 1991",HarperCollins Publishers,William Morrow & Company,Dove,Dove,1
ban_200_half_1216,C. C. Hunter,Erin Hunter,,,ban_200,half_1216,9781250035912,9780060871338,400,265,5/20/14,"Jan. 4th, 2011",St. Martin's Press,HarperCollins,Reborn,The Last Wilderness,0
ban_1685_half_1358,Alan Lawrence Sitomer,Alan Lawrence Sitomer,,,ban_1685,half_1358,9781423130277,9781423130277,320,320,2/2/10,"Feb. 9th, 2010",Disney-Hyperion,Jump at the Sun,The Secret Story of Sonia Rodriguez,The Secret Story of Sonia Rodriguez,1
ban_398_half_380,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_398,half_380,9780316024969,9780316075657,608,563,5/31/08,"Nov. 1st, 2009","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",New Moon,New Moon,0
ban_8842_half_2590,Michael Palmer,Michael Chabon,,,ban_8842,half_2590,9781418837235,9781423139959,704,500,,"Mar. 8th, 2011",Cengage Learning,Hyperion Books,Guide to UNIX Using Linux / Edition 4,Summerland,0
ban_1055_half_2731,Tamora Pierce,Tamora Pierce,,Paperback,ban_1055,half_2731,9780375829079,9780590396059,257,272,8/24/04,"Apr. 1st, 2001",Random House Children's Books,Scholastic Paperbacks,Page,The Circle Opens #1: Magic Steps,0
ban_37_half_1134,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_1134,9780316067935,9780316133937,768,768,8/3/10,"Oct. 11th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn,0
ban_2408_half_1801,Darren Shan,Darren Shan,,Paperback,ban_2408,half_1801,9780316048811,9780316012331,196,233,4/12/10,"May. 10th, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Wolf Island,Lord Loss,0
ban_2228_half_2054,Lisa McMann,Lisa McMann,,Paperback,ban_2228,half_2054,9781416979210,9781416979210,214,214,1/4/11,"Jan. 4th, 2011",Simon Pulse,Simon Pulse,Gone,Gone,1
ban_6974_half_2465,Darren Varndell,Darren Shan,,Paperback,ban_6974,half_2465,9781291668957,9780316078696,-1,272,,"Oct. 2nd, 2012",Lulu.com,"Little, Brown Books for Young Readers",Top 10 SEO Tips,Palace of the Damned,0
ban_1033_half_568,Eoin Colfer,Eoin Colfer,,,ban_1033,half_568,9781423124535,9781423124535,336,309,7/14/09,"Jul. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Eternity Code,The Eternity Code,1
ban_658_half_1707,Madeleine L'Engle,Madeleine L'Engle,,,ban_658,half_1707,9780312368586,9780312368586,384,373,5/1/07,"May. 1st, 2007",Square Fish,Square Fish,An Acceptable Time,An Acceptable Time,1
ban_1578_half_2263,Richard Carlson,Richard Carlson,,,ban_1578,half_2263,9780786885978,9780786885978,176,176,9/6/00,"Sep. 6th, 2000",Hachette Books,Hyperion Books,Don't Sweat the Small Stuff for Teens: Simple Ways to Keep Your Cool in Stressful Times,Don't Sweat the Small Stuff for Teens,1
ban_2372_half_694,Roald Dahl,Roald Dahl,,,ban_2372,half_694,9780141304700,9780141304700,240,225,5/28/00,"May. 1st, 2000",Penguin Young Readers Group,Puffin Books,The Wonderful Story of Henry Sugar,"The Wonderful Story of Henry Sugar, and Six More",1
ban_407_half_26,Madeleine L'Engle,Madeleine L'Engle,,,ban_407,half_26,9780312368562,9780312367541,320,245,5/1/07,"May. 1st, 2007",Square Fish,Square Fish,A Swiftly Tilting Planet,A Wrinkle in Time,0
ban_1036_half_2296,Walter Dean Myers,Walter Dean Myers,,,ban_1036,half_2296,9780590543439,9780590543439,192,192,12/28/01,"Dec. 1st, 2001","Scholastic, Inc.",Scholastic Paperbacks,The Greatest: Muhammad Ali,The Greatest,1
ban_910_half_933,Gabrielle Zevin,Gabrielle Zevin,,,ban_910,half_933,9780312367466,9780312367466,304,288,5/28/07,"May. 15th, 2007",Square Fish,Square Fish,Elsewhere,Elsewhere,1
ban_607_half_608,Mark Pfetzer,Mark Pfetzer,,,ban_607,half_608,9780141304977,9780141304977,240,224,1/28/00,"Jan. 1st, 2000",Penguin Young Readers Group,Puffin Books,Within Reach: My Everest Story,Within Reach,1
ban_2315_half_1716,Neta Lohnes Frazier,Neta Lohnes Frazier,,Paperback,ban_2315,half_1716,9781402736179,9781402736179,208,193,8/28/06,"Aug. 1st, 2006",Sterling,Sterling Publishing (NY),The Stout-Hearted Seven: Orphaned on the Oregon Trail,The Stout-Hearted Seven,1
ban_282_half_171,Caroline B. Cooney,Caroline B. Cooney,,,ban_282,half_171,9780385742382,9780440220657,208,208,5/22/12,"Apr. 1st, 1991",Random House Children's Books,Laurel Leaf Library,The Face on the Milk Carton,The Face on the Milk Carton,0
ban_545_half_852,Sarah Dessen,Sarah Dessen,,,ban_545,half_852,9780142415566,9780142401729,432,198,4/5/11,"May. 11th, 2004",Penguin Young Readers Group,Speak,Along for the Ride,That Summer,0
ban_1420_half_1770,Julie Anne Peters,Julie Anne Peters,,,ban_1420,half_1770,9780316011273,9780316011273,256,256,2/28/06,"Apr. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Luna,Luna,1
ban_2062_half_284,Eoin Colfer,Eoin Colfer,,,ban_2062,half_284,9781401310301,9780786817078,288,304,6/29/10,"Jun. 30th, 2002",Hachette Books,Hyperion Books for Children,And Another Thing...,Artemis Fowl,0
ban_2599_half_2989,Cynthia Voigt,Cynthia Voigt,,,ban_2599,half_2989,9781442428805,9780689863608,256,250,3/6/12,"Jul. 31st, 2003",Atheneum Books for Young Readers,Aladdin Paperbacks,A Solitary Blue,A Solitary Blue,0
ban_3_half_20,J. K. Rowling,J. K. Rowling,,Paperback,ban_3,half_20,9780590353427,9780590353427,320,312,9/8/99,"Oct. 1st, 1999","Scholastic, Inc.",Arthur A. Levine Books,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,1
ban_2305_half_1381,Jack Canfield,Jack Canfield,,,ban_2305,half_1381,9781935096030,9781935096726,380,384,8/26/08,"Jul. 26th, 2011",Chicken Soup for the Soul,Chicken Soup for the Soul,Chicken Soup for the Soul: Teens Talk Tough Times: Stories about the Hardest Parts of Being a Teenager,Chicken Soup for the Soul: Just for Teenagers,0
ban_854_half_1911,Rachel Caine,Rachel Caine,,,ban_854,half_1911,9780451234681,9780451234681,368,352,10/4/11,"Oct. 4th, 2011",Penguin Publishing Group,New American Library,Bite Club,Bite Club,1
ban_2384_half_3039,Helen Frost,Helen Frost,,,ban_2384,half_3039,9780312641276,9780374400125,144,116,1/8/13,"Feb. 20th, 2007",Square Fish,Farrar Straus Giroux,Keesha's House,Keesha's House,0
ban_596_half_1074,Pete Nelson,Pete Nelson,,,ban_596,half_1074,9780385730914,9780385730914,224,201,11/11/03,"Nov. 11th, 2003",Random House Children's Books,Delacorte Press,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left for Dead,1
ban_12033_half_2507,Susan Sanderson,Susan E. Hinton,,,ban_12033,half_2507,9780073309781,9781594378072,244,192,,"Jan. 1st, 2004",McGraw-Hill Professional Publishing,Alfaguara Infantil,Electronic Health Records for Allied Health Careers w/Student CD-ROM / Edition 1,Rebeldes = The Outsiders,0
ban_2_half_250,James Dashner,James Dashner,,Paperback,ban_2,half_250,9780385738781,9780385738781,352,336,1/8/13,"Jan. 8th, 2013",Random House Children's Books,Delacorte Press Books for Young Readers,The Death Cure,The Death Cure,1
ban_457_half_89,Eoin Colfer,Eoin Colfer,,,ban_457,half_89,9781423129721,9781423124528,384,277,5/8/12,"Jun. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl; The Atlantis Complex,Artemis Fowl,0
ban_1722_half_112,Todd Strasser,Todd Strasser,,,ban_1722,half_112,9780440993711,9780440993711,144,144,9/28/81,"Sep. 15th, 1981",Random House Children's Books,Laurel Leaf Library,The Wave,The Wave,1
ban_1192_half_1871,P. C. Cast,P. C. Cast,,,ban_1192,half_1871,9780312595128,9780312595128,157,176,10/26/10,"Oct. 26th, 2010",St. Martin's Press,St. Martin's Griffin,The Fledgling Handbook 101,The Fledgling Handbook 101,1
ban_2349_half_2491,Kimberly Derting,Kimberly Reid,,,ban_2349,half_2491,9781442445604,9780758267412,368,261,12/31/13,"May. 1st, 2012",Margaret K. McElderry Books,K-Teen,The Essence,Creeping with the Enemy,0
ban_1357_half_1642,Bill Cleaver,Vera Cleaver,,,ban_1357,half_1642,9780064470056,9780064470056,224,224,9/28/01,"Oct. 6th, 1989",HarperCollins Publishers,HarperTrophy,Where the Lilies Bloom,Where the Lilies Bloom,1
ban_1301_half_737,Jenny Han,Jenny Han,,,ban_1301,half_737,9781442440791,9781416995593,544,291,9/16/14,"Apr. 24th, 2012",Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers,Fire with Fire,We'll Always Have Summer,0
ban_641_half_425,Colleen Houck,Colleen Houck,,,ban_641,half_425,9781454902492,9781454902492,456,402,5/1/12,"May. 1st, 2012",Splinter,Splinter,Tiger's Curse,Tiger's Curse,1
ban_1515_half_1170,Tamora Pierce,Tamora Pierce,,Paperback,ban_1515,half_1170,9780689878558,9780689878572,240,384,1/6/05,"Jan. 6th, 2005",Simon Pulse,Simon Pulse,Alanna: The First Adventure,Lioness Rampant,0
ban_2316_half_3029,Susane Colasanti,Susane Colasanti,,,ban_2316,half_3029,9780142411551,9780142411551,336,310,5/1/08,"May. 1st, 2008",Penguin Young Readers Group,Speak,When It Happens,When It Happens,1
ban_1170_half_2644,Neal Shusterman,Neal Shusterman,,,ban_1170,half_2644,9781442499034,9780142414873,1312,247,10/1/13,"Jan. 7th, 2010",Simon & Schuster Books For Young Readers,Puffin Books,The Skinjacker Trilogy: Everlost; Everwild; Everfound,Antsy Does Time,0
ban_2409_half_1173,Tamora Pierce,Tamora Pierce,,Paperback,ban_2409,half_1173,9781416908173,9780689878589,368,284,12/20/05,"Jan. 6th, 2005",Simon Pulse,Simon Pulse,The Realms of the Gods,The Woman Who Rides Like a Man,0
ban_263_half_3093,Joseph Delaney,Joseph Delaney,,Paperback,ban_263,half_3093,9780062082084,9780061344619,403,511,4/9/13,"Jul. 28th, 2009",HarperCollins Publishers,Greenwillow Books,"Grimalkin, the Witch Assassin",Wrath of the Bloodeye,0
ban_347_half_7,Sean Covey,Sean Covey,,,ban_347,half_7,9781476764689,9781929494170,240,377,5/27/14,"Dec. 5th, 1999",Touchstone,Franklin Covey,The 7 Habits of Highly Effective Teens Personal Workbook,The 7 Habits of Highly Effective Teens Workbook,0
ban_290_half_155,Scott Westerfeld,Scott Westerfeld,,,ban_290,half_155,9781442419780,9780689865398,416,370,5/3/11,"Nov. 30th, 2005",Simon Pulse,Simon Pulse,Extras,Pretties,0
ban_1055_half_2501,Tamora Pierce,Tamora Pierce,,Paperback,ban_1055,half_2501,9780375829079,9780679889182,257,288,8/24/04,"May. 22nd, 2001",Random House Children's Books,Laurel Leaf Library,Page,Page,0
ban_455_half_56,Kami Garcia,Kami Garcia,,,ban_455,half_56,9780316123518,9780316231671,576,592,6/12/12,"Nov. 27th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Beautiful Chaos,Beautiful Creatures,0
ban_776_half_480,P. C. Cast,P. C. Cast,,Paperback,ban_776,half_480,9780312609382,9780312387976,336,304,10/26/10,"Jun. 5th, 2012",St. Martin's Press,St. Martin's Griffin,Tempted,Awakened,0
ban_2607_half_2079,Caroline B. Cooney,Caroline B. Cooney,,,ban_2607,half_2079,9780590444798,9780590444798,208,201,7/28/97,"Jul. 1st, 1997","Scholastic, Inc.",Scholastic,Flight #116 is Down,Flight #116 is Down!,1
ban_1741_half_1242,Darren Shan,Darren Shan,,Paperback,ban_1741,half_1242,9780316106542,9780316106542,224,208,5/10/06,"May. 1st, 2006","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Killers of the Dawn,Killers of the Dawn,1
ban_1430_half_2352,Jennifer Estep,Jennifer Estep,,,ban_1430,half_2352,9780758266927,9780758266927,336,373,8/1/11,"Aug. 1st, 2011",Kensington,Kensington Publishing Corporation,Touch of Frost,Touch of Frost,1
ban_7409_half_149,Christopher Bishop,Christopher Paolini,,Paperback,ban_7409,half_149,9780387310732,9780375826696,740,528,,"Apr. 26th, 2005",Springer New York,Alfred A. Knopf Books for Young Readers,Pattern Recognition and Machine Learning / Edition 1,Eragon,0
ban_1514_half_2657,Paul B. Janeczko,Paul B. Janeczko,,,ban_1514,half_2657,9780763660666,9780763660666,256,256,9/11/12,"Sep. 11th, 2012",Candlewick Press,Candlewick Press (MA),The Dark Game: True Spy Stories from Invisible Ink to CIA Moles,The Dark Game,1
ban_771_half_607,Terry Pratchett,Terry Pratchett,,,ban_771,half_607,9780061433061,9780061433061,368,368,9/27/11,"Sep. 27th, 2011",HarperCollins Publishers,HarperCollins,I Shall Wear Midnight: The Fourth Tiffany Aching Adventure,I Shall Wear Midnight,1
ban_2609_half_956,Sharon Flake,Sharon G. Flake,,,ban_2609,half_956,9781423100171,9781423100171,208,195,7/26/11,"Jul. 26th, 2011",Disney-Hyperion,Jump at the Sun,You Don't Even Know Me: Stories and Poems About Boys,You Don't Even Know Me,1
ban_1241_half_1079,L. J. Smith,L. J. Smith,,,ban_1241,half_1079,9780061963865,9780061963865,272,253,8/25/09,"Sep. 1st, 2009",HarperCollins Publishers,Harper Teen,The Awakening,The Awakening,1
ban_356_half_259,Michael Scott,Michael Scott,,Paperback,ban_356,half_259,9780385735308,9780385735308,512,502,4/27/10,"Apr. 27th, 2010",Random House Children's Books,Delacorte Press Books for Young Readers,The Sorceress,The Sorceress,1
ban_329_half_1299,James Patterson,James Patterson,,,ban_329,half_1299,9780316038348,9780316119696,314,239,10/31/10,"Jun. 15th, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Witch and Wizard,Watch the Skies,0
ban_2960_half_2292,Henry James,Ellie James,,,ban_2960,half_2292,9788026836063,9780312647049,2900,352,03/31/2015,"Nov. 27th, 2012",e-artnow ebooks,St. Martin's Griffin,"Complete Works of Henry James: Novels, Short Stories, Plays, Essays, Autobiography and Letters: The Portrait of a Lady, The Wings of the Dove, The American, The Bostonians, The Ambassadors, What Maisie Knew, Washington Square, Daisy Miller...",Fragile Darkness,0
ban_10228_half_2316,Dan Gookin,Dan Gutman,,Paperback,ban_10228,half_2316,9780470878675,9780064472586,792,151,,"Feb. 17th, 2004",Wiley,HarperTrophy,Troubleshooting and Maintaining Your PC All-in-One For Dummies,Mickey & Me,0
ban_378_half_618,Eoin Colfer,Eoin Colfer,,,ban_378,half_618,9781423124528,9781423124948,304,416,6/23/09,"Aug. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl,Artemis Fowl,0
ban_1897_half_1208,Rachel Caine,Rachel Vincent,,,ban_1897,half_1208,9780451225726,9780373210619,256,346,1/6/09,"Jun. 26th, 2012",Penguin Publishing Group,Harlequin Teen,Lord of Misrule,Before I Wake,0
ban_2918_half_2596,"Lemony Snicket, Brett Helquist, Brett Helquist",Lemony Snicket,,,ban_2918,half_2596,9780060562250,9780060562250,240,240,05/06/2003,"May. 6th, 2003",HarperCollins Publishers,HarperTrophy,Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket,1
ban_14925_half_1015,,,paperback,,ban_14925,half_1015,9783319076676,9781603209380,704,128,"May 15, 2014","Oct. 2nd, 2012", Springer,People,"Design, User Experience, and Usability: Theories, Methods, and Tools for Designing the User Experience: Third International Conference, DUXU 2014, ... Part I",People Celebrity Puzzler,0
ban_1398_half_1167,Terry Pratchett,Terry Pratchett,,,ban_1398,half_1167,9780060012359,9780060012359,368,368,4/29/03,"Apr. 29th, 2003",HarperCollins Publishers,HarperTrophy,The Amazing Maurice and His Educated Rodents,The Amazing Maurice and His Educated Rodents,1
ban_2660_half_806,Mette Ivie Harrison,Lisi Harrison,,,ban_2660,half_806,9780061131899,9780316055369,432,208,5/27/08,"Dec. 4th, 2012",HarperCollins Publishers,Poppy Books,The Princess and the Hound,The Clique: Charmed and Dangerous,0
ban_931_half_329,Sara Shepard,Sara Shepard,,,ban_931,half_329,9780062081025,9780062081025,336,305,6/5/12,"Jun. 5th, 2012",HarperCollins Publishers,Harper Teen,Twisted,Twisted,1
ban_653_half_746,Eoin Colfer,Eoin Colfer,,,ban_653,half_746,9781423108375,9781423108375,448,391,8/11/09,"Aug. 1st, 2009",Disney-Hyperion,Hyperion Books,Artemis Fowl: The Time Paradox,The Time Paradox,1
ban_37_half_1949,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_1949,9780316067935,9780316226424,768,768,8/3/10,"Sep. 25th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn,0
ban_979_half_91,Lewis Carroll,Lewis Carroll,,,ban_979,half_91,9780141321073,9780486275437,176,96,6/19/08,"May. 20th, 1993",Penguin Young Readers Group,Dover Publications,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_7785_half_1817,Richard Leland Petersen,Richard Peck,,,ban_7785,half_1817,9781936280896,9780142412046,592,148,,"Oct. 16th, 2008",Surfing Turtle Press,Puffin Books,Ubuntu 14.04 Lts Server: Administration and Reference,On the Wings of Heroes,0
ban_734_half_1554,Ashley Rhodes-Courter,Ashley Rhodes-Courter,,,ban_734,half_1554,9781416948070,9781416948070,336,304,5/5/09,"May. 5th, 2009",Atheneum Books for Young Readers,Simon Pulse,Three Little Words: A Memoir,Three Little Words,1
