ids,label,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title
bx_68886_half_368,0,Chris Crutcher,Chris Crutcher,,,bx_68886,half_368,9780688115524,9780060094898,-1,304,1993,"Mar. 18th, 2003",Greenwillow,Greenwillow Books,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes
bx_203023_half_368,1,Chris Crutcher,Chris Crutcher,,,bx_203023,half_368,9780060094898,9780060094898,-1,304,2003,"Mar. 18th, 2003",HarperTempest,Greenwillow Books,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes
bx_104676_half_700,0,Alex Flinn,Alex Flinn,,,bx_104676,half_700,9780060291983,9780064472579,-1,304,2001,"Oct. 15th, 2002",HarperCollins,Harper Teen,Breathing Underwater,Breathing Underwater
bx_5616_half_700,1,Alex Flinn,Alex Flinn,,,bx_5616,half_700,9780064472579,9780064472579,-1,304,2002,"Oct. 15th, 2002",HarperTempest,Harper Teen,Breathing Underwater,Breathing Underwater
bx_1307_half_927,0,Louis Sachar,Louis Sachar,,Paperback,bx_1307,half_927,9780380754847,9780380731503,-1,160,1990,"Jun. 1st, 1998",HarperTrophy,HarperTrophy,Wayside School is Falling Down,Wayside School Is Falling Down
bx_105657_half_927,1,Louis Sachar,Louis Sachar,,Paperback,bx_105657,half_927,9780380731503,9780380731503,-1,160,1998,"Jun. 1st, 1998",HarperTrophy,HarperTrophy,Wayside School is Falling Down,Wayside School Is Falling Down
bx_80621_half_1739,0,Alice Hoffman,Alice Hoffman,,,bx_80621,half_1739,9780439443845,9780439443852,-1,116,2003,"Jun. 30th, 2004",Scholastic,Scholastic Paperbacks,Green Angel,Green Angel
bx_6808_half_1739,1,Alice Hoffman,Alice Hoffman,,,bx_6808,half_1739,9780439443852,9780439443852,-1,116,2004,"Jun. 30th, 2004",Scholastic Paperbacks,Scholastic Paperbacks,Green Angel,Green Angel
bx_80621_half_1424,0,Alice Hoffman,Alice Hoffman,,,bx_80621,half_1424,9780439443845,9780545204118,-1,116,2003,"Feb. 1st, 2010",Scholastic,Scholastic,Green Angel,Green Angel
bx_93632_half_2210,0,Geraldine McCaughrean,Geraldine McCaughrean,,,bx_93632,half_2210,9780066238746,9780064410915,-1,307,2002,"Sep. 23rd, 2003",HarperCollins,HarperTrophy,The Kite Rider,The Kite Rider
bx_60463_half_833,0,Walter Dean Myers,Walter Dean Myers,,,bx_60463,half_833,9780064470667,9780064406239,-1,224,1990,"Dec. 8th, 1995",HarperTrophy,HarperTrophy,Scorpions,Scorpions
bx_50560_half_833,1,Walter Dean Myers,Walter Dean Myers,,,bx_50560,half_833,9780064406239,9780064406239,-1,224,1996,"Dec. 8th, 1995",HarperTrophy,HarperTrophy,Scorpions,Scorpions
bx_60463_half_1661,1,Walter Dean Myers,Walter Dean Myers,,,bx_60463,half_1661,9780064470667,9780064470667,-1,224,1990,"Apr. 25th, 1990",HarperTrophy,HarperTrophy,Scorpions,Scorpions
bx_225544_half_1652,0,Anthony Horowitz,Anthony Horowitz,,,bx_225544,half_1652,9780399237775,9780399254185,-1,328,2003,"Nov. 12th, 2009",Philomel Books,Philomel Books,Skeleton Key,Skeleton Key
bx_145257_half_125,0,Sharon G. Flake,Sharon G. Flake,,,bx_145257,half_125,9780786813070,9781423103851,-1,171,2000,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,The Skin I'm in,The Skin I'm In
bx_109316_half_125,0,Sharon G. Flake,Sharon G. Flake,,,bx_109316,half_125,9780786804443,9781423103851,-1,171,1998,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,The Skin I'm in,The Skin I'm In
bx_145257_half_1780,1,Sharon G. Flake,Sharon G. Flake,,,bx_145257,half_1780,9780786813070,9780786813070,-1,176,2000,,Jump Sun,Hyperion Books,The Skin I'm in,The Skin I'm in
bx_214602_half_1721,0,Scott O'Dell,Scott O'Dell,,,bx_214602,half_1721,9780440900177,9780440408796,-1,128,1993,"Oct. 31st, 1993",Yearling,Yearling Books,Thunder Rolling in the Mountains,Thunder Rolling in the Mountains
bx_156340_half_1721,1,Scott O'Dell,Scott O'Dell,,,bx_156340,half_1721,9780440408796,9780440408796,-1,128,1993,"Oct. 31st, 1993",Yearling Books,Yearling Books,Thunder Rolling in the Mountains,Thunder Rolling in the Mountains
bx_173288_half_403,0,Sharon G. Flake,Sharon G. Flake,,,bx_173288,half_403,9780786815036,9781423103868,-1,188,2003,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,Money Hungry,Money Hungry
bx_246311_half_403,0,Sharon G. Flake,Sharon G. Flake,,,bx_246311,half_403,9780786824762,9781423103868,-1,188,2001,"Aug. 1st, 2007",Jump Sun,Jump at the Sun,Money Hungry,Money Hungry
bx_9127_half_1529,0,Meg Cabot,Meg Cabot,,Paperback,bx_9127,half_1529,9780689868276,9781416927051,-1,266,2004,"Jan. 31st, 2007",Simon Pulse,Simon Pulse,When Lightning Strikes,When Lightning Strikes
bx_22430_half_362,0,Robert Cormier,Robert Cormier,,,bx_22430,half_362,9780394828053,9780440944591,-1,272,1986,"Aug. 1st, 1986",Alfred A. Knopf,Laurel Leaf Library,The Chocolate War,The Chocolate War
bx_18662_half_362,1,ROBERT CORMIER,Robert Cormier,,,bx_18662,half_362,9780440944591,9780440944591,-1,272,1986,"Aug. 1st, 1986",Laurel Leaf,Laurel Leaf Library,The Chocolate War,The Chocolate War
bx_36186_half_1799,0,Jay McGraw,Jay McGraw,,,bx_36186,half_1799,9780743215466,9780743224703,-1,176,2000,"Aug. 28th, 2001",Fireside,Fireside Books,Life Strategies for Teens,Life Strategies for Teens
bx_36186_half_2336,1,Jay McGraw,Jay McGraw,,,bx_36186,half_2336,9780743215466,9780743215466,-1,240,2000,"Dec. 4th, 2000",Fireside,Fireside Books,Life Strategies for Teens,Life Strategies for Teens
bx_215319_half_658,0,Jean Craighead George,Jean Craighead George,,,bx_215319,half_658,9780673801494,9780060540951,-1,201,1974,"Sep. 16th, 2003",HarperTrophy Books,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_11186_half_658,0,Jean Craighead George,Jean Craighead George,,,bx_11186,half_658,9780060739447,9780060540951,-1,201,2004,"Sep. 16th, 2003",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_3271_half_658,0,Jean Craighead George,Jean Craighead George,,,bx_3271,half_658,9780064400589,9780060540951,-1,201,1972,"Sep. 16th, 2003",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_225957_half_658,1,Jean Craighead George,Jean Craighead George,,,bx_225957,half_658,9780060540951,9780060540951,-1,201,2003,"Sep. 16th, 2003",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_72542_half_311,0,Francisco Jimenez,Francisco Jimenez,,,bx_72542,half_311,9780618011735,9780618342488,-1,208,2001,"Oct. 1st, 2002",Houghton Mifflin Company,Houghton Mifflin Harcourt (HMH),Breaking Through,Breaking Through
bx_3724_half_4,0,LOUIS SACHAR,Louis Sachar,,,bx_3724,half_4,9780440419464,9780440414803,-1,240,2003,"May. 9th, 2000",Yearling,Yearling Books,Holes,Holes
bx_66180_half_4,0,Louis Sachar,Louis Sachar,,,bx_66180,half_4,9780747546481,9780440414803,-1,240,2000,"May. 9th, 2000",Bloomsbury Pub Ltd,Yearling Books,Holes,Holes
bx_5649_half_4,1,LOUIS SACHAR,Louis Sachar,,,bx_5649,half_4,9780440414803,9780440414803,-1,240,2000,"May. 9th, 2000",Yearling,Yearling Books,Holes,Holes
bx_3724_half_200,1,LOUIS SACHAR,Louis Sachar,,,bx_3724,half_200,9780440419464,9780440419464,-1,256,2003,"Mar. 31st, 2003",Yearling,Yearling Books,Holes,Holes
bx_36083_half_200,0,Louis Lamour,Louis Sachar,,,bx_36083,half_200,9780553141740,9780440419464,-1,256,0,"Mar. 31st, 2003",Bantam Doubleday Dell,Yearling Books,Lonely On the Mountain,Holes
bx_11186_half_364,0,Jean Craighead George,Jean Craighead George,,,bx_11186,half_364,9780060739447,9780064400589,-1,170,2004,"Jun. 6th, 1997",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_3271_half_364,1,Jean Craighead George,Jean Craighead George,,,bx_3271,half_364,9780064400589,9780064400589,-1,170,1972,"Jun. 6th, 1997",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_225957_half_364,0,Jean Craighead George,Jean Craighead George,,,bx_225957,half_364,9780060540951,9780064400589,-1,170,2003,"Jun. 6th, 1997",HarperTrophy,HarperTrophy,Julie of the Wolves,Julie of the Wolves
bx_21367_half_136,0,James Lincoln Collier,James Lincoln Collier,,,bx_21367,half_136,9780590427920,9780439783606,-1,216,1989,"Apr. 1st, 2005",Scholastic Paperbacks,Scholastic Paperbacks,My Brother Sam Is Dead,My Brother Sam Is Dead
bx_25246_half_712,0,Scott O'Dell,Scott O'Dell,,,bx_25246,half_712,9780440220282,9780440411468,-1,96,1996,"Feb. 28th, 1996",Laurel-Leaf Books,Yearling Books,The Black Pearl,The Black Pearl
bx_108694_half_712,1,Scott O'Dell,Scott O'Dell,,,bx_108694,half_712,9780440411468,9780440411468,-1,96,1996,"Feb. 28th, 1996",Yearling Books,Yearling Books,The Black Pearl,The Black Pearl
bx_121581_half_2307,0,Adele Geras,Adele Geras,,,bx_121581,half_2307,9780152164928,9780152045708,-1,376,2001,"Sep. 1st, 2002",Harcourt Children's Books,Harcourt Paperbacks,Troy,Troy
bx_11724_half_2307,1,Ad̬le Geras,Adele Geras,,,bx_11724,half_2307,9780152045708,9780152045708,-1,376,2002,"Sep. 1st, 2002",Harcourt Paperbacks,Harcourt Paperbacks,Troy,Troy
bx_3839_half_111,0,J. K. Rowling,J. K. Rowling,,Paperback,bx_3839,half_111,9780439136358,9780439136365,-1,435,1999,"Oct. 1st, 2001",Scholastic,Scholastic,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban
bx_6330_half_111,1,J. K. Rowling,J. K. Rowling,,Paperback,bx_6330,half_111,9780439136365,9780439136365,-1,435,2001,"Oct. 1st, 2001",Scholastic,Scholastic,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban
bx_54820_half_2496,0,Susan Juby,Susan Juby,,,bx_54820,half_2496,9780060515430,9780060515454,-1,290,2003,,HarperTempest,HarperTempest,"Alice, I Think","Alice, I Think"
bx_155669_half_1329,0,Walter Dean Myers,Walter Dean Myers,,,bx_155669,half_1329,9780060295196,9780064472906,-1,223,2004,"Mar. 29th, 2005",Amistad,Amistad Press,Shooter,Shooter
bx_73386_half_1534,0,John Christopher,John Christopher,,Paperback,bx_73386,half_1534,9780020427001,9780689856662,-1,224,1970,"Apr. 1st, 2003",Simon Pulse,Simon Pulse,The CITY OF GOLD AND LEAD,The City of Gold and Lead
bx_118552_half_1534,0,John Christopher,John Christopher,,Paperback,bx_118552,half_1534,9780020427018,9780689856662,-1,224,1988,"Apr. 1st, 2003",Simon Pulse,Simon Pulse,The City of Gold and Lead,The City of Gold and Lead
bx_176956_half_1537,0,John Christopher,John Christopher,,Paperback,bx_176956,half_1537,9780020425755,9780689857621,-1,160,1990,"Apr. 1st, 2003",Simon Pulse,Simon Pulse,When the Tripods Came,When the Tripods Came
bx_176956_half_1550,0,John Christopher,Christopher Pike,,Paperback,bx_176956,half_1550,9780020425755,9781442413177,-1,478,1990,"Oct. 5th, 2010",Simon Pulse,Simon Pulse,When the Tripods Came,The Eternal Dawn
bx_110671_half_1422,0,Anthony Horowitz,Anthony Horowitz,,,bx_110671,half_1422,9780399236204,9780399246333,-1,130,2001,"Nov. 1st, 2006",Philomel Books,Philomel Books,Stormbreaker,Stormbreaker
bx_91916_half_1161,0,Nancy Garden,Nancy Garden,,,bx_91916,half_1161,9780374404147,9780374400118,-1,263,1992,"Feb. 20th, 2007","Farrar, Straus and Giroux (BYR)",Farrar Straus Giroux,Annie on My Mind,Annie on My Mind
bx_150590_half_1161,0,Nancy Garden,Nancy Garden,,,bx_150590,half_1161,9780374303662,9780374400118,-1,263,1982,"Feb. 20th, 2007",Farrar Straus  Giroux,Farrar Straus Giroux,Annie on My Mind,Annie on My Mind
bx_57908_half_2173,0,Scott O'Dell,Scott O'Dell,,,bx_57908,half_2173,9780440410010,9780440219569,-1,192,1995,"May. 31st, 1995",Yearling Books,Laurel Leaf Library,Zia,Zia
bx_70843_half_2173,1,Scott O'Dell,Scott O'Dell,,,bx_70843,half_2173,9780440219569,9780440219569,-1,192,1996,"May. 31st, 1995",Laurel-Leaf Books,Laurel Leaf Library,Zia,Zia
bx_104469_half_1013,0,Marguerite De Angeli,Marguerite de Angeli,,,bx_104469,half_1013,9780385072830,9780440402831,-1,128,1989,"Jul. 1st, 1990",Doubleday Books for Young Readers,Yearling Books,The Door in the Wall,The Door in the Wall
bx_52745_half_1013,1,Marguerite De Angeli,Marguerite de Angeli,,,bx_52745,half_1013,9780440402831,9780440402831,-1,128,1990,"Jul. 1st, 1990",Yearling Books,Yearling Books,The Door in the Wall,The Door in the Wall
bx_106639_half_2298,0,Meg Cabot,Meg Cabot,,Paperback,bx_106639,half_2298,9780689868467,9781416927068,-1,262,2004,"Jan. 31st, 2007",Simon Pulse,Simon Pulse,Safe House,Safe House
bx_246370_half_224,0,Gloria Whelan,Gloria Whelan,,,bx_246370,half_224,9780439296915,9780064408196,-1,192,2001,"Aug. 21st, 2001",Scholastic,HarperTrophy,Homeless Bird,Homeless Bird
bx_59117_half_224,1,Gloria Whelan,Gloria Whelan,,,bx_59117,half_224,9780064408196,9780064408196,-1,192,2001,"Aug. 21st, 2001",HarperTrophy,HarperTrophy,Homeless Bird,Homeless Bird
bx_98878_half_2172,0,Roald Dahl,Roald Dahl,,,bx_98878,half_2172,9780140156829,9780140089172,-1,176,1992,"Sep. 6th, 1988",Penguin Books Ltd,Penguin Books,Boy,Boy
bx_252330_half_2172,0,Roald Dahl,Roald Dahl,,,bx_252330,half_2172,9780142302453,9780140089172,-1,176,2003,"Sep. 6th, 1988",Puffin Books,Penguin Books,The Enormous Crocodile,Boy
bx_34228_half_2172,1,Roald Dahl,Roald Dahl,,,bx_34228,half_2172,9780140089172,9780140089172,-1,176,1988,"Sep. 6th, 1988",Penguin Books,Penguin Books,Boy: Tales of Childhood,Boy
bx_157275_half_2768,0,Chris Crutcher,Chris Crutcher,,,bx_157275,half_2768,9780688083458,9780060598396,-1,304,1989,"Oct. 5th, 2004",Greenwillow,Greenwillow Books,Chinese Handcuffs,Chinese Handcuffs
bx_100821_half_2244,0,Charles Dickens,Charles Dickens,,,bx_100821,half_2244,9781556701610,9780812504347,-1,116,1990,"Dec. 15th, 1990","Stewart, Tabori,  Chang",Tor Classics,A Christmas Carol,A Christmas Carol
bx_151121_half_2244,1,Charles Dickens,Charles Dickens,,,bx_151121,half_2244,9780812504347,9780812504347,-1,116,2004,"Dec. 15th, 1990",Tor Classics,Tor Classics,A Christmas Carol,A Christmas Carol
bx_184284_half_644,0,Gordon Korman,Gordon Korman,,Paperback,bx_184284,half_644,9780786807697,9780786815937,-1,262,2002,"Aug. 9th, 2004",Hyperion Books for Children,Hyperion Books for Children,Son of the Mob,Son of the Mob
bx_118568_half_427,0,John Christopher,John Christopher,,Paperback,bx_118568,half_427,9780020427117,9780689856723,-1,195,1988,"Apr. 1st, 2003",Simon Pulse,Simon Pulse,The White Mountains,The White Mountains
bx_8799_half_273,1,LOIS LOWRY,Lois Lowry,,,bx_8799,half_273,9780553571332,9780553571332,-1,192,1999,"May. 11th, 1999",Bantam Books for Young Readers,Starfire,The Giver,The Giver
bx_173779_half_1619,0,Neil Ardley,Neil Ardley,,,bx_173779,half_1619,9780789449214,9780756619183,-1,119,2001,"Apr. 1st, 2006",Dorling Kindersley Publishing,DK Publishing (Dorling Kindersley),101 Great Science Experiments,101 Great Science Experiments
bx_129668_half_611,0,Chris Crutcher,Chris Crutcher,,,bx_129668,half_611,9780688180195,9780061771316,-1,298,2001,"Jun. 30th, 2009",Greenwillow,Greenwillow Books,Whale Talk,Whale Talk
bx_30688_half_811,0,Jacqueline Woodson,Jacqueline Woodson,,,bx_30688,half_811,9780698119161,9780142415535,-1,133,2001,"Jan. 7th, 2010",Speak,Speak,Miracle's Boys,Miracle's Boys
bx_128995_half_439,0,Jack Gantos,Jack Gantos,,,bx_128995,half_439,9780374399887,9780374430894,-1,199,2002,"Sep. 8th, 2004",Farrar Straus Giroux,Farrar Straus Giroux,Hole in My Life,Hole in My Life
bx_11184_half_952,0,Jerry Spinelli,Jerry Spinelli,,,bx_11184,half_952,9780060739485,9780060592820,-1,227,2004,"Sep. 7th, 2004",HarperTrophy,HarperTrophy,Wringer,Wringer
bx_191059_half_2993,0,Polly Horvath,Polly Horvath,,,bx_191059,half_2993,9780888995520,9780374410421,-1,195,2003,"Oct. 1st, 2005",Farrar Straus Giroux,Farrar Straus Giroux,The Canning Season,The Canning Season
bx_214388_half_2564,0,M. T. Anderson,M. T. Anderson,,,bx_214388,half_2564,9780763606800,9780763631789,-1,188,1999,"Jan. 22nd, 2008",Candlewick Press (MA),Candlewick Press (MA),Burger Wuss,Burger Wuss
bx_18875_half_2564,0,M. T. Anderson,M. T. Anderson,,,bx_18875,half_2564,9780763615673,9780763631789,-1,188,2001,"Jan. 22nd, 2008",Candlewick Press (MA),Candlewick Press (MA),Burger Wuss,Burger Wuss
bx_173164_half_1351,0,Kathleen Karr,Kathleen Karr,,,bx_173164,half_1351,9780374327736,9780374427986,-1,208,1998,"Sep. 1st, 2000",Farrar Straus Giroux,Farrar Straus Giroux,The Great Turkey Walk,The Great Turkey Walk
bx_249406_half_1351,1,Kathleen Karr,Kathleen Karr,,,bx_249406,half_1351,9780374427986,9780374427986,-1,208,2000,"Sep. 1st, 2000","Farrar, Straus and Giroux (BYR)",Farrar Straus Giroux,The Great Turkey Walk,The Great Turkey Walk
bx_92336_half_769,0,Katherine Paterson,Katherine Paterson,,,bx_92336,half_769,9780064470599,9780064403689,-1,272,1990,"Feb. 2nd, 1990",HarperTrophy,HarperTrophy,Jacob Have I Loved,Jacob Have I Loved
bx_13002_half_769,1,Katherine Paterson,Katherine Paterson,,,bx_13002,half_769,9780064403689,9780064403689,-1,272,1990,"Feb. 2nd, 1990",HarperTrophy,HarperTrophy,Jacob Have I Loved,Jacob Have I Loved
bx_89107_half_2066,0,David Clement-Davies,David Clement-Davies,,,bx_89107,half_2066,9780142500477,9780142408742,-1,465,2003,"Aug. 16th, 2007",Puffin Books,Puffin Books,The Sight,The Sight
bx_37247_half_678,0,Patricia McCormick,Patricia McCormick,,,bx_37247,half_678,9780439324595,9780545290791,-1,168,2002,"May. 1st, 2011",Push,Push,Cut,Cut
bx_230555_half_678,0,Patricia Butler,Patricia McCormick,,,bx_230555,half_678,9780711968776,9780545290791,-1,168,2001,"May. 1st, 2011",Omnibus Press,Push,Angels Dance Jim Morrison',Cut
bx_37247_half_239,1,Patricia McCormick,Patricia McCormick,,,bx_37247,half_239,9780439324595,9780439324595,-1,160,2002,"Jan. 31st, 2002",Push,Push,Cut,Cut
bx_18840_half_539,0,Robert C. O'Brien,Robert C. O'Brien,,,bx_18840,half_539,9780020446507,9781416939214,-1,249,1987,"Jul. 10th, 2007",Simon Pulse,Simon Pulse,Z for Zachariah,Z for Zachariah
bx_270297_half_767,0,Jacqueline Woodson,Jacqueline Woodson,,,bx_270297,half_767,9780399231124,9780142415221,-1,181,1998,"Jan. 7th, 2010",Speak,Speak,If You Come Softly,If You Come Softly
bx_156025_half_1824,0,Gennifer Choldenko,Gennifer Choldenko,,,bx_156025,half_1824,9780399235917,9780142500682,-1,216,2001,"Jun. 23rd, 2003",G. P. Putnam's Sons,G. P. Putnam's Sons,Notes from a Liar and Her Dog,Notes from a Liar and Her Dog
bx_187133_half_1824,1,Gennifer Choldenko,Gennifer Choldenko,,,bx_187133,half_1824,9780142500682,9780142500682,-1,216,2003,"Jun. 23rd, 2003",G. P. Putnam's Sons,G. P. Putnam's Sons,Notes from a Liar and Her Dog,Notes from a Liar and Her Dog
bx_34319_half_1199,0,Roald Dahl,Roald Dahl,,,bx_34319,half_1199,9780141311425,9780142413838,-1,209,2001,"Feb. 1st, 2009",Puffin Books,Puffin Books,Going Solo,Going Solo
bx_66445_half_1199,0,Roald Dahl,Roald Dahl,,,bx_66445,half_1199,9780141303109,9780142413838,-1,209,1999,"Feb. 1st, 2009",Puffin Books,Puffin Books,Going Solo,Going Solo
bx_13423_half_1641,0,Cynthia Voigt,Cynthia Voigt,,,bx_13423,half_1641,9780689804465,9781416903390,-1,336,1995,"May. 17th, 2005",Simon Pulse,Simon Pulse,"Izzy, Willy-Nilly","Izzy, Willy-Nilly"
bx_60658_half_306,0,Louise Fitzhugh,Louise Fitzhugh,,,bx_60658,half_306,9780440434474,9780440416791,-1,320,1983,"May. 8th, 2001",Yearling Books,Yearling Books,Harriet the Spy,Harriet the Spy
bx_37944_half_306,1,Louise Fitzhugh,Louise Fitzhugh,,,bx_37944,half_306,9780440416791,9780440416791,-1,320,2001,"May. 8th, 2001",Yearling Books,Yearling Books,Harriet the Spy,Harriet the Spy
bx_16289_half_2395,0,Laura Malone Elliott,Laura Malone Elliott,,,bx_16289,half_2395,9780786807550,9780786817535,-1,288,2001,"Apr. 28th, 2003",Hyperion Books for Children,Hyperion Books for Children,Under a War-Torn Sky,Under a War-Torn Sky
bx_172000_half_2434,0,Gary Paulsen,Gary Paulsen,,,bx_172000,half_2434,9780689827006,9781416939191,-1,162,1999,"May. 1st, 2007",Simon Pulse,Simon Pulse,DOGSONG,Dogsong
bx_96479_half_2168,0,Irene Hunt,Irene Hunt,,,bx_96479,half_2168,9780425182802,9780425099698,-1,223,2002,"Sep. 15th, 1986",Berkley Publishing Group,Berkley Publishing Group,No Promises in the Wind,No Promises in the Wind
bx_225115_half_2168,1,Irene Hunt,Irene Hunt,,,bx_225115,half_2168,9780425099698,9780425099698,-1,223,1993,"Sep. 15th, 1986",Berkley Publishing Group,Berkley Publishing Group,No Promises in the Wind,No Promises in the Wind
bx_96479_half_1324,1,Irene Hunt,Irene Hunt,,,bx_96479,half_1324,9780425182802,9780425182802,-1,192,2002,"Jan. 8th, 2002",Berkley Publishing Group,Berkley,No Promises in the Wind,No Promises in the Wind
bx_1433_half_338,0,Laurie Halse Anderson,Laurie Halse Anderson,,,bx_1433,half_338,9780141310886,9780142414736,-1,197,2001,"Mar. 19th, 2009",Speak,Speak,Speak,Speak
bx_77242_half_2996,0,Sterling North,Sterling North,,,bx_77242,half_2996,9780140344455,9780142402528,-1,192,1990,"Sep. 23rd, 2004",Puffin Books,Puffin Books,Rascal,Rascal
bx_59988_half_2302,0,Avi,Avi,,,bx_59988,half_2302,9780020415138,9781416954446,-1,202,1993,"Mar. 1st, 2008",Simon Pulse,Simon Pulse,Wolf Rider,Wolf Rider
bx_9921_half_180,0,Anonymous,Anonymous,,,bx_9921,half_180,9780689817854,9781416914631,-1,214,1998,"Dec. 1st, 2005",Simon Pulse,Simon Pulse,Go Ask Alice,Go Ask Alice
bx_159045_half_862,0,Margaret Peterson Haddix,Margaret Peterson Haddix,,,bx_159045,half_862,9780689815430,9780689871023,-1,128,1997,"May. 25th, 2004",Simon Pulse,Simon Pulse,"Don't You Dare Read This, Mrs. Dunphrey","Don't You Dare Read This, Mrs. Dunphrey"
bx_13008_half_2178,0,Han Nolan,Han Nolan,,,bx_13008,half_2178,9780152380410,9780152046798,-1,312,1996,"May. 1st, 2003",Harcourt Paperbacks,Harcourt Paperbacks,If I Should Die Before I Wake,If I Should Die Before I Wake
bx_5238_half_209,0,Walter Dean Myers,Walter Dean Myers,,,bx_5238,half_209,9780590409438,9780545055765,-1,309,1991,"May. 1st, 2008",Scholastic Paperbacks,Scholastic Paperbacks,Fallen Angels,Fallen Angels
bx_5238_half_2461,1,Walter Dean Myers,Walter Dean Myers,,,bx_5238,half_2461,9780590409438,9780590409438,-1,320,1991,,Scholastic Paperbacks,Scholastic Paperbacks,Fallen Angels,Fallen Angels
bx_242743_half_2411,0,Brent Hartinger,Brent Hartinger,,,bx_242743,half_2411,9780060012212,9780060012236,-1,226,2003,"Feb. 17th, 2004",HarperTempest,HarperTempest,Geography Club,Geography Club
bx_8563_half_500,0,Cornelia Funke,Cornelia Funke,,,bx_8563,half_500,9780439420891,9780545227704,-1,349,2003,"May. 1st, 2010",Chicken House,Chicken House,The Thief Lord,The Thief Lord
bx_214214_half_518,0,James Hilton,James Patterson,,,bx_214214,half_518,9780848803643,9780316154277,-1,405,1976,"Sep. 1st, 2008",Amereon Limited,"Little, Brown Young Readers",Goodbye Mr Chips,Saving the World and Other Extreme Sports
bx_1349_half_1046,0,Forrest Carter,Ally Carter,,,bx_1349,half_1046,9780826308795,9781423100065,-1,256,1986,"Dec. 1st, 2008",University of New Mexico Press,Hyperion Books,The Education of Little Tree,Cross My Heart and Hope to Spy
bx_24136_half_2626,0,Margaret Forster,Margaret Bechard,,,bx_24136,half_2626,9780385417921,9780689862687,-1,176,1991,"Dec. 2nd, 2003",Bantam Dell Pub Group,Simon Pulse,Lady's Maid,Hanging on to Max
bx_186918_half_2626,1,Margaret Bechard,Margaret Bechard,,,bx_186918,half_2626,9780689862687,9780689862687,-1,176,2003,"Dec. 2nd, 2003",Simon Pulse,Simon Pulse,Hanging on to Max,Hanging on to Max
bx_91982_half_1027,0,James Dale,James Howe,,,bx_91982,half_1027,9780373440061,9781416926849,-1,278,1996,"Sep. 1st, 2006",Harlequin,Simon Pulse,Seven Year Itch,13
bx_194462_half_2904,0,Michael H. Brackett,Michael D. Beil,,,bx_194462,half_2904,9780471127444,9780375854545,-1,329,1996,"May. 10th, 2011",John Wiley  Sons,Yearling Books,The Data Warehouse Challenge: Taming Data Chaos,The Vanishing Violin
bx_178853_half_1944,0,Robert Steele Gray,Robert Graves,,,bx_178853,half_1944,9780312967093,9780440932215,-1,160,2000,"Oct. 15th, 1965",St. Martin's Press,Laurel Leaf Library,Survivor,Greek Gods and Heroes
bx_188195_half_1944,1,Robert Graves,Robert Graves,,,bx_188195,half_1944,9780440932215,9780440932215,-1,160,1995,"Oct. 15th, 1965",Laurel-Leaf Books,Laurel Leaf Library,Greek Gods and Heroes,Greek Gods and Heroes
bx_89920_half_2327,0,Douglas Preston,Douglas Rees,,,bx_89920,half_2327,9780312860424,9780440238348,-1,226,1996,"Aug. 31st, 2005",St Martins Pr,Laurel Leaf Library,Mount Dragon: A Novel,Vampire High
bx_261154_half_1957,0,Christopher Alexander,Christopher Paul Curtis,,,bx_261154,half_1957,9780195018240,9780440413318,-1,259,1975,"May. 9th, 2006",Oxford University Press,Laurel Leaf Library,The Oregon Experiment,Bucking the Sarge
bx_32218_half_1925,0,Carolyn Keene,Carolyn Meyer,,,bx_32218,half_1925,9780671730789,9780152058517,-1,242,1992,"Jan. 1st, 2007",Simon Pulse,Harcourt Paperbacks,GREEK ODYSSEY PASSPORT TO ROMANCE 3,White Lilacs
bx_28912_half_1577,0,Jack London,J. A. London,,,bx_28912,half_1577,9780893753467,9780062020659,-1,272,1996,"May. 29th, 2012",Dutton Books,Harper Teen,White Fang,Darkness Before Dawn
bx_256196_half_2583,0,Ann Morris,Paula Morris,,,bx_256196,half_2583,9780448416076,9780545042147,-1,309,1997,"Aug. 1st, 2010",Grosset  Dunlap,Point,Little Ballerinas,Ruined
bx_80044_half_40,0,Christopher Pike,Christopher Paul Curtis,,,bx_80044,half_40,9780671537265,9780440228004,-1,224,1995,"Dec. 12th, 2000",Aladdin,Laurel Leaf Library,The HOWLING GHOST : THE HOWLING GHOST,The Watsons Go to Birmingham - 1963
