ids,label,ban_author,half_author,ban_binding,half_binding,ban_id,half_id,ban_isbn,half_isbn,ban_pages,half_pages,ban_pubdate,half_pubdate,ban_publisher,half_publisher,ban_title,half_title
ban_124_half_672,0,Cassandra Clare,Cassandra Clare,,,ban_124,half_672,9781416975878,9781416975892,512,528,10/4/11,"Mar. 19th, 2013",Margaret K. McElderry Books,Margaret K. McElderry Books,Clockwork Angel,Clockwork Prince
ban_122_half_672,0,Cassandra Clare,Cassandra Clare,,,ban_122,half_672,9781416975915,9781416975892,608,528,11/11/14,"Mar. 19th, 2013",Margaret K. McElderry Books,Margaret K. McElderry Books,Clockwork Princess,Clockwork Prince
ban_162_half_672,1,Cassandra Clare,Cassandra Clare,,,ban_162,half_672,9781416975892,9781416975892,528,528,3/19/13,"Mar. 19th, 2013",Margaret K. McElderry Books,Margaret K. McElderry Books,Clockwork Prince,Clockwork Prince
ban_1600_half_1595,0,Meg Cabot,Meg Cabot,,,ban_1600,half_1595,9780061543647,9780060096090,256,259,4/22/08,,HarperCollins Publishers,HarperTrophy,Princess in Waiting,Princess in Waiting
ban_341_half_232,0,Ellen Hopkins,Ellen Hopkins,,,ban_341,half_232,9781442471818,9780689865190,537,537,8/6/13,"Oct. 5th, 2004",Margaret K. McElderry Books,Simon Pulse,Crank,Crank
ban_1025_half_616,0,Robert Muchamore,Robert Muchamore,,,ban_1025,half_616,9781442413658,9781416927259,352,327,10/1/13,"Mar. 31st, 2007",Simon Pulse,Simon Pulse,Man vs. Beast: Mission 6,Man Vs. Beast
ban_524_half_595,0,Ellen Hopkins,Ellen Hopkins,,,ban_524,half_595,9781442471825,9781416940913,681,681,8/6/13,"Apr. 7th, 2009",Margaret K. McElderry Books,Simon Pulse,Glass,Glass
ban_304_half_79,0,Sharon M. Draper,Sharon M. Draper,,,ban_304,half_79,9781442489134,9780689806988,162,192,7/23/13,"Feb. 1st, 1996",Atheneum Books for Young Readers,Simon Pulse,Tears of a Tiger,Tears of a Tiger
ban_869_half_226,0,Pittacus Lore,Pittacus Lore,,,ban_869,half_226,9780062223678,9780062211101,416,351,7/23/13,"Jul. 24th, 2012",HarperCollins Publishers,HarperCollins,I Am Number Four: The Lost Files: Secret Histories,I Am Number Four: The Lost Files
ban_463_half_226,1,Pittacus Lore,Pittacus Lore,,,ban_463,half_226,9780062211101,9780062211101,416,351,7/24/12,"Jul. 24th, 2012",HarperCollins Publishers,HarperCollins,I Am Number Four: The Lost Files: The Legacies,I Am Number Four: The Lost Files
ban_666_half_517,0,James Patterson,James Patterson,,,ban_666,half_517,9781455530700,9780316038317,352,309,10/28/14,"Jan. 4th, 2011",Grand Central Publishing,"Little, Brown Books for Young Readers",FANG,Fang
ban_666_half_1745,0,James Patterson,James Patterson,,,ban_666,half_1745,9781455530700,9780446545211,352,270,10/28/14,"Sep. 1st, 2011",Grand Central Publishing,Grand Central Publishing,FANG,Fang
ban_804_half_1468,0,Karen Cushman,Karen Cushman,,,ban_804,half_1468,9780547722184,9780064405843,176,224,6/19/12,"Mar. 31st, 1995",Houghton Mifflin Harcourt,HarperTrophy,"Catherine, Called Birdy","Catherine, Called Birdy"
ban_611_half_782,0,Sara Shepard,Sara Shepard,,,ban_611,half_782,9780060887322,9780062125927,304,480,8/21/07,"Jan. 2nd, 2013",HarperCollins Publishers,Harper Teen,Pretty Little Liars,Pretty Little Liars
ban_809_half_782,1,Sara Shepard,Sara Shepard,,,ban_809,half_782,9780062125927,9780062125927,450,480,1/2/13,"Jan. 2nd, 2013",HarperCollins Publishers,Harper Teen,Pretty Little Secrets,Pretty Little Liars
ban_611_half_323,0,Sara Shepard,Sara Shepard,,,ban_611,half_323,9780060887322,9780060887353,304,330,8/21/07,"Feb. 19th, 2008",HarperCollins Publishers,Harper Teen,Pretty Little Liars,Flawless
ban_956_half_323,1,Sara Shepard,Sara Shepard,,,ban_956,half_323,9780060887353,9780060887353,352,330,2/19/08,"Feb. 19th, 2008",HarperCollins Publishers,Harper Teen,Flawless,Flawless
ban_611_half_161,1,Sara Shepard,Sara Shepard,,,ban_611,half_161,9780060887322,9780060887322,304,286,8/21/07,"Aug. 21st, 2007",HarperCollins Publishers,Harper Teen,Pretty Little Liars,Pretty Little Liars
ban_21_half_36,0,Suzanne Collins,Suzanne Collins,,,ban_21,half_36,9780545663267,9781594135866,400,501,2/25/14,"Apr. 20th, 2012","Scholastic, Inc.",Large Print Press,Mockingjay,Mockingjay
ban_965_half_2320,0,Caroline B. Cooney,Caroline B. Cooney,,,ban_965,half_2320,9780385742405,9780440219774,208,224,5/22/12,"Aug. 10th, 1998",Random House Children's Books,Laurel Leaf Library,The Voice on the Radio,The Voice on the Radio
ban_129_half_1566,0,Pittacus Lore,Pittacus Lore,,,ban_129,half_1566,9780061969577,9780062116550,496,440,8/23/11,"Aug. 23rd, 2011",HarperCollins Publishers,Harper,I Am Number Four,I Am Number Four
ban_129_half_90,1,Pittacus Lore,Pittacus Lore,,Paperback,ban_129,half_90,9780061969577,9780061969577,496,440,8/23/11,"Aug. 23rd, 2011",HarperCollins Publishers,Harper,I Am Number Four,I Am Number Four
ban_111_half_213,0,Lois Lowry,Lois Lowry,,,ban_111,half_213,9780547904146,9780385732567,241,215,3/5/13,"Jan. 24th, 2006",Houghton Mifflin Harcourt,Delacorte Press Books for Young Readers,Gathering Blue,Gathering Blue
ban_111_half_134,0,Lois Lowry,Lois Lowry,,,ban_111,half_134,9780547904146,9780440229490,241,224,3/5/13,"Sep. 10th, 2002",Houghton Mifflin Harcourt,Laurel Leaf Library,Gathering Blue,Gathering Blue
ban_169_half_134,0,Lois Lowry,Lois Lowry,,,ban_169,half_134,9780544336254,9780440229490,400,224,5/6/14,"Sep. 10th, 2002",Houghton Mifflin Harcourt,Laurel Leaf Library,Son,Gathering Blue
ban_111_half_972,0,Lois Lowry,Lois Lowry,,,ban_111,half_972,9780547904146,9780553494785,241,215,3/5/13,"May. 10th, 2005",Houghton Mifflin Harcourt,Bantam Books for Young Readers,Gathering Blue,Gathering Blue
ban_111_half_1629,1,Lois Lowry,Lois Lowry,,,ban_111,half_1629,9780547904146,9780547904146,241,256,3/5/13,"Mar. 5th, 2013",Houghton Mifflin Harcourt,Graphia Books,Gathering Blue,Gathering Blue
ban_982_half_1123,0,Judy Blume,Judy Blume,,,ban_982,half_1123,9781481413879,9780440984696,256,224,4/29/14,"Jul. 31st, 1982",Atheneum Books for Young Readers,Laurel Leaf Library,Tiger Eyes,Tiger Eyes
ban_982_half_589,0,Judy Blume,Judy Blume,,,ban_982,half_589,9781481413879,9780385739894,256,217,4/29/14,"Apr. 13th, 2010",Atheneum Books for Young Readers,Delacorte Press Books for Young Readers,Tiger Eyes,Tiger Eyes
ban_93_half_721,0,C. S. Lewis,C. S. Lewis,,,ban_93,half_721,9780064409391,9780066238500,-1,768,8/1/00,"Oct. 2nd, 2001",HarperCollins Publishers,HarperCollins,The Chronicles of Narnia,The Chronicles of Narnia
ban_2384_half_3039,0,Helen Frost,Helen Frost,,,ban_2384,half_3039,9780312641276,9780374400125,144,116,1/8/13,"Feb. 20th, 2007",Square Fish,Farrar Straus Giroux,Keesha's House,Keesha's House
ban_69_half_1271,0,Suzanne Collins,Suzanne Collins,,,ban_69,half_1271,9780439023528,9781594135873,384,483,7/1/10,"Mar. 26th, 2012","Scholastic, Inc.",Large Print Press,The Hunger Games,The Hunger Games
ban_69_half_0,1,Suzanne Collins,Suzanne Collins,,,ban_69,half_0,9780439023528,9780439023528,384,374,7/1/10,"Jul. 3rd, 2010","Scholastic, Inc.",Scholastic Press,The Hunger Games,The Hunger Games
ban_2715_half_2813,0,Tanuja Desai Hidier,Tanuja Desai Hidier,,,ban_2715,half_2813,9780545664516,9780439510110,512,500,4/29/14,"Jul. 1st, 2003","Scholastic, Inc.",Push,Born Confused,Born Confused
ban_1596_half_1618,0,Clive Barker,Clive Barker,,,ban_1596,half_1618,9780062094100,9780064407335,528,388,8/30/11,,HarperCollins Publishers,HarperTrophy,Abarat,Abarat
ban_786_half_449,0,Ellen Hopkins,Ellen Hopkins,,,ban_786,half_449,9781442494619,9781416903550,560,532,9/10/13,"Oct. 23rd, 2007",Margaret K. McElderry Books,Simon Pulse,Burned,Burned
ban_1726_half_488,0,David Klass,David Klass,,,ban_1726,half_488,9780312653026,9780064473781,288,352,9/14/10,"Aug. 31st, 2002",Square Fish,HarperTempest,You Don't Know Me,You Don't Know Me
ban_1726_half_1535,0,David Klass,David Lubar,,,ban_1726,half_1535,9780312653026,9780765342652,288,213,9/14/10,"Jan. 20th, 2003",Square Fish,Starscape Books,You Don't Know Me,Hidden Talents
ban_2373_half_1535,0,David Lubar,David Lubar,,,ban_2373,half_1535,9780765379146,9780765342652,256,213,6/16/15,"Jan. 20th, 2003",Tom Doherty Associates,Starscape Books,Hidden Talents,Hidden Talents
ban_1141_half_1324,0,Irene Hunt,Irene Hunt,,,ban_1141,half_1324,9780425099698,9780425182802,224,192,6/28/15,"Jan. 8th, 2002",Penguin Publishing Group,Berkley,No Promises in the Wind,No Promises in the Wind
ban_1141_half_2168,1,Irene Hunt,Irene Hunt,,,ban_1141,half_2168,9780425099698,9780425099698,224,223,6/28/15,"Sep. 15th, 1986",Penguin Publishing Group,Berkley Publishing Group,No Promises in the Wind,No Promises in the Wind
ban_38_half_827,0,Patrick Ness,Patrick Ness,,,ban_38,half_827,9780763676193,9780763656652,643,603,7/22/14,"Sep. 13th, 2011",Candlewick Press,Candlewick Press (MA),Monsters of Men,Monsters of Men
ban_79_half_11,1,John Boyne,John Boyne,,,ban_79,half_11,9780385751537,9780385751537,240,240,10/23/07,"Oct. 23rd, 2007",Random House Children's Books,Ember,The Boy in the Striped Pajamas,The Boy in the Striped Pajamas
ban_2270_half_1571,0,Lois Duncan,Lois Duncan,,,ban_2270,half_1571,9780316099042,9780440983569,320,256,4/19/11,"Aug. 31st, 1990","Little, Brown Books for Young Readers",Laurel Leaf Library,Stranger with My Face,Stranger with My Face
ban_75_half_45,0,Laurie Halse Anderson,Laurie Halse Anderson,,,ban_75,half_45,9780312674397,9780142407325,224,197,5/10/11,"Apr. 20th, 2006",Square Fish,Puffin Books,Speak,Speak
ban_75_half_21,1,Laurie Halse Anderson,Laurie Halse Anderson,,,ban_75,half_21,9780312674397,9780312674397,224,197,5/10/11,"May. 10th, 2011",Square Fish,Square Fish,Speak,Speak
ban_70_half_472,0,John Green,John Green,,,ban_70,half_472,9780147515001,9780525426097,-1,160,10/2/14,"Oct. 25th, 2012",Penguin Young Readers Group,Dutton Books,John Green Box Set,John Green Box Set
ban_1267_half_1408,0,Judy Blume,Judy Blume,,,ban_1267,half_1408,9781481410366,9780440932598,208,144,4/29/14,"Sep. 30th, 1991",Atheneum Books for Young Readers,Laurel Leaf Library,Deenie,Deenie
ban_1267_half_2335,0,Judy Blume,Judy Blume,,,ban_1267,half_2335,9781481410366,9780385739856,208,140,4/29/14,"Apr. 13th, 2010",Atheneum Books for Young Readers,Delacorte Press Books for Young Readers,Deenie,Deenie
ban_391_half_1780,0,Sharon Flake,Sharon G. Flake,,,ban_391,half_1780,9781423103851,9780786813070,176,176,7/17/07,,Disney-Hyperion,Hyperion Books,The Skin I'm In,The Skin I'm in
ban_391_half_125,1,Sharon Flake,Sharon G. Flake,,,ban_391,half_125,9781423103851,9781423103851,176,171,7/17/07,"Aug. 1st, 2007",Disney-Hyperion,Jump at the Sun,The Skin I'm In,The Skin I'm In
ban_54_half_102,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_102,9780547928227,9780618150823,320,352,9/18/12,"Sep. 25th, 2001",Houghton Mifflin Harcourt,Graphia Books,The Hobbit,The Hobbit
ban_400_half_102,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_400,half_102,9780618640157,9780618150823,1216,352,10/28/05,"Sep. 25th, 2001",Houghton Mifflin Harcourt,Graphia Books,The Lord of the Rings,The Hobbit
ban_54_half_543,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_543,9780547928227,9780395520215,320,304,9/18/12,"Oct. 30th, 1989",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit
ban_2655_half_543,1,Michael Hague,J. R. R. Tolkien,,,ban_2655,half_543,9780395520215,9780395520215,304,304,10/28/89,"Oct. 30th, 1989",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit
ban_54_half_57,0,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_57,9780547928227,9780618002214,320,320,9/18/12,"Sep. 15th, 1999",Houghton Mifflin Harcourt,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit
ban_54_half_18,1,J. R. R. Tolkien,J. R. R. Tolkien,,,ban_54,half_18,9780547928227,9780547928227,320,320,9/18/12,"Sep. 18th, 2012",Houghton Mifflin Harcourt,Mariner Books,The Hobbit,The Hobbit
ban_209_half_784,0,Charlie Higson,Charlie Higson,,,ban_209,half_784,9781484721469,9781423133124,448,440,5/20/14,"May. 10th, 2011",Disney-Hyperion,Hyperion Books,The Enemy,The Enemy
ban_115_half_1586,0,Jerry Spinelli,Jerry Spinelli,,,ban_115,half_1586,9780440416777,9781594378157,208,224,5/11/04,"Jan. 1st, 2004",Random House Children's Books,Alfaguara,Stargirl,Stargirl
ban_115_half_336,0,Jerry Spinelli,Jerry Spinelli,,,ban_115,half_336,9780440416777,9780375822339,208,186,5/11/04,"May. 14th, 2002",Random House Children's Books,Alfred A. Knopf,Stargirl,Stargirl
ban_115_half_70,1,Jerry Spinelli,Jerry Spinelli,,,ban_115,half_70,9780440416777,9780440416777,208,186,5/11/04,"May. 11th, 2004",Random House Children's Books,Laurel Leaf Library,Stargirl,Stargirl
ban_1476_half_592,0,Graham Salisbury,Graham Salisbury,,,ban_1476,half_592,9780385386555,9780553494877,272,246,9/9/14,"Apr. 26th, 2005",Random House Children's Books,Laurel Leaf Library,Under the Blood-Red Sun,Under the Blood-Red Sun
ban_1476_half_646,0,Graham Salisbury,Graham Salisbury,,,ban_1476,half_646,9780385386555,9780440411390,272,256,9/9/14,"Nov. 1st, 1995",Random House Children's Books,Yearling Books,Under the Blood-Red Sun,Under the Blood-Red Sun
ban_585_half_1309,0,Neal Shusterman,Neal Shusterman,,,ban_585,half_1309,9781416997498,9780689872389,336,377,11/10/09,"Nov. 1st, 2007",Simon & Schuster Books For Young Readers,Simon Pulse,Everlost,Everlost
ban_585_half_1496,1,Neal Shusterman,Neal Shusterman,,,ban_585,half_1496,9781416997498,9781416997498,336,313,11/10/09,"Nov. 10th, 2009",Simon & Schuster Books For Young Readers,Simon & Schuster Children's Publishing,Everlost,Everlost
ban_642_half_193,0,Patricia  McCormick,Patricia McCormick,,,ban_642,half_193,9781484722978,9780786851720,272,263,1/13/15,"Apr. 1st, 2008",Disney Press,Hyperion Books for Children,Sold,Sold
ban_248_half_279,0,Patrick Ness,Patrick Ness,,,ban_248,half_279,9780763676186,9780763645762,512,479,7/22/14,"Jul. 14th, 2009",Candlewick Press,Candlewick Press (MA),The Knife of Never Letting Go,The Knife of Never Letting Go
ban_336_half_123,1,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_336,half_123,9780142406113,9780142406113,304,234,2/16/06,"Feb. 16th, 2006",Penguin Young Readers Group,Puffin Books,Stormbreaker,Stormbreaker
ban_586_half_123,0,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_586,half_123,9780142419854,9780142406113,432,234,3/6/12,"Feb. 16th, 2006",Penguin Young Readers Group,Puffin Books,Scorpia Rising,Stormbreaker
ban_1221_half_2563,0,Ann Brashares,Ann Brashares,,Paperback,ban_1221,half_2563,9780385731058,9780553495010,373,425,12/28/04,"May. 31st, 2006",Random House Children's Books,Dell Publishing Company,The Second Summer of the Sisterhood,The Second Summer of the Sisterhood
ban_1221_half_2643,1,Ann Brashares,Ann Brashares,,Paperback,ban_1221,half_2643,9780385731058,9780385731058,373,373,12/28/04,"Dec. 28th, 2004",Random House Children's Books,Delacorte Press Books for Young Readers,The Second Summer of the Sisterhood,The Second Summer of the Sisterhood
ban_214_half_948,0,Patrick Ness,Patrick Ness,,,ban_214,half_948,9780763676179,9780763648374,553,519,7/22/14,"Aug. 10th, 2010",Candlewick Press,Candlewick Press (MA),The Ask and the Answer,The Ask and the Answer
ban_25_half_12,0,Suzanne Collins,Suzanne Collins,,,ban_25,half_12,9780545586177,9781594135859,400,497,6/4/13,"Apr. 20th, 2012","Scholastic, Inc.",Large Print Press,Catching Fire,Catching Fire
ban_305_half_341,0,Maggie Stiefvater,Maggie Stiefvater,,,ban_305,half_341,9780545682800,9780545259095,416,390,4/29/14,"May. 1st, 2012","Scholastic, Inc.",Scholastic Paperbacks,Forever,Forever
ban_956_half_1280,0,Sara Shepard,Sara Shepard,,,ban_956,half_1280,9780060887353,9780062059871,352,330,2/19/08,"Jan. 1st, 2011",HarperCollins Publishers,Harper Teen,Flawless,Flawless
ban_1815_half_2428,0,Philip Pullman,Philip Pullman,,Paperback,ban_1815,half_2428,9780440418566,9780440238157,560,465,5/27/03,"Sep. 9th, 2003",Random House Children's Books,Laurel Leaf Library,The Amber Spyglass,The Amber Spyglass
ban_1733_half_840,0,Vera Brosgol,Vera Brosgol,,,ban_1733,half_840,9781250040015,9781596435520,240,221,3/25/14,"Jun. 7th, 2011",Square Fish,First Second,Anya's Ghost,Anya's Ghost
ban_114_half_1476,0,Charlie Higson,Charlie Higson,,,ban_114,half_1476,9781484721452,9781423134220,512,485,5/20/14,"May. 22nd, 2012",Disney-Hyperion,Hyperion Books,The Dead,The Dead
ban_9_half_1491,0,S. E. Hinton,S. E. Hinton,,,ban_9,half_1491,9780142407332,9780143039853,224,136,4/20/06,"Jun. 1st, 2006",Penguin Young Readers Group,Penguin Books,The Outsiders,The Outsiders
ban_2822_half_2346,0,Lois Duncan,Lois Duncan,,,ban_2822,half_2346,9780316099073,9780440983248,256,208,4/19/11,"Oct. 31st, 1977","Little, Brown Books for Young Readers",Laurel Leaf Library,Summer of Fear,Summer of Fear
ban_567_half_2297,0,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_567,half_2297,9780142406120,9780399250262,320,144,2/16/06,"Jan. 1st, 2008",Penguin Young Readers Group,Philomel Books,Point Blank,Point Blank
ban_567_half_303,1,Anthony Horowitz,Anthony Horowitz,,Paperback,ban_567,half_303,9780142406120,9780142406120,320,274,2/16/06,"Feb. 16th, 2006",Penguin Young Readers Group,Puffin Books,Point Blank,Point Blank
ban_225_half_101,0,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,ban_225,half_101,9780307976079,9780553272581,240,224,2/14/12,"Mar. 31st, 1983",Random House Children's Books,Laurel Leaf Library,Farewell to Manzanar,Farewell to Manzanar
ban_225_half_81,1,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,ban_225,half_81,9780307976079,9780307976079,240,208,2/14/12,"Feb. 14th, 2012",Random House Children's Books,Ember,Farewell to Manzanar,Farewell to Manzanar
ban_557_half_2639,0,Tim Tharp,Tim Tharp,,,ban_557,half_2639,9780385754309,9780375865022,304,294,7/9/13,"Dec. 14th, 2010",Random House Children's Books,Alfred A. Knopf,The Spectacular Now,The Spectacular Now
ban_1128_half_3040,0,Caroline B. Cooney,Caroline B. Cooney,,,ban_1128,half_3040,9780385742412,9780440227724,208,192,5/22/12,"Feb. 12th, 2002",Random House Children's Books,Laurel Leaf Library,What Janie Found,What Janie Found
ban_2206_half_862,1,Margaret Peterson Haddix,Margaret Peterson Haddix,,,ban_2206,half_862,9780689871023,9780689871023,128,128,5/25/04,"May. 25th, 2004",Simon Pulse,Simon Pulse,"Don't You Dare Read This, Mrs. Dunphrey","Don't You Dare Read This, Mrs. Dunphrey"
ban_2823_half_2523,0,Angela Johnson,Angela Johnson,,,ban_2823,half_2523,9780689822902,9781442403420,144,138,8/1/00,"Jan. 5th, 2010",Simon Pulse,Simon & Schuster Children's Publishing,Heaven,Heaven
ban_2823_half_2323,1,Angela Johnson,Angela Johnson,,,ban_2823,half_2323,9780689822902,9780689822902,144,144,8/1/00,"Aug. 1st, 2000",Simon Pulse,Simon Pulse,Heaven,Heaven
ban_198_half_768,0,Lois Lowry,Lois Lowry,,,ban_198,half_768,9780440239123,9780385732536,176,169,1/24/06,"Aug. 22nd, 2006",Random House Children's Books,Delacorte Press Books for Young Readers,Messenger,Messenger
ban_198_half_202,0,Lois Lowry,Lois Lowry,,,ban_198,half_202,9780440239123,9780385737166,176,169,1/24/06,"Jan. 13th, 2009",Random House Children's Books,Bantam Books for Young Readers,Messenger,Messenger
ban_198_half_1861,1,Lois Lowry,Lois Lowry,,,ban_198,half_1861,9780440239123,9780440239123,176,169,1/24/06,,Random House Children's Books,Laurel Leaf Library,Messenger,Messenger
ban_327_half_393,0,Sheila Burnford,Sheila Burnford,,,ban_327,half_393,9780440226703,9780440413240,160,148,12/28/95,"Jan. 22nd, 1997",Random House Children's Books,Yearling Books,The Incredible Journey,The Incredible Journey
ban_1577_half_833,0,Walter Dean Myers,Walter Dean Myers,,,ban_1577,half_833,9780064470667,9780064406239,240,224,5/28/13,"Dec. 8th, 1995",HarperCollins Publishers,HarperTrophy,Scorpions,Scorpions
ban_1577_half_1661,1,Walter Dean Myers,Walter Dean Myers,,,ban_1577,half_1661,9780064470667,9780064470667,240,224,5/28/13,"Apr. 25th, 1990",HarperCollins Publishers,HarperTrophy,Scorpions,Scorpions
ban_1409_half_1548,0,Caroline B. Cooney,Caroline B. Cooney,,,ban_1409,half_1548,9780385742399,9780440219248,224,224,5/22/12,"Sep. 1st, 1994",Random House Children's Books,Laurel Leaf Library,Whatever Happened to Janie?,Whatever Happened to Janie?
ban_1005_half_1352,0,S. E. Hinton,S. E. Hinton,,,ban_1005,half_1352,9780385375672,9780440978503,224,224,8/6/13,"Oct. 1st, 1989",Random House Children's Books,Laurel Leaf Library,Tex,Tex
ban_322_half_2461,0,Walter Dean Myers,Walter Dean Myers,,,ban_322,half_2461,9780545055765,9780590409438,336,320,5/1/08,,"Scholastic, Inc.",Scholastic Paperbacks,Fallen Angels,Fallen Angels
ban_322_half_209,1,Walter Dean Myers,Walter Dean Myers,,,ban_322,half_209,9780545055765,9780545055765,336,309,5/1/08,"May. 1st, 2008","Scholastic, Inc.",Scholastic Paperbacks,Fallen Angels,Fallen Angels
ban_199_half_2929,0,Gene Luen Yang,Gene Luen Yang,,,ban_199,half_2929,9780312384487,9781596431522,240,233,12/23/08,"Sep. 5th, 2006",Square Fish,First Second,American Born Chinese,American Born Chinese
ban_348_half_215,0,Paul Zindel,Paul Zindel,,,ban_348,half_215,9780062272447,9780060757359,224,192,1/7/14,"Mar. 29th, 2005",HarperCollins Publishers,Harper Teen,The Pigman,The Pigman
ban_1238_half_695,0,Lois Duncan,Lois Duncan,,,ban_1238,half_695,9780316098991,9780440228448,200,208,10/5/10,"Apr. 30th, 1999","Little, Brown Books for Young Readers",Laurel Leaf Library,I Know What You Did Last Summer,I Know What You Did Last Summer
ban_1238_half_935,1,Lois Duncan,Lois Duncan,,,ban_1238,half_935,9780316098991,9780316098991,200,224,10/5/10,"Oct. 5th, 2010","Little, Brown Books for Young Readers",Little Brown and Company,I Know What You Did Last Summer,I Know What You Did Last Summer
ban_1722_half_1362,0,Todd Strasser,Todd Strasser,,,ban_1722,half_1362,9780440993711,9780307979124,144,144,9/28/81,"Jan. 8th, 2013",Random House Children's Books,Ember,The Wave,The Wave
ban_1722_half_112,1,Todd Strasser,Todd Strasser,,,ban_1722,half_112,9780440993711,9780440993711,144,144,9/28/81,"Sep. 15th, 1981",Random House Children's Books,Laurel Leaf Library,The Wave,The Wave
ban_1725_half_2857,0,Irene Hunt,Irene Hunt,,,ban_1725,half_2857,9780425182796,9780425101537,192,185,1/28/02,"Oct. 15th, 1986",Penguin Publishing Group,Berkley Publishing Group,The Lottery Rose,The Lottery Rose
ban_1725_half_773,1,Irene Hunt,Irene Hunt,,,ban_1725,half_773,9780425182796,9780425182796,192,192,1/28/02,"Jan. 8th, 2002",Penguin Publishing Group,Berkley,The Lottery Rose,The Lottery Rose the Lottery Rose
ban_37_half_1949,0,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_1949,9780316067935,9780316226424,768,768,8/3/10,"Sep. 25th, 2012","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn
ban_37_half_1134,0,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_1134,9780316067935,9780316133937,768,768,8/3/10,"Oct. 11th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn
ban_1370_half_1134,0,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_1370,half_1134,9780316244251,9780316133937,560,768,1/8/13,"Oct. 11th, 2011","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",The Twilight Saga: The Official Illustrated Guide,Breaking Dawn
ban_37_half_238,1,Stephenie Meyer,Stephenie Meyer,,Paperback,ban_37,half_238,9780316067935,9780316067935,768,768,8/3/10,"Aug. 3rd, 2010","Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Breaking Dawn,Breaking Dawn
ban_1168_half_1312,0,Tamora Pierce,Tamora Pierce,,Paperback,ban_1168,half_1312,9780375829055,9780679889175,216,256,8/24/04,"May. 23rd, 2000",Random House Children's Books,Random House Children's Books,First Test,First Test
ban_1168_half_1360,1,Tamora Pierce,Tamora Pierce,,Paperback,ban_1168,half_1360,9780375829055,9780375829055,216,240,8/24/04,"Aug. 24th, 2004",Random House Children's Books,Bluefire,First Test,First Test
ban_7103_half_1360,0,John Pierce,Tamora Pierce,,Paperback,ban_7103,half_1360,9780735669260,9780375829055,190,240,,"Aug. 24th, 2004",Microsoft Press,Bluefire,MOS 2013 Study Guide for Microsoft Word Expert,First Test
ban_598_half_255,0,S. E. Hinton,S. E. Hinton,,,ban_598,half_255,9780385375689,9780440975342,144,135,8/6/13,"Oct. 1st, 1989",Random House Children's Books,Laurel Leaf Library,Rumble Fish,Rumble Fish
ban_110_half_291,0,Ned Vizzini,Ned Vizzini,,,ban_110,half_291,9780786851973,9781423141914,464,444,4/3/07,"Aug. 31st, 2010",Disney-Hyperion,Hyperion Books,It's Kind of a Funny Story,It's Kind of a Funny Story
ban_110_half_58,1,Ned Vizzini,Ned Vizzini,,,ban_110,half_58,9780786851973,9780786851973,464,444,4/3/07,"Apr. 3rd, 2007",Disney-Hyperion,Miramax Books,It's Kind of a Funny Story,It's Kind of a Funny Story
ban_392_half_872,0,Irene Hunt,Irene Hunt,,,ban_392,half_872,9780425182789,9780425102411,224,190,1/28/02,"Nov. 15th, 1986",Penguin Publishing Group,Berkley Publishing Group,Across Five Aprils,Across Five Aprils
ban_392_half_342,1,Irene Hunt,Irene Hunt,,,ban_392,half_342,9780425182789,9780425182789,224,224,1/28/02,"Jan. 8th, 2002",Penguin Publishing Group,Berkley,Across Five Aprils,Across Five Aprils
ban_1097_half_310,0,Walter Dean Myers,Walter Dean Myers,,,ban_1097,half_310,9780545055758,9780590458986,400,375,5/1/08,"Jan. 31st, 1996","Scholastic, Inc.",Scholastic,The Glory Field,The Glory Field
ban_1097_half_783,1,Walter Dean Myers,Walter Dean Myers,,,ban_1097,half_783,9780545055758,9780545055758,400,375,5/1/08,"May. 1st, 2008","Scholastic, Inc.",Scholastic Paperbacks,The Glory Field,The Glory Field
ban_292_half_362,0,Robert Cormier,Robert Cormier,,,ban_292,half_362,9780375829871,9780440944591,272,272,9/14/04,"Aug. 1st, 1986",Random House Children's Books,Laurel Leaf Library,The Chocolate War,The Chocolate War
