ids,label,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title
ban_165_wor_40256,0,Jandy Nelson,Jandy Nelson,,Paperback,ban_165,wor_40256,9780142417805,9781406328035,320,320,3/22/11,(2 Jun 2011),Penguin Young Readers Group,Walker Books Ltd ,The Sky Is Everywhere,The Sky Is Everywhere
ban_165_wor_40248,0,Jandy Nelson,Jandy Nelson,,Hardback,ban_165,wor_40248,9780142417805,9781613832233,320,275,3/22/11,(22 Mar 2011),Penguin Young Readers Group,Perfection Learning ,The Sky Is Everywhere,The Sky Is Everywhere
ban_165_wor_40246,1,Jandy Nelson,Jandy Nelson,,Paperback,ban_165,wor_40246,9780142417805,9780142417805,320,275,3/22/11,(22 Mar 2011),Penguin Young Readers Group,Penguin Putnam Inc ,The Sky Is Everywhere,The Sky Is Everywhere
ban_2850_wor_44579,0,Jeyn Roberts,Jeyn Roberts,,Hardback,ban_2850,wor_44579,9781442423527,9780230756182,327,368,9/4/12,(2 Sep 2011),Simon & Schuster Books For Young Readers,Pan Macmillan ,Dark Inside,Dark Inside
ban_2850_wor_44580,0,Jeyn Roberts,Jeyn Roberts,,Paperback,ban_2850,wor_44580,9781442423527,9781447208501,327,368,9/4/12,(24 May 2012),Simon & Schuster Books For Young Readers,Pan Macmillan ,Dark Inside,Dark Inside
ban_2850_wor_44578,0,Jeyn Roberts,Jeyn Roberts,,Hardback,ban_2850,wor_44578,9781442423527,9781442423510,327,327,9/4/12,(1 Nov 2011),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Dark Inside,Dark Inside
ban_2850_wor_44570,1,Jeyn Roberts,Jeyn Roberts,,Paperback,ban_2850,wor_44570,9781442423527,9781442423527,327,327,9/4/12,(4 Sep 2012),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Dark Inside,Dark Inside
ban_2807_wor_16694,0,Gregory Maguire,Gregory Maguire,,Paperback,ban_2807,wor_16694,9780060988654,9780755341726,320,352,9/28/04,(1 Mar 2009),HarperCollins Publishers,Headline Publishing Group ,Mirror Mirror,Mirror Mirror
ban_2807_wor_6559,0,Gregory Maguire,Gregory Maguire,,Hardback,ban_2807,wor_6559,9780060988654,9780060393847,320,304,9/28/04,(1 Dec 2003),HarperCollins Publishers,HarperCollins Publishers Inc ,Mirror Mirror,Mirror Mirror
ban_409_wor_14495,0,Robert A. Heinlein,Robert A. Heinlein,,Paperback,ban_409,wor_14495,9780441790340,9780340938348,448,640,5/28/87,(28 Jun 2007),Penguin Publishing Group,Hodder & Stoughton ,Stranger in a Strange Land,Stranger in a Strange Land
ban_1963_wor_41692,0,Han Nolan,Han Nolan,,Hardback,ban_1963,wor_41692,9780152046798,9780756907075,312,300,4/14/03,(1 May 2003),Houghton Mifflin Harcourt,Perfection Learning ,If I Should Die Before I Wake,If I Should Die Before I Wake
ban_1963_wor_41686,1,Han Nolan,Han Nolan,,Paperback,ban_1963,wor_41686,9780152046798,9780152046798,312,312,4/14/03,(1 Apr 1996),Houghton Mifflin Harcourt,"Cengage Learning, Inc ",If I Should Die Before I Wake,If I Should Die Before I Wake
ban_2211_wor_33633,0,Jenny Downham,Jenny Downham,,Paperback,ban_2211,wor_33633,9780385751834,9780552774628,336,352,5/26/09,(9 Oct 2008),Random House Children's Books,Transworld Publishers Ltd ,Before I Die,Before I Die
ban_2211_wor_33628,0,Jenny Downham,Jenny Downham,,Paperback,ban_2211,wor_33628,9780385751834,9781909531161,336,336,5/26/09,(1 Dec 2014),Random House Children's Books,Random House Children's Publishers UK ,Before I Die,Before I Die
ban_2211_wor_33637,0,Jenny Downham,Jenny Downham,,Paperback,ban_2211,wor_33637,9780385751834,9781849920452,336,336,5/26/09,(29 Apr 2010),Random House Children's Books,Random House Children's Publishers UK ,Before I Die,Before I Die
ban_2211_wor_33634,1,Jenny Downham,Jenny Downham,,Paperback,ban_2211,wor_33634,9780385751834,9780385751834,336,326,5/26/09,(26 May 2009),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Before I Die,Before I Die
ban_832_wor_11320,0,J. D. Salinger,J D Salinger,,Paperback,ban_832,wor_11320,9780316769495,9780316769020,176,208,5/1/13,(30 Jan 2001),"Little, Brown and Company","Little, Brown & Company ",Franny and Zooey,Franny and Zooey
ban_832_wor_6338,1,J. D. Salinger,J. D. Salinger,,Paperback,ban_832,wor_6338,9780316769495,9780316769495,176,202,5/1/13,(1 Apr 1991),"Little, Brown and Company","Little, Brown & Company ",Franny and Zooey,Franny and Zooey
ban_596_wor_36197,0,Pete Nelson,Pete Nelson,,Hardback,ban_596,wor_36197,9780385730914,9780756989552,224,201,11/11/03,(1 Nov 2003),Random House Children's Books,Perfection Learning ,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis
ban_596_wor_10863,1,Pete Nelson,Peter Nelson,,Paperback,ban_596,wor_10863,9780385730914,9780385730914,224,16,11/11/03,(11 Nov 2003),Random House Children's Books,Delacorte Press Books for Young Readers ,Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Left For Dead
ban_1003_wor_3877,0,Gary Paulsen,Gary Paulsen,,Hardback,ban_1003,wor_3877,9780440407126,9780756911522,160,148,11/12/02,(1 Nov 2002),Random House Children's Books,Perfection Learning ,Guts: The True Stories behind Hatchet and the Brian Books,Guts: The True Stories Behind Hatchet and the Brian Books
ban_1003_wor_8947,1,Gary Paulsen,Gary Paulsen,,Paperback,ban_1003,wor_8947,9780440407126,9780440407126,160,148,11/12/02,(7 Jan 2003),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Guts: The True Stories behind Hatchet and the Brian Books,Guts: The True Stories Behind Hatchet and the Brian Books
ban_252_wor_6395,0,Margaret Mitchell,Margaret Mitchell,,Hardback,ban_252,wor_6395,9781416548942,9780684830681,1472,1037,5/20/08,(1 Sep 1936),Pocket Books,Simon & Schuster ,Gone with the Wind,Gone with the Wind
ban_451_wor_9340,0,Robert C. O'Brien,Robert C. O'Brien,,Paperback,ban_451,wor_9340,9781416939214,9780020446507,240,256,7/10/07,(30 Apr 1987),Simon Pulse,Prentice Hall (a Pearson Education company) ,Z for Zachariah,Z for Zachariah
ban_451_wor_32620,0,Robert C. O'Brien,Robert C O'Brien,,Paperback,ban_451,wor_32620,9781416939214,9781481466646,240,256,7/10/07,(18 Aug 2015),Simon Pulse,Simon Pulse ,Z for Zachariah,Z for Zachariah
ban_451_wor_32606,1,Robert C. O'Brien,Robert C O'Brien,,Paperback,ban_451,wor_32606,9781416939214,9781416939214,240,249,7/10/07,(22 Dec 2007),Simon Pulse,Simon & Schuster ,Z for Zachariah,Z for Zachariah
ban_568_wor_38492,0,Morgan Matson,Morgan Matson,,Paperback,ban_568,wor_38492,9781416990680,9781471125324,468,480,5/7/13,(7 May 2015),Simon & Schuster Books For Young Readers,Simon & Schuster Ltd ,Second Chance Summer,Second Chance Summer
ban_568_wor_38493,0,Morgan Matson,Morgan Matson,,Hardback,ban_568,wor_38493,9781416990680,9781416990673,468,480,5/7/13,(8 May 2012),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Second Chance Summer,Second Chance Summer
ban_568_wor_38497,1,Morgan Matson,Morgan Matson,,Paperback,ban_568,wor_38497,9781416990680,9781416990680,468,468,5/7/13,(7 May 2013),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,Second Chance Summer,Second Chance Summer
ban_2679_wor_29798,0,Christopher Paolini,Christopher Paolini,,,ban_2679,wor_29798,9788415729013,9780307280725,836,20,4/30/15,(1 Dec 2005),Roca,Random House USA Inc ,Eldest,Eldest
ban_1102_wor_15848,0,Douglas Adams,Douglas Adams,,Paperback,ban_1102,wor_15848,9781476782997,9781447221098,272,288,10/7/14,(6 Dec 2012),Gallery Books,Pan Macmillan ,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency
ban_78_wor_45816,0,Kiera Cass,Kiera Cass,,Hardback,ban_78,wor_45816,9780062059949,9780606354882,327,327,3/26/13,(26 Mar 2013),HarperCollins Publishers,Turtleback Books ,The Selection,The Selection
ban_1184_wor_28498,0,Laurie Halse Anderson,Laurie Halse Anderson,,Hardback,ban_1184,wor_28498,9780142400012,9780756915322,240,232,9/15/03,(1 Jan 2001),Penguin Young Readers Group,Perfection Learning ,Catalyst,Catalyst
ban_20_wor_30015,0,Gayle Forman,Gayle Forman,,Paperback,ban_20,wor_30015,9780142420898,9781849414289,304,304,4/17/12,(26 Apr 2012),Penguin Young Readers Group,Random House Children's Publishers UK ,Where She Went,Where She Went
ban_726_wor_30866,0,John Corey Whaley,John Corey Whaley,,,ban_726,wor_30866,9781442458734,9781442369856,368,7,3/24/15,(8 Apr 2014),Atheneum Books for Young Readers,Simon & Schuster Audio ,Noggin,Noggin
ban_726_wor_30857,0,John Corey Whaley,John Corey Whaley,,Hardback,ban_726,wor_30857,9781442458734,9781680650310,368,368,3/24/15,(24 Mar 2015),Atheneum Books for Young Readers,Perfection Learning ,Noggin,Noggin
ban_726_wor_30863,0,John Corey Whaley,John Corey Whaley,,Hardback,ban_726,wor_30863,9781442458734,9781442458727,368,340,3/24/15,(1 Apr 2014),Atheneum Books for Young Readers,Atheneum Books for Young Readers ,Noggin,Noggin
ban_726_wor_30851,1,John Corey Whaley,John Corey Whaley,,Paperback,ban_726,wor_30851,9781442458734,9781442458734,368,368,3/24/15,(24 Mar 2015),Atheneum Books for Young Readers,Atheneum Books for Young Readers ,Noggin,Noggin
ban_874_wor_39178,0,Michael Thomas Ford,Michael Thomas Ford,,Paperback,ban_874,wor_39178,9780060737573,9780062845511,295,320,9/7/10,(12 Mar 2019),HarperCollins Publishers,Harperteen ,Suicide Notes,Suicide Notes
ban_874_wor_39177,1,Michael Thomas Ford,Michael Thomas Ford,,Paperback,ban_874,wor_39177,9780060737573,9780060737573,295,295,9/7/10,(7 Sep 2010),HarperCollins Publishers,HarperCollins Publishers Inc ,Suicide Notes,Suicide Notes
ban_6_wor_1467,0,Lois Lowry,Lois Lowry,,Paperback,ban_6,wor_1467,9780544336261,9780786271535,240,226,7/1/14,(1 Dec 2004),Houghton Mifflin Harcourt,Thorndike Press ,The Giver,The Giver
ban_6_wor_1448,0,Lois Lowry,Lois Lowry,,Paperback,ban_6,wor_1448,9780544336261,9780007263516,240,240,7/1/14,(5 May 2008),Houghton Mifflin Harcourt,HarperCollins Publishers ,The Giver,The Giver
ban_6_wor_1466,0,Lois Lowry,"Lois Lowry, Ron Rifkin",,,ban_6,wor_1466,9780544336261,9780807262030,240,4,7/1/14,(1 May 2004),Houghton Mifflin Harcourt,Random House USA Inc ,The Giver,The Giver
ban_6_wor_28205,0,Lois Lowry,Lois Lowry,,Paperback,ban_6,wor_28205,9780544336261,9780544340688,240,240,7/1/14,(1 Jul 2014),Houghton Mifflin Harcourt,Houghton Mifflin ,The Giver,The Giver
ban_1794_wor_28205,1,Lois Lowry,Lois Lowry,,Paperback,ban_1794,wor_28205,9780544340688,9780544340688,256,240,7/1/14,(1 Jul 2014),Houghton Mifflin Harcourt,Houghton Mifflin ,The Giver Movie Tie-In Edition,The Giver
ban_1297_wor_8733,0,Jennifer Donnelly,Jennifer Donnelly,,Hardback,ban_1297,wor_8733,9780152053109,9780152167059,408,400,9/28/04,(1 Apr 2003),Houghton Mifflin Harcourt,Harcourt Children's Books ,A Northern Light,A Northern Light
ban_5321_wor_42599,0,"Lynne Reid Banks, Terry Riley",Lynne Reid Banks,,Paperback,ban_5321,wor_42599,9780440419242,9780007341535,126,144,11/11/2003,(4 Mar 2010),Random House Children's Books,HarperCollins Publishers ,"I, Houdini","I, Houdini"
ban_5321_wor_42610,1,"Lynne Reid Banks, Terry Riley",Lynne Reid Banks,,Paperback,ban_5321,wor_42610,9780440419242,9780440419242,126,117,11/11/2003,(1 Nov 2003),Random House Children's Books,Random House Children's Publishers UK ,"I, Houdini","I, Houdini: The Autobiography of a Self Educated Hamster"
ban_592_wor_29700,0,Nikki Grimes,Nikki Grimes,,Paperback,ban_592,wor_29700,9780142501894,9780425289761,176,192,12/29/03,(4 Jan 2019),Penguin Young Readers Group,Penguin Putnam Inc ,Bronx Masquerade,Bronx Masquerade
ban_488_wor_38453,0,Jennifer E. Smith,Jennifer E. Smith,,Paperback,ban_488,wor_38453,9780316212816,9780755392285,432,416,12/24/13,(24 Oct 2013),"Little, Brown Books for Young Readers",Headline Publishing Group ,This Is What Happy Looks Like,This Is What Happy Looks Like
ban_488_wor_38458,1,Jennifer E. Smith,Jennifer E Smith,,Paperback,ban_488,wor_38458,9780316212816,9780316212816,432,432,12/24/13,(24 Dec 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",This Is What Happy Looks Like,This Is What Happy Looks Like
ban_2270_wor_10776,0,Lois Duncan,Lois Duncan,,Paperback,ban_2270,wor_10776,9780316099042,9780440983569,320,256,4/19/11,(1 Jan 2002),"Little, Brown Books for Young Readers",Random House USA Inc ,Stranger with My Face,Stranger with My Face
ban_2270_wor_15681,1,Lois Duncan,Lois Duncan,,Paperback,ban_2270,wor_15681,9780316099042,9780316099042,320,287,4/19/11,(19 Apr 2011),"Little, Brown Books for Young Readers","Little, Brown & Company ",Stranger with My Face,Stranger with My Face
ban_420_wor_32521,0,Richelle Mead,Richelle Mead,,Paperback,ban_420,wor_32521,9781595141743,9780141328522,352,352,8/16/07,(26 May 2009),Penguin Young Readers Group,Penguin Books Ltd ,Vampire Academy,Vampire Academy
ban_463_wor_29067,0,Pittacus Lore,Pittacus Lore,,Paperback,ban_463,wor_29067,9780062211101,9781405912624,416,320,7/24/12,(2 Nov 2012),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four: The Lost Files: The Legacies,I Am Number Four: The Lost Files: The Legacies
ban_675_wor_30171,0,Cory Doctorow,Cory Doctorow,,Paperback,ban_675,wor_30171,9780765323118,9780007288427,416,384,4/13/10,(13 Oct 2008),Tom Doherty Associates,HarperCollins Publishers ,Little Brother,Little Brother
ban_1733_wor_34797,0,Vera Brosgol,Vera Brosgol,,Hardback,ban_1733,wor_34797,9781250040015,9781613833988,240,221,3/25/14,(7 Jun 2011),Square Fish,Perfection Learning ,Anya's Ghost,Anya's Ghost
ban_1733_wor_34792,1,Vera Brosgol,Vera Brosgol,,Paperback,ban_1733,wor_34792,9781250040015,9781250040015,240,221,3/25/14,(25 Mar 2014),Square Fish,Square Fish ,Anya's Ghost,Anya's Ghost
ban_80_wor_13703,0,Toni Morrison,Toni Morrison,,Hardback,ban_80,wor_13703,9781400033416,9781857152685,352,360,6/8/04,(7 Sep 2006),Knopf Doubleday Publishing Group,Everyman ,Beloved,Beloved
ban_1411_wor_36265,0,Paul Volponi,Paul Volponi,,Hardback,ban_1411,wor_36265,9780142406922,9780756967598,208,199,11/2/06,(2 Nov 2006),Penguin Young Readers Group,Perfection Learning ,Black and White,Black and White
ban_1411_wor_36268,1,Paul Volponi,Paul Volponi,,Paperback,ban_1411,wor_36268,9780142406922,9780142406922,208,199,11/2/06,(30 Jun 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Black and White,Black and White
ban_1958_wor_32070,0,Ginny Rorby,Ginny Rorby,,,ban_1958,wor_32070,9780761384984,9781531812843,255,-1,1/28/12,(16 Aug 2016),Lerner Publishing Group,Audible Studios on Brilliance ,Lost in the River of Grass,Lost in the River of Grass
ban_1958_wor_32063,0,Ginny Rorby,Ginny Rorby,,Hardback,ban_1958,wor_32063,9780761384984,9781613832295,255,255,1/28/12,(1 Jan 2012),Lerner Publishing Group,Perfection Learning ,Lost in the River of Grass,Lost in the River of Grass
ban_1958_wor_32068,0,Ginny Rorby,Rorby Ginny,,Hardback,ban_1958,wor_32068,9780761384984,9780761356851,255,255,1/28/12,(1 Mar 2011),Lerner Publishing Group,Lerner Publishing Group ,Lost in the River of Grass,Lost In The River Of Grass
ban_1958_wor_32062,1,Ginny Rorby,Rorby Ginny,,Paperback,ban_1958,wor_32062,9780761384984,9780761384984,255,255,1/28/12,(1 Feb 2012),Lerner Publishing Group,Lerner Publishing Group ,Lost in the River of Grass,Lost In The River Of Grass
ban_2911_wor_24044,0,Chuck Yeager,Chuck Yeager,,Paperback,ban_2911,wor_24044,9780553256741,9780712667050,448,364,08/28/1986,(2 Nov 2000),Random House Publishing Group,Vintage Publishing ,Yeager: An Autobiography,Yeager: An Autobiography
ban_2911_wor_13351,1,Chuck Yeager,Chuck Yeager,,Paperback,ban_2911,wor_13351,9780553256741,9780553256741,448,342,08/28/1986,(1 Jan 1980),Random House Publishing Group,Bantam Doubleday Dell Publishing Group Inc ,Yeager: An Autobiography,Yeager: An Autobiography
ban_186_wor_29860,0,Maggie Stiefvater,Maggie Stiefvater,,Paperback,ban_186,wor_29860,9780545424936,9781407134611,416,464,7/30/13,(19 Sep 2012),"Scholastic, Inc.",Scholastic ,The Raven Boys,The Raven Boys
ban_186_wor_29863,1,Maggie Stiefvater,Maggie Stiefvater,,Paperback,ban_186,wor_29863,9780545424936,9780545424936,416,416,7/30/13,(1 Oct 2013),"Scholastic, Inc.",Scholastic US ,The Raven Boys,The Raven Cycle #1: The Raven Boys
ban_944_wor_34209,0,Jeff Hirsch,Jeff Hirsch,,Hardback,ban_944,wor_34209,9780545290159,9780606267403,288,278,9/1/12,(1 Sep 2012),"Scholastic, Inc.",Turtleback Books ,The Eleventh Plague,The Eleventh Plague
ban_944_wor_34211,0,Jeff Hirsch,Jeff Hirsch,,,ban_944,wor_34211,9780545290159,9780545353960,288,-1,9/1/12,(1 Sep 2011),"Scholastic, Inc.",Scholastic ,The Eleventh Plague,The Eleventh Plague
ban_944_wor_34201,1,Jeff Hirsch,Jeff Hirsch,,Paperback,ban_944,wor_34201,9780545290159,9780545290159,288,278,9/1/12,(1 Sep 2012),"Scholastic, Inc.",Scholastic Paperbacks ,The Eleventh Plague,The Eleventh Plague
ban_106_wor_31130,0,Stephanie Perkins,Stephanie Perkins,,Hardback,ban_106,wor_31130,9780142419403,9780525423270,400,384,8/4/11,(14 Jan 2015),Penguin Young Readers Group,Penguin Putnam Inc ,Anna and the French Kiss,Anna and the French Kiss
ban_106_wor_31136,1,Stephanie Perkins,Stephanie Perkins,,Paperback,ban_106,wor_31136,9780142419403,9780142419403,400,400,8/4/11,(29 Jan 2014),Penguin Young Readers Group,Penguin Putnam Inc ,Anna and the French Kiss,Anna and the French Kiss
ban_1696_wor_35193,0,Allison van Diepen,Allison van Diepen,,Paperback,ban_1696,wor_35193,9781442481664,9781416911548,320,336,9/3/13,(8 Feb 2006),Simon Pulse,Simon & Schuster ,Street Pharm,Street Pharm
ban_1696_wor_35180,1,Allison van Diepen,Allison Van Diepen,,Paperback,ban_1696,wor_35180,9781442481664,9781442481664,320,290,9/3/13,(1 Oct 2013),Simon Pulse,Simon & Schuster ,Street Pharm,Street Pharm
ban_1476_wor_7007,0,Graham Salisbury,Graham Salisbury,,Paperback,ban_1476,wor_7007,9780385386555,9780440411390,272,246,9/9/14,(1 Mar 2001),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Under the Blood-Red Sun,Under the Blood-Red Sun
ban_1476_wor_33009,1,Graham Salisbury,Graham Salisbury,,Paperback,ban_1476,wor_33009,9780385386555,9780385386555,272,246,9/9/14,(9 Sep 2014),Random House Children's Books,Ember ,Under the Blood-Red Sun,Under the Blood-Red Sun
ban_1572_wor_44990,0,Jenny Hubbard,Jenny Hubbard,,Hardback,ban_1572,wor_44990,9780385740586,9780385740579,240,224,5/12/15,(28 Jan 2014),Random House Children's Books,Delacorte Press ,And We Stay,And We Stay
ban_1572_wor_44994,0,Jenny Hubbard,Jenny Hubbard,,Hardback,ban_1572,wor_44994,9780385740586,9780375989551,240,224,5/12/15,(28 Jan 2014),Random House Children's Books,Delacorte Press ,And We Stay,And We Stay
ban_1572_wor_44996,0,Jenny Hubbard,Jenny Hubbard,,,ban_1572,wor_44996,9780385740586,9780553396249,240,-1,5/12/15,(8 Jul 2014),Random House Children's Books,Listening Library (Audio) ,And We Stay,And We Stay
ban_1572_wor_44992,0,Jenny Hubbard,Jenny Hubbard,,Hardback,ban_1572,wor_44992,9780385740586,9781680655117,240,240,5/12/15,(12 May 2015),Random House Children's Books,Perfection Learning ,And We Stay,And We Stay
ban_1572_wor_44989,1,Jenny Hubbard,Jenny Hubbard,,Paperback,ban_1572,wor_44989,9780385740586,9780385740586,240,240,5/12/15,(12 May 2015),Random House Children's Books,Ember ,And We Stay,And We Stay
ban_1235_wor_34990,0,Carl Deuker,Carl Deuker,,,ban_1235,wor_34990,9780544336193,9781482943733,304,-1,2/3/15,(1 Dec 2013),Houghton Mifflin Harcourt,Blackstone Audiobooks ,Swagger,Swagger
ban_1235_wor_34991,0,Carl Deuker,Carl Deuker,,,ban_1235,wor_34991,9780544336193,9781482943726,304,-1,2/3/15,(1 Dec 2013),Houghton Mifflin Harcourt,Blackstone Audiobooks ,Swagger,Swagger
ban_1235_wor_34983,0,Carl Deuker,Carl Deuker,,Hardback,ban_1235,wor_34983,9780544336193,9780547974590,304,297,2/3/15,(1 Mar 2014),Houghton Mifflin Harcourt,Houghton Mifflin ,Swagger,Swagger
ban_1235_wor_34972,1,Carl Deuker,Carl Deuker,,Paperback,ban_1235,wor_34972,9780544336193,9780544336193,304,304,2/3/15,(1 Apr 2015),Houghton Mifflin Harcourt,Houghton Mifflin ,Swagger,Swagger
ban_157_wor_3403,0,Alice Walker,Alice Walker,,Paperback,ban_157,wor_3403,9780156028356,9781474607254,300,288,3/17/03,(31 Aug 2017),Houghton Mifflin Harcourt,Orion Publishing Co ,The Color Purple,The Color Purple
ban_81_wor_28220,0,John Green,John Green,,Paperback,ban_81,wor_28220,9780142424179,9780141345659,336,352,4/8/14,(3 Jan 2013),Penguin Young Readers Group,Penguin Books Ltd ,The Fault in Our Stars,The Fault in Our Stars
ban_81_wor_28210,0,John Green,John Green,,Paperback,ban_81,wor_28210,9780142424179,9780141364247,336,352,4/8/14,(2 Apr 2015),Penguin Young Readers Group,Penguin Books Ltd ,The Fault in Our Stars,The Fault in Our Stars
ban_81_wor_28212,0,John Green,John Green,,Paperback,ban_81,wor_28212,9780142424179,9780141355078,336,336,4/8/14,(8 Apr 2014),Penguin Young Readers Group,Penguin Books Ltd ,The Fault in Our Stars,The Fault in Our Stars
ban_1651_wor_5841,0,Rachel Cohn,"Rachel Cohn, David Levithan",,Paperback,ban_1651,wor_5841,9780375844416,9781405272445,256,256,8/26/08,(3 Jul 2014),Random House Children's Books,Egmont UK Ltd ,Naomi and Ely's No Kiss List,Naomi and Ely's No Kiss List
ban_1651_wor_5843,1,Rachel Cohn,"Rachel Cohn, David Levithan",,Paperback,ban_1651,wor_5843,9780375844416,9780375844416,256,230,8/26/08,(26 Aug 2008),Random House Children's Books,Random House USA Inc ,Naomi and Ely's No Kiss List,Naomi and Ely's No Kiss List
ban_2603_wor_45948,0,Margaret Bechard,Margaret Bechard,,Hardback,ban_2603,wor_45948,9780689862687,9780756914790,176,204,12/1/03,(1 Jan 2001),Simon Pulse,Perfection Learning ,Hanging on to Max,Hanging on to Max
ban_2603_wor_45950,0,Margaret Bechard,Margaret E. Bechard,,Paperback,ban_2603,wor_45950,9780689862687,9780689871276,176,-1,12/1/03,(1 Jun 2004),Simon Pulse,Simon & Schuster ,Hanging on to Max,Hanging on to Max
ban_2603_wor_45949,1,Margaret Bechard,Margaret Bechard,,Paperback,ban_2603,wor_45949,9780689862687,9780689862687,176,176,12/1/03,(1 Dec 2003),Simon Pulse,Simon Pulse ,Hanging on to Max,Hanging on to Max
ban_913_wor_34598,0,Seymour Reit,Seymour Reit,,,ban_913,wor_34598,9780152164270,9781982698614,144,-1,8/28/01,(15 Oct 2019),Houghton Mifflin Harcourt,Blackstone Publishing ,"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy","Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy"
ban_913_wor_34599,0,Seymour Reit,Seymour Reit,,,ban_913,wor_34599,9780152164270,9781982698621,144,-1,8/28/01,(15 Oct 2019),Houghton Mifflin Harcourt,Blackstone Publishing ,"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy","Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy"
ban_913_wor_34597,1,Seymour Reit,Seymour Reit,,Paperback,ban_913,wor_34597,9780152164270,9780152164270,144,144,8/28/01,(1 Aug 2001),Houghton Mifflin Harcourt,Houghton Mifflin ,"Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy","Behind Rebel Lines: The Incredible Story of Emma Edmonds, Civil War Spy"
ban_633_wor_32168,0,Livia Bitton-Jackson,Livia Bitton-Jackson,,,ban_633,wor_32168,9780689823954,9781620647387,224,-1,3/1/99,(14 May 2013),Simon Pulse,Blackstone Audiobooks ,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived a Thousand Years: Growing Up in the Holocaust
ban_633_wor_32167,0,Livia Bitton-Jackson,Livia Bitton-Jackson,,Hardback,ban_633,wor_32167,9780689823954,9780613178112,224,224,3/1/99,(1 Mar 1999),Simon Pulse,Turtleback Books ,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived a Thousand Years: Growing Up in the Holocaust
ban_633_wor_32156,1,Livia Bitton-Jackson,Livia Bitton-Jackson,,Paperback,ban_633,wor_32156,9780689823954,9780689823954,224,224,3/1/99,(15 Mar 1999),Simon Pulse,Simon & Schuster ,I Have Lived a Thousand Years: Growing Up in the Holocaust,I Have Lived A Thousand Years: Growing up in the Holocaust
ban_225_wor_28988,0,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,ban_225,wor_28988,9780307976079,9781094063669,240,-1,2/14/12,(3 Sep 2019),Random House Children's Books,Hmh Audio ,Farewell to Manzanar,Farewell to Manzanar
ban_226_wor_30695,0,Patrick Ness,Patrick Ness,,Paperback,ban_226,wor_30695,9780763660659,9781406339345,224,216,3/12/13,(2 Feb 2012),Candlewick Press,Walker Books Ltd ,A Monster Calls,A Monster Calls
ban_226_wor_30709,0,Patrick Ness,Patrick Ness,,Hardback,ban_226,wor_30709,9780763660659,9780763655594,224,204,3/12/13,(15 Sep 2011),Candlewick Press,"Candlewick Press,U.S. ",A Monster Calls,A Monster Calls
ban_4387_wor_38675,0,"Ronald Neame, with Barbara Roisman Cooper",Barbara Roisman Cooper,,Paperback,ban_4387,wor_38675,9781461671428,9780810848993,328,328,09/27/2003,(27 Sep 2003),"Rowman  Littlefield Publishers, Inc.",Scarecrow Press ,"Straight from the Horse's Mouth: Ronald Neame, an Autobiography","Straight from the Horse's Mouth: Ronald Neame, an Autobiography"
ban_1141_wor_31194,0,Irene Hunt,Irene Hunt,,Paperback,ban_1141,wor_31194,9780425099698,9780425182802,224,192,6/28/15,(8 Jan 2002),Penguin Publishing Group,Penguin Putnam Inc ,No Promises in the Wind,No Promises in the Wind
ban_1141_wor_31187,1,Irene Hunt,Irene Hunt,,Paperback,ban_1141,wor_31187,9780425099698,9780425099698,224,223,6/28/15,(15 Sep 1986),Penguin Publishing Group,Berkley Books ,No Promises in the Wind,No Promises in the Wind
ban_243_wor_29856,0,Maggie Stiefvater,Maggie Stiefvater,,Paperback,ban_243,wor_29856,9780545424950,9781407136622,448,464,9/30/14,(19 Sep 2013),"Scholastic, Inc.",Scholastic ,The Dream Thieves,The Dream Thieves
ban_1402_wor_15762,0,David Weber,"David Weber, Jane Lindskold",,Hardback,ban_1402,wor_15762,9781451639216,9781451638400,304,304,8/6/13,(2 Oct 2012),Baen,Baen Books ,Fire Season,Fire Season
