ids,ban_author,wor_author,ban_binding,wor_binding,ban_id,wor_id,ban_isbn,wor_isbn,ban_pages,wor_pages,ban_pubdate,wor_pubdate,ban_publisher,wor_publisher,ban_title,wor_title,label
ban_991_wor_31235,Cinda Williams Chima,Cinda Williams Chim,,Paperback,ban_991,wor_31235,9781423121367,9780007321988,528,400,8/31/10,(5 Aug 2010),Disney-Hyperion,HarperCollins Publishers ,The Demon King,The Demon King,0
ban_2004_wor_35416,Marlene Perez,Marlene Perez,,Paperback,ban_2004,wor_35416,9780547345932,9780547345932,252,240,5/2/11,(2 May 2011),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is Not an Option,Dead Is Not an Option,1
ban_2191_wor_32768,David Levithan,Scholastic,,Paperback,ban_2191,wor_32768,9780545798679,9780545798679,304,304,12/30/14,(21 May 2015),"Scholastic, Inc.",Scholastic US ,21 Proms,21 Proms,1
ban_358_wor_29112,Kristin Cashore,Kristin Cashore,,Paperback,ban_358,wor_29112,9780142426012,9780142426012,608,563,9/17/13,(17 Sep 2013),Penguin Young Readers Group,Firebird ,Bitterblue,Bitterblue,1
ban_331_wor_19757,Adeline Yen Mah,Adeline Yen Mah,,Paperback,ban_331,wor_19757,9780385740074,9780385740074,240,205,9/14/10,(1 Sep 2010),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,1
ban_557_wor_38565,Tim Tharp,Tim Tharp,,Paperback,ban_557,wor_38565,9780385754309,9786071131836,304,156,7/9/13,(14 Oct 2014),Random House Children's Books,Alfaguara Juvenil ,The Spectacular Now,The Spectacular Now,0
ban_1235_wor_34990,Carl Deuker,Carl Deuker,,,ban_1235,wor_34990,9780544336193,9781482943733,304,-1,2/3/15,(1 Dec 2013),Houghton Mifflin Harcourt,Blackstone Audiobooks ,Swagger,Swagger,0
ban_2218_wor_42212,Sonya Sones,Sonya Sones,,Paperback,ban_2218,wor_42212,9781442493841,9781442493841,291,291,5/7/13,(7 May 2013),Simon & Schuster Books For Young Readers,Simon & Schuster Books for Young Readers ,What My Girlfriend Doesn't Know,What My Girlfriend Doesn't Know,1
ban_3033_wor_25562,Lorenzo Lamas,Lorenzo Lamas,,Hardback,ban_3033,wor_25562,9781941631263,9781941631256,272,272,12/09/2014,(9 Dec 2014),"BenBella Books, Inc.",BenBella Books ,Renegade at Heart: An Autobiography,Renegade at Heart: An Autobiography,0
ban_2917_wor_24134,Rod Stewart,Rod Stewart,,Paperback,ban_2917,wor_24134,9780307987327,9780307987327,400,394,05/07/2013,(7 May 2013),Crown/Archetype,Three Rivers Press (CA) ,Rod: The Autobiography,Rod: The Autobiography,1
ban_1546_wor_34399,Heather Dixon,Heather Dixon,,Paperback,ban_1546,wor_34399,9780062001047,9780062001047,472,472,3/27/12,(27 Mar 2012),HarperCollins Publishers,HarperCollins Publishers Inc ,Entwined,Entwined,1
ban_1258_wor_35202,Watt Key,Watt Key,,Paperback,ban_1258,wor_35202,9780312384289,9780312644802,304,294,9/2/08,(3 Aug 2010),Square Fish,Square Fish ,Alabama Moon,Alabama Moon,0
ban_7724_wor_28112,James Dale Davidson# Lord William Rees-Mogg# Lord William Rees-Mogg Lord William,James Dale Davidson,,Paperback,ban_7724,wor_28112,9780684832722,9780684832722,448,448,,(22 Mar 1999),Touchstone,Simon & Schuster ,The Sovereign Individual: Mastering the Transition to the Information Age,The Sovereign Individual: Mastering the Transition to the Information Age,1
ban_796_wor_33593,Cassandra Clare,Cassandra Clare,,Hardback,ban_796,wor_33593,9781442496002,9781406361322,544,512,11/3/15,(11 Nov 2014),Margaret K. McElderry Books,Walker Books Ltd ,The Bane Chronicles,The Bane Chronicles,0
ban_1812_wor_1639,Michael A. Stackpole,Michael A. Stackpole,,Paperback,ban_1812,wor_1639,9780345428561,9780345428561,304,304,6/6/00,(6 Jun 2000),Random House Publishing Group,Random House USA Inc ,Star Wars The New Jedi Order #3: Dark Tide II: Ruin,Dark Tide: Ruin,1
ban_2435_wor_37808,Eleanor Ramrath Garner,Eleanor Ramrath Garner,,Hardback,ban_2435,wor_37808,9781561452965,9781561451937,288,268,10/28/03,(1 Sep 1999),"Peachtree Publishing, Inc.",Peachtree Publishing Company ,Eleanor's Story: An American Girl in Hitler's Germany,Eleanor's Story: An American Girl in Hitler's Germany,0
ban_2944_wor_24530,Joseph Bonanno,Joe Bonanno,,Paperback,ban_2944,wor_24530,9780312979232,9780312979232,416,416,01/20/2003,(30 Jan 2003),St. Martin's Press,St Martin's Press ,Man of Honor,A Man of Honor,1
ban_7413_wor_29811,Michael Feathers,Michael Grant,,Paperback,ban_7413,wor_29811,9780131177055,9781405284844,456,336,,(18 Oct 2018),Prentice Hall,Egmont UK Ltd ,Working Effectively with Legacy Code / Edition 1,Villain,0
ban_427_wor_29747,Jennifer L. Armentrout,Jennifer L. Armentrout,,Paperback,ban_427,wor_29747,9781620610091,9781620610091,452,452,12/11/12,(27 Dec 2012),"Entangled Publishing, LLC","Entangled Publishing, LLC ",Opal,Opal,1
ban_477_wor_11447,C. S. Lewis,"C. S. Lewis, Pauline Baynes",,Paperback,ban_477,wor_11447,9780064471060,9780064471060,256,256,3/28/02,(1 Jul 1994),HarperCollins Publishers,Zondervan ,The Horse and His Boy,The Horse and His Boy,1
ban_1293_wor_36829,Katie Alender,Katie Alender,,Paperback,ban_1293,wor_36829,9780545835626,9780545835626,320,320,7/28/15,(4 Nov 2015),"Scholastic, Inc.",Scholastic US ,Famous Last Words,Famous Last Words,1
ban_2236_wor_34160,Geoff Herbach,Geoff Herbach,,Paperback,ban_2236,wor_34160,9781402265075,9781402265075,304,320,5/1/12,(1 May 2012),Sourcebooks,"Sourcebooks, Inc ",Nothing Special,Nothing Special,1
ban_1833_wor_41520,Lauren Conrad,Lauren Conrad,,Paperback,ban_1833,wor_41520,9780061767630,9780007353095,288,288,4/5/11,(3 Feb 2011),HarperCollins Publishers,HarperCollins Publishers ,Sugar and Spice,Sugar and Spice,0
ban_1961_wor_12160,Hermann Hesse,"Hermann Hesse, Clara Winston",,Paperback,ban_1961,wor_12160,9780312278496,9780312278496,576,558,12/6/02,(10 Jan 2005),Picador,Picador USA ,The Glass Bead Game,The Glass Bead Game,1
ban_1076_wor_33803,Alyson No��l,Alyson Noel,,Paperback,ban_1076,wor_33803,9780312532758,9780312532758,320,306,2/3/09,(14 Feb 2009),St. Martin's Press,St Martin's Press ,Evermore,Evermore: The Immortals,1
ban_2441_wor_44328,Trent Reedy,Trent Reedy,,,ban_2441,wor_44328,9780545543682,9781501250064,384,-1,12/30/14,(18 Aug 2015),"Scholastic, Inc.",Scholastic on Brilliance Audio ,Divided We Fall,Divided We Fall,0
ban_979_wor_15495,Lewis Carroll,"Lewis Carroll, Sir John Tenniel, Michael Irwin, Dr. Keith Carabine",,Paperback,ban_979,wor_15495,9780141321073,9781853260025,176,288,6/19/08,(5 May 1992),Penguin Young Readers Group,Wordsworth Editions Ltd ,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,0
ban_2551_wor_28689,Scott O'Dell,Scott O'Dell,,Paperback,ban_2551,wor_28689,9780618747832,9780618747832,272,272,9/4/06,(1 Sep 2006),Houghton Mifflin Harcourt,Houghton Mifflin ,The King's Fifth,The King's Fifth,1
ban_846_wor_28582,Jay Asher,Jay Asher,,Paperback,ban_846,wor_28582,9781595145161,9781595145161,368,356,10/16/12,(16 Oct 2012),Penguin Young Readers Group,Razorbill ,The Future of Us,The Future of Us,1
ban_1041_wor_32781,Robert Sharenow,Robert Sharenow,,Hardback,ban_1041,wor_32781,9780061579707,9780606268714,404,404,10/23/12,(20 Dec 2012),HarperCollins Publishers,Turtleback Books ,The Berlin Boxing Club,The Berlin Boxing Club,0
ban_327_wor_31559,Sheila Burnford,Sheila Burnford,,Paperback,ban_327,wor_31559,9780440226703,9781405884006,160,80,12/28/95,(12 Mar 2008),Random House Children's Books,Pearson Education Limited ,The Incredible Journey,The Incredible Journey Book and Cassette Pack,0
ban_3_wor_12850,J. K. Rowling,"J. K. Rowling, Jim Dale",,,ban_3,wor_12850,9780590353427,9780807281956,320,7,9/8/99,(1 Nov 2000),"Scholastic, Inc.",Random House USA Inc ,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0
ban_2761_wor_39369,Darynda Jones,Darynda Jones,,Paperback,ban_2761,wor_39369,9780312625207,9781250045669,304,400,10/2/12,(26 Aug 2014),St. Martin's Press,St. Martin's Press ,Death and the Girl Next Door,Sixth Grave on the Edge,0
ban_804_wor_34286,Karen Cushman,Karen Cushman,,Paperback,ban_804,wor_34286,9780547722184,9780547722184,176,169,6/19/12,(19 Jun 2012),Houghton Mifflin Harcourt,Clarion Books ,"Catherine, Called Birdy","Catherine, Called Birdy",1
ban_1763_wor_30092,Jordan Sonnenblick,Jordan Sonnenblick,,Paperback,ban_1763,wor_30092,9780439837095,9780439837095,272,264,1/1/10,(1 May 2010),"Scholastic, Inc.",Scholastic US ,Zen and the Art of Faking It,Zen and the Art of Faking It,1
ban_1989_wor_25141,Lou Holtz,Lou Holtz,,Paperback,ban_1989,wor_25141,9781933495095,9781933495095,128,128,9/28/07,(1 Sep 2007),Ave Maria Press,Ave Maria Press ,Teen's Game Plan for Life,Teen's Game Plan for Life,1
ban_405_wor_29071,Pittacus Lore,Pittacus Lore,,Paperback,ban_405,wor_29071,9780062287687,9780241953570,416,400,7/22/14,(27 Jan 2011),HarperCollins Publishers,Penguin Books Ltd ,I Am Number Four: The Lost Files: Hidden Enemy,I Am Number Four:,0
ban_3762_wor_26571,Roy Hudd,Roy Hudd,,Paperback,ban_3762,wor_26571,9781843176343,9781843174943,-1,320,02/25/2011,(2 Sep 2010),Michael O'Mara Books,Michael O'Mara Books Ltd ,A Fart In a Colander: The Autobiography,A Fart in a Colander: The Autobiography,0
ban_1572_wor_44996,Jenny Hubbard,Jenny Hubbard,,,ban_1572,wor_44996,9780385740586,9780553396249,240,-1,5/12/15,(8 Jul 2014),Random House Children's Books,Listening Library (Audio) ,And We Stay,And We Stay,0
ban_1584_wor_44859,M.H. Herlong,M H Herlong,,Hardback,ban_1584,wor_44859,9780142416709,9780670063307,288,283,5/13/10,(2 Oct 2008),Penguin Young Readers Group,Penguin Putnam Inc ,The Great Wide Sea,The Great Wide Sea,0
ban_2065_wor_35424,Marlene Perez,Marlene Perez,,Paperback,ban_2065,wor_35424,9780544336346,9780152062163,176,192,9/28/14,(1 May 2009),Houghton Mifflin Harcourt,Houghton Mifflin ,Dead Is Just a Dream,Dead Is So Last Year,0
ban_1382_wor_32499,Marina Budhos,Marina Budhos,,,ban_1382,wor_32499,9781416949206,9781416903512,176,176,9/11/07,(1 Mar 2006),Atheneum Books for Young Readers,Atheneum Books for Young Readers ,Ask Me No Questions,Ask Me No Questions,0
ban_1070_wor_35381,Gabrielle Zevin,Gabrielle Zevin,,Paperback,ban_1070,wor_35381,9780312561284,9780312561284,304,284,6/23/09,(23 Jun 2009),Square Fish,St Martin's Press ,Memoirs of a Teenage Amnesiac,Memoirs of a Teenage Amnesiac,1
ban_2438_wor_21091,Ted Dekker,Ted Dekker,,Paperback,ban_2438,wor_21091,9781595548610,9781595548610,278,278,4/13/10,(12 Apr 2010),"Nelson, Thomas, Inc.",Thomas Nelson Publishers ,Renegade,Renegade,1
ban_750_wor_28664,Kami Garcia,Kami Garci,,Paperback,ban_750,wor_28664,9780316077040,9780316077040,528,503,9/19/11,(19 Sep 2011),"Little, Brown Books for Young Readers","Little, Brown & Company ",Beautiful Darkness,Beautiful Darkness,1
ban_3030_wor_25514,Chris Crutcher,Chris Crutcher,,Paperback,ban_3030,wor_25514,9780060502515,9780060502515,272,260,10/05/2004,(6 Dec 2004),HarperCollins Publishers,HarperCollins Publishers Inc ,King of the Mild Frontier: An Ill-Advised Autobiography,King of the Mild Frontier,1
ban_622_wor_35540,Frank Beddor,Frank Beddor,,Paperback,ban_622,wor_35540,9780142416891,9780142416891,384,370,10/14/10,(14 Oct 2010),Penguin Young Readers Group,Penguin Putnam Inc ,ArchEnemy,ArchEnemy,1
ban_1665_wor_39202,Alexandra Adornetto,Alexandra Adornetto,,Paperback,ban_1665,wor_39202,9780312674366,9780312674366,512,484,8/30/11,(30 Aug 2011),Square Fish,St Martin's Press ,Halo,Halo,1
ban_1281_wor_33457,S. A. Bodeen,S A Bodeen,,Paperback,ban_1281,wor_33457,9780312659424,9780312659424,256,233,3/1/11,(1 Mar 2011),Square Fish,Square Fish ,The Gardener,The Gardener,1
ban_2739_wor_46800,Jen Calonita,Jen Calonit,,Paperback,ban_2739,wor_46800,9780316091183,9780316091183,384,356,10/29/13,(29 Oct 2013),"Little, Brown Books for Young Readers","Little, Brown & Company ",Winter White,Winter White,1
ban_1144_wor_34696,Sherri L. Smith,Sherri L Smith,,Hardback,ban_1144,wor_34696,9780142417256,9781606867006,304,278,9/16/10,(16 Sep 2010),Penguin Young Readers Group,Perfection Learning ,Flygirl,Flygirl,0
ban_1624_wor_36507,Anna Carey,Anna Carey,,Paperback,ban_1624,wor_36507,9780062048516,9780062048516,352,352,7/3/12,(7 Sep 2012),HarperCollins Publishers,HarperCollins Publishers Inc ,Eve,Eve,1
ban_14112_wor_1744,Dan Burkholder,"Dan Burkholder, Andrei Codrescu",,Hardback,ban_14112,wor_1744,9780292717138,9780292717138,120,120,,(1 Mar 2008),University of Texas Press,University of Texas Press ,The Color of Loss: An Intimate Portrait of New Orleans after Katrina,The Color of Loss: An Intimate Portrait of New Orleans after Katrina,1
ban_3698_wor_12589,James Johnson,James Weldon Johnson,,Paperback,ban_3698,wor_12589,9781456314880,9780140184020,92,192,10/27/2010,(1 Feb 1990),CreateSpace Publishing,Penguin Books Ltd ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_1067_wor_37459,Kristen Simmons,Kristen Simmons,,Paperback,ban_1067,wor_37459,9780765329639,9780765336644,384,352,1/20/15,(8 Aug 2016),Tom Doherty Associates,Tor Teen ,Three,The Glass Arrow,0
ban_81_wor_28212,John Green,John Green,,Paperback,ban_81,wor_28212,9780142424179,9780141355078,336,336,4/8/14,(8 Apr 2014),Penguin Young Readers Group,Penguin Books Ltd ,The Fault in Our Stars,The Fault in Our Stars,0
ban_176_wor_28466,Ally Condie,Ally Condie,,Paperback,ban_176,wor_28466,9780142419779,9780142419779,416,416,9/20/11,(20 Sep 2011),Penguin Young Readers Group,Penguin Putnam Inc ,Matched,Matched,1
ban_905_wor_47234,Mark Peter Hughes,Mark Peter Hughes,,Paperback,ban_905,wor_47234,9780385735117,9780385735117,352,-1,11/11/08,(11 Nov 2008),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Lemonade Mouth,Lemonade Mouth,1
ban_1805_wor_45291,Libbi Palmer,Libbi Palmer,,Paperback,ban_1805,wor_45291,9781608823215,9781608823215,160,144,11/1/12,(1 Nov 2012),New Harbinger Publications,New Harbinger Publications ,"The PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma","PTSD Workbook for Teens: Simple, Effective Skills for Healing Trauma",1
ban_2462_wor_47415,S. Beth Atkin,S Beth Atkin,,Paperback,ban_2462,wor_47415,9780316056205,9780316056205,96,96,4/1/00,(7 Jan 2001),"Little, Brown Books for Young Readers","Little, Brown & Company ",Voices from the Fields: Children of Migrant Farmworkers Tell Their Stories,Voices from the Fields: Children of Migrant Farmworkers Tell Their Stories,1
ban_979_wor_18862,Lewis Carroll,"Lewis Carroll, Chris Riddell",,Paperback,ban_979,wor_18862,9780141321073,9780141321073,176,176,6/19/08,(28 Feb 2008),Penguin Young Readers Group,Penguin Books Ltd ,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,1
ban_11062_wor_48298,Grigoris Antoniou# Paul Groth# Frank van van Harmelen# Rinke Hoekstra,Grigoris Antoniou,,Hardback,ban_11062,wor_48298,9780262018289,9780262018289,288,288,,(24 Aug 2012),MIT Press,MIT Press Ltd ,A Semantic Web Primer / Edition 3,A Semantic Web Primer,1
ban_2787_wor_39024,Jessica Day George,Jessica Day George,,Paperback,ban_2787,wor_39024,9781619631847,9781619631847,352,352,12/10/13,(1 Jan 2014),Bloomsbury USA,Bloomsbury Publishing Plc ,"Sun and Moon, Ice and Snow","Sun and Moon, Ice and Snow",1
ban_2807_wor_6559,Gregory Maguire,Gregory Maguire,,Hardback,ban_2807,wor_6559,9780060988654,9780060393847,320,304,9/28/04,(1 Dec 2003),HarperCollins Publishers,HarperCollins Publishers Inc ,Mirror Mirror,Mirror Mirror,0
ban_1362_wor_30244,Paul Zindel,Paul Zindel,,Paperback,ban_1362,wor_30244,9780060759704,9780060759704,176,176,3/29/05,(29 Mar 2005),HarperCollins Publishers,HarperCollins Publishers Inc ,The Pigman's Legacy,The Pigman's Legacy,1
ban_2230_wor_41518,Lauren Conrad,Lauren Conrad,,Paperback,ban_2230,wor_41518,9780062079824,9780007454969,320,304,5/14/13,(28 Mar 2013),HarperCollins Publishers,HarperCollins Publishers ,Starstruck,Starstruck,0
ban_4256_wor_26098,Jenny Pitman,Jenny Pitman,,Paperback,ban_4256,wor_26098,9781446497937,9780553504910,432,432,02/29/2012,(1 Nov 1999),Transworld Publishers Limited,Transworld Publishers Ltd ,Jenny Pitman: The Autobiography,Jenny Pitman: The Autobiography,0
ban_1661_wor_34538,Tamora Pierce,Tamora Pierce,,Paperback,ban_1661,wor_34538,9781442427655,9781442427655,272,260,4/19/11,(19 Apr 2011),Atheneum Books for Young Readers,Simon & Schuster ,The Woman Who Rides Like a Man,The Woman Who Rides Like a Man,1
ban_598_wor_30509,S. E. Hinton,S. E. Hinton,,Paperback,ban_598,wor_30509,9780385375689,9780385375689,144,144,8/6/13,(16 Sep 2013),Random House Children's Books,Random House USA Inc ,Rumble Fish,Rumble Fish,1
ban_1422_wor_42387,Barbara A. Lewis,Barbara A. Lewis,,Paperback,ban_1422,wor_42387,9781575420295,9781575420295,288,277,11/15/05,(1 Nov 1997),"Free Spirit Publishing, Inc.","Free Spirit Publishing Inc.,U.S. ",What Do You Stand For? For Teens: A Guide to Building Character,What Do You Stand for? Kid's Guide to Building Character,1
ban_4925_wor_23659,Johnson James Weldon 1871-1938,James Weldon Johnson,,Hardback,ban_4925,wor_23659,9781314015218,9781604592184,234,112,01/28/2013,(17 Jan 2008),HardPress Publishing,Wilder Publications ,The Autobiography of an Ex-Colored Man,The Autobiography of an Ex-Colored Man,0
ban_2395_wor_41882,Carolyn Meyer,Carolyn Meyer,,Paperback,ban_2395,wor_41882,9780152164560,9780152164560,240,227,4/28/01,(1 Apr 2001),Houghton Mifflin Harcourt,Gulliver Books ,"Mary, Bloody Mary","Mary, Bloody Mary",1
ban_2537_wor_42862,David Clement-Davies,David Clement-Davies,,Paperback,ban_2537,wor_42862,9780810972667,9780810972667,544,523,9/1/09,(1 Sep 2009),"Abrams, Harry N., Inc.",Abrams ,Fell,Fell,1
ban_6427_wor_24247,"Paramhansa Yogananda, Ben Kingsley",Paramhansa Yoganand,,Paperback,ban_6427,wor_24247,9780876120859,9781940177021,15,438,09/28/1996,(16 Apr 2012),Self-Realization Fellowship,Clearlight ,Autobiography of a Yogi,Autobiography of a Yogi,0
ban_1640_wor_36989,Gina M. Biegel,Gina M. Biegel,,Paperback,ban_1640,wor_36989,9781572246973,9781572246973,128,136,1/2/10,(16 Nov 2009),New Harbinger Publications,New Harbinger Publications ,The Stress Reduction Workbook for Teens: Mindfulness Skills to Help You Deal with Stress,Stress Reduction Workbook for Teens,1
ban_1_wor_33688,Rick Yancey,Rick Yancey,,Paperback,ban_1,wor_33688,9780142425831,9780141345833,512,496,2/10/15,(14 Jan 2002),Penguin Young Readers Group,Penguin Books Ltd ,The 5th Wave,The 5th Wave,0
ban_1083_wor_832,Terry Brooks,Terry Brooks,,Paperback,ban_1083,wor_832,9780345422583,9781841495446,448,512,5/28/98,(1 Jan 2000),Random House Publishing Group,"Little, Brown Book Group ",Running with the Demon,Running With The Demon: The Word and the Void Series: Book One,0
ban_54_wor_14723,J. R. R. Tolkien,J. R. R. Tolkien,,Paperback,ban_54,wor_14723,9780547928227,9780261102668,320,144,9/18/12,(11 Jul 1991),Houghton Mifflin Harcourt,HarperCollins Publishers ,The Hobbit,The Hobbit,0
ban_1293_wor_36842,Katie Alender,Katie Alender,,,ban_1293,wor_36842,9780545835626,9781467686426,320,-1,7/28/15,(1 Oct 2014),"Scholastic, Inc.",Scholastic ,Famous Last Words,Famous Last Words,0
ban_729_wor_33450,S. A. Bodeen,S. A. Bodeen,,Paperback,ban_729,wor_33450,9781250050786,9781250050786,352,336,9/30/14,(16 Oct 2014),Square Fish,Palgrave USA ,The Fallout,The Fallout,1
ban_1696_wor_35180,Allison van Diepen,Allison Van Diepen,,Paperback,ban_1696,wor_35180,9781442481664,9781442481664,320,290,9/3/13,(1 Oct 2013),Simon Pulse,Simon & Schuster ,Street Pharm,Street Pharm,1
ban_1225_wor_44620,Jessica Verday,Jessica Verday,,Paperback,ban_1225,wor_44620,9781416978985,9781416978985,400,387,8/7/12,(7 Aug 2012),Simon Pulse,Simon & Schuster ,The Hidden,The Hidden,1
ban_1281_wor_33467,S. A. Bodeen,S A Bodeen,,Hardback,ban_1281,wor_33467,9780312659424,9780312370169,256,233,3/1/11,(25 May 2010),Square Fish,Feiwel & Friends ,The Gardener,The Gardener,0
ban_2846_wor_41772,Catherine Gilbert Murdock,Professor Catherine Gilbert Murdock,,Paperback,ban_2846,wor_41772,9780547223254,9780547223254,352,344,5/4/09,(4 May 2009),Houghton Mifflin Harcourt,Houghton Mifflin ,Princess Ben,Princess Ben,1
ban_80_wor_13703,Toni Morrison,Toni Morrison,,Hardback,ban_80,wor_13703,9781400033416,9781857152685,352,360,6/8/04,(7 Sep 2006),Knopf Doubleday Publishing Group,Everyman ,Beloved,Beloved,0
ban_2231_wor_40209,Kimberly Derting,Kimberly Derting,,Paperback,ban_2231,wor_40209,9780062082206,9780062082206,384,360,4/16/13,(16 Apr 2013),HarperCollins Publishers,HarperCollins ,The Last Echo,The Last Echo,1
ban_2632_wor_43046,Tera Lynn Childs,Tera Lynn Childs,,Paperback,ban_2632,wor_43046,9780062001849,9780062001849,328,352,9/3/13,(3 Sep 2013),HarperCollins Publishers,Katherine Tegen Books ,Sweet Shadows,Sweet Shadows,1
ban_2689_wor_45131,Jessica Brody,Jessica Brody,,Paperback,ban_2689,wor_45131,9781250040022,9781250040022,352,352,1/28/14,(10 Mar 2014),Square Fish,Palgrave USA ,Unremembered,Unremembered,1
ban_5321_wor_42599,"Lynne Reid Banks, Terry Riley",Lynne Reid Banks,,Paperback,ban_5321,wor_42599,9780440419242,9780007341535,126,144,11/11/2003,(4 Mar 2010),Random House Children's Books,HarperCollins Publishers ,"I, Houdini","I, Houdini",0
ban_1777_wor_31660,Lisi Harrison,Lisi Harrison,,Paperback,ban_1777,wor_31660,9780316701297,9780316701334,224,304,5/28/04,(2 Mar 2005),"Little, Brown Books for Young Readers","Little, Brown & Company ",The Clique,The Clique #3: The Revenge of the Wannabes,0
ban_697_wor_44709,Eoin Colfer,Eoin Colfer,,Paperback,ban_697,wor_44709,9781423124559,9781423145493,368,112,7/14/09,(15 Jul 2014),Disney-Hyperion,Disney-Hyperion ,Artemis Fowl: The Opal Deception,Artemis Fowl: The Opal Deception: The Graphic Novel,0
ban_1887_wor_41531,Lauren Conrad,Lauren Conrad,,Paperback,ban_1887,wor_41531,9780061767616,9780061767630,309,279,8/31/10,(5 Apr 2011),HarperCollins Publishers,HarperCollins Publishers Inc ,Sweet Little Lies,Sugar and Spice,0
ban_225_wor_28988,Jeanne Wakatsuki Houston,Jeanne Wakatsuki Houston,,,ban_225,wor_28988,9780307976079,9781094063669,240,-1,2/14/12,(3 Sep 2019),Random House Children's Books,Hmh Audio ,Farewell to Manzanar,Farewell to Manzanar,0
ban_2437_wor_3931,Jack Canfield,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",,Paperback,ban_2437,wor_3931,9781623610913,9781623610913,400,362,10/2/12,(24 Sep 2013),"Backlist, LLC - a unit of Chicken Soup of the Soul Publishing LLC","Backlist, LLC ","Chicken Soup for the Teenage Soul III: More Stories of Life, Love and Learning","Chicken Soup for the Teenage Soul III: More Stories of Life, Love and Learning",1
ban_3019_wor_25331,Sidney Poitier,Sidney Poitier,,Paperback,ban_3019,wor_25331,9780061357909,9780061357909,272,272,01/26/2007,(1 Feb 2007),HarperCollins Publishers,HarperCollins Publishers ,The Measure of a Man: A Spiritual Autobiography,Measure of a Man,1
ban_1828_wor_36656,Lynne Rae Perkins,Lynne Rae Perkins,,Paperback,ban_1828,wor_36656,9780061870927,9780061870927,384,384,4/10/12,(20 Apr 2012),HarperCollins Publishers,HarperCollins Publishers Inc ,As Easy as Falling Off the Face of the Earth,As Easy as Falling Off the Face of the Earth,1
ban_235_wor_23106,Richard Paul Evans,Richard Paul Evans,,Paperback,ban_235,wor_23106,9781442475120,9781442475120,320,320,5/6/14,(1 Jun 2014),Simon Pulse/Mercury Ink,Simon & Schuster ,Battle of the Ampere,Michael Vey 3: Battle of the Ampere,1
ban_1098_wor_826,Terry Brooks,Terry Brooks,,Paperback,ban_1098,wor_826,9780345434111,9780099409960,384,336,2/29/00,(2 Mar 2000),Random House Publishing Group,Cornerstone ,Star Wars Episode I: The Phantom Menace,Star Wars: Episode I: The Phantom Menace,0
ban_2953_wor_24565,Andrew Carnegie,Andrew Carnegie,,Paperback,ban_2953,wor_24565,9781504022620,9780451530387,342,336,09/22/2015,(3 Mar 2007),Open Road Media,Penguin Putnam Inc ,Autobiography of Andrew Carnegie,The Autobiography Of Andrew Carnegie And The Gospel Of Wealth,0
ban_2115_wor_32438,Christopher Pike,Christopher Pike,,Paperback,ban_2115,wor_32438,9781416983088,9781416983088,624,512,8/4/09,(1 Aug 2009),Simon Pulse,Simon & Schuster ,Thirst No. 1: The Last Vampire/ Black Blood/ Red Dice,"Thirst No. 1: Human Urges, Fatal Consequences",1
ban_2212_wor_33360,Virginia Euwer Wolff,Virginia Euwer Wolff,,Paperback,ban_2212,wor_33360,9780689852886,9780689852886,272,272,10/28/02,(1 Oct 2002),Simon Pulse,Simon Pulse ,True Believer,True Believer,1
ban_700_wor_39109,Mari Mancusi,Mari Mancusi,,Hardback,ban_700,wor_39109,9781402292279,9781402284588,368,342,8/5/14,(3 Sep 2013),Sourcebooks,"Sourcebooks, Inc ",Scorched,Scorched,0
ban_1382_wor_32486,Marina Budhos,Marina Budhos,,Paperback,ban_1382,wor_32486,9781416949206,9781416949206,176,176,9/11/07,(1 Sep 2007),Atheneum Books for Young Readers,Simon & Schuster ,Ask Me No Questions,Ask Me No Questions,1
ban_3018_wor_25303,Kevin Pietersen,Kevin Pietersen,,Hardback,ban_3018,wor_25303,9780751557565,9780751557541,-1,336,10/09/2014,(9 Oct 2014),"Little, Brown Book Group","Little, Brown Book Group ",KP: The Autobiography,KP: The Autobiography,0
ban_662_wor_31907,Colleen Houck,Colleen Houck,,Paperback,ban_662,wor_31907,9781454903581,9781454903581,512,512,5/7/13,(7 May 2013),Splinter,Sterling Publishing Co Inc ,Tiger's Quest,Tiger's Quest,1
ban_97_wor_38490,Morgan Matson,Morgan Matson,,Paperback,ban_97,wor_38490,9781442435018,9781471122668,480,496,5/5/15,(3 Jul 2014),Simon & Schuster Books For Young Readers,Simon & Schuster Ltd ,Since You've Been Gone,Since You've Been Gone,0
ban_841_wor_28390,Gary Paulsen,Gary Paulsen,,Paperback,ban_841,wor_28390,9780440219361,9780440219361,112,112,1/28/95,(1 Feb 2005),Random House Children's Books,Bantam Doubleday Dell Publishing Group Inc ,Nightjohn,Nightjohn,1
