ids,bx_author,half_author,bx_binding,half_binding,bx_id,half_id,bx_isbn,half_isbn,bx_pages,half_pages,bx_pubdate,half_pubdate,bx_publisher,half_publisher,bx_title,half_title,label
bx_51370_half_694,Roald Dahl,Roald Dahl,,,bx_51370,half_694,9780141311371,9780141304700,-1,225,2001,"May. 1st, 2000",Puffin Books,Puffin Books,The BFG,"The Wonderful Story of Henry Sugar, and Six More",0
bx_203023_half_368,Chris Crutcher,Chris Crutcher,,,bx_203023,half_368,9780060094898,9780060094898,-1,304,2003,"Mar. 18th, 2003",HarperTempest,Greenwillow Books,Staying Fat for Sarah Byrnes,Staying Fat for Sarah Byrnes,1
bx_189755_half_1520,TAMORA PIERCE,Tamora Pierce,,,bx_189755,half_1520,9780807217917,9780375828799,-1,422,2003,"Sep. 28th, 2004",Listening Library (Audio),Random House (NY),Trickster's Choice,Trickster's Choice,0
bx_22730_half_1074,PETER NELSON,Pete Nelson,,,bx_22730,half_1074,9780385730914,9780385730914,-1,201,2003,"Nov. 11th, 2003",Delacorte Books for Young Readers,Delacorte Press,Left for Dead,Left for Dead,1
bx_27554_half_796,Antoine de Saint-Exupéry,Antoine de Saint-Exupery,,,bx_27554,half_796,9780156013925,9780156013925,-1,96,2001,"Sep. 4th, 2001",Harvest Books,Mariner Books,El principito,El Principito,1
bx_80044_half_40,Christopher Pike,Christopher Paul Curtis,,,bx_80044,half_40,9780671537265,9780440228004,-1,224,1995,"Dec. 12th, 2000",Aladdin,Laurel Leaf Library,The HOWLING GHOST : THE HOWLING GHOST,The Watsons Go to Birmingham - 1963,0
bx_181558_half_2425,Jan Greenberg,Jan Greenberg,,,bx_181558,half_2425,9780440419174,9780440419174,-1,132,2003,"Jan. 14th, 2003",Yearling Books,Yearling Books,Vincent Van Gogh: Portrait of an Artist,Vincent Van Gogh,1
bx_108180_half_242,Jack London,Jack London,,Paperback,bx_108180,half_242,9780753454930,9780141321059,-1,133,2002,"Apr. 1st, 2008",Kingfisher,Puffin Books,The Call of the Wild,The Call of the Wild,0
bx_10919_half_3081,Lucy  Maud Montgomery,Lucy Maud Montgomery,,Paperback,bx_10919,half_3081,9780689846229,9780451528827,-1,320,2001,"May. 6th, 2003",Aladdin,Signet Classics,Anne of Green Gables,Anne of Green Gables,0
bx_132056_half_1254,Cynthia Voigt,Cynthia Voigt,,,bx_132056,half_1254,9780689851322,9780689851322,-1,416,2002,"Aug. 1st, 2002",Simon Pulse,Simon Pulse,Homecoming,Homecoming,1
bx_115107_half_1866,Mary Wollstonecraft Shelley,Mary Wollstonecraft Shelley,,Paperback,bx_115107,half_1866,9780140367126,9780140367126,-1,288,1994,"Nov. 1st, 1994",Puffin Books,Puffin Books,Frankenstein,Frankenstein,1
bx_21386_half_2453,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_21386,half_2453,9780440418337,9780440418337,-1,352,2001,"May. 22nd, 2001",Yearling,Yearling Books,The Subtle Knife,The Subtle Knife,1
bx_46388_half_1781,Roger Lancelyn Green,Roger Lancelyn Green,,Paperback,bx_46388,half_1781,9780140367454,9780140367454,-1,224,1995,"Dec. 1st, 1995",Puffin Books,Puffin Books,A Tale of Troy,The Tale of Troy,1
bx_18912_half_149,Christopher Paolini,Christopher Paolini,,Paperback,bx_18912,half_149,9780375826689,9780375826696,-1,528,2004,"Apr. 26th, 2005",Knopf,Alfred A. Knopf Books for Young Readers,Eragon,Eragon,0
bx_200371_half_1542,Rob Thomas,Rob Thomas,,,bx_200371,half_1542,9780689807770,9781416938972,-1,202,1996,"May. 22nd, 2007",Simon Pulse,Simon Pulse,Rats Saw God,Rats Saw God,0
bx_2577_half_760,Mark Twain,Mark Twain,,,bx_2577,half_760,9780140390834,9780143039563,-1,231,1987,"Feb. 1st, 2006",Penguin Books,Penguin Books,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,0
bx_145376_half_20,Joanne K. Rowling,J. K. Rowling,,Paperback,bx_145376,half_20,9782070541294,9780590353427,-1,312,1999,"Oct. 1st, 1999",Gallimard,Arthur A. Levine Books,"Harry Potter, tome 2 : Harry Potter et la Chambre des secrets",Harry Potter and the Sorcerer's Stone,0
bx_1610_half_3017,Beatrice Sparks,Anonymous,,,bx_1610,half_3017,9780380773152,9780380773152,-1,256,1994,"Mar. 1st, 1994",Avon,Avon Books,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary",It Happened to Nancy,1
bx_61576_half_2345,Bram Stoker,Bram Stoker,,Paperback,bx_61576,half_2345,9780880299015,9780141325668,-1,612,1992,"Jun. 11th, 2009",Barnes Noble Books,Puffin Books,Dracula,Dracula,0
bx_174545_half_1372,Charles Lamb,Charles Lamb,,Paperback,bx_174545,half_1372,9780140350883,9780141321684,-1,382,1987,"May. 27th, 2010",Puffin Books,Puffin Books,Tales from Shakespeare,Tales from Shakespeare,0
bx_94511_half_194,James Lincoln Collier,James Lincoln Collier,,,bx_94511,half_194,9780590407373,9780590427920,-1,224,1985,"May. 1st, 1985",Scholastic,Scholastic Paperbacks,My Brother Sam is Dead,My Brother Sam Is Dead,0
bx_48974_half_1915,Joyce Carol Oates,Joyce Carol Oates,,,bx_48974,half_1915,9780064473477,9780064473477,-1,288,2003,"Apr. 29th, 2003",HarperTempest,HarperTempest,Big Mouth Ugly Girl,Big Mouth & Ugly Girl,1
bx_258257_half_1327,Karen Hesse,Karen Hesse,,,bx_258257,half_1327,9780689839870,9780689839894,-1,320,2000,"Jun. 1st, 2002",Margaret K. McElderry,Margaret K. McElderry Books,Stowaway,Stowaway,0
bx_176903_half_619,Lauren Wilde,Lauren Myracle,,,bx_176903,half_619,9780821752319,9781419701849,-1,376,1996,"Feb. 1st, 2012",Zebra Books,ABRAMS,McKenna's Fortune,Shine,0
bx_9333_half_788,Robin McKinley,Robin McKinley,,,bx_9333,half_788,9780064404778,9780064404778,-1,247,1993,"Jun. 30th, 1993",HarperCollins Publishers,HarperCollins s,Beauty: A Retelling of the Story of Beauty and the Beast,Beauty,1
bx_103631_half_940,Frances O'Roark Dowell,Frances O'Roark Dowell,,,bx_103631,half_940,9780689846670,9780689846670,-1,181,2001,"Nov. 1st, 2001",Aladdin,Aladdin Paperbacks,Dovey Coe,Dovey Coe,1
bx_16772_half_542,MADELEINE L'ENGLE,Madeleine L'Engle,,,bx_16772,half_542,9780440498056,9781250004673,-1,236,1998,"Jan. 31st, 2012",Yearling,Square Fish,A Wrinkle In Time,A Wrinkle in Time,0
bx_17637_half_1028,Sharon M. Draper,Sharon M. Draper,,,bx_17637,half_1028,9780689842306,9780689842313,-1,192,2002,"Dec. 30th, 2003",Atheneum,Aladdin Paperbacks,Double Dutch,Double Dutch,0
bx_215829_half_2890,ROBERT NEWTON PECK,Robert Newton Peck,,,bx_215829,half_2890,9780679886969,9780679886969,-1,176,1997,,Random House Books for Young Readers,Random House Children's Books,A Part of the Sky,A Part of the Sky,1
bx_88261_half_2323,Angela Johnson,Angela Johnson,,,bx_88261,half_2323,9780689822902,9780689822902,-1,144,2000,"Aug. 1st, 2000",Simon Pulse,Simon Pulse,HEAVEN,Heaven,1
bx_92684_half_129,J. K. Rowling,J. K. Rowling,,Paperback,bx_92684,half_129,9780439358071,9780439358071,-1,870,2004,"Sep. 1st, 2004",Scholastic Paperbacks,Scholastic,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,1
bx_100821_half_2244,Charles Dickens,Charles Dickens,,,bx_100821,half_2244,9781556701610,9780812504347,-1,116,1990,"Dec. 15th, 1990","Stewart, Tabori,  Chang",Tor Classics,A Christmas Carol,A Christmas Carol,0
bx_209007_half_20,J. K. Rowling,J. K. Rowling,Hardback,Paperback,bx_209007,half_20,9780613206334,9780590353427,-1,312,2001,"Oct. 1st, 1999",Sagebrush Bound,Arthur A. Levine Books,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0
bx_5731_half_73,CHRISTOPHER PAUL CURTIS,Christopher Paul Curtis,,,bx_5731,half_73,9780440414124,9780440414124,-1,224,1997,"Sep. 8th, 1997",Yearling,Yearling Books,The Watsons Go to Birmingham - 1963,The Watsons Go to Birmingham - 1963,1
bx_183758_half_1881,Neil Gaiman,Neil Gaiman,,,bx_183758,half_1881,9782226140197,9780060575915,-1,194,2003,"May. 4th, 2004",Albin Michel,HarperTrophy,Coraline,Coraline,0
bx_226638_half_2850,S. Beth Atkin,S. Beth Atkin,,,bx_226638,half_2850,9780316056205,9780316056205,-1,96,2000,"Apr. 1st, 2000","Little, Brown","Little, Brown Books for Young Readers",Voices from the Fields : Children of Migrant Farmworkers Tell Their Stories,Voices from the Fields,1
bx_28294_half_983,Herge,Herge,,Paperback,bx_28294,half_983,9780316358378,9780316358378,-1,62,1975,"Apr. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",Flight 714,Flight 714 to Sydney,1
bx_104009_half_1927,LOUIS SACHAR,Louis Sachar,,,bx_104009,half_1927,9780679886228,9780679886228,-1,198,1997,"Apr. 15th, 1997",Yearling,Dell Yearling,The Boy Who Lost His Face,The Boy Who Lost His Face,1
bx_29444_half_361,Eleanor H. Ayer,Eleanor H. Ayer,,,bx_29444,half_361,9780689832369,9780689832369,-1,244,2000,"Mar. 1st, 2000",Aladdin,Aladdin Paperbacks,Parallel Journeys,Parallel Journeys,1
bx_239718_half_991,Katherine Paterson,Katherine Paterson,,,bx_239718,half_991,9780140373899,9780140349818,-1,182,1994,"Oct. 1st, 1992",Puffin Books,Puffin Books,Lyddie,Lyddie,0
bx_82987_half_2297,Anthony Horowitz,Anthony Horowitz,,Paperback,bx_82987,half_2297,9780399236211,9780399250262,-1,144,2002,"Jan. 1st, 2008",Philomel Books,Philomel Books,Point Blank,Point Blank,0
bx_121928_half_508,FARLEY MOWAT,Farley Mowat,,,bx_121928,half_508,9780440413615,9780440413615,-1,91,1996,"Mar. 30th, 1996",Yearling,Yearling Books,Owls in the Family,Owls in the Family,1
bx_133210_half_1819,Julie Anne Peters,Julie Anne Peters,,,bx_133210,half_1819,9780316734899,9780316734899,-1,208,2003,"May. 7th, 2003",Megan Tingley,"Little, Brown Books for Young Readers","Define \Normal\""""","Define ""Normal""",1
bx_23230_half_162,Jack London,Jack London,,,bx_23230,half_162,9780689856747,9780486264721,-1,64,2003,"Jul. 1st, 1990",Aladdin Library,Dover Publications,The Call of the Wild,The Call of the Wild,0
bx_98470_half_2136,Frances Hodgson Burnett,Frances Hodgson Burnett,,,bx_98470,half_2136,9780141182186,9780143106456,-1,258,1999,"Oct. 25th, 2011",Penguin Books,Penguin Books,The Secret Garden,The Secret Garden,0
bx_7845_half_3092,Jane Austen,Jane Austen,,,bx_7845,half_3092,9780140373370,9781402785306,-1,416,1995,"Mar. 6th, 2012",Puffin Books,Splinter,Pride and Prejudice,Pride and Prejudice,0
bx_60770_half_1408,JUDY BLUME,Judy Blume,,,bx_60770,half_1408,9780440932598,9780440932598,-1,144,1991,"Sep. 30th, 1991",Laure Leaf,Laurel Leaf Library,Deenie,Deenie,1
bx_62396_half_2079,Caroline B. Cooney,Caroline B. Cooney,,,bx_62396,half_2079,9780590444798,9780590444798,-1,201,1993,"Jul. 1st, 1997",Scholastic,Scholastic,Flight Number 116 Is Down,Flight #116 is Down!,1
bx_5506_half_129,J. K. Rowling,J. K. Rowling,,Paperback,bx_5506,half_129,9780439358064,9780439358071,-1,870,2003,"Sep. 1st, 2004",Scholastic,Scholastic,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0
bx_194981_half_647,Andrew Clements,Andrew Clements,,,bx_194981,half_647,9780142400760,9780142400760,-1,251,2004,"Mar. 8th, 2004",Puffin Books,Puffin Books,Things Not Seen,Things Not Seen,1
bx_36186_half_2336,Jay McGraw,Jay McGraw,,,bx_36186,half_2336,9780743215466,9780743215466,-1,240,2000,"Dec. 4th, 2000",Fireside,Fireside Books,Life Strategies for Teens,Life Strategies for Teens,1
bx_227767_half_393,Sheila Burnford,Sheila Burnford,,,bx_227767,half_393,9780553262186,9780440413240,-1,148,1984,"Jan. 22nd, 1997",Bantam Books,Yearling Books,Incredible Journey,The Incredible Journey,0
bx_39748_half_543,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_39748,half_543,9780395282656,9780395520215,-1,304,1988,"Oct. 30th, 1989",Houghton Mifflin Co,Houghton Mifflin Harcourt (HMH),The Hobbit,The Hobbit,0
bx_191359_half_2914,Markus Zusak,Markus Zusak,,,bx_191359,half_2914,9780439389501,9780439389501,-1,250,2004,"Jun. 1st, 2004",Push,Push,Getting The Girl,Getting the Girl,1
bx_137919_half_1982,Virginia Hamilton,Virginia Hamilton,,,bx_137919,half_1982,9780590454360,9780590454360,-1,128,1993,"Jan. 1st, 1992",Scholastic,Scholastic Paperbacks,Cousins,Cousins,1
bx_34455_half_78,Gary Paulsen,Gary Paulsen,,,bx_34455,half_78,9780689826993,9781416936466,-1,189,1999,"Jan. 1st, 2007",Simon Pulse,Simon Pulse,Hatchet,Hatchet,0
bx_199609_half_642,herge,Herge,,Paperback,bx_199609,half_642,9780416605006,9780316358347,-1,62,1986,"Jun. 30th, 1974",Routledge,"Little, Brown Books for Young Readers",The Adventures of Tintin: The Crab with the Golden Claws,The Adventures of Tintin,0
bx_58148_half_102,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_58148,half_102,9780788789564,9780618150823,-1,352,2001,"Sep. 25th, 2001",Recorded Books,Graphia Books,The Hobbit,The Hobbit,0
bx_911_half_597,Lensey Namioka,Lensey Namioka,,,bx_911,half_597,9780440415992,9780440415992,-1,160,2000,"Nov. 14th, 2000",Laurel-Leaf Books,Laurel Leaf Library,"Ties That Bind, Ties That Break","Ties That Bind, Ties That Break",1
bx_223899_half_1143,Elizabeth Feuer,Elizabeth Winthrop,,,bx_223899,half_1143,9780671667009,9780553487831,-1,232,1988,"Aug. 14th, 2007",Simon Pulse,Yearling Books,ONE FRIEND TO ANOT,Counting on Grace,0
bx_115086_half_1509,Walter Dean Myers,Walter Dean Myers,,,bx_115086,half_1509,9780590486682,9780590486682,-1,266,1998,,Scholastic,Scholastic,Slam!,Slam!,1
bx_60429_half_487,Avi,Avi,,,bx_60429,half_487,9780380728855,9780380728855,-1,240,2004,"Apr. 1st, 1997",HarperTrophy,HarperTrophy,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,1
bx_101126_half_2142,E.L. Konigsburg,E. L. Konigsburg,,,bx_101126,half_2142,9780689836022,9780689836022,-1,261,2002,"Apr. 1st, 2002",Aladdin,Aladdin Paperbacks,Silent to the Bone,Silent to the Bone,1
bx_18608_half_405,Avi,Avi,,,bx_18608,half_405,9780380714759,9780380714759,-1,278,1992,"Apr. 1st, 1992",HarperTrophy,HarperTrophy,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,1
bx_145786_half_42,Jerry Spinelli,Jerry Spinelli,,,bx_145786,half_42,9780316807227,9780316809061,-1,192,1990,"Nov. 1st, 1999","Little, Brown","Little, Brown Young Readers",Maniac Magee,Maniac Magee,0
bx_71330_half_1860,Gary Paulsen,Gary Paulsen,,,bx_71330,half_1860,9780689808821,9780689808821,-1,208,1996,,Aladdin,Aladdin Paperbacks,Hatchet,Hatchet,1
bx_32113_half_148,WALTER FARLEY,Walter Farley,Paperback,Paperback,bx_32113,half_148,9780679813439,9780679813439,-1,224,1991,"Aug. 20th, 1991",Random House Books for Young Readers,Random House Children's Books,The Black Stallion,The Black Stallion,1
bx_195784_half_91,Lewis Carroll,Lewis Carroll,,,bx_195784,half_91,9780486416588,9780486275437,-1,96,2001,"May. 20th, 1993",Dover Publications,Dover Publications,Alice in Wonderland,Alice's Adventures in Wonderland,0
bx_14454_half_2821,Garth Nix,Garth Nix,,Paperback,bx_14454,half_2821,9780060005429,9780060005429,-1,705,2002,"Apr. 30th, 2002",HarperTrophy,HarperTrophy,Lirael: Daughter of the Clayr,Lirael,1
bx_59143_half_1060,Marjorie Kinnan Rawlings,Marjorie Kinnan Rawlings,,,bx_59143,half_1060,9780020449317,9780020449317,-1,416,1988,"Mar. 30th, 1988",Simon Pulse,Simon Pulse,The Yearling,The Yearling,1
bx_49101_half_568,Eoin Colfer,Eoin Colfer,Paperback,,bx_49101,half_568,9780786818150,9781423124535,-1,309,2003,"Jul. 1st, 2009",Hyperion Books,Hyperion Books,The Eternity Code,The Eternity Code,0
bx_81315_half_2775,Mary Rodgers,Mary Rodgers,,,bx_81315,half_2775,9780060570101,9780064400466,-1,144,2003,"Oct. 31st, 1973",Avon,HarperTrophy,Freaky Friday,Freaky Friday,0
bx_29502_half_765,Louis Sachar,Louis Sachar,,Paperback,bx_29502,half_765,9780380723812,9780380731497,-1,160,1996,"Jun. 1st, 1998",HarperTrophy,HarperTrophy,Wayside School Gets a Little Stranger,Wayside School Gets a Little Stranger,0
bx_12644_half_1888,John Peel,John Coy,,,bx_12644,half_1888,9780671865719,9780439697347,-1,201,1993,"Sep. 1st, 2007",Star Trek,Scholastic Paperbacks,Here There Be Dragons,Crackback,0
bx_256873_half_141,J. K. Rowling,J. K. Rowling,,Paperback,bx_256873,half_141,9780439554909,9780545139700,-1,759,2003,"Jul. 7th, 2009",Arthur A. Levine Books,Arthur A. Levine Books,Harry Potter and the Goblet of Fire,Harry Potter and the Deathly Hallows,0
bx_194344_half_1008,GARY PAULSEN,Gary Paulsen,,,bx_194344,half_1008,9780440219736,9780440219736,-1,192,1999,"Aug. 10th, 1999",Laurel Leaf,Laurel Leaf Library,Sarny,Sarny,1
bx_6814_half_39,Antoine de Saint-Exupéry,Antoine de Saint-Exupery,,,bx_6814,half_39,9780156012195,9780156012195,-1,96,2000,"Jun. 29th, 2000",Harvest Books,Harvest Books,The Little Prince,The Little Prince,1
bx_28304_half_1071,Herge,Herge,,Paperback,bx_28304,half_1071,9780316358514,9780316358514,-1,62,1978,"May. 30th, 1978","Little, Brown","Little, Brown Books for Young Readers",The Shooting Star,The Adventures of Tintin,1
bx_105649_half_448,Dan Gutman,Dan Gutman,,Paperback,bx_105649,half_448,9780380788781,9780380788781,-1,144,2003,"Mar. 1st, 1998",HarperTrophy,HarperTrophy,Honus and Me: A Baseball Card Adventure,Honus & Me,1
bx_217695_half_288,Paul Fleischman,Paul Fleischman,,,bx_217695,half_288,9780064405881,9780064405881,-1,128,1995,"Mar. 31st, 1995",HarperTrophy,HarperTrophy,Bull Run,Bull Run,1
bx_101118_half_631,Jack London,Jack London,,,bx_101118,half_631,9780027594553,9780439227148,-1,192,1994,"Jan. 1st, 2001",Simon  Schuster Children's Publishing,Scholastic Paperbacks,The Call of the Wild,The Call of the Wild,0
bx_54045_half_1144,Celia Rees,Celia Rees,,,bx_54045,half_1144,9780763614218,9780763642280,-1,261,2001,"May. 12th, 2009",Candlewick Press (MA),Candlewick Press (MA),Witch Child,Witch Child,0
bx_26291_half_107,Bernard Evslin,Bernard Evslin,,,bx_26291,half_107,9780590334570,9780590425995,-1,179,1984,"Jan. 1st, 1980",Scholastic,Scholastic,Heroes and Monsters of Greek Mythology,The Adventures of Ulysses,0
bx_38652_half_304,Roger Lancelyn Green,Roger Lancelyn Green,,Paperback,bx_38652,half_304,9780140351002,9780141321011,-1,384,1953,"Apr. 1st, 2008",Puffin Books,Puffin Books,King Arthur and His Knights of the Round Table,King Arthur and His Knights of the Round Table,0
bx_177893_half_2613,Terri Farley,Terri Farley,,,bx_177893,half_2613,9780064410885,9780064410885,-1,240,2002,,Avon,Avon Books,The Renegade,The Renegade,1
bx_18799_half_310,Walter Dean Myers,Walter Dean Myers,,,bx_18799,half_310,9780590458986,9780590458986,-1,375,1996,"Jan. 31st, 1996",Scholastic,Scholastic,The Glory Field,The Glory Field,1
bx_5434_half_873,Brian Jacques,Brian Jacques,,,bx_5434,half_873,9780441005482,9780441005482,-1,333,1998,"Jun. 1st, 1998",Ace Books,Ace Books,Redwall,Redwall,1
bx_161735_half_1376,Jack London,Jack London,,,bx_161735,half_1376,9780816728817,9780689856747,-1,160,1992,"Feb. 1st, 2003",Troll Communications,Aladdin Paperbacks,The Call of the Wild,The Call of the Wild,0
bx_8563_half_500,Cornelia Funke,Cornelia Funke,,,bx_8563,half_500,9780439420891,9780545227704,-1,349,2003,"May. 1st, 2010",Chicken House,Chicken House,The Thief Lord,The Thief Lord,0
bx_56792_half_1056,Mildred D. Taylor,Mildred D. Taylor,,,bx_56792,half_1056,9780140348927,9780140348927,-1,394,1991,"Oct. 1st, 1991",Puffin Books,Puffin Books,Let the Circle Be Unbroken,Let the Circle Be Unbroken,1
bx_136066_half_2224,D.J. MacHale,D. J. MacHale,,,bx_136066,half_2224,9780743437349,9780743437349,-1,384,2003,"Sep. 1st, 2003",Aladdin,Aladdin Paperbacks,The Reality Bug,The Reality Bug,1
bx_88398_half_2350,Judy Blume,Judy Blume,,,bx_88398,half_2350,9780425193815,9780425193815,-1,192,2004,"Jan. 6th, 2004",Berkley Publishing Group,Berkley,Superfudge,Superfudge,1
bx_240706_half_2953,William Shakespeare,William Sleator,,,bx_240706,half_2953,9780140714845,9780141311012,-1,120,2000,"Feb. 19th, 2001",Penguin Books,Puffin Books,Romeo and Juliet,Rewind,0
bx_12814_half_445,S. E. Hinton,S. E. Hinton,,,bx_12814,half_445,9780140389661,9780140389661,-1,159,1998,"Apr. 1st, 1998",Penguin Putnam Books for Young Readers,Penguin Putnam Books for Young Readers,"That Was Then, This Is Now","That Was Then, This is Now",1
bx_71602_half_1333,Ann Brashares,Ann Brashares,,Paperback,bx_71602,half_1333,9780807205891,9780440229704,-1,294,2001,"May. 31st, 2004",Imagination Studio,Laurel Leaf Library,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,0
bx_55200_half_1261,Jack London,Jack London,,,bx_55200,half_1261,9780590405942,9780812504323,-1,114,1986,"May. 15th, 1990",Scholastic Paperbacks,Tor Classics,The Call of the Wild,The Call of the Wild,0
bx_60732_half_814,Avi,Avi,,,bx_60732,half_814,9780380708536,9780380708536,-1,128,1990,"Oct. 31st, 1990",HarperTrophy,HarperTrophy,Something Upstairs,Something Upstairs,1
bx_55240_half_242,Jack London,Jack London,,Paperback,bx_55240,half_242,9780486264721,9780141321059,-1,133,1990,"Apr. 1st, 2008",Dover Publications,Puffin Books,The Call of the Wild,The Call of the Wild,0
bx_180537_half_1742,Lynne Ewing,Lynne Ewing,Paperback,Paperback,bx_180537,half_1742,9780064406499,9780064406499,-1,96,1998,"Dec. 20th, 1997",HarperTrophy,HarperCollins,Drive-By,Drive-By,1
bx_75690_half_2668,Elizabeth August,Elizabeth Laird,,,bx_75690,half_2668,9780373192298,9781931859387,-1,216,1997,"Oct. 1st, 2006",Silhouette,Haymarket Books,Determined Virgin,A Little Piece of Ground,0
bx_228948_half_3006,Patricia Lanza,Patricia C. Wrede,,,bx_228948,half_3006,9780875969626,9780545033466,-1,339,1998,"Jul. 1st, 2012",Rodale Books,Scholastic Paperbacks,"Lasagna Gardening : A New Layering System for Bountiful Gardens: No Digging, No Tilling, No Weeding, No Kidding!",Across the Great Barrier,0
bx_37313_half_2949,Gary Paulsen,Gary Paulsen,,,bx_37313,half_2949,9780440409236,9780440409236,-1,208,1994,"Feb. 1st, 1994",Yearling Books,Yearling Books,The Haymeadow,The Haymeadow,1
bx_24348_half_1759,Laura Ingalls Wilder,Laura Ingalls Wilder,,,bx_24348,half_1759,9780064400800,9780064400800,-1,128,1976,"Oct. 20th, 1976",HarperTrophy,HarperCollins,"On the Way Home: The Diary of a Trip from South Dakota to Mansfield, Missouri, in 1894",On the Way Home,1
bx_106639_half_2298,Meg Cabot,Meg Cabot,,Paperback,bx_106639,half_2298,9780689868467,9781416927068,-1,262,2004,"Jan. 31st, 2007",Simon Pulse,Simon Pulse,Safe House,Safe House,0
bx_21386_half_2490,PHILIP PULLMAN,Philip Pullman,,Paperback,bx_21386,half_2490,9780440418337,9780440238140,-1,288,2001,"Sep. 9th, 2003",Yearling,Laurel Leaf Library,The Subtle Knife,The Subtle Knife,0
bx_29366_half_1333,ANN BRASHARES,Ann Brashares,,Paperback,bx_29366,half_1333,9780440229704,9780440229704,-1,294,2004,"May. 31st, 2004",Laure Leaf,Laurel Leaf Library,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,1
bx_61753_half_1359,James Ramsey Ullman,James Ramsey Ullman,,,bx_61753,half_1359,9780064470483,9780064470483,-1,288,1988,"Apr. 15th, 1988",HarperTrophy,HarperTrophy,Banner in the Sky,Banner in the Sky,1
bx_156340_half_1721,Scott O'Dell,Scott O'Dell,,,bx_156340,half_1721,9780440408796,9780440408796,-1,128,1993,"Oct. 31st, 1993",Yearling Books,Yearling Books,Thunder Rolling in the Mountains,Thunder Rolling in the Mountains,1
bx_110304_half_1500,JAMES COLLIER,James Lincoln Collier,,,bx_110304,half_1500,9780440219835,9780440219835,-1,256,1996,"Dec. 1st, 1996",Laurel Leaf,Laurel Leaf Library,With Every Drop of Blood: A Novel of the Civil War,With Every Drop of Blood,1
bx_39748_half_18,J. R. R. Tolkien,J. R. R. Tolkien,,,bx_39748,half_18,9780395282656,9780547928227,-1,320,1988,"Sep. 18th, 2012",Houghton Mifflin Co,Mariner Books,The Hobbit,The Hobbit,0
bx_61404_half_1923,Ann Rinaldi,Ann Rinaldi,,Paperback,bx_61404,half_1923,9780152012946,9780152050771,-1,281,1997,"Mar. 1st, 2004",Gulliver Books,Gulliver Books,An Acquaintance with Darkness,Cast Two Shadows,0
bx_151268_half_2953,William Sleator,William Sleator,,,bx_151268,half_2953,9780141311012,9780141311012,-1,120,2001,"Feb. 19th, 2001",Puffin Books,Puffin Books,Rewind,Rewind,1
bx_60789_half_837,Darren Shan,Darren Shan,,Paperback,bx_60789,half_837,9780316606844,9780316606844,-1,256,2002,"Oct. 1st, 2002","Little, Brown","Little, Brown Young Readers",The Vampire's Assistant,The Vampire's Assistant,1
bx_134448_half_986,H. G. Wells,H. G. Wells,,,bx_134448,half_986,9780425051900,9780553213515,-1,128,1986,"Jan. 1st, 1984",Berkley Publishing Group,Bantam Classics,The Time Machine,The Time Machine,0
bx_169895_half_2012,Joseph Bruchac,Joseph Bruchac,,,bx_169895,half_2012,9780439280686,9780439280686,-1,199,2001,"Sep. 1st, 2001",Scholastic Signature,Scholastic Signature,Sacajawea: The Story of Bird Woman and the Lewis and Clark Expedition,Sacajawea,1
bx_106611_half_1052,Susan Cooper,Susan Cooper,,,bx_106611,half_1052,9780689844454,9780689844454,-1,186,2001,"Jun. 1st, 2001",Aladdin,Aladdin Paperbacks,King of Shadows,King of Shadows,1
bx_37247_half_239,Patricia McCormick,Patricia McCormick,,,bx_37247,half_239,9780439324595,9780439324595,-1,160,2002,"Jan. 31st, 2002",Push,Push,Cut,Cut,1
bx_190039_half_1119,Gail Giles,Gail Giles,,,bx_190039,half_1119,9780689858000,9780689858000,-1,215,2003,"Sep. 1st, 2003",Simon Pulse,Simon Pulse,Shattering Glass,Shattering Glass,1
bx_34213_half_1508,Roald Dahl,Roald Dahl,,,bx_34213,half_1508,9780141310343,9780141310343,-1,224,2002,"Jan. 14th, 2002",Puffin Books,Puffin Books,Skin and Other Stories,Skin and Other Stories,1
bx_17207_half_1072,Jennifer Donnelly,Jennifer Donnelly,,,bx_17207,half_1072,9780152167059,9780152053109,-1,396,2003,"Sep. 1st, 2004",Harcourt Children's Books,Harcourt Paperbacks,A Northern Light,A Northern Light,0
bx_28303_half_1010,Herge,Herge,,Paperback,bx_28303,half_1010,9780316358323,9780316358354,-1,62,1974,"Apr. 30th, 1975","Little, Brown","Little, Brown Books for Young Readers",The Secret of the Unicorn,The Adventures of Tintin,0
